energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.72386193,11.94565186,1.53762767,3.11412093,0.02789587,1.00144615,3.33855310,4.79856610,0.05037973,2.46446923
-5.71785893,11.79038155,1.53918394,3.05177179,0.02692922,0.97981547,3.30027519,4.74776487,0.04945566,2.44767038
-5.71185593,11.63568355,1.54065881,2.99277280,0.02600635,0.95878150,3.26246920,4.69426546,0.04830929,2.43034634
-5.70585293,11.48159634,1.54180470,2.93716354,0.02512773,0.93841861,3.22494520,4.63819423,0.04695863,2.41244599
-5.69984992,11.32798189,1.54236513,2.88487383,0.02429333,0.91876674,3.18747353,4.57965037,0.04542621,2.39389705
-5.69384692,11.17457012,1.54208895,2.83574231,0.02350284,0.89983284,3.14980451,4.51871499,0.04373841,2.37461298
-5.68784392,11.02100689,1.54074313,2.78953791,0.02275583,0.88159373,3.11168702,4.45546122,0.04192461,2.35449961
-5.68184092,10.86690196,1.53812335,2.74598284,0.02205198,0.86400010,3.07288501,4.38996457,0.04001631,2.33346108
-5.67583792,10.71187382,1.53406195,2.70477540,0.02139112,0.84698146,3.03319070,4.32231266,0.03804614,2.31140467
-5.66983492,10.55558871,1.52843276,2.66561156,0.02077333,0.83045164,2.99243397,4.25261374,0.03604690,2.28824417
-5.66383192,10.39779191,1.52115285,2.62820399,0.02019884,0.81431456,2.95048756,4.18100342,0.03405065,2.26390194
-5.65782891,10.23833009,1.51218136,2.59229776,0.01966806,0.79847007,2.90726817,4.10764928,0.03208780,2.23830954
-5.65182591,10.07716418,1.50151564,2.55768207,0.01918143,0.78281937,2.86273394,4.03275333,0.03018642,2.21140733
-5.64582291,9.91437323,1.48918532,2.52419767,0.01873926,0.76726999,2.81687894,3.95655216,0.02837155,2.18314336
-5.63981991,9.75015010,1.47524505,2.49174012,0.01834163,0.75173999,2.76972557,3.87931519,0.02666477,2.15347201
-5.63381691,9.58479039,1.45976633,2.46025887,0.01798824,0.73616133,2.72131608,3.80134115,0.02508387,2.12235280
-5.62781391,9.41867650,1.44282961,2.42975285,0.01767826,0.72048231,2.67170403,3.72295339,0.02364268,2.08974990
-5.62181091,9.25225877,1.42451684,2.40026313,0.01741029,0.70466907,2.62094692,3.64449438,0.02235106,2.05563255
-5.61580790,9.08603545,1.40490550,2.37186338,0.01718224,0.68870619,2.56910058,3.56631985,0.02121507,2.01997670
-5.60980490,8.92053352,1.38406425,2.34464896,0.01699143,0.67259650,2.51621618,3.48879310,0.02023720,1.98276793
-5.60380190,8.75629164,1.36205054,2.31872550,0.01683456,0.65636018,2.46233991,3.41227972,0.01941677,1.94400563
-5.59779890,8.59384621,1.33891031,2.29419769,0.01670783,0.64003325,2.40751550,3.33714295,0.01875030,1.90370801
-5.59179590,8.43372132,1.31467965,2.27115902,0.01660713,0.62366567,2.35178919,3.26373991,0.01823203,1.86191785
-5.58579290,8.27642245,1.28938802,2.24968300,0.01652818,0.60731909,2.29521672,3.19241858,0.01785444,1.81870824
-5.57978989,8.12243372,1.26306287,2.22981631,0.01646672,0.59106449,2.23787137,3.12351546,0.01760868,1.77418791
-5.57378689,7.97221802,1.23573488,2.21157417,0.01641877,0.57497956,2.17985240,3.05735364,0.01748506,1.72850558
-5.56778389,7.82621890,1.20744349,2.19493806,0.01638081,0.55914625,2.12129267,2.99424108,0.01747345,1.68185275
-5.56178089,7.68486328,1.17824197,2.17985569,0.01634994,0.54364823,2.06236481,2.93446866,0.01756364,1.63446444
-5.55577789,7.54856378,1.14820177,2.16624324,0.01632413,0.52856845,2.00328496,2.87830781,0.01774557,1.58661772
-5.54977489,7.41771972,1.11741544,2.15398950,0.01630223,0.51398683,1.94431356,2.82600734,0.01800956,1.53862768
-5.54377189,7.29271593,1.08599817,2.14296164,0.01628414,0.49997804,1.88575289,2.77778934,0.01834637,1.49084092
-5.53776888,7.17391891,1.05408743,2.13301223,0.01627079,0.48660941,1.82794125,2.73384411,0.01874728,1.44362679
-5.53176588,7.06167030,1.02184109,2.12398710,0.01626416,0.47393906,1.77124402,2.69432406,0.01920402,1.39736663
-5.52576288,6.95627775,0.98943385,2.11573369,0.01626713,0.46201417,1.71604215,2.65933684,0.01970871,1.35244165
-5.51975988,6.85800375,0.95705246,2.10810942,0.01628346,0.45086948,1.66271867,2.62893810,0.02025373,1.30921991
-5.51375688,6.76705349,0.92488995,2.10098983,0.01631759,0.44052610,1.61164425,2.60312417,0.02083157,1.26804324
-5.50775388,6.68356248,0.89313945,2.09427608,0.01637444,0.43099069,1.56316264,2.58182522,0.02143469,1.22921472
-5.50175088,6.60758545,0.86198789,2.08790155,0.01645928,0.42225497,1.51757707,2.56489962,0.02205539,1.19298746
-5.49574787,6.53908736,0.83161013,2.08183733,0.01657743,0.41429570,1.47513844,2.55212988,0.02268566,1.15955526
-5.48974487,6.47793779,0.80216393,2.07609644,0.01673410,0.40707517,1.43603611,2.54322087,0.02331714,1.12904571
-5.48374187,6.42390929,0.77378591,2.07073647,0.01693415,0.40054214,1.40039183,2.53780061,0.02394106,1.10151602
-5.47773887,6.37668043,0.74658890,2.06586064,0.01718192,0.39463333,1.36825712,2.53542419,0.02454831,1.07695183
-5.47173587,6.33584335,0.72066067,2.06161716,0.01748097,0.38927528,1.33961421,2.53558062,0.02512945,1.05526904
-5.46573287,6.30091581,0.69606409,2.05819669,0.01783399,0.38438672,1.31438028,2.53770298,0.02567488,1.03631844
-5.45972986,6.27135690,0.67283850,2.05582799,0.01824257,0.37988109,1.29241463,2.54118124,0.02617500,1.01989290
-5.45372686,6.24658543,0.65100219,2.05477165,0.01870714,0.37566944,1.27352806,2.54537765,0.02662041,1.00573665
-5.44772386,6.22599986,0.63055571,2.05531195,0.01922680,0.37166318,1.25749382,2.54964383,0.02700218,0.99355614
-5.44172086,6.20899819,0.61148555,2.05774693,0.01979932,0.36777690,1.24405918,2.55333902,0.02731207,0.98303182
-5.43571786,6.19499644,0.59376807,2.06237692,0.02042102,0.36393089,1.23295682,2.55584850,0.02754278,0.97383032
-5.42971486,6.18344434,0.57737317,2.06949160,0.02108677,0.36005330,1.22391523,2.55660147,0.02768821,0.96561630
-5.42371186,6.17383706,0.56226757,2.07935607,0.02179006,0.35608192,1.21666755,2.55508725,0.02774366,0.95806355
-5.41770885,6.16572205,0.54841737,2.09219634,0.02252296,0.35196527,1.21095814,2.55086940,0.02770598,0.95086472
-5.41170585,6.15870058,0.53578975,2.10818463,0.02327627,0.34766326,1.20654690,2.54359666,0.02757372,0.94373944
-5.40570285,6.15242392,0.52435376,2.12742529,0.02403965,0.34314715,1.20321091,2.53301058,0.02734720,0.93644055
-5.39969985,6.14658442,0.51408024,2.14994182,0.02480175,0.33839895,1.20074386,2.51894926,0.02702847,0.92875824
-5.39369685,6.14090257,0.50494082,2.17566578,0.02555042,0.33341039,1.19895331,2.50134735,0.02662132,0.92052222
-5.38769385,6.13511101,0.49690622,2.20442823,0.02627301,0.32818137,1.19765651,2.48023220,0.02613109,0.91160199
-5.38169085,6.12893707,0.48994410,2.23595435,0.02695656,0.32271824,1.19667515,2.45571680,0.02556458,0.90190536
-5.37568784,6.12208565,0.48401653,2.26986192,0.02758820,0.31703183,1.19582999,2.42798976,0.02492977,0.89137563
-5.36968484,6.11422385,0.47907747,2.30566394,0.02815540,0.31113555,1.19493570,2.39730327,0.02423566,0.87998770
-5.36368184,6.10496950,0.47507042,2.34277589,0.02864635,0.30504357,1.19379679,2.36395967,0.02349189,0.86774340
-5.35767884,6.09388467,0.47192650,2.38052756,0.02905027,0.29876926,1.19220512,2.32829762,0.02270857,0.85466666
-5.35167584,6.08047565,0.46956317,2.41817958,0.02935771,0.29232392,1.18993917,2.29067854,0.02189593,0.84079853
-5.34567284,6.06420019,0.46788373,2.45494420,0.02956089,0.28571603,1.18676565,2.25147441,0.02106411,0.82619265
-5.33966983,6.04448233,0.46677772,2.49000998,0.02965387,0.27895082,1.18244311,2.21105739,0.02022285,0.81091127
-5.33366683,6.02073489,0.46612225,2.52256953,0.02963279,0.27203037,1.17672776,2.16979199,0.01938138,0.79502207
-5.32766383,5.99238902,0.46578434,2.55184968,0.02949600,0.26495413,1.16938104,2.12803016,0.01854817,0.77859588
-5.32166083,5.95892980,0.46562412,2.57714282,0.02924409,0.25771972,1.16017854,2.08610959,0.01773083,0.76170540
-5.31565783,5.91993664,0.46549880,2.59783858,0.02887993,0.25032413,1.14891985,2.04435520,0.01693606,0.74442482
-5.30965483,5.87512654,0.46526740,2.61345447,0.02840856,0.24276504,1.13543861,2.00308361,0.01616957,0.72683045
-5.30365183,5.82439851,0.46479578,2.62366443,0.02783706,0.23504225,1.11961235,1.96261043,0.01543611,0.70900197
-5.29764882,5.76787667,0.46396201,2.62832419,0.02717439,0.22715906,1.10137137,1.92325960,0.01473953,0.69102444
-5.29164582,5.70595014,0.46266176,2.62749217,0.02643109,0.21912366,1.08070625,1.88537431,0.01408282,0.67299063
-5.28564282,5.63930727,0.46081337,2.62144515,0.02561908,0.21095012,1.05767352,1.84932859,0.01346823,0.65500359
-5.27963982,5.56896229,0.45836251,2.61068785,0.02475130,0.20265932,1.03239915,1.81553877,0.01289741,0.63717923
-5.27363682,5.49627239,0.45528621,2.59595568,0.02384148,0.19427943,1.00507971,1.78447386,0.01237148,0.61964862
-5.26763382,5.42294373,0.45159584,2.57821028,0.02290378,0.18584611,0.97598104,1.75666402,0.01189122,0.60255991
-5.26163082,5.35102513,0.44733927,2.55862763,0.02195255,0.17740231,0.94543454,1.73270623,0.01145715,0.58607955
-5.25562781,5.28288857,0.44260163,2.53857869,0.02100206,0.16899777,0.91383118,1.71326643,0.01106967,0.57039280
-5.24962481,5.22119618,0.43750502,2.51960286,0.02006632,0.16068822,0.88161351,1.69907750,0.01072914,0.55570331
-5.24362181,5.16885392,0.43220683,2.50337470,0.01915882,0.15253419,0.84926595,1.69093267,0.01043594,0.54223163
-5.23761881,5.12895254,0.42689680,2.49166471,0.01829244,0.14459977,0.81730373,1.68967413,0.01019054,0.53021281
-5.23161581,5.10469709,0.42179298,2.48629517,0.01747931,0.13695105,0.78626087,1.69617683,0.00999354,0.51989288
-5.22561281,5.09932673,0.41713646,2.48909210,0.01673071,0.12965454,0.75667765,1.71132768,0.00984561,0.51152433
-5.21960980,5.11602699,0.41318530,2.50183498,0.01605702,0.12277549,0.72908778,1.73600070,0.00974753,0.50536075
-5.21360680,5.15783713,0.41020751,2.52620557,0.01546764,0.11637628,0.70400593,1.77102884,0.00970012,0.50165071
-5.20760380,5.22755566,0.40847364,2.56373758,0.01497097,0.11051481,0.68191568,1.81717335,0.00970413,0.50063098
-5.20160080,5.32764720,0.40824885,2.61576899,0.01457436,0.10524306,0.66325831,1.87509197,0.00976024,0.50251945
-5.19559780,5.46015395,0.40978490,2.68339855,0.01428406,0.10060577,0.64842263,1.94530705,0.00986890,0.50750786
-5.18959480,5.62661532,0.41331222,2.76744821,0.01410513,0.09663929,0.63773619,2.02817513,0.01003026,0.51575460
-5.18359180,5.82799867,0.41903225,2.86843292,0.01404144,0.09337077,0.63145779,2.12385924,0.01024408,0.52737789
-5.17758879,6.06464423,0.42711025,2.98653894,0.01409554,0.09081742,0.62977164,2.23230533,0.01050960,0.54244951
-5.17158579,6.33622655,0.43766888,3.12161162,0.01426854,0.08898622,0.63278319,2.35322412,0.01082548,0.56098942
-5.16558279,6.64173429,0.45078256,3.27315318,0.01456009,0.08787375,0.64051655,2.48607930,0.01118970,0.58296136
-5.15957979,6.97946967,0.46647297,3.44033068,0.01496821,0.08746641,0.65291384,2.63008309,0.01159950,0.60826982
-5.15357679,7.34706795,0.48470567,3.62199380,0.01548920,0.08774088,0.66983612,2.78419965,0.01205136,0.63675829
-5.14757379,7.74153661,0.50538811,3.81670180,0.01611760,0.08866480,0.69106608,2.94715657,0.01254094,0.66820922
-5.14157079,8.15931318,0.52836906,4.02275866,0.01684606,0.09019778,0.71631250,3.11746445,0.01306309,0.70234550
-5.13556778,8.59633977,0.55343959,4.23825479,0.01766536,0.09229260,0.74521609,3.29344403,0.01361188,0.73883371
-5.12956478,9.04815198,0.58033563,4.46111378,0.01856440,0.09489658,0.77735703,3.47326034,0.01418066,0.77728898
-5.12356178,9.50997907,0.60874223,4.68914228,0.01953024,0.09795311,0.81226363,3.65496254,0.01476209,0.81728146
-5.11755878,9.97685188,0.63829938,4.92008112,0.02054822,0.10140329,0.84942232,3.83652843,0.01534829,0.85834435
-5.11155578,10.44371503,0.66860936,5.15165574,0.02160213,0.10518757,0.88828845,4.01591192,0.01593094,0.89998312
-5.10555278,10.90553951,0.69924558,5.38162416,0.02267443,0.10924744,0.92829784,4.19109190,0.01650142,0.94168590
-5.09954977,11.35743200,0.72976265,5.60782107,0.02374654,0.11352692,0.96887872,4.36012080,0.01705097,0.98293458
-5.09354677,11.79473759,0.75970732,5.82819664,0.02479919,0.11797398,1.00946375,4.52117094,0.01757088,1.02321640
-5.08754377,12.21313264,0.78863020,6.04084933,0.02581279,0.12254172,1.04950179,4.67257731,0.01805267,1.06203562
-5.08154077,12.60870543,0.81609766,6.24405205,0.02676791,0.12718922,1.08846911,4.81287493,0.01848830,1.09892485
-5.07553777,12.97802228,0.84170359,6.43627158,0.02764568,0.13188214,1.12587964,4.94082967,0.01887030,1.13345568
-5.06953477,13.31817789,0.86508054,6.61618144,0.02842835,0.13659286,1.16129388,5.05546148,0.01919203,1.16524815
-5.06353177,13.62682901,0.88590972,6.78266860,0.02909967,0.14130036,1.19432634,5.15605914,0.01944777,1.19397878
-5.05752876,13.90221122,0.90392948,6.93483480,0.02964542,0.14598954,1.22465108,5.24218621,0.01963291,1.21938668
-5.05152576,14.14313915,0.91894185,7.07199324,0.03005377,0.15065037,1.25200524,5.31367819,0.01974404,1.24127767
-5.04552276,14.34899120,0.93081676,7.19366149,0.03031567,0.15527657,1.27619044,5.37063095,0.01977904,1.25952607
-5.03951976,14.51967994,0.93949379,7.29955162,0.03042510,0.15986409,1.29707202,5.41338136,0.01973711,1.27407422
-5.03351676,14.65561024,0.94498127,7.38955812,0.03037928,0.16440944,1.31457629,5.44248083,0.01961880,1.28492961
-5.02751376,14.75762693,0.94735278,7.46374454,0.03017876,0.16890787,1.32868577,5.45866315,0.01942594,1.29216000
-5.02151076,14.82695461,0.94674130,7.52232910,0.02982744,0.17335164,1.33943293,5.46280800,0.01916160,1.29588649
-5.01550775,14.86513190,0.94333110,7.56566989,0.02933237,0.17772841,1.34689263,5.45590173,0.01882995,1.29627521
-5.00950475,14.87394280,0.93734807,7.59424976,0.02870364,0.18201992,1.35117367,5.43899715,0.01843612,1.29352783
-5.00350175,14.85534755,0.92904873,7.60866093,0.02795397,0.18620094,1.35241010,5.41317395,0.01798605,1.28787146
-4.99749875,14.81141552,0.91870871,7.60958961,0.02709834,0.19023878,1.35075249,5.37950136,0.01748631,1.27954852
-4.99149575,14.74426220,0.90661120,7.59780038,0.02615352,0.19409323,1.34635987,5.33900453,0.01694385,1.26880698
-4.98549275,14.65599248,0.89303600,7.57412047,0.02513753,0.19771704,1.33939258,5.29263594,0.01636590,1.25589150
-4.97948974,14.54865153,0.87824978,7.53942408,0.02406910,0.20105704,1.33000651,5.24125257,0.01575968,1.24103589
-4.97348674,14.42418495,0.86249786,7.49461667,0.02296705,0.20405565,1.31834894,5.18559983,0.01513229,1.22445721
-4.96748374,14.28440868,0.84599812,7.44061973,0.02184981,0.20665295,1.30455603,5.12630226,0.01449054,1.20635159
-4.96148074,14.13098947,0.82893701,7.37835616,0.02073482,0.20878909,1.28875223,5.06386117,0.01384081,1.18689214
-4.95547774,13.96543563,0.81146788,7.30873677,0.01963815,0.21040696,1.27105131,4.99865884,0.01318898,1.16622855
-4.94947474,13.78909783,0.79371157,7.23264838,0.01857402,0.21145493,1.25155886,4.93096861,0.01254032,1.14448859
-4.94347174,13.60317914,0.77575898,7.15094390,0.01755456,0.21188961,1.23037610,4.86097000,0.01189950,1.12178101
-4.93746873,13.40875300,0.75767533,7.06443493,0.01658954,0.21167843,1.20760445,4.78876777,0.01127055,1.09819966
-4.93146573,13.20678790,0.73950570,6.97388722,0.01568630,0.21080182,1.18335064,4.71441377,0.01065690,1.07382837
-4.92546273,12.99817687,0.72128142,6.88001909,0.01484969,0.20925505,1.15773171,4.63793018,0.01006141,1.04874630
-4.91945973,12.78376995,0.70302667,6.78350299,0.01408219,0.20704937,1.13087971,4.55933304,0.00948643,1.02303320
-4.91345673,12.56440784,0.68476500,6.68497008,0.01338403,0.20421260,1.10294554,4.47865473,0.00893391,0.99677443
-4.90745373,12.34095454,0.66652508,6.58501729,0.01275348,0.20078900,1.07410169,4.39596437,0.00840543,0.97006512
-4.90145073,12.11432730,0.64834552,6.48421643,0.01218709,0.19683843,1.04454359,4.31138522,0.00790232,0.94301358
-4.89544772,11.88552194,0.63027835,6.38312469,0.01168010,0.19243482,1.01448940,4.22510831,0.00742570,0.91574341
-4.88944472,11.65563220,0.61239098,6.28229537,0.01122677,0.18766410,0.98417829,4.13740184,0.00697663,0.88839447
-4.88344172,11.42586166,0.59476658,6.18228823,0.01082077,0.18262149,0.95386708,4.04861590,0.00655608,0.86112256
-4.87743872,11.19752743,0.57750293,6.08367811,0.01045554,0.17740848,0.92382545,3.95918266,0.00616504,0.83409787
-4.87143572,10.97205510,0.56070985,5.98706121,0.01012468,0.17212946,0.89432998,3.86961185,0.00580458,0.80750234
-4.86543272,10.75096470,0.54450541,5.89305804,0.00982217,0.16688831,0.86565719,3.78048213,0.00547582,0.78152604
-4.85942971,10.53584816,0.52901129,5.80231242,0.00954270,0.16178487,0.83807597,3.69242868,0.00517998,0.75636277
-4.85342671,10.32833885,0.51434747,5.71548634,0.00928185,0.15691172,0.81183979,3.60612765,0.00491836,0.73220518
-4.84742371,10.13007462,0.50062681,5.63325047,0.00903615,0.15235115,0.78717890,3.52227827,0.00469237,0.70923945
-4.84142071,9.94265568,0.48794965,5.55627065,0.00880321,0.14817259,0.76429314,3.44158346,0.00450345,0.68764001
-4.83541771,9.76759948,0.47639896,5.48519090,0.00858170,0.14443054,0.74334543,3.36472978,0.00435312,0.66756428
-4.82941471,9.60629450,0.46603610,5.42061388,0.00837123,0.14116310,0.72445649,3.29236765,0.00424288,0.64914787
-4.82341171,9.45995539,0.45689768,5.36307974,0.00817229,0.13839111,0.70770077,3.22509275,0.00417417,0.63250016
-4.81740870,9.32958172,0.44899349,5.31304470,0.00798602,0.13611798,0.69310410,3.16342929,0.00414840,0.61770075
-4.81140570,9.21592240,0.44230560,5.27086073,0.00781408,0.13433011,0.68064290,3.10781604,0.00416681,0.60479660
-4.80540270,9.11944783,0.43678877,5.23675741,0.00765837,0.13299799,0.67024513,3.05859550,0.00423047,0.59380016
-4.79939970,9.04033117,0.43237194,5.21082737,0.00752083,0.13207778,0.66179295,3.01600676,0.00434023,0.58468858
-4.79339670,8.97843991,0.42896086,5.19301625,0.00740323,0.13151343,0.65512691,2.98018211,0.00449665,0.57740384
-4.78739370,8.93333813,0.42644151,5.18311774,0.00730695,0.13123913,0.65005163,2.95114756,0.00469997,0.57185404
-4.78139070,8.90429949,0.42468424,5.18077440,0.00723281,0.13118209,0.64634254,2.92882684,0.00495002,0.56791565
-4.77538769,8.89033014,0.42354826,5.18548409,0.00718097,0.13126541,0.64375360,2.91304875,0.00524625,0.56543673
-4.76938469,8.89020056,0.42288641,5.19661198,0.00715079,0.13141107,0.64202547,2.90355692,0.00558760,0.56424099
-4.76338169,8.90248441,0.42254977,5.21340738,0.00714082,0.13154278,0.64089399,2.90002166,0.00597257,0.56413251
-4.75737869,8.92560270,0.42239211,5.23502483,0.00714880,0.13158870,0.64009849,2.90205274,0.00639912,0.56490111
-4.75137569,8.95787078,0.42227383,5.26054826,0.00717171,0.13148382,0.63938956,2.90921250,0.00686472,0.56632794
-4.74537269,8.99754621,0.42206532,5.28901725,0.00720589,0.13117209,0.63853616,2.92102834,0.00736636,0.56819135
-4.73936968,9.04287506,0.42164970,5.31945418,0.00724713,0.13060803,0.63733164,2.93700403,0.00790055,0.57027266
-4.73336668,9.09213489,0.42092485,5.35089113,0.00729087,0.12975790,0.63559850,2.95662903,0.00846344,0.57236178
-4.72736368,9.14367276,0.41980473,5.38239556,0.00733240,0.12860041,0.63319185,2.97938566,0.00905083,0.57426228
-4.72136068,9.19593696,0.41822007,5.41309370,0.00736702,0.12712692,0.63000142,3.00475374,0.00965830,0.57579607
-4.71535768,9.24750179,0.41611846,5.44219109,0.00739024,0.12534117,0.62595216,3.03221285,0.01028132,0.57680719
-4.70935468,9.29708489,0.41346399,5.46898941,0.00739802,0.12325862,0.62100347,3.06124231,0.01091537,0.57716489
-4.70335168,9.34355739,0.41023656,5.49289938,0.00738688,0.12090529,0.61514724,3.09131943,0.01155604,0.57676573
-4.69734867,9.38594699,0.40643077,5.51344934,0.00735405,0.11831643,0.60840488,3.12191656,0.01219920,0.57553475
-4.69134567,9.42343495,0.40205478,5.53028930,0.00729762,0.11553480,0.60082343,3.15249750,0.01284109,0.57342570
-4.68534267,9.45534756,0.39712899,5.54319063,0.00721654,0.11260886,0.59247118,3.18251421,0.01347843,0.57042024
-4.67933967,9.48114330,0.39168457,5.55204125,0.00711073,0.10959079,0.58343278,3.21140428,0.01410846,0.56652633
-4.67333667,9.50039667,0.38576208,5.55683678,0.00698096,0.10653451,0.57380433,3.23859001,0.01472902,0.56177572
-4.66733367,9.51277954,0.37940989,5.55766770,0.00682889,0.10349370,0.56368839,3.26347945,0.01533854,0.55622079
-4.66133067,9.51804141,0.37268264,5.55470327,0.00665690,0.10051996,0.55318926,3.28546984,0.01593593,0.54993077
-4.65532766,9.51598908,0.36563958,5.54817250,0.00646801,0.09766100,0.54240866,3.30395366,0.01652060,0.54298747
-4.64932466,9.50646696,0.35834281,5.53834319,0.00626570,0.09495914,0.53144184,3.31832714,0.01709221,0.53548083
-4.64332166,9.48933880,0.35085539,5.52549959,0.00605376,0.09244995,0.52037423,3.32800116,0.01765059,0.52750430
