energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-6.00000000,6.60345126,0.02229547,1.19071106,0.01956175,0.00000000,0.03511459,2.21780546,6.50940985,1.86763385
-5.99399700,6.26966585,0.02063750,1.15174829,0.01795812,0.00000000,0.03126850,2.07308059,6.27037998,1.77835331
-5.98799400,5.92611826,0.01904066,1.10719194,0.01643532,0.00000000,0.02772255,1.93095778,6.00510905,1.68533177
-5.98199100,5.57685987,0.01751676,1.05785489,0.01499915,0.00000000,0.02448578,1.79271312,5.71768239,1.58972710
-5.97598799,5.22600198,0.01607610,1.00462382,0.01365381,0.00000000,0.02156139,1.65954821,5.41251412,1.49272596
-5.96998499,4.87765174,0.01472763,0.94843481,0.01240217,0.00000000,0.01894760,1.53258721,5.09423265,1.39552328
-5.96398199,4.53584754,0.01347905,0.89024852,0.01124600,0.00000000,0.01663850,1.41287412,4.76756377,1.29930149
-5.95797899,4.20449523,0.01233687,0.83102592,0.01018621,0.00000000,0.01462496,1.30137015,4.43721550,1.20521020
-5.95197599,3.88730710,0.01130658,0.77170535,0.00922301,0.00000000,0.01289540,1.19895071,4.10776906,1.11434672
-5.94597299,3.58774502,0.01039266,0.71318164,0.00835614,0.00000000,0.01143657,1.10640200,3.78357940,1.02773814
-5.93996998,3.30896913,0.00959870,0.65628795,0.00758496,0.00000000,0.01023417,1.02441704,3.46868847,0.94632521
-5.93396698,3.05379295,0.00892745,0.60178062,0.00690854,0.00000000,0.00927335,0.95359108,3.16675321,0.87094850
-5.92796398,2.82464583,0.00838082,0.55032740,0.00632577,0.00000000,0.00853914,0.89441644,2.88098987,0.80233694
-5.92196098,2.62354298,0.00795994,0.50249907,0.00583532,0.00000000,0.00801670,0.84727687,2.61413502,0.74109897
-5.91595798,2.45206312,0.00766516,0.45876443,0.00543572,0.00000000,0.00769152,0.81244148,2.36842313,0.68771609
-5.90995498,2.31133371,0.00749603,0.41948834,0.00512524,0.00000000,0.00754945,0.79005853,2.14557978,0.64253903
-5.90395198,2.20202333,0.00745134,0.38493268,0.00490192,0.00000000,0.00757673,0.78014920,1.94682881,0.60578604
-5.89794897,2.12434067,0.00752912,0.35525966,0.00476345,0.00000000,0.00775990,0.78260179,1.77291179,0.57754334
-5.89194597,2.07803979,0.00772661,0.33053723,0.00470713,0.00000000,0.00808569,0.79716647,1.62411718,0.55776747
-5.88594297,2.06243110,0.00804032,0.31074595,0.00472979,0.00000000,0.00854090,0.82345129,1.50031720,0.54628918
-5.87993997,2.07639767,0.00846606,0.29578703,0.00482772,0.00000000,0.00911228,0.86091962,1.40100987,0.54281895
-5.87393697,2.11841677,0.00899898,0.28549113,0.00499659,0.00000000,0.00978641,0.90888976,1.32536405,0.54695377
-5.86793397,2.18658640,0.00963361,0.27962751,0.00523141,0.00000000,0.01054963,0.96653698,1.27226565,0.55818521
-5.86193097,2.27865693,0.01036399,0.27791321,0.00552648,0.00000000,0.01138808,1.03289875,1.24036334,0.57590878
-5.85592796,2.39206780,0.01118370,0.28002221,0.00587539,0.00000000,0.01228768,1.10688324,1.22811235,0.59943444
-5.84992496,2.52398954,0.01208602,0.28559418,0.00627103,0.00000000,0.01323429,1.18728173,1.23381570,0.62799842
-5.84392196,2.67137097,0.01306398,0.29424284,0.00670563,0.00000000,0.01421389,1.27278492,1.25566205,0.66077633
-5.83791896,2.83099158,0.01411049,0.30556386,0.00717081,0.00000000,0.01521284,1.36200324,1.29176000,0.69689755
-5.83191596,2.99951865,0.01521846,0.31914223,0.00765771,0.00000000,0.01621816,1.45349108,1.34016882,0.73546078
-5.82591296,3.17356877,0.01638083,0.33455911,0.00815711,0.00000000,0.01721793,1.54577438,1.39892590,0.77555082
-5.81990995,3.34977258,0.01759069,0.35139825,0.00865961,0.00000000,0.01820166,1.63738123,1.46607102,0.81625623
-5.81390695,3.52484181,0.01884130,0.36925181,0.00915580,0.00000000,0.01916069,1.72687463,1.53966819,0.85668760
