energy_ev,total_up,Nb_p_up,Nb_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-5.79589795,0.78216763,0.68364174,0.29437647,0.00262103,0.40437097,0.07518453,0.00028901
-5.78989495,0.73450576,0.64243459,0.27493721,0.00244597,0.38240284,0.06989485,0.00027002
-5.78389195,0.68724399,0.60092806,0.25516285,0.00226646,0.36092013,0.06486588,0.00025094
-5.77788894,0.64114326,0.55983617,0.23535550,0.00208526,0.34032396,0.06015141,0.00023204
-5.77188594,0.59690347,0.51982332,0.21579769,0.00190495,0.32098026,0.05579924,0.00021358
-5.76588294,0.55514692,0.48148860,0.19674618,0.00172789,0.30321012,0.05185052,0.00019579
-5.75987994,0.51640495,0.44535314,0.17842707,0.00155617,0.28728169,0.04833923,0.00017888
-5.75387694,0.48110785,0.41185065,0.16103227,0.00139157,0.27340386,0.04529194,0.00016301
-5.74787394,0.44957853,0.38132151,0.14471755,0.00123556,0.26172176,0.04272773,0.00014831
-5.74187094,0.42202969,0.35401020,0.12960184,0.00108927,0.25231436,0.04065841,0.00013488
-5.73586793,0.39856460,0.33006606,0.11576798,0.00095352,0.24519402,0.03908885,0.00012276
-5.72986493,0.37918121,0.30954698,0.10326447,0.00082881,0.24030809,0.03801769,0.00011198
-5.72386193,0.36377920,0.29242578,0.09210828,0.00071538,0.23754229,0.03743806,0.00010252
-5.71785893,0.35216966,0.27859884,0.08228831,0.00061320,0.23672593,0.03733858,0.00009434
-5.71185593,0.34408692,0.26789631,0.07376948,0.00052204,0.23763862,0.03770436,0.00008737
-5.70585293,0.33920190,0.26009376,0.06649696,0.00044147,0.24001821,0.03851816,0.00008151
-5.69984992,0.33713658,0.25492436,0.06040061,0.00037094,0.24356989,0.03976145,0.00007667
-5.69384692,0.33747904,0.25209143,0.05539928,0.00030979,0.24797593,0.04141545,0.00007272
-5.68784392,0.33979843,0.25128066,0.05140481,0.00025728,0.25290591,0.04346208,0.00006954
-5.68184092,0.34365952,0.25217177,0.04832568,0.00021265,0.25802702,0.04588465,0.00006699
-5.67583792,0.34863619,0.25444905,0.04607016,0.00017510,0.26301415,0.04866841,0.00006495
-5.66983492,0.35432365,0.25781063,0.04454886,0.00014388,0.26755947,0.05180072,0.00006330
-5.66383192,0.36034882,0.26197614,0.04367677,0.00011822,0.27138113,0.05527103,0.00006191
-5.65782891,0.36637873,0.26669258,0.04337459,0.00009744,0.27423088,0.05907044,0.00006068
-5.65182591,0.37212668,0.27173836,0.04356960,0.00008087,0.27590030,0.06319100,0.00005953
-5.64582291,0.37735610,0.27692545,0.04419591,0.00006793,0.27622554,0.06762465,0.00005836
-5.63981991,0.38188201,0.28209970,0.04519432,0.00005806,0.27509033,0.07236202,0.00005711
-5.63381691,0.38557028,0.28713947,0.04651172,0.00005080,0.27242733,0.07739090,0.00005574
-5.62781391,0.38833480,0.29195280,0.04810022,0.00004571,0.26821770,0.08269471,0.00005421
-5.62181091,0.39013281,0.29647333,0.04991614,0.00004244,0.26248904,0.08825094,0.00005249
-5.61580790,0.39095892,0.30065540,0.05191884,0.00004065,0.25531185,0.09402969,0.00005058
-5.60980490,0.39083798,0.30446862,0.05406959,0.00004007,0.24679467,0.09999245,0.00004848
-5.60380190,0.38981746,0.30789222,0.05633050,0.00004046,0.23707816,0.10609122,0.00004621
-5.59779890,0.38795979,0.31090978,0.05866375,0.00004161,0.22632848,0.11226809,0.00004378
-5.59179590,0.38533499,0.31350443,0.06103094,0.00004334,0.21473020,0.11845539,0.00004124
-5.58579290,0.38201422,0.31565507,0.06339290,0.00004549,0.20247905,0.12457637,0.00003860
-5.57978989,0.37806443,0.31733359,0.06570977,0.00004793,0.18977498,0.13054663,0.00003592
-5.57378689,0.37354455,0.31850365,0.06794148,0.00005055,0.17681551,0.13627617,0.00003323
-5.56778389,0.36850331,0.31912062,0.07004865,0.00005323,0.16378993,0.14167200,0.00003058
-5.56178089,0.36297880,0.31913316,0.07199376,0.00005592,0.15087429,0.14664137,0.00002800
-5.55577789,0.35699973,0.31848599,0.07374269,0.00005852,0.13822747,0.15109542,0.00002554
-5.54977489,0.35058834,0.31712380,0.07526648,0.00006101,0.12598828,0.15495306,0.00002325
-5.54377189,0.34376455,0.31499613,0.07654321,0.00006333,0.11427372,0.15814511,0.00002115
-5.53776888,0.33655120,0.31206268,0.07755999,0.00006549,0.10317825,0.16061827,0.00001930
-5.53176588,0.32897998,0.30829901,0.07831490,0.00006747,0.09277403,0.16233893,0.00001773
-5.52576288,0.32109754,0.30370199,0.07881878,0.00006932,0.08311202,0.16329653,0.00001647
-5.51975988,0.31297150,0.29829477,0.07909682,0.00007107,0.07422377,0.16350639,0.00001559
-5.51375688,0.30469586,0.29213104,0.07918980,0.00007279,0.06612366,0.16301169,0.00001511
-5.50775388,0.29639552,0.28529805,0.07915490,0.00007459,0.05881157,0.16188471,0.00001509
-5.50175088,0.28822941,0.27791843,0.07906606,0.00007657,0.05227560,0.16022706,0.00001558
-5.49574787,0.28039225,0.27015047,0.07901376,0.00007888,0.04649493,0.15816886,0.00001664
-5.48974487,0.27311446,0.26218688,0.07910424,0.00008168,0.04144241,0.15586699,0.00001833
-5.48374187,0.26666026,0.25425194,0.07945804,0.00008515,0.03708703,0.15350219,0.00002072
-5.47773887,0.26132391,0.24659715,0.08020799,0.00008950,0.03339596,0.15127533,0.00002389
-5.47173587,0.25742403,0.23949551,0.08149647,0.00009494,0.03033622,0.14940270,0.00002791
-5.46573287,0.25529621,0.23323449,0.08347216,0.00010168,0.02787599,0.14811051,0.00003287
-5.45972986,0.25528400,0.22810801,0.08628610,0.00010997,0.02598539,0.14762878,0.00003886
-5.45372686,0.25772845,0.22440768,0.09008737,0.00012001,0.02463690,0.14818468,0.00004595
-5.44772386,0.26295668,0.22241346,0.09501822,0.00013202,0.02380539,0.14999548,0.00005423
-5.44172086,0.27126948,0.22238409,0.10120897,0.00014619,0.02346778,0.15326144,0.00006377
-5.43571786,0.28292869,0.22454761,0.10877265,0.00016270,0.02360245,0.15815858,0.00007463
-5.42971486,0.29814440,0.22909224,0.11779965,0.00018166,0.02418840,0.16483173,0.00008685
-5.42371186,0.31706272,0.23615790,0.12835246,0.00020317,0.02520434,0.17338809,0.00010045
-5.41770885,0.33975447,0.24582876,0.14046078,0.00022725,0.02662764,0.18389137,0.00011543
-5.41170585,0.36620526,0.25812695,0.15411720,0.00025388,0.02843332,0.19635685,0.00013176
-5.40570285,0.39630756,0.27300798,0.16927361,0.00028297,0.03059311,0.21074765,0.00014937
-5.39969985,0.42985523,0.29035781,0.18583870,0.00031434,0.03307468,0.22697228,0.00016816
-5.39369685,0.46654089,0.30999209,0.20367658,0.00034775,0.03584108,0.24488385,0.00018797
-5.38769385,0.50595665,0.33165759,0.22260695,0.00038289,0.03885033,0.26428096,0.00020864
-5.38169085,0.54759843,0.35503597,0.24240675,0.00041936,0.04205548,0.28491049,0.00022993
-5.37568784,0.59087397,0.37975000,0.26281346,0.00045671,0.04540485,0.30647237,0.00025159
-5.36968484,0.63511476,0.40537212,0.28353023,0.00049443,0.04884259,0.32862622,0.00027333
-5.36368184,0.67959158,0.43143530,0.30423250,0.00053194,0.05230970,0.35099990,0.00029483
-5.35767884,0.72353334,0.45744583,0.32457626,0.00056867,0.05574512,0.37319971,0.00031576
-5.35167584,0.76614880,0.48289778,0.34420755,0.00060398,0.05908728,0.39482196,0.00033576
-5.34567284,0.80665039,0.50728866,0.36277301,0.00063727,0.06227574,0.41546561,0.00035450
-5.33966983,0.84427932,0.53013570,0.37993101,0.00066794,0.06525292,0.43474542,0.00037163
-5.33366683,0.87833095,0.55099213,0.39536298,0.00069545,0.06796596,0.45230523,0.00038683
-5.32766383,0.90817943,0.56946279,0.40878450,0.00071931,0.07036846,0.46783072,0.00039983
-5.32166083,0.93330038,0.58521843,0.41995554,0.00073909,0.07242212,0.48106108,0.00041037
-5.31565783,0.95329071,0.59800788,0.42868949,0.00075450,0.07409817,0.49179917,0.00041826
-5.30965483,0.96788443,0.60766772,0.43486046,0.00076532,0.07537840,0.49991941,0.00042338
-5.30365183,0.97696374,0.61412869,0.43840855,0.00077147,0.07625594,0.50537325,0.00042565
-5.29764882,0.98056468,0.61741865,0.43934269,0.00077298,0.07673550,0.50819165,0.00042508
-5.29164582,0.97887697,0.61766167,0.43774100,0.00077002,0.07683322,0.50848459,0.00042173
-5.28564282,0.97223802,0.61507345,0.43374853,0.00076289,0.07657604,0.50643734,0.00041576
-5.27963982,0.96112103,0.60995287,0.42757240,0.00075199,0.07600059,0.50230378,0.00040736
-5.27363682,0.94611798,0.60267034,0.41947471,0.00073784,0.07515167,0.49639687,0.00039681
-5.26763382,0.92791785,0.59365310,0.40976334,0.00072105,0.07408041,0.48907674,0.00038443
-5.26163082,0.90728132,0.58336830,0.39878112,0.00070230,0.07284212,0.48073689,0.00037059
-5.25562781,0.88501288,0.57230460,0.38689386,0.00068231,0.07149401,0.47178904,0.00035569
-5.24962481,0.86193159,0.56095295,0.37447774,0.00066186,0.07009275,0.46264745,0.00034016
-5.24362181,0.83884190,0.54978760,0.36190663,0.00064171,0.06869218,0.45371318,0.00032442
-5.23761881,0.81650561,0.53924806,0.34953988,0.00062264,0.06734112,0.44535923,0.00030892
-5.23161581,0.79561633,0.52972283,0.33771104,0.00060536,0.06608139,0.43791700,0.00029407
-5.22561281,0.77677733,0.52153565,0.32671802,0.00059056,0.06494625,0.43166475,0.00028027
-5.21960980,0.76048372,0.51493473,0.31681502,0.00057885,0.06395919,0.42681854,0.00026788
-5.21360680,0.74710961,0.51008550,0.30820645,0.00057074,0.06313322,0.42352591,0.00025723
-5.20760380,0.73690053,0.50706701,0.30104310,0.00056668,0.06247066,0.42186263,0.00024859
-5.20160080,0.72997136,0.50587218,0.29542055,0.00056701,0.06196333,0.42183246,0.00024218
-5.19559780,0.72630948,0.50641161,0.29137973,0.00057197,0.06159338,0.42336995,0.00023817
-5.18959480,0.72578293,0.50852082,0.28890960,0.00058171,0.06133438,0.42634592,0.00023667
-5.18359180,0.72815291,0.51197039,0.28795157,0.00059628,0.06115285,0.43057552,0.00023771
-5.17758879,0.73308985,0.51647849,0.28840559,0.00061564,0.06101011,0.43582814,0.00024129
-5.17158579,0.74019234,0.52172514,0.29013719,0.00063968,0.06086424,0.44183889,0.00024734
-5.16558279,0.74900768,0.52736747,0.29298556,0.00066823,0.06067215,0.44832097,0.00025574
-5.15957979,0.75905336,0.53305534,0.29677188,0.00070105,0.06039167,0.45497840,0.00026633
-5.15357679,0.76983836,0.53844643,0.30130772,0.00073787,0.05998353,0.46151851,0.00027891
-5.14757379,0.78088330,0.54322040,0.30640311,0.00077839,0.05941311,0.46766366,0.00029323
-5.14157079,0.79173882,0.54709130,0.31187398,0.00082229,0.05865192,0.47316175,0.00030903
-5.13556778,0.80200134,0.54981791,0.31754862,0.00086925,0.05767883,0.47779507,0.00032604
-5.12956478,0.81132582,0.55121161,0.32327306,0.00091894,0.05648084,0.48138726,0.00034395
-5.12356178,0.81943501,0.55114159,0.32891512,0.00097105,0.05505354,0.48380814,0.00036247
-5.11755878,0.82612531,0.54953729,0.33436715,0.00102526,0.05340119,0.48497637,0.00038131
-5.11155578,0.83126894,0.54638824,0.33954741,0.00108130,0.05153640,0.48485993,0.00040020
-5.10555278,0.83481288,0.54174141,0.34440013,0.00113887,0.04947956,0.48347465,0.00041886
-5.09954977,0.83677484,0.53569644,0.34889446,0.00119772,0.04725801,0.48088092,0.00043706
-5.09354677,0.83723671,0.52839917,0.35302244,0.00125756,0.04490497,0.47717899,0.00045459
-5.08754377,0.83633624,0.52003390,0.35679622,0.00131812,0.04245845,0.47250313,0.00047127
-5.08154077,0.83425744,0.51081497,0.36024482,0.00137911,0.03996000,0.46701525,0.00048694
-5.07553777,0.83122057,0.50097815,0.36341071,0.00144023,0.03745358,0.46089814,0.00050149
-5.06953477,0.82747227,0.49077230,0.36634645,0.00150115,0.03498451,0.45434894,0.00051484
-5.06353177,0.82327660,0.48045186,0.36911175,0.00156151,0.03259848,0.44757323,0.00052695
-5.05752876,0.81890743,0.47027045,0.37177100,0.00162091,0.03034087,0.44077982,0.00053780
-5.05152576,0.81464264,0.46047591,0.37439168,0.00167896,0.02825613,0.43417681,0.00054741
-5.04552276,0.81076042,0.45130691,0.37704353,0.00173521,0.02638752,0.42796876,0.00055584
-5.03951976,0.80753774,0.44299117,0.37979868,0.00178922,0.02477690,0.42235522,0.00056316
-5.03351676,0.80525079,0.43574529,0.38273263,0.00184057,0.02346483,0.41753045,0.00056949
-5.02751376,0.80417727,0.42977580,0.38592588,0.00188885,0.02249074,0.41368410,0.00057497
-5.02151076,0.80459989,0.42528128,0.38946616,0.00193370,0.02189316,0.41100278,0.00057977
-5.01550775,0.80681054,0.42245511,0.39345080,0.00197483,0.02171009,0.40967194,0.00058409
-5.00950475,0.81111439,0.42148825,0.39798899,0.00201204,0.02197923,0.40987775,0.00058815
-5.00350175,0.81783310,0.42257176,0.40320360,0.00204525,0.02273822,0.41180860,0.00059219
-4.99749875,0.82730634,0.42589840,0.40923204,0.00207449,0.02402467,0.41565566,0.00059649
-4.99149575,0.83989095,0.43166288,0.41622606,0.00209996,0.02587604,0.42161221,0.00060134
-4.98549275,0.85595693,0.44006053,0.42434988,0.00212198,0.02832930,0.42987131,0.00060706
-4.97948974,0.87588005,0.45128387,0.43377678,0.00214102,0.03142030,0.44062171,0.00061395
-4.97348674,0.90003078,0.46551720,0.44468374,0.00215769,0.03518296,0.45404178,0.00062233
-4.96748374,0.92875947,0.48292909,0.45724441,0.00217269,0.03964813,0.47029159,0.00063254
-4.96148074,0.96237844,0.50366299,0.47162044,0.00218681,0.04484231,0.48950340,0.00064484
-4.95547774,1.00114131,0.52782646,0.48795145,0.00220090,0.05078616,0.51177074,0.00065953
-4.94947474,1.04522085,0.55547928,0.50634427,0.00221580,0.05749292,0.53713690,0.00067681
-4.94347174,1.09468618,0.58662143,0.52686182,0.00223231,0.06496681,0.56558329,0.00069685
-4.93746873,1.14948104,0.62118145,0.54951232,0.00225113,0.07320146,0.59701838,0.00071976
-4.93146573,1.20940435,0.65900609,0.57423962,0.00227284,0.08217848,0.63126830,0.00074555
-4.92546273,1.27409459,0.69985204,0.60091525,0.00229784,0.09186631,0.66806952,0.00077415
-4.91945973,1.34301946,0.74338057,0.62933287,0.00232630,0.10221928,0.70706468,0.00080538
-4.91345673,1.41547191,0.78915565,0.65920577,0.00235816,0.11317719,0.74780200,0.00083898
-4.90745373,1.49057355,0.83664602,0.69016767,0.00239311,0.12466515,0.78973887,0.00087456
-4.90145073,1.56728584,0.88523171,0.72177735,0.00243056,0.13659407,0.83224973,0.00091165
-4.89544772,1.64442927,0.93421476,0.75352693,0.00246969,0.14886148,0.87463842,0.00094969
-4.88944472,1.72071021,0.98283423,0.78485382,0.00250944,0.16135292,0.91615466,0.00098803
-4.88344172,1.79475454,1.03028485,0.81515584,0.00254856,0.17394371,0.95601417,0.00102597
-4.87743872,1.86514677,1.07573879,0.84380906,0.00258565,0.18650116,0.99342175,0.00106275
-4.87143572,1.93047329,1.11836957,0.87018757,0.00261920,0.19888700,1.02759625,0.00109762
-4.86543272,1.98936749,1.15737702,0.89368423,0.00264770,0.21096009,1.05779644,0.00112979
-4.85942971,2.04055492,1.19201232,0.91373158,0.00266962,0.22257927,1.08334646,0.00115853
-4.85342671,2.08289634,1.22160178,0.92982171,0.00268356,0.23360620,1.10365973,0.00118315
-4.84742371,2.11542636,1.24556836,0.94152435,0.00268824,0.24390810,1.11825998,0.00120303
-4.84142071,2.13738612,1.26344978,0.94850215,0.00268258,0.25336041,1.12679845,0.00121763
-4.83541771,2.14824823,1.27491250,0.95052245,0.00266575,0.26184915,1.12906635,0.00122653
-4.82941471,2.14773291,1.27976089,0.94746503,0.00263719,0.26927298,1.12500187,0.00122942
-4.82341171,2.13581463,1.27794125,0.93932554,0.00259663,0.27554498,1.11469160,0.00122613
-4.81740870,2.11271915,1.26954049,0.92621443,0.00254411,0.28059400,1.09836598,0.00121660
-4.81140570,2.07891124,1.25477986,0.90835163,0.00247996,0.28436564,1.07638946,0.00120091
-4.80540270,2.03507395,1.23400398,0.88605732,0.00240482,0.28682290,1.04924556,0.00117927
-4.79939970,1.98208071,1.20766598,0.85973931,0.00231955,0.28794642,1.01751789,0.00115199
-4.79339670,1.92096179,1.17630954,0.82987787,0.00222528,0.28773437,0.98186805,0.00111949
-4.78739370,1.85286700,1.14054882,0.79700873,0.00212328,0.28620214,0.94301154,0.00108226
-4.78139070,1.77902648,1.10104732,0.76170512,0.00201500,0.28338163,0.90169300,0.00104090
-4.77538769,1.70071154,1.05849671,0.72455993,0.00190195,0.27932036,0.85866181,0.00099603
-4.76938469,1.61919738,1.01359657,0.68616847,0.00178573,0.27408034,0.81464939,0.00094831
-4.76338169,1.53572918,0.96703589,0.64711294,0.00166792,0.26773683,0.77034903,0.00089844
-4.75737869,1.45149287,0.91947703,0.60794894,0.00155007,0.26037679,0.72639908,0.00084712
-4.75137569,1.36759160,0.87154259,0.56919448,0.00143367,0.25209737,0.68337008,0.00079503
-4.74537269,1.28502833,0.82380562,0.53132190,0.00132015,0.24300415,0.64175613,0.00074285
-4.73936968,1.20469473,0.77678302,0.49475263,0.00121079,0.23320934,0.60197057,0.00069123
-4.73336668,1.12736629,0.73093234,0.45985474,0.00110678,0.22282994,0.56434573,0.00064077
-4.72736368,1.05370292,0.68665136,0.42694301,0.00100915,0.21198586,0.52913640,0.00059204
-4.72136068,0.98425434,0.64428032,0.39628128,0.00091885,0.20079799,0.49652640,0.00054558
-4.71535768,0.91946930,0.60410610,0.36808640,0.00083666,0.18938633,0.46663755,0.00050187
-4.70935468,0.85970731,0.56636780,0.34253343,0.00076326,0.17786823,0.43954022,0.00046133
-4.70335168,0.80525181,0.53126315,0.31976144,0.00069924,0.16635667,0.41526460,0.00042436
-4.69734867,0.75632358,0.49895501,0.29987943,0.00064507,0.15495869,0.39381195,0.00039131
-4.69134567,0.71309330,0.46957753,0.28297180,0.00060113,0.14377400,0.37516493,0.00036247
-4.68534267,0.67569221,0.44324146,0.26910292,0.00056773,0.13289378,0.35929659,0.00033809
-4.67933967,0.64422030,0.42003806,0.25832057,0.00054509,0.12239969,0.34617723,0.00031838
-4.67333667,0.61875132,0.40004162,0.25065784,0.00053336,0.11236308,0.33577900,0.00030351
-4.66733367,0.59933446,0.38331016,0.24613348,0.00053263,0.10284446,0.32807798,0.00029358
-4.66133067,0.58599263,0.36988451,0.24475058,0.00054288,0.09389318,0.32305366,0.00028866
-4.65532766,0.57871747,0.35978578,0.24649390,0.00056402,0.08554734,0.32068617,0.00028876
-4.64932466,0.57746179,0.35301144,0.25132573,0.00059587,0.07783385,0.32095130,0.00029384
-4.64332166,0.58212975,0.34953045,0.25918100,0.00063810,0.07076879,0.32381406,0.00030378
-4.63731866,0.59256595,0.34927774,0.26996168,0.00069029,0.06435779,0.32922108,0.00031841
-4.63131566,0.60854409,0.35214859,0.28353124,0.00075187,0.05859664,0.33709254,0.00033748
-4.62531266,0.62975640,0.35799338,0.29970937,0.00082210,0.05347205,0.34731436,0.00036069
-4.61930965,0.65580460,0.36661322,0.31826774,0.00090009,0.04896238,0.35973120,0.00038763
-4.61330665,0.68619365,0.37775701,0.33892708,0.00098478,0.04503860,0.37414078,0.00041785
-4.60730365,0.72032881,0.39112016,0.36135607,0.00107496,0.04166522,0.39029035,0.00045081
-4.60130065,0.75751690,0.40634557,0.38517233,0.00116924,0.03880132,0.40787530,0.00048591
-4.59529765,0.79697202,0.42302686,0.40994588,0.00126609,0.03640158,0.42654062,0.00052248
-4.58929465,0.83782619,0.44071400,0.43520496,0.00136385,0.03441735,0.44588501,0.00055980
-4.58329165,0.87914453,0.45892147,0.46044438,0.00146078,0.03279776,0.46546780,0.00059714
-4.57728864,0.91994488,0.47713843,0.48513602,0.00155506,0.03149078,0.48481840,0.00063370
-4.57128564,0.95922116,0.49484097,0.50874138,0.00164487,0.03044429,0.50344809,0.00066872
-4.56528264,0.99596955,0.51150564,0.53072553,0.00172840,0.02960708,0.52086336,0.00070143
-4.55927964,1.02921655,0.52662393,0.55057201,0.00180392,0.02892988,0.53658064,0.00073110
-4.55327664,1.05804756,0.53971704,0.56779801,0.00186982,0.02836618,0.55014128,0.00075704
-4.54727364,1.08163480,0.55035023,0.58196916,0.00192468,0.02787312,0.56112651,0.00077866
-4.54127064,1.09926326,0.55814609,0.59271322,0.00196727,0.02741210,0.56917129,0.00079543
-4.53526763,1.11035330,0.56279615,0.59973201,0.00199662,0.02694939,0.57397665,0.00080696
-4.52926463,1.11447902,0.56407025,0.60281103,0.00201206,0.02645653,0.57531969,0.00081294
-4.52326163,1.11138132,0.56182320,0.60182628,0.00201320,0.02591059,0.57306099,0.00081321
-4.51725863,1.10097517,0.55599849,0.59674792,0.00200000,0.02529428,0.56714885,0.00080774
-4.51125563,1.08335057,0.54662870,0.58764060,0.00197269,0.02459586,0.55762031,0.00079662
-4.50525263,1.05876740,0.53383290,0.57466056,0.00193186,0.02380896,0.54459896,0.00078007
-4.49924962,1.02764434,0.51781093,0.55804945,0.00187834,0.02293220,0.52828950,0.00075844
-4.49324662,0.99054239,0.49883494,0.53812540,0.00181325,0.02196872,0.50896962,0.00073216
-4.48724362,0.94814399,0.47723871,0.51527165,0.00173790,0.02092560,0.48697935,0.00070178
-4.48124062,0.90122867,0.45340519,0.48992343,0.00165378,0.01981321,0.46270871,0.00066789
-4.47523762,0.85064648,0.42775288,0.46255362,0.00156250,0.01864449,0.43658399,0.00063115
-4.46923462,0.79729041,0.40072163,0.43365790,0.00146577,0.01743428,0.40905355,0.00059225
-4.46323162,0.74206902,0.37275865,0.40374013,0.00136527,0.01619856,0.38057363,0.00055190
-4.45722861,0.68588056,0.34430509,0.37329849,0.00126270,0.01495384,0.35159483,0.00051079
-4.45122561,0.62958941,0.31578387,0.34281297,0.00115968,0.01371653,0.32254981,0.00046958
-4.44522261,0.57400588,0.28758918,0.31273466,0.00105771,0.01250244,0.29384259,0.00042892
-4.43921961,0.51986987,0.26007776,0.28347722,0.00095816,0.01132632,0.26583981,0.00038940
-4.43321661,0.46783877,0.23356254,0.25541065,0.00086227,0.01020158,0.23886421,0.00035153
-4.42721361,0.41847983,0.20830824,0.22885743,0.00077106,0.00914002,0.21319031,0.00031580
-4.42121061,0.37226676,0.18452934,0.20409110,0.00068540,0.00815176,0.18904229,0.00028259
-4.41520760,0.32958046,0.16238998,0.18133692,0.00060598,0.00724517,0.16659401,0.00025227
-4.40920460,0.29071323,0.14200569,0.16077446,0.00053330,0.00642695,0.14597082,0.00022510
-4.40320160,0.25587594,0.12344665,0.14254179,0.00046771,0.00570224,0.12725296,0.00020132
-4.39719860,0.22520753,0.10674222,0.12674080,0.00040941,0.00507481,0.11048018,0.00018112
-4.39119560,0.19878600,0.09188628,0.11344331,0.00035848,0.00454724,0.09565730,0.00016464
-4.38519260,0.17664023,0.07884313,0.10269748,0.00031488,0.00412116,0.08276024,0.00015202
-4.37918959,0.15876199,0.06755364,0.09453423,0.00027849,0.00379748,0.07174232,0.00014334
-4.37318659,0.14511741,0.05794135,0.08897320,0.00024913,0.00357657,0.06254039,0.00013870
-4.36718359,0.13565742,0.04991822,0.08602801,0.00022656,0.00345850,0.05508076,0.00013818
-4.36118059,0.13032678,0.04338998,0.08571058,0.00021051,0.00344312,0.04928446,0.00014187
-4.35517759,0.12907136,0.03826084,0.08803427,0.00020067,0.00353025,0.04507190,0.00014986
-4.34917459,0.13184344,0.03443747,0.09301577,0.00019674,0.00371968,0.04236673,0.00016223
-4.34317159,0.13860503,0.03183230,0.10067580,0.00019839,0.00401123,0.04109889,0.00017907
-4.33716858,0.14932915,0.03036605,0.11103839,0.00020530,0.00440475,0.04120687,0.00020047
-4.33116558,0.16399925,0.02996965,0.12412909,0.00021713,0.00490006,0.04263915,0.00022653
-4.32516258,0.18260695,0.03058541,0.13997214,0.00023353,0.00549689,0.04535497,0.00025732
-4.31915958,0.20514838,0.03216786,0.15858675,0.00025414,0.00619482,0.04932447,0.00029289
-4.31315658,0.23161932,0.03468392,0.17998268,0.00027857,0.00699317,0.05452835,0.00033327
-4.30715358,0.26200961,0.03811294,0.20415553,0.00030641,0.00789099,0.06095705,0.00037845
