energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-5.64582291,2.70253497,-2.70253533,0.00833575,-0.00833575,0.70362869,-0.70362878,1.15610797,-1.15610809,0.97294381,-0.97294398,0.53319003,-0.53319010,0.00000000,-0.00000000,0.41424778,-0.41424782,0.07675281,-0.07675282
-5.63981991,2.87508418,-2.87508454,0.00891349,-0.00891350,0.75256621,-0.75256631,1.20964339,-1.20964351,1.05262879,-1.05262896,0.56808494,-0.56808501,0.00000000,-0.00000000,0.42962385,-0.42962389,0.07931648,-0.07931649
-5.63381691,3.04952058,-3.04952095,0.00950142,-0.00950142,0.80188330,-0.80188339,1.26381396,-1.26381408,1.13320496,-1.13320512,0.60426047,-0.60426054,0.00000000,-0.00000000,0.44539645,-0.44539648,0.08191399,-0.08191400
-5.62781391,3.22356954,-3.22356990,0.01009374,-0.01009374,0.85097243,-0.85097252,1.31780242,-1.31780254,1.21370545,-1.21370562,0.64119013,-0.64119020,0.00000000,-0.00000000,0.46131183,-0.46131187,0.08449861,-0.08449861
-5.62181091,3.39482008,-3.39482043,0.01068427,-0.01068427,0.89918852,-0.89918862,1.37074452,-1.37074463,1.29309599,-1.29309616,0.67830174,-0.67830181,0.00000000,-0.00000000,0.47710734,-0.47710737,0.08702250,-0.08702251
-5.61580790,3.56077371,-3.56077404,0.01126642,-0.01126642,0.94586266,-0.94586275,1.42174803,-1.42174813,1.37029659,-1.37029675,0.71498881,-0.71498888,0.00000000,-0.00000000,0.49251530,-0.49251533,0.08943754,-0.08943755
-5.60980490,3.71889893,-3.71889924,0.01183336,-0.01183336,0.99031735,-0.99031744,1.46991379,-1.46991389,1.44420600,-1.44420616,0.75062360,-0.75062367,0.00000000,-0.00000000,0.50726734,-0.50726737,0.09169616,-0.09169617
-5.60380190,3.86668981,-3.86669010,0.01237800,-0.01237800,1.03188285,-1.03188292,1.51435793,-1.51435802,1.51372830,-1.51372844,0.78457168,-0.78457174,0.00000000,-0.00000000,0.52109892,-0.52109895,0.09375226,-0.09375227
-5.59779890,4.00172665,-4.00172691,0.01289314,-0.01289314,1.06991390,-1.06991396,1.55423457,-1.55423465,1.57780039,-1.57780052,0.81620735,-0.81620741,0.00000000,-0.00000000,0.53375412,-0.53375414,0.09556208,-0.09556208
-5.59179590,4.12173674,-4.12173697,0.01337160,-0.01337160,1.10380636,-1.10380642,1.58875805,-1.58875812,1.63541971,-1.63541982,0.84492959,-0.84492964,0.00000000,-0.00000000,0.54499056,-0.54499058,0.09708509,-0.09708510
-5.58579290,4.22465283,-4.22465302,0.01380631,-0.01380631,1.13301298,-1.13301303,1.61722401,-1.61722407,1.68567076,-1.68567086,0.87017780,-0.87017784,0.00000000,-0.00000000,0.55458443,-0.55458445,0.09828492,-0.09828492
-5.57978989,4.30866733,-4.30866748,0.01419051,-0.01419051,1.15705771,-1.15705775,1.63902823,-1.63902827,1.72774973,-1.72774982,0.89144690,-0.89144694,0.00000000,-0.00000000,0.56233534,-0.56233536,0.09913006,-0.09913006
-5.57378689,4.37227996,-4.37228006,0.01451790,-0.01451790,1.17554806,-1.17554808,1.65368270,-1.65368272,1.76098599,-1.76098605,0.90830110,-0.90830112,0.00000000,-0.00000000,0.56807107,-0.56807107,0.09959468,-0.09959468
-5.56778389,4.41433726,-4.41433732,0.01478280,-0.01478280,1.18818497,-1.18818499,1.66082826,-1.66082827,1.78485975,-1.78485979,0.92038586,-0.92038588,0.00000000,-0.00000000,0.57165187,-0.57165188,0.09965923,-0.09965923
-5.56178089,4.43406234,-4.43406236,0.01498036,-0.01498036,1.19476992,-1.19476992,1.66024333,-1.66024332,1.79901524,-1.79901527,0.92743766,-0.92743766,0.00000000,-0.00000000,0.57297441,-0.57297440,0.09931090,-0.09931090
-5.55577789,4.43107392,-4.43107389,0.01510671,-0.01510671,1.19520888,-1.19520887,1.65184843,-1.65184841,1.80326887,-1.80326887,0.92929100,-0.92929099,0.00000000,-0.00000000,0.57197491,-0.57197490,0.09854404,-0.09854404
-5.54977489,4.40539396,-4.40539389,0.01515913,-0.01515913,1.18951330,-1.18951328,1.63570662,-1.63570658,1.79761214,-1.79761212,0.92588267,-0.92588266,0.00000000,-0.00000000,0.56863170,-0.56863169,0.09736031,-0.09736031
-5.54377189,4.35744394,-4.35744383,0.01513621,-0.01513621,1.17779795,-1.17779791,1.61201965,-1.61201960,1.78220941,-1.78220938,0.91725289,-0.91725286,0.00000000,-0.00000000,0.56296676,-0.56296674,0.09576870,-0.09576870
-5.53776888,4.28803002,-4.28802987,0.01503793,-0.01503793,1.16027592,-1.16027587,1.58112051,-1.58112044,1.75739066,-1.75739061,0.90354341,-0.90354337,0.00000000,-0.00000000,0.55504639,-0.55504637,0.09378542,-0.09378542
-5.53176588,4.19831793,-4.19831773,0.01486578,-0.01486578,1.13725110,-1.13725104,1.54346247,-1.54346240,1.72363961,-1.72363954,0.88499281,-0.88499276,0.00000000,-0.00000000,0.54498080,-0.54498078,0.09143353,-0.09143353
-5.52576288,4.08979878,-4.08979856,0.01462281,-0.01462281,1.10910846,-1.10910839,1.49960543,-1.49960534,1.68157802,-1.68157793,0.86192897,-0.86192892,0.00000000,-0.00000000,0.53292268,-0.53292265,0.08874246,-0.08874246
-5.51975988,3.96424735,-3.96424709,0.01431356,-0.01431356,1.07630266,-1.07630258,1.45020000,-1.45019990,1.63194668,-1.63194659,0.83475931,-0.83475925,0.00000000,-0.00000000,0.51906466,-0.51906463,0.08574739,-0.08574739
-5.51375688,3.82367431,-3.82367402,0.01394410,-0.01394410,1.03934545,-1.03934537,1.39597023,-1.39597012,1.57558405,-1.57558394,0.80395897,-0.80395890,0.00000000,-0.00000000,0.50363583,-0.50363580,0.08248843,-0.08248843
-5.50775388,3.67027454,-3.67027423,0.01352187,-0.01352187,0.99879238,-0.99879229,1.33769536,-1.33769524,1.51340330,-1.51340318,0.77005765,-0.77005758,0.00000000,-0.00000000,0.48689718,-0.48689715,0.07900975,-0.07900974
-5.50175088,3.50637307,-3.50637275,0.01305557,-0.01305557,0.95522921,-0.95522911,1.27619149,-1.27619137,1.44636877,-1.44636864,0.73362538,-0.73362530,0.00000000,-0.00000000,0.46913628,-0.46913625,0.07535858,-0.07535857
-5.49574787,3.33437066,-3.33437032,0.01255495,-0.01255495,0.90925860,-0.90925851,1.21229353,-1.21229340,1.37547250,-1.37547237,0.69525788,-0.69525780,0.00000000,-0.00000000,0.45066120,-0.45066117,0.07158421,-0.07158420
-5.48974487,3.15669051,-3.15669016,0.01203060,-0.01203060,0.86148737,-0.86148727,1.14683801,-1.14683788,1.30171167,-1.30171153,0.65556202,-0.65556194,0.00000000,-0.00000000,0.43179380,-0.43179376,0.06773690,-0.06773689
-5.48374187,2.97572770,-2.97572734,0.01149368,-0.01149368,0.81251459,-0.81251449,1.08064712,-1.08064699,1.22606756,-1.22606741,0.61514174,-0.61514166,0.00000000,-0.00000000,0.41286265,-0.41286262,0.06386685,-0.06386684
-5.47773887,2.79380263,-2.79380227,0.01095565,-0.01095565,0.76292085,-0.76292075,1.01451424,-1.01451411,1.14948654,-1.14948639,0.57458500,-0.57458493,0.00000000,-0.00000000,0.39419577,-0.39419573,0.06002317,-0.06002317
-5.47173587,2.61311936,-2.61311901,0.01042797,-0.01042797,0.71325885,-0.71325875,0.94919115,-0.94919102,1.07286351,-1.07286337,0.53445201,-0.53445194,0.00000000,-0.00000000,0.37611322,-0.37611319,0.05625296,-0.05625295
-5.46573287,2.43572975,-2.43572941,0.00992183,-0.00992183,0.66404531,-0.66404521,0.88537705,-0.88537693,0.99702803,-0.99702788,0.49526503,-0.49526496,0.00000000,-0.00000000,0.35892000,-0.35891997,0.05260043,-0.05260042
-5.45972986,2.26350386,-2.26350353,0.00944780,-0.00944780,0.61575446,-0.61575436,0.82370950,-0.82370938,0.92273326,-0.92273312,0.45750008,-0.45750001,0.00000000,-0.00000000,0.34289926,-0.34289923,0.04910619,-0.04910618
-5.45372686,2.09810688,-2.09810657,0.00901563,-0.00901563,0.56881282,-0.56881272,0.76475712,-0.76475700,0.85064791,-0.85064777,0.42158047,-0.42158041,0.00000000,-0.00000000,0.32830607,-0.32830604,0.04580664,-0.04580663
-5.44772386,1.94098281,-1.94098251,0.00863396,-0.00863396,0.52359556,-0.52359547,0.70901418,-0.70901408,0.78135089,-0.78135076,0.38787246,-0.38787240,0.00000000,-0.00000000,0.31536195,-0.31536193,0.04273350,-0.04273349
-5.44172086,1.79334461,-1.79334433,0.00831011,-0.00831011,0.48042415,-0.48042406,0.65689703,-0.65689693,0.71532879,-0.71532867,0.35668276,-0.35668270,0.00000000,-0.00000000,0.30425039,-0.30425037,0.03991351,-0.03991350
-5.43571786,1.65617077,-1.65617051,0.00804992,-0.00804991,0.43956526,-0.43956518,0.60874211,-0.60874201,0.65297582,-0.65297570,0.32825806,-0.32825800,0.00000000,-0.00000000,0.29511324,-0.29511322,0.03736828,-0.03736828
-5.42971486,1.53020774,-1.53020750,0.00785760,-0.00785760,0.40123095,-0.40123088,0.56480575,-0.56480566,0.59459603,-0.59459593,0.30278622,-0.30278617,0.00000000,-0.00000000,0.28804845,-0.28804844,0.03511428,-0.03511428
-5.42371186,1.41597790,-1.41597769,0.00773570,-0.00773569,0.36557990,-0.36557983,0.52526555,-0.52526547,0.54040765,-0.54040755,0.28039914,-0.28039910,0.00000000,-0.00000000,0.28310893,-0.28310893,0.03316296,-0.03316296
-5.41770885,1.31379242,-1.31379223,0.00768499,-0.00768499,0.33271964,-0.33271957,0.49022328,-0.49022321,0.49054901,-0.49054892,0.26117690,-0.26117687,0.00000000,-0.00000000,0.28030275,-0.28030274,0.03152102,-0.03152102
-5.41170585,1.22376833,-1.22376816,0.00770459,-0.00770459,0.30270970,-0.30270964,0.45970925,-0.45970919,0.44508600,-0.44508592,0.24515314,-0.24515311,0.00000000,-0.00000000,0.27959457,-0.27959456,0.03019077,-0.03019076
-5.40570285,1.14584915,-1.14584900,0.00779194,-0.00779194,0.27556556,-0.27556551,0.43368812,-0.43368806,0.40402058,-0.40402051,0.23232118,-0.23232116,0.00000000,-0.00000000,0.28090839,-0.28090839,0.02917058,-0.02917058
-5.39969985,1.07982837,-1.07982824,0.00794298,-0.00794298,0.25126319,-0.25126314,0.41206589,-0.41206584,0.36730014,-0.36730007,0.22264088,-0.22264086,0.00000000,-0.00000000,0.28413144,-0.28413145,0.02845542,-0.02845542
-5.39369685,1.02537479,-1.02537468,0.00815228,-0.00815228,0.22974417,-0.22974413,0.39469810,-0.39469806,0.33482727,-0.33482721,0.21604566,-0.21604565,0.00000000,-0.00000000,0.28911913,-0.28911914,0.02803739,-0.02803739
-5.38769385,0.98205909,-0.98205900,0.00841322,-0.00841322,0.21092124,-0.21092121,0.38139892,-0.38139889,0.30646981,-0.30646976,0.21244971,-0.21244970,0.00000000,-0.00000000,0.29570085,-0.29570086,0.02790632,-0.02790632
-5.38169085,0.94938067,-0.94938060,0.00871823,-0.00871823,0.19468401,-0.19468397,0.37195094,-0.37195092,0.28207069,-0.28207065,0.21175485,-0.21175485,0.00000000,-0.00000000,0.30368655,-0.30368656,0.02805032,-0.02805032
-5.37568784,0.92679388,-0.92679383,0.00905900,-0.00905900,0.18090482,-0.18090479,0.36611541,-0.36611540,0.26145747,-0.26145743,0.21385701,-0.21385701,0.00000000,-0.00000000,0.31287367,-0.31287369,0.02845631,-0.02845631
-5.36968484,0.91373285,-0.91373282,0.00942674,-0.00942674,0.16944457,-0.16944455,0.36364260,-0.36364260,0.24445114,-0.24445111,0.21865186,-0.21865187,0.00000000,-0.00000000,0.32305438,-0.32305440,0.02911049,-0.02911050
-5.36368184,0.90963405,-0.90963403,0.00981244,-0.00981244,0.16015826,-0.16015824,0.36428192,-0.36428192,0.23087412,-0.23087410,0.22603965,-0.22603966,0.00000000,-0.00000000,0.33402263,-0.33402264,0.02999879,-0.02999879
-5.35767884,0.91395587,-0.91395587,0.01020709,-0.01020709,0.15290019,-0.15290018,0.36779146,-0.36779146,0.22055701,-0.22055700,0.23592877,-0.23592878,0.00000000,-0.00000000,0.34558091,-0.34558093,0.03110710,-0.03110710
-5.35167584,0.92619457,-0.92619458,0.01060194,-0.01060194,0.14752867,-0.14752866,0.37394658,-0.37394658,0.21334419,-0.21334418,0.24823810,-0.24823812,0.00000000,-0.00000000,0.35754638,-0.35754640,0.03242156,-0.03242156
-5.34567284,0.94589595,-0.94589597,0.01098867,-0.01098867,0.14391004,-0.14391003,0.38254719,-0.38254720,0.20909786,-0.20909786,0.26289798,-0.26289800,0.00000000,-0.00000000,0.36975605,-0.36975607,0.03392861,-0.03392861
