energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-6.00000000,1.28496077,-1.28496071,0.00184517,-0.00184517,0.33882328,-0.33882326,0.71613851,-0.71613848,0.40654377,-0.40654374,0.27387543,-0.27387542,0.00000000,-0.00000000,0.22418345,-0.22418344,0.05070522,-0.05070522
-5.99399700,1.25168371,-1.25168364,0.00193810,-0.00193810,0.32578206,-0.32578203,0.69930764,-0.69930761,0.38846665,-0.38846662,0.27091473,-0.27091472,0.00000000,-0.00000000,0.22173253,-0.22173253,0.05153503,-0.05153503
-5.98799400,1.21671146,-1.21671139,0.00203254,-0.00203254,0.31192469,-0.31192467,0.68077474,-0.68077471,0.36986356,-0.36986353,0.26787001,-0.26787000,0.00000000,-0.00000000,0.21980708,-0.21980708,0.05232635,-0.05232635
-5.98199100,1.18057549,-1.18057543,0.00212736,-0.00212736,0.29742517,-0.29742515,0.66097219,-0.66097215,0.35087624,-0.35087621,0.26487313,-0.26487312,0.00000000,-0.00000000,0.21849953,-0.21849952,0.05307570,-0.05307570
-5.97598799,1.14389236,-1.14389229,0.00222162,-0.00222162,0.28248773,-0.28248771,0.64038475,-0.64038471,0.33167684,-0.33167681,0.26206418,-0.26206417,0.00000000,-0.00000000,0.21789813,-0.21789812,0.05378397,-0.05378397
-5.96998499,1.10734060,-1.10734054,0.00231460,-0.00231460,0.26733819,-0.26733817,0.61953309,-0.61953305,0.31245974,-0.31245972,0.25958807,-0.25958806,0.00000000,-0.00000000,0.21808606,-0.21808605,0.05445627,-0.05445627
-5.96398199,1.07163567,-1.07163561,0.00240576,-0.00240576,0.25221483,-0.25221481,0.59895621,-0.59895617,0.29343293,-0.29343290,0.25759083,-0.25759083,0.00000000,-0.00000000,0.21914037,-0.21914037,0.05510156,-0.05510156
-5.95797899,1.03750384,-1.03750378,0.00249480,-0.00249480,0.23735913,-0.23735911,0.57919346,-0.57919342,0.27480916,-0.27480914,0.25621558,-0.25621557,0.00000000,-0.00000000,0.22113074,-0.22113074,0.05573214,-0.05573214
-5.95197599,1.00565598,-1.00565592,0.00258165,-0.00258165,0.22300683,-0.22300680,0.56076669,-0.56076666,0.25679755,-0.25679753,0.25559820,-0.25559819,0.00000000,-0.00000000,0.22411782,-0.22411782,0.05636298,-0.05636298
-5.94597299,0.97676209,-0.97676204,0.00266637,-0.00266637,0.20937962,-0.20937960,0.54416331,-0.54416328,0.23959572,-0.23959570,0.25586294,-0.25586293,0.00000000,-0.00000000,0.22815128,-0.22815128,0.05701085,-0.05701085
-5.93996998,0.95142745,-0.95142740,0.00274921,-0.00274921,0.19667784,-0.19667782,0.52982058,-0.52982055,0.22338287,-0.22338285,0.25711780,-0.25711779,0.00000000,-0.00000000,0.23326746,-0.23326746,0.05769344,-0.05769344
-5.93396698,0.93017099,-0.93017094,0.00283051,-0.00283051,0.18507432,-0.18507431,0.51811183,-0.51811180,0.20831404,-0.20831402,0.25945011,-0.25945011,0.00000000,-0.00000000,0.23948668,-0.23948669,0.05842826,-0.05842826
-5.92796398,0.91340669,-0.91340665,0.00291065,-0.00291065,0.17470956,-0.17470954,0.50933488,-0.50933485,0.19451557,-0.19451555,0.26292226,-0.26292226,0.00000000,-0.00000000,0.24681045,-0.24681045,0.05923155,-0.05923155
-5.92196098,0.90142853,-0.90142849,0.00299001,-0.00299001,0.16568836,-0.16568835,0.50370305,-0.50370303,0.18208197,-0.18208195,0.26756781,-0.26756781,0.00000000,-0.00000000,0.25521851,-0.25521851,0.06011724,-0.06011724
-5.91595798,0.89439941,-0.89439938,0.00306891,-0.00306891,0.15807800,-0.15807798,0.50133905,-0.50133904,0.17107412,-0.17107411,0.27338830,-0.27338830,0.00000000,-0.00000000,0.26466621,-0.26466622,0.06109583,-0.06109583
-5.90995498,0.89234453,-0.89234451,0.00314754,-0.00314754,0.15190771,-0.15190770,0.50227184,-0.50227183,0.16151885,-0.16151883,0.28035076,-0.28035076,0.00000000,-0.00000000,0.27508223,-0.27508223,0.06217352,-0.06217352
-5.90395198,0.89514938,-0.89514937,0.00322592,-0.00322592,0.14716971,-0.14716970,0.50643656,-0.50643655,0.15340973,-0.15340972,0.28838631,-0.28838631,0.00000000,-0.00000000,0.28636694,-0.28636695,0.06335140,-0.06335140
-5.89794897,0.90256254,-0.90256254,0.00330386,-0.00330386,0.14382131,-0.14382131,0.51367759,-0.51367758,0.14670905,-0.14670905,0.29738983,-0.29738984,0.00000000,-0.00000000,0.29839178,-0.29839179,0.06462489,-0.06462489
-5.89194597,0.91420328,-0.91420328,0.00338092,-0.00338092,0.14178825,-0.14178824,0.52375449,-0.52375449,0.14135078,-0.14135078,0.30722103,-0.30722104,0.00000000,-0.00000000,0.31099965,-0.31099966,0.06598348,-0.06598348
-5.88594297,0.92957369,-0.92957370,0.00345642,-0.00345642,0.14096887,-0.14096887,0.53635077,-0.53635077,0.13724435,-0.13724434,0.31770679,-0.31770680,0.00000000,-0.00000000,0.32400665,-0.32400666,0.06741066,-0.06741066
-5.87993997,0.94807522,-0.94807523,0.00352943,-0.00352943,0.14123909,-0.14123909,0.55108505,-0.55108506,0.13427913,-0.13427913,0.32864496,-0.32864497,0.00000000,-0.00000000,0.33720506,-0.33720507,0.06888426,-0.06888426
-5.87393697,0.96902891,-0.96902892,0.00359880,-0.00359880,0.14245786,-0.14245786,0.56752436,-0.56752436,0.13232943,-0.13232943,0.33980948,-0.33980948,0.00000000,-0.00000000,0.35036783,-0.35036784,0.07037701,-0.07037701
-5.86793397,0.99169884,-0.99169885,0.00366319,-0.00366319,0.14447294,-0.14447294,0.58519898,-0.58519899,0.13125979,-0.13125979,0.35095665,-0.35095666,0.00000000,-0.00000000,0.36325426,-0.36325427,0.07185743,-0.07185743
-5.86193097,1.01531798,-1.01531800,0.00372115,-0.00372115,0.14712683,-0.14712683,0.60361850,-0.60361851,0.13093042,-0.13093042,0.36183248,-0.36183249,0.00000000,-0.00000000,0.37561672,-0.37561673,0.07329100,-0.07329100
-5.85592796,1.03911550,-1.03911552,0.00377119,-0.00377119,0.15026264,-0.15026264,0.62228824,-0.62228825,0.13120269,-0.13120269,0.37218072,-0.37218073,0.00000000,-0.00000000,0.38720841,-0.38720842,0.07464146,-0.07464147
-5.84992496,1.06234460,-1.06234461,0.00381181,-0.00381181,0.15372969,-0.15372969,0.64072576,-0.64072577,0.13194445,-0.13194445,0.38175133,-0.38175134,0.00000000,-0.00000000,0.39779145,-0.39779145,0.07587232,-0.07587232
-5.84392196,1.08430984,-1.08430986,0.00384169,-0.00384169,0.15738878,-0.15738878,0.65847665,-0.65847665,0.13303507,-0.13303507,0.39030905,-0.39030905,0.00000000,-0.00000000,0.40714524,-0.40714525,0.07694840,-0.07694840
-5.83791896,1.10439306,-1.10439308,0.00385968,-0.00385968,0.16111687,-0.16111687,0.67512905,-0.67512905,0.13437017,-0.13437017,0.39764163,-0.39764164,0.00000000,-0.00000000,0.41507461,-0.41507462,0.07783738,-0.07783738
-5.83191596,1.12207673,-1.12207675,0.00386494,-0.00386494,0.16481120,-0.16481120,0.69032655,-0.69032656,0.13586580,-0.13586580,0.40356756,-0.40356756,0.00000000,-0.00000000,0.42141726,-0.42141727,0.07851126,-0.07851126
-5.82591296,1.13696416,-1.13696418,0.00385702,-0.00385702,0.16839265,-0.16839265,0.70377889,-0.70377890,0.13746213,-0.13746214,0.40794265,-0.40794265,0.00000000,-0.00000000,0.42605022,-0.42605022,0.07894766,-0.07894766
-5.81990995,1.14879570,-1.14879571,0.00383590,-0.00383590,0.17180840,-0.17180840,0.71527014,-0.71527014,0.13912663,-0.13912663,0.41066559,-0.41066559,0.00000000,-0.00000000,0.42889498,-0.42889498,0.07913092,-0.07913092
-5.81390695,1.15746052,-1.15746053,0.00380207,-0.00380207,0.17503378,-0.17503379,0.72466428,-0.72466428,0.14085649,-0.14085650,0.41168197,-0.41168197,0.00000000,-0.00000000,0.42992106,-0.42992105,0.07905286,-0.07905286
-5.80790395,1.16300365,-1.16300365,0.00375655,-0.00375655,0.17807340,-0.17807341,0.73190799,-0.73190799,0.14268063,-0.14268063,0.41098678,-0.41098677,0.00000000,-0.00000000,0.42914774,-0.42914773,0.07871331,-0.07871331
-5.80190095,1.16562822,-1.16562823,0.00370089,-0.00370089,0.18096150,-0.18096151,0.73703073,-0.73703073,0.14466090,-0.14466091,0.40862531,-0.40862531,0.00000000,-0.00000000,0.42664401,-0.42664401,0.07812024,-0.07812024
-5.79589795,1.16569305,-1.16569306,0.00363720,-0.00363720,0.18376166,-0.18376166,0.74014232,-0.74014232,0.14689290,-0.14689290,0.40469252,-0.40469252,0.00000000,-0.00000000,0.42252670,-0.42252670,0.07728963,-0.07728963
-5.78989495,1.16370582,-1.16370583,0.00356806,-0.00356806,0.18656586,-0.18656587,0.74142817,-0.74142817,0.14950605,-0.14950606,0.39933091,-0.39933090,0.00000000,-0.00000000,0.41695683,-0.41695683,0.07624498,-0.07624498
-5.78389195,1.16031239,-1.16031241,0.00349653,-0.00349653,0.18949308,-0.18949309,0.74114267,-0.74114267,0.15266324,-0.15266325,0.39272715,-0.39272714,0.00000000,-0.00000000,0.41013456,-0.41013455,0.07501654,-0.07501654
-5.77788894,1.15628280,-1.15628281,0.00342605,-0.00342605,0.19268731,-0.19268731,0.73960102,-0.73960102,0.15655990,-0.15655991,0.38510763,-0.38510763,0.00000000,-0.00000000,0.40229278,-0.40229278,0.07364033,-0.07364033
-5.77188594,1.15249448,-1.15249450,0.00336036,-0.00336036,0.19631522,-0.19631523,0.73716992,-0.73716992,0.16142248,-0.16142249,0.37673323,-0.37673322,0.00000000,-0.00000000,0.39368992,-0.39368992,0.07215697,-0.07215696
-5.76588294,1.14991354,-1.14991356,0.00330342,-0.00330342,0.20056351,-0.20056352,0.73425759,-0.73425759,0.16750645,-0.16750647,0.36789341,-0.36789340,0.00000000,-0.00000000,0.38460204,-0.38460203,0.07061036,-0.07061036
-5.75987994,1.14957436,-1.14957440,0.00325929,-0.00325929,0.20563581,-0.20563582,0.73130339,-0.73130339,0.17509367,-0.17509369,0.35890008,-0.35890008,0.00000000,-0.00000000,0.37531474,-0.37531473,0.06904639,-0.06904639
-5.75387694,1.15255841,-1.15255846,0.00323206,-0.00323206,0.21174939,-0.21174940,0.72876740,-0.72876741,0.18448900,-0.18448903,0.35008123,-0.35008123,0.00000000,-0.00000000,0.36611521,-0.36611520,0.06751151,-0.06751151
-5.74787394,1.15997230,-1.15997235,0.00322573,-0.00322573,0.21913146,-0.21913148,0.72712024,-0.72712025,0.19601632,-0.19601635,0.34177460,-0.34177460,0.00000000,-0.00000000,0.35728460,-0.35728460,0.06605145,-0.06605145
-5.74187094,1.17292558,-1.17292564,0.00324410,-0.00324410,0.22801518,-0.22801520,0.72683304,-0.72683306,0.21001355,-0.21001359,0.33432144,-0.33432144,0.00000000,-0.00000000,0.34909108,-0.34909108,0.06471004,-0.06471004
-5.73586793,1.19250838,-1.19250847,0.00329071,-0.00329071,0.23863519,-0.23863522,0.72836796,-0.72836798,0.22682684,-0.22682689,0.32806046,-0.32806047,0.00000000,-0.00000000,0.34178370,-0.34178370,0.06352807,-0.06352807
-5.72986493,1.21976896,-1.21976906,0.00336874,-0.00336874,0.25122282,-0.25122285,0.73216895,-0.73216898,0.24680370,-0.24680375,0.32332197,-0.32332198,0.00000000,-0.00000000,0.33558721,-0.33558722,0.06254240,-0.06254240
-5.72386193,1.25569102,-1.25569114,0.00348096,-0.00348096,0.26600074,-0.26600078,0.73865285,-0.73865288,0.27028502,-0.27028508,0.32042205,-0.32042206,0.00000000,-0.00000000,0.33069791,-0.33069792,0.06178516,-0.06178516
-5.71785893,1.30117103,-1.30117117,0.00362965,-0.00362965,0.28317718,-0.28317722,0.74820073,-0.74820077,0.29759608,-0.29759614,0.31965693,-0.31965694,0.00000000,-0.00000000,0.32728049,-0.32728050,0.06128315,-0.06128315
-5.71185593,1.35699521,-1.35699537,0.00381659,-0.00381659,0.30293963,-0.30293967,0.76114934,-0.76114939,0.32903642,-0.32903649,0.32129733,-0.32129735,0.00000000,-0.00000000,0.32546587,-0.32546588,0.06105742,-0.06105742
-5.70585293,1.42381652,-1.42381670,0.00404300,-0.00404300,0.32544820,-0.32544825,0.77778271,-0.77778276,0.36486887,-0.36486895,0.32558278,-0.32558281,0.00000000,-0.00000000,0.32534992,-0.32534993,0.06112294,-0.06112295
-5.69984992,1.50213162,-1.50213182,0.00430952,-0.00430952,0.35082863,-0.35082868,0.79832371,-0.79832378,0.40530775,-0.40530784,0.33271589,-0.33271592,0.00000000,-0.00000000,0.32699294,-0.32699296,0.06148848,-0.06148848
-5.69384692,1.59225828,-1.59225850,0.00461623,-0.00461623,0.37916508,-0.37916514,0.82292598,-0.82292605,0.45050669,-0.45050679,0.34285660,-0.34285663,0.00000000,-0.00000000,0.33041987,-0.33041989,0.06215654,-0.06215655
-5.68784392,1.69431361,-1.69431385,0.00496262,-0.00496262,0.41049315,-0.41049322,0.85166598,-0.85166606,0.50054636,-0.50054647,0.35611646,-0.35611650,0.00000000,-0.00000000,0.33562092,-0.33562094,0.06312345,-0.06312346
-5.68184092,1.80819391,-1.80819418,0.00534760,-0.00534760,0.44479304,-0.44479312,0.88453574,-0.88453583,0.55542257,-0.55542269,0.37255315,-0.37255319,0.00000000,-0.00000000,0.34255275,-0.34255278,0.06437949,-0.06437950
-5.67583792,1.93355693,-1.93355721,0.00576949,-0.00576950,0.48198352,-0.48198360,0.92143650,-0.92143659,0.61503530,-0.61503543,0.39216528,-0.39216533,0.00000000,-0.00000000,0.35113989,-0.35113992,0.06590915,-0.06590915
-5.66983492,2.06980744,-2.06980775,0.00622609,-0.00622609,0.52191677,-0.52191685,0.96217355,-0.96217366,0.67917927,-0.67917941,0.41488788,-0.41488794,0.00000000,-0.00000000,0.36127646,-0.36127649,0.06769136,-0.06769137
-5.66383192,2.21608740,-2.21608773,0.00671459,-0.00671459,0.56437459,-0.56437468,1.00645294,-1.00645304,0.74753654,-0.74753669,0.44058877,-0.44058883,0.00000000,-0.00000000,0.37282809,-0.37282813,0.06969992,-0.06969993
-5.65782891,2.37127152,-2.37127186,0.00723169,-0.00723169,0.60906638,-0.60906647,1.05388012,-1.05388024,0.81967185,-0.81967200,0.46906607,-0.46906614,0.00000000,-0.00000000,0.38563402,-0.38563406,0.07190384,-0.07190385
-5.65182591,2.53396938,-2.53396973,0.00777353,-0.00777353,0.65562893,-0.65562903,1.10396139,-1.10396150,0.89503115,-0.89503131,0.50004728,-0.50004734,0.00000000,-0.00000000,0.39950940,-0.39950944,0.07426783,-0.07426784
