energy_ev,total_up,B_p_up,B_d_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up
-6.00000000,0.05873933,0.01273340,0.00000000,0.03252012,0.01765072,0.00002183,0.01406975
-5.99399700,0.06239920,0.01355462,0.00000000,0.03432972,0.01870163,0.00002330,0.01499729
-5.98799400,0.06587980,0.01432688,0.00000000,0.03606775,0.01970273,0.00002472,0.01587922
-5.98199100,0.06911564,0.01503668,0.00000000,0.03768599,0.02063136,0.00002607,0.01670316
-5.97598799,0.07204770,0.01567139,0.00000000,0.03914075,0.02146691,0.00002733,0.01745827
-5.96998499,0.07462543,0.01621973,0.00000000,0.04039350,0.02219122,0.00002851,0.01813593
-5.96398199,0.07680869,0.01667215,0.00000000,0.04141138,0.02278911,0.00002960,0.01873030
-5.95797899,0.07856957,0.01702131,0.00000000,0.04216776,0.02324878,0.00003060,0.01923892
-5.95197599,0.07989400,0.01726238,0.00000000,0.04264277,0.02356216,0.00003154,0.01966322
-5.94597299,0.08078305,0.01739333,0.00000000,0.04282357,0.02372522,0.00003243,0.02000893
-5.93996998,0.08125384,0.01741510,0.00000000,0.04270458,0.02373817,0.00003331,0.02028645
-5.93396698,0.08134002,0.01733173,0.00000000,0.04228747,0.02360549,0.00003422,0.02051100
-5.92796398,0.08109172,0.01715029,0.00000000,0.04158095,0.02333592,0.00003522,0.02070271
-5.92196098,0.08057508,0.01688084,0.00000000,0.04060038,0.02294223,0.00003636,0.02088649
-5.91595798,0.07987111,0.01653616,0.00000000,0.03936716,0.02244096,0.00003773,0.02109182
-5.90995498,0.07907422,0.01613147,0.00000000,0.03790800,0.02185195,0.00003941,0.02135227
-5.90395198,0.07829011,0.01568407,0.00000000,0.03625403,0.02119787,0.00004150,0.02170490
-5.89794897,0.07763334,0.01521287,0.00000000,0.03443978,0.02050357,0.00004409,0.02218956
-5.89194597,0.07722452,0.01473791,0.00000000,0.03250218,0.01979548,0.00004729,0.02284787
-5.88594297,0.07718715,0.01427984,0.00000000,0.03047953,0.01910090,0.00005122,0.02372223
-5.87993997,0.07764431,0.01385940,0.00000000,0.02841053,0.01844732,0.00005598,0.02485464
-5.87393697,0.07871527,0.01349691,0.00000000,0.02633334,0.01786174,0.00006170,0.02628536
-5.86793397,0.08051200,0.01321175,0.00000000,0.02428489,0.01737012,0.00006848,0.02805166
-5.86193097,0.08313589,0.01302198,0.00000000,0.02230021,0.01699676,0.00007643,0.03018639
-5.85592796,0.08667460,0.01294393,0.00000000,0.02041207,0.01676394,0.00008564,0.03271668
-5.84992496,0.09119931,0.01299191,0.00000000,0.01865071,0.01669150,0.00009621,0.03566265
-5.84392196,0.09676236,0.01317799,0.00000000,0.01704382,0.01679667,0.00010822,0.03903629
-5.83791896,0.10339544,0.01351193,0.00000000,0.01561671,0.01709397,0.00012173,0.04284047
-5.83191596,0.11110846,0.01400113,0.00000000,0.01439257,0.01759524,0.00013680,0.04706823
-5.82591296,0.11988910,0.01465071,0.00000000,0.01339301,0.01830982,0.00015347,0.05170232
-5.81990995,0.12970316,0.01546374,0.00000000,0.01263854,0.01924486,0.00017178,0.05671509
-5.81390695,0.14049574,0.01644148,0.00000000,0.01214925,0.02040567,0.00019175,0.06206877
-5.80790395,0.15219321,0.01758375,0.00000000,0.01194542,0.02179623,0.00021339,0.06771610
-5.80190095,0.16470593,0.01888931,0.00000000,0.01204814,0.02341976,0.00023674,0.07360137
-5.79589795,0.17793175,0.02035638,0.00000000,0.01247985,0.02527924,0.00026180,0.07966182
-5.78989495,0.19175991,0.02198302,0.00000000,0.01326474,0.02737800,0.00028860,0.08582946
-5.78389195,0.20607547,0.02376763,0.00000000,0.01442895,0.02972020,0.00031719,0.09203301
-5.77788894,0.22076381,0.02570930,0.00000000,0.01600058,0.03231127,0.00034761,0.09820023
-5.77188594,0.23571507,0.02780817,0.00000000,0.01800947,0.03515815,0.00037992,0.10426021
-5.76588294,0.25082828,0.03006554,0.00000000,0.02048658,0.03826937,0.00041421,0.11014566
-5.75987994,0.26601482,0.03248399,0.00000000,0.02346323,0.04165492,0.00045057,0.11579517
-5.75387694,0.28120109,0.03506718,0.00000000,0.02696990,0.04532584,0.00048912,0.12115509
-5.74787394,0.29633003,0.03781956,0.00000000,0.03103481,0.04929355,0.00052997,0.12618110
-5.74187094,0.31136142,0.04074581,0.00000000,0.03568225,0.05356892,0.00057324,0.13083935
-5.73586793,0.32627087,0.04385018,0.00000000,0.04093063,0.05816112,0.00061902,0.13510696
-5.72986493,0.34104740,0.04713559,0.00000000,0.04679050,0.06307615,0.00066740,0.13897204
-5.72386193,0.35568975,0.05060259,0.00000000,0.05326245,0.06831532,0.00071842,0.14243305
-5.71785893,0.37020162,0.05424828,0.00000000,0.06033502,0.07387359,0.00077205,0.14549764
-5.71185593,0.38458605,0.05806521,0.00000000,0.06798292,0.07973792,0.00082821,0.14818095
