energy_ev,total_up,Sn_p_up,Sn_d_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-6.00000000,0.84328599,0.25413031,0.00014646,0.74733785,0.16569967,0.33402852,0.00000000
-5.99399700,0.94048373,0.28405711,0.00016545,0.84441157,0.18338282,0.37289030,0.00000000
-5.98799400,1.04978871,0.31897753,0.00018794,0.95163605,0.20395395,0.41578129,0.00000000
-5.98199100,1.17076896,0.35882333,0.00021399,1.06875887,0.22735087,0.46250981,0.00000000
-5.97598799,1.30286387,0.40347718,0.00024363,1.19537176,0.25349721,0.51283792,0.00000000
-5.96998499,1.44537106,0.45276201,0.00027690,1.33089602,0.28229918,0.56647985,0.00000000
-5.96398199,1.59743607,0.50643081,0.00031377,1.47457149,0.31364264,0.62310182,0.00000000
-5.95797899,1.75804598,0.56415761,0.00035420,1.62544987,0.34739056,0.68232347,0.00000000
-5.95197599,1.92602785,0.62553034,0.00039809,1.78239351,0.38338123,0.74372098,0.00000000
-5.94597299,2.10005261,0.69004616,0.00044532,1.94408018,0.42142721,0.80683184,0.00000000
-5.93996998,2.27864494,0.75711005,0.00049568,2.10901457,0.46131533,0.87116122,0.00000000
-5.93396698,2.46019941,0.82603694,0.00054894,2.27554672,0.50280759,0.93618984,0.00000000
-5.92796398,2.64300268,0.89605789,0.00060482,2.44189734,0.54564326,1.00138301,0.00000000
-5.92196098,2.82526151,0.96633048,0.00066299,2.60618977,0.58954185,1.06620049,0.00000000
-5.91595798,3.00513590,1.03595333,0.00072307,2.76648789,0.63420708,1.13010693,0.00000000
-5.90995498,3.18077617,1.10398468,0.00078467,2.92083896,0.67933161,1.19258221,0.00000000
-5.90395198,3.35036312,1.16946434,0.00084735,3.06732010,0.72460232,1.25313149,0.00000000
-5.89794897,3.51214936,1.23143856,0.00091069,3.20408673,0.76970597,1.31129431,0.00000000
-5.89194597,3.66450059,1.28898683,0.00097422,3.32942144,0.81433489,1.36665246,0.00000000
-5.88594297,3.80593492,1.34124963,0.00103753,3.44178101,0.85819255,1.41883620,0.00000000
-5.87993997,3.93515873,1.38745591,0.00110018,3.53983999,0.90099872,1.46752856,0.00000000
-5.87393697,4.05109742,1.42694919,0.00116178,3.62252870,0.94249400,1.51246762,0.00000000
-5.86793397,4.15291979,1.45921101,0.00122199,3.68906419,0.98244346,1.55344669,0.00000000
-5.86193097,4.24005502,1.48388052,0.00128049,3.73897248,1.02063949,1.59031245,0.00000000
-5.85592796,4.31220150,1.50076937,0.00133702,3.77210122,1.05690359,1.62296135,0.00000000
-5.84992496,4.36932717,1.50987091,0.00139136,3.78862206,1.09108717,1.65133455,0.00000000
-5.84392196,4.41166154,1.51136316,0.00144336,3.78902245,1.12307146,1.67541179,0.00000000
-5.83791896,4.43967975,1.50560530,0.00149291,3.77408730,1.15276670,1.69520481,0.00000000
-5.83191596,4.45407958,1.49312762,0.00153997,3.74487115,1.18011062,1.71075066,0.00000000
-5.82591296,4.45575253,1.47461520,0.00158450,3.70266198,1.20506648,1.72210561,0.00000000
-5.81990995,4.44575021,1.45088594,0.00162655,3.64893827,1.22762095,1.72933985,0.00000000
-5.81390695,4.42524770,1.42286374,0.00166618,3.58532098,1.24778180,1.73253372,0.00000000
-5.80790395,4.39550520,1.39154782,0.00170345,3.51352241,1.26557571,1.73177527,0.00000000
-5.80190095,4.35782962,1.35797957,0.00173848,3.43529389,1.28104618,1.72715971,0.00000000
-5.79589795,4.31353728,1.32320800,0.00177136,3.35237432,1.29425171,1.71879036,0.00000000
-5.78989495,4.26391911,1.28825529,0.00180219,3.26644126,1.30526411,1.70678107,0.00000000
-5.78389195,4.21020903,1.25408374,0.00183107,3.17906631,1.31416702,1.69125982,0.00000000
-5.77788894,4.15355657,1.22156536,0.00185805,3.09167603,1.32105446,1.67237299,0.00000000
-5.77188594,4.09500384,1.19145516,0.00188318,3.00551948,1.32602939,1.65028978,0.00000000
-5.76588294,4.03546744,1.16436925,0.00190646,2.92164323,1.32920213,1.62520643,0.00000000
-5.75987994,3.97572518,1.14076829,0.00192786,2.84087413,1.33068864,1.59734946,0.00000000
-5.75387694,3.91640775,1.12094695,0.00194730,2.76381020,1.33060844,1.56697776,0.00000000
-5.74787394,3.85799499,1.10502963,0.00196465,2.69081927,1.32908245,1.53438297,0.00000000
-5.74187094,3.80081665,1.09297245,0.00197972,2.62204539,1.32623048,1.49988797,0.00000000
-5.73586793,3.74505743,1.08457136,0.00199231,2.55742212,1.32216864,1.46384350,0.00000000
-5.72986493,3.69076578,1.07947589,0.00200214,2.49669230,1.31700686,1.42662279,0.00000000
-5.72386193,3.63786634,1.07720797,0.00200892,2.43943323,1.31084642,1.38861455,0.00000000
-5.71785893,3.58617551,1.07718506,0.00201231,2.38508647,1.30377796,1.35021452,0.00000000
-5.71185593,3.53541978,1.07874650,0.00201197,2.33299111,1.29587989,1.31181613,0.00000000
-5.70585293,3.48525631,1.08118216,0.00200756,2.28241942,1.28721749,1.27380063,0.00000000
-5.69984992,3.43529519,1.08376230,0.00199876,2.23261362,1.27784269,1.23652727,0.00000000
-5.69384692,3.38512276,1.08576728,0.00198526,2.18282269,1.26779472,1.20032404,0.00000000
-5.68784392,3.33432527,1.08651623,0.00196684,2.13233782,1.25710142,1.16547943,0.00000000
-5.68184092,3.28251215,1.08539350,0.00194333,2.08052551,1.24578140,1.13223557,0.00000000
-5.67583792,3.22933811,1.08187192,0.00191463,2.02685693,1.23384672,1.10078320,0.00000000
-5.66983492,3.17452330,1.07553211,0.00188080,1.97093286,1.22130618,1.07125857,0.00000000
-5.66383192,3.11787086,1.06607715,0.00184196,1.91250307,1.20816886,1.04374242,0.00000000
-5.65782891,3.05928132,1.05334222,0.00179841,1.85147965,1.19444788,1.01826120,0.00000000
-5.65182591,2.99876326,1.03729902,0.00175055,1.78794384,1.18016415,0.99479024,0.00000000
-5.64582291,2.93644011,1.01805491,0.00169894,1.72214612,1.16535004,0.97325888,0.00000000
-5.63981991,2.87255274,0.99584705,0.00164427,1.65449978,1.15005269,0.95355727,0.00000000
-5.63381691,2.80745812,0.97103193,0.00158736,1.58556819,1.13433705,0.93554451,0.00000000
-5.62781391,2.74162401,0.94407094,0.00152914,1.51604644,1.11828829,0.91905779,0.00000000
-5.62181091,2.67562012,0.91551254,0.00147067,1.44673817,1.10201380,0.90392216,0.00000000
-5.61580790,2.61010608,0.88597205,0.00141307,1.37852852,1.08564441,0.88996050,0.00000000
-5.60980490,2.54581657,0.85610975,0.00135752,1.31235427,1.06933487,0.87700315,0.00000000
-5.60380190,2.48354425,0.82660817,0.00130526,1.24917243,1.05326356,0.86489691,0.00000000
-5.59779890,2.42412068,0.79814950,0.00125752,1.18992825,1.03763115,0.85351296,0.00000000
-5.59179590,2.36839583,0.77139371,0.00121552,1.13552397,1.02265832,0.84275317,0.00000000
-5.58579290,2.31721643,0.74695817,0.00118043,1.08678917,1.00858228,0.83255468,0.00000000
-5.57978989,2.27140357,0.72539931,0.00115336,1.04445370,0.99565214,0.82289236,0.00000000
-5.57378689,2.23172990,0.70719672,0.00113529,1.00912394,0.98412310,0.81377908,0.00000000
-5.56778389,2.19889680,0.69274011,0.00112710,0.98126310,0.97424946,0.80526365,0.00000000
-5.56178089,2.17351203,0.68231928,0.00112948,0.96117580,0.96627665,0.79742658,0.00000000
-5.55577789,2.15606831,0.67611730,0.00114295,0.94899752,0.96043248,0.79037390,0.00000000
-5.54977489,2.14692357,0.67420691,0.00116784,0.94468894,0.95691788,0.78422921,0.00000000
-5.54377189,2.14628352,0.67655017,0.00120424,0.94803525,0.95589763,0.77912458,0.00000000
-5.53776888,2.15418740,0.68300124,0.00125199,0.95865043,0.95749142,0.77519070,0.00000000
-5.53176588,2.17049779,0.69331214,0.00131070,0.97598628,0.96176590,0.77254694,0.00000000
-5.52576288,2.19489524,0.70714135,0.00137972,0.99934603,0.96872822,0.77129189,0.00000000
-5.51975988,2.22687851,0.72406493,0.00145816,1.02790201,0.97832144,0.77149499,0.00000000
-5.51375688,2.26577101,0.74358990,0.00154486,1.06071712,0.99042253,0.77318978,0.00000000
-5.50775388,2.31073374,0.76516949,0.00163846,1.09676940,1.00484291,0.77636927,0.00000000
-5.50175088,2.36078469,0.78821987,0.00173739,1.13497907,1.02133211,0.78098357,0.00000000
-5.49574787,2.41482445,0.81213772,0.00183993,1.17423729,1.03958420,0.78694016,0.00000000
-5.48974487,2.47166722,0.83631832,0.00194422,1.21343579,1.05924700,0.79410653,0.00000000
-5.48374187,2.53007599,0.86017333,0.00204831,1.25149643,1.07993362,0.80231516,0.00000000
-5.47773887,2.58880055,0.88314781,0.00215023,1.28739970,1.10123573,0.81137038,0.00000000
-5.47173587,2.64661645,0.90473567,0.00224804,1.32021124,1.12273785,0.82105662,0.00000000
-5.46573287,2.70236292,0.92449314,0.00233987,1.34910531,1.14403183,0.83114742,0.00000000
-5.45972986,2.75497782,0.94204956,0.00242399,1.37338442,1.16473068,0.84141460,0.00000000
-5.45372686,2.80352757,0.95711507,0.00249884,1.39249439,1.18448084,0.85163682,0.00000000
-5.44772386,2.84723050,0.96948487,0.00256311,1.40603405,1.20297215,0.86160702,0.00000000
-5.44172086,2.88547203,0.97903990,0.00261572,1.41375954,1.21994483,0.87113809,0.00000000
-5.43571786,2.91781107,0.98574380,0.00265590,1.41558273,1.23519317,0.88006655,0.00000000
-5.42971486,2.94397712,0.98963655,0.00268319,1.41156414,1.24856555,0.88825396,0.00000000
-5.42371186,2.96385837,0.99082480,0.00269742,1.40190071,1.25996104,0.89558598,0.00000000
-5.41770885,2.97748186,0.98946983,0.00269872,1.38690898,1.26932278,0.90196943,0.00000000
-5.41170585,2.98498686,0.98577345,0.00268750,1.36700471,1.27662874,0.90732757,0.00000000
-5.40570285,2.98659364,0.97996287,0.00266443,1.34267983,1.28188064,0.91159422,0.00000000
-5.39969985,2.98256969,0.97227523,0.00263038,1.31447811,1.28509200,0.91470722,0.00000000
-5.39369685,2.97319594,0.96294281,0.00258638,1.28297059,1.28627620,0.91660199,0.00000000
-5.38769385,2.95873536,0.95217965,0.00253358,1.24873209,1.28543565,0.91720595,0.00000000
-5.38169085,2.93940623,0.94017041,0.00247320,1.21231989,1.28255298,0.91643415,0.00000000
-5.37568784,2.91536201,0.92706197,0.00240650,1.17425557,1.27758505,0.91418694,0.00000000
-5.36968484,2.88667929,0.91295836,0.00233469,1.13501079,1.27046024,0.91034984,0.00000000
-5.36368184,2.85335476,0.89791917,0.00225895,1.09499745,1.26107962,0.90479583,0.00000000
