energy_ev,total_up,Sn_p_up,Sn_d_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-6.00000000,4.58971164,0.32725569,0.00150133,3.52048296,2.44468441,3.45387355,0.00000000
-5.99399700,4.50526653,0.32797992,0.00148752,3.42629604,2.40887532,3.38113475,0.00000000
-5.98799400,4.41509591,0.32854153,0.00147208,3.32849739,2.36935430,3.30348818,0.00000000
-5.98199100,4.32019638,0.32890342,0.00145531,3.22838367,2.32648238,3.22181024,0.00000000
-5.97598799,4.22143709,0.32901018,0.00143746,3.12706811,2.28060186,3.13691413,0.00000000
-5.96998499,4.11954630,0.32879092,0.00141872,3.02546211,2.23202970,3.04953440,0.00000000
-5.96398199,4.01510630,0.32816306,0.00139918,2.92426812,2.18105295,2.96031593,0.00000000
-5.95797899,3.90855652,0.32703714,0.00137886,2.82398372,2.12792618,2.86980770,0.00000000
-5.95197599,3.80020421,0.32532229,0.00135772,2.72491561,2.07287109,2.77846117,0.00000000
-5.94597299,3.69024145,0.32293205,0.00133567,2.62720219,2.01607807,2.68663296,0.00000000
-5.93996998,3.57876736,0.31979031,0.00131256,2.53084280,1.95770955,2.59459150,0.00000000
-5.93396698,3.46581376,0.31583690,0.00128821,2.43573145,1.89790484,2.50252682,0.00000000
-5.92796398,3.35137265,0.31103261,0.00126245,2.34169281,1.83678614,2.41056300,0.00000000
-5.92196098,3.23542396,0.30536329,0.00123507,2.24851830,1.77446525,2.31877227,0.00000000
-5.91595798,3.11796181,0.29884280,0.00120591,2.15600010,1.71105055,2.22719011,0.00000000
-5.90995498,2.99901813,0.29151464,0.00117481,2.06396146,1.64665402,2.13583053,0.00000000
-5.90395198,2.87868220,0.28345208,0.00114168,1.97228174,1.58139760,2.04470076,0.00000000
-5.89794897,2.75711554,0.27475687,0.00110646,1.88091531,1.51541880,1.95381481,0.00000000
-5.89194597,2.63456155,0.26555649,0.00106913,1.78990368,1.44887524,1.86320537,0.00000000
-5.88594297,2.51134955,0.25600007,0.00102975,1.69938074,1.38194776,1.77293358,0.00000000
-5.87993997,2.38789365,0.24625327,0.00098845,1.60957143,1.31484220,1.68309650,0.00000000
-5.87393697,2.26468660,0.23649221,0.00094537,1.52078448,1.24778960,1.59383208,0.00000000
-5.86793397,2.14228938,0.22689694,0.00090076,1.43340020,1.18104506,1.50532177,0.00000000
-5.86193097,2.02131741,0.21764458,0.00085488,1.34785438,1.11488518,1.41779065,0.00000000
-5.85592796,1.90242426,0.20890259,0.00080804,1.26461964,1.04960441,1.33150549,0.00000000
-5.84992496,1.78628383,0.20082244,0.00076058,1.18418548,0.98551038,1.24677092,0.00000000
-5.84392196,1.67357216,0.19353391,0.00071287,1.10703830,0.92291865,1.16392400,0.00000000
-5.83791896,1.56494960,0.18714048,0.00066528,1.03364253,0.86214691,1.08332762,0.00000000
-5.83191596,1.46104435,0.18171568,0.00061819,0.96442375,0.80350915,1.00536303,0.00000000
-5.82591296,1.36243790,0.17730088,0.00057197,0.89975468,0.74730983,0.93042185,0.00000000
-5.81990995,1.26965296,0.17390435,0.00052697,0.83994441,0.69383838,0.85889784,0.00000000
-5.81390695,1.18314414,0.17150178,0.00048355,0.78523115,0.64336421,0.79117880,0.00000000
-5.80790395,1.10329145,0.17003802,0.00044200,0.73577864,0.59613231,0.72763862,0.00000000
-5.80190095,1.03039670,0.16943012,0.00040261,0.69167586,0.55235952,0.66862982,0.00000000
-5.79589795,0.96468236,0.16957140,0.00036561,0.65293975,0.51223157,0.61447659,0.00000000
-5.78989495,0.90629263,0.17033626,0.00033121,0.61952035,0.47590073,0.56546830,0.00000000
-5.78389195,0.85529626,0.17158574,0.00029958,0.59130789,0.44348414,0.52185366,0.00000000
-5.77788894,0.81169055,0.17317325,0.00027084,0.56814088,0.41506261,0.48383532,0.00000000
-5.77188594,0.77540590,0.17495045,0.00024507,0.54981478,0.39067989,0.45156493,0.00000000
-5.76588294,0.74631062,0.17677292,0.00022231,0.53609050,0.37034214,0.42513869,0.00000000
-5.75987994,0.72421529,0.17850538,0.00020258,0.52670209,0.35401764,0.40459323,0.00000000
-5.75387694,0.70887649,0.18002622,0.00018585,0.52136341,0.34163658,0.38990186,0.00000000
-5.74787394,0.69999964,0.18123132,0.00017205,0.51977320,0.33309089,0.38097134,0.00000000
-5.74187094,0.69724081,0.18203681,0.00016108,0.52161864,0.32823411,0.37763910,0.00000000
-5.73586793,0.70020775,0.18238096,0.00015283,0.52657730,0.32688143,0.37967122,0.00000000
-5.72986493,0.70846013,0.18222494,0.00014715,0.53431770,0.32880981,0.38676122,0.00000000
-5.72386193,0.72150963,0.18155274,0.00014386,0.54449866,0.33375855,0.39852999,0.00000000
-5.71785893,0.73882013,0.18037012,0.00014278,0.55676809,0.34143037,0.41452716,0.00000000
-5.71185593,0.75980862,0.17870294,0.00014371,0.57076146,0.35149313,0.43423401,0.00000000
-5.70585293,0.78384740,0.17659482,0.00014641,0.58610059,0.36358256,0.45706828,0.00000000
-5.69984992,0.81026797,0.17410448,0.00015068,0.60239324,0.37730600,0.48239111,0.00000000
-5.69384692,0.83836719,0.17130289,0.00015627,0.61923396,0.39224736,0.50951600,0.00000000
-5.68784392,0.86741581,0.16827035,0.00016296,0.63620647,0.40797341,0.53772005,0.00000000
-5.68184092,0.89666967,0.16509382,0.00017052,0.65288797,0.42404118,0.56625718,0.00000000
-5.67583792,0.92538326,0.16186440,0.00017874,0.66885520,0.44000669,0.59437316,0.00000000
-5.66983492,0.95282561,0.15867533,0.00018741,0.68369242,0.45543446,0.62132209,0.00000000
-5.66383192,0.97829777,0.15562029,0.00019635,0.69700086,0.46990773,0.64638377,0.00000000
-5.65782891,1.00115124,0.15279218,0.00020541,0.70840936,0.48303901,0.66888138,0.00000000
-5.65182591,1.02080666,0.15028239,0.00021444,0.71758552,0.49448035,0.68819886,0.00000000
-5.64582291,1.03677157,0.14818019,0.00022333,0.72424697,0.50393308,0.70379713,0.00000000
-5.63981991,1.04865647,0.14657262,0.00023201,0.72817177,0.51115637,0.71522858,0.00000000
-5.63381691,1.05618811,0.14554424,0.00024042,0.72920759,0.51597426,0.72214907,0.00000000
-5.62781391,1.05921920,0.14517711,0.00024855,0.72727882,0.51828069,0.72432688,0.00000000
-5.62181091,1.05773388,0.14555045,0.00025640,0.72239115,0.51804222,0.72164817,0.00000000
-5.61580790,1.05184841,0.14674023,0.00026399,0.71463323,0.51529830,0.71411859,0.00000000
-5.60980490,1.04180685,0.14881838,0.00027137,0.70417516,0.51015887,0.70186105,0.00000000
-5.60380190,1.02797183,0.15185170,0.00027860,0.69126377,0.50279946,0.68510955,0.00000000
-5.59779890,1.01081068,0.15590031,0.00028574,0.67621472,0.49345392,0.66419945,0.00000000
-5.59179590,0.99087743,0.16101597,0.00029285,0.65940189,0.48240504,0.63955460,0.00000000
-5.58579290,0.96879162,0.16723986,0.00029999,0.64124434,0.46997354,0.61167182,0.00000000
-5.57978989,0.94521467,0.17460041,0.00030720,0.62219153,0.45650588,0.58110347,0.00000000
-5.57378689,0.92082506,0.18311093,0.00031448,0.60270746,0.44236144,0.54843896,0.00000000
-5.56778389,0.89629340,0.19276731,0.00032185,0.58325435,0.42789960,0.51428577,0.00000000
-5.56178089,0.87225840,0.20354593,0.00032926,0.56427681,0.41346739,0.47925094,0.00000000
-5.55577789,0.84930493,0.21540189,0.00033665,0.54618686,0.39938804,0.44392373,0.00000000
-5.54977489,0.82794493,0.22826772,0.00034392,0.52935074,0.38595102,0.40885990,0.00000000
-5.54377189,0.80860197,0.24205260,0.00035096,0.51407775,0.37340387,0.37456832,0.00000000
-5.53776888,0.79159994,0.25664227,0.00035763,0.50061173,0.36194612,0.34150020,0.00000000
-5.53176588,0.77715622,0.27189966,0.00036374,0.48912527,0.35172532,0.31004107,0.00000000
-5.52576288,0.76537934,0.28766627,0.00036914,0.47971683,0.34283545,0.28050577,0.00000000
-5.51975988,0.75627115,0.30376428,0.00037365,0.47241079,0.33531741,0.25313626,0.00000000
-5.51375688,0.74973295,0.31999947,0.00037709,0.46716028,0.32916163,0.22810207,0.00000000
-5.50775388,0.74557550,0.33616480,0.00037932,0.46385249,0.32431245,0.20550327,0.00000000
-5.50175088,0.74353194,0.35204466,0.00038020,0.46231631,0.32067407,0.18537541,0.00000000
-5.49574787,0.74327327,0.36741962,0.00037963,0.46233173,0.31811780,0.16769625,0.00000000
-5.48974487,0.74442560,0.38207172,0.00037757,0.46364077,0.31649008,0.15239371,0.00000000
-5.48374187,0.74658841,0.39578996,0.00037400,0.46595938,0.31562116,0.13935465,0.00000000
-5.47773887,0.74935320,0.40837607,0.00036898,0.46898993,0.31533397,0.12843423,0.00000000
-5.47173587,0.75232184,0.41965023,0.00036259,0.47243383,0.31545285,0.11946519,0.00000000
-5.46573287,0.75512401,0.42945665,0.00035498,0.47600385,0.31581193,0.11226710,0.00000000
-5.45972986,0.75743309,0.43766880,0.00034638,0.47943577,0.31626275,0.10665485,0.00000000
-5.45372686,0.75898015,0.44419409,0.00033703,0.48249890,0.31668102,0.10244658,0.00000000
-5.44772386,0.75956541,0.44897781,0.00032723,0.48500524,0.31697222,0.09947049,0.00000000
-5.44172086,0.75906696,0.45200614,0.00031732,0.48681690,0.31707584,0.09757063,0.00000000
-5.43571786,0.75744630,0.45330799,0.00030768,0.48785144,0.31696821,0.09661147,0.00000000
-5.42971486,0.75475066,0.45295558,0.00029869,0.48808507,0.31666369,0.09648110,0.00000000
-5.42371186,0.75111168,0.45106362,0.00029076,0.48755349,0.31621429,0.09709321,0.00000000
-5.41770885,0.74674074,0.44778695,0.00028428,0.48635016,0.31570757,0.09838768,0.00000000
-5.41170585,0.74192078,0.44331666,0.00027965,0.48462225,0.31526290,0.10032994,0.00000000
-5.40570285,0.73699483,0.43787469,0.00027725,0.48256403,0.31502624,0.10290907,0.00000000
-5.39969985,0.73235163,0.43170705,0.00027739,0.48040820,0.31516345,0.10613479,0.00000000
-5.39369685,0.72840876,0.42507585,0.00028038,0.47841512,0.31585240,0.11003349,0.00000000
-5.38769385,0.72559377,0.41825030,0.00028645,0.47686059,0.31727421,0.11464334,0.00000000
-5.38169085,0.72432403,0.41149715,0.00029577,0.47602240,0.31960381,0.12000891,0.00000000
-5.37568784,0.72498618,0.40507081,0.00030845,0.47616636,0.32300033,0.12617520,0.00000000
-5.36968484,0.72791587,0.39920365,0.00032451,0.47753227,0.32759760,0.13318165,0.00000000
-5.36368184,0.73337885,0.39409691,0.00034389,0.48032052,0.33349533,0.14105612,0.00000000
-5.35767884,0.74155424,0.38991261,0.00036644,0.48468007,0.34075129,0.14980935,0.00000000
-5.35167584,0.75252091,0.38676702,0.00039193,0.49069815,0.34937503,0.15942994,0.00000000
-5.34567284,0.76624770,0.38472580,0.00042004,0.49839251,0.35932340,0.16988030,0.00000000
-5.33966983,0.78258822,0.38380145,0.00045037,0.50770661,0.37049831,0.18109372,0.00000000
-5.33366683,0.80128065,0.38395298,0.00048244,0.51850801,0.38274687,0.19297281,0.00000000
-5.32766383,0.82195285,0.38508805,0.00051570,0.53059035,0.39586417,0.20538935,0.00000000
-5.32166083,0.84413282,0.38706755,0.00054955,0.54367886,0.40959857,0.21818577,0.00000000
-5.31565783,0.86726424,0.38971245,0.00058337,0.55743926,0.42365957,0.23117829,0.00000000
-5.30965483,0.89072666,0.39281268,0.00061650,0.57148997,0.43772784,0.24416149,0.00000000
-5.30365183,0.91385961,0.39613765,0.00064828,0.58541684,0.45146726,0.25691437,0.00000000
-5.29764882,0.93598969,0.39944804,0.00067809,0.59879020,0.46453831,0.26920758,0.00000000
-5.29164582,0.95645940,0.40250823,0.00070531,0.61118314,0.47661252,0.28081165,0.00000000
-5.28564282,0.97465670,0.40509884,0.00072944,0.62219051,0.48738701,0.29150565,0.00000000
-5.27963982,0.99004380,0.40702887,0.00075000,0.63144757,0.49659886,0.30108625,0.00000000
-5.27363682,1.00218386,0.40814677,0.00076667,0.63864763,0.50403836,0.30937640,0.00000000
-5.26763382,1.01076452,0.40835002,0.00077920,0.64355766,0.50956065,0.31623353,0.00000000
-5.26163082,1.01561701,0.40759267,0.00078749,0.64603134,0.51309521,0.32155662,0.00000000
-5.25562781,1.01672995,0.40589072,0.00079158,0.64601877,0.51465270,0.32529197,0.00000000
-5.24962481,1.01425727,0.40332475,0.00079163,0.64357250,0.51432876,0.32743728,0.00000000
-5.24362181,1.00851971,0.40004010,0.00078797,0.63884951,0.51230462,0.32804376,0.00000000
-5.23761881,0.99999983,0.39624431,0.00078102,0.63210912,0.50884452,0.32721626,0.00000000
-5.23161581,0.98933085,0.39220207,0.00077137,0.62370681,0.50428978,0.32511125,0.00000000
-5.22561281,0.97727948,0.38822802,0.00075969,0.61408438,0.49905003,0.32193278,0.00000000
-5.21960980,0.96472387,0.38467757,0.00074673,0.60375668,0.49359176,0.31792650,0.00000000
