energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,5.33066357,-5.14016929,0.07243500,-0.08568547,0.56927121,-0.58361428,2.29687873,-2.26752554,0.53396373,-0.64656719,1.00492855,-0.96874291,0.59723462,-0.59760069,0.09425496,-0.07980049,2.36686966,-2.17271503
-5.99399700,5.29887288,-5.13777987,0.07296877,-0.08879600,0.57249250,-0.59099700,2.29443366,-2.23151003,0.53450256,-0.64973881,1.00731220,-0.97124194,0.59552033,-0.60877450,0.09251946,-0.08011037,2.34473237,-2.15753040
-5.98799400,5.26887220,-5.13180597,0.07372961,-0.09176652,0.57568865,-0.59717379,2.29056904,-2.19391199,0.53504090,-0.65239642,1.00842513,-0.97153180,0.59529598,-0.61957717,0.09080752,-0.08055912,2.32315536,-2.14187024
-5.98199100,5.24041009,-5.12130280,0.07468565,-0.09451462,0.57877050,-0.60200719,2.28518941,-2.15515132,0.53555042,-0.65431640,1.00824676,-0.96961247,0.59641242,-0.62967502,0.08914966,-0.08112900,2.30215540,-2.12550386
-5.97598799,5.21309985,-5.10551729,0.07579851,-0.09696317,0.58164587,-0.60540716,2.27819070,-2.11567857,0.53598046,-0.65528113,1.00676304,-0.96555239,0.59869014,-0.63877487,0.08757356,-0.08180433,2.28168250,-2.10824136
-5.96998499,5.18644994,-5.08392820,0.07702462,-0.09904246,0.58422414,-0.60733477,2.26947044,-2.07596995,0.53626069,-0.65508903,1.00396982,-0.95948943,0.60192754,-0.64663242,0.08610382,-0.08257279,2.26163006,-2.08994854
-5.96398199,5.15990431,-5.05627731,0.07831680,-0.10069192,0.58642147,-0.60780402,2.25894005,-2.03652126,0.53630530,-0.65356427,0.99987740,-0.95162905,0.60591034,-0.65305880,0.08476219,-0.08342636,2.24184976,-2.07055974
-5.95797899,5.13289010,-5.02258951,0.07962599,-0.10186175,0.58816627,-0.60688147,2.24653862,-1.99784053,0.53601835,-0.65056550,0.99451566,-0.94223951,0.61042175,-0.65792507,0.08356786,-0.08436221,2.22217039,-2.05008741
-5.95197599,5.10486949,-4.98318015,0.08090303,-0.10251408,0.58940460,-0.60468365,2.23224692,-1.96043903,0.53530008,-0.64599317,0.98793942,-0.93164402,0.61525272,-0.66116431,0.08253809,-0.08538311,2.20241905,-2.02862778
-5.94597299,5.07539202,-4.93864834,0.08210055,-0.10262388,0.59010517,-0.60137229,2.21610061,-1.92482060,0.53405375,-0.63979514,0.98023337,-0.92021011,0.62021171,-0.66277134,0.08168887,-0.08649758,2.18244330,-2.00636186
-5.93996998,5.04414362,-4.88985597,0.08317459,-0.10217933,0.59026342,-0.59714753,2.19820150,-1.89146905,0.53219252,-0.63197003,0.97151618,-0.90833649,0.62513346,-0.66279989,0.08103568,-0.08771957,2.16213260,-1.98355143
-5.93396698,5.01098849,-4.83789258,0.08408619,-0.10118186,0.58990441,-0.59223922,2.17872553,-1.86083401,0.52964600,-0.62256842,0.96194306,-0.89643787,0.62988619,-0.66135741,0.08059425,-0.08906782,2.14143730,-1.96052984
-5.92796398,4.97600046,-4.78402736,0.08480267,-0.09964574,0.58908419,-0.58689693,2.15792660,-1.83331540,0.52636596,-0.61169159,0.95170642,-0.88492830,0.63437672,-0.65859768,0.08038111,-0.09056479,2.12038376,-1.93768792
