energy_ev,total_up,B_p_up,B_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-6.00000000,9.41675779,1.88311639,0.00000000,3.55326395,6.11432913,1.89984394,0.00000000
-5.99399700,9.41769023,1.90654010,0.00000000,3.53500145,6.13429841,1.87581328,0.00000000
-5.98799400,9.39030536,1.92225377,0.00000000,3.50813435,6.13504422,1.84786725,0.00000000
-5.98199100,9.33470734,1.93024986,0.00000000,3.47214663,6.11699134,1.81594391,0.00000000
-5.97598799,9.25153481,1.93068032,0.00000000,3.42672088,6.08093033,1.78004129,0.00000000
-5.96998499,9.14196064,1.92385030,0.00000000,3.37176230,6.02799946,1.74022665,0.00000000
-5.96398199,9.00767484,1.91020657,0.00000000,3.30741721,5.95965485,1.69664398,0.00000000
-5.95797899,8.85085077,1.89032137,0.00000000,3.23408523,5.87762977,1.64951917,0.00000000
-5.95197599,8.67409588,1.86487212,0.00000000,3.15242449,5.78388464,1.59916256,0.00000000
-5.94597299,8.48038877,1.83461806,0.00000000,3.06334946,5.68054992,1.54596849,0.00000000
-5.93996998,8.27300541,1.80037468,0.00000000,2.96802154,5.56986450,1.49041200,0.00000000
-5.93396698,8.05543792,1.76298738,0.00000000,2.86783289,5.45411246,1.43304262,0.00000000
-5.92796398,7.83130984,1.72330531,0.00000000,2.76438414,5.33556138,1.37447560,0.00000000
-5.92196098,7.60429184,1.68215678,0.00000000,2.65945709,5.21640515,1.31538107,0.00000000
-5.91595798,7.37802201,1.64032723,0.00000000,2.55498358,5.09871411,1.25647151,0.00000000
-5.90995498,7.15603423,1.59854079,0.00000000,2.45301179,4.98439485,1.19848820,0.00000000
-5.90395198,6.94169774,1.55744610,0.00000000,2.35567126,4.87516160,1.14218730,0.00000000
-5.89794897,6.73817001,1.51760693,0.00000000,2.26513759,4.77251994,1.08832600,0.00000000
-5.89194597,6.54836407,1.47949774,0.00000000,2.18359796,4.67776332,1.03764921,0.00000000
-5.88594297,6.37493047,1.44350406,0.00000000,2.11321791,4.59198164,0.99087736,0.00000000
-5.87993997,6.22025257,1.40992736,0.00000000,2.05610974,4.51608037,0.94869517,0.00000000
-5.87393697,6.08645353,1.37899371,0.00000000,2.01430268,4.45080814,0.91174191,0.00000000
-5.86793397,5.97541170,1.35086531,0.00000000,1.98971463,4.39678998,0.88060269,0.00000000
-5.86193097,5.88878134,1.32565404,0.00000000,1.98412508,4.35456306,0.85580096,0.00000000
-5.85592796,5.82801479,1.30343580,0.00000000,1.99914873,4.32461182,0.83779178,0.00000000
-5.84992496,5.79438238,1.28426465,0.00000000,2.03620968,4.30739915,0.82695572,0.00000000
-5.84392196,5.78898704,1.26818569,0.00000000,2.09651569,4.30339103,0.82359303,0.00000000
-5.83791896,5.81277080,1.25524595,0.00000000,2.18103257,4.31307226,0.82791814,0.00000000
-5.83191596,5.86651174,1.24550248,0.00000000,2.29045917,4.33695202,0.84005406,0.00000000
-5.82591296,5.95081071,1.23902742,0.00000000,2.42520334,4.37555847,0.86002711,0.00000000
-5.81990995,6.06606858,1.23590970,0.00000000,2.58536014,4.42942297,0.88776190,0.00000000
-5.81390695,6.21245565,1.23625368,0.00000000,2.77069336,4.49905488,0.92307707,0.00000000
-5.80790395,6.38987604,1.24017497,0.00000000,2.98062195,4.58490916,0.96568209,0.00000000
-5.80190095,6.59793047,1.24779388,0.00000000,3.21421292,4.68734918,1.01517593,0.00000000
-5.79589795,6.83588135,1.25922740,0.00000000,3.47018226,4.80660780,1.07104787,0.00000000
-5.78989495,7.10262409,1.27458013,0.00000000,3.74690508,4.94274986,1.13268126,0.00000000
-5.78389195,7.39666831,1.29393518,0.00000000,4.04243589,5.09563880,1.19936052,0.00000000
-5.77788894,7.71613183,1.31734544,0.00000000,4.35453949,5.26491019,1.27028186,0.00000000
-5.77188594,8.05874951,1.34482607,0.00000000,4.68073199,5.44995396,1.34456766,0.00000000
-5.76588294,8.42189776,1.37634823,0.00000000,5.01833115,5.64990649,1.42128450,0.00000000
-5.75987994,8.80263404,1.41183463,0.00000000,5.36451424,5.86365287,1.49946443,0.00000000
-5.75387694,9.19774987,1.45115664,0.00000000,5.71638122,6.08983882,1.57812866,0.00000000
-5.74787394,9.60383410,1.49413303,0.00000000,6.07102026,6.32689081,1.65631295,0.00000000
-5.74187094,10.01734283,1.54052995,0.00000000,6.42557250,6.57304261,1.73309350,0.00000000
-5.73586793,10.43467135,1.59006183,0.00000000,6.77729266,6.82636566,1.80761196,0.00000000
-5.72986493,10.85222350,1.64239289,0.00000000,7.12360240,7.08480087,1.87909853,0.00000000
-5.72386193,11.26647408,1.69713879,0.00000000,7.46213337,7.34618941,1.94689155,0.00000000
-5.71785893,11.67402037,1.75386825,0.00000000,7.79075792,7.60830017,2.01045275,0.00000000
-5.71185593,12.07161999,1.81210439,0.00000000,8.10760575,7.86885267,2.06937696,0.00000000
-5.70585293,12.45621342,1.87132589,0.00000000,8.41106608,8.12553419,2.12339588,0.00000000
-5.69984992,12.82493098,1.93096796,0.00000000,8.69977561,8.37601152,2.17237547,0.00000000
-5.69384692,13.17508539,1.99042349,0.00000000,8.97259362,8.61793761,2.21630704,0.00000000
-5.68784392,13.50415241,2.04904480,0.00000000,9.22856660,8.84895504,2.25529263,0.00000000
-5.68184092,13.80974317,2.10614635,0.00000000,9.46688513,9.06669797,2.28952538,0.00000000
-5.67583792,14.08957240,2.16100896,0.00000000,9.68683660,9.26879522,2.31926605,0.00000000
-5.66983492,14.34142743,2.21288597,0.00000000,9.88775757,9.45287664,2.34481711,0.00000000
-5.66383192,14.56314243,2.26101162,0.00000000,10.06898925,9.61658532,2.36649578,0.00000000
-5.65782891,14.75258225,2.30461195,0.00000000,10.22983970,9.75759713,2.38460772,0.00000000
-5.65182591,14.90763905,2.34291808,0.00000000,10.36955551,9.87364910,2.39942275,0.00000000
-5.64582291,15.02624399,2.37518177,0.00000000,10.48730526,9.96257656,2.41115405,0.00000000
-5.63981991,15.10639485,2.40069271,0.00000000,10.58217586,10.02235886,2.41994188,0.00000000
-5.63381691,15.14619890,2.41879715,0.00000000,10.65318239,10.05117198,2.42584272,0.00000000
