energy_ev,total_up,B_p_up,B_d_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up
-6.00000000,2.42483653,0.14834281,0.00000000,0.84602155,0.72044776,0.96507809,0.00000000
-5.99399700,2.50227042,0.15535524,0.00000000,0.86641670,0.74653250,0.99015933,0.00000000
-5.98799400,2.57618094,0.16215713,0.00000000,0.88647860,0.77171146,1.01339180,0.00000000
-5.98199100,2.64482445,0.16863108,0.00000000,0.90556370,0.79545545,1.03413865,0.00000000
-5.97598799,2.70654183,0.17466353,0.00000000,0.92304850,0.81725425,1.05180875,0.00000000
-5.96998499,2.75980278,0.18014718,0.00000000,0.93834617,0.83663092,1.06587325,0.00000000
-5.96398199,2.80324676,0.18498361,0.00000000,0.95092189,0.85315540,1.07588019,0.00000000
-5.95797899,2.83571962,0.18908575,0.00000000,0.96030681,0.86645708,1.08146669,0.00000000
-5.95197599,2.85630496,0.19238026,0.00000000,0.96611018,0.87623602,1.08236836,0.00000000
-5.94597299,2.86434953,0.19480979,0.00000000,0.96802950,0.88227241,1.07842592,0.00000000
-5.93996998,2.85948187,0.19633496,0.00000000,0.96585834,0.88443415,1.06958875,0.00000000
-5.93396698,2.84162379,0.19693604,0.00000000,0.95949189,0.88268202,1.05591540,0.00000000
-5.92796398,2.81099441,0.19661423,0.00000000,0.94892981,0.87707260,1.03757114,0.00000000
-5.92196098,2.76810644,0.19539245,0.00000000,0.93427654,0.86775846,1.01482272,0.00000000
-5.91595798,2.71375485,0.19331562,0.00000000,0.91573900,0.85498576,0.98803049,0.00000000
-5.90995498,2.64899816,0.19045030,0.00000000,0.89362157,0.83908919,0.95763819,0.00000000
-5.90395198,2.57513275,0.18688380,0.00000000,0.86831871,0.82048431,0.92416089,0.00000000
-5.89794897,2.49366080,0.18272251,0.00000000,0.84030518,0.79965757,0.88817120,0.00000000
-5.89194597,2.40625281,0.17808977,0.00000000,0.81012416,0.77715405,0.85028447,0.00000000
-5.88594297,2.31470558,0.17312300,0.00000000,0.77837363,0.75356348,0.81114320,0.00000000
-5.87993997,2.22089689,0.16797039,0.00000000,0.74569134,0.72950478,0.77140126,0.00000000
-5.87393697,2.12673823,0.16278710,0.00000000,0.71273879,0.70560957,0.73170825,0.00000000
-5.86793397,2.03412666,0.15773117,0.00000000,0.68018462,0.68250523,0.69269459,0.00000000
-5.86193097,1.94489762,0.15295918,0.00000000,0.64868801,0.66079794,0.65495750,0.00000000
-5.85592796,1.86077956,0.14862184,0.00000000,0.61888249,0.64105621,0.61904845,0.00000000
-5.84992496,1.78335209,0.14485967,0.00000000,0.59136062,0.62379539,0.58546221,0.00000000
-5.84392196,1.71400851,0.14179891,0.00000000,0.56666005,0.60946373,0.55462778,0.00000000
-5.83791896,1.65392397,0.13954775,0.00000000,0.54525131,0.59843019,0.52690139,0.00000000
-5.83191596,1.60402979,0.13819314,0.00000000,0.52752764,0.59097453,0.50256153,0.00000000
-5.82591296,1.56499488,0.13779815,0.00000000,0.51379721,0.58727986,0.48180618,0.00000000
-5.81990995,1.53721428,0.13840003,0.00000000,0.50427776,0.58742783,0.46475201,0.00000000
-5.81390695,1.52080519,0.14000914,0.00000000,0.49909388,0.59139671,0.45143565,0.00000000
-5.80790395,1.51561031,0.14260862,0.00000000,0.49827685,0.59906212,0.44181659,0.00000000
-5.80190095,1.52120819,0.14615490,0.00000000,0.50176692,0.61020064,0.43578176,0.00000000
-5.79589795,1.53693009,0.15057908,0.00000000,0.50941800,0.62449598,0.43315151,0.00000000
-5.78989495,1.56188276,0.15578902,0.00000000,0.52100425,0.64154764,0.43368654,0.00000000
-5.78389195,1.59497620,0.16167211,0.00000000,0.53622857,0.66088167,0.43709592,0.00000000
-5.77788894,1.63495575,0.16809871,0.00000000,0.55473245,0.68196338,0.44304562,0.00000000
-5.77188594,1.68043731,0.17492592,0.00000000,0.57610677,0.70421153,0.45116753,0.00000000
-5.76588294,1.72994487,0.18200176,0.00000000,0.59990342,0.72701368,0.46106870,0.00000000
-5.75987994,1.78194924,0.18916951,0.00000000,0.62564703,0.74974227,0.47234066,0.00000000
-5.75387694,1.83490704,0.19627204,0.00000000,0.65284677,0.77177106,0.48456863,0.00000000
-5.74787394,1.88729905,0.20315602,0.00000000,0.68100771,0.79249142,0.49734052,0.00000000
-5.74187094,1.93766684,0.20967593,0.00000000,0.70964155,0.81132818,0.51025556,0.00000000
-5.73586793,1.98464717,0.21569762,0.00000000,0.73827657,0.82775449,0.52293254,0.00000000
-5.72986493,2.02700318,0.22110144,0.00000000,0.76646661,0.84130544,0.53501748,0.00000000
-5.72386193,2.06365193,0.22578481,0.00000000,0.79379901,0.85159008,0.54619067,0.00000000
-5.71785893,2.09368771,0.22966420,0.00000000,0.81990159,0.85830149,0.55617306,0.00000000
-5.71185593,2.11640088,0.23267652,0.00000000,0.84444859,0.86122467,0.56473185,0.00000000
-5.70585293,2.13129180,0.23477994,0.00000000,0.86716573,0.86024221,0.57168518,0.00000000
-5.69984992,2.13807988,0.23595407,0.00000000,0.88783444,0.85533734,0.57690597,0.00000000
-5.69384692,2.13670771,0.23619973,0.00000000,0.90629539,0.84659464,0.58032464,0.00000000
-5.68784392,2.12734023,0.23553825,0.00000000,0.92245137,0.83419817,0.58193081,0.00000000
-5.68184092,2.11035920,0.23401033,0.00000000,0.93626947,0.81842724,0.58177374,0.00000000
-5.67583792,2.08635314,0.23167475,0.00000000,0.94778275,0.79964986,0.57996160,0.00000000
-5.66983492,2.05610304,0.22860669,0.00000000,0.95709108,0.77831420,0.57665942,0.00000000
-5.66383192,2.02056408,0.22489602,0.00000000,0.96436115,0.75493814,0.57208565,0.00000000
-5.65782891,1.98084375,0.22064540,0.00000000,0.96982545,0.73009727,0.56650743,0.00000000
-5.65182591,1.93817676,0.21596826,0.00000000,0.97377987,0.70441159,0.56023447,0.00000000
-5.64582291,1.89389696,0.21098673,0.00000000,0.97657981,0.67853125,0.55361169,0.00000000
-5.63981991,1.84940685,0.20582954,0.00000000,0.97863442,0.65312155,0.54701054,0.00000000
-5.63381691,1.80614501,0.20062966,0.00000000,0.98039883,0.62884767,0.54081935,0.00000000
-5.62781391,1.76555193,0.19552200,0.00000000,0.98236415,0.60635926,0.53543264,0.00000000
-5.62181091,1.72903478,0.19064088,0.00000000,0.98504527,0.58627528,0.53123978,0.00000000
-5.61580790,1.69793190,0.18611737,0.00000000,0.98896648,0.56916946,0.52861325,0.00000000
-5.60980490,1.67347743,0.18207652,0.00000000,0.99464520,0.55555646,0.52789674,0.00000000
-5.60380190,1.65676715,0.17863445,0.00000000,1.00257415,0.54587930,0.52939349,0.00000000
-5.59779890,1.64872639,0.17589541,0.00000000,1.01320265,0.54049816,0.53335528,0.00000000
-5.59179590,1.65008088,0.17394877,0.00000000,1.02691758,0.53968082,0.53997252,0.00000000
-5.58579290,1.66133169,0.17286619,0.00000000,1.04402497,0.54359525,0.54936575,0.00000000
-5.57978989,1.68273531,0.17269892,0.00000000,1.06473308,0.55230438,0.56157904,0.00000000
-5.57378689,1.71428983,0.17347550,0.00000000,1.08913792,0.56576336,0.57657567,0.00000000
-5.56778389,1.75572821,0.17519985,0.00000000,1.11721201,0.58381969,0.59423634,0.00000000
-5.56178089,1.80651926,0.17785003,0.00000000,1.14879739,0.60621610,0.61436018,0.00000000
-5.55577789,1.86587698,0.18137766,0.00000000,1.18360330,0.63259646,0.63666870,0.00000000
-5.54977489,1.93277837,0.18570826,0.00000000,1.22120917,0.66251466,0.66081257,0.00000000
-5.54377189,2.00598953,0.19074235,0.00000000,1.26107302,0.69544631,0.68638129,0.00000000
-5.53776888,2.08409967,0.19635755,0.00000000,1.30254510,0.73080299,0.71291528,0.00000000
-5.53176588,2.16556180,0.20241157,0.00000000,1.34488653,0.76794880,0.73992009,0.00000000
-5.52576288,2.24873905,0.20874602,0.00000000,1.38729216,0.80621852,0.76688214,0.00000000
-5.51975988,2.33195472,0.21519098,0.00000000,1.42891664,0.84493693,0.79328541,0.00000000
-5.51375688,2.41354415,0.22157002,0.00000000,1.46890275,0.88343850,0.81862828,0.00000000
-5.50775388,2.49190622,0.22770574,0.00000000,1.50641031,0.92108667,0.84243979,0.00000000
-5.50175088,2.56555225,0.23342532,0.00000000,1.54064470,0.95729192,0.86429462,0.00000000
-5.49574787,2.63315008,0.23856604,0.00000000,1.57088323,0.99152787,0.88382600,0.00000000
-5.48974487,2.69356129,0.24298040,0.00000000,1.59649829,1.02334469,0.90073597,0.00000000
-5.48374187,2.74586985,0.24654071,0.00000000,1.61697612,1.05237907,0.91480252,0.00000000
-5.47773887,2.78940100,0.24914283,0.00000000,1.63193028,1.07836056,0.92588323,0.00000000
-5.47173587,2.82372945,0.25070907,0.00000000,1.64110931,1.10111370,0.93391540,0.00000000
-5.46573287,2.84867679,0.25118991,0.00000000,1.64439838,1.12055616,0.93891254,0.00000000
-5.45972986,2.86429847,0.25056464,0.00000000,1.64181503,1.13669279,0.94095764,0.00000000
-5.45372686,2.87086133,0.24884091,0.00000000,1.63349939,1.14960618,0.94019365,0.00000000
-5.44772386,2.86881311,0.24605316,0.00000000,1.61969990,1.15944413,0.93681166,0.00000000
-5.44172086,2.85874589,0.24226009,0.00000000,1.60075521,1.16640493,0.93103765,0.00000000
-5.43571786,2.84135563,0.23754136,0.00000000,1.57707378,1.17072112,0.92311843,0.00000000
-5.42971486,2.81740016,0.23199366,0.00000000,1.54911219,1.17264283,0.91330783,0.00000000
