energy_ev,total_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up
-5.45972986,1.91966749,0.87425385,1.60312051,0.00605753,0.05482490,0.38762508,0.00100780
-5.45372686,1.92638386,0.84086811,1.61410616,0.00607260,0.05262582,0.38797958,0.00102462
-5.44772386,1.93096264,0.81037747,1.62269703,0.00605625,0.05063979,0.38802374,0.00104046
-5.44172086,1.93381750,0.78316243,1.62916392,0.00600907,0.04891496,0.38791913,0.00105570
-5.43571786,1.93555606,0.75964604,1.63395121,0.00593241,0.04749885,0.38786012,0.00107084
-5.42971486,1.93695979,0.74027961,1.63766132,0.00582836,0.04643714,0.38806847,0.00108644
-5.42371186,1.93895696,0.72552664,1.64103291,0.00569974,0.04577245,0.38878673,0.00110312
-5.41770885,1.94258943,0.71584565,1.64491358,0.00554997,0.04554314,0.39027080,0.00112152
-5.41170585,1.94897471,0.71167257,1.65022823,0.00538304,0.04578225,0.39278168,0.00114231
-5.40570285,1.95926465,0.71340341,1.65794412,0.00520338,0.04651651,0.39657702,0.00116614
-5.39969985,1.97460249,0.72137799,1.66903438,0.00501580,0.04776557,0.40190243,0.00119363
-5.39369685,1.99608011,0.73586534,1.68444118,0.00482534,0.04954136,0.40898319,0.00122533
-5.38769385,2.02469724,0.75705139,1.70504049,0.00463721,0.05184773,0.41801653,0.00126172
-5.38169085,2.06132451,0.78502961,1.73160968,0.00445666,0.05468029,0.42916492,0.00130316
-5.37568784,2.10667190,0.81979487,1.76479962,0.00428891,0.05802653,0.44255049,0.00134989
-5.36968484,2.16126412,0.86124111,1.80511235,0.00413907,0.06186621,0.45825109,0.00140204
-5.36368184,2.22542384,0.90916276,1.85288538,0.00401205,0.06617202,0.47629792,0.00145956
-5.35767884,2.29926363,0.96326011,1.90828318,0.00391255,0.07091052,0.49667501,0.00152229
-5.35167584,2.38268671,1.02314828,1.97129610,0.00384498,0.07604331,0.51932045,0.00158990
-5.34567284,2.47539625,1.08836962,2.04174659,0.00381344,0.08152836,0.54412928,0.00166196
-5.33966983,2.57691253,1.15840875,2.11930194,0.00382173,0.08732155,0.57095798,0.00173789
-5.33366683,2.68659661,1.23270960,2.20349283,0.00387329,0.09337825,0.59963007,0.00181705
-5.32766383,2.80367898,1.31069346,2.29373607,0.00397122,0.09965489,0.62994264,0.00189870
-5.32166083,2.92729117,1.39177699,2.38936012,0.00411825,0.10611048,0.66167330,0.00198207
-5.31565783,3.05649820,1.47538913,2.48963160,0.00431671,0.11270788,0.69458717,0.00206636
-5.30965483,3.19032966,1.56098570,2.59378092,0.00456853,0.11941484,0.72844331,0.00215078
-5.30365183,3.32780739,1.64806077,2.70102539,0.00487515,0.12620468,0.76300044,0.00223456
-5.29764882,3.46796777,1.73615377,2.81058819,0.00523752,0.13305654,0.79802123,0.00231699
-5.29164582,3.60987740,1.82485197,2.92171210,0.00565594,0.13995512,0.83327529,0.00239742
-5.28564282,3.75264095,1.91378773,3.03366709,0.00613005,0.14689001,0.86854035,0.00247527
-5.27963982,3.89540118,2.00263066,3.14575156,0.00665869,0.15385446,0.90360185,0.00255003
-5.27363682,4.03733115,2.09107511,3.25728729,0.00723980,0.16084374,0.93825090,0.00262127
-5.26763382,4.17761981,2.17882377,3.36760913,0.00787031,0.16785320,0.97228102,0.00268864
-5.26163082,4.31545251,2.26556838,3.47605035,0.00854605,0.17487605,1.00548385,0.00275183
-5.25562781,4.44998847,2.35096914,3.58192553,0.00926169,0.18190101,1.03764447,0.00281056
-5.24962481,4.58033780,2.43463446,3.68451292,0.01001065,0.18891010,1.06853673,0.00286459
-5.24362181,4.70554066,2.51610256,3.78303829,0.01078510,0.19587659,1.09791924,0.00291368
-5.23761881,4.82455125,2.59482705,3.87666255,0.01157605,0.20276339,1.12553262,0.00295757
-5.23161581,4.93622911,2.67016769,3.96447501,0.01237333,0.20952195,1.15109835,0.00299596
-5.22561281,5.03933982,2.74138796,4.04549401,0.01316582,0.21609188,1.17431972,0.00302855
-5.21960980,5.13256646,2.80766017,4.11867596,0.01394162,0.22240126,1.19488516,0.00305495
-5.21360680,5.21453261,2.86807876,4.18293365,0.01468829,0.22836787,1.21247395,0.00307479
-5.20760380,5.28383682,2.92168160,4.23716347,0.01539318,0.23390115,1.22676427,0.00308762
-5.20160080,5.33909754,2.96747876,4.28028100,0.01604375,0.23890493,1.23744336,0.00309301
-5.19559780,5.37900664,3.00448749,4.31126352,0.01662796,0.24328083,1.24421931,0.00309056
-5.18959480,5.40238912,3.03177188,4.32919730,0.01713466,0.24693212,1.24683386,0.00307986
-5.18359180,5.40826564,3.04848506,4.33332739,0.01755398,0.24976789,1.24507559,0.00306063
-5.17758879,5.39591451,3.05391161,4.32310680,0.01787767,0.25170730,1.23879272,0.00303265
-5.17158579,5.36492925,3.04750786,4.29824240,0.01809947,0.25268364,1.22790465,0.00299586
-5.16558279,5.31526809,3.02893741,4.25873430,0.01821533,0.25264803,1.21241163,0.00295037
-5.15957979,5.24729204,2.99809997,4.20490628,0.01822366,0.25157243,1.19240176,0.00289645
-5.15357679,5.16178878,2.95515130,4.13742486,0.01812542,0.24945192,1.16805490,0.00283461
-5.14757379,5.05998016,2.90051314,4.05730536,0.01792416,0.24630600,1.13964306,0.00276557
-5.14157079,4.94351227,2.83487210,3.96590401,0.01762597,0.24217882,1.10752708,0.00269025
-5.13556778,4.81442777,2.75916732,3.86489583,0.01723932,0.23713838,1.07214977,0.00260980
-5.12956478,4.67512118,2.67456748,3.75623896,0.01677479,0.23127469,1.03402557,0.00252555
-5.12356178,4.52827907,2.58243792,3.64212661,0.01624482,0.22469693,0.99372726,0.00243899
-5.11755878,4.37680741,2.48429983,3.52492879,0.01566324,0.21752990,0.95187038,0.00235174
-5.11155578,4.22374949,2.38178320,3.40712621,0.01504494,0.20990974,0.90909591,0.00226552
-5.10555278,4.07219808,2.27657610,3.29123938,0.01440534,0.20197937,0.86605218,0.00218207
-5.09954977,3.92520566,2.17037273,3.17975595,0.01375994,0.19388372,0.82337671,0.00210313
-5.09354677,3.78569682,2.06482272,3.07505948,0.01312389,0.18576504,0.78167891,0.00203036
-5.08754377,3.65638645,1.96148409,2.97936268,0.01251153,0.17775857,0.74152421,0.00196533
-5.08154077,3.53970715,1.86178190,2.89464767,0.01193603,0.16998869,0.70342049,0.00190943
-5.07553777,3.43774847,1.76697435,2.82261558,0.01140902,0.16256579,0.66780703,0.00186388
-5.06953477,3.35221007,1.67812734,2.76464711,0.01094041,0.15558389,0.63504655,0.00182964
-5.06353177,3.28436996,1.59609837,2.72177510,0.01053811,0.14911914,0.60542031,0.00180741
-5.05752876,3.23506830,1.52152968,2.69466950,0.01020802,0.14322923,0.57912642,0.00179763
-5.05152576,3.20470633,1.45485030,2.68363462,0.00995394,0.13795354,0.55628100,0.00180044
-5.04552276,3.19325925,1.39628610,2.68861772,0.00977763,0.13331414,0.53692204,0.00181567
-5.03951976,3.20030164,1.34587654,2.70922793,0.00967897,0.12931730,0.52101547,0.00184290
-5.03351676,3.22504290,1.30349659,2.74476371,0.00965609,0.12595551,0.50846294,0.00188143
-5.02751376,3.26637062,1.26888203,2.79424705,0.00970560,0.12320979,0.49911075,0.00193032
-5.02151076,3.32289910,1.24165642,2.85646254,0.00982284,0.12105205,0.49275945,0.00198841
-5.01550775,3.39302052,1.22135794,2.92999908,0.01000217,0.11944752,0.48917358,0.00205438
-5.00950475,3.47495640,1.20746468,3.01329265,0.01023720,0.11835681,0.48809106,0.00212673
-5.00350175,3.56680721,1.19941697,3.10466817,0.01052110,0.11773781,0.48923187,0.00220390
-4.99749875,3.66659851,1.19663601,3.20237924,0.01084679,0.11754705,0.49230580,0.00228423
-4.99149575,3.77232211,1.19853793,3.30464457,0.01120719,0.11774073,0.49701896,0.00236605
-4.98549275,3.88197173,1.20454340,3.40968028,0.01159535,0.11827519,0.50307912,0.00244770
-4.97948974,3.99357259,1.21408270,3.51572776,0.01200460,0.11910704,0.51019971,0.00252754
-4.97348674,4.10520503,1.22659696,3.62107690,0.01242861,0.12019290,0.51810279,0.00260403
-4.96748374,4.21502268,1.24153610,3.72408488,0.01286143,0.12148886,0.52652096,0.00267571
-4.96148074,4.32126589,1.25835470,3.82319094,0.01329747,0.12294986,0.53519843,0.00274125
-4.95547774,4.42227131,1.27650673,3.91692776,0.01373146,0.12452894,0.54389164,0.00279944
-4.94947474,4.51647877,1.29544018,4.00392999,0.01415838,0.12617669,0.55236943,0.00284923
-4.94347174,4.60243650,1.31459287,4.08294087,0.01457339,0.12784083,0.56041312,0.00288974
-4.93746873,4.67880568,1.33339007,4.15281747,0.01497175,0.12946611,0.56781665,0.00292022
-4.93146573,4.74436528,1.35124494,4.21253536,0.01534871,0.13099454,0.57438694,0.00294013
-4.92546273,4.79801781,1.36756193,4.26119312,0.01569948,0.13236609,0.57994451,0.00294907
-4.91945973,4.83879643,1.38174360,4.29801712,0.01601922,0.13351967,0.58432453,0.00294682
-4.91345673,4.86587360,1.39320056,4.32236686,0.01630301,0.13439460,0.58737814,0.00293331
-4.90745373,4.87857128,1.40136426,4.33374084,0.01654589,0.13493224,0.58897418,0.00290864
-4.90145073,4.87637213,1.40570198,4.33178288,0.01674299,0.13507799,0.58900107,0.00287307
-4.89544772,4.85893147,1.40573315,4.31628865,0.01688960,0.13478330,0.58736889,0.00282699
-4.88944472,4.82608901,1.40104615,4.28721209,0.01698135,0.13400764,0.58401137,0.00277096
-4.88344172,4.77787982,1.39131452,4.24467104,0.01701439,0.13272051,0.57888783,0.00270564
-4.87743872,4.71454339,1.37631155,4.18895188,0.01698554,0.13090297,0.57198480,0.00263183
-4.87143572,4.63653024,1.35592246,4.12051237,0.01689253,0.12854905,0.56331718,0.00255045
-4.86543272,4.54450505,1.33015318,4.03998231,0.01673416,0.12566655,0.55292904,0.00246250
-4.85942971,4.43934588,1.29913540,3.94816156,0.01651047,0.12227744,0.54089370,0.00236908
-4.85342671,4.32213879,1.26312719,3.84601500,0.01622289,0.11841775,0.52731321,0.00227136
-4.84742371,4.19416779,1.22250938,3.73466427,0.01587429,0.11413691,0.51231728,0.00217056
-4.84142071,4.05689985,1.17777758,3.61537606,0.01546910,0.10949657,0.49606136,0.00206794
-4.83541771,3.91196522,1.12953026,3.48954695,0.01501323,0.10456905,0.47872430,0.00196477
-4.82941471,3.76113339,1.07845339,3.35868514,0.01451407,0.09943536,0.46050531,0.00186232
-4.82341171,3.60628516,1.02530244,3.22438911,0.01398037,0.09418299,0.44162051,0.00176182
-4.81740870,3.44938156,0.97088226,3.08832376,0.01342207,0.08890353,0.42229901,0.00166448
-4.81140570,3.29243051,0.91602608,2.95219453,0.01285012,0.08369015,0.40277880,0.00157142
-4.80540270,3.13745189,0.86157404,2.81772015,0.01227620,0.07863524,0.38330227,0.00148370
-4.79939970,2.98644232,0.80835249,2.68660453,0.01171253,0.07382806,0.36411184,0.00140226
-4.79339670,2.84134026,0.75715448,2.56050882,0.01117150,0.06935267,0.34544544,0.00132796
-4.78739370,2.70399269,0.70872216,2.44102394,0.01066544,0.06528613,0.32753214,0.00126153
-4.78139070,2.57612391,0.66373161,2.32964471,0.01020628,0.06169702,0.31058808,0.00120356
-4.77538769,2.45930759,0.62278036,2.22774591,0.00980525,0.05864432,0.29481253,0.00115455
-4.76938469,2.35494232,0.58637784,2.13656097,0.00947265,0.05617670,0.28038447,0.00111484
-4.76338169,2.26423155,0.55493879,2.05716385,0.00921752,0.05433211,0.26745951,0.00108468
-4.75737869,2.18816789,0.52877954,1.99045429,0.00904744,0.05313782,0.25616739,0.00106420
-4.75137569,2.12752226,0.50811703,1.93714680,0.00896835,0.05261076,0.24660991,0.00105341
-4.74537269,2.08283767,0.49307036,1.89776341,0.00898430,0.05275806,0.23885959,0.00105225
-4.73936968,2.05442754,0.48366440,1.87263017,0.00909739,0.05357800,0.23295880,0.00106056
-4.73336668,2.04237827,0.47983538,1.86187717,0.00930764,0.05506098,0.22891957,0.00107812
-4.72736368,2.04655566,0.48143787,1.86544180,0.00961294,0.05719077,0.22672395,0.00110466
-4.72136068,2.06661457,0.48825304,1.88307488,0.01000906,0.05994570,0.22632501,0.00113985
-4.71535768,2.10201125,0.49999758,1.91434923,0.01048969,0.06329999,0.22764825,0.00118331
-4.70935468,2.15201781,0.51633330,1.95867006,0.01104655,0.06722495,0.23059364,0.00123465
-4.70335168,2.21573812,0.53687683,2.01528692,0.01166948,0.07169016,0.23503791,0.00129342
-4.69734867,2.29212464,0.56120933,2.08330657,0.01234672,0.07666441,0.24083731,0.00135916
-4.69134567,2.37999562,0.58888587,2.16170654,0.01306508,0.08211658,0.24783058,0.00143137
-4.68534267,2.47805249,0.61944443,2.24934902,0.01381028,0.08801615,0.25584205,0.00150952
-4.67933967,2.58489692,0.65241405,2.34499500,0.01456723,0.09433356,0.26468494,0.00159305
-4.67333667,2.69904766,0.68732234,2.44731858,0.01532044,0.10104019,0.27416464,0.00168135
-4.66733367,2.81895704,0.72370186,2.55492144,0.01605435,0.10810813,0.28408194,0.00177376
-4.66133067,2.94302735,0.76109562,2.66634780,0.01675376,0.11550964,0.29423626,0.00186961
-4.65532766,3.06962718,0.79906139,2.78009992,0.01740419,0.12321633,0.30442867,0.00196813
-4.64932466,3.19710811,0.83717496,2.89465440,0.01799229,0.13119813,0.31446485,0.00206855
-4.64332166,3.32382187,0.87503239,3.00847962,0.01850614,0.13942214,0.32415787,0.00217002
-4.63731866,3.44813832,0.91225132,3.12005428,0.01893563,0.14785131,0.33333080,0.00227169
-4.63131566,3.56846431,0.94847147,3.22788725,0.01927265,0.15644321,0.34181918,0.00237265
-4.62531266,3.68326347,0.98335459,3.33053851,0.01951132,0.16514887,0.34947332,0.00247200
-4.61930965,3.79107680,1.01658406,3.42664105,0.01964812,0.17391172,0.35616047,0.00256882
-4.61330665,3.89054381,1.04786428,3.51492319,0.01968195,0.18266700,0.36176678,0.00266224
-4.60730365,3.98042369,1.07692036,3.59423079,0.01961411,0.19134140,0.36619915,0.00275137
-4.60130065,4.05961608,1.10349806,3.66354872,0.01944821,0.19985325,0.36938684,0.00283543
-4.59529765,4.12718057,1.12736442,3.72202064,0.01919005,0.20811321,0.37128279,0.00291366
-4.58929465,4.18235428,1.14830909,3.76896633,0.01884738,0.21602550,0.37186475,0.00298541
-4.58329165,4.22456673,1.16614654,3.80389578,0.01842969,0.22348971,0.37113598,0.00305009
-4.57728864,4.25345115,1.18071907,3.82651914,0.01794792,0.23040307,0.36912559,0.00310724
-4.57128564,4.26885168,1.19190070,3.83675206,0.01741413,0.23666322,0.36588833,0.00315649
-4.56528264,4.27082589,1.19960144,3.83471590,0.01684122,0.24217128,0.36150393,0.00319755
-4.55927964,4.25964225,1.20377213,3.82073258,0.01624260,0.24683516,0.35607579,0.00323026
-4.55327664,4.23577247,1.20440904,3.79531415,0.01563191,0.25057291,0.34972911,0.00325453
-4.54727364,4.19987879,1.20155826,3.75914735,0.01502270,0.25331599,0.34260826,0.00327035
-4.54127064,4.15279653,1.19531916,3.71307361,0.01442821,0.25501217,0.33487374,0.00327780
-4.53526763,4.09551244,1.18584667,3.65806529,0.01386109,0.25562813,0.32669835,0.00327699
-4.52926463,4.02913953,1.17335212,3.59519907,0.01333322,0.25515135,0.31826300,0.00326809
-4.52326163,3.95488939,1.15810204,3.52562732,0.01285550,0.25359134,0.30975206,0.00325128
-4.51725863,3.87404263,1.14041514,3.45054880,0.01243768,0.25098008,0.30134850,0.00322680
-4.51125563,3.78791885,1.12065706,3.37117944,0.01208822,0.24737163,0.29322883,0.00319488
-4.50525263,3.69784684,1.09923322,3.28872442,0.01181417,0.24284087,0.28555820,0.00315578
-4.49924962,3.60513606,1.07657991,3.20435242,0.01162100,0.23748151,0.27848567,0.00310977
-4.49324662,3.51105035,1.05315392,3.11917269,0.01151256,0.23140341,0.27213998,0.00305715
-4.48724362,3.41678467,1.02942131,3.03421571,0.01149094,0.22472934,0.26662587,0.00299821
-4.48124062,3.32344536,1.00584590,2.95041786,0.01155645,0.21759138,0.26202122,0.00293334
-4.47523762,3.23203463,0.98287796,2.86861026,0.01170753,0.21012705,0.25837511,0.00286291
-4.46923462,3.14343965,0.96094401,2.78951208,0.01194078,0.20247559,0.25570688,0.00278739
-4.46323162,3.05842631,0.94043815,2.71372823,0.01225095,0.19477427,0.25400630,0.00270729
-4.45722861,2.97763793,0.92171561,2.64175126,0.01263104,0.18715518,0.25323485,0.00262322
-4.45122561,2.90159877,0.90508882,2.57396723,0.01307241,0.17974250,0.25332814,0.00253586
-4.44522261,2.83072217,0.89082651,2.51066536,0.01356494,0.17265043,0.25419925,0.00244596
-4.43921961,2.76532294,0.87915570,2.45205081,0.01409728,0.16598186,0.25574309,0.00235438
-4.43321661,2.70563366,0.87026663,2.39826027,0.01465711,0.15982773,0.25784140,0.00226207
-4.42721361,2.65182402,0.86432039,2.34937977,0.01523148,0.15426715,0.26036833,0.00217005
-4.42121061,2.60402274,0.86145849,2.30546408,0.01580718,0.14936826,0.26319630,0.00207940
-4.41520760,2.56234091,0.86181408,2.26655696,0.01637114,0.14518953,0.26620189,0.00199129
-4.40920460,2.52689593,0.86552368,2.23271158,0.01691086,0.14178155,0.26927157,0.00190692
-4.40320160,2.49783483,0.87273870,2.20401029,0.01741478,0.13918909,0.27230690,0.00182753
-4.39719860,2.47535583,0.88363575,2.18058273,0.01787268,0.13745315,0.27522903,0.00175438
-4.39119560,2.45972688,0.89842480,2.16262157,0.01827605,0.13661300,0.27798225,0.00168873
-4.38519260,2.45130007,0.91735439,2.15039493,0.01861835,0.13670781,0.28053652,0.00163180
-4.37918959,2.45052072,0.94071303,2.14425449,0.01889523,0.13777792,0.28288863,0.00158481
-4.37318659,2.45793019,0.96882640,2.14463870,0.01910467,0.13986539,0.28506218,0.00154889
-4.36718359,2.47416168,1.00204996,2.15207038,0.01924696,0.14301401,0.28710615,0.00152510
-4.36118059,2.49992844,1.04075691,2.16714819,0.01932470,0.14726837,0.28909228,0.00151441
-4.35517759,2.53600434,1.08532172,2.19053193,0.01934258,0.15267237,0.29111118,0.00151768
-4.34917459,2.58319692,1.13609989,2.22292155,0.01930711,0.15926686,0.29326755,0.00153562
-4.34317159,2.64231351,1.19340442,2.26503037,0.01922634,0.16708674,0.29567455,0.00156880
-4.33716858,2.71412161,1.25748037,2.31755326,0.01910940,0.17615751,0.29844762,0.00161761
-4.33116558,2.79930469,1.32847843,2.38113069,0.01896606,0.18649160,0.30169806,0.00168226
-4.32516258,2.89841554,1.40642903,2.45631024,0.01880628,0.19808447,0.30552668,0.00176275
-4.31915958,3.01182904,1.49121837,2.54350699,0.01863971,0.21091096,0.31001767,0.00185886
-4.31315658,3.13969670,1.58256780,2.64296489,0.01847527,0.22492183,0.31523319,0.00197016
-4.30715358,3.28190562,1.68001784,2.75472095,0.01832076,0.24004103,0.32120876,0.00209597
