energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.84992496,2.43057373,0.39637384,0.00131558,0.21524291,1.11159039,0.99270412,1.09636704,0.00000000
-5.84392196,2.52865562,0.40339952,0.00124991,0.22142397,1.16156421,1.03366414,1.14296435,0.00000000
-5.83791896,2.62173188,0.40945355,0.00121529,0.22756962,1.20893926,1.07221896,1.18721690,0.00000000
-5.83191596,2.70805905,0.41427713,0.00120870,0.23350937,1.25280092,1.10766436,1.22837216,0.00000000
-5.82591296,2.78596416,0.41764035,0.00122751,0.23907817,1.29228781,1.13931826,1.26570961,0.00000000
-5.81990995,2.85389791,0.41934973,0.00126946,0.24412116,1.32661611,1.16654330,1.29856400,0.00000000
-5.81390695,2.91048636,0.41925490,0.00133273,0.24849818,1.35510203,1.18876909,1.32634793,0.00000000
-5.80790395,2.95457875,0.41725397,0.00141591,0.25208775,1.37718160,1.20551307,1.34857321,0.00000000
-5.80190095,2.98528978,0.41329754,0.00151797,0.25479044,1.39242720,1.21639913,1.36486974,0.00000000
-5.79589795,3.00203436,0.40739110,0.00163830,0.25653158,1.40055996,1.22117320,1.37500156,0.00000000
-5.78989495,3.00455357,0.39959573,0.00177658,0.25726308,1.40145788,1.21971506,1.37887898,0.00000000
-5.78389195,2.99293055,0.39002717,0.00193281,0.25696454,1.39515924,1.21204583,1.37656651,0.00000000
-5.77788894,2.96759586,0.37885315,0.00210720,0.25564344,1.38186126,1.19833088,1.36828619,0.00000000
-5.77188594,2.92932180,0.36628926,0.00230011,0.25333458,1.36191406,1.17887795,1.35441590,0.00000000
-5.76588294,2.87920604,0.35259342,0.00251197,0.25009867,1.33581037,1.15413057,1.33548291,0.00000000
-5.75987994,2.81864503,0.33805928,0.00274315,0.24602036,1.30417115,1.12465709,1.31215257,0.00000000
-5.75387694,2.74929804,0.32300874,0.00299392,0.24120557,1.26772778,1.09113561,1.28521254,0.00000000
-5.74787394,2.67304324,0.30778384,0.00326431,0.23577842,1.22730157,1.05433557,1.25555301,0.00000000
-5.74187094,2.59192697,0.29273841,0.00355402,0.22987770,1.18378097,1.01509652,1.22414335,0.00000000
-5.73586793,2.50810815,0.27822964,0.00386234,0.22365311,1.13809749,0.97430490,1.19200609,0.00000000
-5.72986493,2.42379918,0.26460978,0.00418804,0.21726137,1.09120090,0.93286968,1.16018867,0.00000000
-5.72386193,2.34120544,0.25221833,0.00452934,0.21086215,1.04403445,0.89169757,1.12973400,0.00000000
-5.71785893,2.26246486,0.24137461,0.00488387,0.20461410,0.99751081,0.85166854,1.10165061,0.00000000
-5.71185593,2.18958941,0.23237112,0.00524861,0.19867094,0.95248925,0.81361265,1.07688315,0.00000000
-5.70585293,2.12441007,0.22546747,0.00561992,0.19317766,0.90975481,0.77828843,1.05628420,0.00000000
-5.69984992,2.06852675,0.22088518,0.00599359,0.18826704,0.86999976,0.74636378,1.04058823,0.00000000
-5.69384692,2.02326454,0.21880317,0.00636490,0.18405634,0.83380787,0.71839962,1.03038844,0.00000000
-5.68784392,1.98963745,0.21935401,0.00672870,0.18064443,0.80164197,0.69483680,1.02611730,0.00000000
-5.68184092,1.96832069,0.22262099,0.00707956,0.17810928,0.77383479,0.67598658,1.02803146,0.00000000
-5.67583792,1.95963236,0.22863589,0.00741189,0.17650591,0.75058366,0.66202474,1.03620156,0.00000000
-5.66983492,1.96352507,0.23737755,0.00772012,0.17586493,0.73194885,0.65298959,1.05050748,0.00000000
-5.66383192,1.97958791,0.24877121,0.00799887,0.17619157,0.71785593,0.64878379,1.07063932,0.00000000
-5.65782891,2.00705897,0.26268874,0.00824308,0.17746549,0.70810179,0.64917995,1.09610422,0.00000000
-5.65182591,2.04484817,0.27894976,0.00844826,0.17964119,0.70236439,0.65382977,1.12623907,0.00000000
-5.64582291,2.09156992,0.29732378,0.00861054,0.18264913,0.70021589,0.66227649,1.16022888,0.00000000
-5.63981991,2.14558493,0.31753334,0.00872691,0.18639767,0.70113887,0.67397034,1.19713031,0.00000000
-5.63381691,2.20504998,0.33925837,0.00879522,0.19077563,0.70454501,0.68828644,1.23589977,0.00000000
-5.62781391,2.26797432,0.36214166,0.00881434,0.19565561,0.70979595,0.70454470,1.27542525,0.00000000
-5.62181091,2.33228094,0.38579560,0.00878414,0.20089784,0.71622538,0.72203118,1.31456085,0.00000000
-5.61580790,2.39587084,0.40980999,0.00870555,0.20635458,0.72316188,0.74002008,1.35216286,0.00000000
-5.60980490,2.45668826,0.43376102,0.00858047,0.21187492,0.72995162,0.75779589,1.38712612,0.00000000
-5.60380190,2.51278446,0.45722106,0.00841176,0.21730972,0.73598021,0.77467486,1.41841934,0.00000000
-5.59779890,2.56237816,0.47976926,0.00820311,0.22251670,0.74069296,0.79002510,1.44511812,0.00000000
-5.59179590,2.60391014,0.50100245,0.00795897,0.22736529,0.74361276,0.80328474,1.46643433,0.00000000
-5.58579290,2.63609039,0.52054621,0.00768437,0.23174126,0.74435507,0.81397745,1.48174091,0.00000000
-5.57978989,2.65793579,0.53806559,0.00738484,0.23555074,0.74263947,0.82172490,1.49059094,0.00000000
-5.57378689,2.66879730,0.55327515,0.00706623,0.23872366,0.73829734,0.82625566,1.49273046,0.00000000
-5.56778389,2.66837547,0.56594782,0.00673459,0.24121620,0.73127561,0.82741043,1.48810455,0.00000000
-5.56178089,2.65672397,0.57592233,0.00639603,0.24301246,0.72163626,0.82514330,1.47685645,0.00000000
-5.55577789,2.63424107,0.58310861,0.00605660,0.24412497,0.70955204,0.81951930,1.45931992,0.00000000
-5.54977489,2.60164967,0.58749116,0.00572221,0.24459411,0.69529832,0.81070815,1.43600528,0.00000000
-5.54377189,2.55996672,0.58912990,0.00539852,0.24448649,0.67924171,0.79897481,1.40757978,0.00000000
-5.53776888,2.51046361,0.58815854,0.00509089,0.24389224,0.66182594,0.78466706,1.37484316,0.00000000
-5.53176588,2.45461894,0.58478038,0.00480433,0.24292136,0.64355554,0.76820084,1.33869959,0.00000000
-5.52576288,2.39406601,0.57926170,0.00454347,0.24169925,0.62497805,0.75004387,1.30012706,0.00000000
-5.51975988,2.33053687,0.57192292,0.00431251,0.24036150,0.60666555,0.73069825,1.26014562,0.00000000
-5.51375688,2.26580527,0.56312786,0.00411526,0.23904836,0.58919603,0.71068283,1.21978554,0.00000000
-5.50775388,2.20163072,0.55327146,0.00395510,0.23789880,0.57313540,0.69051588,1.18005680,0.00000000
-5.50175088,2.13970562,0.54276662,0.00383499,0.23704470,0.55902070,0.67069887,1.14192084,0.00000000
-5.49574787,2.08160728,0.53203042,0.00375749,0.23660517,0.54734502,0.65170181,1.10626559,0.00000000
-5.48974487,2.02875650,0.52147055,0.00372472,0.23668141,0.53854453,0.63395067,1.07388444,0.00000000
-5.48374187,1.98238375,0.51147227,0.00373842,0.23735225,0.53298792,0.61781729,1.04545986,0.00000000
-5.47773887,1.94350395,0.50238653,0.00379989,0.23867047,0.53096838,0.60361192,1.02155167,0.00000000
-5.47173587,1.91290009,0.49451966,0.00391001,0.24066033,0.53269836,0.59157863,1.00259042,0.00000000
-5.46573287,1.89111585,0.48812499,0.00406921,0.24331608,0.53830683,0.58189349,0.98887533,0.00000000
-5.45972986,1.87845675,0.48339660,0.00427748,0.24660180,0.54783903,0.57466535,0.98057680,0.00000000
-5.45372686,1.87499925,0.48046551,0.00453428,0.25045244,0.56125849,0.56993909,0.97774271,0.00000000
-5.44772386,1.88060648,0.47939808,0.00483859,0.25477603,0.57845100,0.56770085,0.98030801,0.00000000
-5.44172086,1.89494971,0.48019687,0.00518883,0.25945699,0.59923020,0.56788488,0.98810670,0.00000000
-5.43571786,1.91753372,0.48280348,0.00558285,0.26436042,0.62334437,0.57038148,1.00088554,0.00000000
-5.42971486,1.94772484,0.48710330,0.00601792,0.26933712,0.65048418,0.57504562,1.01831846,0.00000000
-5.42371186,1.98477986,0.49293188,0.00649069,0.27422911,0.68029090,0.58170559,1.04002105,0.00000000
-5.41770885,2.02787459,0.50008232,0.00699718,0.27887553,0.71236479,0.59017129,1.06556433,0.00000000
-5.41170585,2.07613052,0.50831364,0.00753281,0.28311845,0.74627344,0.60024175,1.09448711,0.00000000
-5.40570285,2.12863867,0.51735944,0.00809237,0.28680857,0.78155971,0.61171154,1.12630664,0.00000000
-5.39969985,2.18447975,0.52693675,0.00867006,0.28981031,0.81774919,0.62437578,1.16052708,0.00000000
-5.39369685,2.24274018,0.53675457,0.00925954,0.29200639,0.85435709,0.63803371,1.19664586,0.00000000
-5.38769385,2.30252385,0.54652201,0.00985399,0.29330137,0.89089446,0.65249077,1.23415779,0.00000000
-5.38169085,2.36295976,0.55595568,0.01044615,0.29362435,0.92687382,0.66755931,1.27255736,0.00000000
-5.37568784,2.42320614,0.56478629,0.01102844,0.29293055,0.96181435,0.68305818,1.31133942,0.00000000
-5.36968484,2.48245171,0.57276441,0.01159306,0.29120182,0.99524661,0.69881146,1.34999895,0.00000000
-5.36368184,2.53991511,0.57966524,0.01213213,0.28844614,1.02671713,0.71464676,1.38803033,0.00000000
-5.35767884,2.59484352,0.58529247,0.01263779,0.28469611,1.05579295,0.73039340,1.42492682,0.00000000
-5.35167584,2.64651156,0.58948133,0.01310240,0.28000677,1.08206619,0.74588102,1.46018077,0.00000000
-5.34567284,2.69422140,0.59210075,0.01351867,0.27445256,1.10515896,0.76093887,1.49328516,0.00000000
-5.33966983,2.73730503,0.59305476,0.01387979,0.26812398,1.12472841,0.77539610,1.52373675,0.00000000
-5.33366683,2.77512923,0.59228316,0.01417966,0.26112391,1.14047221,0.78908340,1.55104121,0.00000000
-5.32766383,2.80710350,0.58976151,0.01441299,0.25356383,1.15213422,0.80183592,1.57472025,0.00000000
-5.32166083,2.83269107,0.58550045,0.01457544,0.24556014,1.15951019,0.81349762,1.59432056,0.00000000
-5.31565783,2.85142247,0.57954433,0.01466377,0.23723076,1.16245352,0.82392680,1.60942446,0.00000000
-5.30965483,2.86291122,0.57196916,0.01467589,0.22869208,1.16088050,0.83300260,1.61966153,0.00000000
-5.30365183,2.86687051,0.56287999,0.01461098,0.22005630,1.15477505,0.84063213,1.62472086,0.00000000
-5.29764882,2.86312992,0.55240749,0.01446949,0.21142941,1.14419237,0.84675767,1.62436300,0.00000000
-5.29164582,2.85165087,0.54070407,0.01425317,0.20290958,1.12926141,0.85136358,1.61843105,0.00000000
-5.28564282,2.83253947,0.52793927,0.01396500,0.19458609,1.11018569,0.85448229,1.60685997,0.00000000
-5.27963982,2.80605570,0.51429480,0.01360918,0.18653876,1.08724230,0.85619883,1.58968360,0.00000000
-5.27363682,2.77261779,0.49995914,0.01319098,0.17883768,1.06077892,0.85665355,1.56703864,0.00000000
-5.26763382,2.73280094,0.48512198,0.01271663,0.17154335,1.03120870,0.85604254,1.53916526,0.00000000
-5.26163082,2.68733004,0.46996863,0.01219317,0.16470697,0.99900301,0.85461548,1.50640412,0.00000000
-5.25562781,2.63706598,0.45467466,0.01162827,0.15837090,0.96468219,0.85267083,1.46918968,0.00000000
-5.24962481,2.58298593,0.43940095,0.01103006,0.15256914,0.92880447,0.85054831,1.42803996,0.00000000
-5.24362181,2.52615795,0.42428937,0.01040691,0.14732786,0.89195332,0.84861882,1.38354323,0.00000000
-5.23761881,2.46771100,0.40945927,0.00976725,0.14266575,0.85472368,0.84727211,1.33634194,0.00000000
-5.23161581,2.40880122,0.39500511,0.00911938,0.13859439,0.81770743,0.84690260,1.28711475,0.00000000
-5.22561281,2.35057607,0.38099497,0.00847131,0.13511844,0.78147861,0.84789390,1.23655737,0.00000000
-5.21960980,2.29413767,0.36747050,0.00783059,0.13223567,0.74657893,0.85060274,1.18536292,0.00000000
-5.21360680,2.24050702,0.35444782,0.00720415,0.12993698,0.71350409,0.85534283,1.13420283,0.00000000
-5.20760380,2.19059047,0.34191967,0.00659828,0.12820629,0.68269128,0.86236961,1.08370886,0.00000000
-5.20160080,2.14515011,0.32985848,0.00601847,0.12702043,0.65450854,0.87186643,1.03445712,0.00000000
-5.19559780,2.10477923,0.31822024,0.00546942,0.12634904,0.62924618,0.88393292,0.98695460,0.00000000
-5.18959480,2.06988385,0.30694895,0.00495501,0.12615456,0.60711062,0.89857621,0.94162866,0.00000000
-5.18359180,2.04067137,0.29598137,0.00447833,0.12639235,0.58822096,0.91570542,0.89881985,0.00000000
-5.17758879,2.01714651,0.28525186,0.00404173,0.12701097,0.57260835,0.93512984,0.85877815,0.00000000
-5.17158579,1.99911505,0.27469695,0.00364688,0.12795266,0.56021815,0.95656109,0.82166270,0.00000000
-5.16558279,1.98619490,0.26425959,0.00329493,0.12915412,0.55091482,0.97961910,0.78754475,0.00000000
-5.15957979,1.97783432,0.25389263,0.00298655,0.13054742,0.54448946,1.00384213,0.75641368,0.00000000
-5.15357679,1.97333629,0.24356162,0.00272210,0.13206127,0.54066947,1.02870013,0.72818559,0.00000000
-5.14757379,1.97188821,0.23324666,0.00250180,0.13362247,0.53913024,1.05361130,0.70271404,0.00000000
-5.14157079,1.97259549,0.22294338,0.00232582,0.13515753,0.53950814,1.07796092,0.67980239,0.00000000
-5.13556778,1.97451777,0.21266290,0.00219444,0.13659445,0.54141456,1.10112195,0.65921713,0.00000000
-5.12956478,1.97670623,0.20243110,0.00210821,0.13786459,0.54445017,1.12247636,0.64070163,0.00000000
-5.12356178,1.97824030,0.19228696,0.00206802,0.13890454,0.54821916,1.14143631,0.62398973,0.00000000
-5.11755878,1.97826244,0.18228048,0.00207520,0.13965786,0.55234256,1.15746433,0.60881866,0.00000000
-5.11155578,1.97600942,0.17247000,0.00213161,0.14007673,0.55647039,1.17009157,0.59494066,0.00000000
-5.10555278,1.97083887,0.16291935,0.00223965,0.14012336,0.56029202,1.17893332,0.58213311,0.00000000
-5.09954977,1.96225007,0.15369487,0.00240226,0.13977100,0.56354442,1.18370120,0.57020650,0.00000000
-5.09354677,1.94989827,0.14486245,0.00262287,0.13900470,0.56601800,1.18421145,0.55901033,0.00000000
-5.08754377,1.93360189,0.13648487,0.00290533,0.13782154,0.56755987,1.18038915,0.54843654,0.00000000
-5.08154077,1.91334279,0.12861929,0.00325375,0.13623052,0.56807440,1.17226816,0.53842051,0.00000000
-5.07553777,1.88925949,0.12131526,0.00367231,0.13425188,0.56752135,1.15998702,0.52893968,0.00000000
-5.06953477,1.86163411,0.11461315,0.00416511,0.13191615,0.56591146,1.14378107,0.52000994,0.00000000
-5.06353177,1.83087374,0.10854298,0.00473582,0.12926264,0.56330016,1.12397136,0.51168003,0.00000000
-5.05752876,1.79748733,0.10312380,0.00538749,0.12633774,0.55977946,1.10095093,0.50402434,0.00000000
-5.05152576,1.76205932,0.09836345,0.00612219,0.12319291,0.55546873,1.07516924,0.49713438,0.00000000
-5.04552276,1.72522136,0.09425876,0.00694071,0.11988252,0.55050477,1.04711555,0.49110951,0.00000000
-5.03951976,1.68762350,0.09079604,0.00784229,0.11646164,0.54503173,1.01730202,0.48604736,0.00000000
-5.03351676,1.64990615,0.08795193,0.00882432,0.11298393,0.53919137,0.98624721,0.48203438,0.00000000
-5.02751376,1.61267411,0.08569440,0.00988211,0.10949961,0.53311420,0.95446075,0.47913710,0.00000000
-5.02151076,1.57647360,0.08398390,0.01100869,0.10605369,0.52691187,0.92242959,0.47739447,0.00000000
-5.01550775,1.54177329,0.08277467,0.01219472,0.10268456,0.52067114,0.89060624,0.47681168,0.00000000
-5.00950475,1.50894979,0.08201604,0.01342845,0.09942298,0.51444972,0.85939927,0.47735581,0.00000000
-5.00350175,1.47827806,0.08165373,0.01469579,0.09629137,0.50827410,0.82916616,0.47895350,0.00000000
-4.99749875,1.44992687,0.08163117,0.01598047,0.09330370,0.50213937,0.80020845,0.48149084,0.00000000
-4.99149575,1.42395899,0.08189072,0.01726430,0.09046575,0.49601100,0.77276907,0.48481544,0.00000000
-4.98549275,1.40033609,0.08237484,0.01852755,0.08777574,0.48982843,0.74703164,0.48874061,0.00000000
-4.97948974,1.37892763,0.08302715,0.01974942,0.08522542,0.48351011,0.72312147,0.49305158,0.00000000
-4.97348674,1.35952320,0.08379350,0.02090855,0.08280142,0.47695991,0.70110801,0.49751337,0.00000000
-4.96748374,1.34184763,0.08462283,0.02198363,0.08048682,0.47007427,0.68100853,0.50188005,0.00000000
-4.96148074,1.32557817,0.08546804,0.02295406,0.07826293,0.46274991,0.66279268,0.50590497,0.00000000
-4.95547774,1.31036289,0.08628677,0.02380056,0.07611107,0.45489168,0.64638784,0.50935155,0.00000000
-4.94947474,1.29583968,0.08704209,0.02450579,0.07401439,0.44642003,0.63168508,0.51200404,0.00000000
-4.94347174,1.28165511,0.08770308,0.02505498,0.07195955,0.43727798,0.61854559,0.51367796,0.00000000
-4.93746873,1.26748257,0.08824541,0.02543639,0.06993821,0.42743709,0.60680751,0.51422961,0.00000000
-4.93146573,1.25303906,0.08865178,0.02564177,0.06794832,0.41690223,0.59629309,0.51356438,0.00000000
-4.92546273,1.23810016,0.08891222,0.02566659,0.06599510,0.40571505,0.58681607,0.51164328,0.00000000
-4.91945973,1.22251289,0.08902436,0.02551026,0.06409161,0.39395583,0.57818928,0.50848775,0.00000000
-4.91345673,1.20620578,0.08899346,0.02517614,0.06225909,0.38174386,0.57023218,0.50418206,0.00000000
-4.90745373,1.18919631,0.08883239,0.02467142,0.06052680,0.36923612,0.56277838,0.49887368,0.00000000
-4.90145073,1.17159506,0.08856134,0.02400685,0.05893155,0.35662453,0.55568278,0.49277116,0.00000000
-4.89544772,1.15360678,0.08820736,0.02319644,0.05751689,0.34413177,0.54882823,0.48613985,0.00000000
-4.88944472,1.13552812,0.08780374,0.02225690,0.05633197,0.33200587,0.54213138,0.47929543,0.00000000
-4.88344172,1.11774218,0.08738913,0.02120716,0.05543010,0.32051372,0.53554752,0.47259557,0.00000000
-4.87743872,1.10070986,0.08700642,0.02006774,0.05486706,0.30993387,0.52907423,0.46642996,0.00000000
-4.87143572,1.08495846,0.08670149,0.01886011,0.05469937,0.30054875,0.52275347,0.46120908,0.00000000
-4.86543272,1.07106763,0.08652178,0.01760607,0.05498225,0.29263664,0.51667222,0.45735203,0.00000000
-4.85942971,1.05965332,0.08651462,0.01632715,0.05576773,0.28646364,0.51096135,0.45527404,0.00000000
-4.85342671,1.05135010,0.08672563,0.01504409,0.05710268,0.28227600,0.50579291,0.45537386,0.00000000
-4.84742371,1.04679268,0.08719699,0.01377629,0.05902695,0.28029292,0.50137586,0.45802165,0.00000000
-4.84142071,1.04659710,0.08796573,0.01254148,0.06157175,0.28070021,0.49795041,0.46354781,0.00000000
-4.83541771,1.05134256,0.08906224,0.01135539,0.06475813,0.28364488,0.49578134,0.47223303,0.00000000
-4.82941471,1.06155446,0.09050886,0.01023153,0.06859590,0.28923101,0.49515039,0.48430008,0.00000000
-4.82341171,1.07768950,0.09231882,0.00918111,0.07308276,0.29751681,0.49634847,0.49990756,0.00000000
-4.81740870,1.10012342,0.09449546,0.00821300,0.07820387,0.30851321,0.49966760,0.51914593,0.00000000
-4.81140570,1.12914197,0.09703187,0.00733376,0.08393181,0.32218382,0.50539341,0.54203586,0.00000000
-4.80540270,1.16493547,0.09991094,0.00654782,0.09022694,0.33844642,0.51379822,0.56852909,0.00000000
-4.79939970,1.20759727,0.10310587,0.00585761,0.09703823,0.35717578,0.52513515,0.59851170,0.00000000
-4.79339670,1.25712607,0.10658111,0.00526380,0.10430434,0.37820781,0.53963341,0.63180973,0.00000000
-4.78739370,1.31343198,0.11029375,0.00476554,0.11195526,0.40134490,0.55749494,0.66819674,0.00000000
-4.78139070,1.37634593,0.11419522,0.00436070,0.11991408,0.42636211,0.57889239,0.70740322,0.00000000
-4.77538769,1.44563184,0.11823333,0.00404614,0.12809908,0.45301414,0.60396840,0.74912724,0.00000000
-4.76938469,1.52100086,0.12235443,0.00381794,0.13642598,0.48104272,0.63283598,0.79304589,0.00000000
-4.76338169,1.60212679,0.12650570,0.00367161,0.14481022,0.51018418,0.66557990,0.83882708,0.00000000
-4.75737869,1.68866175,0.13063738,0.00360230,0.15316924,0.54017679,0.70225863,0.88614095,0.00000000
-4.75137569,1.78025110,0.13470478,0.00360495,0.16142464,0.57076772,0.74290666,0.93467046,0.00000000
-4.74537269,1.87654668,0.13867005,0.00367444,0.16950411,0.60171927,0.78753689,0.98412059,0.00000000
-4.73936968,1.97721760,0.14250350,0.00380568,0.17734305,0.63281410,0.83614267,1.03422561,0.00000000
-4.73336668,2.08195768,0.14618446,0.00399365,0.18488582,0.66385923,0.88869937,1.08475413,0.00000000
-4.72736368,2.19048925,0.14970154,0.00423349,0.19208657,0.69468868,0.94516518,1.13551150,0.00000000
-4.72136068,2.30256278,0.15305240,0.00452050,0.19890957,0.72516474,1.00548107,1.18633961,0.00000000
-4.71535768,2.41795253,0.15624285,0.00485009,0.20532906,0.75517759,1.06956982,1.23711391,0.00000000
-4.70935468,2.53644814,0.15928546,0.00521779,0.21132866,0.78464353,1.13733409,1.28773781,0.00000000
-4.70335168,2.65784292,0.16219775,0.00561920,0.21690030,0.81350188,1.20865378,1.33813496,0.00000000
-4.69734867,2.78191925,0.16499991,0.00604992,0.22204277,0.84171063,1.28338257,1.38823950,0.00000000
-4.69134567,2.90843215,0.16771244,0.00650551,0.22676003,0.86924118,1.36134419,1.43798524,0.00000000
-4.68534267,3.03709195,0.17035366,0.00698139,0.23105923,0.89607243,1.44232833,1.48729410,0.00000000
-4.67933967,3.16754724,0.17293723,0.00747282,0.23494871,0.92218452,1.52608671,1.53606472,0.00000000
-4.67333667,3.29936917,0.17547003,0.00797482,0.23843601,0.94755262,1.61232946,1.58416195,0.00000000
-4.66733367,3.43203827,0.17795033,0.00848210,0.24152603,0.97214108,1.70072208,1.63140797,0.00000000
-4.66133067,3.56493482,0.18036651,0.00898911,0.24421940,0.99589836,1.79088323,1.67757568,0.00000000
-4.65532766,3.69733352,0.18269633,0.00948996,0.24651131,1.01875294,1.88238356,1.72238500,0.00000000
-4.64932466,3.82840328,0.18490694,0.00997846,0.24839071,1.04061067,1.97474567,1.76550246,0.00000000
-4.64332166,3.95721232,0.18695550,0.01044817,0.24984002,1.06135349,2.06744543,1.80654443,0.00000000
-4.63731866,4.08273893,0.18879048,0.01089249,0.25083542,1.08083991,2.15991459,1.84508400,0.00000000
-4.63131566,4.20388750,0.19035360,0.01130469,0.25134766,1.09890713,2.25154473,1.88066130,0.00000000
-4.62531266,4.31950949,0.19158227,0.01167810,0.25134333,1.11537476,2.34169262,1.91279713,0.00000000
-4.61930965,4.42842855,0.19241239,0.01200623,0.25078665,1.13005003,2.42968675,1.94100904,0.00000000
-4.61330665,4.52946883,0.19278140,0.01228294,0.24964156,1.14273420,2.51483511,1.96482936,0.00000000
-4.60730365,4.62148529,0.19263143,0.01250257,0.24787412,1.15322987,2.59643398,1.98382410,0.00000000
-4.60130065,4.70339476,0.19191230,0.01266020,0.24545490,1.16134883,2.67377755,1.99761193,0.00000000
-4.59529765,4.77420623,0.19058425,0.01275172,0.24236147,1.16691994,2.74616830,2.00588194,0.00000000
-4.58929465,4.83304918,0.18862028,0.01277407,0.23858060,1.16979676,2.81292785,2.00840944,0.00000000
-4.58329165,4.87919848,0.18600793,0.01272533,0.23411024,1.16986433,2.87340804,2.00506859,0.00000000
-4.57728864,4.91209489,0.18275036,0.01260484,0.22896095,1.16704489,2.92700202,1.99584132,0.00000000
-4.57128564,4.93135992,0.17886677,0.01241323,0.22315688,1.16130206,2.97315501,1.98082167,0.00000000
-4.56528264,4.93680473,0.17439208,0.01215249,0.21673606,1.15264332,3.01137455,1.96021541,0.00000000
-4.55927964,4.92843230,0.16937584,0.01182591,0.20975013,1.14112066,3.04123973,1.93433463,0.00000000
-4.55327664,4.90643314,0.16388057,0.01143805,0.20226330,1.12682928,3.06240936,1.90358763,0.00000000
-4.54727364,4.87117449,0.15797948,0.01099457,0.19435083,1.10990454,3.07462849,1.86846449,0.00000000
-4.54127064,4.82318377,0.15175375,0.01050213,0.18609687,1.09051721,3.07773332,1.82951892,0.00000000
-4.53526763,4.76312712,0.14528955,0.00996816,0.17759193,1.06886734,3.07165403,1.78734751,0.00000000
-4.52926463,4.69178404,0.13867487,0.00940071,0.16893002,1.04517719,3.05641556,1.74256725,0.00000000
-4.52326163,4.61001946,0.13199647,0.00880816,0.16020566,1.01968342,3.03213628,1.69579259,0.00000000
-4.51725863,4.51875463,0.12533684,0.00819902,0.15151089,0.99262919,2.99902442,1.64761326,0.00000000
-4.51125563,4.41893826,0.11877167,0.00758169,0.14293242,0.96425643,2.95737264,1.59857383,0.00000000
-4.50525263,4.31151930,0.11236755,0.00696427,0.13454903,0.93479878,2.90755078,1.54915631,0.00000000
-4.49924962,4.19742256,0.10618035,0.00635434,0.12642949,0.90447551,2.84999721,1.49976642,0.00000000
-4.49324662,4.07752836,0.10025405,0.00575881,0.11863089,0.87348671,2.78520918,1.45072424,0.00000000
