energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.87993997,10.06613834,-8.33491622,1.72847260,-2.03009094,5.37373313,-4.08057078,0.00596722,-0.01402503,0.78532536,-0.48223656,2.06059156,-1.93673692,1.65132641,-0.97156220,1.90217288,-2.25201172,0.00000000,-0.00000000
-5.87393697,10.27062566,-8.63844760,1.71777634,-2.06836191,5.53676922,-4.29606202,0.00571003,-0.01428837,0.81173864,-0.49574732,2.08287793,-1.97141097,1.68317058,-1.00198381,1.88735652,-2.29443107,0.00000000,-0.00000000
-5.86793397,10.44987338,-8.93972914,1.69978379,-2.10091871,5.68931928,-4.51569531,0.00545949,-0.01453196,0.83584865,-0.50961128,2.09682656,-2.00215830,1.71041501,-1.03241852,1.86557980,-2.33142888,0.00000000,-0.00000000
-5.86193097,10.60200875,-9.23599604,1.67430150,-2.12699915,5.83049158,-4.73817575,0.00521507,-0.01474976,0.85740911,-0.52372056,2.10206154,-2.02844012,1.73254314,-1.06244776,1.83659783,-2.36211045,0.00000000,-0.00000000
-5.85592796,10.72572831,-9.52436676,1.64131439,-2.14590343,5.95959578,-4.96205774,0.00497616,-0.01493541,0.87622786,-0.53795323,2.09841129,-2.04974939,1.74914745,-1.09163047,1.80034268,-2.38563526,0.00000000,-0.00000000
-5.84992496,10.82028496,-9.80188295,1.60098933,-2.15701883,6.07611469,-5.18573668,0.00474216,-0.01508249,0.89216904,-0.55217713,2.08591102,-2.06562874,1.75994046,-1.11951506,1.75692888,-2.40124454,0.00000000,-0.00000000
-5.84392196,10.88545136,-10.06555273,1.55367128,-2.15984252,6.17966856,-5.40744487,0.00451252,-0.01518478,0.90515294,-0.56625427,2.06479651,-2.07568744,1.76476098,-1.14565237,1.70665125,-2.40828729,0.00000000,-0.00000000
-5.83791896,10.92146336,-10.31239628,1.49987237,-2.15400117,6.26997480,-5.62525273,0.00428681,-0.01523651,0.91515382,-0.58004527,2.03549010,-2.07961670,1.76357570,-1.16960889,1.64997530,-2.40624382,0.00000000,-0.00000000
-5.83191596,10.92894823,-10.53949244,1.44025468,-2.13926653,6.34680629,-5.83707646,0.00406471,-0.01523264,0.92219600,-0.59341399,1.99857972,-2.07720247,1.75647622,-1.19097980,1.58752102,-2.39474523,0.00000000,-0.00000000
-5.82591296,10.90884380,-10.74402584,1.37560780,-2.11556602,6.40995157,-6.04069321,0.00384608,-0.01516910,0.92634844,-0.60623193,1.95479246,-2.06833505,1.74367235,-1.20940140,1.52004114,-2.37358821,0.00000000,-0.00000000
-5.81990995,10.86231467,-10.92333351,1.30682250,-2.08298798,6.45918052,-6.23376465,0.00363093,-0.01504296,0.92771865,-0.61838228,1.90496431,-2.05301519,1.72548211,-1.22456213,1.44839508,-2.34274417,0.00000000,-0.00000000
-5.81390695,10.79067215,-11.07495062,1.23486181,-2.04178110,6.49421832,-6.41386929,0.00341941,-0.01485256,0.92644613,-0.62976341,1.85000779,-2.03135623,1.70231965,-1.23621206,1.37352022,-2.30236249,0.00000000,-0.00000000
-5.80790395,10.69530366,-11.19665474,1.16073122,-1.99234839,6.51473038,-6.57854378,0.00321186,-0.01459766,0.92269616,-0.64029174,1.79087954,-2.00358231,1.67468189,-1.24417019,1.29640187,-2.25276761,0.00000000,-0.00000000
-5.80190095,10.57761689,-11.28650813,1.08544903,-1.93523587,6.52031994,-6.72533265,0.00300874,-0.01427943,0.91665427,-0.64990367,1.72854927,-1.97002265,1.64313489,-1.24832952,1.21804343,-2.19445021,0.00000000,-0.00000000
-5.79589795,10.43900250,-11.34289757,1.01001857,-1.87111656,6.51053941,-6.85184542,0.00281062,-0.01390042,0.90852197,-0.65855669,1.66397196,-1.93110229,1.60830086,-1.24865947,1.13943819,-2.12805306,0.00000000,-0.00000000
-5.78989495,10.28081745,-11.36457107,0.93540297,-1.80077087,6.48491514,-6.95581958,0.00261821,-0.01346453,0.89851394,-0.66622944,1.59806432,-1.88732966,1.57084653,-1.24520585,1.06154377,-2.05435218,0.00000000,-0.00000000
-5.78389195,10.10438981,-11.35067060,0.86250362,-1.72506408,6.44298474,-7.03518723,0.00243226,-0.01297685,0.88685697,-0.67292092,1.53168647,-1.83928158,1.53147343,-1.23808823,0.98526018,-1.97423428,0.00000000,-0.00000000
-5.77788894,9.91104356,-11.30076021,0.79214275,-1.64492218,6.38434479,-7.08814270,0.00225363,-0.01244349,0.87379049,-0.67864874,1.46562942,-1.78758641,1.49091033,-1.22749512,0.91141206,-1.88867170,0.00000000,-0.00000000
-5.77188594,9.70214074,-11.21484840,0.72505035,-1.56130716,6.30870618,-7.11320848,0.00208322,-0.01187139,0.85956877,-0.68344666,1.40060820,-1.73290600,1.44990792,-1.21367703,0.84073546,-1.79869572,0.00000000,-0.00000000
-5.76588294,9.47913658,-11.09340375,0.66185571,-1.47519265,6.21595347,-7.10929612,0.00192195,-0.01126811,0.84446423,-0.68736151,1.33726061,-1.67591732,1.40923545,-1.19693803,0.77386906,-1.70536969,0.00000000,-0.00000000
-5.75987994,9.24364230,-10.93736306,0.60308300,-1.38754111,6.10620434,-7.07575924,0.00177079,-0.01064159,0.82877165,-0.69044975,1.27615060,-1.61729442,1.36967882,-1.17762608,0.71134980,-1.60976289,0.00000000,-0.00000000
-5.75387694,8.99748940,-10.74813106,0.54915086,-1.29928309,5.97986511,-7.01243586,0.00163071,-0.00999992,0.81281253,-0.69277400,1.21777561,-1.55769157,1.33203964,-1.15612279,0.65361225,-1.51292603,0.00000000,-0.00000000
-5.74787394,8.74278926,-10.52757120,0.50037509,-1.21129947,5.83767825,-6.91967767,0.00150273,-0.00935115,0.79693910,-0.69439959,1.16257654,-1.49772809,1.29713413,-1.13283293,0.60099131,-1.41586944,0.00000000,-0.00000000
-5.74187094,8.48198184,-10.27798728,0.45697404,-1.12440678,5.68075838,-6.79836444,0.00138783,-0.00870308,0.78153727,-0.69539166,1.11094922,-1.43797556,1.26579132,-1.10817444,0.55372747,-1.31954422,0.00000000,-0.00000000
-5.73586793,8.21786803,-10.00209609,0.41907585,-1.03934618,5.51061364,-6.64990267,0.00128702,-0.00806311,0.76702800,-0.69581287,1.06325602,-1.37894773,1.23884944,-1.08256913,0.51197388,-1.22482706,0.00000000,-0.00000000
-5.72986493,7.95362128,-9.70299148,0.38672693,-0.95677585,5.32915042,-6.47620801,0.00120131,-0.00743811,0.75386643,-0.69572196,1.01983653,-1.32109352,1.21714989,-1.05643459,0.47580453,-1.13250879,0.00000000,-0.00000000
-5.72386193,7.69277526,-9.38410080,0.35990100,-0.87726678,5.13866005,-6.27967224,0.00113171,-0.00683433,0.74253844,-0.69517338,0.98101626,-1.26479324,1.20152801,-1.03017758,0.44522290,-1.04328674,0.00000000,-0.00000000
-5.71785893,7.43918621,-9.04913496,0.33850823,-0.80130172,4.94178729,-6.06311584,0.00107922,-0.00625734,0.73355435,-0.69421797,0.94711266,-1.21035801,1.19280042,-1.00418888,0.42017053,-0.95776064,0.00000000,-0.00000000
-5.71185593,7.19696983,-8.70203339,0.32240392,-0.72927683,4.74148138,-5.82972840,0.00104486,-0.00571201,0.72743965,-0.69290464,0.91843776,-1.15803232,1.19174859,-0.97883992,0.40053507,-0.87643205,0.00000000,-0.00000000
-5.70585293,6.97041459,-8.34690567,0.31139664,-0.66150563,4.54093134,-5.58299902,0.00102962,-0.00520255,0.72472294,-0.69128306,0.89529753,-1.10799925,1.19909899,-0.95448083,0.38615748,-0.79970654,0.00000000,-0.00000000
-5.69984992,6.76387455,-7.98797119,0.30525542,-0.59822475,4.34348801,-5.32663983,0.00103449,-0.00473253,0.72592124,-0.68940697,0.87798776,-1.06038827,1.21550024,-0.93143984,0.37683838,-0.72789851,0.00000000,-0.00000000
-5.69384692,6.58164628,-7.62949857,0.30371613,-0.53960098,4.15257611,-5.06450532,0.00106044,-0.00430492,0.73152335,-0.68733804,0.86678700,-1.01528467,1.24149788,-0.91002369,0.37234335,-0.66123783,0.00000000,-0.00000000
-5.68784392,6.42783532,-7.27574587,0.30648712,-0.48573913,3.97159984,-4.80051057,0.00110842,-0.00392224,0.74197178,-0.68514968,0.86194701,-0.97274038,1.27750810,-0.89051865,0.37240744,-0.59987801,0.00000000,-0.00000000
-5.68184092,6.30621856,-6.93090272,0.31325412,-0.43669023,3.80384596,-4.53855106,0.00117938,-0.00358657,0.75764410,-0.68293064,0.86368169,-0.93278529,1.32379145,-0.87319179,0.37673900,-0.54390516,0.00000000,-0.00000000
-5.67583792,6.22010880,-6.59903507,0.32368476,-0.39245977,3.65238839,-4.28242631,0.00127423,-0.00329970,0.77883461,-0.68078784,0.87215508,-0.89543848,1.38042802,-0.85829200,0.38502308,-0.49334740,0.00000000,-0.00000000
-5.66983492,6.17222831,-6.28403283,0.33743287,-0.35301554,3.51999789,-4.03576938,0.00139385,-0.00306320,0.80573727,-0.67884817,0.88746967,-0.86071866,1.44729572,-0.84605041,0.39692465,-0.44818418,0.00000000,-0.00000000
-5.66383192,6.16459721,-5.98956047,0.35414278,-0.31829489,3.40906045,-3.80198361,0.00153912,-0.00287852,0.83843073,-0.67725886,0.90965574,-0.82865326,1.52405295,-0.83667987,0.41209200,-0.40835523,0.00000000,-0.00000000
-5.65782891,6.19844230,-5.71901064,0.37345387,-0.28821118,3.32150733,-3.58418736,0.00171088,-0.00274704,0.87686652,-0.67618625,0.93866265,-0.79928567,1.61012718,-0.83037321,0.43016035,-0.37376869,0.00000000,-0.00000000
-5.65182591,6.27413063,-5.47546033,0.39500542,-0.26265931,3.25875916,-3.38516729,0.00190998,-0.00267015,0.92086100,-0.67581273,0.97435270,-0.77268019,1.70471061,-0.82730028,0.45075606,-0.34430838,0.00000000,-0.00000000
-5.64582291,6.39113119,-5.26162960,0.41844186,-0.24152030,3.22168584,-3.20734011,0.00213727,-0.00264927,0.97009175,-0.67633201,1.01649816,-0.74892457,1.80676376,-0.82760359,0.47350130,-0.31983983,0.00000000,-0.00000000
-5.63981991,6.54800662,-5.07984261,0.44341846,-0.22466486,3.21058346,-3.05272253,0.00239362,-0.00268591,1.02409877,-0.67794274,1.06478175,-0.72812997,1.91502759,-0.83139293,0.49801937,-0.30021522,0.00000000,-0.00000000
-5.63381691,6.74243557,-4.93199142,0.46960723,-0.21195603,3.22516862,-2.92290900,0.00267992,-0.00278162,1.08229083,-0.68084073,1.11880049,-0.71042851,2.02804433,-0.83873915,0.52394043,-0.28527706,0.00000000,-0.00000000
-5.62781391,6.97126498,-4.81950276,0.49670289,-0.20325107,3.26459006,-2.81905663,0.00299713,-0.00293798,1.14395665,-0.68521026,1.17807296,-0.69596869,2.14418662,-0.84966748,0.55090753,-0.27486075,0.00000000,-0.00000000
-5.62181091,7.23059011,-4.74330895,0.52442871,-0.19840251,3.32745670,-2.74187691,0.00334626,-0.00315658,1.20828085,-0.69121491,1.24204939,-0.68490898,2.26169431,-0.86415107,0.57858273,-0.26879612,0.00000000,-0.00000000
-5.61580790,7.51585909,-4.70382405,0.55254174,-0.19725879,3.41188110,-2.69163386,0.00372841,-0.00343893,1.27436404,-0.69898852,1.31012413,-0.67741027,2.37871773,-0.88210513,0.60665292,-0.26690806,0.00000000,-0.00000000
-5.60980490,7.82199772,-4.70092696,0.58083724,-0.19966440,3.51553634,-2.66814851,0.00414475,-0.00378636,1.34124614,-0.70862679,1.38164960,-0.67362765,2.49336582,-0.90338249,0.63483506,-0.26901655,0.00000000,-0.00000000
-5.60380190,8.14354939,-4.73395327,0.60915184,-0.20545996,3.63572442,-2.67080967,0.00459650,-0.00419994,1.40793227,-0.72018025,1.45595106,-0.67370217,2.60375727,-0.92777089,0.66288052,-0.27493622,0.00000000,-0.00000000
-5.59779890,8.47482450,-4.80169762,0.63736505,-0.21448212,3.76945377,-2.69859143,0.00508492,-0.00468036,1.47341985,-0.73364907,1.53234114,-0.67775333,2.70807257,-0.95499286,0.69057817,-0.28447564,0.00000000,-0.00000000
-5.59179590,8.81005339,-4.90242866,0.66539903,-0.22656376,3.91352337,-2.75007748,0.00561126,-0.00522777,1.53672585,-0.74898020,1.61013343,-0.68587268,2.80460478,-0.98470822,0.71775595,-0.29743665,0.00000000,-0.00000000
-5.58579290,9.14353689,-5.03391783,0.69321622,-0.24153435,4.06461063,-2.82349286,0.00617670,-0.00584167,1.59691308,-0.76606720,1.68865415,-0.69811916,2.89180670,-1.01651976,0.74428075,-0.31361388,0.00000000,-0.00000000
-5.57978989,9.46978874,-5.19348331,0.72081473,-0.25922076,4.21936044,-2.91674343,0.00678222,-0.00652075,1.65311418,-0.78475293,1.76725142,-0.71451652,2.96833250,-1.04998201,0.77005646,-0.33279463,0.00000000,-0.00000000
-5.57378689,9.78366478,-5.37804925,0.74822176,-0.27944851,4.37447265,-3.02746307,0.00742853,-0.00726278,1.70455259,-0.80483518,1.84530161,-0.73505289,3.03307181,-1.08461310,0.79502023,-0.35475925,0.00000000,-0.00000000
-5.56778389,10.08047443,-5.58422016,0.77548486,-0.30204342,4.52678530,-3.15306851,0.00811590,-0.00806444,1.75055932,-0.82607498,1.92221242,-0.75968260,3.08517499,-1.11990928,0.81913698,-0.37928202,0.00000000,-0.00000000
-5.56178089,10.35607101,-5.80836885,0.80266163,-0.32683376,4.67335127,-3.29082125,0.00884403,-0.00892125,1.79058516,-0.84820742,1.99742283,-0.78833015,3.12406840,-1.15536172,0.84239240,-0.40613274,0.00000000,-0.00000000
-5.55577789,10.60691859,-6.04673587,0.82980812,-0.35365263,4.81150611,-3.43789536,0.00961185,-0.00982748,1.82420784,-0.87095433,2.07040013,-0.82089573,3.14945912,-1.19047498,0.86478482,-0.43507869,0.00000000,-0.00000000
-5.54977489,10.83013415,-6.29553714,0.85696657,-0.38234050,4.93892524,-3.59144973,0.01041739,-0.01077608,1.85113406,-0.89403827,2.14063439,-0.85726212,3.16132937,-1.22478609,0.88631627,-0.46588716,0.00000000,-0.00000000
-5.54377189,11.02350504,-6.55107574,0.88415309,-0.41274775,5.05366905,-3.74870255,0.01125757,-0.01175866,1.87119659,-0.91719708,2.20763124,-0.89730208,3.15992091,-1.25788372,0.90698326,-0.49832812,0.00000000,-0.00000000
-5.53776888,11.18548293,-6.80985309,0.91134600,-0.44473684,5.15421490,-3.90700547,0.01212809,-0.01276553,1.88434693,-0.94019814,2.27090374,-0.94088568,3.14571066,-1.28942623,0.92676789,-0.53217711,0.00000000,-0.00000000
-5.53176588,11.31515657,-7.06867455,0.93847563,-0.47818401,5.23947525,-4.06391469,0.01302329,-0.01378578,1.89064416,-0.96285164,2.32996431,-0.98788679,3.11937904,-1.31915773,0.94562963,-0.56721783,0.00000000,-0.00000000
-5.52576288,11.41220632,-7.32474391,0.96541605,-0.51298016,5.30880212,-4.21725553,0.01393606,-0.01480738,1.89024088,-0.98502193,2.38431767,-1.03818811,3.08177276,-1.34692143,0.96349857,-0.60324440,0.00000000,-0.00000000
-5.51975988,11.47684437,-7.57574182,0.99197975,-0.54903062,5.36197784,-4.36517768,0.01485784,-0.01581736,1.88336727,-1.00663641,2.43345592,-1.09168399,3.03386429,-1.37266935,0.98027040,-0.64006301,0.00000000,-0.00000000
-5.51375688,11.50974468,-7.81988332,1.01791533,-0.58625380,5.39919326,-4.50619786,0.01577863,-0.01680205,1.87031415,-1.02769121,2.47685640,-1.14828070,2.97671009,-1.39646790,0.99580365,-0.67749269,0.00000000,-0.00000000
-5.50775388,11.51196720,-8.05595093,1.04290895,-0.62457838,5.42101419,-4.63922733,0.01668712,-0.01774733,1.85141642,-1.04825348,2.51398331,-1.20789382,2.91140973,-1.41849892,1.00991939,-0.71536508,0.00000000,-0.00000000
-5.50175088,11.48488036,-8.28330023,1.06658947,-0.66393914,5.42833801,-4.76358235,0.01757084,-0.01863895,1.82703745,-1.06845986,2.54429313,-1.27044257,2.83906802,-1.43905601,1.02240369,-0.75352314,0.00000000,-0.00000000
-5.49574787,11.43008585,-8.50183697,1.08853733,-0.70427142,5.42234189,-4.87897607,0.01841639,-0.01946287,1.79755549,-1.08851122,2.56724448,-1.33584133,2.76076169,-1.45853617,1.03301264,-0.79181869,0.00000000,-0.00000000
-5.48974487,11.34934887,-8.71196549,1.10829690,-0.74550434,5.40442475,-4.98549169,0.01920981,-0.02020562,1.76335275,-1.10866393,2.58231185,-1.40398875,2.67751212,-1.47742702,1.04147997,-0.83010895,0.00000000,-0.00000000
-5.48374187,11.24453643,-8.91451061,1.12539186,-0.78755310,5.37614514,-5.08353756,0.01993691,-0.02085463,1.72480735,-1.12921785,2.58900303,-1.47475490,2.59026492,-1.49629013,1.04752682,-0.86825209,0.00000000,-0.00000000
-5.47773887,11.11756540,-9.11061602,1.13934284,-0.83031064,5.33915692,-5.17378569,0.02058368,-0.02139865,1.68228859,-1.15050188,2.58687939,-1.54796736,2.49987689,-1.51574104,1.05087340,-0.90610217,0.00000000,-0.00000000
-5.47173587,10.97036112,-9.30162418,1.14968662,-0.87363929,5.29514517,-5.25709674,0.02113679,-0.02182803,1.63615532,-1.17285747,2.57557807,-1.62339724,2.40711036,-1.53642676,1.05125168,-0.94350373,0.00000000,-0.00000000
-5.46573287,10.80482669,-9.48894362,1.15599587,-0.91736263,5.24576409,-5.33443490,0.02158396,-0.02213503,1.58675716,-1.19662112,2.55483481,-1.70074594,2.31263436,-1.55900170,1.04841883,-0.98028628,0.00000000,-0.00000000
-5.45972986,10.62282211,-9.67391071,1.15789840,-0.96125842,5.19257887,-5.40677705,0.02191449,-0.02231406,1.53443813,-1.22210658,2.52450621,-1.77963396,2.21703187,-1.58410278,1.04217033,-1.01625933,0.00000000,-0.00000000
-5.45372686,10.42615216,-9.85765320,1.15509500,-1.00505299,5.13701324,-5.47502125,0.02211960,-0.02236188,1.47954209,-1.24958758,2.48459016,-1.85959242,2.12081198,-1.61232486,1.03235230,-1.05120815,0.00000000,-0.00000000
-5.44772386,10.21656124,-10.04096325,1.14737481,-1.04841767,5.08030415,-5.53989957,0.02219283,-0.02227769,1.42241931,-1.27928195,2.43524294,-1.94005848,2.02442560,-1.64419701,1.01887227,-1.08489083,0.00000000,-0.00000000
-5.44172086,9.99573331,-10.22418705,1.13462744,-1.09096776,5.02346485,-5.60190036,0.02213030,-0.02206318,1.36343332,-1.31133770,2.37679208,-2.02037501,1.92828323,-1.68016075,1.00170774,-1.11703690,0.00000000,-0.00000000
-5.43571786,9.76529516,-10.40713746,1.11685118,-1.13226431,4.96725733,-5.66120462,0.02193089,-0.02172244,1.30296750,-1.34582174,2.30974398,-2.09979518,1.83277337,-1.72055059,0.98091206,-1.14734785,0.00000000,-0.00000000
-5.42971486,9.52682123,-10.58903499,1.09415683,-1.17181906,4.91217485,-5.71764056,0.02159635,-0.02126189,1.24143060,-1.38271148,2.23478562,-2.17749190,1.73828011,-1.76557757,0.95661733,-1.17549967,0.00000000,-0.00000000
-5.42371186,9.28183859,-10.76848077,1.06676694,-1.20910254,4.85843503,-5.77065928,0.02113130,-0.02069005,1.17926076,-1.42188974,2.15278007,-2.25257215,1.64519879,-1.81531615,0.92903401,-1.20114770,0.00000000,-0.00000000
-5.41770885,9.03183108,-10.94346342,1.03501040,-1.24355523,4.80598353,-5.81933356,0.02054306,-0.02001726,1.11692752,-1.46314290,2.06475571,-2.32409552,1.55394860,-1.86969462,0.89844733,-1.22393336,0.00000000,-0.00000000
-5.41170585,8.77824196,-11.11140019,0.99931288,-1.27460152,4.75450826,-5.86238017,0.01984148,-0.01925540,1.05493168,-1.50616226,1.97188965,-2.39109649,1.46498156,-1.92848934,0.86521056,-1.24349306,0.00000000,-0.00000000
-5.40570285,8.52247496,-11.26921024,0.96018335,-1.30166599,4.70346342,-5.89820514,0.01903862,-0.01841748,0.99380284,-1.55054843,1.87548579,-2.45260925,1.37878729,-1.99132266,0.82973562,-1.25946855,0.00000000,-0.00000000
-5.39969985,8.26589379,-11.41341681,0.91819753,-1.32419139,4.65210262,-5.92496960,0.01814834,-0.01751734,0.93409470,-1.59581847,1.77694848,-2.50769416,1.29589362,-2.05766468,0.79248121,-1.27151861,0.00000000,-0.00000000
-5.39369685,8.00982057,-11.54027299,0.87397911,-1.34165762,4.59951985,-5.94067290,0.01718587,-0.01656918,0.87637836,-1.64141533,1.67775283,-2.55546444,1.21686306,-2.12683870,0.75393942,-1.27933135,0.00000000,-0.00000000
-5.38769385,7.75553376,-11.64590480,0.82817954,-1.35360075,4.54469675,-5.94324867,0.01616737,-0.01558723,0.82123387,-1.68671925,1.57941285,-2.59511199,1.14228549,-2.19803020,0.71462110,-1.28263672,0.00000000,-0.00000000
-5.38169085,7.50426597,-11.72646438,0.78145752,-1.35963133,4.48655438,-5.93066843,0.01510937,-0.01458538,0.76924043,-1.73106068,1.48344858,-2.62593119,1.07276769,-2.27029936,0.67504098,-1.28121847,0.00000000,-0.00000000
-5.37568784,7.25720234,-11.77828552,0.73445900,-1.35945097,4.42400747,-5.90104727,0.01402836,-0.01357687,0.72096568,-1.77373440,1.39135350,-2.64733940,1.00892033,-2.34259686,0.63570302,-1.27492497,0.00000000,-0.00000000
-5.36968484,7.01547970,-11.79803405,0.68779858,-1.35286644,4.35601902,-5.85274570,0.01294027,-0.01257401,0.67695452,-1.81401430,1.30456316,-2.65889361,0.95134306,-2.41378278,0.59708680,-1.26367847,0.00000000,-0.00000000
-5.36368184,6.78018646,-11.78284575,0.64204313,-1.33980043,4.28165288,-5.78446226,0.01186012,-0.01158793,0.63771784,-1.85116869,1.22442608,-2.66030240,0.90060871,-2.48264850,0.55963533,-1.24748198,0.00000000,-0.00000000
-5.35767884,6.55236321,-11.73044559,0.59769811,-1.32029854,4.20012227,-5.69531173,0.01080162,-0.01062848,0.60372158,-1.88447578,1.15217762,-2.65143291,0.85724694,-2.54794114,0.52374499,-1.22642366,0.00000000,-0.00000000
-5.35167584,6.33300353,-11.63924292,0.55519717,-1.29453192,4.11083207,-5.58488510,0.00977695,-0.00970406,0.57537640,-1.91323902,1.08891727,-2.63231276,0.82172834,-2.60839029,0.48975774,-1.20067829,0.00000000,-0.00000000
-5.34567284,6.12305449,-11.50839908,0.51489510,-1.26279535,4.01341317,-5.45328804,0.00879650,-0.00882159,0.55302831,-1.93680224,1.03558988,-2.60312703,0.79444933,-2.66273663,0.45795591,-1.17050562,0.00000000,-0.00000000
