energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.51975988,3.06633472,0.00556943,0.54446322,0.01931818,0.00000000,2.36336338,1.46314073,0.83582471,0.00000000
-5.51375688,3.06119560,0.00563113,0.53867275,0.01963370,0.00000000,2.27985999,1.47903905,0.83416575,0.00000000
-5.50775388,3.05924591,0.00570454,0.53263391,0.02000104,0.00000000,2.20254485,1.49620762,0.83432397,0.00000000
-5.50175088,3.06156836,0.00578941,0.52663966,0.02042196,0.00000000,2.13240693,1.51512883,0.83654589,0.00000000
-5.49574787,3.06924339,0.00588605,0.52099613,0.02089743,0.00000000,2.07027588,1.53631527,0.84104537,0.00000000
-5.48974487,3.08331284,0.00599529,0.51601454,0.02142744,0.00000000,2.01680935,1.56028858,0.84799655,0.00000000
-5.48374187,3.10474156,0.00611832,0.51200210,0.02201082,0.00000000,1.97248182,1.58755659,0.85752755,0.00000000
-5.47773887,3.13437904,0.00625665,0.50925236,0.02264501,0.00000000,1.93757546,1.61858979,0.86971536,0.00000000
-5.47173587,3.17292357,0.00641198,0.50803532,0.02332593,0.00000000,1.91217337,1.65379896,0.88458255,0.00000000
-5.46573287,3.22089124,0.00658613,0.50858782,0.02404791,0.00000000,1.89615622,1.69351506,0.90209609,0.00000000
-5.45972986,3.27859207,0.00678095,0.51110465,0.02480371,0.00000000,1.88920276,1.73797293,0.92216873,0.00000000
-5.45372686,3.34611500,0.00699823,0.51573092,0.02558454,0.00000000,1.89079506,1.78729983,0.94466308,0.00000000
-5.44772386,3.42332295,0.00723966,0.52255599,0.02638031,0.00000000,1.90022893,1.84150945,0.96939838,0.00000000
-5.44172086,3.50985873,0.00750681,0.53160934,0.02717985,0.00000000,1.91663000,1.90050188,0.99615985,0.00000000
-5.43571786,3.60516142,0.00780103,0.54285868,0.02797133,0.00000000,1.93897534,1.96406942,1.02471012,0.00000000
-5.42971486,3.70849251,0.00812345,0.55621026,0.02874263,0.00000000,1.96612048,2.03190769,1.05480236,0.00000000
-5.42371186,3.81897011,0.00847498,0.57151157,0.02948186,0.00000000,1.99683112,2.10363137,1.08619410,0.00000000
-5.41770885,3.93560914,0.00885623,0.58855606,0.03017786,0.00000000,2.02981853,2.17879304,1.11866120,0.00000000
-5.41170585,4.05736473,0.00926748,0.60708986,0.03082074,0.00000000,2.06377749,2.25690407,1.15201075,0.00000000
-5.40570285,4.18317619,0.00970867,0.62681999,0.03140229,0.00000000,2.09742509,2.33745573,1.18609234,0.00000000
-5.39969985,4.31200848,0.01017930,0.64742370,0.03191645,0.00000000,2.12953892,2.41993915,1.22080650,0.00000000
-5.39369685,4.44288854,0.01067839,0.66855844,0.03235963,0.00000000,2.15899285,2.50386263,1.25611002,0.00000000
-5.38769385,4.57493423,0.01120441,0.68987203,0.03273089,0.00000000,2.18478883,2.58876512,1.29201735,0.00000000
-5.38169085,4.70737405,0.01175516,0.71101250,0.03303208,0.00000000,2.20608335,2.67422507,1.32859801,0.00000000
-5.37568784,4.83955674,0.01232772,0.73163723,0.03326776,0.00000000,2.22220733,2.75986408,1.36596997,0.00000000
-5.36968484,4.97095036,0.01291838,0.75142101,0.03344504,0.00000000,2.23267873,2.84534547,1.40428930,0.00000000
-5.36368184,5.10113146,0.01352257,0.77006277,0.03357325,0.00000000,2.23720738,2.93036798,1.44373665,0.00000000
-5.35767884,5.22976565,0.01413485,0.78729089,0.03366356,0.00000000,2.23569230,3.01465548,1.48450125,0.00000000
-5.35167584,5.35658129,0.01474887,0.80286695,0.03372842,0.00000000,2.22821169,3.09794376,1.52676347,0.00000000
-5.34567284,5.48133876,0.01535749,0.81658797,0.03378102,0.00000000,2.21500661,3.17996568,1.57067683,0.00000000
-5.33966983,5.60379794,0.01595278,0.82828740,0.03383465,0.00000000,2.19645950,3.26043621,1.61635070,0.00000000
-5.33366683,5.72368650,0.01652625,0.83783490,0.03390207,0.00000000,2.17306884,3.33903857,1.66383461,0.00000000
-5.32766383,5.84067167,0.01706900,0.84513521,0.03399492,0.00000000,2.14542149,3.41541311,1.71310510,0.00000000
-5.32166083,5.95433763,0.01757196,0.85012642,0.03412316,0.00000000,2.11416434,3.48914965,1.76405597,0.00000000
-5.31565783,6.06417035,0.01802616,0.85277778,0.03429461,0.00000000,2.07997665,3.55978438,1.81649254,0.00000000
-5.30965483,6.16955112,0.01842306,0.85308743,0.03451455,0.00000000,2.04354446,3.62680163,1.87013012,0.00000000
-5.30365183,6.26975920,0.01875486,0.85108005,0.03478548,0.00000000,2.00553818,3.68964057,1.92459702,0.00000000
-5.29764882,6.36398370,0.01901480,0.84680469,0.03510697,0.00000000,1.96659422,3.74770665,1.97944190,0.00000000
-5.29164582,6.45134389,0.01919752,0.84033277,0.03547563,0.00000000,1.92730104,3.80038708,2.03414515,0.00000000
-5.28564282,6.53091684,0.01929927,0.83175634,0.03588524,0.00000000,1.88819007,3.84706963,2.08813388,0.00000000
-5.27963982,6.60177081,0.01931819,0.82118650,0.03632697,0.00000000,1.84973114,3.88716362,2.14079980,0.00000000
-5.27363682,6.66300263,0.01925446,0.80875192,0.03678971,0.00000000,1.81233229,3.92012199,2.19151938,0.00000000
-5.26763382,6.71377713,0.01911039,0.79459742,0.03726048,0.00000000,1.77634326,3.94546341,2.23967535,0.00000000
-5.26163082,6.75336667,0.01889047,0.77888246,0.03772495,0.00000000,1.74206198,3.96279332,2.28467888,0.00000000
-5.25562781,6.78118907,0.01860132,0.76177960,0.03816798,0.00000000,1.70974323,3.97182306,2.32599152,0.00000000
-5.24962481,6.79684232,0.01825151,0.74347268,0.03857420,0.00000000,1.67960858,3.97238632,2.36314601,0.00000000
-5.24362181,6.80013473,0.01785143,0.72415491,0.03892858,0.00000000,1.65185671,3.96445245,2.39576551,0.00000000
-5.23761881,6.79110954,0.01741296,0.70402687,0.03921706,0.00000000,1.62667345,3.94813627,2.42358015,0.00000000
-5.23161581,6.77006323,0.01694921,0.68329429,0.03942705,0.00000000,1.60424066,3.92370436,2.44644066,0.00000000
-5.22561281,6.73755702,0.01647411,0.66216607,0.03954795,0.00000000,1.58474355,3.89157776,2.46432821,0.00000000
-5.21960980,6.69442129,0.01600207,0.64085227,0.03957156,0.00000000,1.56837583,3.85233135,2.47736030,0.00000000
-5.21360680,6.64175300,0.01554759,0.61956246,0.03949244,0.00000000,1.55534265,3.80668997,2.48579209,0.00000000
-5.20760380,6.58090591,0.01512485,0.59850442,0.03930815,0.00000000,1.54586098,3.75552179,2.49001321,0.00000000
-5.20160080,6.51347417,0.01474740,0.57788323,0.03901937,0.00000000,1.54015766,3.69982888,2.49053981,0.00000000
-5.19559780,6.44126933,0.01442778,0.55790082,0.03862994,0.00000000,1.53846515,3.64073541,2.48800207,0.00000000
-5.18959480,6.36629136,0.01417726,0.53875602,0.03814678,0.00000000,1.54101543,3.57947361,2.48312735,0.00000000
-5.18359180,6.29069416,0.01400561,0.52064486,0.03757969,0.00000000,1.54803240,3.51736759,2.47671958,0.00000000
-5.17758879,6.21674627,0.01392089,0.50376116,0.03694107,0.00000000,1.55972322,3.45581513,2.46963543,0.00000000
-5.17158579,6.14678748,0.01392934,0.48829712,0.03624553,0.00000000,1.57626927,3.39626759,2.46275825,0.00000000
-5.16558279,6.08318239,0.01403528,0.47444375,0.03550944,0.00000000,1.59781731,3.34020798,2.45697060,0.00000000
-5.15957979,6.02827180,0.01424111,0.46239089,0.03475047,0.00000000,1.62447136,3.28912744,2.45312654,0.00000000
-5.15357679,5.98432312,0.01454733,0.45232659,0.03398701,0.00000000,1.65628591,3.24450014,2.45202491,0.00000000
-5.14757379,5.95348108,0.01495259,0.44443569,0.03323768,0.00000000,1.69326099,3.20775707,2.45438453,0.00000000
-5.14157079,5.93771984,0.01545379,0.43889732,0.03252081,0.00000000,1.73533946,3.18025892,2.46082264,0.00000000
-5.13556778,5.93879774,0.01604622,0.43588146,0.03185395,0.00000000,1.78240669,3.16326849,2.47183719,0.00000000
-5.12956478,5.95821585,0.01672373,0.43554423,0.03125343,0.00000000,1.83429293,3.15792315,2.48779400,0.00000000
-5.12356178,5.99718130,0.01747888,0.43802232,0.03073402,0.00000000,1.89077806,3.16520782,2.50891897,0.00000000
-5.11755878,6.05657625,0.01830309,0.44342638,0.03030866,0.00000000,1.95159867,3.18592911,2.53529575,0.00000000
-5.11155578,6.13693301,0.01918691,0.45183400,0.02998823,0.00000000,2.01645686,3.22069125,2.56686848,0.00000000
-5.10555278,6.23841591,0.02012011,0.46328221,0.02978143,0.00000000,2.08503035,3.26987438,2.60344952,0.00000000
-5.09954977,6.36081013,0.02109196,0.47776027,0.02969480,0.00000000,2.15698314,3.33361582,2.64473118,0.00000000
-5.09354677,6.50351749,0.02209134,0.49520293,0.02973268,0.00000000,2.23197590,3.41179508,2.69030088,0.00000000
-5.08754377,6.66555920,0.02310696,0.51548478,0.02989734,0.00000000,2.30967548,3.50402307,2.73965861,0.00000000
-5.08154077,6.84558554,0.02412757,0.53841602,0.03018910,0.00000000,2.38976274,3.60963617,2.79223572,0.00000000
-5.07553777,7.04189218,0.02514208,0.56374022,0.03060653,0.00000000,2.47193806,3.72769565,2.84741403,0.00000000
-5.06953477,7.25244296,0.02613981,0.59113422,0.03114658,0.00000000,2.55592417,3.85699301,2.90454438,0.00000000
-5.06353177,7.47489919,0.02711069,0.62021060,0.03180483,0.00000000,2.64146607,3.99606149,2.96296394,0.00000000
-5.05752876,7.70665500,0.02804541,0.65052281,0.03257566,0.00000000,2.72832791,4.14319423,3.02201156,0.00000000
-5.05152576,7.94487893,0.02893574,0.68157294,0.03345240,0.00000000,2.81628728,4.29646902,3.08104110,0.00000000
-5.04552276,8.18656126,0.02977468,0.71282197,0.03442751,0.00000000,2.90512718,4.45377980,3.13943238,0.00000000
-5.03951976,8.42856708,0.03055673,0.74370244,0.03549269,0.00000000,2.99462642,4.61287462,3.19660009,0.00000000
-5.03351676,8.66769432,0.03127816,0.77363284,0.03663903,0.00000000,3.08454936,4.77139945,3.25200069,0.00000000
-5.02751376,8.90073628,0.03193725,0.80203355,0.03785704,0.00000000,3.17463569,4.92694730,3.30513780,0.00000000
-5.02151076,9.12454750,0.03253447,0.82834343,0.03913678,0.00000000,3.26459142,5.07711144,3.35556647,0.00000000
-5.01550775,9.33611171,0.03307274,0.85203665,0.04046790,0.00000000,3.35408174,5.21954155,3.40289653,0.00000000
-5.00950475,9.53261017,0.03355756,0.87263891,0.04183968,0.00000000,3.44272655,5.35200104,3.44679562,0.00000000
-5.00350175,9.71148845,0.03399708,0.88974248,0.04324114,0.00000000,3.53009928,5.47242397,3.48699184,0.00000000
-4.99749875,9.87051936,0.03440212,0.90301930,0.04466104,0.00000000,3.61572920,5.57896952,3.52327624,0.00000000
-4.99149575,10.00785988,0.03478609,0.91223173,0.04608799,0.00000000,3.69910722,5.67007196,3.55550505,0.00000000
-4.98549275,10.12209943,0.03516481,0.91724035,0.04751053,0.00000000,3.77969513,5.74448435,3.58360150,0.00000000
-4.97948974,10.21229755,0.03555613,0.91800856,0.04891720,0.00000000,3.85693760,5.80131396,3.60755687,0.00000000
-4.97348674,10.27800887,0.03597959,0.91460374,0.05029670,0.00000000,3.93027635,5.84004792,3.62743065,0.00000000
-4.96748374,10.31929394,0.03645576,0.90719495,0.05163794,0.00000000,3.99916561,5.86056790,3.64334934,0.00000000
-4.96148074,10.33671503,0.03700566,0.89604727,0.05293023,0.00000000,4.06308795,5.86315296,3.65550366,0.00000000
-4.95547774,10.33131663,0.03764999,0.88151300,0.05416339,0.00000000,4.12156957,5.84847037,3.66414418,0.00000000
-4.94947474,10.30459119,0.03840828,0.86402012,0.05532790,0.00000000,4.17419406,5.81755455,3.66957510,0.00000000
-4.94347174,10.25843130,0.03929808,0.84405848,0.05641509,0.00000000,4.22061400,5.77177502,3.67214653,0.00000000
-4.93746873,10.19507025,0.04033413,0.82216424,0.05741725,0.00000000,4.26055984,5.71279453,3.67224545,0.00000000
-4.93146573,10.11701357,0.04152756,0.79890319,0.05832782,0.00000000,4.29384561,5.64251921,3.67028578,0.00000000
-4.92546273,10.02696444,0.04288518,0.77485360,0.05914150,0.00000000,4.32037145,5.56304285,3.66669804,0.00000000
-4.91945973,9.92774631,0.04440896,0.75058916,0.05985446,0.00000000,4.34012310,5.47658750,3.66191931,0.00000000
-4.91345673,9.82222599,0.04609560,0.72666258,0.06046440,0.00000000,4.35316862,5.38544308,3.65638385,0.00000000
-4.90745373,9.71324052,0.04793635,0.70359057,0.06097074,0.00000000,4.35965290,5.29190810,3.65051512,0.00000000
-4.90145073,9.60353060,0.04991704,0.68184035,0.06137464,0.00000000,4.35979049,5.19823405,3.64471941,0.00000000
-4.89544772,9.49568291,0.05201834,0.66181831,0.06167910,0.00000000,4.35385751,5.10657512,3.63938151,0.00000000
-4.88944472,9.39208311,0.05421622,0.64386103,0.06188897,0.00000000,4.34218316,5.01894501,3.63486235,0.00000000
-4.88344172,9.29488035,0.05648270,0.62822878,0.06201095,0.00000000,4.32514133,4.93718175,3.63149857,0.00000000
-4.87743872,9.20596359,0.05878667,0.61510162,0.06205348,0.00000000,4.30314295,4.86292112,3.62960360,0.00000000
-4.87143572,9.12694898,0.06109502,0.60457808,0.06202662,0.00000000,4.27662896,4.79757869,3.62946988,0.00000000
-4.86543272,9.05917707,0.06337367,0.59667628,0.06194188,0.00000000,4.24606432,4.74233999,3.63137142,0.00000000
-4.85942971,9.00371813,0.06558883,0.59133736,0.06181191,0.00000000,4.21193275,4.69815780,3.63556609,0.00000000
-4.85342671,8.96138312,0.06770815,0.58843094,0.06165020,0.00000000,4.17473191,4.66575551,3.64229691,0.00000000
-4.84742371,8.93273810,0.06970181,0.58776225,0.06147073,0.00000000,4.13496880,4.64563479,3.65179155,0.00000000
-4.84142071,8.91811960,0.07154350,0.58908070,0.06128745,0.00000000,4.09315490,4.63808623,3.66425970,0.00000000
-4.83541771,8.91764875,0.07321121,0.59208947,0.06111388,0.00000000,4.04980050,4.64320127,3.67988766,0.00000000
-4.82941471,8.93124250,0.07468783,0.59645578,0.06096255,0.00000000,4.00540805,4.66088416,3.69883023,0.00000000
-4.82341171,8.95862064,0.07596151,0.60182145,0.06084453,0.00000000,3.96046414,4.69086277,3.72120002,0.00000000
-4.81740870,8.99930819,0.07702567,0.60781350,0.06076891,0.00000000,3.91543011,4.73269756,3.74705440,0.00000000
-4.81140570,9.05263318,0.07787895,0.61405439,0.06074233,0.00000000,3.87073138,4.78578853,3.77638096,0.00000000
-4.80540270,9.11772098,0.07852473,0.62017175,0.06076859,0.00000000,3.82674578,4.84938008,3.80908236,0.00000000
-4.79939970,9.19348639,0.07897056,0.62580723,0.06084831,0.00000000,3.78379145,4.92256452,3.84496157,0.00000000
-4.79339670,9.27862585,0.07922741,0.63062451,0.06097874,0.00000000,3.74211498,5.00428500,3.88370885,0.00000000
-4.78739370,9.37161184,0.07930879,0.63431612,0.06115362,0.00000000,3.70188056,5.09333919,3.92489165,0.00000000
-4.78139070,9.47069224,0.07922977,0.63660919,0.06136321,0.00000000,3.66316108,5.18838494,3.96794862,0.00000000
-4.77538769,9.57389697,0.07900614,0.63727000,0.06159448,0.00000000,3.62593195,5.28794924,4.01218894,0.00000000
-4.76938469,9.67905393,0.07865345,0.63610733,0.06183139,0.00000000,3.59006853,5.39044188,4.05679758,0.00000000
-4.76338169,9.78381606,0.07818625,0.63297471,0.06205532,0.00000000,3.55534777,5.49417464,4.10084717,0.00000000
-4.75737869,9.88570012,0.07761747,0.62777154,0.06224564,0.00000000,3.52145441,5.59738675,4.14331662,0.00000000
-4.75137569,9.98213758,0.07695792,0.62044334,0.06238037,0.00000000,3.48799203,5.69827670,4.18311616,0.00000000
-4.74537269,10.07053642,0.07621603,0.61098091,0.06243692,0.00000000,3.45449878,5.79504017,4.21911819,0.00000000
-4.73936968,10.14835247,0.07539774,0.59941888,0.06239288,0.00000000,3.42046731,5.88591301,4.25019299,0.00000000
-4.73336668,10.21316743,0.07450658,0.58583341,0.06222683,0.00000000,3.38536821,5.96921815,4.27524757,0.00000000
-4.72736368,10.26277039,0.07354392,0.57033934,0.06191914,0.00000000,3.34867609,6.04341432,4.29326632,0.00000000
-4.72136068,10.29523906,0.07250936,0.55308676,0.06145272,0.00000000,3.30989694,6.10714461,4.30335133,0.00000000
-4.71535768,10.30901650,0.07140116,0.53425722,0.06081373,0.00000000,3.26859559,6.15928237,4.30476039,0.00000000
-4.70935468,10.30297924,0.07021683,0.51405946,0.05999211,0.00000000,3.22442188,6.19897191,4.29694088,0.00000000
-4.70335168,10.27649281,0.06895362,0.49272492,0.05898204,0.00000000,3.17713412,6.22566183,4.27955756,0.00000000
-4.69734867,10.22945117,0.06760907,0.47050294,0.05778223,0.00000000,3.12661867,6.23912862,4.25251274,0.00000000
-4.69134567,10.16229734,0.06618151,0.44765590,0.05639607,0.00000000,3.07290453,6.23948892,4.21595780,0.00000000
-4.68534267,10.07602332,0.06467041,0.42445411,0.05483159,0.00000000,3.01617213,6.22719932,4.17029493,0.00000000
-4.67933967,9.97214843,0.06307671,0.40117081,0.05310126,0.00000000,2.95675573,6.20304289,4.11616922,0.00000000
-4.67333667,9.85267648,0.06140298,0.37807710,0.05122169,0.00000000,2.89513926,6.16810282,4.05445099,0.00000000
-4.66733367,9.72003291,0.05965352,0.35543706,0.04921313,0.00000000,2.83194566,6.12372367,3.98620918,0.00000000
-4.66133067,9.57698457,0.05783432,0.33350298,0.04709889,0.00000000,2.76792004,6.07146192,3.91267694,0.00000000
-4.65532766,9.42654527,0.05595291,0.31251093,0.04490468,0.00000000,2.70390751,6.01302758,3.83521096,0.00000000
-4.64932466,9.27187114,0.05401819,0.29267665,0.04265791,0.00000000,2.64082640,5.95021960,3.75524635,0.00000000
-4.64332166,9.11615055,0.05204016,0.27419180,0.04038685,0.00000000,2.57963805,5.88485776,3.67424897,0.00000000
