energy_ev,total_up,Cu_p_up,Cu_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.77788894,3.14210260,0.64421421,0.42337673,0.37850092,0.00000000,0.00925033,0.20685781,0.13063743,1.43203355
-5.77188594,3.11740689,0.63775147,0.42064033,0.38115806,0.00000000,0.00967785,0.20868339,0.12758891,1.41611675
-5.76588294,3.08599163,0.63072924,0.41725227,0.38264749,0.00000000,0.01007778,0.21024132,0.12425827,1.39689481
-5.75987994,3.04883059,0.62358426,0.41333791,0.38302437,0.00000000,0.01044229,0.21161069,0.12069825,1.37481213
-5.75387694,3.00710989,0.61680528,0.40905173,0.38239686,0.00000000,0.01076436,0.21289793,0.11696162,1.35039111
-5.74787394,2.96221400,0.61092858,0.40457537,0.38092410,0.00000000,0.01103808,0.21423641,0.11310052,1.32422488
-5.74187094,2.91570585,0.60653180,0.40011480,0.37881234,0.00000000,0.01125888,0.21578503,0.10916589,1.29696821
-5.73586793,2.86930077,0.60422630,0.39589654,0.37630920,0.00000000,0.01142378,0.21772584,0.10520713,1.26932641
-5.72986493,2.82483435,0.60464769,0.39216308,0.37369625,0.00000000,0.01153152,0.22026066,0.10127179,1.24204222
-5.72386193,2.78422451,0.60844464,0.38916744,0.37128028,0.00000000,0.01158272,0.22360673,0.09740530,1.21588095
-5.71785893,2.74942831,0.61626608,0.38716701,0.36938349,0.00000000,0.01157991,0.22799140,0.09365079,1.19161395
-5.71185593,2.72239440,0.62874679,0.38641677,0.36833286,0.00000000,0.01152752,0.23364606,0.09004883,1.17000074
-5.70585293,2.70501214,0.64649174,0.38716218,0.36844937,0.00000000,0.01143183,0.24079938,0.08663712,1.15177028
-5.69984992,2.69905898,0.67005947,0.38963180,0.37003718,0.00000000,0.01130080,0.24967003,0.08345019,1.13760192
-5.69384692,2.70614755,0.69994490,0.39403002,0.37337339,0.00000000,0.01114383,0.26045918,0.08051889,1.12810660
-5.68784392,2.72767446,0.73656217,0.40053009,0.37869874,0.00000000,0.01097152,0.27334289,0.07787000,1.12380891
-5.68184092,2.76477273,0.78022801,0.40926782,0.38620950,0.00000000,0.01079534,0.28846478,0.07552559,1.12513095
-5.67583792,2.81826964,0.83114629,0.42033613,0.39605097,0.00000000,0.01062723,0.30592919,0.07350251,1.13237844
-5.66983492,2.88865207,0.88939444,0.43378082,0.40831285,0.00000000,0.01047922,0.32579506,0.07181183,1.14572988
-5.66383192,2.97604080,0.95491229,0.44959767,0.42302640,0.00000000,0.01036305,0.34807094,0.07045836,1.16522921
-5.65782891,3.08017514,1.02749391,0.46773114,0.44016380,0.00000000,0.01028970,0.37271114,0.06944027,1.19078252
-5.65182591,3.20040881,1.10678308,0.48807469,0.45963940,0.00000000,0.01026908,0.39961343,0.06874884,1.22215891
-5.64582291,3.33571760,1.19227258,0.51047274,0.48131290,0.00000000,0.01030961,0.42861836,0.06836848,1.25899568
-5.63981991,3.48471859,1.28330770,0.53472423,0.50499413,0.00000000,0.01041792,0.45951016,0.06827683,1.30080767
-5.63381691,3.64570046,1.37909391,0.56058764,0.53044938,0.00000000,0.01059864,0.49201950,0.06844520,1.34700034
-5.62781391,3.81666371,1.47870878,0.58778717,0.55740867,0.00000000,0.01085417,0.52582782,0.06883920,1.39688612
-5.62181091,3.99536926,1.58111768,0.61601987,0.58557379,0.00000000,0.01118459,0.56057329,0.06941962,1.44970338
-5.61580790,4.17939338,1.68519292,0.64496326,0.61462667,0.00000000,0.01158761,0.59585803,0.07014347,1.50463706
-5.60980490,4.36618683,1.78973575,0.67428326,0.64423759,0.00000000,0.01205869,0.63125665,0.07096522,1.56084011
-5.60380190,4.55313580,1.89350044,0.70364185,0.67407308,0.00000000,0.01259111,0.66632544,0.07183814,1.61745496
-5.59779890,4.73762223,1.99521976,0.73270426,0.70380296,0.00000000,0.01317624,0.70061222,0.07271577,1.67363389
-5.59179590,4.91708139,2.09363083,0.76114532,0.73310641,0.00000000,0.01380381,0.73366638,0.07355331,1.72855774
-5.58579290,5.08905459,2.18750075,0.78865478,0.76167692,0.00000000,0.01446230,0.76504872,0.07430905,1.78145217
-5.57978989,5.25123556,2.27565099,0.81494143,0.78922594,0.00000000,0.01513934,0.79434094,0.07494566,1.83160107
-5.57378689,5.40150938,2.35698000,0.83973600,0.81548530,0.00000000,0.01582217,0.82115433,0.07543136,1.87835677
-5.56778389,5.53798312,2.43048342,0.86279282,0.84020853,0.00000000,0.01649810,0.84513752,0.07574085,1.92114708
-5.56178089,5.65900828,2.49527139,0.88389043,0.86317119,0.00000000,0.01715501,0.86598313,0.07585614,1.95947926
-5.55577789,5.76319529,2.55058279,0.90283129,0.88417052,0.00000000,0.01778181,0.88343304,0.07576694,1.99294121
-5.54977489,5.84942077,2.59579623,0.91944096,0.90302465,0.00000000,0.01836886,0.89728244,0.07547100,2.02120038
-5.54377189,5.91682865,2.63043779,0.93356685,0.91957161,0.00000000,0.01890833,0.90738251,0.07497404,2.04400106
-5.53776888,5.96482651,2.65418579,0.94507705,0.93366860,0.00000000,0.01939456,0.91364173,0.07428946,2.06116044
-5.53176588,5.99307825,2.66687264,0.95385935,0.94519158,0.00000000,0.01982420,0.91602608,0.07343785,2.07256430
-5.52576288,6.00149463,2.66848425,0.95982078,0.95403545,0.00000000,0.02019640,0.91455808,0.07244621,2.07816273
-5.51975988,5.99022258,2.65915720,0.96288780,0.96011496,0.00000000,0.02051278,0.90931487,0.07134705,2.07796633
-5.51375688,5.95963422,2.63917407,0.96300716,0.96336633,0.00000000,0.02077736,0.90042545,0.07017725,2.07204329
-5.50775388,5.91031619,2.60895715,0.96014754,0.96374958,0.00000000,0.02099639,0.88806723,0.06897686,2.06051732
-5.50175088,5.84305927,2.56906070,0.95430173,0.96125126,0.00000000,0.02117799,0.87246198,0.06778781,2.04356660
-5.49574787,5.75884847,2.52016202,0.94548926,0.95588763,0.00000000,0.02133184,0.85387127,0.06665255,2.02142339
-5.48974487,5.65885286,2.46305125,0.93375923,0.94770769,0.00000000,0.02146867,0.83259161,0.06561267,1.99437413
-5.48374187,5.54441473,2.39862003,0.91919303,0.93679598,0.00000000,0.02159979,0.80894913,0.06470765,1.96275952
-5.47773887,5.41703728,2.32784894,0.90190657,0.92327472,0.00000000,0.02173654,0.78329413,0.06397361,1.92697423
-5.47173587,5.27837013,2.25179364,0.88205198,0.90730499,0.00000000,0.02188975,0.75599536,0.06344219,1.88746575
-5.46573287,5.13019207,2.17156983,0.85981823,0.88908674,0.00000000,0.02206922,0.72743417,0.06313965,1.84473192
-5.45972986,4.97439064,2.08833694,0.83543069,0.86885738,0.00000000,0.02228327,0.69799867,0.06308612,1.79931702
-5.45372686,4.81293844,2.00328077,0.80914950,0.84688899,0.00000000,0.02253831,0.66807782,0.06329511,1.75180608
-5.44772386,4.64786641,1.91759520,0.78126664,0.82348398,0.00000000,0.02283860,0.63805573,0.06377319,1.70281749
-5.44172086,4.48123460,1.83246346,0.75210193,0.79896944,0.00000000,0.02318597,0.60830622,0.06452009,1.65299401
-5.43571786,4.31510135,1.74903920,0.72199799,0.77369040,0.00000000,0.02357986,0.57918776,0.06552894,1.60299256
-5.42971486,4.15149200,1.66842813,0.69131447,0.74800212,0.00000000,0.02401729,0.55103898,0.06678688,1.55347294
-5.42371186,3.99236830,1.59167055,0.66042186,0.72226205,0.00000000,0.02449311,0.52417485,0.06827585,1.50508636
-5.41770885,3.83960005,1.51972560,0.62969512,0.69682145,0.00000000,0.02500031,0.49888372,0.06997366,1.45846400
-5.41170585,3.69493994,1.45345772,0.59950752,0.67201751,0.00000000,0.02553045,0.47542522,0.07185531,1.41420621
-5.40570285,3.56000295,1.39362592,0.57022489,0.64816588,0.00000000,0.02607416,0.45402920,0.07389431,1.37287298
-5.39969985,3.43625081,1.34087616,0.54220064,0.62555433,0.00000000,0.02662175,0.43489563,0.07606420,1.33497591
-5.39369685,3.32498211,1.29573724,0.51577154,0.60443751,0.00000000,0.02716380,0.41819544,0.07834007,1.30097196
-5.38769385,3.22732787,1.25862015,0.49125448,0.58503313,0.00000000,0.02769181,0.40407222,0.08069991,1.27125921
-5.38169085,3.14425223,1.22982090,0.46894414,0.56751955,0.00000000,0.02819872,0.39264457,0.08312597,1.24617455
-5.37568784,3.07655728,1.20952628,0.44911142,0.55203487,0.00000000,0.02867952,0.38400885,0.08560575,1.22599294
-5.36968484,3.02489089,1.19782218,0.43200253,0.53867725,0.00000000,0.02913159,0.37824217,0.08813280,1.21092830
-5.36368184,2.98975597,1.19470368,0.41783847,0.52750645,0.00000000,0.02955502,0.37540521,0.09070716,1.20113520
-5.35767884,2.97151962,1.20008601,0.40681458,0.51854619,0.00000000,0.02995279,0.37554458,0.09333535,1.19671120
-5.35167584,2.97042057,1.21381562,0.39909997,0.51178727,0.00000000,0.03033068,0.37869449,0.09603002,1.19769919
-5.34567284,2.98657340,1.23568019,0.39483652,0.50719086,0.00000000,0.03069719,0.38487739,0.09880918,1.20408930
-5.33966983,3.01996846,1.26541698,0.39413719,0.50469197,0.00000000,0.03106312,0.39410337,0.10169496,1.21582004
-5.33366683,3.07046666,1.30271855,0.39708362,0.50420272,0.00000000,0.03144112,0.40636836,0.10471216,1.23277844
-5.32766383,3.13778889,1.34723551,0.40372287,0.50561522,0.00000000,0.03184506,0.42165082,0.10788635,1.25479895
-5.32166083,3.22150046,1.39857592,0.41406340,0.50880393,0.00000000,0.03228929,0.43990729,0.11124191,1.28166125
-5.31565783,3.32099125,1.45630140,0.42807048,0.51362749,0.00000000,0.03278787,0.46106681,0.11479990,1.31308723
-5.30965483,3.43545327,1.51992032,0.44566120,0.51992997,0.00000000,0.03335373,0.48502454,0.11857594,1.34873731
-5.30365183,3.56385729,1.58887869,0.46669965,0.52754173,0.00000000,0.03399786,0.51163517,0.12257826,1.38820688
-5.29764882,3.70493108,1.66254972,0.49099246,0.53627987,0.00000000,0.03472857,0.54070631,0.12680591,1.43102318
-5.29164582,3.85714166,1.74022317,0.51828537,0.54594863,0.00000000,0.03555081,0.57199267,0.13124741,1.47664353
-5.28564282,4.01868422,1.82109596,0.54826131,0.55633991,0.00000000,0.03646567,0.60519155,0.13587979,1.52445544
-5.27963982,4.18748025,1.90426532,0.58054032,0.56723407,0.00000000,0.03746999,0.63994003,0.14066814,1.57377928
-5.27363682,4.36118698,1.98872593,0.61468192,0.57840133,0.00000000,0.03855624,0.67581469,0.14556580,1.62387403
-5.26763382,4.53721983,2.07337223,0.65019005,0.58960400,0.00000000,0.03971251,0.71233391,0.15051503,1.67394647
-5.26163082,4.71278894,2.15700689,0.68652097,0.60059945,0.00000000,0.04092277,0.74896338,0.15544835,1.72316401
-5.25562781,4.88494987,2.23835621,0.72309392,0.61114423,0.00000000,0.04216738,0.78512465,0.16029042,1.77067118
-5.24962481,5.05066787,2.31609232,0.75930459,0.62099904,0.00000000,0.04342368,0.82020692,0.16496037,1.81560930
-5.24362181,5.20689412,2.38886235,0.79454093,0.62993464,0.00000000,0.04466684,0.85358164,0.16937449,1.85713902
-5.23761881,5.35065144,2.45532336,0.82820088,0.63773843,0.00000000,0.04587079,0.88461949,0.17344921,1.89446477
-5.23161581,5.47912619,2.51418213,0.85971142,0.64422155,0.00000000,0.04700930,0.91270927,0.17710419,1.92686030
-5.22561281,5.58976239,2.56423795,0.88854796,0.64922606,0.00000000,0.04805702,0.93727773,0.18026539,1.95369394
-5.21960980,5.68035382,2.60442639,0.91425348,0.65263190,0.00000000,0.04899062,0.95780959,0.18286788,1.97445264
-5.21360680,5.74912936,2.63386189,0.93645626,0.65436328,0.00000000,0.04978976,0.97386668,0.18485843,1.98876323
-5.20760380,5.79482721,2.65187672,0.95488550,0.65439396,0.00000000,0.05043806,0.98510540,0.18619755,1.99640990
-5.20160080,5.81675369,2.65805408,0.96938386,0.65275116,0.00000000,0.05092384,0.99129139,0.18686098,1.99734663
-5.19559780,5.81482319,2.65225321,0.97991629,0.64951771,0.00000000,0.05124076,0.99231075,0.18684060,1.99170391
-5.18959480,5.78957644,2.63462476,0.98657451,0.64483218,0.00000000,0.05138817,0.98817710,0.18614457,1.97978880
-5.18359180,5.74217543,2.60561517,0.98957683,0.63888681,0.00000000,0.05137133,0.97903396,0.18479679,1.96207832
-5.17758879,5.67437452,2.56595930,0.98926314,0.63192320,0.00000000,0.05120126,0.96515229,0.18283576,1.93920596
-5.17158579,5.58846808,2.51666115,0.98608507,0.62422573,0.00000000,0.05089451,0.94692322,0.18031277,1.91194186
-5.16558279,5.48721690,2.45896332,0.98059174,0.61611294,0.00000000,0.05047265,0.92484607,0.17728967,1.88116717
-5.15957979,5.37375585,2.39430619,0.97341148,0.60792708,0.00000000,0.04996153,0.89951234,0.17383623,1.84784375
-5.15357679,5.25148686,2.32427862,0.96523033,0.60002228,0.00000000,0.04939045,0.87158613,0.17002727,1.81298039
-5.14757379,5.12396159,2.25056222,0.95676796,0.59275161,0.00000000,0.04879121,0.84178201,0.16593978,1.77759691
-5.14157079,4.99475886,2.17487180,0.94875224,0.58645379,0.00000000,0.04819701,0.81084122,0.16165004,1.74268788
-5.13556778,4.86736185,2.09889453,0.94189310,0.58143987,0.00000000,0.04764136,0.77950714,0.15723102,1.70918723
-5.12956478,4.74504031,2.02423062,0.93685698,0.57798055,0.00000000,0.04715699,0.74850117,0.15275005,1.67793542
-5.12356178,4.63074231,1.95233814,0.93424266,0.57629467,0.00000000,0.04677477,0.71849992,0.14826702,1.64965050
-5.11755878,4.52699989,1.88448444,0.93455936,0.57653932,0.00000000,0.04652269,0.69011451,0.14383294,1.62490415
-5.11155578,4.43585185,1.82170600,0.93820804,0.57880204,0.00000000,0.04642496,0.66387297,0.13948916,1.60410360
-5.10555278,4.35878640,1.76477866,0.94546634,0.58309544,0.00000000,0.04650121,0.64020597,0.13526704,1.58748013
-5.09954977,4.29670528,1.71419889,0.95647775,0.58935448,0.00000000,0.04676580,0.61943669,0.13118815,1.57508435
-5.09354677,4.24990996,1.67017704,0.97124547,0.59743662,0.00000000,0.04722733,0.60177466,0.12726491,1.56678839
-5.08754377,4.21810984,1.63264219,0.98963086,0.60712478,0.00000000,0.04788821,0.58731396,0.12350163,1.56229463
-5.08154077,4.20045132,1.60125834,1.01135678,0.61813303,0.00000000,0.04874453,0.57603543,0.11989581,1.56115063
-5.07553777,4.19556601,1.57545060,1.03601554,0.63011494,0.00000000,0.04978594,0.56781271,0.11643969,1.56276933
-5.06953477,4.20163559,1.55444021,1.06308119,0.64267414,0.00000000,0.05099582,0.56242173,0.11312184,1.56645379
-5.06353177,4.21647056,1.53728635,1.09192580,0.65537681,0.00000000,0.05235152,0.55955307,0.10992882,1.57142533
-5.05752876,4.23759958,1.52293289,1.12183919,0.66776567,0.00000000,0.05382486,0.55882668,0.10684680,1.57685415
-5.05152576,4.26236605,1.51025781,1.15205152,0.67937479,0.00000000,0.05538270,0.55980826,0.10386301,1.58189102
-5.04552276,4.28802832,1.49812324,1.18175793,0.68974496,0.00000000,0.05698771,0.56202684,0.10096707,1.58569922
-5.03951976,4.31186015,1.48542387,1.21014462,0.69843880,0.00000000,0.05859926,0.56499258,0.09815212,1.58748539
-5.03351676,4.33124800,1.47113193,1.23641538,0.70505520,0.00000000,0.06017446,0.56821451,0.09541570,1.58652844
-5.02751376,4.34378206,1.45433705,1.25981777,0.70924257,0.00000000,0.06166929,0.57121746,0.09276042,1.58220551
-5.02151076,4.34733809,1.43427946,1.27966811,0.71071034,0.00000000,0.06303973,0.57355757,0.09019441,1.57401421
-5.01550775,4.34014775,1.41037573,1.29537434,0.70923847,0.00000000,0.06424309,0.57483614,0.08773151,1.56159047
-5.00950475,4.32085514,1.38223634,1.30645597,0.70468451,0.00000000,0.06523916,0.57471127,0.08539126,1.54472152
-5.00350175,4.28855815,1.34967469,1.31256047,0.69698803,0.00000000,0.06599145,0.57290700,0.08319865,1.52335357
-4.99749875,4.24283342,1.31270794,1.31347525,0.68617239,0.00000000,0.06646828,0.56921989,0.08118370,1.49759411
-4.99149575,4.18374444,1.27154998,1.30913503,0.67234381,0.00000000,0.06664378,0.56352273,0.07938078,1.46770879
-4.98549275,4.11183281,1.22659741,1.29962405,0.65568774,0.00000000,0.06649868,0.55576554,0.07782773,1.43411297
-4.97948974,4.02809315,1.17840960,1.28517302,0.63646298,0.00000000,0.06602093,0.54597386,0.07656483,1.39735845
-4.97348674,3.93393304,1.12768403,1.26615099,0.61499363,0.00000000,0.06520606,0.53424455,0.07563348,1.35811577
-4.96748374,3.83111940,1.07522829,1.24305228,0.59165936,0.00000000,0.06405734,0.52073928,0.07507481,1.31715269
-4.96148074,3.72171364,1.02193015,1.21647897,0.56688440,0.00000000,0.06258558,0.50567613,0.07492800,1.27530986
-4.95547774,3.60799809,0.96872714,1.18711974,0.54112575,0.00000000,0.06080878,0.48931966,0.07522861,1.23347425
-4.94947474,3.49239645,0.91657676,1.15572566,0.51486102,0.00000000,0.05875151,0.47196984,0.07600670,1.19255156
-4.94347174,3.37739147,0.86642863,1.12308414,0.48857640,0.00000000,0.05644399,0.45395035,0.07728497,1.15343850
-4.93746873,3.26544298,0.81919940,1.08999197,0.46275514,0.00000000,0.05392115,0.43559670,0.07907699,1.11699590
-4.93146573,3.15890922,0.77575125,1.05722858,0.43786705,0.00000000,0.05122142,0.41724464,0.08138545,1.08402372
-4.92546273,3.05997458,0.73687429,1.02553059,0.41435904,0.00000000,0.04838550,0.39921923,0.08420071,1.05523868
-4.91945973,2.97058628,0.70327329,0.99556884,0.39264723,0.00000000,0.04545514,0.38182511,0.08749961,1.03125544
-4.91345673,2.89240224,0.67555848,0.96792860,0.37311050,0.00000000,0.04247186,0.36533803,0.09124466,1.01257185
-4.90745373,2.82675174,0.65424047,0.94309398,0.35608578,0.00000000,0.03947577,0.34999822,0.09538371,0.99955871
-4.90145073,2.77461024,0.63972867,0.92143691,0.34186475,0.00000000,0.03650462,0.33600543,0.09985018,0.99245426
-4.89544772,2.73658853,0.63233270,0.90321122,0.33069207,0.00000000,0.03359280,0.32351607,0.10456379,0.99136359
-4.88944472,2.71293631,0.63226630,0.88855188,0.32276494,0.00000000,0.03077074,0.31264207,0.10943201,0.99626259
-4.88344172,2.70355930,0.63965278,0.87747921,0.31823365,0.00000000,0.02806434,0.30345178,0.11435197,1.00700622
-4.87743872,2.70804847,0.65453151,0.86990787,0.31720301,0.00000000,0.02549468,0.29597235,0.11921301,1.02334049
-4.87143572,2.72571965,0.67686474,0.86565990,0.31973438,0.00000000,0.02307798,0.29019365,0.12389965,1.04491752
-4.86543272,2.75566106,0.70654408,0.86448109,0.32584806,0.00000000,0.02082562,0.28607332,0.12829495,1.07131282
-4.85942971,2.79678642,0.74339636,0.86605989,0.33552580,0.00000000,0.01874445,0.28354265,0.13228416,1.10204399
-4.85342671,2.84789075,0.78718829,0.87004770,0.34871338,0.00000000,0.01683718,0.28251291,0.13575836,1.13658992
-4.84742371,2.90770629,0.83763000,0.87607973,0.36532299,0.00000000,0.01510289,0.28288192,0.13861815,1.17440962
-4.84142071,2.97495606,0.89437722,0.88379517,0.38523550,0.00000000,0.01353762,0.28454031,0.14077706,1.21495999
-4.83541771,3.04840263,0.95703240,0.89285602,0.40830247,0.00000000,0.01213503,0.28737743,0.14216463,1.25771181
-4.82941471,3.12689047,1.02514491,0.90296344,0.43434807,0.00000000,0.01088704,0.29128643,0.14272888,1.30216341
-4.82341171,3.20938018,1.09821077,0.91387132,0.46317095,0.00000000,0.00978446,0.29616846,0.14243832,1.34785179
-4.81740870,3.29497403,1.17567232,0.92539620,0.49454613,0.00000000,0.00881762,0.30193578,0.14128304,1.39436088
-4.81140570,3.38293219,1.25691836,0.93742360,0.52822709,0.00000000,0.00797689,0.30851370,0.13927524,1.44132703
-4.80540270,3.47267991,1.34128524,0.94991046,0.56394818,0.00000000,0.00725316,0.31584143,0.13644886,1.48844192
-4.79939970,3.56380632,1.42805931,0.96288388,0.60142746,0.00000000,0.00663826,0.32387170,0.13285854,1.53545307
-4.79339670,3.65605573,1.51648128,0.97643654,0.64037000,0.00000000,0.00612521,0.33256951,0.12857789,1.58216248
-4.78739370,3.74931289,1.60575257,0.99071909,0.68047173,0.00000000,0.00570850,0.34190992,0.12369718,1.62842380
-4.78139070,3.84358365,1.69504401,1.00593026,0.72142382,0.00000000,0.00538418,0.35187526,0.11832059,1.67413841
-4.77538769,3.93897267,1.78350673,1.02230524,0.76291745,0.00000000,0.00514994,0.36245179,0.11256320,1.71925116
-4.76938469,4.03565970,1.87028536,1.04010300,0.80464895,0.00000000,0.00500505,0.37362628,0.10654773,1.76374584
-4.76338169,4.13387611,1.95453308,1.05959338,0.84632508,0.00000000,0.00495031,0.38538241,0.10040134,1.80764096
-4.75737869,4.23388275,2.03542820,1.08104441,0.88766833,0.00000000,0.00498791,0.39769758,0.09425254,1.85098609
-4.75137569,4.33595041,2.11219194,1.10471064,0.92842189,0.00000000,0.00512119,0.41054005,0.08822831,1.89385870
-4.74537269,4.44034350,2.18410663,1.13082279,0.96835433,0.00000000,0.00535446,0.42386665,0.08245153,1.93636180
-4.73936968,4.54730761,2.25053391,1.15957918,1.00726350,0.00000000,0.00569270,0.43762130,0.07703892,1.97862211
-4.73336668,4.65706090,2.31093222,1.19113918,1.04497977,0.00000000,0.00614131,0.45173435,0.07209921,2.02078873
-4.72736368,4.76978931,2.36487292,1.22561876,1.08136825,0.00000000,0.00670573,0.46612274,0.06773194,2.06303208
-4.72136068,4.88564527,2.41205458,1.26308801,1.11633007,0.00000000,0.00739122,0.48069116,0.06402646,2.10554271
-4.71535768,5.00474897,2.45231467,1.30357074,1.14980263,0.00000000,0.00820245,0.49533395,0.06106142,2.14852991
-4.70935468,5.12719173,2.48563832,1.34704550,1.18175874,0.00000000,0.00914321,0.50993784,0.05890442,2.19221959
-4.70335168,5.25304019,2.51216359,1.39344808,1.21220490,0.00000000,0.01021609,0.52438526,0.05761194,2.23685124
-4.69734867,5.38234039,2.53218292,1.44267477,1.24117857,0.00000000,0.01142220,0.53855814,0.05722927,2.28267370
-4.69134567,5.51512074,2.54614044,1.49458605,1.26874472,0.00000000,0.01276083,0.55234193,0.05779051,2.32993951
-4.68534267,5.65139261,2.55462492,1.54901023,1.29499159,0.00000000,0.01422924,0.56562968,0.05931852,2.37889763
-4.67933967,5.79114787,2.55835828,1.60574666,1.32002590,0.00000000,0.01582242,0.57832583,0.06182469,2.42978458
-4.67333667,5.93435250,2.55817957,1.66456804,1.34396757,0.00000000,0.01753290,0.59034965,0.06530862,2.48281386
-4.66733367,6.08093579,2.55502466,1.72522156,1.36694400,0.00000000,0.01935065,0.60163789,0.06975762,2.53816385
-4.66133067,6.23077497,2.54990172,1.78742881,1.38908404,0.00000000,0.02126297,0.61214664,0.07514605,2.59596451
-4.65532766,6.38367549,2.54386308,1.85088428,1.41051172,0.00000000,0.02325451,0.62185213,0.08143460,2.65628300
-4.64932466,6.53934734,2.53797387,1.91525258,1.43133986,0.00000000,0.02530731,0.63075037,0.08856951,2.71910899
-4.64332166,6.69737867,2.53327830,1.98016464,1.45166361,0.00000000,0.02740095,0.63885570,0.09648189,2.78433999
