energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.83791896,1.16719982,0.31464477,0.10533820,0.00744402,0.06024120,0.00983558,0.69242702,0.45518932,0.23123962
-5.83191596,1.17226746,0.31354111,0.10640184,0.00713509,0.05944264,0.00967411,0.69623223,0.45548836,0.23909475
-5.82591296,1.18444413,0.31278873,0.10844247,0.00699377,0.05870287,0.00961150,0.70397933,0.45836076,0.24873511
-5.81990995,1.20382417,0.31236776,0.11144225,0.00701366,0.05802616,0.00964672,0.71576624,0.46381161,0.26020988
-5.81390695,1.23033592,0.31223631,0.11537087,0.00718795,0.05741177,0.00977719,0.73158727,0.47179121,0.27352064
-5.80790395,1.26373805,0.31233314,0.12018536,0.00750937,0.05685434,0.00999880,0.75133009,0.48219432,0.28861862
-5.80190095,1.30362047,0.31258112,0.12582996,0.00797025,0.05634445,0.01030592,0.77477598,0.49486092,0.30540341
-5.79589795,1.34941004,0.31289125,0.13223622,0.00856246,0.05586937,0.01069154,0.80160309,0.50957827,0.32372321
-5.78989495,1.40038099,0.31316698,0.13932345,0.00927737,0.05541388,0.01114734,0.83139277,0.52608433,0.34337675
-5.78389195,1.45566966,0.31330859,0.14699926,0.01010574,0.05496122,0.01166390,0.86363885,0.54407234,0.36411686
-5.77788894,1.51429347,0.31321745,0.15516063,0.01103770,0.05449397,0.01223087,0.89775950,0.56319670,0.38565560
-5.77188594,1.57517343,0.31279989,0.16369510,0.01206267,0.05399499,0.01283722,0.93311141,0.58307971,0.40767090
-5.76588294,1.63715975,0.31197061,0.17248243,0.01316937,0.05344820,0.01347147,0.96900598,0.60331927,0.42981457
-5.75987994,1.69905995,0.31065544,0.18139647,0.01434583,0.05283930,0.01412200,1.00472689,0.62349731,0.45172137
-5.75387694,1.75966845,0.30879344,0.19030741,0.01557945,0.05215633,0.01477730,1.03954884,0.64318872,0.47301895
-5.74787394,1.81779719,0.30633827,0.19908424,0.01685709,0.05139014,0.01542632,1.07275655,0.66197067,0.49333835
-5.74187094,1.87230602,0.30325896,0.20759735,0.01816526,0.05053462,0.01605869,1.10366387,0.67943207,0.51232464
-5.73586793,1.92213230,0.29953994,0.21572134,0.01949028,0.04958687,0.01666501,1.13163207,0.69518297,0.52964746
-5.72986493,1.96631842,0.29518063,0.22333780,0.02081849,0.04854716,0.01723708,1.15608693,0.70886360,0.54501093
-5.72386193,2.00403668,0.29019453,0.23033802,0.02213654,0.04741880,0.01776808,1.17653402,0.72015289,0.55816271
-5.71785893,2.03461047,0.28460800,0.23662557,0.02343159,0.04620787,0.01825269,1.19257172,0.72877618,0.56890172
-5.71185593,2.05753106,0.27845877,0.24211855,0.02469161,0.04492294,0.01868720,1.20390143,0.73451182,0.57708443
-5.70585293,2.07246954,0.27179433,0.24675150,0.02590555,0.04357461,0.01906950,1.21033474,0.73719655,0.58262924
-5.69984992,2.07928330,0.26467018,0.25047688,0.02706359,0.04217509,0.01939902,1.21179724,0.73672940,0.58551898
-5.69384692,2.07801701,0.25714821,0.25326597,0.02815726,0.04073776,0.01967669,1.20832900,0.73307396,0.58580142
-5.68784392,2.06889805,0.24929504,0.25510922,0.02917961,0.03927666,0.01990472,1.20008156,0.72625895,0.58358760
-5.68184092,2.05232674,0.24118049,0.25601609,0.03012518,0.03780607,0.02008642,1.18731179,0.71637709,0.57904846
-5.67583792,2.02886178,0.23287621,0.25601424,0.03099011,0.03634013,0.02022600,1.17037289,0.70358228,0.57240953
-5.66983492,1.99920172,0.22445444,0.25514828,0.03177202,0.03489243,0.02032828,1.14970293,0.68808526,0.56394432
-5.66383192,1.96416338,0.21598698,0.25347799,0.03246997,0.03347574,0.02039847,1.12581157,0.67014788,0.55396639
-5.65782891,1.92465818,0.20754438,0.25107628,0.03308434,0.03210181,0.02044192,1.09926559,0.65007630,0.54282078
-5.65182591,1.88166760,0.19919528,0.24802689,0.03361666,0.03078121,0.02046392,1.07067379,0.62821342,0.53087496
-5.64582291,1.83621884,0.19100605,0.24442194,0.03406955,0.02952327,0.02046952,1.04067215,0.60493087,0.51850983
-5.63981991,1.78936183,0.18304067,0.24035953,0.03444651,0.02833616,0.02046341,1.00990976,0.58062085,0.50611099
-5.63381691,1.74214836,0.17536080,0.23594141,0.03475184,0.02722698,0.02044983,0.97903603,0.55568829,0.49406083
-5.62781391,1.69561429,0.16802619,0.23127095,0.03499052,0.02620196,0.02043260,0.94868986,0.53054355,0.48273140
-5.62181091,1.65076516,0.16109525,0.22645128,0.03516819,0.02526681,0.02041511,0.91949084,0.50559589,0.47247854
-5.61580790,1.60856552,0.15462584,0.22158386,0.03529107,0.02442698,0.02040040,0.89203273,0.48124799,0.46363710
-5.60980490,1.56993187,0.14867624,0.21676733,0.03536594,0.02368809,0.02039131,0.86687922,0.45789157,0.45651742
-5.60380190,1.53572895,0.14330623,0.21209674,0.03540020,0.02305632,0.02039057,0.84456179,0.43590414,0.45140294
-5.59779890,1.50676866,0.13857818,0.20766296,0.03540182,0.02253880,0.02040097,0.82557919,0.41564683,0.44854869
-5.59179590,1.48381092,0.13455804,0.20355243,0.03537940,0.02214402,0.02042548,0.81039823,0.39746313,0.44818059
-5.58579290,1.46756550,0.13131626,0.19984695,0.03534210,0.02188209,0.02046732,0.79945525,0.38167836,0.45049512
-5.57978989,1.45869382,0.12892829,0.19662353,0.03529963,0.02176500,0.02053005,0.79315765,0.36859961,0.45565923
-5.57378689,1.45780976,0.12747487,0.19395421,0.03526216,0.02180671,0.02061758,0.79188489,0.35851577,0.46381011
-5.56778389,1.46547854,0.12704167,0.19190577,0.03524017,0.02202315,0.02073407,0.79598837,0.35169755,0.47505455
-5.56178089,1.48221305,0.12771849,0.19053924,0.03524428,0.02243202,0.02088384,0.80578978,0.34839696,0.48946785
-5.55577789,1.50846713,0.12959776,0.18990922,0.03528498,0.02305241,0.02107123,0.82157754,0.34884619,0.50709198
-5.54977489,1.54462553,0.13277243,0.19006301,0.03537243,0.02390434,0.02130032,0.84360110,0.35325565,0.52793309
-5.54377189,1.59099087,0.13733313,0.19103958,0.03551612,0.02500800,0.02157469,0.87206328,0.36181100,0.55195840
-5.53776888,1.64776784,0.14336484,0.19286837,0.03572458,0.02638293,0.02189719,0.90711067,0.37466922,0.57909260
-5.53176588,1.71504551,0.15094287,0.19556812,0.03600514,0.02804701,0.02226957,0.94882256,0.39195375,0.60921405
-5.52576288,1.79277866,0.16012860,0.19914569,0.03636363,0.03001537,0.02269231,0.99719903,0.41374883,0.64215111
-5.51975988,1.88076942,0.17096486,0.20359511,0.03680424,0.03229924,0.02316436,1.05214872,0.44009326,0.67767890
-5.51375688,1.97865038,0.18347127,0.20889679,0.03732940,0.03490477,0.02368299,1.11347727,0.47097388,0.71551705
-5.50775388,2.08587064,0.19763983,0.21501718,0.03793974,0.03783190,0.02424373,1.18087708,0.50631917,0.75532855
-5.50175088,2.20168603,0.21343081,0.22190876,0.03863418,0.04107334,0.02484036,1.25391940,0.54599321,0.79672040
-5.49574787,2.32515454,0.23076936,0.22951054,0.03941006,0.04461375,0.02546501,1.33204936,0.58979056,0.83924602
-5.48974487,2.45513804,0.24954296,0.23774899,0.04026343,0.04842901,0.02610838,1.41458478,0.63743233,0.88240985
-5.48374187,2.59031080,0.26959995,0.24653947,0.04118931,0.05248598,0.02675998,1.50071902,0.68856381,0.92567413
-5.47773887,2.72917507,0.29074935,0.25578804,0.04218206,0.05674233,0.02740852,1.58952854,0.74275397,0.96846778
-5.47173587,2.87008370,0.31276201,0.26539355,0.04323581,0.06114695,0.02804230,1.67998487,0.79949713,1.01019727
-5.46573287,3.01126928,0.33537328,0.27525008,0.04434478,0.06564057,0.02864964,1.77097115,0.85821682,1.05025918
-5.45972986,3.15087897,0.35828713,0.28524936,0.04550365,0.07015680,0.02921935,1.86130272,0.91827206,1.08805397
-5.45372686,3.28701399,0.38118163,0.29528322,0.04670783,0.07462355,0.02974117,1.94975123,0.97896585,1.12300055
-5.44772386,3.41777221,0.40371578,0.30524598,0.04795365,0.07896472,0.03020612,2.03507144,1.03955598,1.15455096
-5.44172086,3.54129235,0.42553735,0.31503649,0.04923847,0.08310219,0.03060689,2.11602980,1.09926763,1.18220469
-5.43571786,3.65579813,0.44629158,0.32455985,0.05056062,0.08695794,0.03093807,2.19143375,1.15730784,1.20552192
-5.42971486,3.75964060,0.46563035,0.33372881,0.05191924,0.09045634,0.03119627,2.26016064,1.21288105,1.22413518
-5.42371186,3.85133710,0.48322153,0.34246457,0.05331404,0.09352647,0.03138023,2.32118525,1.26520561,1.23775889
-5.41770885,3.92960530,0.49875812,0.35069722,0.05474490,0.09610426,0.03149071,2.37360468,1.31353057,1.24619650
-5.41170585,3.99339114,0.51196681,0.35836571,0.05621140,0.09813457,0.03153037,2.41665988,1.35715231,1.24934470
-5.40570285,4.04188981,0.52261559,0.36541734,0.05771231,0.09957293,0.03150348,2.44975294,1.39543041,1.24719491
-5.39969985,4.07455893,0.53052018,0.37180701,0.05924502,0.10038699,0.03141565,2.47245960,1.42780238,1.23983169
-5.39369685,4.09112395,0.53554889,0.37749615,0.06080503,0.10055752,0.03127340,2.48453652,1.45379656,1.22742847
-5.38769385,4.09157560,0.53762582,0.38245152,0.06238542,0.10007898,0.03108373,2.48592333,1.47304299,1.21024071
-5.38169085,4.07616002,0.53673230,0.38664393,0.06397645,0.09895961,0.03085374,2.47673937,1.48528167,1.18859692
-5.37568784,4.04536221,0.53290636,0.39004712,0.06556523,0.09722103,0.03059018,2.45727557,1.49036814,1.16288790
-5.36968484,3.99988375,0.52624056,0.39263667,0.06713558,0.09489747,0.03029907,2.42798188,1.48827602,1.13355481
-5.36368184,3.94061606,0.51687807,0.39438925,0.06866802,0.09203445,0.02998539,2.38945092,1.47909654,1.10107650
-5.35767884,3.86861035,0.50500729,0.39528218,0.07013990,0.08868721,0.02965283,2.34239866,1.46303515,1.06595666
-5.35167584,3.78504570,0.49085536,0.39529331,0.07152581,0.08491889,0.02930363,2.28764291,1.44040514,1.02871125
-5.34567284,3.69119660,0.47468068,0.39440135,0.07279806,0.08079843,0.02893849,2.22608061,1.41161878,0.98985661
-5.33966983,3.58840098,0.45676497,0.39258653,0.07392739,0.07639845,0.02855667,2.15866463,1.37717616,0.94989865
-5.33366683,3.47803004,0.43740504,0.38983168,0.07488380,0.07179309,0.02815603,2.08638103,1.33765209,0.90932342
-5.32766383,3.36146059,0.41690471,0.38612354,0.07563748,0.06705599,0.02773330,2.01022741,1.29368171,0.86858906
-5.32166083,3.24005065,0.39556714,0.38145439,0.07615983,0.06225832,0.02728436,1.93119294,1.24594509,0.82811948
-5.31565783,3.11511869,0.37368782,0.37582372,0.07642453,0.05746713,0.02680455,1.85024058,1.19515154,0.78829950
-5.30965483,2.98792666,0.35154842,0.36924003,0.07640856,0.05274398,0.02628909,1.76829177,1.14202392,0.74947159
-5.30365183,2.85966691,0.32941172,0.36172247,0.07609316,0.04814374,0.02573342,1.68621379,1.08728359,0.71193398
-5.29764882,2.73145270,0.30751763,0.35330231,0.07546476,0.04371389,0.02513366,1.60480973,1.03163633,0.67593996
-5.29164582,2.60431184,0.28608028,0.34402411,0.07451565,0.03949403,0.02448690,1.52481117,0.97575962,0.64169824
-5.28564282,2.47918327,0.26528640,0.33394652,0.07324455,0.03551571,0.02379158,1.44687327,0.92029150,0.60937410
-5.27963982,2.35691571,0.24529454,0.32314253,0.07165696,0.03180252,0.02304771,1.37157199,0.86582134,0.57909125
-5.27363682,2.23826812,0.22623539,0.31169927,0.06976521,0.02837051,0.02225705,1.29940339,0.81288251,0.55093401
-5.26763382,2.12391131,0.20821275,0.29971720,0.06758835,0.02522870,0.02142324,1.23078439,0.76194703,0.52494999
-5.26163082,2.01443029,0.19130523,0.28730874,0.06515177,0.02237980,0.02055181,1.16605502,0.71342219,0.50115283
-5.25562781,1.91032705,0.17556836,0.27459642,0.06248659,0.01982102,0.01965005,1.10548157,0.66764904,0.47952520
-5.24962481,1.81202339,0.16103698,0.26171053,0.05962881,0.01754491,0.01872694,1.04926071,0.62490252,0.46002184
-5.24362181,1.71986376,0.14772783,0.24878636,0.05661835,0.01554030,0.01779282,0.99752403,0.58539316,0.44257271
-5.23761881,1.63411800,0.13564213,0.23596121,0.05349794,0.01379313,0.01685918,0.95034318,0.54926990,0.42708619
-5.23161581,1.55498389,0.12476802,0.22337119,0.05031187,0.01228725,0.01593823,0.90773510,0.51662410,0.41345245
-5.22561281,1.48258971,0.11508288,0.21114798,0.04710479,0.01100520,0.01504258,0.86966752,0.48749410,0.40154684
-5.21960980,1.41699677,0.10655534,0.19941572,0.04392042,0.00992884,0.01418478,0.83606444,0.46187045,0.39123337
-5.21360680,1.35820211,0.09914701,0.18828798,0.04080042,0.00903990,0.01337696,0.80681155,0.43970125,0.38236829
-5.20760380,1.30614135,0.09281398,0.17786518,0.03778325,0.00832045,0.01263040,0.78176156,0.42089765,0.37480359
-5.20160080,1.26069189,0.08750788,0.16823228,0.03490330,0.00775324,0.01195522,0.76073922,0.40533909,0.36839053
-5.19559780,1.22167629,0.08317679,0.15945702,0.03219004,0.00732198,0.01135999,0.74354611,0.39287833,0.36298297
-5.18959480,1.18886619,0.07976584,0.15158862,0.02966751,0.00701151,0.01085155,0.72996506,0.38334609,0.35844039
-5.18359180,1.16198641,0.07721766,0.14465710,0.02735387,0.00680790,0.01043477,0.71976415,0.37655521,0.35463070
-5.17758879,1.14071957,0.07547266,0.13867303,0.02526127,0.00669853,0.01011241,0.71270037,0.37230433,0.35143245
-5.17158579,1.12471096,0.07446927,0.13362801,0.02339589,0.00667207,0.00988514,0.70852281,0.37038125,0.34873666
-5.16558279,1.11357399,0.07414413,0.12949552,0.02175813,0.00671851,0.00975153,0.70697569,0.37056586,0.34644800
-5.15957979,1.10689607,0.07443239,0.12623231,0.02034302,0.00682911,0.00970815,0.70780106,0.37263287,0.34448550
-5.15357679,1.10424517,0.07526808,0.12378030,0.01914080,0.00699638,0.00974980,0.71074160,0.37635446,0.34278267
-5.14757379,1.10517716,0.07658466,0.12206877,0.01813755,0.00721409,0.00986976,0.71554349,0.38150303,0.34128717
-5.14157079,1.10924394,0.07831576,0.12101692,0.01731599,0.00747726,0.01006011,0.72195972,0.38785407,0.33996018
-5.13556778,1.11600281,0.08039615,0.12053669,0.01665631,0.00778223,0.01031207,0.72975389,0.39518943,0.33877551
-5.12956478,1.12502669,0.08276297,0.12053578,0.01613704,0.00812673,0.01061648,0.73870474,0.40330106,0.33771865
-5.12356178,1.13591569,0.08535716,0.12092073,0.01573590,0.00850995,0.01096421,0.74861155,0.41199511,0.33678589
-5.11755878,1.14830947,0.08812510,0.12160007,0.01543068,0.00893272,0.01134662,0.75930026,0.42109668,0.33598363
-5.11155578,1.16190046,0.09102042,0.12248740,0.01520001,0.00939760,0.01175598,0.77063045,0.43045478,0.33532803
-5.10555278,1.17644744,0.09400584,0.12350436,0.01502408,0.00990906,0.01218595,0.78250275,0.43994763,0.33484494
-5.09954977,1.19178879,0.09705506,0.12458323,0.01488528,0.01047360,0.01263189,0.79486650,0.44948794,0.33457026
-5.09354677,1.20785496,0.10015448,0.12566940,0.01476872,0.01109986,0.01309121,0.80772710,0.45902783,0.33455050
-5.08754377,1.22467908,0.10330472,0.12672323,0.01466257,0.01179867,0.01356360,0.82115255,0.46856319,0.33484363
-5.08154077,1.24240489,0.10652178,0.12772146,0.01455840,0.01258306,0.01405114,0.83527848,0.47813689,0.33551983
-5.07553777,1.26129116,0.10983772,0.12865811,0.01445123,0.01346812,0.01455836,0.85031107,0.48784066,0.33666212
-5.06953477,1.28171133,0.11330069,0.12954455,0.01433956,0.01447080,0.01509210,0.86652708,0.49781505,0.33836657
-5.06353177,1.30414804,0.11697439,0.13040906,0.01422523,0.01560959,0.01566129,0.88427048,0.50824734,0.34074176
-5.05752876,1.32918144,0.12093664,0.13129552,0.01411309,0.01690403,0.01627661,0.90394514,0.51936696,0.34390747
-5.05152576,1.35747134,0.12527720,0.13226147,0.01401072,0.01837413,0.01695004,0.92600329,0.53143840,0.34799222
-5.04552276,1.38973276,0.13009480,0.13337540,0.01392785,0.02003962,0.01769420,0.95092965,0.54475158,0.35312970
-5.03951976,1.42670558,0.13549328,0.13471355,0.01387586,0.02191909,0.01852175,0.97922135,0.55960971,0.35945392
-5.03351676,1.46911866,0.14157717,0.13635605,0.01386712,0.02402906,0.01944463,1.01136418,0.57631506,0.36709323
-5.02751376,1.51764975,0.14844660,0.13838275,0.01391437,0.02638292,0.02047327,1.04780577,0.59515299,0.37616333
-5.02151076,1.57288271,0.15619182,0.14086880,0.01402998,0.02898992,0.02161578,1.08892677,0.61637485,0.38675948
-5.01550775,1.63526368,0.16488756,0.14388014,0.01422533,0.03185410,0.02287729,1.13501135,0.64018049,0.39894833
-5.00950475,1.70505841,0.17458739,0.14746916,0.01451014,0.03497331,0.02425915,1.18621824,0.66670123,0.41275972
-5.00350175,1.78231304,0.18531842,0.15167064,0.01489189,0.03833838,0.02575847,1.24255404,0.69598404,0.42817894
-4.99749875,1.86682047,0.19707657,0.15649829,0.01537529,0.04193240,0.02736760,1.30385038,0.72797800,0.44514001
-4.99149575,1.95809457,0.20982266,0.16194191,0.01596188,0.04573030,0.02907394,1.36974633,0.76252375,0.46352035
-4.98549275,2.05535420,0.22347962,0.16796549,0.01664972,0.04969860,0.03085984,1.43967753,0.79934681,0.48313742
-4.97948974,2.15751868,0.23793105,0.17450630,0.01743320,0.05379557,0.03270277,1.51287328,0.83805527,0.50374771
-4.97348674,2.26321571,0.25302123,0.18147502,0.01830300,0.05797164,0.03457569,1.58836217,0.87814248,0.52504824
-4.96748374,2.37080250,0.26855668,0.18875712,0.01924622,0.06217022,0.03644763,1.66498687,0.91899479,0.54668087
-4.96148074,2.47839980,0.28430950,0.19621526,0.02024655,0.06632875,0.03828449,1.74142795,0.95990442,0.56823947
-4.95547774,2.58393829,0.30002218,0.20369282,0.02128472,0.07038020,0.04004997,1.81623620,1.00008717,0.58927958
-4.94947474,2.68521575,0.31541398,0.21101838,0.02233894,0.07425472,0.04170673,1.88787256,1.03870439,0.60933054
-4.94347174,2.77996303,0.33018857,0.21801100,0.02338557,0.07788159,0.04321752,1.95475413,1.07488843,0.62790955
-4.93746873,2.86591625,0.34404272,0.22448609,0.02439976,0.08119124,0.04454644,2.01530452,1.10777063,0.64453699
-4.93146573,2.94089219,0.35667570,0.23026160,0.02535626,0.08411741,0.04566018,2.06800644,1.13651058,0.65875259
-4.92546273,3.00286359,0.36779897,0.23516434,0.02623020,0.08659924,0.04652920,2.11145426,1.16032557,0.67013147
-4.91945973,3.05003118,0.37714580,0.23903610,0.02699789,0.08858326,0.04712874,2.14440415,1.17851871,0.67829951
-4.91345673,3.08088893,0.38448045,0.24173931,0.02763759,0.09002518,0.04743971,2.16581957,1.19050462,0.68294721
-4.90745373,3.09427974,0.38960636,0.24316201,0.02813024,0.09089140,0.04744941,2.17491002,1.19583149,0.68384148
-4.90145073,3.08943907,0.39237313,0.24322189,0.02846006,0.09116017,0.04715195,2.17116125,1.19419839,0.68083475
-4.89544772,3.06602431,0.39268194,0.24186927,0.02861507,0.09082236,0.04654842,2.15435564,1.18546731,0.67387091
-4.88944472,3.02412893,0.39048912,0.23908885,0.02858745,0.08988179,0.04564687,2.12458171,1.16966913,0.66298804
-4.88344172,2.96428071,0.38580781,0.23490013,0.02837378,0.08835512,0.04446195,2.08223263,1.14700351,0.64831755
-4.87743872,2.88742442,0.37870754,0.22935670,0.02797507,0.08627128,0.04301437,2.02799374,1.11783268,0.63007998
-4.87143572,2.79488985,0.36931188,0.22254415,0.02739668,0.08367054,0.04133018,1.96281985,1.08266951,0.60857769
-4.86543272,2.68834700,0.35779422,0.21457697,0.02664808,0.08060318,0.03943979,1.88790354,1.04216050,0.58418475
-4.85942971,2.56975057,0.34437197,0.20559453,0.02574242,0.07712791,0.03737696,1.80463594,0.99706449,0.55733461
-4.85342671,2.44127642,0.32929939,0.19575622,0.02469606,0.07331003,0.03517769,1.71456198,0.94822819,0.52850603
-4.84742371,2.30525298,0.31285943,0.18523623,0.02352796,0.06921953,0.03287909,1.61933198,0.89655953,0.49820811
-4.84142071,2.16409048,0.29535495,0.17421791,0.02225899,0.06492906,0.03051830,1.52065180,0.84300006,0.46696484
-4.83541771,2.02021110,0.27709979,0.16288820,0.02091126,0.06051201,0.02813140,1.42023362,0.78849750,0.43530003
-4.82941471,1.87598259,0.25840990,0.15143223,0.01950741,0.05604070,0.02575259,1.31974912,0.73397951,0.40372303
-4.82341171,1.73365782,0.23959501,0.14002828,0.01806993,0.05158476,0.02341333,1.22078678,0.68032960,0.37271582
-4.81740870,1.59532207,0.22095112,0.12884333,0.01662051,0.04720972,0.02114177,1.12481467,0.62836591,0.34272188
-4.81140570,1.46284965,0.20275402,0.11802938,0.01517954,0.04297593,0.01896230,1.03314960,0.57882346,0.31413710
-4.80540270,1.33787044,0.18525403,0.10772040,0.01376559,0.03893776,0.01689531,0.94693336,0.53234029,0.28730287
-4.79939970,1.22174694,0.16867206,0.09803027,0.01239508,0.03514309,0.01495704,0.86711623,0.48944745,0.26250150
-4.79339670,1.11556153,0.15319699,0.08905143,0.01108203,0.03163313,0.01315967,0.79444765,0.45056320,0.23995378
-4.78739370,1.02011347,0.13898439,0.08085442,0.00983790,0.02844244,0.01151151,0.72947374,0.41599080,0.21981868
-4.78139070,0.93592453,0.12615644,0.07348812,0.00867153,0.02559926,0.01001727,0.67254095,0.38591993,0.20219486
-4.77538769,0.86325226,0.11480282,0.06698063,0.00758923,0.02312592,0.00867849,0.62380509,0.36043117,0.18712380
-4.76938469,0.80210939,0.10498257,0.06134066,0.00659487,0.02103943,0.00749393,0.58324476,0.33950308,0.17459422
-4.76338169,0.75228799,0.09672654,0.05655945,0.00569011,0.01935211,0.00646005,0.55067829,0.32302132,0.16454746
-4.75737869,0.71338682,0.09004028,0.05261285,0.00487459,0.01807224,0.00557151,0.52578311,0.31078941,0.15688355
-4.75137569,0.68484066,0.08490716,0.04946368,0.00414628,0.01720462,0.00482155,0.50811663,0.30254049,0.15146762
-4.74537269,0.66595019,0.08129152,0.04706412,0.00350171,0.01675109,0.00420249,0.49713779,0.29794964,0.14813649
-4.73936968,0.65591144,0.07914164,0.04535809,0.00293631,0.01671087,0.00370601,0.49222857,0.29664637,0.14670503
-4.73336668,0.65384380,0.07839246,0.04428350,0.00244469,0.01708078,0.00332352,0.49271463,0.29822691,0.14697232
-4.72736368,0.65881594,0.07896791,0.04377436,0.00202089,0.01785529,0.00304639,0.49788487,0.30226590,0.14872727
-4.72136068,0.66986910,0.08078276,0.04376266,0.00165867,0.01902638,0.00286607,0.50700919,0.30832735,0.15175374
-4.71535768,0.68603743,0.08374403,0.04417991,0.00135167,0.02058329,0.00277427,0.51935450,0.31597465,0.15583500
-4.70935468,0.70636522,0.08775196,0.04495858,0.00109365,0.02251206,0.00276299,0.53419855,0.32477941,0.16075755
-4.70335168,0.72992104,0.09270059,0.04603306,0.00087858,0.02479509,0.00282452,0.55084179,0.33432919,0.16631424
-4.69734867,0.75580902,0.09847802,0.04734053,0.00070078,0.02741058,0.00295139,0.56861703,0.34423395,0.17230684
-4.69134567,0.78317732,0.10496648,0.04882149,0.00055497,0.03033202,0.00313633,0.58689726,0.35413135,0.17854802
-4.68534267,0.81122448,0.11204236,0.05042007,0.00043637,0.03352769,0.00337221,0.60510160,0.36369091,0.18486276
-4.67933967,0.83920370,0.11957625,0.05208428,0.00034067,0.03696035,0.00365190,0.62269973,0.37261695,0.19108943
-4.67333667,0.86642572,0.12743315,0.05376594,0.00026405,0.04058706,0.00396824,0.63921493,0.38065073,0.19708053
-4.66733367,0.89226078,0.13547303,0.05542073,0.00020321,0.04435923,0.00431393,0.65422607,0.38757159,0.20270315
-4.66133067,0.91613985,0.14355166,0.05700802,0.00015527,0.04822292,0.00468154,0.66736874,0.39319740,0.20783932
-4.65532766,0.93755581,0.15152200,0.05849076,0.00011780,0.05211945,0.00506346,0.67833585,0.39738441,0.21238630
-4.64932466,0.95606466,0.15923595,0.05983543,0.00008873,0.05598622,0.00545191,0.68687771,0.40002668,0.21625685
-4.64332166,0.97128714,0.16654662,0.06101196,0.00006635,0.05975793,0.00583905,0.69280206,0.40105502,0.21937954
