energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,3.61355650,-1.67084051,0.06948089,-0.05834617,0.48003622,-0.13359501,1.75309589,-0.76571637,0.75349206,-0.20220707,1.40761970,-0.89614486,0.00000000,-0.00000000
-5.99399700,3.65043647,-1.75067972,0.07023205,-0.06120283,0.49024066,-0.14170821,1.77899239,-0.80349413,0.76701403,-0.21302492,1.41080002,-0.93585494,0.00000000,-0.00000000
-5.98799400,3.68123988,-1.82536000,0.07105257,-0.06381965,0.49958621,-0.14980156,1.80144044,-0.83891434,0.77969255,-0.22338978,1.41152731,-0.97210621,0.00000000,-0.00000000
-5.98199100,3.70512710,-1.89378043,0.07190631,-0.06615178,0.50790245,-0.15783144,1.82013270,-0.87150745,0.79123218,-0.23319369,1.40963701,-1.00423655,0.00000000,-0.00000000
-5.97598799,3.72129785,-1.95508561,0.07275420,-0.06816110,0.51503552,-0.16577342,1.83481409,-0.90091533,0.80133904,-0.24235664,1.40496082,-1.03171740,0.00000000,-0.00000000
-5.96998499,3.72902219,-2.00869761,0.07355547,-0.06981753,0.52085305,-0.17362424,1.84529277,-0.92690704,0.80973014,-0.25083009,1.39733598,-1.05417188,0.00000000,-0.00000000
-5.96398199,3.72767118,-2.05433892,0.07426879,-0.07110002,0.52524840,-0.18140281,1.85144997,-0.94939047,0.81614271,-0.25859929,1.38661549,-1.07138822,0.00000000,-0.00000000
-5.95797899,3.71674563,-2.09204478,0.07485364,-0.07199734,0.52814416,-0.18915031,1.85324794,-0.96841895,0.82034317,-0.26568427,1.37267877,-1.08332783,0.00000000,-0.00000000
-5.95197599,3.69590168,-2.12216393,0.07527148,-0.07250835,0.52949462,-0.19692916,1.85073571,-0.98419224,0.82213523,-0.27213938,1.35544203,-1.09012733,0.00000000,-0.00000000
-5.94597299,3.66497183,-2.14534696,0.07548704,-0.07264204,0.52928731,-0.20482091,1.84405202,-0.99705170,0.82136709,-0.27805142,1.33486778,-1.09209416,0.00000000,-0.00000000
-5.93996998,3.62398015,-2.16252246,0.07546938,-0.07241705,0.52754340,-0.21292295,1.83342496,-1.00746942,0.81793714,-0.28353620,1.31097286,-1.08969586,0.00000000,-0.00000000
-5.93396698,3.57315061,-2.17486145,0.07519293,-0.07186091,0.52431684,-0.22134434,1.81916810,-1.01603168,0.81179808,-0.28873372,1.28383436,-1.08354315,0.00000000,-0.00000000
-5.92796398,3.51290785,-2.18373124,0.07463827,-0.07100892,0.51969253,-0.23020059,1.80167280,-1.02341707,0.80295909,-0.29380222,1.25359300,-1.07436741,0.00000000,-0.00000000
-5.92196098,3.44386981,-2.19064054,0.07379272,-0.06990277,0.51378313,-0.23960794,1.78139676,-1.03037029,0.79148604,-0.29891120,1.22045367,-1.06299339,0.00000000,-0.00000000
-5.91595798,3.36683233,-2.19717792,0.07265076,-0.06858892,0.50672494,-0.24967708,1.75884895,-1.03767240,0.77749961,-0.30423379,1.18468296,-1.05030822,0.00000000,-0.00000000
-5.90995498,3.28274607,-2.20494621,0.07121413,-0.06711687,0.49867283,-0.26050676,1.73457139,-1.04610894,0.76117133,-0.30993886,1.14660372,-1.03722796,0.00000000,-0.00000000
-5.90395198,3.19268658,-2.21549573,0.06949167,-0.06553741,0.48979438,-0.27217758,1.70911840,-1.05643715,0.74271772,-0.31618305,1.10658684,-1.02466302,0.00000000,-0.00000000
-5.89794897,3.09781885,-2.23025905,0.06749896,-0.06390086,0.48026349,-0.28474619,1.68303423,-1.06935371,0.72239285,-0.32310339,1.06504070,-1.01348392,0.00000000,-0.00000000
-5.89194597,2.99935791,-2.25049027,0.06525770,-0.06225546,0.47025374,-0.29824029,1.65683002,-1.08546440,0.70047940,-0.33081054,1.02239878,-1.00448877,0.00000000,-0.00000000
-5.88594297,2.89852742,-2.27721134,0.06279487,-0.06064596,0.45993181,-0.31265468,1.63096139,-1.10525703,0.67727895,-0.33938322,0.97910608,-0.99837377,0.00000000,-0.00000000
-5.87993997,2.79651833,-2.31116783,0.06014178,-0.05911239,0.44945114,-0.32794847,1.60580774,-1.12907885,0.65310171,-0.34886395,0.93560519,-0.99570786,0.00000000,-0.00000000
-5.87393697,2.69444958,-2.35279589,0.05733294,-0.05768919,0.43894632,-0.34404387,1.58165457,-1.15711929,0.62825629,-0.35925637,0.89232259,-0.99691264,0.00000000,-0.00000000
-5.86793397,2.59333319,-2.40220186,0.05440489,-0.05640459,0.42852841,-0.36082642,1.55867988,-1.18939900,0.60303998,-0.37052421,0.84965611,-1.00224809,0.00000000,-0.00000000
-5.86193097,2.49404518,-2.45915515,0.05139505,-0.05528032,0.41828139,-0.37814679,1.53694559,-1.22576550,0.57773006,-0.38259195,0.80796405,-1.01180468,0.00000000,-0.00000000
-5.85592796,2.39730406,-2.52309475,0.04834053,-0.05433162,0.40826003,-0.39582419,1.51639466,-1.26589564,0.55257639,-0.39534722,0.76755665,-1.02550207,0.00000000,-0.00000000
-5.84992496,2.30365781,-2.59314871,0.04527711,-0.05356750,0.39848926,-0.41365107,1.49685429,-1.30930491,0.52779583,-0.40864465,0.72869021,-1.04309424,0.00000000,-0.00000000
-5.84392196,2.21348000,-2.66816571,0.04223830,-0.05299125,0.38896506,-0.43139915,1.47804518,-1.35536293,0.50356844,-0.42231107,0.69156411,-1.06418076,0.00000000,-0.00000000
