energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Na_s_up,Te_p_up,Te_d_up
-5.53176588,4.96290798,0.46344838,4.33354416,0.00163470,0.06657244,0.02369103,0.53280515,0.00000000
-5.52576288,4.91076439,0.45287061,4.30503404,0.00187659,0.06639409,0.02536564,0.51147906,0.00000000
-5.51975988,4.86498787,0.44397517,4.27846904,0.00216499,0.06666446,0.02731359,0.49295421,0.00000000
-5.51375688,4.82783570,0.43686790,4.25601926,0.00250116,0.06737740,0.02949921,0.47737496,0.00000000
-5.50775388,4.80157960,0.43162818,4.23996457,0.00288621,0.06851490,0.03188376,0.46482639,0.00000000
-5.50175088,4.78845131,0.42830724,4.23263563,0.00332090,0.07004806,0.03442579,0.45533545,0.00000000
-5.49574787,4.79058625,0.42692717,4.23635033,0.00380551,0.07193854,0.03708159,0.44887371,0.00000000
-5.48974487,4.80996624,0.42748059,4.25334722,0.00433964,0.07414018,0.03980576,0.44536133,0.00000000
-5.48374187,4.84836281,0.42993104,4.28571784,0.00492202,0.07660092,0.04255186,0.44467217,0.00000000
-5.47773887,4.90728220,0.43421397,4.33533956,0.00555036,0.07926485,0.04527317,0.44663970,0.00000000
-5.47173587,4.98791350,0.44023815,4.40381077,0.00622125,0.08207431,0.04792358,0.45106355,0.00000000
-5.46573287,5.09108093,0.44788761,4.49238997,0.00693005,0.08497193,0.05045843,0.45771631,0.00000000
-5.45972986,5.21720148,0.45702385,4.60194049,0.00767080,0.08790254,0.05283550,0.46635057,0.00000000
-5.45372686,5.36624904,0.46748826,4.73288216,0.00843626,0.09081487,0.05501591,0.47670572,0.00000000
-5.44772386,5.53772593,0.47910477,4.88515151,0.00921792,0.09366292,0.05696502,0.48851463,0.00000000
-5.44172086,5.73064296,0.49168245,5.05817162,0.01000613,0.09640706,0.05865324,0.50150975,0.00000000
-5.43571786,5.94350894,0.50501823,5.25083305,0.01079018,0.09901463,0.06005671,0.51542863,0.00000000
-5.42971486,6.17433056,0.51889952,5.46148682,0.01155862,0.10146025,0.06115784,0.53001884,0.00000000
-5.42371186,6.42062350,0.53310682,5.68795040,0.01229941,0.10372566,0.06194570,0.54504197,0.00000000
-5.41770885,6.67943554,0.54741626,5.92752761,0.01300029,0.10579921,0.06241621,0.56027685,0.00000000
-5.41170585,6.94738203,0.56160213,6.17704278,0.01364908,0.10767505,0.06257208,0.57552186,0.00000000
-5.40570285,7.22069414,0.57543936,6.43288937,0.01423408,0.10935202,0.06242262,0.59059634,0.00000000
-5.39969985,7.49527961,0.58870601,6.69109293,0.01474437,0.11083236,0.06198330,0.60534113,0.00000000
-5.39369685,7.76679541,0.60118587,6.94738739,0.01517021,0.11212042,0.06127514,0.61961821,0.00000000
-5.38769385,8.03073136,0.61267099,7.19730359,0.01550335,0.11322123,0.06032398,0.63330968,0.00000000
-5.38169085,8.28250285,0.62296441,7.43626804,0.01573733,0.11413925,0.05915958,0.64631587,0.00000000
-5.37568784,8.51755071,0.63188276,7.65970952,0.01586771,0.11487727,0.05781465,0.65855305,0.00000000
-5.36968484,8.73144533,0.63925902,7.86317046,0.01589225,0.11543556,0.05632381,0.66995054,0.00000000
-5.36368184,8.91999216,0.64494515,8.04241975,0.01581098,0.11581123,0.05472257,0.68044764,0.00000000
-5.35767884,9.07933507,0.64881462,8.19356335,0.01562630,0.11599804,0.05304632,0.68999042,0.00000000
-5.35167584,9.20605412,0.65076475,8.31314860,0.01534284,0.11598643,0.05132938,0.69852850,0.00000000
-5.34567284,9.29725433,0.65071877,8.39825887,0.01496741,0.11576394,0.04960417,0.70601226,0.00000000
-5.33966983,9.35064218,0.64862756,8.44659463,0.01450877,0.11531587,0.04790048,0.71239038,0.00000000
-5.33366683,9.36458705,0.64447087,8.45653818,0.01397740,0.11462623,0.04624496,0.71760809,0.00000000
-5.32766383,9.33816543,0.63825817,8.42719942,0.01338524,0.11367886,0.04466072,0.72160624,0.00000000
-5.32166083,9.27118620,0.63002886,8.35844106,0.01274534,0.11245861,0.04316713,0.72432127,0.00000000
-5.31565783,9.16419638,0.61985203,8.25088242,0.01207156,0.11095265,0.04177983,0.72568621,0.00000000
-5.30965483,9.01846718,0.60782562,8.10588177,0.01137828,0.10915164,0.04051088,0.72563276,0.00000000
-5.30365183,8.83596119,0.59407509,7.92549817,0.01068005,0.10705082,0.03936907,0.72409430,0.00000000
-5.29764882,8.61928222,0.57875163,7.71243454,0.00999141,0.10465097,0.03836040,0.72100981,0.00000000
-5.29164582,8.37160972,0.56202994,7.46996423,0.00932657,0.10195904,0.03748864,0.71632853,0.00000000
-5.28564282,8.09662032,0.54410568,7.20184403,0.00869935,0.09898858,0.03675592,0.71001504,0.00000000
-5.27963982,7.79839938,0.52519259,6.91221693,0.00812294,0.09575984,0.03616340,0.70205452,0.00000000
-5.27363682,7.48134536,0.50551947,6.60550805,0.00760994,0.09229965,0.03571188,0.69245784,0.00000000
-5.26763382,7.15007006,0.48532687,6.28631723,0.00717226,0.08864084,0.03540240,0.68126621,0.00000000
-5.26163082,6.80929747,0.46486377,5.95931165,0.00682114,0.08482159,0.03523666,0.66855479,0.00000000
-5.25562781,6.46376401,0.44438410,5.62912151,0.00656721,0.08088442,0.03521743,0.65443535,0.00000000
-5.24962481,6.11812233,0.42414320,5.30024158,0.00642056,0.07687504,0.03534866,0.63905724,0.00000000
-5.24362181,5.77685082,0.40439424,4.97694084,0.00639075,0.07284105,0.03563558,0.62260692,0.00000000
-5.23761881,5.44417054,0.38538463,4.66318214,0.00648688,0.06883060,0.03608446,0.60530559,0.00000000
-5.23161581,5.12397093,0.36735239,4.36255323,0.00671765,0.06489101,0.03670231,0.58740507,0.00000000
-5.22561281,4.81974548,0.35052262,4.07821020,0.00709134,0.06106741,0.03749642,0.56918207,0.00000000
-5.21960980,4.53453825,0.33510394,3.81283383,0.00761577,0.05740153,0.03847370,0.55093096,0.00000000
-5.21360680,4.27090197,0.32128514,3.56859928,0.00829823,0.05393059,0.03964001,0.53295526,0.00000000
-5.20760380,4.03086815,0.30923207,3.34715883,0.00914536,0.05068642,0.04099942,0.51555853,0.00000000
-5.20160080,3.81592969,0.29908472,3.14963770,0.01016303,0.04769471,0.04255345,0.49903467,0.00000000
-5.19559780,3.62703597,0.29095483,2.97664221,0.01135609,0.04497460,0.04430041,0.48365847,0.00000000
-5.18959480,3.46460073,0.28492394,2.82827978,0.01272822,0.04253845,0.04623483,0.46967668,0.00000000
-5.18359180,3.32852227,0.28104215,2.70418985,0.01428166,0.04039191,0.04834704,0.45730011,0.00000000
-5.17758879,3.21821569,0.27932760,2.60358486,0.01601706,0.03853418,0.05062296,0.44669715,0.00000000
-5.17158579,3.13265665,0.27976682,2.52530003,0.01793323,0.03695852,0.05304411,0.43798913,0.00000000
-5.16558279,3.07043535,0.28231600,2.46785072,0.02002707,0.03565299,0.05558789,0.43124762,0.00000000
-5.15957979,3.02981988,0.28690331,2.42949594,0.02229342,0.03460133,0.05822804,0.42649401,0.00000000
-5.15357679,3.00882711,0.29343217,2.40830633,0.02472516,0.03378395,0.06093545,0.42370129,0.00000000
-5.14757379,3.00529938,0.30178551,2.40223504,0.02731321,0.03317905,0.06367911,0.42279792,0.00000000
-5.14157079,3.01698497,0.31183100,2.40918954,0.03004685,0.03276379,0.06642729,0.42367382,0.00000000
-5.13556778,3.04161990,0.32342697,2.42710248,0.03291397,0.03251544,0.06914885,0.42618796,0.00000000
-5.12956478,3.07700874,0.33642906,2.45399980,0.03590152,0.03241246,0.07181464,0.43017739,0.00000000
-5.12356178,3.12110183,0.35069713,2.48806391,0.03899612,0.03243559,0.07439889,0.43546722,0.00000000
-5.11755878,3.17206657,0.36610245,2.52769050,0.04218460,0.03256873,0.07688064,0.44188101,0.00000000
-5.11155578,3.22835019,0.38253460,2.57153689,0.04545478,0.03279971,0.07924494,0.44925126,0.00000000
-5.10555278,3.28873202,0.39990799,2.61856079,0.04879615,0.03312085,0.08148397,0.45742931,0.00000000
-5.09954977,3.35236326,0.41816748,2.66804796,0.05220062,0.03352941,0.08359784,0.46629426,0.00000000
-5.09354677,3.41879276,0.43729285,2.71962807,0.05566321,0.03402767,0.08559513,0.47576053,0.00000000
-5.08754377,3.48797762,0.45730185,2.77327805,0.05918261,0.03462293,0.08749305,0.48578354,0.00000000
-5.08154077,3.56027804,0.47825143,2.82931258,0.06276162,0.03532721,0.08931728,0.49636324,0.00000000
-5.07553777,3.63643619,0.50023697,2.88836220,0.06640743,0.03615676,0.09110134,0.50754537,0.00000000
-5.06953477,3.71753950,0.52338942,2.95133918,0.07013159,0.03713136,0.09288558,0.51942017,0.00000000
-5.06353177,3.80496927,0.54787016,3.01939231,0.07394983,0.03827342,0.09471584,0.53211859,0.00000000
-5.05752876,3.90033599,0.57386368,3.09385179,0.07788147,0.03960698,0.09664170,0.54580614,0.00000000
-5.05152576,4.00540325,0.60156821,3.17616578,0.08194865,0.04115649,0.09871447,0.56067449,0.00000000
-5.04552276,4.12200269,0.63118452,3.26783062,0.08617523,0.04294561,0.10098491,0.57693124,0.00000000
-5.03951976,4.25194260,0.66290326,3.37031675,0.09058540,0.04499587,0.10350083,0.59478817,0.00000000
-5.03351676,4.39691343,0.69689138,3.48499289,0.09520214,0.04732537,0.10630463,0.61444855,0.00000000
-5.02751376,4.55839333,0.73327803,3.61305078,0.10004548,0.04994753,0.10943087,0.63609408,0.00000000
-5.02151076,4.73755737,0.77214074,3.75543327,0.10513069,0.05286988,0.11290399,0.65987194,0.00000000
-5.01550775,4.93519377,0.81349240,3.91276826,0.11046647,0.05609309,0.11673628,0.68588276,0.00000000
-5.00950475,5.15163055,0.85726983,4.08531100,0.11605319,0.05961008,0.12092621,0.71416993,0.00000000
-5.00350175,5.38667569,0.90332447,4.27289705,0.12188139,0.06340541,0.12545723,0.74471092,0.00000000
-4.99749875,5.63957358,0.95141597,4.47490797,0.12793047,0.06745498,0.13029702,0.77741103,0.00000000
-4.99149575,5.90897987,1.00120885,4.69025133,0.13416776,0.07172594,0.13539740,0.81209994,0.00000000
-4.98549275,6.19295633,1.05227303,4.91735632,0.14054807,0.07617699,0.14069485,0.84853136,0.00000000
-4.97948974,6.48898661,1.10408799,5.15418553,0.14701366,0.08075898,0.14611162,0.88638575,0.00000000
-4.97348674,6.79401288,1.15605099,5.39826308,0.15349471,0.08541586,0.15155746,0.92527625,0.00000000
-4.96748374,7.10449256,1.20748894,5.64671849,0.15991045,0.09008590,0.15693203,0.96475744,0.00000000
-4.96148074,7.41647360,1.25767380,5.89634524,0.16617062,0.09470319,0.16212765,1.00433666,0.00000000
-4.95547774,7.72568592,1.30584084,6.14367227,0.17217755,0.09919943,0.16703262,1.04348751,0.00000000
-4.94947474,8.02764593,1.35120929,6.38504621,0.17782860,0.10350579,0.17153475,1.08166474,0.00000000
-4.94347174,8.31777063,1.39300460,6.61672165,0.18301896,0.10755494,0.17552509,1.11832022,0.00000000
-4.93746873,8.59149721,1.43048139,6.83495645,0.18764464,0.11128308,0.17890173,1.15291901,0.00000000
-4.93146573,8.84440410,1.46294626,7.03610898,0.19160562,0.11463189,0.18157345,1.18495514,0.00000000
-4.92546273,9.07232913,1.48977968,7.21673389,0.19480899,0.11755039,0.18346317,1.21396633,0.00000000
-4.91945973,9.27148094,1.51045596,7.37367336,0.19717193,0.11999651,0.18451097,1.23954716,0.00000000
-4.91345673,9.43853975,1.52456066,7.50414069,0.19862450,0.12193845,0.18467670,1.26136032,0.00000000
-4.90745373,9.57074451,1.53180475,7.60579378,0.19911202,0.12335558,0.18394194,1.27914545,0.00000000
-4.90145073,9.66596368,1.53203511,7.67679599,0.19859702,0.12423909,0.18231138,1.29272560,0.00000000
-4.89544772,9.72274790,1.52524086,7.71586300,0.19706063,0.12459211,0.17981342,1.30201107,0.00000000
-4.88944472,9.74036329,1.51155554,7.72229410,0.19450343,0.12442945,0.17650012,1.30700069,0.00000000
-4.88344172,9.71880514,1.49125506,7.69598765,0.19094564,0.12377699,0.17244641,1.30778085,0.00000000
-4.87743872,9.65879214,1.46475158,7.63744051,0.18642665,0.12267063,0.16774866,1.30452227,0.00000000
-4.87143572,9.56174222,1.43258362,7.54773189,0.18100408,0.12115495,0.16252254,1.29747498,0.00000000
-4.86543272,9.42973150,1.39540293,7.42849279,0.17475216,0.11928169,0.15690045,1.28696176,0.00000000
-4.85942971,9.26543824,1.35395852,7.28186223,0.16775966,0.11710794,0.15102836,1.27337030,0.00000000
-4.85342671,9.07207410,1.30907850,7.11043222,0.16012748,0.11469437,0.14506233,1.25714444,0.00000000
-4.84742371,8.85330517,1.26165046,6.91718324,0.15196588,0.11210343,0.13916471,1.23877474,0.00000000
-4.84142071,8.61316537,1.21260081,6.70541252,0.14339156,0.10939759,0.13350017,1.21878857,0.00000000
-4.83541771,8.35596471,1.16287387,6.47865740,0.13452471,0.10663778,0.12823162,1.19773984,0.00000000
-4.82941471,8.08619504,1.11341129,6.24061577,0.12548600,0.10388208,0.12351611,1.17619860,0.00000000
-4.82341171,7.80843541,1.06513215,5.99506609,0.11639382,0.10118462,0.11950079,1.15474045,0.00000000
-4.81740870,7.52725947,1.01891438,5.74578867,0.10736173,0.09859483,0.11631909,1.13393599,0.00000000
-4.81140570,7.24714654,0.97557777,5.49649038,0.09849624,0.09615690,0.11408705,1.11434018,0.00000000
-4.80540270,6.97239829,0.93586885,5.25073427,0.08989490,0.09390969,0.11290005,1.09648181,0.00000000
-4.79939970,6.70706242,0.90044795,5.01187557,0.08164490,0.09188669,0.11282984,1.08085324,0.00000000
-4.79339670,6.45486447,0.86987851,4.78300519,0.07382204,0.09011641,0.11392212,1.06790029,0.00000000
-4.78739370,6.21914893,0.84461879,4.56690170,0.06649014,0.08862279,0.11619459,1.05801285,0.00000000
-4.78139070,6.00283031,0.82501595,4.36599234,0.05970085,0.08742577,0.11963565,1.05151608,0.00000000
-4.77538769,5.80835479,0.81130261,4.18232344,0.05349384,0.08654186,0.12420375,1.04866276,0.00000000
-4.76938469,5.63767281,0.80359577,4.01754036,0.04789725,0.08598475,0.12982749,1.04962693,0.00000000
-4.76338169,5.49222262,0.80189799,3.87287679,0.04292848,0.08576573,0.13640653,1.05449919,0.00000000
-4.75737869,5.37292485,0.80610079,3.74915309,0.03859505,0.08589408,0.14381328,1.06328388,0.00000000
-4.75137569,5.28018763,0.81599017,3.64678299,0.03489568,0.08637719,0.15189544,1.07589856,0.00000000
-4.74537269,5.21392183,0.83125390,3.56578809,0.03182133,0.08722053,0.16047932,1.09217570,0.00000000
-4.73936968,5.17356554,0.85149064,3.50581906,0.02935629,0.08842741,0.16937396,1.11186688,0.00000000
-4.73336668,5.15811696,0.87622048,3.46618272,0.02747918,0.08999859,0.17837591,1.13464941,0.00000000
-4.72736368,5.16617445,0.90489669,3.44587391,0.02616385,0.09193160,0.18727452,1.16013513,0.00000000
-4.72136068,5.19598260,0.93691855,3.44361108,0.02538021,0.09422011,0.19585771,1.18788131,0.00000000
-4.71535768,5.24548288,0.97164480,3.45787455,0.02509482,0.09685310,0.20391788,1.21740311,0.00000000
-4.70935468,5.31236758,1.00840752,3.48694656,0.02527143,0.09981407,0.21125792,1.24818729,0.00000000
-4.70335168,5.39413564,1.04652612,3.52895210,0.02587138,0.10308037,0.21769696,1.27970654,0.00000000
-4.69734867,5.48814916,1.08532123,3.58189993,0.02685389,0.10662254,0.22307573,1.31143395,0.00000000
-4.69134567,5.59168949,1.12412816,3.64372314,0.02817628,0.11040398,0.22726133,1.34285702,0.00000000
-4.68534267,5.70201177,1.16230968,3.71231869,0.02979416,0.11438079,0.23015112,1.37349072,0.00000000
-4.67933967,5.81639739,1.19926802,3.78558577,0.03166163,0.11850193,0.23167572,1.40288916,0.00000000
-4.67333667,5.93220355,1.23445581,3.86146263,0.03373151,0.12270975,0.23180087,1.43065544,0.00000000
-4.66733367,6.04690958,1.26738590,3.93796174,0.03595569,0.12694081,0.23052819,1.45644953,0.00000000
-4.66133067,6.15815967,1.29763984,4.01320315,0.03828548,0.13112704,0.22789476,1.47999395,0.00000000
-4.65532766,6.26380179,1.32487505,4.08544591,0.04067220,0.13519726,0.22397153,1.50107730,0.00000000
-4.64932466,6.36192261,1.34883045,4.15311728,0.04306778,0.13907889,0.21886076,1.51955561,0.00000000
-4.64332166,6.45087803,1.36933059,4.21483943,0.04542553,0.14269989,0.21269249,1.53535191,0.00000000
-4.63731866,6.52931925,1.38628806,4.26945321,0.04770098,0.14599084,0.20562027,1.54845397,0.00000000
-4.63131566,6.59621375,1.39970420,4.31603830,0.04985280,0.14888697,0.19781636,1.55891071,0.00000000
-4.62531266,6.65086069,1.40966793,4.35392920,0.05184373,0.15133022,0.18946650,1.56682750,0.00000000
-4.61930965,6.69290018,1.41635258,4.38272626,0.05364148,0.15327107,0.18076459,1.57236054,0.00000000
-4.61330665,6.72231572,1.42001080,4.40230091,0.05521957,0.15467015,0.17190732,1.57571069,0.00000000
-4.60730365,6.73942907,1.42096727,4.41279448,0.05655806,0.15549951,0.16308914,1.57711688,0.00000000
-4.60130065,6.74488710,1.41960940,4.41461002,0.05764411,0.15574355,0.15449740,1.57684924,0.00000000
-4.59529765,6.73964021,1.41637600,4.40839672,0.05847229,0.15539947,0.14630815,1.57520203,0.00000000
-4.58929465,6.72491229,1.41174411,4.39502697,0.05904473,0.15447731,0.13868238,1.57248645,0.00000000
-4.58329165,6.70216235,1.40621424,4.37556624,0.05937098,0.15299958,0.13176298,1.56902336,0.00000000
-4.57728864,6.67303881,1.40029442,4.35123659,0.05946760,0.15100039,0.12567222,1.56513587,0.00000000
-4.57128564,6.63932735,1.39448350,4.32337483,0.05935757,0.14852438,0.12051004,1.56114194,0.00000000
-4.56528264,6.60289400,1.38925430,4.29338679,0.05906935,0.14562519,0.11635287,1.55734689,0.00000000
-4.55927964,6.56562559,1.38503724,4.26269939,0.05863591,0.14236381,0.11325314,1.55403609,0.00000000
-4.55327664,6.52936959,1.38220517,4.23271259,0.05809353,0.13880682,0.11123930,1.55146786,0.00000000
-4.54727364,6.49587603,1.38106001,4.20475323,0.05748048,0.13502452,0.11031643,1.54986676,0.00000000
-4.54127064,6.46674384,1.38182201,4.18003269,0.05683575,0.13108918,0.11046735,1.54941761,0.00000000
-4.53526763,6.44337396,1.38462198,4.15961046,0.05619772,0.12707332,0.11165419,1.55026038,0.00000000
-4.52926463,6.42693130,1.38949722,4.14436495,0.05560296,0.12304832,0.11382036,1.55248632,0.00000000
-4.52326163,6.41831714,1.39639112,4.13497297,0.05508510,0.11908310,0.11689297,1.55613537,0.00000000
-4.51725863,6.41815291,1.40515686,4.13189825,0.05467388,0.11524316,0.12078549,1.56119537,0.00000000
-4.51125563,6.42677585,1.41556480,4.13538946,0.05439436,0.11158991,0.12540085,1.56760283,0.00000000
-4.50525263,6.44424605,1.42731350,4.14548709,0.05426633,0.10818019,0.13063461,1.57524561,0.00000000
-4.49924962,6.47036415,1.44004375,4.16203831,0.05430395,0.10506610,0.13637844,1.58396729,0.00000000
-4.49324662,6.50469790,1.45335488,4.18471851,0.05451555,0.10229502,0.14252356,1.59357317,0.00000000
