energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.80790395,1.72834137,-1.72833990,0.50740514,-0.50740441,0.30033005,-0.30032980,0.00185035,-0.00185035,0.16014801,-0.16014806,0.77724531,-0.77724426,0.31053420,-0.31053438,0.89960706,-0.89960594,0.00000000,-0.00000000
-5.80190095,1.68499686,-1.68499545,0.49304379,-0.49304305,0.29767331,-0.29767306,0.00200564,-0.00200564,0.15389522,-0.15389529,0.74313382,-0.74313274,0.30855777,-0.30855802,0.87734772,-0.87734660,0.00000000,-0.00000000
-5.79589795,1.64221007,-1.64220876,0.47787495,-0.47787420,0.29506690,-0.29506666,0.00216609,-0.00216609,0.14806840,-0.14806850,0.70846362,-0.70846253,0.30723971,-0.30724004,0.85462858,-0.85462747,0.00000000,-0.00000000
-5.78989495,1.60104320,-1.60104205,0.46219446,-0.46219372,0.29259318,-0.29259295,0.00233036,-0.00233036,0.14285319,-0.14285333,0.67384534,-0.67384427,0.30683122,-0.30683164,0.83190837,-0.83190729,0.00000000,-0.00000000
-5.78389195,1.56245608,-1.56245513,0.44627868,-0.44627796,0.29031113,-0.29031091,0.00249693,-0.00249693,0.13842708,-0.13842728,0.63984899,-0.63984796,0.30757060,-0.30757112,0.80959350,-0.80959246,0.00000000,-0.00000000
-5.77788894,1.52729299,-1.52729227,0.43037836,-0.43037766,0.28825590,-0.28825570,0.00266416,-0.00266417,0.13495750,-0.13495776,0.60699436,-0.60699339,0.30967966,-0.30968030,0.78803122,-0.78803024,0.00000000,-0.00000000
-5.77188594,1.49627663,-1.49627617,0.41471419,-0.41471352,0.28643982,-0.28643964,0.00283035,-0.00283036,0.13260069,-0.13260102,0.57574454,-0.57574364,0.31336131,-0.31336208,0.76750636,-0.76750545,0.00000000,-0.00000000
-5.76588294,1.47000903,-1.47000886,0.39947440,-0.39947376,0.28485464,-0.28485448,0.00299378,-0.00299378,0.13150125,-0.13150166,0.54650249,-0.54650168,0.31879840,-0.31879930,0.74824147,-0.74824063,0.00000000,-0.00000000
-5.75987994,1.44897895,-1.44897910,0.38481405,-0.38481346,0.28347510,-0.28347496,0.00315279,-0.00315279,0.13179253,-0.13179302,0.51961067,-0.51960997,0.32615389,-0.32615494,0.73040015,-0.73039939,0.00000000,-0.00000000
-5.75387694,1.43357493,-1.43357542,0.37085619,-0.37085564,0.28226320,-0.28226309,0.00330585,-0.00330585,0.13359753,-0.13359811,0.49535334,-0.49535276,0.33557227,-0.33557347,0.71409321,-0.71409253,0.00000000,-0.00000000
-5.74787394,1.42410272,-1.42410357,0.35769439,-0.35769388,0.28117336,-0.28117327,0.00345166,-0.00345166,0.13703052,-0.13703121,0.47396110,-0.47396066,0.34718206,-0.34718342,0.69938691,-0.69938632,0.00000000,-0.00000000
-5.74187094,1.42080572,-1.42080695,0.34539657,-0.34539611,0.28015766,-0.28015758,0.00358915,-0.00358915,0.14219905,-0.14219984,0.45561725,-0.45561694,0.36109928,-0.36110080,0.68631265,-0.68631215,0.00000000,-0.00000000
-5.73586793,1.42388681,-1.42388843,0.33400957,-0.33400916,0.27917115,-0.27917110,0.00371760,-0.00371760,0.14920617,-0.14920708,0.44046511,-0.44046496,0.37743146,-0.37743315,0.67487729,-0.67487688,0.00000000,-0.00000000
-5.72986493,1.43352992,-1.43353195,0.32356420,-0.32356384,0.27817681,-0.27817677,0.00383664,-0.00383664,0.15815286,-0.15815389,0.42861599,-0.42861600,0.39628207,-0.39628395,0.66507335,-0.66507303,0.00000000,-0.00000000
-5.72386193,1.44991959,-1.44992204,0.31408025,-0.31407995,0.27714966,-0.27714964,0.00394628,-0.00394628,0.16914021,-0.16914137,0.42015685,-0.42015704,0.41775483,-0.41775689,0.65688832,-0.65688808,0.00000000,-0.00000000
-5.71785893,1.47325710,-1.47325999,0.30557125,-0.30557099,0.27607999,-0.27607999,0.00404692,-0.00404693,0.18227135,-0.18227266,0.41515724,-0.41515761,0.44195756,-0.44195980,0.65031233,-0.65031218,0.00000000,-0.00000000
-5.71185593,1.50377183,-1.50377517,0.29804838,-0.29804818,0.27497537,-0.27497539,0.00413934,-0.00413934,0.19765270,-0.19765415,0.41367494,-0.41367550,0.46900520,-0.46900765,0.64534387,-0.64534381,0.00000000,-0.00000000
-5.70585293,1.54172668,-1.54173049,0.29152363,-0.29152348,0.27386131,-0.27386134,0.00422462,-0.00422462,0.21539441,-0.21539602,0.41575990,-0.41576065,0.49902161,-0.49902426,0.64199296,-0.64199298,0.00000000,-0.00000000
-5.69984992,1.58741701,-1.58742131,0.28601167,-0.28601157,0.27278055,-0.27278061,0.00430414,-0.00430414,0.23560981,-0.23561159,0.42145615,-0.42145710,0.53213970,-0.53214256,0.64028174,-0.64028185,0.00000000,-0.00000000
-5.69384692,1.64116271,-1.64116752,0.28153059,-0.28153053,0.27179106,-0.27179113,0.00437945,-0.00437945,0.25841363,-0.25841558,0.43080163,-0.43080279,0.56849972,-0.56850280,0.64024251,-0.64024271,0.00000000,-0.00000000
-5.68784392,1.70329346,-1.70329880,0.27810138,-0.27810138,0.27096272,-0.27096282,0.00445221,-0.00445221,0.28391887,-0.28392101,0.44382579,-0.44382717,0.60824544,-0.60824875,0.64191340,-0.64191368,0.00000000,-0.00000000
-5.68184092,1.77412775,-1.77413364,0.27574637,-0.27574642,0.27037314,-0.27037326,0.00452408,-0.00452408,0.31223230,-0.31223463,0.46054528,-0.46054688,0.65151818,-0.65152173,0.64533198,-0.64533234,0.00000000,-0.00000000
-5.67583792,1.85394652,-1.85395296,0.27448657,-0.27448667,0.27010263,-0.27010278,0.00459662,-0.00459662,0.34344858,-0.34345112,0.48095777,-0.48095959,0.69844857,-0.69845236,0.65052752,-0.65052796,0.00000000,-0.00000000
-5.66983492,1.94296262,-1.94296963,0.27433842,-0.27433857,0.27022876,-0.27022893,0.00467118,-0.00467118,0.37764315,-0.37764590,0.50503459,-0.50503664,0.74914643,-0.74915048,0.65751234,-0.65751286,0.00000000,-0.00000000
-5.66383192,2.04128782,-2.04129540,0.27531000,-0.27531021,0.27082084,-0.27082105,0.00474880,-0.00474880,0.41486396,-0.41486692,0.53271237,-0.53271464,0.80368888,-0.80369318,0.66627298,-0.66627357,0.00000000,-0.00000000
-5.65782891,2.14889878,-2.14890693,0.27739712,-0.27739738,0.27193465,-0.27193488,0.00483014,-0.00483014,0.45512254,-0.45512571,0.56388442,-0.56388691,0.86210721,-0.86211177,0.67676197,-0.67676264,0.00000000,-0.00000000
-5.65182591,2.26560432,-2.26561302,0.28057952,-0.28057983,0.27360765,-0.27360791,0.00491541,-0.00491542,0.49838461,-0.49838799,0.59839238,-0.59839508,0.92437320,-0.92437801,0.68889072,-0.68889146,0.00000000,-0.00000000
-5.64582291,2.39101553,-2.39102476,0.28481749,-0.28481784,0.27585512,-0.27585541,0.00500435,-0.00500435,0.54456083,-0.54456441,0.63601869,-0.63602158,0.99038538,-0.99039043,0.70252407,-0.70252487,0.00000000,-0.00000000
-5.63981991,2.52452097,-2.52453069,0.29004919,-0.29004959,0.27866734,-0.27866766,0.00509615,-0.00509615,0.59349813,-0.59350190,0.67648056,-0.67648363,1.05995625,-1.05996153,0.71747714,-0.71747800,0.00000000,-0.00000000
-5.63381691,2.66526844,-2.66527860,0.29618884,-0.29618928,0.28200795,-0.28200830,0.00518954,-0.00518954,0.64497230,-0.64497625,0.71942580,-0.71942902,1.13280111,-1.13280660,0.73351456,-0.73351546,0.00000000,-0.00000000
-5.62781391,2.81215498,-2.81216551,0.30312592,-0.30312639,0.28581371,-0.28581408,0.00528276,-0.00528276,0.69868228,-0.69868638,0.76443110,-0.76443445,1.20852948,-1.20853515,0.75035232,-0.75035325,0.00000000,-0.00000000
-5.62181091,2.96382630,-2.96383712,0.31072549,-0.31072599,0.28999554,-0.28999592,0.00537365,-0.00537366,0.75424680,-0.75425102,0.81100302,-0.81100646,1.28663977,-1.28664558,0.76766227,-0.76766322,0.00000000,-0.00000000
-5.61580790,3.11868625,-3.11869725,0.31882965,-0.31883017,0.29444086,-0.29444126,0.00545975,-0.00545975,0.81120382,-0.81120812,0.85858186,-0.85858536,1.36651794,-1.36652385,0.78507901,-0.78507996,0.00000000,-0.00000000
-5.60980490,3.27491686,-3.27492793,0.32726009,-0.32726062,0.29901711,-0.29901752,0.00553834,-0.00553834,0.86901308,-0.86901742,0.90654862,-0.90655212,1.44744067,-1.44744661,0.80220884,-0.80220979,0.00000000,-0.00000000
-5.60380190,3.43050866,-3.43051967,0.33582166,-0.33582219,0.30357615,-0.30357656,0.00560659,-0.00560660,0.92706215,-0.92706649,0.95423478,-0.95423826,1.52858328,-1.52858921,0.81864050,-0.81864142,0.00000000,-0.00000000
-5.59779890,3.58330059,-3.58331141,0.34430676,-0.34430729,0.30795948,-0.30795989,0.00566170,-0.00566170,0.98467582,-0.98468011,1.00093499,-1.00093839,1.60903258,-1.60903843,0.83395690,-0.83395778,0.00000000,-0.00000000
-5.59179590,3.73102841,-3.73103889,0.35250046,-0.35250098,0.31200387,-0.31200427,0.00570095,-0.00570095,1.04112896,-1.04113315,1.04592190,-1.04592517,1.68780435,-1.68781004,0.84774761,-0.84774843,0.00000000,-0.00000000
-5.58579290,3.87137990,-3.87138989,0.36018603,-0.36018652,0.31554722,-0.31554760,0.00572189,-0.00572189,1.09566235,-1.09566637,1.08846309,-1.08846618,1.76386502,-1.76387048,0.85962119,-0.85962194,0.00000000,-0.00000000
-5.57978989,4.00205494,-4.00206430,0.36715075,-0.36715120,0.31843432,-0.31843468,0.00572238,-0.00572239,1.14750107,-1.14750487,1.12783921,-1.12784208,1.83615695,-1.83616210,0.86921708,-0.86921774,0.00000000,-0.00000000
-5.57378689,4.12082814,-4.12083672,0.37319171,-0.37319211,0.32052230,-0.32052263,0.00570073,-0.00570074,1.19587490,-1.19587842,1.16336277,-1.16336536,1.90362617,-1.90363094,0.87621633,-0.87621689,0.00000000,-0.00000000
-5.56778389,4.22561149,-4.22561915,0.37812143,-0.37812178,0.32168549,-0.32168578,0.00565574,-0.00565574,1.24003966,-1.24004286,1.19439683,-1.19439910,1.96525169,-1.96525601,0.88035081,-0.88035126,0.00000000,-0.00000000
-5.56178089,4.31451464,-4.31452126,0.38177303,-0.38177331,0.32181956,-0.32181981,0.00558674,-0.00558674,1.27929895,-1.27930177,1.22037298,-1.22037490,2.02007497,-2.02007877,0.88141057,-0.88141089,0.00000000,-0.00000000
-5.55577789,4.38590026,-4.38590573,0.38400480,-0.38400501,0.32084477,-0.32084498,0.00549367,-0.00549367,1.31302510,-1.31302750,1.24080768,-1.24080921,2.06722842,-2.06723164,0.87924908,-0.87924926,0.00000000,-0.00000000
-5.54977489,4.43843230,-4.43843653,0.38470401,-0.38470415,0.31870824,-0.31870840,0.00537705,-0.00537705,1.34067852,-1.34068047,1.25531646,-1.25531757,2.10596157,-2.10596416,0.87378622,-0.87378627,0.00000000,-0.00000000
-5.54377189,4.47111518,-4.47111810,0.38378988,-0.38378993,0.31538522,-0.31538532,0.00523797,-0.00523796,1.36182466,-1.36182612,1.26362537,-1.26362605,2.13566391,-2.13566583,0.86500908,-0.86500899,0.00000000,-0.00000000
-5.53776888,4.48332251,-4.48332408,0.38121551,-0.38121548,0.31087935,-0.31087940,0.00507806,-0.00507805,1.37614767,-1.37614863,1.26557927,-1.26557950,2.15588334,-2.15588456,0.85297057,-0.85297034,0.00000000,-0.00000000
-5.53176588,4.47481427,-4.47481448,0.37696891,-0.37696879,0.30522204,-0.30522204,0.00489946,-0.00489946,1.38346039,-1.38346084,1.26114648,-1.26114627,2.16633954,-2.16634005,0.83778608,-0.83778571,0.00000000,-0.00000000
-5.52576288,4.44574213,-4.44574098,0.37107290,-0.37107269,0.29847093,-0.29847087,0.00470475,-0.00470475,1.38371015,-1.38371008,1.25041997,-1.25041932,2.16693183,-2.16693163,0.81962852,-0.81962801,0.00000000,-0.00000000
-5.51975988,4.39664291,-4.39664043,0.36358418,-0.36358389,0.29070772,-0.29070761,0.00449688,-0.00449687,1.37698019,-1.37697962,1.23361469,-1.23361362,2.15774128,-2.15774038,0.79872193,-0.79872129,0.00000000,-0.00000000
-5.51375688,4.32842093,-4.32841718,0.35459141,-0.35459104,0.28203540,-0.28203525,0.00427909,-0.00427908,1.36348694,-1.36348588,1.21106161,-1.21106013,2.13902730,-2.13902573,0.77533418,-0.77533342,0.00000000,-0.00000000
-5.50775388,4.24232038,-4.24231544,0.34421247,-0.34421203,0.27257509,-0.27257489,0.00405486,-0.00405485,1.34357307,-1.34357156,1.18319844,-1.18319660,2.11121898,-2.11121676,0.74976899,-0.74976813,0.00000000,-0.00000000
-5.50175088,4.13988919,-4.13988316,0.33259118,-0.33259067,0.26246263,-0.26246239,0.00382779,-0.00382779,1.31769711,-1.31769518,1.15055778,-1.15055561,2.07490183,-2.07489903,0.72235775,-0.72235679,0.00000000,-0.00000000
-5.49574787,4.02293621,-4.02292922,0.31989332,-0.31989275,0.25184509,-0.25184482,0.00360160,-0.00360159,1.28641987,-1.28641758,1.11375289,-1.11375043,2.03080085,-2.03079751,0.69345140,-0.69345035,0.00000000,-0.00000000
-5.48974487,3.89348376,-3.89347593,0.30630243,-0.30630181,0.24087731,-0.24087701,0.00337996,-0.00337996,1.25038860,-1.25038599,1.07346203,-1.07345933,1.97976047,-1.97975667,0.66341270,-0.66341159,0.00000000,-0.00000000
-5.48374187,3.75371733,-3.75370882,0.29201530,-0.29201463,0.22971858,-0.22971826,0.00316654,-0.00316653,1.21031940,-1.21031652,1.03041163,-1.03040874,1.92272274,-1.92271854,0.63260923,-0.63260805,0.00000000,-0.00000000
-5.47773887,3.60593458,-3.60592553,0.27723745,-0.27723675,0.21852960,-0.21852926,0.00296485,-0.00296484,1.16697875,-1.16697565,0.98535922,-0.98535619,1.86070427,-1.86069976,0.60140705,-0.60140584,0.00000000,-0.00000000
-5.47173587,3.45249516,-3.45248574,0.26217872,-0.26217801,0.20746969,-0.20746934,0.00277828,-0.00277827,1.12116479,-1.12116154,0.93907641,-0.93907329,1.79477312,-1.79476836,0.57016549,-0.57016426,0.00000000,-0.00000000
-5.46573287,3.29577295,-3.29576331,0.24704906,-0.24704834,0.19669438,-0.19669403,0.00260998,-0.00260998,1.07368897,-1.07368562,0.89233253,-0.89232939,1.72602599,-1.72602108,0.53923278,-0.53923155,0.00000000,-0.00000000
-5.45972986,3.13811172,-3.13810201,0.23205465,-0.23205393,0.18635328,-0.18635294,0.00246289,-0.00246288,1.02535857,-1.02535519,0.84587942,-0.84587630,1.65556664,-1.65556166,0.50894277,-0.50894155,0.00000000,-0.00000000
-5.45372686,2.98178509,-2.98177546,0.21739451,-0.21739380,0.17658833,-0.17658801,0.00233962,-0.00233962,0.97696055,-0.97695719,0.80043746,-0.80043441,1.58448566,-1.58448068,0.47961249,-0.47961129,0.00000000,-0.00000000
-5.44772386,2.82896119,-2.82895180,0.20325751,-0.20325683,0.16753229,-0.16753198,0.00224251,-0.00224251,0.92924691,-0.92924363,0.75668328,-0.75668035,1.51384194,-1.51383703,0.45154058,-0.45153942,0.00000000,-0.00000000
-5.44172086,2.68167221,-2.68166318,0.18982001,-0.18981935,0.15930748,-0.15930720,0.00217349,-0.00217349,0.88292185,-0.88291868,0.71523913,-0.71523636,1.44464602,-1.44464126,0.42500635,-0.42500525,0.00000000,-0.00000000
-5.43571786,2.54178863,-2.54178009,0.17724392,-0.17724330,0.15202474,-0.15202449,0.00213414,-0.00213414,0.83863064,-0.83862764,0.67666395,-0.67666138,1.37784521,-1.37784066,0.40026934,-0.40026830,0.00000000,-0.00000000
-5.42971486,2.41099804,-2.41099010,0.16567536,-0.16567479,0.14578249,-0.14578229,0.00212560,-0.00212561,0.79695041,-0.79694762,0.64144625,-0.64144391,1.31431045,-1.31430618,0.37756922,-0.37756826,0.00000000,-0.00000000
-5.42371186,2.29078798,-2.29078072,0.15524377,-0.15524326,0.14066591,-0.14066575,0.00214855,-0.00214855,0.75838259,-0.75838005,0.60999851,-0.60999643,1.25482489,-1.25482094,0.35712581,-0.35712495,0.00000000,-0.00000000
-5.41770885,2.18243254,-2.18242606,0.14606143,-0.14606098,0.13674618,-0.13674607,0.00220316,-0.00220317,0.72334710,-0.72334482,0.58265326,-0.58265146,1.20007397,-1.20007039,0.33913916,-0.33913840,0.00000000,-0.00000000
-5.41170585,2.08698229,-2.08697664,0.13822337,-0.13822299,0.13407974,-0.13407969,0.00228909,-0.00228910,0.69217806,-0.69217607,0.55966058,-0.55965907,1.15063709,-1.15063391,0.32378938,-0.32378874,0.00000000,-0.00000000
-5.40570285,2.00525724,-2.00525248,0.13180758,-0.13180726,0.13270762,-0.13270762,0.00240544,-0.00240545,0.66512115,-0.66511948,0.54118694,-0.54118574,1.10698079,-1.10697804,0.31123636,-0.31123584,0.00000000,-0.00000000
-5.39969985,1.93784274,-1.93783888,0.12687538,-0.12687514,0.13265478,-0.13265484,0.00255072,-0.00255073,0.64233242,-0.64233106,0.52731548,-0.52731460,1.06945358,-1.06945127,0.30161904,-0.30161865,0.00000000,-0.00000000
-5.39369685,1.88508815,-1.88508522,0.12347203,-0.12347187,0.13392959,-0.13392971,0.00272286,-0.00272287,0.62387861,-0.62387757,0.51804752,-0.51804695,1.03828249,-1.03828064,0.29505442,-0.29505417,0.00000000,-0.00000000
-5.38769385,1.84710856,-1.84710655,0.12162739,-0.12162730,0.13652334,-0.13652352,0.00291919,-0.00291920,0.60973906,-0.60973832,0.51330534,-0.51330507,1.01357163,-1.01357022,0.29163617,-0.29163606,0.00000000,-0.00000000
-5.38169085,1.82378940,-1.82378829,0.12135655,-0.12135654,0.14040997,-0.14041021,0.00313649,-0.00313650,0.59980913,-0.59980868,0.51293625,-0.51293627,0.99530286,-0.99530189,0.29143294,-0.29143298,0.00000000,-0.00000000
-5.37568784,1.81479446,-1.81479421,0.12266061,-0.12266068,0.14554600,-0.14554629,0.00337096,-0.00337098,0.59390528,-0.59390512,0.51671804,-0.51671833,0.98333883,-0.98333827,0.29448639,-0.29448658,0.00000000,-0.00000000
-5.36968484,1.81957719,-1.81957775,0.12552724,-0.12552739,0.15187071,-0.15187106,0.00361834,-0.00361835,0.59177175,-0.59177184,0.52436552,-0.52436606,0.97742855,-0.97742839,0.30080911,-0.30080945,0.00000000,-0.00000000
-5.36368184,1.83739563,-1.83739695,0.12993135,-0.12993157,0.15930662,-0.15930701,0.00387392,-0.00387393,0.59308878,-0.59308910,0.53553846,-0.53553922,0.97721554,-0.97721572,0.31038242,-0.31038291,0.00000000,-0.00000000
-5.35767884,1.86733082,-1.86733281,0.13583561,-0.13583590,0.16776032,-0.16776076,0.00413266,-0.00413268,0.59748232,-0.59748284,0.54985056,-0.54985151,0.98224841,-0.98224892,0.32315432,-0.32315496,0.00000000,-0.00000000
-5.35167584,1.90830849,-1.90831108,0.14319093,-0.14319130,0.17712367,-0.17712415,0.00438932,-0.00438933,0.60453503,-0.60453572,0.56687949,-0.56688059,0.99199401,-0.99199478,0.33903768,-0.33903845,0.00000000,-0.00000000
-5.34567284,1.95912393,-1.95912703,0.15193700,-0.15193743,0.18727533,-0.18727586,0.00463852,-0.00463853,0.61379832,-0.61379913,0.58617769,-0.58617892,1.00585243,-1.00585342,0.35790876,-0.35790967,0.00000000,-0.00000000
