energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.77788894,0.72063668,0.38936154,0.15168774,0.00271953,0.03091549,0.00415874,0.49941024,0.10357094,0.07484089
-5.77188594,0.75054455,0.41034915,0.15564857,0.00269705,0.03296109,0.00405931,0.52047586,0.10776020,0.07805119
-5.76588294,0.78520760,0.43310929,0.16123272,0.00272006,0.03505150,0.00401171,0.54467440,0.11317443,0.08144446
-5.75987994,0.82427686,0.45745717,0.16836339,0.00278667,0.03717556,0.00401337,0.57176578,0.11975577,0.08499406
-5.75387694,0.86734904,0.48317581,0.17695474,0.00289431,0.03932150,0.00406105,0.60147047,0.12742444,0.08867198
-5.74787394,0.91396963,0.51001665,0.18691323,0.00303980,0.04147694,0.00415090,0.63347162,0.13607884,0.09244923
-5.74187094,0.96363723,0.53770084,0.19813911,0.00321934,0.04362895,0.00427847,0.66741800,0.14559621,0.09629620
-5.73586793,1.01580924,0.56592155,0.21052820,0.00342853,0.04576402,0.00443880,0.70292799,0.15583384,0.10018303
-5.72986493,1.06990932,0.59434732,0.22397381,0.00366246,0.04786818,0.00462649,0.73959492,0.16663110,0.10408001
-5.72386193,1.12533704,0.62262692,0.23836919,0.00391575,0.04992711,0.00483578,0.77699383,0.17781215,0.10795800
-5.71785893,1.18147970,0.65039552,0.25361021,0.00418265,0.05192634,0.00506060,0.81468988,0.18918940,0.11178895
-5.71185593,1.23772636,0.67728242,0.26959847,0.00445713,0.05385150,0.00529472,0.85224836,0.20056773,0.11554651
-5.70585293,1.29348413,0.70292019,0.28624474,0.00473300,0.05568861,0.00553184,0.88924618,0.21174943,0.11920670
-5.69984992,1.34819594,0.72695502,0.30347253,0.00500403,0.05742450,0.00576574,0.92528463,0.22253961,0.12274865
-5.69384692,1.40135967,0.74905795,0.32122180,0.00526414,0.05904719,0.00599038,0.96000294,0.23275205,0.12615539
-5.68784392,1.45254739,0.76893664,0.33945251,0.00550752,0.06054635,0.00620005,0.99309208,0.24221524,0.12941472
-5.68184092,1.50142422,0.78634708,0.35814782,0.00572877,0.06191376,0.00638956,1.02430825,0.25077832,0.13251992
-5.67583792,1.54776546,0.80110467,0.37731670,0.00592314,0.06314369,0.00655430,1.05348526,0.25831676,0.13547050
-5.66983492,1.59147098,0.81309414,0.39699572,0.00608660,0.06423328,0.00669044,1.08054506,0.26473742,0.13827268
-5.66383192,1.63257599,0.82227767,0.41724976,0.00621602,0.06518282,0.00679501,1.10550567,0.26998276,0.14093979
-5.65782891,1.67125703,0.82870062,0.43817143,0.00630926,0.06599587,0.00686602,1.12848597,0.27403401,0.14349226
-5.65182591,1.70783257,0.83249448,0.45987914,0.00636531,0.06667930,0.00690250,1.14970662,0.27691302,0.14595744
-5.64582291,1.74275776,0.83387676,0.48251360,0.00638428,0.06724316,0.00690458,1.16948697,0.27868275,0.14836897
-5.63981991,1.77661297,0.83314755,0.50623280,0.00636749,0.06770042,0.00687348,1.18823768,0.27944618,0.15076591
-5.63381691,1.81008647,0.83068278,0.53120568,0.00631740,0.06806648,0.00681147,1.20644919,0.27934381,0.15319148
-5.62781391,1.84395161,0.82692449,0.55760443,0.00623760,0.06835869,0.00672187,1.22467634,0.27854968,0.15569154
-5.62181091,1.87903934,0.82236828,0.58559585,0.00613270,0.06859565,0.00660889,1.24351975,0.27726612,0.15831288
-5.61580790,1.91620731,0.81754854,0.61533211,0.00600821,0.06879648,0.00647758,1.26360458,0.27571732,0.16110132
-5.60980490,1.95630669,0.81302214,0.64694126,0.00587038,0.06898005,0.00633364,1.28555781,0.27414219,0.16409982
-5.60380190,2.00014841,0.80935118,0.68051791,0.00572602,0.06916426,0.00618331,1.30998483,0.27278657,0.16734662
-5.59779890,2.04847041,0.80708559,0.71611470,0.00558229,0.06936529,0.00603315,1.33744659,0.27189522,0.17087357
-5.59179590,2.10190733,0.80674647,0.75373492,0.00544649,0.06959702,0.00588991,1.36843835,0.27170393,0.17470469
-5.58579290,2.16096429,0.80881060,0.79332668,0.00532584,0.06987052,0.00576036,1.40337095,0.27243198,0.17885514
-5.57978989,2.22599586,0.81369705,0.83477917,0.00522723,0.07019376,0.00565109,1.44255561,0.27427535,0.18333057
-5.57378689,2.29719139,0.82175616,0.87792111,0.00515704,0.07057136,0.00556838,1.48619280,0.27740080,0.18812694
-5.56778389,2.37456719,0.83326144,0.92252171,0.00512088,0.07100469,0.00551807,1.53436571,0.28194110,0.19323084
-5.56178089,2.45796594,0.84840438,0.96829416,0.00512349,0.07149195,0.00550547,1.58703866,0.28799154,0.19862025
-5.55577789,2.54706331,0.86729248,1.01490155,0.00516849,0.07202856,0.00553519,1.64406007,0.29560780,0.20426577
-5.54977489,2.64138112,0.88995020,1.06196505,0.00525834,0.07260760,0.00561117,1.70517019,0.30480513,0.21013212
-5.54377189,2.74030645,0.91632262,1.10907405,0.00539419,0.07322031,0.00573658,1.77001258,0.31555890,0.21618000
-5.53776888,2.84311543,0.94628156,1.15579778,0.00557585,0.07385675,0.00591378,1.83814901,0.32780642,0.22236800
-5.53176588,2.94900044,0.97963353,1.20169785,0.00580180,0.07450639,0.00614435,1.90907673,0.34144977,0.22865461
-5.52576288,3.05709924,1.01612917,1.24634127,0.00606918,0.07515873,0.00642908,1.98224713,0.35635966,0.23500012
-5.51975988,3.16652440,1.05547345,1.28931313,0.00637389,0.07580382,0.00676798,2.05708485,0.37237990,0.24136828
-5.51375688,3.27639153,1.09733631,1.33022849,0.00671072,0.07643273,0.00716034,2.13300631,0.38933250,0.24772766
-5.50775388,3.38584489,1.14136293,1.36874277,0.00707342,0.07703789,0.00760472,2.20943668,0.40702300,0.25405262
-5.50175088,3.49407912,1.18718345,1.40456032,0.00745498,0.07761332,0.00809904,2.28582452,0.42524587,0.26032375
-5.49574787,3.60035602,1.23442153,1.43744046,0.00784777,0.07815469,0.00864056,2.36165332,0.44378982,0.26652790
-5.48974487,3.70401584,1.28270154,1.46720111,0.00824377,0.07865930,0.00922598,2.43644961,0.46244272,0.27265762
-5.48374187,3.80448251,1.33165413,1.49371948,0.00863482,0.07912590,0.00985143,2.50978724,0.48099616,0.27871017
-5.47773887,3.90126301,1.38092016,1.51693012,0.00901289,0.07955444,0.01051252,2.58128787,0.49924929,0.28468610
-5.47173587,3.99394105,1.43015279,1.53682037,0.00937022,0.07994572,0.01120438,2.65061780,0.51701201,0.29058750
-5.46573287,4.08216589,1.47901809,1.55342353,0.00969964,0.08030104,0.01192165,2.71748165,0.53410743,0.29641597
-5.45972986,4.16563712,1.52719409,1.56681017,0.00999469,0.08062175,0.01265855,2.78161336,0.55037349,0.30217061
-5.45372686,4.24408671,1.57436884,1.57707821,0.01024984,0.08090889,0.01340888,2.84276532,0.56566393,0.30784587
-5.44772386,4.31725954,1.62023744,1.58434225,0.01046056,0.08116284,0.01416604,2.90069650,0.57984846,0.31342969
-5.44172086,4.38489402,1.66449880,1.58872284,0.01062345,0.08138298,0.01492309,2.95516043,0.59281242,0.31890184
-5.43571786,4.44670406,1.70685224,1.59033631,0.01073624,0.08156755,0.01567276,3.00589405,0.60445591,0.32423271
-5.42971486,4.50236378,1.74699447,1.58928580,0.01079784,0.08171344,0.01640748,3.05260819,0.61469259,0.32938249
-5.42371186,4.55149616,1.78461721,1.58565388,0.01080824,0.08181617,0.01711949,3.09498058,0.62344827,0.33430101
-5.41770885,4.59366649,1.81940590,1.57949729,0.01076845,0.08186998,0.01780087,3.13265183,0.63065948,0.33892807
-5.41170585,4.62838132,1.85103962,1.57084405,0.01068041,0.08186788,0.01844363,3.16522504,0.63627215,0.34319438
-5.40570285,4.65509309,1.87919248,1.55969294,0.01054681,0.08180193,0.01903983,3.19226906,0.64024042,0.34702306
-5.39969985,4.67321049,1.90353647,1.54601553,0.01037098,0.08166340,0.01958166,3.21332548,0.64252591,0.35033162
-5.39369685,4.68211400,1.92374580,1.52976049,0.01015668,0.08144312,0.02006160,3.22791907,0.64309727,0.35303435
-5.38769385,4.68117605,1.93950261,1.51085980,0.00990798,0.08113177,0.02047257,3.23557131,0.64193024,0.35504500
-5.38169085,4.66978457,1.95050372,1.48923665,0.00962909,0.08072013,0.02080803,3.23581615,0.63900808,0.35627964
-5.37568784,4.64736887,1.95646830,1.46481436,0.00932425,0.08019942,0.02106220,3.22821744,0.63432237,0.35665954
-5.36968484,4.61342641,1.95714592,1.43752577,0.00899755,0.07956154,0.02123015,3.21238697,0.62787422,0.35611401
-5.36368184,4.56754899,1.95232476,1.40732272,0.00865294,0.07879927,0.02130799,3.18800234,0.61967551,0.35458293
-5.35767884,4.50944713,1.94183947,1.37418481,0.00829408,0.07790647,0.02129295,3.15482352,0.60975039,0.35201906
-5.35167584,4.43897121,1.92557832,1.33812712,0.00792433,0.07687820,0.02118355,3.11270758,0.59813662,0.34838983
-5.34567284,4.35612840,1.90348929,1.29920645,0.00754675,0.07571084,0.02097962,3.06162049,0.58488679,0.34367873
-5.33966983,4.26109456,1.87558490,1.25752561,0.00716408,0.07440217,0.02068238,3.00164577,0.57006920,0.33788609
-5.33366683,4.15422047,1.84194544,1.21323575,0.00677880,0.07295139,0.02029444,2.93298933,0.55376837,0.33102936
-5.32766383,4.03603230,1.80272046,1.16653656,0.00639311,0.07135916,0.01981978,2.85598057,0.53608509,0.32314288
-5.32166083,3.90722630,1.75812862,1.11767427,0.00600899,0.06962762,0.01926366,2.77106949,0.51713593,0.31427711
-5.31565783,3.76865807,1.70845573,1.06693780,0.00562825,0.06776043,0.01863257,2.67882020,0.49705219,0.30449743
-5.30965483,3.62132699,1.65405119,1.01465315,0.00525258,0.06576280,0.01793403,2.57990116,0.47597842,0.29388263
-5.30365183,3.46635667,1.59532295,0.96117640,0.00488353,0.06364147,0.01717647,2.47507255,0.45407042,0.28252306
-5.29764882,3.30497217,1.53273115,0.90688565,0.00452259,0.06140481,0.01636900,2.36517140,0.43149281,0.27051859
-5.29164582,3.13847523,1.46678075,0.85217241,0.00417115,0.05906282,0.01552121,2.25109514,0.40841639,0.25797651
-5.28564282,2.96821819,1.39801324,0.79743270,0.00383056,0.05662714,0.01464300,2.13378418,0.38501524,0.24500931
-5.27963982,2.79557779,1.32699790,0.74305834,0.00350209,0.05411110,0.01374428,2.01420404,0.36146375,0.23173259
-5.27363682,2.62192970,1.25432256,0.68942875,0.00318690,0.05152971,0.01283482,1.89332788,0.33793366,0.21826299
-5.26763382,2.44862443,1.18058442,0.63690351,0.00288608,0.04889959,0.01192404,1.77211957,0.31459124,0.20471634
-5.26163082,2.27696528,1.10638083,0.58581598,0.00260058,0.04623893,0.01102082,1.65151802,0.29159465,0.19120589
-5.25562781,2.10818891,1.03230039,0.53646811,0.00233120,0.04356735,0.01013333,1.53242300,0.26909162,0.17784084
-5.24962481,1.94344871,0.95891457,0.48912647,0.00207857,0.04090573,0.00926897,1.41568266,0.24721739,0.16472501
-5.24362181,1.78380123,0.88676990,0.44401965,0.00184315,0.03827604,0.00843420,1.30208299,0.22609314,0.15195577
-5.23761881,1.63019584,0.81638090,0.40133689,0.00162520,0.03570107,0.00763455,1.19233927,0.20582472,0.13962315
-5.23161581,1.48346738,0.74822393,0.36122794,0.00142477,0.03320412,0.00687452,1.08708964,0.18650187,0.12780916
-5.22561281,1.34433185,0.68273200,0.32380390,0.00124174,0.03080874,0.00615764,0.98689056,0.16819775,0.11658732
-5.21960980,1.21338489,0.62029064,0.28913911,0.00107577,0.02853838,0.00548645,0.89221434,0.15096897,0.10602230
-5.21360680,1.09110287,0.56123487,0.25727368,0.00092636,0.02641602,0.00486258,0.80344848,0.13485586,0.09616980
-5.20760380,0.97784614,0.50584735,0.22821667,0.00079285,0.02446390,0.00428677,0.72089667,0.11988319,0.08707651
-5.20160080,0.87386435,0.45435761,0.20194968,0.00067447,0.02270315,0.00375902,0.64478139,0.10606101,0.07878018
-5.19559780,0.77930337,0.40694247,0.17843061,0.00057031,0.02115350,0.00327860,0.57524781,0.09338594,0.07130983
-5.18959480,0.69421349,0.36372745,0.15759758,0.00047942,0.01983300,0.00284423,0.51236882,0.08184241,0.06468607
-5.18359180,0.61855857,0.32478909,0.13937278,0.00040078,0.01875779,0.00245409,0.45615100,0.07140428,0.05892138
-5.17758879,0.55222579,0.29015818,0.12366614,0.00033338,0.01794184,0.00210600,0.40654119,0.06203638,0.05402053
-5.17158579,0.49503567,0.25982353,0.11037872,0.00027618,0.01739684,0.00179746,0.36343353,0.05369618,0.04998102
-5.16558279,0.44675204,0.23373625,0.09940577,0.00022822,0.01713196,0.00152576,0.32667662,0.04633548,0.04679351
-5.15957979,0.40709163,0.21181441,0.09063940,0.00018857,0.01715378,0.00128809,0.29608067,0.03990199,0.04444230
-5.15357679,0.37573309,0.19394763,0.08397075,0.00015638,0.01746618,0.00108155,0.27142434,0.03434087,0.04290572
-5.14757379,0.35232515,0.18000180,0.07929176,0.00013088,0.01807027,0.00090326,0.25246109,0.02959620,0.04215666
-5.14157079,0.33649387,0.16982335,0.07649639,0.00011141,0.01896432,0.00075040,0.23892496,0.02561219,0.04216292
-5.13556778,0.32784869,0.16324334,0.07548150,0.00009742,0.02014379,0.00062028,0.23053558,0.02233434,0.04288767
-5.12956478,0.32598740,0.16008099,0.07614719,0.00008845,0.02160125,0.00051032,0.22700234,0.01971034,0.04428991
-5.12356178,0.33049995,0.16014659,0.07839683,0.00008418,0.02332653,0.00041813,0.22802778,0.01769079,0.04632480
-5.11755878,0.34097110,0.16324402,0.08213668,0.00008437,0.02530666,0.00034150,0.23331002,0.01622968,0.04894419
-5.11155578,0.35698220,0.16917245,0.08727533,0.00008891,0.02752607,0.00027843,0.24254457,0.01528475,0.05209700
-5.10555278,0.37811201,0.17772773,0.09372282,0.00009776,0.02996669,0.00022712,0.25542532,0.01481753,0.05572976
-5.09954977,0.40393689,0.18870309,0.10138970,0.00011100,0.03260815,0.00018597,0.27164501,0.01479332,0.05978710
-5.09354677,0.43403056,0.20188955,0.11018594,0.00012875,0.03542802,0.00015359,0.29089526,0.01518092,0.06421233
-5.08754377,0.46796349,0.21707604,0.12001989,0.00015121,0.03840209,0.00012877,0.31286629,0.01595220,0.06894803
-5.08154077,0.50530235,0.23404921,0.13079727,0.00017863,0.04150473,0.00011049,0.33724655,0.01708166,0.07393671
-5.07553777,0.54560948,0.25259328,0.14242031,0.00021126,0.04470923,0.00009790,0.36372234,0.01854577,0.07912147
-5.06953477,0.58844273,0.27248985,0.15478701,0.00024937,0.04798828,0.00009030,0.39197755,0.02032233,0.08444670
-5.06353177,0.63335567,0.29351781,0.16779067,0.00029322,0.05131438,0.00008712,0.42169375,0.02238977,0.08985876
-5.05752876,0.67989846,0.31545349,0.18131971,0.00034301,0.05466037,0.00008795,0.45255055,0.02472644,0.09530671
-5.05152576,0.72761920,0.33807106,0.19525769,0.00039888,0.05799991,0.00009243,0.48422645,0.02731000,0.10074289
-5.04552276,0.77606608,0.36114324,0.20948372,0.00046088,0.06130798,0.00010034,0.51640013,0.03011672,0.10612357
-5.03951976,0.82479010,0.38444233,0.22387312,0.00052895,0.06456139,0.00011151,0.54875223,0.03312105,0.11140945
-5.03351676,0.87334839,0.40774161,0.23829843,0.00060289,0.06773923,0.00012582,0.58096759,0.03629517,0.11656610
-5.02751376,0.92130816,0.43081710,0.25263068,0.00068237,0.07082331,0.00014323,0.61273787,0.03960870,0.12156428
-5.02151076,0.96825099,0.45344950,0.26674089,0.00076686,0.07379848,0.00016369,0.64376456,0.04302858,0.12638016
-5.01550775,1.01377745,0.47542654,0.28050182,0.00085568,0.07665298,0.00018719,0.67376220,0.04651912,0.13099540
-5.00950475,1.05751193,0.49654535,0.29378984,0.00094798,0.07937860,0.00021372,0.70246182,0.05004216,0.13539710
-5.00350175,1.09910732,0.51661510,0.30648692,0.00104272,0.08197081,0.00024325,0.72961428,0.05355745,0.13957762
-4.99749875,1.13824966,0.53545951,0.31848265,0.00113871,0.08442873,0.00027576,0.75499370,0.05702317,0.14353426
-4.99149575,1.17466230,0.55291940,0.32967618,0.00123461,0.08675504,0.00031118,0.77840048,0.06039662,0.14726889
-4.98549275,1.20810958,0.56885504,0.33997814,0.00132899,0.08895576,0.00034942,0.79966412,0.06363505,0.15078731
-4.97948974,1.23839982,0.58314825,0.34931229,0.00142032,0.09103990,0.00039035,0.81864548,0.06669652,0.15409871
-4.97348674,1.26538752,0.59570418,0.35761696,0.00150702,0.09301901,0.00043381,0.83523855,0.06954100,0.15721491
-4.96748374,1.28897459,0.60645264,0.36484621,0.00158754,0.09490670,0.00047961,0.84937154,0.07213132,0.16014960
-4.96148074,1.30911063,0.61534904,0.37097061,0.00166035,0.09671798,0.00052751,0.86100724,0.07443427,0.16291754
-4.95547774,1.32579221,0.62237471,0.37597765,0.00172403,0.09846869,0.00057727,0.87014273,0.07642162,0.16553378
-4.94947474,1.33906106,0.62753671,0.37987171,0.00177730,0.10017479,0.00062862,0.87680819,0.07807099,0.16801284
-4.94347174,1.34900140,0.63086712,0.38267367,0.00181906,0.10185168,0.00068131,0.88106515,0.07936671,0.17036801
-4.93746873,1.35573632,0.63242172,0.38442005,0.00184843,0.10351361,0.00073508,0.88300400,0.08030038,0.17261066
-4.93146573,1.35942346,0.63227820,0.38516179,0.00186478,0.10517308,0.00078972,0.88274087,0.08087136,0.17474975
-4.92546273,1.36025001,0.63053393,0.38496273,0.00186777,0.10684032,0.00084506,0.88041414,0.08108695,0.17679132
-4.91945973,1.35842742,0.62730328,0.38389773,0.00185733,0.10852291,0.00090100,0.87618052,0.08096231,0.17873828
-4.91345673,1.35418569,0.62271477,0.38205060,0.00183369,0.11022547,0.00095751,0.87021099,0.08052023,0.18059022
-4.90745373,1.34776776,0.61690794,0.37951191,0.00179734,0.11194946,0.00101468,0.86268661,0.07979050,0.18234341
-4.90145073,1.33942396,0.61003021,0.37637666,0.00174906,0.11369313,0.00107267,0.85379450,0.07880919,0.18399102
-4.89544772,1.32940676,0.60223374,0.37274203,0.00168986,0.11545155,0.00113178,0.84372405,0.07761763,0.18552333
-4.88944472,1.31796604,0.59367247,0.36870524,0.00162094,0.11721668,0.00119240,0.83266346,0.07626123,0.18692822
-4.88344172,1.30534495,0.58449941,0.36436149,0.00154366,0.11897765,0.00125501,0.82079684,0.07478823,0.18819158
-4.87743872,1.29177642,0.57486423,0.35980225,0.00145951,0.12072097,0.00132019,0.80830186,0.07324829,0.18929796
-4.87143572,1.27748059,0.56491131,0.35511386,0.00137004,0.12243084,0.00138858,0.79534799,0.07169115,0.19023109
-4.86543272,1.26266297,0.55477826,0.35037640,0.00127681,0.12408946,0.00146085,0.78209552,0.07016524,0.19097458
-4.85942971,1.24751356,0.54459484,0.34566313,0.00118139,0.12567741,0.00153765,0.76869513,0.06871646,0.19151242
-4.85342671,1.23220683,0.53448252,0.34104017,0.00108524,0.12717397,0.00161959,0.75528825,0.06738705,0.19182963
-4.84742371,1.21690254,0.52455442,0.33656676,0.00098977,0.12855749,0.00170721,0.74200785,0.06621466,0.19191272
-4.84142071,1.20174737,0.51491574,0.33229585,0.00089621,0.12980579,0.00180088,0.72897987,0.06523167,0.19175021
-4.83541771,1.18687729,0.50566460,0.32827511,0.00080566,0.13089652,0.00190081,0.71632496,0.06446471,0.19133305
-4.82941471,1.17242054,0.49689312,0.32454822,0.00071906,0.13180770,0.00200698,0.70416050,0.06393444,0.19065500
-4.82341171,1.15850107,0.48868883,0.32115644,0.00063717,0.13251815,0.00211913,0.69260274,0.06365561,0.18971300
-4.81740870,1.14524231,0.48113603,0.31814030,0.00056054,0.13300814,0.00223671,0.68176887,0.06363732,0.18850755
-4.81140570,1.13277106,0.47431724,0.31554139,0.00048959,0.13326007,0.00235889,0.67177890,0.06388349,0.18704300
-4.80540270,1.12122121,0.46831444,0.31340395,0.00042455,0.13325923,0.00248456,0.66275709,0.06439351,0.18532796
-4.79939970,1.11073715,0.46321005,0.31177638,0.00036551,0.13299466,0.00261234,0.65483283,0.06516306,0.18337561
-4.79339670,1.10147649,0.45908743,0.31071228,0.00031241,0.13246009,0.00274062,0.64814081,0.06618490,0.18120404
-4.78739370,1.09361188,0.45603090,0.31027115,0.00026512,0.13165488,0.00286760,0.64282029,0.06744979,0.17883657
-4.78139070,1.08733159,0.45412509,0.31051838,0.00022337,0.13058502,0.00299139,0.63901337,0.06894734,0.17630204
-4.77538769,1.08283873,0.45345357,0.31152460,0.00018684,0.12926397,0.00311004,0.63686231,0.07066678,0.17363493
-4.76938469,1.08034880,0.45409676,0.31336439,0.00015516,0.12771351,0.00322164,0.63650563,0.07259765,0.17087546
-4.76338169,1.08008544,0.45612901,0.31611405,0.00012794,0.12596432,0.00332441,0.63807329,0.07473030,0.16806945
-4.75737869,1.08227445,0.45961508,0.31984881,0.00010473,0.12405635,0.00341681,0.64168090,0.07705625,0.16526802
-4.75137569,1.08713600,0.46460589,0.32463920,0.00008512,0.12203890,0.00349759,0.64742315,0.07956834,0.16252698
-4.74537269,1.09487526,0.47113391,0.33054696,0.00006869,0.11997035,0.00356588,0.65536670,0.08226069,0.15990606
-4.73936968,1.10567171,0.47920819,0.33762048,0.00005504,0.11791744,0.00362126,0.66554285,0.08512849,0.15746776
-4.73336668,1.11966749,0.48880944,0.34589004,0.00004379,0.11595421,0.00366380,0.67794029,0.08816762,0.15527601
-4.72736368,1.13695534,0.49988531,0.35536308,0.00003459,0.11416047,0.00369408,0.69249840,0.09137410,0.15339447
-4.72136068,1.15756662,0.51234623,0.36601970,0.00002714,0.11261988,0.00371319,0.70910137,0.09474343,0.15188472
-4.71535768,1.18146010,0.52606209,0.37780877,0.00002115,0.11141764,0.00372270,0.72757374,0.09826993,0.15080420
-4.70935468,1.20851211,0.54086012,0.39064476,0.00001637,0.11063786,0.00372462,0.74767760,0.10194592,0.15020408
-4.70335168,1.23850876,0.55652403,0.40440567,0.00001260,0.11036072,0.00372134,0.76911185,0.10576098,0.15012710
-4.69734867,1.27114071,0.57279501,0.41893222,0.00000964,0.11065943,0.00371549,0.79151381,0.10970131,0.15060550
-4.69134567,1.30600113,0.58937427,0.43402839,0.00000734,0.11159723,0.00370988,0.81446336,0.11374902,0.15165906
-4.68534267,1.34258713,0.60592763,0.44946356,0.00000557,0.11322437,0.00370733,0.83748956,0.11788172,0.15329345
-4.67933967,1.38030496,0.62209182,0.46497611,0.00000422,0.11557542,0.00371059,0.86007994,0.12207216,0.15549887
-4.67333667,1.41847908,0.63748258,0.48027861,0.00000320,0.11866678,0.00372214,0.88169197,0.12628809,0.15824916
-4.66733367,1.45636484,0.65170424,0.49506426,0.00000244,0.12249480,0.00374413,0.90176663,0.13049231,0.16150136
-4.66133067,1.49316476,0.66436048,0.50901467,0.00000189,0.12703434,0.00377824,0.91974348,0.13464294,0.16519587
-4.65532766,1.52804762,0.67506600,0.52180838,0.00000148,0.13223810,0.00382556,0.93507679,0.13869400,0.16925709
-4.64932466,1.56017010,0.68345841,0.53313012,0.00000119,0.13803667,0.00388656,0.94725206,0.14259610,0.17359477
-4.64332166,1.58869986,0.68921016,0.54268019,0.00000100,0.14433938,0.00396099,0.95580218,0.14629742,0.17810582
