energy_ev,total_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.72986493,9.26624509,0.01980080,2.35555811,4.43788430,4.08071360,0.08109358,2.31680288,0.83878401,0.29436114
-5.72386193,9.52636856,0.01943036,2.41533374,4.59298126,4.18036967,0.08165197,2.39369141,0.86835993,0.30216942
-5.71785893,9.76186504,0.01900254,2.46575549,4.73843022,4.26301495,0.08211863,2.46942851,0.89779064,0.30977705
-5.71185593,9.97070066,0.01852159,2.50638681,4.87308462,4.32788407,0.08250260,2.54337320,0.92677138,0.31712725
-5.70585293,10.15114352,0.01799331,2.53692934,4.99589387,4.37448454,0.08281170,2.61485309,0.95500302,0.32415689
-5.69984992,10.30178911,0.01742483,2.55722423,5.10591700,4.40260221,0.08305225,2.68317835,0.98219853,0.33079750
-5.69384692,10.42158633,0.01682448,2.56725131,5.20233789,4.41230161,0.08322902,2.74766003,1.00808993,0.33697703
-5.68784392,10.50986387,0.01620153,2.56712629,5.28448206,4.40392154,0.08334541,2.80763202,1.03243573,0.34262216
-5.68184092,10.56635604,0.01556594,2.55709629,5.35183454,4.37806617,0.08340375,2.86247580,1.05502822,0.34766117
-5.67583792,10.59122667,0.01492808,2.53753380,5.40405808,4.33559176,0.08340588,2.91164671,1.07570045,0.35202717
-5.66983492,10.58508909,0.01429847,2.50892927,5.44101075,4.27758941,0.08335387,2.95470033,1.09433233,0.35566152
-5.66383192,10.54902017,0.01368751,2.47188235,5.46276141,4.20536402,0.08325079,2.99131726,1.11085536,0.35851734
-5.65782891,10.48456590,0.01310525,2.42709182,5.46960186,4.12040959,0.08310168,3.02132479,1.12525558,0.36056268
-5.65182591,10.39373642,0.01256112,2.37534415,5.46205415,4.02438133,0.08291441,3.04471378,1.13757445,0.36178338
-5.64582291,10.27898835,0.01206374,2.31750083,5.44087184,3.91906469,0.08270058,3.06164951,1.14790719,0.36218523
-5.63981991,10.14319325,0.01162077,2.25448429,5.40703410,3.80634182,0.08247621,3.07247538,1.15639869,0.36179539
-5.63381691,9.98959130,0.01123876,2.18726262,5.36173219,3.68815589,0.08226237,3.07770890,1.16323691,0.36066290
-5.62781391,9.82173051,0.01092305,2.11683314,5.30634804,3.56647394,0.08208549,3.07802967,1.16864396,0.35885816
-5.62181091,9.64339235,0.01067777,2.04420513,5.24242528,3.44324885,0.08197743,3.07425974,1.17286535,0.35647147
-5.61580790,9.45850599,0.01050579,1.97038189,5.17163369,3.32038150,0.08197527,3.06733709,1.17615789,0.35361060
-5.60980490,9.27105385,0.01040881,1.89634276,5.09572833,3.19968385,0.08212076,3.05828328,1.17877688,0.35039747
-5.60380190,9.08497189,0.01038742,1.82302532,5.01650502,3.08284409,0.08245940,3.04816699,1.18096340,0.34696425
-5.59779890,8.90404874,0.01044122,1.75130850,4.93575432,2.97139473,0.08303933,3.03806508,1.18293236,0.34344878
-5.59179590,8.73182767,0.01056901,1.68199698,4.85521589,2.86668479,0.08390975,3.02902305,1.18486217,0.33998988
-5.58579290,8.57151555,0.01076892,1.61580758,4.77653548,2.76985667,0.08511929,3.02201684,1.18688659,0.33672243
-5.57978989,8.42590257,0.01103866,1.55335788,4.70122629,2.68182870,0.08671406,3.01791779,1.18908923,0.33377275
-5.57378689,8.29729583,0.01137571,1.49515761,4.63063629,2.60328360,0.08873559,3.01746215,1.19150123,0.33125426
-5.56778389,8.18746932,0.01177750,1.44160297,4.56592264,2.53466340,0.09121877,3.02122650,1.19410205,0.32926370
-5.56178089,8.09763179,0.01224162,1.39297405,4.50803379,2.47617052,0.09418980,3.02960998,1.19682335,0.32787812
-5.55577789,8.02841314,0.01276596,1.34943534,4.45769946,2.42777516,0.09766419,3.04282356,1.19955584,0.32715255
-5.54977489,7.97986908,0.01334883,1.31103909,4.41542805,2.38922815,0.10164513,3.06088679,1.20215839,0.32711860
-5.54377189,7.95150296,0.01398905,1.27773139,4.38151088,2.36007901,0.10612195,3.08363137,1.20446899,0.32778392
-5.53776888,7.94230292,0.01468594,1.24936049,4.35603201,2.33969812,0.11106911,3.11071128,1.20631666,0.32913243
-5.53176588,7.95079220,0.01543931,1.22568705,4.33888256,2.32730227,0.11644560,3.14161832,1.20753377,0.33112544
-5.52576288,7.97508985,0.01624934,1.20639569,4.32977809,2.32198254,0.12219480,3.17570238,1.20796774,0.33370334
-5.51975988,8.01297928,0.01711640,1.19110756,4.32827789,2.32273374,0.12824496,3.21219516,1.20749164,0.33678793
-5.51375688,8.06198179,0.01804090,1.17939344,4.33380503,2.32848427,0.13451023,3.25023640,1.20601290,0.34028529
-5.50775388,8.11943284,0.01902300,1.17078684,4.34566636,2.33812579,0.14089229,3.28890151,1.20347983,0.34408889
-5.50175088,8.18255858,0.02006234,1.16479702,4.36307197,2.35054196,0.14728252,3.32722983,1.19988557,0.34808308
-5.49574787,8.24855108,0.02115780,1.16092145,4.38515375,2.36463546,0.15356472,3.36425259,1.19526931,0.35214668
-5.48974487,8.31464053,0.02230721,1.15865767,4.41098327,2.37935315,0.15961822,3.39902009,1.18971500,0.35615665
-5.48374187,8.37816328,0.02350714,1.15751426,4.43958907,2.39370862,0.16532137,3.43062738,1.18334762,0.35999185
-5.47773887,8.43662490,0.02475269,1.15702099,4.46997384,2.40680211,0.17055523,3.45823823,1.17632748,0.36353657
-5.47173587,8.48775726,0.02603744,1.15673800,4.50113196,2.41783747,0.17520732,3.48110689,1.16884295,0.36668409
-5.46573287,8.52956918,0.02735340,1.15626393,4.53206777,2.42613597,0.17917532,3.49859749,1.16110226,0.36933991
-5.45972986,8.56039002,0.02869108,1.15524301,4.56181494,2.43114691,0.18237052,3.51020069,1.15332481,0.37142480
-5.45372686,8.57890537,0.03003965,1.15337103,4.58945692,2.43245487,0.18472086,3.51554738,1.14573256,0.37287744
-5.44772386,8.58418459,0.03138725,1.15040012,4.61414849,2.42978354,0.18617349,3.51441922,1.13854216,0.37365671
-5.44172086,8.57569907,0.03272130,1.14614217,4.63513791,2.42299622,0.18669664,3.50675564,1.13195792,0.37374337
-5.43571786,8.55333103,0.03402893,1.14047095,4.65178911,2.41209278,0.18628076,3.49265716,1.12616620,0.37314131
-5.42971486,8.51737192,0.03529744,1.13332264,4.66360298,2.39720338,0.18493883,3.47238464,1.12133132,0.37187795
-5.42371186,8.46851025,0.03651479,1.12469481,4.67023690,2.37857892,0.18270589,3.44635443,1.11759302,0.37000408
-5.41770885,8.40780850,0.03767009,1.11464384,4.67152121,2.35657855,0.17963772,3.41512926,1.11506544,0.36759277
-5.41170585,8.33666934,0.03875401,1.10328057,4.66747179,2.33165449,0.17580872,3.37940475,1.11383749,0.36473754
-5.40570285,8.25679154,0.03975922,1.09076449,4.65829741,2.30433458,0.17130925,3.33999191,1.11397440,0.36154969
-5.39969985,8.17011644,0.04068062,1.07729641,4.64440123,2.27520311,0.16624225,3.29779565,1.11552002,0.35815480
-5.39369685,8.07876631,0.04151555,1.06310988,4.62637577,2.24488039,0.16071961,3.25378994,1.11849960,0.35468863
-5.38769385,7.98497627,0.04226384,1.04846162,4.60499085,2.21400191,0.15485822,3.20899012,1.12292273,0.35129227
-5.38169085,7.89102184,0.04292772,1.03362129,4.58117478,2.18319749,0.14877599,3.16442315,1.12878604,0.34810703
-5.37568784,7.79914445,0.04351165,1.01886096,4.55598883,2.15307146,0.14258794,3.12109668,1.13607528,0.34526891
-5.36968484,7.71147761,0.04402193,1.00444475,4.53059601,2.12418424,0.13640263,3.07996802,1.14476677,0.34290322
-5.36368184,7.62997635,0.04446634,0.99061898,4.50622496,2.09703619,0.13031889,3.04191397,1.15482780,0.34111929
-5.35767884,7.55635277,0.04485358,0.97760337,4.48413056,2.07205415,0.12442321,3.00770272,1.16621620,0.34000574
-5.35167584,7.49202012,0.04519276,0.96558354,4.46555264,2.04958123,0.11878761,2.97796897,1.17887886,0.33962641
-5.34567284,7.43804806,0.04549278,0.95470524,4.45167484,2.02987003,0.11346830,2.95319322,1.19274966,0.34001723
-5.33966983,7.39513073,0.04576181,0.94507060,4.44358525,2.01307970,0.10850495,2.93368622,1.20774671,0.34118428
-5.33366683,7.36356948,0.04600675,0.93673639,4.44224099,1.99927659,0.10392068,2.91957940,1.22376959,0.34310305
-5.32766383,7.34327096,0.04623289,0.92971453,4.44843813,1.98843864,0.09972272,2.91082187,1.24069663,0.34571905
-5.32166083,7.33376107,0.04644351,0.92397479,4.46278884,1.98046301,0.09590357,2.90718424,1.25838285,0.34894983
-5.31565783,7.33421418,0.04663974,0.91944937,4.48570667,1.97517663,0.09244274,2.90826935,1.27665880,0.35268833
-5.30965483,7.34349671,0.04682052,0.91603929,4.51740091,1.97234916,0.08930878,2.91352979,1.29533076,0.35680732
-5.30365183,7.36022325,0.04698267,0.91362216,4.55788018,1.97170759,0.08646168,2.92229144,1.31418237,0.36116496
-5.29764882,7.38282271,0.04712113,0.91206087,4.60696511,1.97295187,0.08385531,2.93378226,1.33297807,0.36561107
-5.29164582,7.40961171,0.04722929,0.91121278,4.66430923,1.97577076,0.08144000,2.94716530,1.35146813,0.36999380
-5.28564282,7.43887176,0.04729946,0.91093888,4.72942683,1.97985717,0.07916491,2.96157435,1.36939547,0.37416652
-5.27963982,7.46892665,0.04732336,0.91111244,4.80172585,1.98492225,0.07698041,2.97615077,1.38650367,0.37799442
-5.27363682,7.49821637,0.04729267,0.91162665,4.88054386,1.99070758,0.07484001,2.99007986,1.40254615,0.38136062
-5.26763382,7.52536395,0.04719959,0.91240078,4.96518460,1.99699492,0.07270209,3.00262507,1.41729582,0.38417137
-5.26163082,7.54923210,0.04703733,0.91338459,5.05495267,2.00361312,0.07053126,3.01315836,1.43055482,0.38636015
-5.25562781,7.56896674,0.04680064,0.91456076,5.14918403,2.01044190,0.06829923,3.02118541,1.44216363,0.38789046
-5.24962481,7.58402558,0.04648612,0.91594507,5.24727014,2.01741250,0.06598545,3.02636433,1.45200910,0.38875713
-5.24362181,7.59419037,0.04609250,0.91758454,5.34867411,2.02450512,0.06357718,3.02851720,1.46003088,0.38898612
-5.23761881,7.59956249,0.04562080,0.91955337,5.45293780,2.03174369,0.06106937,3.02763374,1.46622567,0.38863289
-5.23161581,7.60054262,0.04507430,0.92194727,5.55967928,2.03918815,0.05846415,3.02386732,1.47064909,0.38777937
-5.22561281,7.59779589,0.04445846,0.92487623,5.66858102,2.04692493,0.05577004,3.01752349,1.47341501,0.38652981
-5.21960980,7.59220485,0.04378066,0.92845632,5.77936982,2.05505626,0.05300103,3.00904191,1.47469219,0.38500578
-5.21360680,7.58481344,0.04304985,0.93280101,5.89179006,2.06368906,0.05017548,2.99897292,1.47469845,0.38334049
-5.20760380,7.57676525,0.04227614,0.93801251,6.00557259,2.07292413,0.04731498,2.98795002,1.47369270,0.38167300
-5.20160080,7.56924014,0.04147032,0.94417372,6.12040184,2.08284633,0.04444313,2.97666020,1.47196509,0.38014238
-5.19559780,7.56339285,0.04064335,0.95134117,6.23588397,2.09351647,0.04158447,2.96581351,1.46982600,0.37888242
-5.18959480,7.56029728,0.03980589,0.95953960,6.35151895,2.10496535,0.03876336,2.95611391,1.46759436,0.37801701
-5.18359180,7.56089957,0.03896778,0.96875825,6.46667925,2.11719030,0.03600314,2.94823280,1.46558582,0.37765640
-5.17758879,7.56598246,0.03813773,0.97894932,6.58059712,2.13015459,0.03332530,2.94278659,1.46410163,0.37789465
-5.17158579,7.57614254,0.03732291,0.99002860,6.69236232,2.14378948,0.03074890,2.94031932,1.46341853,0.37880823
-5.16558279,7.59178111,0.03652877,1.00187813,6.80093088,2.15799888,0.02829012,2.94129094,1.46378017,0.38045578
-5.15957979,7.61310834,0.03575891,1.01435095,6.90514501,2.17266624,0.02596200,2.94607142,1.46539054,0.38287898
-5.15357679,7.64015962,0.03501506,1.02727741,7.00376337,2.18766312,0.02377437,2.95494041,1.46840936,0.38610436
-5.14757379,7.67282192,0.03429716,1.04047268,7.09549987,2.20285882,0.02173383,2.96809177,1.47294971,0.39014575
-5.14157079,7.71086747,0.03360354,1.05374515,7.17906885,2.21813027,0.01984394,2.98564214,1.47907763,0.39500727
-5.13556778,7.75399163,0.03293115,1.06690486,7.25323368,2.23337160,0.01810548,3.00764199,1.48681364,0.40068629
-5.12956478,7.80185137,0.03227588,1.07977173,7.31685568,2.24850243,0.01651675,3.03408807,1.49613569,0.40717639
-5.12356178,7.85410105,0.03163288,1.09218279,7.36894001,2.26347439,0.01507396,3.06493563,1.50698327,0.41446973
-5.11755878,7.91042239,0.03099693,1.10399815,7.40867564,2.27827521,0.01377163,3.10010906,1.51926215,0.42255880
-5.11155578,7.97054587,0.03036271,1.11510514,7.43546644,2.29293004,0.01260296,3.13950990,1.53284939,0.43143724
-5.10555278,8.03426193,0.02972519,1.12542047,7.44895152,2.30749978,0.01156025,3.18302124,1.54759807,0.44109972
-5.09954977,8.10142075,0.02907983,1.13489018,7.44901334,2.32207638,0.01063521,3.23050808,1.56334164,0.45154072
-5.09354677,8.17192065,0.02842284,1.14348746,7.43577304,2.33677543,0.00981933,3.28181344,1.57989736,0.46275247
-5.08754377,8.24568604,0.02775126,1.15120843,7.40957358,2.35172635,0.00910409,3.33675068,1.59706895,0.47472196
-5.08154077,8.32263669,0.02706316,1.15806619,7.37095159,2.36706083,0.00848123,3.39509268,1.61464830,0.48742739
-5.07553777,8.40265093,0.02635756,1.16408355,7.32060021,2.38290028,0.00794289,3.45655896,1.63241636,0.50083432
-5.06953477,8.48552599,0.02563450,1.16928494,7.25932535,2.39934316,0.00748176,3.52080204,1.65014360,0.51489180
-5.06353177,8.57093896,0.02489493,1.17368814,7.18799855,2.41645291,0.00709115,3.58739465,1.66759009,0.52952878
-5.05752876,8.65841202,0.02414064,1.17729638,7.10750948,2.43424757,0.00676503,3.65581924,1.68450583,0.54465131
-5.05152576,8.74728536,0.02337417,1.18009135,7.01872154,2.45269175,0.00649804,3.72546130,1.70063155,0.56014058
-5.04552276,8.83670080,0.02259862,1.18202792,6.92243326,2.47169156,0.00628549,3.79560765,1.71570039,0.57585227
-5.03951976,8.92559825,0.02181762,1.18303073,6.81934833,2.49109299,0.00612330,3.86545085,1.72944082,0.59161727
-5.03351676,9.01272654,0.02103515,1.18299319,6.71005579,2.51068403,0.00600797,3.93409998,1.74158093,0.60724394
-5.02751376,9.09666894,0.02025547,1.18177914,6.59502184,2.53020041,0.00593647,4.00059811,1.75185425,0.62252180
-5.02151076,9.17588261,0.01948303,1.17922707,6.47459342,2.54933473,0.00590621,4.06394587,1.76000695,0.63722671
-5.01550775,9.24875047,0.01872242,1.17515681,6.34901310,2.56774849,0.00591493,4.12313028,1.76580639,0.65112719
-5.00950475,9.31364261,0.01797829,1.16937859,6.21844414,2.58508640,0.00596063,4.17715762,1.76905046,0.66399170
-5.00350175,9.36898413,0.01725532,1.16170376,6.08300365,2.60099190,0.00604147,4.22508850,1.76957748,0.67559648
-4.99749875,9.41332533,0.01655820,1.15195683,5.94280152,2.61512330,0.00615571,4.26607343,1.76727593,0.68573358
-4.99149575,9.44541040,0.01589157,1.13998810,5.79798236,2.62716923,0.00630161,4.29938685,1.76209361,0.69421870
-4.98549275,9.46424043,0.01526001,1.12568614,5.64876745,2.63686284,0.00647735,4.32445772,1.75404549,0.70089834
-4.97948974,9.46912725,0.01466801,1.10898952,5.49549393,2.64399378,0.00668101,4.34089489,1.74321982,0.70565599
-4.97348674,9.45973503,0.01411987,1.08989704,5.33864854,2.64841742,0.00691044,4.34850598,1.72978203,0.70841698
-4.96748374,9.43610750,0.01361969,1.06847584,5.17889379,2.65006106,0.00716331,4.34730863,1.71397604,0.70915172
-4.96148074,9.39867965,0.01317131,1.04486697,5.01708470,2.64892684,0.00743697,4.33753360,1.69612301,0.70787731
-4.95547774,9.34827368,0.01277818,1.01928805,4.85427531,2.64509163,0.00772853,4.31961987,1.67661728,0.70465728
-4.94947474,9.28608005,0.01244332,0.99203278,4.69171424,2.63870413,0.00803483,4.29420197,1.65591987,0.69959970
-4.94347174,9.21362540,0.01216924,0.96346735,4.53082979,2.62997978,0.00835246,4.26209075,1.63454968,0.69285369
-4.93746873,9.13272973,0.01195787,0.93402381,4.37320519,2.61919415,0.00867782,4.22424855,1.61307300,0.68460450
-4.93146573,9.04545573,0.01181047,0.90419072,4.22054552,2.60667530,0.00900720,4.18176062,1.59209160,0.67506772
-4.92546273,8.95405344,0.01172762,0.87450145,4.07463780,2.59279616,0.00933689,4.13580419,1.57223008,0.66448257
-4.91945973,8.86090317,0.01170914,0.84552068,3.93730631,2.57796701,0.00966327,4.08761692,1.55412294,0.65310495
-4.91345673,8.76845958,0.01175417,0.81782960,3.81036522,2.56262899,0.00998296,4.03846618,1.53840176,0.64120043
-4.90745373,8.67919903,0.01186111,0.79201048,3.69557045,2.54724846,0.01029301,3.98962048,1.52568290,0.62903754
-4.90145073,8.59557174,0.01202774,0.76863107,3.59457275,2.53231242,0.01059099,3.94232381,1.51655596,0.61688158
-4.89544772,8.51995977,0.01225125,0.74822953,3.50887362,2.51832481,0.01087524,3.89777358,1.51157303,0.60498925
-4.88944472,8.45464071,0.01252836,0.73130032,3.43978541,2.50580312,0.01114495,3.85710225,1.51123889,0.59360422
-4.88344172,8.40175670,0.01285544,0.71828141,3.38839667,2.49527505,0.01140035,3.82136251,1.51600190,0.58295356
-4.87743872,8.36328775,0.01322867,0.70954327,3.35554338,2.48727430,0.01164286,3.79151555,1.52624556,0.57324526
-4.87143572,8.34102788,0.01364416,0.70537978,3.34178652,2.48233520,0.01187514,3.76842182,1.54228056,0.56466660
-4.86543272,8.33656297,0.01409809,0.70600129,3.34739600,2.48098542,0.01210119,3.75283341,1.56433707,0.55738332
-4.85942971,8.35124869,0.01458690,0.71152989,3.37234098,2.48373652,0.01232637,3.74538749,1.59255734,0.55153942
-4.85342671,8.38618785,0.01510739,0.72199683,3.41628623,2.49107217,0.01255741,3.74660007,1.62698859,0.54725743
-4.84742371,8.44220658,0.01565684,0.73734221,3.47859424,2.50343408,0.01280233,3.75685962,1.66757619,0.54463901
-4.84142071,8.51982943,0.01623310,0.75741663,3.55833282,2.52120608,0.01307034,3.77642044,1.71415760,0.54376567
-4.83541771,8.61925419,0.01683462,0.78198484,3.65428768,2.54469684,0.01337168,3.80539575,1.76645731,0.54469943
-4.82941471,8.74032762,0.01746050,0.81073116,3.76497979,2.57412230,0.01371747,3.84375085,1.82408334,0.54748340
-4.82341171,8.88252372,0.01811045,0.84326647,3.88868724,2.60958851,0.01411940,3.89129685,1.88652573,0.55214221
-4.81740870,9.04492676,0.01878470,0.87913665,4.02347125,2.65107630,0.01458951,3.94768577,1.95315769,0.55868207
-4.81140570,9.22622088,0.01948394,0.91783206,4.16720618,2.69842857,0.01513984,4.01240755,2.02323984,0.56709067
-4.80540270,9.42468832,0.02020913,0.95879816,4.31761310,2.75134146,0.01578209,4.08479010,2.09592793,0.57733679
-4.79939970,9.63821791,0.02096133,1.00144661,4.47229669,2.80936009,0.01652728,4.16400271,2.17028436,0.58936973
-4.79339670,9.86432490,0.02174151,1.04516695,4.62878490,2.87187950,0.01738530,4.24906359,2.24529342,0.60311858
-4.78739370,10.10018259,0.02255029,1.08933834,4.78457083,2.93815115,0.01836459,4.33885173,2.31988025,0.61849137
-4.78139070,10.34266562,0.02338772,1.13334119,4.93715594,3.00729494,0.01947169,4.43212306,2.39293305,0.63537439
-4.77538769,10.58840379,0.02425306,1.17656838,5.08409399,3.07831634,0.02071086,4.52753081,2.46332778,0.65363137
-4.76938469,10.83384505,0.02514454,1.21843580,5.22303441,3.15012816,0.02208374,4.62364928,2.52995478,0.67310305
-4.76338169,11.07532531,0.02605916,1.25839194,5.35176416,3.22157593,0.02358900,4.71900054,2.59174609,0.69360686
-4.75737869,11.30914250,0.02699255,1.29592634,5.46824702,3.29146588,0.02522204,4.81208293,2.64770239,0.71493706
-4.75137569,11.53163223,0.02793886,1.33057676,5.57065903,3.35859430,0.02697481,4.90140032,2.69691861,0.73686523
-4.74537269,11.73924206,0.02889069,1.36193490,5.65741925,3.42177704,0.02883562,4.98549117,2.73860679,0.75914130
-4.73936968,11.92860181,0.02983911,1.38965058,5.72721471,3.47987805,0.03078911,5.06295624,2.77211540,0.78149517
-4.73336668,12.09658757,0.03077377,1.41343454,5.77901913,3.53183574,0.03281626,5.13248402,2.79694415,0.80363900
-4.72736368,12.24037752,0.03168300,1.43305975,5.81210464,3.57668638,0.03489457,5.19287317,2.81275367,0.82527013
-4.72136068,12.35749815,0.03255405,1.44836139,5.82604642,3.61358384,0.03699835,5.24305142,2.81936963,0.84607484
-4.71535768,12.44586032,0.03337336,1.45923576,5.82072031,3.64181520,0.03909907,5.28209054,2.81678125,0.86573275
-4.70935468,12.50378473,0.03412691,1.46563818,5.79629357,3.66081203,0.04116588,5.30921725,2.80513435,0.88392208
-4.70335168,12.53001730,0.03480057,1.46758014,5.75320947,3.67015742,0.04316629,5.32382037,2.78471927,0.90032543
-4.69734867,12.52373519,0.03538051,1.46512591,5.69216624,3.66958890,0.04506684,5.32545416,2.75595458,0.91463626
-4.69134567,12.48454441,0.03585361,1.45838882,5.61409158,3.65899773,0.04683392,5.31383852,2.71936722,0.92656570
-4.68534267,12.41247033,0.03620788,1.44752734,5.52011336,3.63842492,0.04843469,5.28885648,2.67557025,0.93584967
-4.67933967,12.30794242,0.03643286,1.43274107,5.41152792,3.60805469,0.04983789,5.25054932,2.62523928,0.94225591
-4.67333667,12.17177430,0.03651996,1.41426685,5.28976681,3.56820568,0.05101479,5.19911009,2.56908869,0.94559088
-4.66733367,12.00514036,0.03646277,1.39237483,5.15636308,3.51932076,0.05194006,5.13487578,2.50784875,0.94570597
-4.66133067,11.80954964,0.03625732,1.36736475,5.01291797,3.46195555,0.05259250,5.05831849,2.44224462,0.94250300
-4.65532766,11.58681778,0.03590223,1.33956214,4.86106902,3.39676632,0.05295576,4.97003602,2.37297798,0.93593855
-4.64932466,11.33903722,0.03539880,1.30931460,4.70245998,3.32449734,0.05301888,4.87074191,2.30071202,0.92602692
-4.64332166,11.06854607,0.03475103,1.27698797,4.53871338,3.24596812,0.05277666,4.76125495,2.22606014,0.91284157
