energy_ev,total_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up,Zr_p_up,Zr_d_up
-6.00000000,0.37963382,0.00001782,0.13744109,0.09572036,0.00000000,0.05191303,0.08023063
-5.99399700,0.39803087,0.00001792,0.14165385,0.10301442,0.00000000,0.05757849,0.08639480
-5.98799400,0.41638795,0.00001792,0.14550449,0.11067011,0.00000000,0.06372861,0.09284957
-5.98199100,0.43462098,0.00001783,0.14899194,0.11863508,0.00000000,0.07031599,0.09955317
-5.97598799,0.45264293,0.00001766,0.15212409,0.12684540,0.00000000,0.07728046,0.10645442
-5.96998499,0.47036235,0.00001744,0.15491712,0.13522546,0.00000000,0.08454922,0.11349260
-5.96398199,0.48768240,0.00001718,0.15739457,0.14368826,0.00000000,0.09203754,0.12059767
-5.95797899,0.50450039,0.00001692,0.15958636,0.15213623,0.00000000,0.09964989,0.12769094
-5.95197599,0.52070838,0.00001668,0.16152773,0.16046266,0.00000000,0.10728165,0.13468629
-5.94597299,0.53619460,0.00001649,0.16325832,0.16855371,0.00000000,0.11482134,0.14149179
-5.93996998,0.55084604,0.00001639,0.16482126,0.17629099,0.00000000,0.12215322,0.14801185
-5.93396698,0.56455195,0.00001642,0.16626240,0.18355462,0.00000000,0.12916041,0.15414972
-5.92796398,0.57720818,0.00001663,0.16762968,0.19022669,0.00000000,0.13572818,0.15981041
-5.92196098,0.58872206,0.00001705,0.16897260,0.19619499,0.00000000,0.14174740,0.16490367
-5.91595798,0.59901752,0.00001774,0.17034170,0.20135683,0.00000000,0.14711806,0.16934719
-5.90995498,0.60803998,0.00001875,0.17178803,0.20562269,0.00000000,0.15175250,0.17306954
-5.90395198,0.61576072,0.00002013,0.17336255,0.20891968,0.00000000,0.15557842,0.17601301
-5.89794897,0.62218014,0.00002195,0.17511537,0.21119445,0.00000000,0.15854133,0.17813593
-5.89194597,0.62732973,0.00002427,0.17709473,0.21241551,0.00000000,0.16060647,0.17941454
-5.88594297,0.63127232,0.00002717,0.17934571,0.21257469,0.00000000,0.16175993,0.17984410
-5.87993997,0.63410061,0.00003072,0.18190870,0.21168789,0.00000000,0.16200910,0.17943942
