energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.80790395,4.31484332,0.01570905,0.50120916,0.85028470,0.32758896,0.05068013,2.13212069,0.89798782,0.86016107
-5.80190095,4.11056077,0.01503448,0.47180614,0.81558553,0.31531489,0.04772816,2.03969005,0.85344713,0.81259657
-5.79589795,3.90610566,0.01434248,0.44250256,0.78074879,0.30312733,0.04487374,1.94682310,0.80846599,0.76504530
-5.78989495,3.70328173,0.01363905,0.41360828,0.74601279,0.29116259,0.04213661,1.85428935,0.76348146,0.71798987
-5.78389195,3.50380679,0.01293026,0.38541879,0.71159895,0.27955634,0.03953400,1.76281904,0.71890872,0.67188906
-5.77788894,3.30929493,0.01222222,0.35820996,0.67771199,0.26844196,0.03708070,1.67309902,0.67513529,0.62717015
-5.77188594,3.12124244,0.01152093,0.33223366,0.64454063,0.25794911,0.03478912,1.58576982,0.63251619,0.58422260
-5.76588294,2.94101746,0.01083226,0.30771439,0.61225862,0.24820227,0.03266945,1.50142397,0.59137050,0.54339327
-5.75987994,2.76985337,0.01016179,0.28484699,0.58102598,0.23931943,0.03072985,1.42060533,0.55197902,0.50498316
-5.75387694,2.60884538,0.00951483,0.26379535,0.55099036,0.23141096,0.02897664,1.34380911,0.51458304,0.46924572
-5.74787394,2.45895004,0.00889627,0.24469205,0.52228835,0.22457850,0.02741454,1.27148243,0.47938433,0.43638650
-5.74187094,2.32098706,0.00831063,0.22763898,0.49504657,0.21891405,0.02604694,1.20402518,0.44654588,0.40656409
-5.73586793,2.19564278,0.00776193,0.21270859,0.46938256,0.21449915,0.02487609,1.14179080,0.41619356,0.37989213
-5.72986493,2.08347475,0.00725373,0.19994583,0.44540523,0.21140416,0.02390338,1.08508692,0.38841831,0.35644215
-5.72386193,1.98491680,0.00678909,0.18937049,0.42321493,0.20968758,0.02312952,1.03417552,0.36327876,0.33624707
-5.71785893,1.90028401,0.00637060,0.18097980,0.40290306,0.20939551,0.02255471,0.98927260,0.34080409,0.31930507
-5.71185593,1.82977721,0.00600033,0.17475124,0.38455116,0.21056106,0.02217883,0.95054725,0.32099701,0.30558369
-5.70585293,1.77348675,0.00567986,0.17064525,0.36822966,0.21320382,0.02200148,0.91812010,0.30383667,0.29502401
-5.69984992,1.73139527,0.00541034,0.16860795,0.35399624,0.21732942,0.02202208,0.89206127,0.28928139,0.28754460
-5.69384692,1.70337962,0.00519243,0.16857349,0.34189391,0.22292907,0.02223987,0.87238795,0.27727125,0.28304535
-5.68784392,1.68921194,0.00502639,0.17046630,0.33194907,0.22997911,0.02265382,0.85906179,0.26773035,0.28141100
-5.68184092,1.68856031,0.00491202,0.17420295,0.32416943,0.23844071,0.02326257,0.85198645,0.26056876,0.28251423
-5.67583792,1.70098925,0.00484876,0.17969369,0.31854224,0.24825962,0.02406425,0.85100545,0.25568438,0.28621854
-5.66983492,1.72596057,0.00483564,0.18684375,0.31503270,0.25936609,0.02505630,0.85590078,0.25296439,0.29238072
-5.66383192,1.76283515,0.00487133,0.19555440,0.31358293,0.27167490,0.02623523,0.86639245,0.25228673,0.30085310
-5.65782891,1.81087607,0.00495414,0.20572372,0.31411145,0.28508569,0.02759634,0.88213938,0.25352138,0.31148547
-5.65182591,1.86925355,0.00508203,0.21724738,0.31651329,0.29948352,0.02913348,0.90274167,0.25653176,0.32412701
-5.64582291,1.93705219,0.00525265,0.23001929,0.32066090,0.31473976,0.03083875,0.92774463,0.26117609,0.33862792
-5.63981991,2.01328065,0.00546332,0.24393222,0.32640578,0.33071323,0.03270227,0.95664444,0.26730901,0.35484115
-5.63381691,2.09688412,0.00571109,0.25887858,0.33358078,0.34725185,0.03471199,0.98889566,0.27478324,0.37262398
-5.62781391,2.18675920,0.00599276,0.27475123,0.34200321,0.36419451,0.03685347,1.02392028,0.28345156,0.39183968
-5.62181091,2.28177147,0.00630489,0.29144453,0.35147846,0.38137343,0.03910988,1.06111828,0.29316894,0.41235913
-5.61580790,2.38077488,0.00664384,0.30885538,0.36180410,0.39861668,0.04146195,1.09987933,0.30379481,0.43406230
-5.60980490,2.48263288,0.00700586,0.32688455,0.37277442,0.41575117,0.04388812,1.13959541,0.31519549,0.45683977
-5.60380190,2.58624029,0.00738708,0.34543796,0.38418500,0.43260572,0.04636471,1.17967371,0.32724662,0.48059396
-5.59779890,2.69054534,0.00778360,0.36442808,0.39583740,0.44901433,0.04886632,1.21954964,0.33983559,0.50524013
-5.59179590,2.79457086,0.00819153,0.38377522,0.40754357,0.46481943,0.05136619,1.25869921,0.35286378,0.53070707
-5.58579290,2.89743400,0.00860708,0.40340873,0.41913005,0.47987511,0.05383678,1.29665050,0.36624848,0.55693738
-5.57978989,2.99836334,0.00902658,0.42326801,0.43044147,0.49405014,0.05625037,1.33299359,0.37992457,0.58388723
-5.57378689,3.09671282,0.00944657,0.44330324,0.44134355,0.50723065,0.05857970,1.36738868,0.39384561,0.61152568
-5.56778389,3.19197187,0.00986384,0.46347581,0.45172526,0.51932248,0.06079872,1.39957198,0.40798448,0.63983351
-5.56178089,3.28377109,0.01027550,0.48375845,0.46150016,0.53025295,0.06288325,1.42935908,0.42233343,0.66880157
-5.55577789,3.37188340,0.01067897,0.50413495,0.47060683,0.53997209,0.06481171,1.45664568,0.43690351,0.69842879
-5.54977489,3.45622054,0.01107209,0.52459973,0.47900844,0.54845326,0.06656566,1.48140563,0.45172351,0.72872001
-5.54377189,3.53682508,0.01145305,0.54515707,0.48669140,0.55569303,0.06813042,1.50368632,0.46683834,0.75968367
-5.53776888,3.61385845,0.01182048,0.56582028,0.49366326,0.56171047,0.06949541,1.52360151,0.48230704,0.79132970
-5.53176588,3.68758551,0.01217337,0.58661081,0.49994990,0.56654581,0.07065448,1.54132213,0.49820054,0.82366767
-5.52576288,3.75835657,0.01251111,0.60755752,0.50559218,0.57025844,0.07160600,1.55706513,0.51459917,0.85670552
-5.51975988,3.82658765,0.01283341,0.62869606,0.51064215,0.57292455,0.07235286,1.57108108,0.53159032,0.89044889
-5.51375688,3.89274019,0.01314028,0.65006862,0.51515909,0.57463423,0.07290228,1.58364096,0.54926613,0.92490128
-5.50775388,3.95730093,0.01343199,0.67172399,0.51920553,0.57548848,0.07326547,1.59502278,0.56772148,0.96006508
-5.50175088,4.02076319,0.01370900,0.69371796,0.52284333,0.57559588,0.07345716,1.60549858,0.58705235,0.99594336
-5.49574787,4.08361022,0.01397188,0.71611409,0.52613021,0.57506945,0.07349505,1.61532245,0.60735461,1.03254246
-5.48974487,4.14630128,0.01422129,0.73898463,0.52911676,0.57402353,0.07339913,1.62472007,0.62872314,1.06987500
-5.48374187,4.20926109,0.01445791,0.76241153,0.53184404,0.57257097,0.07319102,1.63388034,0.65125142,1.10796325
-5.47773887,4.27287263,0.01468239,0.78648736,0.53434208,0.57082071,0.07289316,1.64294937,0.67503131,1.14684231
-5.47173587,4.33747343,0.01489530,0.81131578,0.53662908,0.56887580,0.07252821,1.65202731,0.70015302,1.18656285
-5.46573287,4.40335506,0.01509717,0.83701143,0.53871160,0.56683201,0.07211828,1.66116788,0.72670494,1.22719293
-5.45972986,4.47076522,0.01528840,0.86369896,0.54058558,0.56477699,0.07168442,1.67038092,0.75477330,1.26881849
-5.45372686,4.53991189,0.01546934,0.89151091,0.54223816,0.56279012,0.07124606,1.67963751,0.78444127,1.31154219
-5.44772386,4.61096860,0.01564028,0.92058435,0.54365028,0.56094280,0.07082063,1.68887759,0.81578749,1.35548029
-5.44172086,4.68408002,0.01580153,0.95105616,0.54479978,0.55929946,0.07042331,1.69801953,0.84888367,1.40075742
-5.43571786,4.75936696,0.01595341,0.98305688,0.54566491,0.55791886,0.07006685,1.70697105,0.88379134,1.44749918
-5.42971486,4.83692987,0.01609639,1.01670329,0.54622804,0.55685584,0.06976151,1.71564090,0.92055761,1.49582275
-5.42371186,4.91685027,0.01623111,1.05208996,0.54647932,0.55616324,0.06951516,1.72395065,0.95921003,1.54582580
-5.41770885,4.99918948,0.01635844,1.08928001,0.54642004,0.55589384,0.06933343,1.73184561,0.99975065,1.59757403
-5.41170585,5.08398448,0.01647958,1.12829554,0.54606550,0.55610227,0.06921992,1.73930443,1.04214954,1.65108818
-5.40570285,5.17124071,0.01659609,1.16910829,0.54544720,0.55684654,0.06917648,1.74634654,1.08633810,1.70633100
-5.39969985,5.26092229,0.01670990,1.21163099,0.54461408,0.55818922,0.06920352,1.75303690,1.13220253,1.76319509
-5.39369685,5.35293995,0.01682337,1.25571010,0.54363278,0.56019798,0.06930034,1.75948774,1.17957784,1.82149237
-5.38769385,5.44713762,0.01693920,1.30112044,0.54258683,0.56294545,0.06946540,1.76585694,1.22824294,1.88094611
-5.38169085,5.54327846,0.01706049,1.34756218,0.54157470,0.56650834,0.06969662,1.77234299,1.27791724,1.94118603
-5.37568784,5.64103160,0.01719057,1.39466080,0.54070679,0.57096564,0.06999158,1.77917688,1.32825917,2.00174731
-5.36968484,5.73996057,0.01733297,1.44197006,0.54010150,0.57639619,0.07034768,1.78661105,1.37886696,2.06207368
-5.36368184,5.83951475,0.01749129,1.48897836,0.53988056,0.58287534,0.07076230,1.79490606,1.42928190,2.12152507
-5.35767884,5.93902468,0.01766905,1.53511831,0.54016377,0.59047118,0.07123279,1.80431581,1.47899439,2.17938955
-5.35167584,6.03770237,0.01786955,1.57977936,0.54106348,0.59924014,0.07175652,1.81507191,1.52745250,2.23489940
-5.34567284,6.13464707,0.01809575,1.62232315,0.54267918,0.60922252,0.07233078,1.82736840,1.57407313,2.28725084
-5.33966983,6.22885700,0.01835007,1.66210089,0.54509233,0.62043796,0.07295271,1.84134750,1.61825535,2.33562657
-5.33366683,6.31924697,0.01863427,1.69847227,0.54836190,0.63288116,0.07361920,1.85708753,1.65939556,2.37922028
-5.32766383,6.40467172,0.01894936,1.73082499,0.55252081,0.64651819,0.07432672,1.87459363,1.69690381,2.41726212
-5.32166083,6.48395432,0.01929547,1.75859403,0.55757350,0.66128360,0.07507125,1.89379205,1.73022079,2.44904384
-5.31565783,6.55591858,0.01967180,1.78128002,0.56349486,0.67707851,0.07584813,1.91452849,1.75883464,2.47394269
-5.30965483,6.61942437,0.02007660,1.79846554,0.57023059,0.69376998,0.07665200,1.93657060,1.78229694,2.49144275
-5.30365183,6.67340440,0.02050716,1.80982899,0.57769898,0.71119167,0.07747677,1.95961491,1.80023722,2.50115293
-5.29764882,6.71690085,0.02095987,1.81515507,0.58579419,0.72914603,0.07831560,1.98329768,1.81237519,2.50282066
-5.29164582,6.74910030,0.02143030,1.81434160,0.59439077,0.74740781,0.07916095,2.00720937,1.81853028,2.49634076
-5.28564282,6.76936534,0.02191331,1.80740244,0.60334932,0.76572904,0.08000468,2.03091196,1.81862803,2.48175910
-5.27963982,6.77726147,0.02240321,1.79446619,0.61252296,0.78384513,0.08083815,2.05395837,1.81270305,2.45927098
-5.27363682,6.77257799,0.02289389,1.77577109,0.62176436,0.80148207,0.08165242,2.07591282,1.80089835,2.42921438
-5.26763382,6.75534194,0.02337903,1.75165612,0.63093300,0.81836435,0.08243839,2.09637135,1.78346123,2.39205841
-5.26163082,6.72582449,0.02385229,1.72254910,0.63990230,0.83422335,0.08318700,2.11498115,1.76073592,2.34838783
-5.25562781,6.68453937,0.02430746,1.68895207,0.64856619,0.84880578,0.08388943,2.13145802,1.73315322,2.29888409
-5.24962481,6.63223359,0.02473870,1.65142488,0.65684497,0.86188199,0.08453728,2.14560086,1.70121781,2.24430412
-5.24362181,6.56987066,0.02514066,1.61056780,0.66469007,0.87325365,0.08512271,2.15730263,1.66549362,2.18545779
-5.23761881,6.49860728,0.02550864,1.56700367,0.67208744,0.88276053,0.08563856,2.16655711,1.62658815,2.12318497
-5.23161581,6.41976442,0.02583876,1.52136071,0.67905952,0.89028615,0.08607850,2.17346132,1.58513623,2.05833324
-5.22561281,6.33479403,0.02612802,1.47425641,0.68566562,0.89576203,0.08643703,2.17821346,1.54178387,1.99173725
-5.21960980,6.24524280,0.02637439,1.42628325,0.69200071,0.89917031,0.08670958,2.18110651,1.49717306,1.92420018
-5.21360680,6.15271443,0.02657688,1.37799667,0.69819264,0.90054476,0.08689244,2.18251787,1.45192772,1.85647826
-5.20760380,6.05883177,0.02673554,1.32990561,0.70439793,0.89997001,0.08698284,2.18289564,1.40664154,1.78926846
-5.20160080,5.96520026,0.02685147,1.28246582,0.71079637,0.89757913,0.08697884,2.18274216,1.36186781,1.72319964
-5.19559780,5.87337372,0.02692679,1.23607593,0.71758453,0.89354960,0.08687938,2.18259565,1.31811159,1.65882721
-5.18959480,5.78482367,0.02696457,1.19107615,0.72496859,0.88809787,0.08668422,2.18301071,1.27582412,1.59663106
-5.18359180,5.70091262,0.02696878,1.14774936,0.73315672,0.88147271,0.08639395,2.18453865,1.23539957,1.53701641
-5.17758879,5.62287212,0.02694415,1.10632429,0.74235131,0.87394752,0.08600999,2.18770833,1.19717383,1.48031722
-5.17158579,5.55178551,0.02689608,1.06698017,0.75274145,0.86581213,0.08553468,2.19300826,1.16142514,1.42680145
-5.16558279,5.48857551,0.02683052,1.02985264,0.76449581,0.85736402,0.08497128,2.20087067,1.12837616,1.37667771
-5.15957979,5.43399634,0.02675375,0.99504016,0.77775632,0.84889966,0.08432408,2.21165789,1.09819726,1.33010269
-5.15357679,5.38862985,0.02667230,0.96261064,0.79263286,0.84070599,0.08359846,2.22565152,1.07101043,1.28718863
-5.14757379,5.35288536,0.02659272,0.93260779,0.80919901,0.83305240,0.08280100,2.24304444,1.04689366,1.24801054
-5.14157079,5.32700229,0.02652140,0.90505673,0.82748917,0.82618362,0.08193952,2.26393598,1.02588527,1.21261260
-5.13556778,5.31105515,0.02646443,0.87996873,0.84749693,0.82031339,0.08102312,2.28832983,1.00798802,1.18101342
-5.12956478,5.30496014,0.02642737,0.85734475,0.86917488,0.81561952,0.08006216,2.31613486,0.99317273,1.15320998
-5.12356178,5.30848300,0.02641509,0.83717771,0.89243562,0.81224005,0.07906823,2.34716844,0.98138133,1.12918016
-5.11755878,5.32124742,0.02643164,0.81945351,0.91715403,0.81027084,0.07805396,2.38116194,0.97252916,1.10888388
-5.11155578,5.34274396,0.02648004,0.80415080,0.94317057,0.80976452,0.07703286,2.41776820,0.96650668,1.09226292
-5.10555278,5.37233914,0.02656220,0.79123977,0.97029546,0.81073077,0.07601900,2.45657049,0.96318054,1.07923964
-5.09954977,5.40928482,0.02667880,0.78067997,0.99831364,0.81313785,0.07502671,2.49709271,0.96239422,1.06971502
-5.09354677,5.45272782,0.02682922,0.77241764,1.02699015,0.81691522,0.07407010,2.53881063,0.96396840,1.06356603
-5.08754377,5.50172020,0.02701151,0.76638270,1.05607596,0.82195728,0.07316269,2.58116366,0.96770127,1.06064300
-5.08154077,5.55523029,0.02722235,0.76248571,1.08531390,0.82812774,0.07231683,2.62356717,0.97336898,1.06076706
-5.07553777,5.61215495,0.02745717,0.76061508,1.11444467,0.83526483,0.07154328,2.66542506,0.98072645,1.06372818
-5.06953477,5.67133337,0.02771014,0.76063487,1.14321277,0.84318680,0.07085073,2.70614251,0.98950875,1.06928389
-5.06353177,5.73156269,0.02797432,0.76238329,1.17137220,0.85169782,0.07024536,2.74513871,0.99943315,1.07715909
-5.05752876,5.79161559,0.02824186,0.76567223,1.19869201,0.86059387,0.06973055,2.78185946,1.01020199,1.08704704
-5.05152576,5.85026011,0.02850411,0.77028779,1.22496145,0.86966869,0.06930661,2.81578964,1.02150641,1.09861158
-5.04552276,5.90628150,0.02875190,0.77599202,1.24999481,0.87871945,0.06897072,2.84646521,1.03303094,1.11149073
-5.03951976,5.95850592,0.02897576,0.78252586,1.27363582,0.88755218,0.06871691,2.87348477,1.04445885,1.12530160
-5.03351676,6.00582563,0.02916622,0.78961320,1.29576153,0.89598675,0.06853634,2.89652027,1.05547824,1.13964645
-5.02751376,6.04722500,0.02931405,0.79696595,1.31628568,0.90386141,0.06841757,2.91532675,1.06578853,1.15411986
-5.02151076,6.08180663,0.02941057,0.80429012,1.33516128,0.91103675,0.06834710,2.92975078,1.07510732,1.16831663
-5.01550775,6.10881679,0.02944793,0.81129248,1.35238244,0.91739905,0.06831002,2.93973717,1.08317722,1.18184045
-5.00950475,6.12766895,0.02941934,0.81768779,1.36798519,0.92286307,0.06829073,2.94533382,1.08977252,1.19431263
-5.00350175,6.13796465,0.02931936,0.82320623,1.38204716,0.92737403,0.06827380,2.94669413,1.09470527,1.20538109
-4.99749875,6.13951046,0.02914408,0.82760077,1.39468608,0.93090894,0.06824486,2.94407690,1.09783062,1.21472883
-4.99149575,6.13233027,0.02889130,0.83065423,1.40605688,0.93347725,0.06819150,2.93784336,1.09905121,1.22208186
-4.98549275,6.11667193,0.02856064,0.83218569,1.41634732,0.93512063,0.06810412,2.92845123,1.09832022,1.22721626
-4.97948974,6.09300767,0.02815362,0.83205614,1.42577236,0.93591204,0.06797675,2.91644584,1.09564308,1.22996395
-4.97348674,6.06202800,0.02767366,0.83017291,1.43456708,0.93595409,0.06780771,2.90244825,1.09107776,1.23021711
-4.96748374,6.02462879,0.02712605,0.82649292,1.44297853,0.93537655,0.06760013,2.88714084,1.08473336,1.22793101
-4.96148074,5.98189187,0.02651786,0.82102443,1.45125665,0.93433324,0.06736230,2.87125058,1.07676733,1.22312510
-4.95547774,5.93505952,0.02585774,0.81382734,1.45964469,0.93299825,0.06710777,2.85553046,1.06738115,1.21588231
-4.94947474,5.88550352,0.02515576,0.80501180,1.46836947,0.93156162,0.06685524,2.84073986,1.05681474,1.20634660
-4.94347174,5.83468992,0.02442312,0.79473541,1.47763192,0.93022448,0.06662826,2.82762431,1.04533975,1.19471879
-4.93746873,5.78414051,0.02367190,0.78319889,1.48759846,0.92919395,0.06645459,2.81689550,1.03325196,1.18125078
-4.93146573,5.73539231,0.02291473,0.77064042,1.49839354,0.92867777,0.06636544,2.80921218,1.02086310,1.16623846
-4.92546273,5.68995652,0.02216444,0.75732885,1.51009388,0.92887885,0.06639449,2.80516268,1.00849225,1.15001328
-4.91945973,5.64927818,0.02143377,0.74355599,1.52272471,0.92998996,0.06657672,2.80524957,0.99645725,1.13293315
-4.91345673,5.61469790,0.02073502,0.72962822,1.53625812,0.93218867,0.06694713,2.80987696,0.98506629,1.11537250
-4.90745373,5.58741672,0.02007973,0.71585770,1.55061391,0.93563260,0.06753940,2.81934091,0.97460995,1.09771225
-4.90145073,5.56846526,0.01947840,0.70255348,1.56566261,0.94045526,0.06838449,2.83382296,0.96535394,1.08032958
-4.89544772,5.55867775,0.01894025,0.69001283,1.58123085,0.94676254,0.06950930,2.85338705,0.95753270,1.06358818
-4.88944472,5.55867173,0.01847299,0.67851291,1.59710857,0.95462989,0.07093538,2.87797971,0.95134406,1.04782894
-4.88344172,5.56883372,0.01808263,0.66830325,1.61305778,0.96410040,0.07267776,2.90743326,0.94694497,1.03336151
-4.87743872,5.58931102,0.01777343,0.65959906,1.62882253,0.97518367,0.07474398,2.94147185,0.94444851,1.02045689
-4.87143572,5.62000977,0.01754776,0.65257573,1.64413943,0.98785567,0.07713334,2.97972001,0.94392208,1.00934119
-4.86543272,5.66059902,0.01740613,0.64736447,1.65874826,1.00205946,0.07983632,3.02171315,0.94538693,1.00019079
-4.85942971,5.71052061,0.01734721,0.64404947,1.67240223,1.01770685,0.08283441,3.06690992,0.94881883,0.99312889
-4.85342671,5.76900451,0.01736794,0.64266631,1.68487719,1.03468091,0.08610013,3.11470570,0.95415001,0.98822355
-4.84742371,5.83508921,0.01746366,0.64320201,1.69597977,1.05283931,0.08959742,3.16444708,0.96127221,0.98548729
-4.84142071,5.90764656,0.01762828,0.64559636,1.70555362,1.07201832,0.09328229,3.21544695,0.97004073,0.98487819
-4.83541771,5.98541064,0.01785450,0.64974469,1.71348409,1.09203746,0.09710379,3.26699979,0.98027948,0.98630244
-4.82941471,6.06700992,0.01813410,0.65550193,1.71970070,1.11270472,0.10100528,3.31839710,0.99178680,0.98961824
-4.82341171,6.15100214,0.01845813,0.66268775,1.72417783,1.13382198,0.10492589,3.36894253,1.00434199,0.99464107
-4.81740870,6.23591102,0.01881729,0.67109271,1.72693343,1.15519080,0.10880221,3.41796660,1.01771226,1.00114995
-4.81140570,6.32026409,0.01920216,0.68048509,1.72802612,1.17661808,0.11257008,3.46484083,1.03166006,1.00889471
-4.80540270,6.40263067,0.01960349,0.69061837,1.72755080,1.19792171,0.11616656,3.50899093,1.04595050,1.01760399
-4.79939970,6.48165900,0.02001253,0.70123886,1.72563316,1.21893574,0.11953179,3.54990899,1.06035855,1.02699362
-4.79339670,6.55611156,0.02042119,0.71209347,1.72242337,1.23951520,0.12261089,3.58716430,1.07467596,1.03677539
-4.78739370,6.62489743,0.02082236,0.72293711,1.71808938,1.25954009,0.12535569,3.62041260,1.08871747,1.04666555
-4.78139070,6.68710068,0.02121002,0.73353972,1.71281004,1.27891858,0.12772627,3.64940349,1.10232614,1.05639310
-4.77538769,6.74200379,0.02157939,0.74369247,1.70676845,1.29758928,0.12969224,3.67398578,1.11537768,1.06570739
-4.76938469,6.78910519,0.02192703,0.75321306,1.70014582,1.31552235,0.13123370,3.69411044,1.12778332,1.07438474
-4.76338169,6.82813008,0.02225085,0.76194986,1.69311595,1.33271959,0.13234180,3.70983105,1.13949133,1.08223405
-4.75737869,6.85903419,0.02255013,0.76978485,1.68584059,1.34921326,0.13301897,3.72130160,1.15048700,1.08910095
-4.75137569,6.88199994,0.02282535,0.77663512,1.67846578,1.36506393,0.13327866,3.72877145,1.16079096,1.09487052
-4.74537269,6.89742513,0.02307819,0.78245317,1.67111911,1.38035712,0.13314471,3.73257765,1.17045603,1.09946842
-4.73936968,6.90590443,0.02331125,0.78722579,1.66390797,1.39519923,0.13265035,3.73313449,1.17956266,1.10286055
-4.73336668,6.90820420,0.02352793,0.79097179,1.65691869,1.40971248,0.13183681,3.73092080,1.18821305,1.10505108
-4.72736368,6.90523158,0.02373217,0.79373865,1.65021647,1.42402954,0.13075166,3.72646501,1.19652447,1.10607931
-4.72136068,6.89799902,0.02392822,0.79559832,1.64384595,1.43828762,0.12944694,3.72032868,1.20462178,1.10601524
-4.71535768,6.88758562,0.02412041,0.79664246,1.63783230,1.45262262,0.12797715,3.71308886,1.21262972,1.10495433
-4.70935468,6.87509678,0.02431293,0.79697716,1.63218268,1.46716339,0.12639717,3.70531989,1.22066532,1.10301166
-4.70335168,6.86162393,0.02450959,0.79671774,1.62688794,1.48202632,0.12476028,3.69757545,1.22883076,1.10031581
-4.69734867,6.84820584,0.02471369,0.79598348,1.62192449,1.49731073,0.12311621,3.69037133,1.23720704,1.09700273
-4.69134567,6.83579320,0.02492787,0.79489291,1.61725618,1.51309490,0.12150952,3.68416980,1.24584883,1.09321004
-4.68534267,6.82521799,0.02515399,0.79355951,1.61283626,1.52943319,0.11997816,3.67936603,1.25478070,1.08907179
-4.67933967,6.81716870,0.02539309,0.79208815,1.60860938,1.54635427,0.11855241,3.67627737,1.26399504,1.08471415
-4.67333667,6.81217250,0.02564542,0.79057244,1.60451355,1.56386046,0.11725413,3.67513578,1.27345155,1.08025193
-4.66733367,6.81058498,0.02591043,0.78909279,1.60048228,1.58192834,0.11609648,3.67608378,1.28307855,1.07578627
-4.66133067,6.81258773,0.02618689,0.78771543,1.59644677,1.60051039,0.11508397,3.67917425,1.29277585,1.07140328
-4.65532766,6.81819363,0.02647296,0.78649226,1.59233835,1.61953784,0.11421279,3.68437398,1.30241912,1.06717379
-4.64932466,6.82725948,0.02676634,0.78546130,1.58809106,1.63892428,0.11347164,3.69157081,1.31186548,1.06315394
-4.64332166,6.83950508,0.02706443,0.78464790,1.58364450,1.65857017,0.11284265,3.70058421,1.32096002,1.05938660
