energy_ev,total_up,Bi_p_up,Bi_d_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-6.00000000,1.07008880,0.42799752,0.00518645,0.58668089,0.53798217,0.00080369,0.23495094
-5.99399700,1.09192172,0.43922658,0.00525564,0.59763204,0.54870431,0.00080234,0.24016187
-5.98799400,1.11774177,0.45180767,0.00535034,0.61052795,0.56116729,0.00080498,0.24661431
-5.98199100,1.14728483,0.46565070,0.00547015,0.62517615,0.57524556,0.00081177,0.25418454
-5.97598799,1.18019053,0.48062908,0.00561394,0.64133624,0.59076767,0.00082273,0.26272913
-5.96998499,1.21600575,0.49658042,0.00577988,0.65872384,0.60751852,0.00083775,0.27208731
-5.96398199,1.25419130,0.51330849,0.00596543,0.67701599,0.62524316,0.00085657,0.28208368
-5.95797899,1.29413165,0.53058652,0.00616739,0.69585793,0.64365200,0.00087882,0.29253136
-5.95197599,1.33514757,0.54816164,0.00638199,0.71487104,0.66242737,0.00090397,0.30323550
-5.94597299,1.37651154,0.56576057,0.00660495,0.73366193,0.68123129,0.00093142,0.31399709
-5.93996998,1.41746525,0.58309623,0.00683161,0.75183225,0.69971413,0.00096043,0.32461696
-5.93396698,1.45723894,0.59987505,0.00705707,0.76898893,0.71752389,0.00099022,0.33490002
-5.92796398,1.49507178,0.61580494,0.00727633,0.78475468,0.73431593,0.00101996,0.34465940
-5.92196098,1.53023253,0.63060332,0.00748444,0.79877819,0.74976254,0.00104879,0.35372064
-5.91595798,1.56203984,0.64400519,0.00767667,0.81074377,0.76356228,0.00107586,0.36192557
-5.90995498,1.58988131,0.65577070,0.00784866,0.82038009,0.77544848,0.00110039,0.36913582
-5.90395198,1.61323047,0.66569204,0.00799654,0.82746756,0.78519663,0.00112164,0.37523593
-5.89794897,1.63166101,0.67359929,0.00811708,0.83184413,0.79263048,0.00113897,0.38013568
-5.89194597,1.64485761,0.67936492,0.00820776,0.83340914,0.79762627,0.00115186,0.38377179
-5.88594297,1.65262284,0.68290689,0.00826687,0.83212518,0.80011524,0.00115991,0.38610872
-5.87993997,1.65487969,0.68419003,0.00829352,0.82801773,0.80008399,0.00116288,0.38713854
-5.87393697,1.65166987,0.68322571,0.00828765,0.82117254,0.79757291,0.00116064,0.38687995
-5.86793397,1.64314761,0.68006985,0.00825001,0.81173099,0.79267258,0.00115324,0.38537628
-5.86193097,1.62956961,0.67481938,0.00818208,0.79988352,0.78551844,0.00114085,0.38269281
-5.85592796,1.61128140,0.66760725,0.00808601,0.78586145,0.77628392,0.00112375,0.37891325
-5.84992496,1.58870109,0.65859648,0.00796449,0.76992762,0.76517251,0.00110234,0.37413572
-5.84392196,1.56230117,0.64797331,0.00782062,0.75236633,0.75240902,0.00107712,0.36846847
-5.83791896,1.53258961,0.63594013,0.00765778,0.73347301,0.73823080,0.00104862,0.36202528
-5.83191596,1.50009113,0.62270837,0.00747949,0.71354426,0.72287910,0.00101744,0.35492122
-5.82591296,1.46532976,0.60849192,0.00728931,0.69286874,0.70659126,0.00098419,0.34726853
-5.81990995,1.42881362,0.59350127,0.00709067,0.67171928,0.68959407,0.00094946,0.33917323
-5.81390695,1.39102275,0.57793892,0.00688681,0.65034678,0.67209878,0.00091384,0.33073235
-5.80790395,1.35240053,0.56199605,0.00668072,0.62897601,0.65429772,0.00087787,0.32203208
-5.80190095,1.31334904,0.54585068,0.00647505,0.60780353,0.63636307,0.00084206,0.31314690
-5.79589795,1.27422842,0.52966742,0.00627215,0.58699776,0.61844732,0.00080684,0.30413957
-5.78989495,1.23535999,0.51359858,0.00607402,0.56670100,0.60068573,0.00077260,0.29506213
-5.78389195,1.19703263,0.49778649,0.00588239,0.54703320,0.58320004,0.00073968,0.28595762
-5.77788894,1.15951166,0.48236676,0.00569874,0.52809703,0.56610349,0.00070835,0.27686248
-5.77188594,1.12304936,0.46747208,0.00552439,0.50998389,0.54950637,0.00067885,0.26780929
-5.76588294,1.08789590,0.45323617,0.00536054,0.49278014,0.53352166,0.00065138,0.25882979
-5.75987994,1.05430979,0.43979735,0.00520838,0.47657319,0.51827027,0.00062611,0.24995775
-5.75387694,1.02256660,0.42730143,0.00506910,0.46145671,0.50388528,0.00060320,0.24123155
-5.74787394,0.99296511,0.41590336,0.00494398,0.44753471,0.49051472,0.00058281,0.23269620
-5.74187094,0.96582990,0.40576755,0.00483440,0.43492378,0.47832253,0.00056507,0.22440469
-5.73586793,0.94151006,0.39706638,0.00474186,0.42375348,0.46748744,0.00055013,0.21641843
