energy_ev,total_up,Ag_p_up,Ag_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.74187094,2.85720992,0.86863157,1.88927227,0.70914764,0.00000000,0.03954842,0.06916688,0.70646532,0.00000000
-5.73586793,2.83461830,0.85275023,1.87334172,0.69468330,0.00000000,0.03953176,0.06815951,0.70256215,0.00000000
-5.72986493,2.80677717,0.83529874,1.85416520,0.67865318,0.00000000,0.03930128,0.06725225,0.69676719,0.00000000
-5.72386193,2.77483301,0.81670015,1.83256074,0.66138263,0.00000000,0.03885768,0.06648632,0.68929130,0.00000000
-5.71785893,2.74001604,0.79740344,1.80939039,0.64322155,0.00000000,0.03820540,0.06590015,0.68038494,0.00000000
-5.71185593,2.70360955,0.77787335,1.78553803,0.62453643,0.00000000,0.03735260,0.06552870,0.67033194,0.00000000
-5.70585293,2.66691814,0.75857988,1.76188691,0.60570226,0.00000000,0.03631101,0.06540279,0.65944221,0.00000000
-5.69984992,2.63123528,0.73998760,1.73929742,0.58709427,0.00000000,0.03509575,0.06554864,0.64804350,0.00000000
-5.69384692,2.59781112,0.72254495,1.71858553,0.56907981,0.00000000,0.03372486,0.06598753,0.63647243,0.00000000
-5.68784392,2.56782083,0.70667369,1.70050239,0.55201031,0.00000000,0.03221897,0.06673548,0.62506495,0.00000000
-5.68184092,2.54233437,0.69275871,1.68571548,0.53621356,0.00000000,0.03060066,0.06780321,0.61414654,0.00000000
-5.67583792,2.52228825,0.68113840,1.67479165,0.52198640,0.00000000,0.02889393,0.06919599,0.60402229,0.00000000
-5.66983492,2.50845976,0.67209578,1.66818246,0.50958793,0.00000000,0.02712354,0.07091369,0.59496736,0.00000000
-5.66383192,2.50144446,0.66585053,1.66621198,0.49923328,0.00000000,0.02531443,0.07295079,0.58721797,0.00000000
-5.65782891,2.50163745,0.66255230,1.66906740,0.49108828,0.00000000,0.02349101,0.07529646,0.58096331,0.00000000
-5.65182591,2.50921883,0.66227528,1.67679269,0.48526499,0.00000000,0.02167666,0.07793460,0.57633871,0.00000000
-5.64582291,2.52414415,0.66501449,1.68928537,0.48181828,0.00000000,0.01989319,0.08084395,0.57342029,0.00000000
-5.63981991,2.54614003,0.67068374,1.70629664,0.48074368,0.00000000,0.01816038,0.08399817,0.57222146,0.00000000
-5.63381691,2.57470560,0.67911564,1.72743499,0.48197648,0.00000000,0.01649561,0.08736593,0.57269134,0.00000000
-5.62781391,2.60911985,0.69006368,1.75217335,0.48539239,0.00000000,0.01491365,0.09091102,0.57471527,0.00000000
-5.62181091,2.64845530,0.70320645,1.77985982,0.49080963,0.00000000,0.01342644,0.09459257,0.57811766,0.00000000
-5.61580790,2.69159786,0.71815410,1.80973200,0.49799272,0.00000000,0.01204308,0.09836531,0.58266681,0.00000000
-5.60980490,2.73727296,0.73445702,1.84093480,0.50665779,0.00000000,0.01076978,0.10217995,0.58808198,0.00000000
-5.60380190,2.78407746,0.75161658,1.87254150,0.51647956,0.00000000,0.00961005,0.10598367,0.59404226,0.00000000
-5.59779890,2.83051701,0.76909765,1.90357792,0.52709966,0.00000000,0.00856481,0.10972090,0.60019708,0.00000000
-5.59179590,2.87504793,0.78634291,1.93304906,0.53813633,0.00000000,0.00763266,0.11333411,0.60617801,0.00000000
-5.58579290,2.91612271,0.80278825,1.95996783,0.54919520,0.00000000,0.00681015,0.11676494,0.61161144,0.00000000
-5.57978989,2.95223794,0.81787908,1.98338508,0.55988081,0.00000000,0.00609209,0.11995549,0.61613167,0.00000000
-5.57378689,2.98198311,0.83108688,2.00242014,0.56980858,0.00000000,0.00547187,0.12284969,0.61939394,0.00000000
-5.56778389,3.00408876,0.84192561,2.01629086,0.57861684,0.00000000,0.00494178,0.12539494,0.62108685,0.00000000
-5.56178089,3.01747232,0.84996724,2.02434223,0.58597845,0.00000000,0.00449336,0.12754373,0.62094387,0.00000000
-5.55577789,3.02127978,0.85485591,2.02607236,0.59161166,0.00000000,0.00411766,0.12925533,0.61875316,0.00000000
-5.54977489,3.01492144,0.85632018,2.02115498,0.59528968,0.00000000,0.00380557,0.13049737,0.61436568,0.00000000
-5.54377189,2.99810042,0.85418283,2.00945709,0.59684860,0.00000000,0.00354806,0.13124731,0.60770094,0.00000000
-5.53776888,2.97083214,0.84836781,1.99105132,0.59619335,0.00000000,0.00333637,0.13149368,0.59875043,0.00000000
-5.53176588,2.93345408,0.83890397,1.96622183,0.59330133,0.00000000,0.00316222,0.13123698,0.58757841,0.00000000
-5.52576288,2.88662480,0.82592544,1.93546356,0.58822354,0.00000000,0.00301798,0.13049024,0.57432004,0.00000000
-5.51975988,2.83131212,0.80966855,1.89947439,0.58108319,0.00000000,0.00289674,0.12927912,0.55917719,0.00000000
-5.51375688,2.76877041,0.79046535,1.85914031,0.57207161,0.00000000,0.00279242,0.12764150,0.54241165,0.00000000
-5.50775388,2.70050765,0.76873392,1.81551384,0.56144179,0.00000000,0.00269980,0.12562668,0.52433658,0.00000000
-5.50175088,2.62824328,0.74496589,1.76978633,0.54949958,0.00000000,0.00261456,0.12329403,0.50530599,0.00000000
-5.49574787,2.55385817,0.71971146,1.72325490,0.53659298,0.00000000,0.00253322,0.12071124,0.48570318,0.00000000
-5.48974487,2.47933837,0.69356259,1.67728520,0.52309993,0.00000000,0.00245317,0.11795217,0.46592822,0.00000000
-5.48374187,2.40671469,0.66713492,1.63327099,0.50941500,0.00000000,0.00237254,0.11509444,0.44638509,0.00000000
-5.47773887,2.33800016,0.64104895,1.59259219,0.49593543,0.00000000,0.00229019,0.11221681,0.42746902,0.00000000
-5.47173587,2.27512747,0.61591134,1.55657249,0.48304733,0.00000000,0.00220559,0.10939647,0.40955429,0.00000000
-5.46573287,2.21988870,0.59229668,1.52643822,0.47111213,0.00000000,0.00211874,0.10670637,0.39298310,0.00000000
-5.45972986,2.17387912,0.57073059,1.50327956,0.46045419,0.00000000,0.00203004,0.10421267,0.37805561,0.00000000
-5.45372686,2.13844718,0.55167445,1.48801567,0.45134971,0.00000000,0.00194023,0.10197246,0.36502172,0.00000000
-5.44772386,2.11465208,0.53551237,1.48136462,0.44401756,0.00000000,0.00185026,0.10003182,0.35407453,0.00000000
-5.44172086,2.10323034,0.52254059,1.48381917,0.43861208,0.00000000,0.00176121,0.09842424,0.34534578,0.00000000
-5.43571786,2.10457233,0.51295981,1.49562929,0.43521831,0.00000000,0.00167422,0.09716963,0.33890327,0.00000000
-5.42971486,2.11870947,0.50687033,1.51679178,0.43384966,0.00000000,0.00159036,0.09627371,0.33475029,0.00000000
-5.42371186,2.14531239,0.50427031,1.54704753,0.43444799,0.00000000,0.00151064,0.09572804,0.33282692,0.00000000
-5.41770885,2.18370006,0.50505703,1.58588646,0.43688619,0.00000000,0.00143591,0.09551048,0.33301323,0.00000000
-5.41170585,2.23285958,0.50903108,1.63256005,0.44097305,0.00000000,0.00136685,0.09558616,0.33513400,0.00000000
-5.40570285,2.29147593,0.51590325,1.68610120,0.44646011,0.00000000,0.00130395,0.09590895,0.33896500,0.00000000
-5.39969985,2.35797098,0.52530399,1.74535085,0.45305046,0.00000000,0.00124750,0.09642319,0.34424043,0.00000000
-5.39369685,2.43055021,0.53679499,1.80899064,0.46040888,0.00000000,0.00119758,0.09706581,0.35066140,0.00000000
-5.38769385,2.50725618,0.54988269,1.87558066,0.46817317,0.00000000,0.00115414,0.09776866,0.35790507,0.00000000
-5.38169085,2.58602668,0.56403317,1.94360124,0.47596616,0.00000000,0.00111695,0.09846089,0.36563427,0.00000000
-5.37568784,2.66475618,0.57868801,2.01149739,0.48340803,0.00000000,0.00108571,0.09907145,0.37350738,0.00000000
-5.36968484,2.74135834,0.59328079,2.07772457,0.49012856,0.00000000,0.00106003,0.09953148,0.38118806,0.00000000
-5.36368184,2.81382776,0.60725351,2.14079428,0.49577884,0.00000000,0.00103953,0.09977660,0.38835465,0.00000000
-5.35767884,2.88029893,0.62007266,2.19931791,0.50004218,0.00000000,0.00102386,0.09974898,0.39470907,0.00000000
-5.35167584,2.93910036,0.63124436,2.25204726,0.50264374,0.00000000,0.00101274,0.09939911,0.39998482,0.00000000
-5.34567284,2.98880211,0.64032807,2.29791040,0.50335874,0.00000000,0.00100602,0.09868726,0.40395399,0.00000000
-5.33966983,3.02825506,0.64694859,2.33604143,0.50201890,0.00000000,0.00100369,0.09758461,0.40643307,0.00000000
-5.33366683,3.05662058,0.65080591,2.36580305,0.49851701,0.00000000,0.00100594,0.09607392,0.40728737,0.00000000
-5.32766383,3.07338949,0.65168257,2.38680114,0.49280947,0.00000000,0.00101318,0.09414984,0.40643400,0.00000000
-5.32166083,3.07838983,0.64944854,2.39889075,0.48491678,0.00000000,0.00102602,0.09181886,0.40384329,0.00000000
-5.31565783,3.07178316,0.64406324,2.40217334,0.47492208,0.00000000,0.00104532,0.08909882,0.39953867,0.00000000
-5.30965483,3.05404974,0.63557492,2.39698547,0.46296777,0.00000000,0.00107216,0.08601816,0.39359498,0.00000000
-5.30365183,3.02596335,0.62411739,2.38387951,0.44925036,0.00000000,0.00110783,0.08261480,0.38613536,0.00000000
-5.29764882,2.98855688,0.60990434,2.36359733,0.43401392,0.00000000,0.00115382,0.07893484,0.37732688,0.00000000
-5.29164582,2.94308044,0.59322150,2.33703819,0.41754226,0.00000000,0.00121180,0.07503105,0.36737494,0.00000000
-5.28564282,2.89095368,0.57441702,2.30522226,0.40015018,0.00000000,0.00128359,0.07096125,0.35651677,0.00000000
-5.27963982,2.83371456,0.55389047,2.26925165,0.38217416,0.00000000,0.00137109,0.06678664,0.34501434,0.00000000
-5.27363682,2.77296681,0.53208093,2.23027051,0.36396281,0.00000000,0.00147632,0.06257011,0.33314671,0.00000000
-5.26763382,2.71032809,0.50945460,2.18942603,0.34586736,0.00000000,0.00160128,0.05837463,0.32120233,0.00000000
-5.26163082,2.64738125,0.48649233,2.14783206,0.32823253,0.00000000,0.00174800,0.05426178,0.30947140,0.00000000
-5.25562781,2.58563019,0.46367766,2.10653667,0.31138803,0.00000000,0.00191847,0.05029035,0.29823859,0.00000000
-5.24962481,2.52646213,0.44148547,2.06649500,0.29564092,0.00000000,0.00211459,0.04651520,0.28777634,0.00000000
-5.24362181,2.47111724,0.42037176,2.02854810,0.28126900,0.00000000,0.00233816,0.04298629,0.27833887,0.00000000
-5.23761881,2.42066642,0.40076462,1.99340838,0.26851537,0.00000000,0.00259088,0.03974786,0.27015714,0.00000000
-5.23161581,2.37599743,0.38305672,1.96165175,0.25758423,0.00000000,0.00287432,0.03683794,0.26343470,0.00000000
-5.22561281,2.33780919,0.36759909,1.93371623,0.24863787,0.00000000,0.00318988,0.03428793,0.25834463,0.00000000
-5.21960980,2.30661363,0.35469655,1.90990634,0.24179500,0.00000000,0.00353886,0.03212247,0.25502745,0.00000000
-5.21360680,2.28274411,0.34460437,1.89040264,0.23713019,0.00000000,0.00392244,0.03035937,0.25359007,0.00000000
-5.20760380,2.26636921,0.33752630,1.87527510,0.23467438,0.00000000,0.00434173,0.02900975,0.25410550,0.00000000
-5.20160080,2.25751057,0.33361363,1.86449928,0.23441642,0.00000000,0.00479774,0.02807830,0.25661351,0.00000000
-5.19559780,2.25606313,0.33296528,1.85797394,0.23630542,0.00000000,0.00529152,0.02756353,0.26112185,0.00000000
-5.18959480,2.26181648,0.33562855,1.85553902,0.24025382,0.00000000,0.00582413,0.02745821,0.26760798,0.00000000
-5.18359180,2.27447585,0.34160057,1.85699264,0.24614098,0.00000000,0.00639671,0.02774975,0.27602125,0.00000000
-5.17758879,2.29368168,0.35083008,1.86210639,0.25381726,0.00000000,0.00701054,0.02842068,0.28628525,0.00000000
-5.17158579,2.31902662,0.36321964,1.87063798,0.26310838,0.00000000,0.00766708,0.02944907,0.29830034,0.00000000
-5.16558279,2.35006954,0.37862802,1.88234093,0.27381985,0.00000000,0.00836799,0.03080903,0.31194613,0.00000000
-5.15957979,2.38634590,0.39687273,1.89697086,0.28574159,0.00000000,0.00911517,0.03247114,0.32708394,0.00000000
-5.15357679,2.42737457,0.41773284,1.91428855,0.29865241,0.00000000,0.00991076,0.03440293,0.34355907,0.00000000
-5.14757379,2.47266122,0.44095180,1.93405988,0.31232434,0.00000000,0.01075714,0.03656932,0.36120294,0.00000000
-5.14157079,2.52169857,0.46624058,1.95605314,0.32652678,0.00000000,0.01165687,0.03893304,0.37983499,0.00000000
-5.13556778,2.57396430,0.49328093,1.98003432,0.34103031,0.00000000,0.01261270,0.04145510,0.39926447,0.00000000
-5.12956478,2.62891713,0.52172906,2.00576091,0.35561020,0.00000000,0.01362742,0.04409524,0.41929196,0.00000000
-5.12356178,2.68599206,0.55121950,2.03297517,0.37004951,0.00000000,0.01470384,0.04681236,0.43971097,0.00000000
-5.11755878,2.74459558,0.58136944,2.06139741,0.38414184,0.00000000,0.01584466,0.04956496,0.46030932,0.00000000
-5.11155578,2.80410164,0.61178346,2.09072014,0.39769362,0.00000000,0.01705233,0.05231167,0.48087070,0.00000000
-5.10555278,2.86384915,0.64205868,2.12060361,0.41052606,0.00000000,0.01832900,0.05501163,0.50117632,0.00000000
-5.09954977,2.92314171,0.67179033,2.15067331,0.42247674,0.00000000,0.01967636,0.05762506,0.52100673,0.00000000
-5.09354677,2.98125005,0.70057774,2.18051976,0.43340083,0.00000000,0.02109552,0.06011370,0.54014393,0.00000000
-5.08754377,3.03741749,0.72803067,2.20970089,0.44317210,0.00000000,0.02258698,0.06244136,0.55837383,0.00000000
-5.08154077,3.09086862,0.75377591,2.23774705,0.45168363,0.00000000,0.02415052,0.06457440,0.57548905,0.00000000
-5.07553777,3.14082107,0.77746402,2.26416850,0.45884842,0.00000000,0.02578515,0.06648228,0.59129204,0.00000000
-5.06953477,3.18650020,0.79877619,2.28846527,0.46459973,0.00000000,0.02748911,0.06813807,0.60559858,0.00000000
-5.06353177,3.22715622,0.81743085,2.31013893,0.46889150,0.00000000,0.02925989,0.06951897,0.61824152,0.00000000
-5.05752876,3.26208304,0.83319013,2.32870575,0.47169847,0.00000000,0.03109422,0.07060682,0.62907465,0.00000000
-5.05152576,3.29063824,0.84586574,2.34371081,0.47301637,0.00000000,0.03298812,0.07138857,0.63797663,0.00000000
-5.04552276,3.31226308,0.85532424,2.35474222,0.47286191,0.00000000,0.03493700,0.07185675,0.64485466,0.00000000
-5.03951976,3.32650168,0.86149132,2.36144491,0.47127261,0.00000000,0.03693566,0.07200985,0.64964792,0.00000000
-5.03351676,3.33301838,0.86435512,2.36353326,0.46830650,0.00000000,0.03897835,0.07185263,0.65233032,0.00000000
-5.02751376,3.33161225,0.86396823,2.36080183,0.46404143,0.00000000,0.04105880,0.07139641,0.65291262,0.00000000
-5.02151076,3.32222787,0.86044817,2.35313380,0.45857418,0.00000000,0.04317025,0.07065917,0.65144341,0.00000000
-5.01550775,3.30496170,0.85397646,2.34050640,0.45201907,0.00000000,0.04530534,0.06966556,0.64800920,0.00000000
-5.00950475,3.28006343,0.84479597,2.32299322,0.44450613,0.00000000,0.04745611,0.06844684,0.64273308,0.00000000
-5.00350175,3.24793192,0.83320657,2.30076294,0.43617890,0.00000000,0.04961385,0.06704052,0.63577219,0.00000000
-4.99749875,3.20910581,0.81955921,2.27407469,0.42719160,0.00000000,0.05176900,0.06549002,0.62731396,0.00000000
-4.99149575,3.16424886,0.80424840,2.24327002,0.41770597,0.00000000,0.05391093,0.06384395,0.61757109,0.00000000
-4.98549275,3.11413053,0.78770328,2.20876183,0.40788770,0.00000000,0.05602782,0.06215540,0.60677544,0.00000000
-4.97948974,3.05960255,0.77037754,2.17102070,0.39790252,0.00000000,0.05810644,0.06048094,0.59517128,0.00000000
-4.97348674,3.00157241,0.75273832,2.13055928,0.38791217,0.00000000,0.06013207,0.05887951,0.58300772,0.00000000
-4.96748374,2.94097476,0.73525455,2.08791529,0.37807034,0.00000000,0.06208833,0.05741112,0.57053113,0.00000000
-4.96148074,2.87874205,0.71838488,2.04363400,0.36851872,0.00000000,0.06395720,0.05613547,0.55797744,0.00000000
-4.95547774,2.81577564,0.70256574,1.99825083,0.35938340,0.00000000,0.06571904,0.05511044,0.54556500,0.00000000
-4.94947474,2.75291844,0.68819967,1.95227497,0.35077161,0.00000000,0.06735278,0.05439051,0.53348801,0.00000000
-4.94347174,2.69093032,0.67564452,1.90617447,0.34276921,0.00000000,0.06883614,0.05402515,0.52191110,0.00000000
-4.93746873,2.63046726,0.66520353,1.86036358,0.33543874,0.00000000,0.07014604,0.05405731,0.51096503,0.00000000
-4.93146573,2.57206486,0.65711691,1.81519272,0.32881831,0.00000000,0.07125910,0.05452181,0.50074380,0.00000000
-4.92546273,2.51612689,0.65155495,1.77094133,0.32292136,0.00000000,0.07215225,0.05544404,0.49130328,0.00000000
-4.91945973,2.46291916,0.64861301,1.72781389,0.31773720,0.00000000,0.07280338,0.05683871,0.48266134,0.00000000
-4.91345673,2.41256862,0.64830853,1.68593904,0.31323239,0.00000000,0.07319215,0.05870885,0.47479935,0.00000000
-4.90745373,2.36506781,0.65058017,1.64537178,0.30935286,0.00000000,0.07330077,0.06104512,0.46766517,0.00000000
-4.90145073,2.32028399,0.65528919,1.60609839,0.30602674,0.00000000,0.07311476,0.06382544,0.46117714,0.00000000
-4.89544772,2.27797271,0.66222316,1.56804385,0.30316767,0.00000000,0.07262375,0.06701496,0.45522919,0.00000000
-4.88944472,2.23779493,0.67110176,1.53108140,0.30067862,0.00000000,0.07182214,0.07056646,0.44969658,0.00000000
-4.88344172,2.19933720,0.68158490,1.49504363,0.29845595,0.00000000,0.07070970,0.07442114,0.44444214,0.00000000
-4.87743872,2.16213390,0.69328271,1.45973474,0.29639375,0.00000000,0.06929194,0.07850988,0.43932284,0.00000000
-4.87143572,2.12569094,0.70576735,1.42494353,0.29438813,0.00000000,0.06758049,0.08275482,0.43419623,0.00000000
-4.86543272,2.08950996,0.71858634,1.39045657,0.29234152,0.00000000,0.06559308,0.08707142,0.42892682,0.00000000
-4.85942971,2.05311239,0.73127697,1.35607108,0.29016683,0.00000000,0.06335350,0.09137073,0.42339198,0.00000000
-4.85342671,2.01606249,0.74338154,1.32160721,0.28779132,0.00000000,0.06089131,0.09556204,0.41748738,0.00000000
-4.84742371,1.97798896,0.75446275,1.28691930,0.28516019,0.00000000,0.05824135,0.09955553,0.41113173,0.00000000
-4.84142071,1.93860408,0.76411888,1.25190567,0.28223973,0.00000000,0.05544313,0.10326517,0.40427071,0.00000000
-4.83541771,1.89772024,0.77199821,1.21651688,0.27902004,0.00000000,0.05254004,0.10661141,0.39688020,0.00000000
-4.82941471,1.85526299,0.77781201,1.18076187,0.27551716,0.00000000,0.04957850,0.10952382,0.38896844,0.00000000
-4.82341171,1.81128041,0.78134571,1.14471211,0.27177474,0.00000000,0.04660699,0.11194340,0.38057739,0.00000000
-4.81740870,1.76594830,0.78246767,1.10850332,0.26786490,0.00000000,0.04367511,0.11382453,0.37178302,0.00000000
-4.81140570,1.71957100,0.78113519,1.07233485,0.26388850,0.00000000,0.04083249,0.11513649,0.36269470,0.00000000
-4.80540270,1.67257758,0.77739738,1.03646649,0.25997465,0.00000000,0.03812789,0.11586437,0.35345358,0.00000000
-4.79939970,1.62551357,0.77139479,1.00121287,0.25627940,0.00000000,0.03560824,0.11600946,0.34422994,0.00000000
-4.79339670,1.57902803,0.76335556,0.96693556,0.25298362,0.00000000,0.03331770,0.11558906,0.33521968,0.00000000
-4.78739370,1.53385653,0.75358836,0.93403288,0.25029003,0.00000000,0.03129695,0.11463562,0.32663983,0.00000000
-4.78139070,1.49080017,0.74247224,0.90292784,0.24841942,0.00000000,0.02958236,0.11319541,0.31872326,0.00000000
-4.77538769,1.45070132,0.73044365,0.87405453,0.24760598,0.00000000,0.02820539,0.11132671,0.31171263,0.00000000
-4.76938469,1.41441682,0.71798138,0.84784323,0.24809192,0.00000000,0.02719200,0.10909752,0.30585367,0.00000000
-4.76338169,1.38278924,0.70558962,0.82470496,0.25012132,0.00000000,0.02656212,0.10658309,0.30138798,0.00000000
-4.75737869,1.35661733,0.69378015,0.80501571,0.25393338,0.00000000,0.02632926,0.10386322,0.29854549,0.00000000
-4.75137569,1.33662646,0.68305406,0.78910118,0.25975513,0.00000000,0.02650011,0.10101947,0.29753678,0.00000000
-4.74537269,1.32344019,0.67388383,0.77722238,0.26779383,0.00000000,0.02707428,0.09813251,0.29854543,0.00000000
-4.73936968,1.31755380,0.66669637,0.76956274,0.27822917,0.00000000,0.02804405,0.09527954,0.30172068,0.00000000
-4.73336668,1.31931089,0.66185769,0.76621728,0.29120549,0.00000000,0.02939427,0.09253205,0.30717066,0.00000000
-4.72736368,1.32888384,0.65965963,0.76718417,0.30682423,0.00000000,0.03110235,0.08995379,0.31495627,0.00000000
-4.72136068,1.34625889,0.66030912,0.77235921,0.32513693,0.00000000,0.03313832,0.08759924,0.32508614,0.00000000
-4.71535768,1.37122649,0.66392028,0.78153342,0.34613892,0.00000000,0.03546512,0.08551234,0.33751284,0.00000000
-4.70935468,1.40337737,0.67050963,0.79439389,0.36976405,0.00000000,0.03803898,0.08372579,0.35213034,0.00000000
-4.70335168,1.44210460,0.67999435,0.81052809,0.39588073,0.00000000,0.04081000,0.08226058,0.36877325,0.00000000
-4.69734867,1.48661178,0.69219376,0.82943144,0.42428947,0.00000000,0.04372294,0.08112603,0.38721759,0.00000000
-4.69134567,1.53592715,0.70683372,0.85051802,0.45472221,0.00000000,0.04671817,0.08032007,0.40718340,0.00000000
-4.68534267,1.58892353,0.72355397,0.87313415,0.48684364,0.00000000,0.04973284,0.07982990,0.42833918,0.00000000
-4.67933967,1.64434338,0.74191794,0.89657440,0.52025465,0.00000000,0.05270219,0.07963285,0.45030799,0.00000000
-4.67333667,1.70082850,0.76142484,0.92009958,0.55449797,0.00000000,0.05556102,0.07969742,0.47267529,0.00000000
-4.66733367,1.75695354,0.78152368,0.94295612,0.58906608,0.00000000,0.05824528,0.07998460,0.49499821,0.00000000
-4.66133067,1.81126227,0.80162864,0.96439630,0.62341124,0.00000000,0.06069366,0.08044916,0.51681612,0.00000000
-4.65532766,1.86230567,0.82113563,0.98369852,0.65695756,0.00000000,0.06284922,0.08104116,0.53766210,0.00000000
-4.64932466,1.90868074,0.83943934,1.00018718,0.68911479,0.00000000,0.06466097,0.08170746,0.55707508,0.00000000
-4.64332166,1.94906861,0.85595042,1.01325132,0.71929344,0.00000000,0.06608523,0.08239329,0.57461227,0.00000000
