energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-6.00000000,9.69089368,0.91995417,4.32512858,0.02125742,0.97544129,2.33929669,2.45774785,0.04907289,1.82227717
-5.99399700,9.86825850,0.93013334,4.43569048,0.02129550,0.99897108,2.39302644,2.48843695,0.05026089,1.82486077
-5.98799400,10.04694603,0.94147782,4.54613570,0.02133063,1.02189963,2.44860834,2.51884319,0.05143680,1.82977867
-5.98199100,10.22553852,0.95384999,4.65567438,0.02136350,1.04406214,2.50551925,2.54872121,0.05259049,1.83692249
-5.97598799,10.40244258,0.96706951,4.76344679,0.02139406,1.06529552,2.56317503,2.57779774,0.05371133,1.84611098
-5.96998499,10.57594098,0.98091913,4.86855026,0.02142164,1.08544266,2.62094567,2.60578095,0.05478868,1.85709780
-5.96398199,10.74425211,0.99515168,4.97006931,0.02144501,1.10435694,2.67817240,2.63237150,0.05581225,1.86958187
-5.95797899,10.90559387,1.00949796,5.06710743,0.02146249,1.12190661,2.73418570,2.65727439,0.05677262,1.88321977
-5.95197599,11.05824839,1.02367521,5.15881863,0.02147212,1.13797883,2.78832375,2.68021127,0.05766163,1.89763926
-5.94597299,11.20062408,1.03739588,5.24443694,0.02147177,1.15248330,2.83995023,2.70093216,0.05847277,1.91245350
-5.93996998,11.33131157,1.05037626,5.32330221,0.02145934,1.16535502,2.88847093,2.71922604,0.05920152,1.92727509
-5.93396698,11.44913035,1.06234472,5.39488069,0.02143286,1.17655626,2.93334842,2.73492970,0.05984561,1.94172926
-5.92796398,11.55316359,1.07304930,5.45877905,0.02139064,1.18607736,2.97411409,2.74793413,0.06040507,1.95546566
-5.92196098,11.64277925,1.08226430,5.51475121,0.02133138,1.19393654,3.01037738,2.75818823,0.06088232,1.96816820
-5.91595798,11.71763630,1.08979565,5.56269738,0.02125425,1.20017851,3.04183158,2.76569936,0.06128205,1.97956246
-5.90995498,11.77767589,1.09548511,5.60265552,0.02115893,1.20487194,3.06825631,2.77053088,0.06161095,1.98942053
-5.90395198,11.82309813,1.09921285,5.63478570,0.02104563,1.20810604,3.08951669,2.77279656,0.06187741,1.99756310
-5.89794897,11.85432609,1.10089880,5.65934844,0.02091507,1.20998625,3.10555927,2.77265229,0.06209106,2.00385886
-5.89194597,11.87195931,1.10050244,5.67667830,0.02076849,1.21062933,3.11640531,2.77028549,0.06226223,2.00822141
-5.88594297,11.87671984,1.09802136,5.68715461,0.02060752,1.21015812,3.12214167,2.76590276,0.06240141,2.01060397
-5.87993997,11.86939436,1.09348866,5.69117112,0.02043415,1.20869628,3.12291013,2.75971667,0.06251865,2.01099239
-5.87393697,11.85077598,1.08696940,5.68910659,0.02025062,1.20636317,3.11889568,2.75193226,0.06262296,2.00939704
-5.86793397,11.82160970,1.07855631,5.68129833,0.02005933,1.20326938,3.11031464,2.74273427,0.06272180,2.00584395
-5.86193097,11.78254484,1.06836507,5.66802039,0.01986274,1.19951299,3.09740312,2.73227579,0.06282058,2.00036616
-5.85592796,11.73409772,1.05652933,5.64946792,0.01966329,1.19517686,3.08040669,2.72066906,0.06292239,1.99299557
-5.84992496,11.67662696,1.04319583,5.62574878,0.01946331,1.19032720,3.05957181,2.70797917,0.06302771,1.98375598
-5.84392196,11.61032305,1.02851968,5.59688286,0.01926497,1.18501330,3.03513932,2.69422091,0.06313436,1.97265780
-5.83791896,11.53521286,1.01266020,5.56280942,0.01907022,1.17926864,3.00734056,2.67935915,0.06323759,1.95969472
-5.83191596,11.45117885,0.99577725,5.52340179,0.01888075,1.17311330,2.97639606,2.66331280,0.06333030,1.94484257
-5.82591296,11.35799160,0.97802832,5.47848853,0.01869796,1.16655735,2.94251684,2.64596209,0.06340339,1.92806052
-5.81990995,11.25535360,0.95956626,5.42787965,0.01852299,1.15960521,2.90590814,2.62715883,0.06344631,1.90929436
-5.81390695,11.14295133,0.94053779,5.37139613,0.01835669,1.15226057,2.86677509,2.60673908,0.06344756,1.88848185
-5.80790395,11.02051201,0.92108265,5.30890069,0.01819962,1.14453159,2.82532992,2.58453736,0.06339542,1.86555965
-5.80190095,10.88786142,0.90133327,5.24032778,0.01805210,1.13643600,2.78179989,2.56040179,0.06327857,1.84047133
-5.79589795,10.74497862,0.88141497,5.16571071,0.01791420,1.12800584,2.73643543,2.53420894,0.06308677,1.81317607
-5.78989495,10.59204406,0.86144637,5.08520401,0.01778575,1.11929137,2.68951756,2.50587775,0.06281148,1.78365732
-5.78389195,10.42947760,0.84154006,4.99909950,0.01766638,1.11036390,2.64136405,2.47538153,0.06244637,1.75193090
-5.77788894,10.25796398,0.82180332,4.90783495,0.01755549,1.10131747,2.59233350,2.44275730,0.06198778,1.71805200
-5.77188594,10.07846383,0.80233870,4.81199459,0.01745232,1.09226895,2.54282709,2.40811204,0.06143498,1.68212056
-5.76588294,9.89220939,0.78324462,4.71230143,0.01735593,1.08335678,2.49328738,2.37162534,0.06079034,1.64428471
-5.75987994,9.70068504,0.76461564,4.60960175,0.01726522,1.07473814,2.44419421,2.33354832,0.06005932,1.60474195
-5.75387694,9.50559389,0.74654266,4.50484269,0.01717898,1.06658483,2.39605770,2.29419904,0.05925035,1.56373799
-5.74787394,9.30881214,0.72911291,4.39904430,0.01709589,1.05907805,2.34940847,2.25395453,0.05837456,1.52156336
-5.74187094,9.11233427,0.71240975,4.29326772,0.01701459,1.05240229,2.30478571,2.21324000,0.05744539,1.47854781
-5.73586793,8.91821198,0.69651245,4.18858137,0.01693372,1.04673864,2.26272359,2.17251587,0.05647812,1.43505288
-5.72986493,8.72849069,0.68149589,4.08602720,0.01685202,1.04225804,2.22373669,2.13226338,0.05548938,1.39146310
-5.72386193,8.54514697,0.66743038,3.98658884,0.01676835,1.03911467,2.18830536,2.09296960,0.05449656,1.34817609
-5.71785893,8.37003060,0.65438139,3.89116348,0.01668185,1.03743988,2.15686160,2.05511252,0.05351727,1.30559230
-5.71185593,8.20481398,0.64240958,3.80053889,0.01659195,1.03733713,2.12977654,2.01914723,0.05256880,1.26410465
-5.70585293,8.05095155,0.63157075,3.71537675,0.01649853,1.03887789,2.10734987,1.98549351,0.05166767,1.22408877
-5.69984992,7.90965075,0.62191603,3.63620285,0.01640198,1.04209909,2.08980198,1.95452565,0.05082915,1.18589405
-5.69384692,7.78185548,0.61349201,3.56340440,0.01630323,1.04700193,2.07726914,1.92656464,0.05006695,1.14983603
-5.68784392,7.66824211,0.60634088,3.49723421,0.01620387,1.05355218,2.06980181,1.90187305,0.04939297,1.11619011
-5.68184092,7.56922718,0.60050046,3.43782098,0.01610614,1.06168197,2.06736618,1.88065243,0.04881705,1.08518702
-5.67583792,7.48498551,0.59600406,3.38518479,0.01601293,1.07129285,2.06984868,1.86304328,0.04834692,1.05700977
-5.66983492,7.41547644,0.59288002,3.33925635,0.01592778,1.08225993,2.07706299,1.84912706,0.04798812,1.03179226
-5.66383192,7.36047605,0.59115096,3.29989857,0.01585476,1.09443687,2.08875912,1.83892999,0.04774402,1.00961917
-5.65782891,7.31961246,0.59083266,3.26692901,0.01579841,1.10766130,2.10463383,1.83242801,0.04761589,0.99052715
-5.65182591,7.29240173,0.59193241,3.24014151,0.01576362,1.12176057,2.12434176,1.82955258,0.04760298,0.97450686
-5.64582291,7.27828170,0.59444721,3.21932583,0.01575543,1.13655722,2.14750645,1.83019655,0.04770262,0.96150576
-5.63981991,7.27664187,0.59836142,3.20428397,0.01577887,1.15187415,2.17373079,1.83421989,0.04791039,0.95143127
-5.63381691,7.28684725,0.60364439,3.19484240,0.01583877,1.16753903,2.20260612,1.84145477,0.04822023,0.94415419
-5.62781391,7.30825544,0.61024789,3.19085962,0.01593955,1.18338786,2.23371974,1.85170974,0.04862456,0.93951220
-5.62181091,7.34022613,0.61810375,3.19222879,0.01608501,1.19926758,2.26666052,1.86477289,0.04911447,0.93731321
-5.61580790,7.38212329,0.62712168,3.19887557,0.01627813,1.21503756,2.30102247,1.88041395,0.04967982,0.93733871
-5.60980490,7.43331055,0.63718763,3.21075160,0.01652092,1.23057011,2.33640646,1.89838535,0.05030944,0.93934694
-5.60380190,7.49314117,0.64816286,3.22782426,0.01681427,1.24575002,2.37242028,1.91842262,0.05099123,0.94307606
-5.59779890,7.56094392,0.65988377,3.25006365,0.01715783,1.26047334,2.40867749,1.94024412,0.05171241,0.94824731
-5.59179590,7.63600689,0.67216274,3.27742784,0.01754996,1.27464563,2.44479549,1.96355069,0.05245964,0.95456835
-5.58579290,7.71756105,0.68479007,3.30984744,0.01798766,1.28817976,2.48039334,1.98802541,0.05321930,0.96173685
-5.57978989,7.80476552,0.69753696,3.34721071,0.01846666,1.30099373,2.51509003,2.01333387,0.05397766,0.96944443
