energy_ev,total_up,B_p_up,B_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.84392196,8.87703253,1.83591513,0.00000000,3.87455557,5.84590278,0.11040369,1.60473741
-5.83791896,8.70861173,1.78047045,0.00000000,3.84482533,5.71635568,0.11330571,1.57482353
-5.83191596,8.52253218,1.71989517,0.00000000,3.80965352,5.57357375,0.11594317,1.54233830
-5.82591296,8.32110616,1.65517223,0.00000000,3.76928755,5.41956842,0.11828083,1.50753766
-5.81990995,8.10664144,1.58729268,0.00000000,3.72394634,5.25632112,0.12028608,1.47070210
-5.81390695,7.88140771,1.51723713,0.00000000,3.67383528,5.08574499,0.12193032,1.43213437
-5.80790395,7.64761816,1.44596052,0.00000000,3.61916782,4.90965790,0.12319030,1.39215876
-5.80190095,7.40742569,1.37438059,0.00000000,3.56019241,4.72976724,0.12404961,1.35112169
-5.79589795,7.16293215,1.30337003,0.00000000,3.49722273,4.54766580,0.12450003,1.30939323
-5.78989495,6.91620783,1.23375194,0.00000000,3.43066891,4.36483768,0.12454285,1.26736918
-5.78389195,6.66931809,1.16629841,0.00000000,3.36106732,4.18267203,0.12418985,1.22547311
-5.77788894,6.42435282,1.10173135,0.00000000,3.28910639,4.00248248,0.12346413,1.18415781
-5.77188594,6.18345488,1.04072508,0.00000000,3.21564617,3.82552938,0.12240053,1.14390559
-5.76588294,5.94884336,0.98390971,0.00000000,3.14172946,3.65304217,0.12104566,1.10522684
-5.75987994,5.72282803,0.93187468,0.00000000,3.06858315,3.48623914,0.11945748,1.06865664
-5.75387694,5.50781205,0.88517157,0.00000000,2.99760838,3.32634230,0.11770449,1.03474894
-5.74787394,5.30628081,0.84431563,0.00000000,2.93035940,3.17458531,0.11586438,1.00406836
-5.74187094,5.12077569,0.80978547,0.00000000,2.86851115,3.03221335,0.11402240,0.97717959
-5.73586793,4.95385287,0.78202055,0.00000000,2.81381644,2.90047393,0.11226919,0.95463474
-5.72986493,4.80802800,0.76141624,0.00000000,2.76805438,2.78059894,0.11069851,0.93695885
-5.72386193,4.68570892,0.74831661,0.00000000,2.73297183,2.67377839,0.10940463,0.92463431
-5.71785893,4.58911925,0.74300499,0.00000000,2.71022050,2.58112713,0.10847960,0.91808465
-5.71185593,4.52021643,0.74569279,0.00000000,2.70129240,2.50364645,0.10801061,0.91765853
-5.70585293,4.48060831,0.75650716,0.00000000,2.70745653,2.44218246,0.10807727,0.92361450
-5.69984992,4.47147264,0.77547807,0.00000000,2.72969978,2.39738404,0.10874921,0.93610753
-5.69384692,4.49348375,0.80252575,0.00000000,2.76867483,2.36966256,0.11008381,0.95517762
-5.68784392,4.54675052,0.83744922,0.00000000,2.82465768,2.35915605,0.11212437,0.98074141
-5.68184092,4.63076935,0.87991679,0.00000000,2.89751688,2.36570014,0.11489857,1.01258703
-5.67583792,4.74439524,0.92945946,0.00000000,2.98669622,2.38880768,0.11841743,1.05037260
-5.66983492,4.88583306,0.98546772,0.00000000,3.09121209,2.42765882,0.12267466,1.09362865
-5.66383192,5.05265064,1.04719271,0.00000000,3.20966588,2.48110250,0.12764654,1.14176434
-5.65782891,5.24181395,1.11375180,0.00000000,3.34027152,2.54767006,0.13329217,1.19407747
-5.65182591,5.44974397,1.18413917,0.00000000,3.48089730,2.62560094,0.13955426,1.24976798
-5.64582291,5.67239377,1.25724117,0.00000000,3.62912073,2.71287988,0.14636017,1.30795453
-5.63981991,5.90534340,1.33185641,0.00000000,3.78229462,2.80728460,0.15362350,1.36769373
-5.63381691,6.14390970,1.40672002,0.00000000,3.93762198,2.90644232,0.16124581,1.42800131
-5.62781391,6.38326712,1.48053146,0.00000000,4.09223718,3.00789309,0.16911876,1.48787475
-5.62181091,6.61857543,1.55198496,0.00000000,4.24329032,3.10915765,0.17712637,1.54631656
-5.61580790,6.84510987,1.61980164,0.00000000,4.38803193,3.20780724,0.18514750,1.60235762
-5.60980490,7.05838899,1.68276199,0.00000000,4.52389466,3.30153263,0.19305841,1.65507980
-5.60380190,7.25429573,1.73973764,0.00000000,4.64856919,3.38820970,0.20073543,1.70363739
-5.59779890,7.42918734,1.78972105,0.00000000,4.76007151,3.46595910,0.20805757,1.74727660
-5.59179590,7.57999028,1.83185205,0.00000000,4.85679909,3.53319742,0.21490914,1.78535265
-5.58579290,7.70427665,1.86544007,0.00000000,4.93757396,3.58867815,0.22118228,1.81734401
-5.57978989,7.80031953,1.88998118,0.00000000,5.00167107,3.63152049,0.22677932,1.84286346
-5.57378689,7.86712533,1.90516925,0.00000000,5.04883103,3.66122521,0.23161490,1.86166556
-5.56778389,7.90444195,1.91090075,0.00000000,5.07925661,3.67767672,0.23561787,1.87365038
-5.56178089,7.91274285,1.90727309,0.00000000,5.09359334,3.68113145,0.23873286,1.87886339
-5.55577789,7.89318742,1.89457640,0.00000000,5.09289475,3.67219304,0.24092144,1.87749152
-5.54977489,7.84755951,1.87327938,0.00000000,5.07857371,3.65177539,0.24216289,1.86985531
-5.54377189,7.77818637,1.84400956,0.00000000,5.05234148,3.62105523,0.24245443,1.85639754
-5.53776888,7.68784116,1.80752910,0.00000000,5.01613694,3.58141614,0.24181112,1.83766843
-5.53176588,7.57963278,1.76470679,0.00000000,4.97204844,3.53438640,0.24026502,1.81430793
-5.52576288,7.45688729,1.71648781,0.00000000,4.92223131,3.48157337,0.23786410,1.78702559
-5.51975988,7.32302542,1.66386211,0.00000000,4.86882418,3.42459708,0.23467048,1.75657845
-5.51375688,7.18144081,1.60783294,0.00000000,4.81386716,3.36502580,0.23075840,1.72374789
-5.50775388,7.03538384,1.54938652,0.00000000,4.75922521,3.30431637,0.22621177,1.68931599
-5.50175088,6.88785538,1.48946419,0.00000000,4.70651966,3.24376170,0.22112150,1.65404237
-5.49574787,6.74151452,1.42893784,0.00000000,4.65707050,3.18444749,0.21558271,1.61864223
-5.48974487,6.59860386,1.36858951,0.00000000,4.61185189,3.12721999,0.20969182,1.58376650
-5.48374187,6.46089499,1.30909582,0.00000000,4.57146270,3.07266594,0.20354385,1.54998485
-5.47773887,6.32965614,1.25101748,0.00000000,4.53611316,3.02110528,0.19722989,1.51777231
-5.47173587,6.20564283,1.19479409,0.00000000,4.50562832,2.97259668,0.19083484,1.48749992
-5.46573287,6.08911150,1.14074412,0.00000000,4.47946809,2.92695528,0.18443564,1.45942993
-5.45972986,5.97985481,1.08906974,0.00000000,4.45676292,2.88378148,0.17809995,1.43371572
-5.45372686,5.87725666,1.03986591,0.00000000,4.43636364,2.84249923,0.17188531,1.41040631
-5.44772386,5.78036372,0.99313318,0.00000000,4.41690309,2.80240143,0.16583891,1.38945537
-5.44172086,5.68796979,0.94879319,0.00000000,4.39686681,2.76270038,0.15999781,1.37073407
-5.43571786,5.59870857,0.90670609,0.00000000,4.37466967,2.72258036,0.15438966,1.35404726
-5.42971486,5.51115013,0.86668898,0.00000000,4.34873480,2.68124991,0.14903378,1.33915195
-5.42371186,5.42389636,0.82853424,0.00000000,4.31757139,2.63799095,0.14394257,1.32577728
-5.41770885,5.33567064,0.79202717,0.00000000,4.27984789,2.59220273,0.13912308,1.31364478
-5.41170585,5.24539754,0.75696184,0.00000000,4.23445726,2.54343829,0.13457864,1.30248792
-5.40570285,5.15226893,0.72315491,0.00000000,4.18057173,2.49143198,0.13031048,1.29206998
-5.39969985,5.05579371,0.69045655,0.00000000,4.11768460,2.43611709,0.12631918,1.28219916
-5.39369685,4.95582924,0.65875845,0.00000000,4.04563781,2.37763290,0.12260586,1.27274046
-5.38769385,4.85259373,0.62799868,0.00000000,3.96463434,2.31632146,0.11917310,1.26362351
-5.38169085,4.74665984,0.59816347,0.00000000,3.87523553,2.25271462,0.11602547,1.25484637
-5.37568784,4.63893065,0.56928610,0.00000000,3.77834407,2.18751252,0.11316974,1.24647495
-5.36968484,4.53060029,0.54144331,0.00000000,3.67517409,2.12155504,0.11061466,1.23863862
-5.36368184,4.42310210,0.51474960,0.00000000,3.56721039,2.05578809,0.10837051,1.23152221
-5.35767884,4.31804780,0.48935001,0.00000000,3.45615919,1.99122683,0.10644831,1.22535523
-5.35167584,4.21716136,0.46541185,0.00000000,3.34389338,1.92891776,0.10485890,1.22039910
-5.34567284,4.12221169,0.44311598,0.00000000,3.23239477,1.86990185,0.10361189,1.21693329
-5.33966983,4.03494756,0.42264817,0.00000000,3.12369638,1.81518043,0.10271458,1.21524133
-5.33366683,3.95703823,0.40419094,0.00000000,3.01982732,1.76568540,0.10217102,1.21559768
-5.32766383,3.89002255,0.38791620,0.00000000,2.92276218,1.72225490,0.10198117,1.21825609
-5.32166083,3.83526845,0.37397917,0.00000000,2.83437697,1.68561517,0.10214030,1.22344036
-5.31565783,3.79394410,0.36251341,0.00000000,2.75641254,1.65636900,0.10263865,1.23133777
-5.30965483,3.76700102,0.35362733,0.00000000,2.69044610,1.63499049,0.10346139,1.24209542
-5.30365183,3.75516888,0.34740195,0.00000000,2.63787092,1.62182575,0.10458889,1.25581961
-5.29764882,3.75896047,0.34388982,0.00000000,2.59988358,1.61709863,0.10599720,1.27257794
-5.29164582,3.77868531,0.34311504,0.00000000,2.57747787,1.62092036,0.10765888,1.29240364
-5.28564282,3.81446950,0.34507399,0.00000000,2.57144414,1.63330192,0.10954391,1.31530167
-5.27963982,3.86627931,0.34973661,0.00000000,2.58237240,1.65416778,0.11162078,1.34125567
-5.27363682,3.93394586,0.35704800,0.00000000,2.61065796,1.68336972,0.11385762,1.37023526
-5.26763382,4.01718853,0.36693015,0.00000000,2.65650776,1.72069961,0.11622326,1.40220257
-5.26163082,4.11563486,0.37928349,0.00000000,2.71994641,1.76590014,0.11868826,1.43711760
-5.25562781,4.22883524,0.39398831,0.00000000,2.80082075,1.81867286,0.12122572,1.47494162
-5.24962481,4.35627124,0.41090587,0.00000000,2.89880236,1.87868301,0.12381188,1.51563820
-5.24362181,4.49735705,0.42987918,0.00000000,3.01338773,1.94556108,0.12642649,1.55917167
-5.23761881,4.65143402,0.45073355,0.00000000,3.14389619,2.01890132,0.12905289,1.60550291
-5.23161581,4.81775905,0.47327691,0.00000000,3.28946614,2.09825742,0.13167784,1.65458264
-5.22561281,4.99548795,0.49730015,0.00000000,3.44905029,2.18313623,0.13429107,1.70634257
-5.21960980,5.18365537,0.52257740,0.00000000,3.62141104,2.27299013,0.13688458,1.76068487
-5.21360680,5.38115315,0.54886656,0.00000000,3.80511705,2.36720893,0.13945186,1.81747068
-5.20760380,5.58670909,0.57591022,0.00000000,3.99854225,2.46511234,0.14198684,1.87650833
-5.20160080,5.79886811,0.60343683,0.00000000,4.19986832,2.56594358,0.14448293,1.93754209
-5.19559780,6.01597774,0.63116256,0.00000000,4.40709171,2.66886509,0.14693195,2.00024216
-5.18959480,6.23617946,0.65879350,0.00000000,4.61803584,2.77295689,0.14932320,2.06419672
-5.18359180,6.45740732,0.68602852,0.00000000,4.83036892,2.87721800,0.15164263,2.12890654
-5.17758879,6.67739461,0.71256250,0.00000000,5.04162757,2.98057113,0.15387220,2.19378277
-5.17158579,6.89368924,0.73808995,0.00000000,5.24924610,3.08187095,0.15598950,2.25814831
-5.16558279,7.10367788,0.76230901,0.00000000,5.45059083,3.17991557,0.15796758,2.32124286
-5.15957979,7.30461849,0.78492544,0.00000000,5.64299885,3.27346128,0.15977508,2.38223186
-5.15357679,7.49368072,0.80565682,0.00000000,5.82382022,3.36124011,0.16137669,2.44021905
-5.14757379,7.66799317,0.82423651,0.00000000,5.99046249,3.44197973,0.16273377,2.49426261
-5.14157079,7.82469632,0.84041750,0.00000000,6.14043642,3.51442540,0.16380537,2.54339427
-5.13556778,7.96099969,0.85397594,0.00000000,6.27140156,3.57736330,0.16454931,2.58664093
-5.12956478,8.07424180,0.86471432,0.00000000,6.38121060,3.62964475,0.16492350,2.62304824
-5.12356178,8.16195112,0.87246426,0.00000000,6.46795123,3.67021078,0.16488741,2.65170524
-5.11755878,8.22190644,0.87708888,0.00000000,6.52998453,3.69811643,0.16440350,2.67176937
-5.11155578,8.25219483,0.87848475,0.00000000,6.56597892,3.71255433,0.16343871,2.68249100
-5.10555278,8.25126553,0.87658344,0.00000000,6.57493884,3.71287674,0.16196584,2.68323659
-5.09954977,8.21797805,0.87135268,0.00000000,6.55622746,3.69861572,0.15996479,2.67350963
-5.09354677,8.15164293,0.86279711,0.00000000,6.50958282,3.66950067,0.15742368,2.65296863
-5.08754377,8.05205369,0.85095863,0.00000000,6.43512715,3.62547269,0.15433963,2.62144143
-5.08154077,7.91950866,0.83591647,0.00000000,6.33336869,3.56669525,0.15071937,2.57893520
-5.07553777,7.75482179,0.81778667,0.00000000,6.20519628,3.49356062,0.14657949,2.52564163
-5.06953477,7.55932153,0.79672123,0.00000000,6.05186633,3.40669174,0.14194644,2.46193713
-5.06353177,7.33483753,0.77290674,0.00000000,5.87498241,3.30693908,0.13685615,2.38837782
-5.05752876,7.08367505,0.74656241,0.00000000,5.67646786,3.19537247,0.13135345,2.30568942
-5.05152576,6.80857761,0.71793760,0.00000000,5.45853162,3.07326784,0.12549117,2.21475222
-5.04552276,6.51267858,0.68730867,0.00000000,5.22362815,2.94208906,0.11932903,2.11658179
-5.03951976,6.19944309,0.65497527,0.00000000,4.97441213,2.80346530,0.11293232,2.01230589
-5.03351676,5.87260175,0.62125595,0.00000000,4.71368898,2.65916431,0.10637051,1.90313838
-5.02751376,5.53607832,0.58648334,0.00000000,4.44436244,2.51106254,0.09971570,1.79035121
-5.02151076,5.19391328,0.55099878,0.00000000,4.16938042,2.36111270,0.09304112,1.67524517
-5.01550775,4.85018578,0.51514662,0.00000000,3.89168055,2.21130987,0.08641959,1.55912074
-5.00950475,4.50893620,0.47926843,0.00000000,3.61413696,2.06365685,0.07992213,1.44324976
-5.00350175,4.17409156,0.44369703,0.00000000,3.33950956,1.92012986,0.07361658,1.32884899
-4.99749875,3.84939580,0.40875080,0.00000000,3.07039740,1.78264524,0.06756651,1.21705637
-4.99149575,3.53834668,0.37472830,0.00000000,2.80919701,1.65302800,0.06183017,1.10891051
-4.98549275,3.24414047,0.34190335,0.00000000,2.55806708,1.53298261,0.05645969,1.00533415
-4.97948974,2.96962559,0.31052090,0.00000000,2.31890002,1.42406653,0.05150048,0.90712168
-4.97348674,2.71726550,0.28079354,0.00000000,2.09330094,1.32766664,0.04699080,0.81493102
-4.96748374,2.48911096,0.25289906,0.00000000,1.88257432,1.24497867,0.04296147,0.72927961
-4.96148074,2.28678143,0.22697880,0.00000000,1.68771829,1.17698953,0.03943583,0.65054453
-4.95547774,2.11145489,0.20313711,0.00000000,1.50942608,1.12446253,0.03642976,0.57896621
-4.94947474,1.96386554,0.18144161,0.00000000,1.34809415,1.08792519,0.03395184,0.51465525
-4.94347174,1.84430817,0.16192436,0.00000000,1.20383613,1.06765975,0.03200366,0.45760197
-4.93746873,1.75264870,0.14458388,0.00000000,1.07650175,1.06369608,0.03058013,0.40768796
-4.93146573,1.68833981,0.12938772,0.00000000,0.96569974,1.07580740,0.02966994,0.36469908
-4.92546273,1.65044115,0.11627567,0.00000000,0.87082359,1.10350869,0.02925607,0.32833940
-4.91945973,1.63764373,0.10516331,0.00000000,0.79107939,1.14605850,0.02931629,0.29824559
-4.91345673,1.64829812,0.09594590,0.00000000,0.72551470,1.20246428,0.02982382,0.27400126
-4.90745373,1.68044660,0.08850240,0.00000000,0.67304771,1.27149211,0.03074800,0.25515097
-4.90145073,1.73185924,0.08269956,0.00000000,0.63249609,1.35168119,0.03205506,0.24121366
-4.89544772,1.80007407,0.07839591,0.00000000,0.60260497,1.44136371,0.03370891,0.23169522
-4.88944472,1.88244153,0.07544573,0.00000000,0.58207372,1.53869047,0.03567212,0.22610018
-4.88344172,1.97617326,0.07370270,0.00000000,0.56958119,1.64166253,0.03790682,0.22394239
-4.87743872,2.07839494,0.07302337,0.00000000,0.56380932,1.74816858,0.04037585,0.22475464
-4.87143572,2.18620274,0.07327035,0.00000000,0.56346497,1.85602795,0.04304377,0.22809721
-4.86543272,2.29672261,0.07431505,0.00000000,0.56729998,1.96303807,0.04587804,0.23356533
-4.85942971,2.40717108,0.07604016,0.00000000,0.57412918,2.06702560,0.04885005,0.24079547
-4.85342671,2.51491609,0.07834158,0.00000000,0.58284660,2.16589939,0.05193619,0.24947040
-4.84742371,2.61753584,0.08113000,0.00000000,0.59243948,2.25770361,0.05511869,0.25932298
-4.84142071,2.71287371,0.08433188,0.00000000,0.60200020,2.34066896,0.05838634,0.27013850
-4.83541771,2.79908670,0.08788992,0.00000000,0.61073576,2.41325977,0.06173494,0.28175547
-4.82941471,2.87468543,0.09176297,0.00000000,0.61797486,2.47421493,0.06516738,0.29406484
-4.82341171,2.93856344,0.09592527,0.00000000,0.62317225,2.52258045,0.06869347,0.30700736
-4.81740870,2.99001413,0.10036521,0.00000000,0.62591042,2.55773227,0.07232928,0.32056929
-4.81140570,3.02873410,0.10508333,0.00000000,0.62589832,2.57938762,0.07609612,0.33477628
-4.80540270,3.05481213,0.11008996,0.00000000,0.62296735,2.58760441,0.08001906,0.34968552
-4.79939970,3.06870398,0.11540215,0.00000000,0.61706454,2.58276834,0.08412515,0.36537651
-4.79339670,3.07119358,0.12104044,0.00000000,0.60824322,2.56556806,0.08844124,0.38194055
-4.78739370,3.06334241,0.12702517,0.00000000,0.59665144,2.53695950,0.09299160,0.39946938
-4.78139070,3.04642894,0.13337283,0.00000000,0.58251851,2.49812092,0.09779539,0.41804347
-4.77538769,3.02188116,0.14009234,0.00000000,0.56614026,2.45040075,0.10286410,0.43772052
-4.76938469,2.99120540,0.14718169,0.00000000,0.54786343,2.39526073,0.10819914,0.45852468
-4.76338169,2.95591476,0.15462498,0.00000000,0.52806995,2.33421708,0.11378971,0.48043712
-4.75737869,2.91746102,0.16239007,0.00000000,0.50716159,2.26878244,0.11961102,0.50338863
-4.75137569,2.87717318,0.17042712,0.00000000,0.48554562,2.20041144,0.12562314,0.52725466
-4.74537269,2.83620589,0.17866797,0.00000000,0.46362201,2.13045224,0.13177042,0.55185336
-4.73936968,2.79550015,0.18702661,0.00000000,0.44177266,2.06010635,0.13798167,0.57694684
-4.73336668,2.75575829,0.19540080,0.00000000,0.42035288,1.99039812,0.14417120,0.60224590
-4.72736368,2.71743409,0.20367465,0.00000000,0.39968541,1.92215527,0.15024051,0.62741808
-4.72136068,2.68073831,0.21172229,0.00000000,0.38005709,1.85600057,0.15608083,0.65209903
-4.71535768,2.64565873,0.21941241,0.00000000,0.36171790,1.79235468,0.16157634,0.67590648
-4.70935468,2.61199341,0.22661345,0.00000000,0.34488249,1.73144915,0.16660781,0.69845651
-4.70335168,2.57939445,0.23319925,0.00000000,0.32973344,1.67334843,0.17105679,0.71938119
-4.69734867,2.54741968,0.23905485,0.00000000,0.31642626,1.61797891,0.17480989,0.73834679
-4.69134567,2.51558877,0.24408222,0.00000000,0.30509530,1.56516292,0.17776308,0.75507155
-4.68534267,2.48344021,0.24820544,0.00000000,0.29586014,1.51465544,0.17982578,0.76934208
-4.67933967,2.45058573,0.25137526,0.00000000,0.28883195,1.46618122,0.18092453,0.78102751
-4.67333667,2.41675868,0.25357254,0.00000000,0.28411927,1.41946993,0.18100610,0.79009035
-4.66733367,2.38185365,0.25481061,0.00000000,0.28183266,1.37428748,0.18003972,0.79659361
-4.66133067,2.34595487,0.25513611,0.00000000,0.28208799,1.33046190,0.17801862,0.80070343
-4.65532766,2.30935190,0.25462848,0.00000000,0.28500802,1.28790237,0.17496042,0.80268711
-4.64932466,2.27254173,0.25339795,0.00000000,0.29072212,1.24661084,0.17090675,0.80290640
-4.64332166,2.23621741,0.25158207,0.00000000,0.29936417,1.20668585,0.16592182,0.80180630
-4.63731866,2.20124400,0.24934106,0.00000000,0.31106878,1.16831886,0.16009013,0.79989990
-4.63131566,2.16862345,0.24685211,0.00000000,0.32596599,1.13178373,0.15351353,0.79774980
-4.62531266,2.13945059,0.24430289,0.00000000,0.34417500,1.09742039,0.14630765,0.79594723
-4.61930965,2.11486307,0.24188458,0.00000000,0.36579722,1.06561403,0.13859790,0.79508963
-4.61330665,2.09598797,0.23978488,0.00000000,0.39090927,1.03677144,0.13051532,0.79575804
-4.60730365,2.08388857,0.23818112,0.00000000,0.41955644,1.01129595,0.12219241,0.79849522
-4.60130065,2.07951392,0.23723402,0.00000000,0.45174711,0.98956282,0.11375908,0.80378575
-4.59529765,2.08365435,0.23708214,0.00000000,0.48744868,0.97189630,0.10533903,0.81203892
-4.58929465,2.09690496,0.23783756,0.00000000,0.52658535,0.95854991,0.09704652,0.82357533
-4.58329165,2.11963915,0.23958264,0.00000000,0.56903806,0.94969088,0.08898377,0.83861760
-4.57728864,2.15199321,0.24236825,0.00000000,0.61464663,0.94538937,0.08123904,0.85728586
-4.57128564,2.19386244,0.24621322,0.00000000,0.66321421,0.94561307,0.07388533,0.87959765
-4.56528264,2.24490869,0.25110526,0.00000000,0.71451374,0.95022706,0.06697980,0.90547245
-4.55927964,2.30457829,0.25700297,0.00000000,0.76829602,0.95899875,0.06056386,0.93474016
-4.55327664,2.37212905,0.26383889,0.00000000,0.82429901,0.97160734,0.05466377,0.96715299
-4.54727364,2.44666428,0.27152339,0.00000000,0.88225762,0.98765699,0.04929178,1.00239990
-4.54127064,2.52717174,0.27994906,0.00000000,0.94191341,1.00669284,0.04444765,1.04012268
-4.53526763,2.61256495,0.28899543,0.00000000,1.00302330,1.02821878,0.04012040,1.07993272
-4.52926463,2.70172465,0.29853366,0.00000000,1.06536683,1.05171600,0.03629031,1.12142739
-4.52326163,2.79353793,0.30843106,0.00000000,1.12875113,1.07666128,0.03293086,1.16420531
-4.51725863,2.88693332,0.31855515,0.00000000,1.19301324,1.10254415,0.03001074,1.20787951
-4.51125563,2.98091000,0.32877719,0.00000000,1.25801942,1.12888226,0.02749566,1.25208807
-4.50525263,3.07456032,0.33897492,0.00000000,1.32366132,1.15523425,0.02535000,1.29650171
-4.49924962,3.16708485,0.34903469,0.00000000,1.38984908,1.18120999,0.02353824,1.34082819
-4.49324662,3.25779997,0.35885273,0.00000000,1.45650178,1.20647794,0.02202607,1.38481355
-4.48724362,3.34613850,0.36833579,0.00000000,1.52353565,1.23076968,0.02078125,1.42824035
-4.48124062,3.43164414,0.37740118,0.00000000,1.59085083,1.25388188,0.01977422,1.47092342
-4.47523762,3.51396086,0.38597625,0.00000000,1.65831752,1.27567596,0.01897841,1.51270356
-4.46923462,3.59281866,0.39399762,0.00000000,1.72576246,1.29607598,0.01837030,1.55343987
-4.46323162,3.66801722,0.40141010,0.00000000,1.79295669,1.31506505,0.01792939,1.59300137
-4.45722861,3.73940867,0.40816562,0.00000000,1.85960559,1.33268084,0.01763785,1.63125850
-4.45122561,3.80688107,0.41422210,0.00000000,1.92534190,1.34901050,0.01748024,1.66807528
-4.44522261,3.87034350,0.41954250,0.00000000,1.98972258,1.36418536,0.01744299,1.70330249
-4.43921961,3.92971380,0.42409404,0.00000000,2.05222984,1.37837565,0.01751403,1.73677241
-4.43321661,3.98490945,0.42784764,0.00000000,2.11227670,1.39178541,0.01768223,1.76829541
-4.42721361,4.03584198,0.43077761,0.00000000,2.16921696,1.40464765,0.01793710,1.79765856
-4.42121061,4.08241493,0.43286150,0.00000000,2.22235959,1.41721985,0.01826838,1.82462638
-4.41520760,4.12452532,0.43408024,0.00000000,2.27098678,1.42977968,0.01866580,1.84894370
-4.40920460,4.16206828,0.43441837,0.00000000,2.31437520,1.44262097,0.01911895,1.87034052
-4.40320160,4.19494447,0.43386442,0.00000000,2.35181957,1.45604991,0.01961724,1.88853870
-4.39719860,4.22306993,0.43241137,0.00000000,2.38265763,1.47038136,0.02014994,1.90326036
-4.39119560,4.24638784,0.43005722,0.00000000,2.40629541,1.48593545,0.02070636,1.91423764
-4.38519260,4.26488187,0.42680555,0.00000000,2.42223204,1.50303444,0.02127611,1.92122363
-4.37918959,4.27859078,0.42266622,0.00000000,2.43008285,1.52199996,0.02184943,1.92400422
-4.37318659,4.28762380,0.41765602,0.00000000,2.42960007,1.54315085,0.02241763,1.92241054
-4.36718359,4.29217659,0.41179943,0.00000000,2.42069035,1.56680172,0.02297344,1.91633164
-4.36118059,4.29254739,0.40512945,0.00000000,2.40342839,1.59326234,0.02351156,1.90572721
-4.35517759,4.28915287,0.39768836,0.00000000,2.37806633,1.62283806,0.02402902,1.89063975
-4.34917459,4.28254333,0.38952865,0.00000000,2.34503851,1.65583125,0.02452569,1.87120591
-4.34317159,4.27341643,0.38071374,0.00000000,2.30496146,1.69254380,0.02500456,1.84766648
-4.33716858,4.26262892,0.37131882,0.00000000,2.25862916,1.73328040,0.02547210,1.82037448
-4.33116558,4.25120529,0.36143134,0.00000000,2.20700358,1.77835251,0.02593845,1.78980089
-4.32516258,4.24034258,0.35115139,0.00000000,2.15120072,1.82808246,0.02641748,1.75653736
-4.31915958,4.23141011,0.34059173,0.00000000,2.09247252,1.88280733,0.02692681,1.72129560
-4.31315658,4.22594333,0.32987735,0.00000000,2.03218483,1.94288192,0.02748765,1.68490278
-4.30715358,4.22563069,0.31914460,0.00000000,1.97179191,2.00868017,0.02812447,1.64829277
