energy_ev,total_up,Ru_p_up,Ru_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-6.00000000,1.19393334,0.47448553,0.54187190,0.12484825,0.00046125,0.50122998,0.00000000
-5.99399700,1.09724334,0.43049428,0.50013716,0.11223230,0.00043703,0.45996603,0.00000000
-5.98799400,1.00434827,0.38918329,0.45972919,0.10053096,0.00041203,0.42039670,0.00000000
-5.98199100,0.91576010,0.35071665,0.42089418,0.08979520,0.00038653,0.38271825,0.00000000
-5.97598799,0.83192144,0.31522282,0.38385041,0.08006634,0.00036083,0.34709462,0.00000000
-5.96998499,0.75320947,0.28280010,0.34878908,0.07137781,0.00033519,0.31365974,0.00000000
-5.96398199,0.67994098,0.25352234,0.31587554,0.06375697,0.00030990,0.28252034,0.00000000
-5.95797899,0.61237830,0.22744466,0.28525107,0.05722699,0.00028522,0.25375908,0.00000000
-5.95197599,0.55073595,0.20460904,0.25703498,0.05180864,0.00026140,0.22743782,0.00000000
-5.94597299,0.49518761,0.18504946,0.23132706,0.04752193,0.00023866,0.20360102,0.00000000
-5.93996998,0.44587336,0.16879648,0.20821019,0.04438761,0.00021723,0.18227920,0.00000000
-5.93396698,0.40290661,0.15588096,0.18775310,0.04242822,0.00019728,0.16349216,0.00000000
-5.92796398,0.36638063,0.14633684,0.17001305,0.04166888,0.00017900,0.14725203,0.00000000
-5.92196098,0.33637423,0.14020279,0.15503839,0.04213750,0.00016255,0.13356603,0.00000000
-5.91595798,0.31295632,0.13752252,0.14287081,0.04386456,0.00014805,0.12243865,0.00000000
-5.90995498,0.29618909,0.13834389,0.13354716,0.04688225,0.00013563,0.11387342,0.00000000
-5.90395198,0.28612946,0.14271645,0.12710069,0.05122307,0.00012540,0.10787390,0.00000000
-5.89794897,0.28282883,0.15068776,0.12356173,0.05691787,0.00011745,0.10444405,0.00000000
-5.89194597,0.28633068,0.16229828,0.12295752,0.06399331,0.00011186,0.10358781,0.00000000
-5.88594297,0.29666641,0.17757513,0.12531129,0.07246891,0.00010871,0.10530782,0.00000000
-5.87993997,0.31384910,0.19652494,0.13064063,0.08235375,0.00010806,0.10960351,0.00000000
-5.87393697,0.33786580,0.21912601,0.13895505,0.09364294,0.00010995,0.11646833,0.00000000
-5.86793397,0.36866832,0.24532013,0.15025287,0.10631407,0.00011444,0.12588645,0.00000000
-5.86193097,0.40616321,0.27500459,0.16451768,0.12032386,0.00012155,0.13782899,0.00000000
-5.85592796,0.45020131,0.30802475,0.18171441,0.13560509,0.00013130,0.15224993,0.00000000
-5.84992496,0.50056765,0.34416773,0.20178532,0.15206423,0.00014369,0.16908203,0.00000000
-5.84392196,0.55697218,0.38315759,0.22464618,0.16957977,0.00015870,0.18823285,0.00000000
-5.83791896,0.61904229,0.42465270,0.25018282,0.18800162,0.00017631,0.20958130,0.00000000
-5.83191596,0.68631748,0.46824546,0.27824839,0.20715158,0.00019643,0.23297493,0.00000000
-5.82591296,0.75824718,0.51346488,0.30866166,0.22682512,0.00021900,0.25822808,0.00000000
-5.81990995,0.83419189,0.55978216,0.34120644,0.24679449,0.00024388,0.28512143,0.00000000
-5.81390695,0.91342824,0.60661932,0.37563241,0.26681315,0.00027094,0.31340276,0.00000000
-5.80790395,0.99515807,0.65336085,0.41165745,0.28662137,0.00029998,0.34278926,0.00000000
-5.80190095,1.07852158,0.69936808,0.44897156,0.30595303,0.00033079,0.37297146,0.00000000
-5.79589795,1.16261425,0.74399584,0.48724218,0.32454318,0.00036314,0.40361851,0.00000000
-5.78989495,1.24650710,0.78661087,0.52612108,0.34213632,0.00039674,0.43438497,0.00000000
-5.78389195,1.32926965,0.82661126,0.56525222,0.35849482,0.00043131,0.46491861,0.00000000
-5.77788894,1.40999465,0.86344606,0.60428065,0.37340734,0.00046652,0.49486923,0.00000000
-5.77188594,1.48782369,0.89663421,0.64286192,0.38669668,0.00050206,0.52389784,0.00000000
-5.76588294,1.56197241,0.92578191,0.68067153,0.39822684,0.00053759,0.55168604,0.00000000
-5.75987994,1.63175439,0.95059760,0.71741425,0.40790884,0.00057278,0.57794507,0.00000000
-5.75387694,1.69660238,0.97090367,0.75283262,0.41570505,0.00060732,0.60242413,0.00000000
-5.74787394,1.75608608,0.98664447,0.78671440,0.42163172,0.00064092,0.62491756,0.00000000
-5.74187094,1.80992544,0.99788995,0.81889856,0.42575966,0.00067329,0.64527058,0.00000000
-5.73586793,1.85799885,1.00483482,0.84927956,0.42821294,0.00070422,0.66338334,0.00000000
-5.72986493,1.90034593,1.00779315,0.87780967,0.42916561,0.00073350,0.67921299,0.00000000
-5.72386193,1.93716462,1.00718859,0.90449937,0.42883658,0.00076099,0.69277381,0.00000000
-5.71785893,1.96880273,1.00354060,0.92941563,0.42748289,0.00078658,0.70413545,0.00000000
-5.71185593,1.99574448,0.99744737,0.95267837,0.42539160,0.00081022,0.71341926,0.00000000
-5.70585293,2.01859236,0.98956596,0.97445511,0.42287062,0.00083189,0.72079303,0.00000000
-5.69984992,2.03804545,0.98059077,0.99495426,0.42023887,0.00085164,0.72646446,0.00000000
-5.69384692,2.05487490,0.97123094,1.01441713,0.41781611,0.00086953,0.73067363,0.00000000
-5.68784392,2.06989765,0.96218792,1.03310919,0.41591288,0.00088567,0.73368480,0.00000000
-5.68184092,2.08394946,0.95413367,1.05131082,0.41482077,0.00090021,0.73577805,0.00000000
