energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-6.00000000,7.06018645,0.00251070,1.51772187,0.65218476,0.31207021,2.57436717,3.84325489,0.02689482,1.07058792
-5.99399700,7.16753317,0.00263723,1.53936354,0.67071412,0.31283799,2.60707270,3.92238088,0.02539192,1.08771022
-5.98799400,7.27805884,0.00277673,1.56173196,0.69033724,0.31341572,2.64424334,4.00250890,0.02391149,1.10567612
-5.98199100,7.39100367,0.00292882,1.58483425,0.71075270,0.31376469,2.68605824,4.08326412,0.02246827,1.12415205
-5.97598799,7.50546863,0.00309349,1.60863859,0.73165128,0.31383890,2.73260709,4.16420704,0.02107628,1.14279081
-5.96998499,7.62045037,0.00327109,1.63307720,0.75272546,0.31358802,2.78389907,4.24484671,0.01974859,1.16124328
-5.96398199,7.73488171,0.00346232,1.65805098,0.77367858,0.31296091,2.83987456,4.32465677,0.01849708,1.17917039
-5.95797899,7.84767516,0.00366817,1.68343539,0.79423297,0.31190921,2.90041853,4.40309296,0.01733236,1.19625472
-5.95197599,7.95776648,0.00388989,1.70908711,0.81413701,0.31039095,2.96537438,4.47961112,0.01626364,1.21221118
-5.94597299,8.06415545,0.00412890,1.73485094,0.83317050,0.30837390,3.03455718,4.55368422,0.01529875,1.22679599
-5.93996998,8.16594138,0.00438671,1.76056642,0.85114836,0.30583850,3.10776536,4.62481740,0.01444413,1.23981378
-5.93396698,8.26235109,0.00466480,1.78607376,0.86792242,0.30278019,3.18479029,4.69255994,0.01370486,1.25112220
-5.92796398,8.35275792,0.00496455,1.81121868,0.88338130,0.29921101,3.26542311,4.75651353,0.01308473,1.26063411
-5.92196098,8.43669089,0.00528709,1.83585592,0.89744856,0.29516037,3.34945878,4.81633623,0.01258627,1.26831712
-5.91595798,8.51383380,0.00563321,1.85985126,0.91007916,0.29067502,3.43669749,4.87174227,0.01221081,1.27419068
-5.90995498,8.58401501,0.00600325,1.88308212,0.92125472,0.28581819,3.52694353,4.92249785,0.01195855,1.27832106
