energy_ev,total_up,Os_p_up,Os_d_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up
-6.00000000,2.66092250,0.96082857,1.81618876,0.83411416,0.00714355,0.22957893,0.00000000
-5.99399700,2.85334081,1.01177520,1.95262649,0.89585112,0.00767489,0.24712437,0.00000000
-5.98799400,3.05783534,1.06535565,2.09883685,0.96056637,0.00824807,0.26460000,0.00000000
-5.98199100,3.27304148,1.12119523,2.25402932,1.02764696,0.00886012,0.28180493,0.00000000
-5.97598799,3.49723064,1.17882735,2.41713591,1.09637343,0.00950706,0.29852989,0.00000000
-5.96998499,3.72832493,1.23770002,2.58681620,1.16592866,0.01018393,0.31456124,0.00000000
-5.96398199,3.96392453,1.29718571,2.76147219,1.23541038,0.01088482,0.32968543,0.00000000
-5.95797899,4.20134798,1.35659452,2.93927330,1.30384729,0.01160295,0.34369365,0.00000000
-5.95197599,4.43768467,1.41519027,3.11819117,1.37021847,0.01233075,0.35638665,0.00000000
-5.94597299,4.66985851,1.47220901,3.29604353,1.43347568,0.01306006,0.36757947,0.00000000
-5.93996998,4.89470100,1.52687939,3.47054611,1.49256810,0.01378221,0.37710612,0.00000000
-5.93396698,5.10903153,1.57844422,3.63937071,1.54646862,0.01448823,0.38482385,0.00000000
-5.92796398,5.30974231,1.62618226,3.80020776,1.59420100,0.01516910,0.39061700,0.00000000
-5.92196098,5.49388468,1.66942968,3.95083084,1.63486690,0.01581590,0.39440032,0.00000000
-5.91595798,5.65875374,1.70760011,4.08916074,1.66767178,0.01642005,0.39612146,0.00000000
-5.90995498,5.80196778,1.74020255,4.21332647,1.69194870,0.01697357,0.39576275,0.00000000
-5.90395198,5.92153934,1.76685649,4.32172073,1.70717904,0.01746924,0.39334203,0.00000000
-5.89794897,6.01593471,1.78730334,4.41304728,1.71300920,0.01790084,0.38891249,0.00000000
-5.89194597,6.08411938,1.80141391,4.48635833,1.70926261,0.01826328,0.38256161,0.00000000
-5.88594297,6.12558725,1.80919142,4.54108013,1.69594634,0.01855280,0.37440907,0.00000000
-5.87993997,6.14037224,1.81076995,4.57702561,1.67325211,0.01876700,0.36460377,0.00000000
-5.87393697,6.12904166,1.80640829,4.59439361,1.64155145,0.01890494,0.35332005,0.00000000
-5.86793397,6.09267153,1.79647954,4.59375448,1.60138515,0.01896714,0.34075313,0.00000000
-5.86193097,6.03280485,1.78145676,4.57602296,1.55344752,0.01895555,0.32711410,0.00000000
-5.85592796,5.95139462,1.76189536,4.54241935,1.49856589,0.01887345,0.31262444,0.00000000
-5.84992496,5.85073401,1.73841296,4.49442093,1.43767634,0.01872536,0.29751041,0.00000000
-5.84392196,5.73337689,1.71166758,4.43370565,1.37179661,0.01851682,0.28199743,0.00000000
-5.83791896,5.60205196,1.68233511,4.36209072,1.30199726,0.01825424,0.26630469,0.00000000
-5.83191596,5.45957427,1.65108702,4.28146875,1.22937228,0.01794467,0.25064009,0.00000000
-5.82591296,5.30875793,1.61856927,4.19374423,1.15501038,0.01759555,0.23519590,0.00000000
-5.81990995,5.15233337,1.58538320,4.10077300,1.07996787,0.01721451,0.22014494,0.00000000
-5.81390695,4.99287265,1.55206941,4.00430713,1.00524438,0.01680913,0.20563776,0.00000000
-5.80790395,4.83272548,1.51909487,3.90594743,0.93176194,0.01638669,0.19180056,0.00000000
-5.80190095,4.67396812,1.48684413,3.80710515,0.86034829,0.01595407,0.17873415,0.00000000
-5.79589795,4.51836685,1.45561456,3.70897421,0.79172468,0.01551750,0.16651376,0.00000000
-5.78989495,4.36735662,1.42561583,3.61251456,0.72649839,0.01508251,0.15518970,0.00000000
-5.78389195,4.22203507,1.39697355,3.51844684,0.66515985,0.01465385,0.14478889,0.00000000
-5.77788894,4.08317109,1.36973656,3.42725791,0.60808423,0.01423542,0.13531694,0.00000000
-5.77188594,3.95122687,1.34388757,3.33921643,0.55553693,0.01383031,0.12676085,0.00000000
-5.76588294,3.82639133,1.31935639,3.25439710,0.50768244,0.01344082,0.11909210,0.00000000
-5.75987994,3.70862267,1.29603502,3.17271198,0.46459589,0.01306858,0.11226989,0.00000000
-5.75387694,3.59769748,1.27379387,3.09394694,0.42627645,0.01271458,0.10624453,0.00000000
-5.74787394,3.49326357,1.25249813,3.01780109,0.39266181,0.01237938,0.10096068,0.00000000
-5.74187094,3.39489348,1.23202347,2.94392733,0.36364302,0.01206316,0.09636043,0.00000000
-5.73586793,3.30213626,1.21227034,2.87197154,0.33907884,0.01176589,0.09238599,0.00000000
-5.72986493,3.21456459,1.19317607,2.80160891,0.31880896,0.01148747,0.08898199,0.00000000
-5.72386193,3.13181532,1.17472412,2.73257534,0.30266560,0.01122781,0.08609721,0.00000000
-5.71785893,3.05362153,1.15695013,2.66469280,0.29048300,0.01098693,0.08368588,0.00000000
-5.71185593,2.97983482,1.13994439,2.59788740,0.28210441,0.01076503,0.08170829,0.00000000
-5.70585293,2.91043715,1.12385057,2.53219961,0.27738665,0.01056253,0.08013100,0.00000000
-5.69984992,2.84554192,1.10886088,2.46778643,0.27620192,0.01038004,0.07892651,0.00000000
-5.69384692,2.78538484,1.09520779,2.40491556,0.27843725,0.01021840,0.07807245,0.00000000
-5.68784392,2.73030533,1.08315287,2.34395233,0.28399164,0.01007856,0.07755055,0.00000000
-5.68184092,2.68071986,1.07297317,2.28534016,0.29277135,0.00996152,0.07734530,0.00000000
-5.67583792,2.63708906,1.06494606,2.22957588,0.30468371,0.00986825,0.07744250,0.00000000
-5.66983492,2.59988059,1.05933312,2.17718140,0.31963008,0.00979955,0.07782780,0.00000000
-5.66383192,2.56953013,1.05636417,2.12867338,0.33749839,0.00975597,0.07848530,0.00000000
-5.65782891,2.54640283,1.05622225,2.08453266,0.35815595,0.00973765,0.07939642,0.00000000
-5.65182591,2.53075758,1.05903041,2.04517522,0.38144307,0.00974422,0.08053890,0.00000000
-5.64582291,2.52271631,1.06484115,2.01092621,0.40716795,0.00977477,0.08188626,0.00000000
-5.63981991,2.52224032,1.07362923,1.98199881,0.43510354,0.00982768,0.08340757,0.00000000
-5.63381691,2.52911513,1.08528836,1.95847884,0.46498639,0.00990069,0.08506761,0.00000000
-5.62781391,2.54294509,1.09963203,1.94031628,0.49651808,0.00999083,0.08682746,0.00000000
-5.62181091,2.56315827,1.11639873,1.92732422,0.52936914,0.01009447,0.08864540,0.00000000
-5.61580790,2.58902168,1.13526141,1.91918521,0.56318545,0.01020739,0.09047813,0.00000000
-5.60980490,2.61966626,1.15584069,1.91546503,0.59759704,0.01032492,0.09228227,0.00000000
-5.60380190,2.65412046,1.17772133,1.91563296,0.63222868,0.01044202,0.09401595,0.00000000
-5.59779890,2.69135084,1.20047120,1.91908753,0.66671207,0.01055346,0.09564047,0.00000000
-5.59179590,2.73030724,1.22366151,1.92518643,0.70069867,0.01065402,0.09712195,0.00000000
-5.58579290,2.76997048,1.24688749,1.93327870,0.73387277,0.01073867,0.09843277,0.00000000
-5.57978989,2.80939934,1.26978805,1.94273759,0.76596369,0.01080274,0.09955286,0.00000000
-5.57378689,2.84777455,1.29206338,1.95299192,0.79675663,0.01084213,0.10047060,0.00000000
-5.56778389,2.88443672,1.31348942,1.96355427,0.82610120,0.01085345,0.10118337,0.00000000
-5.56178089,2.91891603,1.33392805,1.97404412,0.85391706,0.01083416,0.10169769,0.00000000
-5.55577789,2.95095169,1.35333245,1.98420459,0.88019625,0.01078271,0.10202889,0.00000000
-5.54977489,2.98049971,1.37174705,1.99391172,0.90500168,0.01069853,0.10220043,0.00000000
-5.54377189,3.00772837,1.38930197,2.00317557,0.92846188,0.01058211,0.10224270,0.00000000
-5.53776888,3.03300146,1.40620212,2.01213319,0.95076203,0.01043494,0.10219161,0.00000000
-5.53176588,3.05684996,1.42271152,2.02103368,0.97213170,0.01025946,0.10208683,0.00000000
-5.52576288,3.07993405,1.43913374,2.03021644,0.99282983,0.01005895,0.10196990,0.00000000
-5.51975988,3.10299737,1.45578950,2.04008385,1.01312787,0.00983737,0.10188225,0.00000000
-5.51375688,3.12681651,1.47299293,2.05107024,1.03329195,0.00959923,0.10186331,0.00000000
-5.50775388,3.15214877,1.49102788,2.06360899,1.05356515,0.00934938,0.10194871,0.00000000
-5.50175088,3.17968154,1.51012582,2.07810018,1.07415102,0.00909283,0.10216874,0.00000000
