energy_ev,total_up,As_p_up,As_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,3.38604084,0.84657827,0.00000000,1.43561391,0.00000000,2.03201592,0.64846922
-5.99399700,3.37687478,0.87115050,0.00000000,1.40426991,0.00000000,2.04659154,0.66490553
-5.98799400,3.35503218,0.89382315,0.00000000,1.36622593,0.00000000,2.05232726,0.67998552
-5.98199100,3.32066708,0.91421990,0.00000000,1.32196026,0.00000000,2.04887622,0.69353141
-5.97598799,3.27411308,0.93198502,0.00000000,1.27205553,0.00000000,2.03607816,0.70536353
-5.96998499,3.21587091,0.94679029,0.00000000,1.21718337,0.00000000,2.01396006,0.71530326
-5.96398199,3.14659268,0.95834177,0.00000000,1.15808683,0.00000000,1.98273074,0.72317688
-5.95797899,3.06706347,0.96638641,0.00000000,1.09556102,0.00000000,1.94276992,0.72882034
-5.95197599,2.97818130,0.97071833,0.00000000,1.03043282,0.00000000,1.89461263,0.73208488
-5.94597299,2.88093641,0.97118475,0.00000000,0.96354024,0.00000000,1.83892981,0.73284332
-5.93996998,2.77639067,0.96769150,0.00000000,0.89571243,0.00000000,1.77650624,0.73099672
-5.93396698,2.66565796,0.96020787,0.00000000,0.82775071,0.00000000,1.70821687,0.72648133
-5.92796398,2.54988605,0.94877070,0.00000000,0.76041153,0.00000000,1.63500267,0.71927527
-5.92196098,2.43024044,0.93348756,0.00000000,0.69439164,0.00000000,1.55784693,0.70940476
-5.91595798,2.30789041,0.91453874,0.00000000,0.63031603,0.00000000,1.47775295,0.69694951
-5.90995498,2.18399737,0.89217794,0.00000000,0.56872881,0.00000000,1.39572378,0.68204684
-5.90395198,2.05970529,0.86673139,0.00000000,0.51008714,0.00000000,1.31274453,0.66489439
-5.89794897,1.93613307,0.83859539,0.00000000,0.45475833,0.00000000,1.22976752,0.64575095
-5.89194597,1.81436845,0.80823210,0.00000000,0.40301975,0.00000000,1.14770041,0.62493546
-5.88594297,1.69546302,0.77616344,0.00000000,0.35506149,0.00000000,1.06739724,0.60282395
-5.87993997,1.58042794,0.74296345,0.00000000,0.31099139,0.00000000,0.98965220,0.57984435
-5.87393697,1.47022997,0.70924882,0.00000000,0.27084189,0.00000000,0.91519578,0.55646943
-5.86793397,1.36578732,0.67566804,0.00000000,0.23457851,0.00000000,0.84469296,0.53320791
-5.86193097,1.26796528,0.64288942,0.00000000,0.20210930,0.00000000,0.77874300,0.51059401
-5.85592796,1.17757117,0.61158802,0.00000000,0.17329481,0.00000000,0.71788038,0.48917571
-5.84992496,1.09534880,0.58243215,0.00000000,0.14795838,0.00000000,0.66257664,0.46950221
-5.84392196,1.02197231,0.55606962,0.00000000,0.12589609,0.00000000,0.61324253,0.45211076
-5.83791896,0.95803956,0.53311418,0.00000000,0.10688626,0.00000000,0.57023044,0.43751356
-5.83191596,0.90406541,0.51413250,0.00000000,0.09069811,0.00000000,0.53383675,0.42618479
-5.82591296,0.86047498,0.49963217,0.00000000,0.07709961,0.00000000,0.50430400,0.41854854
-5.81990995,0.82759743,0.49005089,0.00000000,0.06586410,0.00000000,0.48182281,0.41496767
-5.81390695,0.80566056,0.48574732,0.00000000,0.05677588,0.00000000,0.46653351,0.41573421
-5.80790395,0.79478651,0.48699374,0.00000000,0.04963470,0.00000000,0.45852756,0.42106146
-5.80190095,0.79498910,0.49397079,0.00000000,0.04425913,0.00000000,0.45784885,0.43107801
-5.79589795,0.80617300,0.50676440,0.00000000,0.04048895,0.00000000,0.46449486,0.44582407
-5.78989495,0.82813489,0.52536508,0.00000000,0.03818663,0.00000000,0.47841795,0.46524997
-5.78389195,0.86056711,0.54966949,0.00000000,0.03723802,0.00000000,0.49952678,0.48921714
-5.77788894,0.90306344,0.57948434,0.00000000,0.03755236,0.00000000,0.52768804,0.51750150
-5.77188594,0.95512736,0.61453250,0.00000000,0.03906167,0.00000000,0.56272842,0.54979910
-5.76588294,1.01618240,0.65446111,0.00000000,0.04171972,0.00000000,0.60443714,0.58573399
-5.75987994,1.08558444,0.69885148,0.00000000,0.04550052,0.00000000,0.65256875,0.62486808
-5.75387694,1.16263550,0.74723042,0.00000000,0.05039644,0.00000000,0.70684639,0.66671253
-5.74787394,1.24659856,0.79908275,0.00000000,0.05641611,0.00000000,0.76696537,0.71074057
-5.74187094,1.33671285,0.85386429,0.00000000,0.06358195,0.00000000,0.83259697,0.75640101
-5.73586793,1.43220890,0.91101523,0.00000000,0.07192745,0.00000000,0.90339233,0.80313223
-5.72986493,1.53232270,0.96997306,0.00000000,0.08149419,0.00000000,0.97898624,0.85037592
-5.72386193,1.63630828,1.03018473,0.00000000,0.09232869,0.00000000,1.05900074,0.89759016
-5.71785893,1.74344814,1.09111759,0.00000000,0.10447888,0.00000000,1.14304814,0.94426133
-5.71185593,1.85306087,1.15226862,0.00000000,0.11799050,0.00000000,1.23073356,0.98991439
-5.70585293,1.96450571,1.21317167,0.00000000,0.13290324,0.00000000,1.32165648,1.03412112
-5.69984992,2.07718364,1.27340246,0.00000000,0.14924682,0.00000000,1.41541153,1.07650610
-5.69384692,2.19053524,1.33258120,0.00000000,0.16703700,0.00000000,1.51158810,1.11675029
-5.68784392,2.30403524,1.39037292,0.00000000,0.18627167,0.00000000,1.60976907,1.15459210
-5.68184092,2.41718437,1.44648556,0.00000000,0.20692715,0.00000000,1.70952840,1.18982617
-5.67583792,2.52949910,1.50066616,0.00000000,0.22895473,0.00000000,1.81042802,1.22230008
-5.66983492,2.64050009,1.55269556,0.00000000,0.25227787,0.00000000,1.91201405,1.25190931
-5.66383192,2.74970027,1.60238206,0.00000000,0.27678985,0.00000000,2.01381264,1.27859099
-5.65782891,2.85659369,1.64955461,0.00000000,0.30235241,0.00000000,2.11532594,1.30231691
-5.65182591,2.96064611,1.69405608,0.00000000,0.32879522,0.00000000,2.21602850,1.32308636
-5.64582291,3.06128838,1.73573729,0.00000000,0.35591658,0.00000000,2.31536456,1.34091933
-5.63981991,3.15791347,1.77445212,0.00000000,0.38348521,0.00000000,2.41274681,1.35585060
-5.63381691,3.24987786,1.81005434,0.00000000,0.41124336,0.00000000,2.50755686,1.36792499
-5.62781391,3.33650766,1.84239635,0.00000000,0.43891119,0.00000000,2.59914807,1.37719427
-5.62181091,3.41710963,1.87133005,0.00000000,0.46619234,0.00000000,2.68685081,1.38371564
-5.61580790,3.49098692,1.89670984,0.00000000,0.49278062,0.00000000,2.76998053,1.38755194
-5.60980490,3.55745899,1.91839764,0.00000000,0.51836762,0.00000000,2.84784861,1.38877339
-5.60380190,3.61588485,1.93626964,0.00000000,0.54265101,0.00000000,2.91977590,1.38746060
-5.59779890,3.66568858,1.95022432,0.00000000,0.56534324,0.00000000,2.98510872,1.38370843
-5.59179590,3.70638582,1.96019131,0.00000000,0.58618030,0.00000000,3.04323678,1.37763031
-5.58579290,3.73760972,1.96614032,0.00000000,0.60493017,0.00000000,3.09361249,1.36936244
-5.57978989,3.75913482,1.96808969,0.00000000,0.62140060,0.00000000,3.13577075,1.35906736
-5.57378689,3.77089744,1.96611381,0.00000000,0.63544578,0.00000000,3.16934845,1.34693652
-5.56778389,3.77301115,1.96034878,0.00000000,0.64697169,0.00000000,3.19410242,1.33319131
-5.56178089,3.76577609,1.95099597,0.00000000,0.65593965,0.00000000,3.20992509,1.31808234
-5.55577789,3.74968130,1.93832276,0.00000000,0.66236795,0.00000000,3.21685652,1.30188679
-5.54977489,3.72539944,1.92266057,0.00000000,0.66633140,0.00000000,3.21509203,1.28490374
-5.54377189,3.69377364,1.90439970,0.00000000,0.66795862,0.00000000,3.20498448,1.26744771
-5.53776888,3.65579673,1.88398122,0.00000000,0.66742726,0.00000000,3.18704066,1.24984041
-5.53176588,3.61258330,1.86188608,0.00000000,0.66495719,0.00000000,3.16191143,1.23240138
-5.52576288,3.56533566,1.83862173,0.00000000,0.66080192,0.00000000,3.13037546,1.21543766
-5.51975988,3.51530491,1.81470674,0.00000000,0.65523856,0.00000000,3.09331692,1.19923320
-5.51375688,3.46374858,1.79065405,0.00000000,0.64855686,0.00000000,3.05169776,1.18403851
-5.50775388,3.41188676,1.76695360,0.00000000,0.64104760,0.00000000,3.00652550,1.17006099
-5.50175088,3.36085846,1.74405490,0.00000000,0.63299103,0.00000000,2.95881772,1.15745659
-5.49574787,3.31168014,1.72235044,0.00000000,0.62464579,0.00000000,2.90956490,1.14632318
-5.48974487,3.26520829,1.70216072,0.00000000,0.61623886,0.00000000,2.85969325,1.13669596
-5.48374187,3.22210778,1.68372147,0.00000000,0.60795697,0.00000000,2.81002928,1.12854521
-5.47773887,3.18282733,1.66717381,0.00000000,0.59993990,0.00000000,2.76126793,1.12177648
-5.47173587,3.14758341,1.65255775,0.00000000,0.59227606,0.00000000,2.71394596,1.11623332
-5.46573287,3.11635339,1.63980953,0.00000000,0.58500034,0.00000000,2.66842209,1.11170236
-5.45972986,3.08887816,1.62876290,0.00000000,0.57809458,0.00000000,2.62486498,1.10792060
-5.45372686,3.06467449,1.61915452,0.00000000,0.57149046,0.00000000,2.58324991,1.10458469
-5.44772386,3.04305646,1.61063327,0.00000000,0.56507467,0.00000000,2.54336451,1.10136171
