energy_ev,total_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up
-5.66983492,5.06988071,3.06798837,2.32595432,0.23983772,2.15564878,0.04849837,0.00014226
-5.66383192,5.12787694,3.07831598,2.34145792,0.24144784,2.16503754,0.04919454,0.00015012
-5.65782891,5.16988255,3.07841843,2.34847952,0.24201002,2.16656310,0.04969457,0.00015816
-5.65182591,5.19467879,3.06744192,2.34652101,0.24149969,2.15973986,0.04998598,0.00016629
-5.64582291,5.20130994,3.04475833,2.33524340,0.23990673,2.14423787,0.05005897,0.00017442
-5.63981991,5.18909266,3.00997587,2.31446911,0.23723595,2.11988683,0.04990665,0.00018245
-5.63381691,5.15762150,2.96294451,2.28418162,0.23350724,2.08667707,0.04952529,0.00019026
-5.62781391,5.10677048,2.90375595,2.24452250,0.22875549,2.04475755,0.04891449,0.00019773
-5.62181091,5.03669067,2.83273806,2.19578573,0.22303006,1.99443058,0.04807732,0.00020475
-5.61580790,4.94780368,2.75044381,2.13840928,0.21639409,1.93614349,0.04702038,0.00021117
-5.60980490,4.84079090,2.65763493,2.07296410,0.20892335,1.87047717,0.04575375,0.00021689
-5.60380190,4.71657854,2.55526055,2.00014055,0.20070484,1.79813167,0.04429088,0.00022179
-5.59779890,4.57631860,2.44443153,1.92073250,0.19183507,1.71990925,0.04264838,0.00022575
-5.59179590,4.42136586,2.32639107,1.83561943,0.18241814,1.63669514,0.04084567,0.00022867
-5.58579290,4.25325138,2.20248256,1.74574690,0.17256355,1.54943655,0.03890458,0.00023048
-5.57978989,4.07365287,2.07411563,1.65210586,0.16238398,1.45912057,0.03684890,0.00023112
-5.57378689,3.88436268,1.94273156,1.55571142,0.15199292,1.36675157,0.03470376,0.00023053
-5.56778389,3.68725399,1.80976897,1.45758155,0.14150233,1.27332875,0.03249513,0.00022870
-5.56178089,3.48424608,1.67663117,1.35871650,0.13102047,1.17982469,0.03024912,0.00022563
-5.55577789,3.27726953,1.54465589,1.26007933,0.12064979,1.08716535,0.02799143,0.00022134
-5.54977489,3.06823223,1.41508851,1.16257827,0.11048510,0.99621232,0.02574675,0.00021588
-5.54377189,2.85898691,1.28905936,1.06705132,0.10061203,0.90774763,0.02353824,0.00020933
-5.53776888,2.65130120,1.16756577,0.97425346,0.09110576,0.82246170,0.02138705,0.00020176
-5.53176588,2.44683069,1.05145902,0.88484677,0.08203020,0.74094454,0.01931195,0.00019331
-5.52576288,2.24709568,0.94143652,0.79939357,0.07343742,0.66368028,0.01732905,0.00018407
-5.51975988,2.05346206,0.83803884,0.71835270,0.06536750,0.59104514,0.01545161,0.00017420
-5.51375688,1.86712660,0.74165160,0.64207863,0.05784874,0.52330848,0.01368995,0.00016383
-5.50775388,1.68910679,0.65251143,0.57082351,0.05089809,0.46063680,0.01205145,0.00015311
-5.50175088,1.52023529,0.57071566,0.50474156,0.04452193,0.40310020,0.01054066,0.00014218
-5.49574787,1.36115877,0.49623494,0.44389564,0.03871707,0.35068086,0.00915950,0.00013118
-5.48974487,1.21234100,0.42892800,0.38826548,0.03347177,0.30328310,0.00790743,0.00012026
-5.48374187,1.07406964,0.36855790,0.33775720,0.02876711,0.26074450,0.00678181,0.00010953
-5.47773887,0.94646651,0.31480904,0.29221362,0.02457816,0.22284746,0.00577817,0.00009911
-5.47173587,0.82950058,0.26730411,0.25142502,0.02087535,0.18933101,0.00489056,0.00008908
-5.46573287,0.72300320,0.22562064,0.21513991,0.01762568,0.15990211,0.00411188,0.00007955
-5.45972986,0.62668507,0.18930644,0.18307541,0.01479391,0.13424646,0.00343421,0.00007056
-5.45372686,0.54015414,0.15789365,0.15492715,0.01234365,0.11203826,0.00284913,0.00006217
-5.44772386,0.46293400,0.13091117,0.13037828,0.01023828,0.09294886,0.00234794,0.00005441
-5.44172086,0.39448228,0.10789520,0.10910747,0.00844175,0.07665420,0.00192198,0.00004730
-5.43571786,0.33420835,0.08839792,0.09079588,0.00691927,0.06284094,0.00156276,0.00004084
-5.42971486,0.28149011,0.07199428,0.07513299,0.00563782,0.05121124,0.00126215,0.00003502
-5.42371186,0.23568945,0.05828702,0.06182129,0.00456654,0.04148634,0.00101252,0.00002982
-5.41770885,0.19616606,0.04691003,0.05057988,0.00367696,0.03340904,0.00080681,0.00002523
-5.41170585,0.16228952,0.03753028,0.04114705,0.00294318,0.02674508,0.00063858,0.00002119
-5.40570285,0.13344942,0.02984851,0.03328200,0.00234193,0.02128370,0.00050203,0.00001768
-5.39969985,0.10906366,0.02359883,0.02676566,0.00185252,0.01683746,0.00039204,0.00001465
-5.39369685,0.08858474,0.01854761,0.02140092,0.00145675,0.01324144,0.00030410,0.00001206
-5.38769385,0.07150442,0.01449166,0.01701224,0.00113878,0.01035210,0.00023433,0.00000985
-5.38169085,0.05735658,0.01125600,0.01344482,0.00088499,0.00804569,0.00017939,0.00000799
-5.37568784,0.04571871,0.00869143,0.01056346,0.00068371,0.00621661,0.00013646,0.00000644
-5.36968484,0.03621209,0.00667187,0.00825115,0.00052512,0.00477558,0.00010320,0.00000516
-5.36368184,0.02850090,0.00509176,0.00640759,0.00040096,0.00364779,0.00007766,0.00000410
-5.35767884,0.02229053,0.00386352,0.00494752,0.00030440,0.00277118,0.00005824,0.00000323
-5.35167584,0.01732523,0.00291507,0.00379917,0.00022978,0.00209474,0.00004369,0.00000253
-5.34567284,0.01338528,0.00218767,0.00290268,0.00017251,0.00157693,0.00003300,0.00000197
-5.33966983,0.01028399,0.00163385,0.00220862,0.00012887,0.00118434,0.00002541,0.00000153
-5.33366683,0.00786450,0.00121559,0.00167666,0.00009588,0.00089042,0.00002037,0.00000117
-5.32766383,0.00599669,0.00090280,0.00127433,0.00007118,0.00067445,0.00001750,0.00000090
-5.32166083,0.00457423,0.00067193,0.00097598,0.00005290,0.00052066,0.00001663,0.00000069
-5.31565783,0.00351182,0.00050483,0.00076186,0.00003961,0.00041746,0.00001774,0.00000052
-5.30965483,0.00274278,0.00038784,0.00061741,0.00003024,0.00035700,0.00002098,0.00000040
-5.30365183,0.00221704,0.00031103,0.00053266,0.00002398,0.00033470,0.00002673,0.00000032
-5.29764882,0.00189948,0.00026761,0.00050191,0.00002029,0.00034907,0.00003557,0.00000026
-5.29164582,0.00176879,0.00025350,0.00052346,0.00001882,0.00040163,0.00004834,0.00000023
-5.28564282,0.00181668,0.00026704,0.00059957,0.00001940,0.00049699,0.00006620,0.00000022
-5.27963982,0.00204769,0.00030884,0.00073664,0.00002204,0.00064308,0.00009072,0.00000023
-5.27363682,0.00247940,0.00038169,0.00094544,0.00002691,0.00085153,0.00012389,0.00000026
-5.26763382,0.00314309,0.00049067,0.00124166,0.00003434,0.00113818,0.00016832,0.00000032
-5.26163082,0.00408490,0.00064321,0.00164644,0.00004483,0.00152375,0.00022725,0.00000041
-5.25562781,0.00536742,0.00084942,0.00218722,0.00005908,0.00203457,0.00030477,0.00000053
-5.24962481,0.00707156,0.00112229,0.00289860,0.00007797,0.00270355,0.00040591,0.00000069
-5.24362181,0.00929882,0.00147808,0.00382339,0.00010263,0.00357110,0.00053681,0.00000090
-5.23761881,0.01217378,0.00193671,0.00501365,0.00013443,0.00468622,0.00070489,0.00000118
-5.23161581,0.01584659,0.00252216,0.00653183,0.00017505,0.00610751,0.00091902,0.00000153
-5.22561281,0.02049553,0.00326287,0.00845186,0.00022645,0.00790427,0.00118964,0.00000198
-5.21960980,0.02632928,0.00419211,0.01086008,0.00029094,0.01015736,0.00152897,0.00000254
-5.21360680,0.03358873,0.00534827,0.01385607,0.00037119,0.01295998,0.00195105,0.00000325
-5.20760380,0.04254812,0.00677502,0.01755311,0.00047022,0.01641812,0.00247187,0.00000411
-5.20160080,0.05351524,0.00852140,0.02207826,0.00059145,0.02065063,0.00310934,0.00000517
-5.19559780,0.06683027,0.01064156,0.02757196,0.00073864,0.02578884,0.00388328,0.00000646
-5.18959480,0.08286322,0.01319442,0.03418690,0.00091587,0.03197555,0.00481521,0.00000801
-5.18359180,0.10200941,0.01624291,0.04208619,0.00112753,0.03936326,0.00592814,0.00000986
-5.17758879,0.12468288,0.01985295,0.05144068,0.00137818,0.04811173,0.00724616,0.00001205
-5.17158579,0.15130765,0.02409203,0.06242532,0.00167252,0.05838450,0.00879396,0.00001463
-5.16558279,0.18230643,0.02902742,0.07521451,0.00201524,0.07034461,0.01059613,0.00001763
-5.15957979,0.21808711,0.03472404,0.08997653,0.00241083,0.08414933,0.01267643,0.00002109
-5.15357679,0.25902689,0.04124193,0.10686700,0.00286347,0.09994412,0.01505682,0.00002505
-5.14757379,0.30545451,0.04863337,0.12602154,0.00337682,0.11785570,0.01775647,0.00002954
-5.14157079,0.35763095,0.05693989,0.14754782,0.00395374,0.13798464,0.02079059,0.00003459
-5.13556778,0.41572924,0.06618900,0.17151722,0.00459617,0.16039757,0.02416929,0.00004021
-5.12956478,0.47981411,0.07639095,0.19795643,0.00530483,0.18511932,0.02789640,0.00004642
-5.12356178,0.54982246,0.08753566,0.22683941,0.00607902,0.21212540,0.03196828,0.00005319
-5.11755878,0.62554565,0.09958987,0.25808007,0.00691644,0.24133520,0.03637288,0.00006052
-5.11155578,0.70661471,0.11249479,0.29152618,0.00781301,0.27260621,0.04108878,0.00006837
-5.10555278,0.79248952,0.12616441,0.32695490,0.00876278,0.30572996,0.04608463,0.00007669
-5.09954977,0.88245309,0.14048453,0.36407040,0.00975782,0.34042972,0.05131877,0.00008540
-5.09354677,0.97561175,0.15531287,0.40250400,0.01078825,0.37636064,0.05673927,0.00009442
-5.08754377,1.07090211,0.17048011,0.44181695,0.01184231,0.41311243,0.06228430,0.00010365
-5.08154077,1.16710500,0.18579216,0.48150628,0.01290653,0.45021474,0.06788299,0.00011297
-5.07553777,1.26286681,0.20103353,0.52101353,0.01396593,0.48714539,0.07345661,0.00012225
-5.06953477,1.35672769,0.21597184,0.55973641,0.01500438,0.52334126,0.07892022,0.00013135
-5.06353177,1.44715615,0.23036331,0.59704311,0.01600492,0.55821166,0.08418474,0.00014011
-5.05752876,1.53258909,0.24395915,0.63228875,0.01695028,0.59115372,0.08915919,0.00014840
-5.05152576,1.61147564,0.25651254,0.66483351,0.01782329,0.62156939,0.09375330,0.00015605
-5.04552276,1.68232347,0.26778599,0.69406174,0.01860744,0.64888320,0.09788019,0.00016292
-5.03951976,1.74374539,0.27755877,0.71940115,0.01928739,0.67256031,0.10145906,0.00016888
-5.03351676,1.79450436,0.28563406,0.74034143,0.01984943,0.69212383,0.10441785,0.00017381
-5.02751376,1.83355495,0.29184556,0.75645131,0.02028200,0.70717081,0.10669562,0.00017761
-5.02151076,1.86007910,0.29606319,0.76739334,0.02057603,0.71738603,0.10824464,0.00018019
-5.01550775,1.87351469,0.29819763,0.77293569,0.02072531,0.72255300,0.10903206,0.00018151
-5.00950475,1.87357539,0.29820348,0.77296032,0.02072664,0.72256165,0.10904109,0.00018153
-5.00350175,1.86026100,0.29608092,0.76746727,0.02058003,0.71741222,0.10827155,0.00018025
-4.99749875,1.83385746,0.29187574,0.75657467,0.02028862,0.70721535,0.10673991,0.00017771
-4.99149575,1.79492692,0.28567771,0.74051468,0.01985865,0.69218819,0.10447870,0.00017395
-4.98549275,1.74428813,0.27761755,0.71962536,0.01929916,0.67264685,0.10153536,0.00016905
-4.97948974,1.68298814,0.26786242,0.69433911,0.01862175,0.64899547,0.09797061,0.00016312
-4.97348674,1.61226690,0.25661033,0.66516804,0.01784017,0.62171256,0.09385635,0.00015628
-4.96748374,1.53351625,0.24408365,0.63268712,0.01696984,0.59133524,0.08927327,0.00014865
-4.96148074,1.44823542,0.23052209,0.59751589,0.01602741,0.55844201,0.08430825,0.00014039
-4.95547774,1.35798501,0.21617548,0.56029957,0.01503022,0.52363509,0.07905163,0.00013164
-4.94947474,1.26434149,0.20129660,0.52169036,0.01399582,0.48752284,0.07359458,0.00012257
-4.94347174,1.16885424,0.18613445,0.48232988,0.01294150,0.45070325,0.06802649,0.00011330
-4.93746873,1.07300664,0.17092825,0.44283325,0.01188385,0.41374896,0.06243270,0.00010400
-4.93146573,0.97818282,0.15590226,0.40377561,0.01083844,0.37719445,0.05689252,0.00009478
-4.92546273,0.88564096,0.14126177,0.36568127,0.00981952,0.34152581,0.05147753,0.00008578
-4.91945973,0.79649380,0.12719017,0.32901599,0.00883982,0.30717330,0.04625045,0.00007709
-4.91345673,0.71169672,0.11384738,0.29418236,0.00791043,0.27450674,0.04126431,0.00006881
-4.90745373,0.63204315,0.10136931,0.26151826,0.00704081,0.24383384,0.03656207,0.00006101
-4.90145073,0.55816686,0.08986855,0.23129818,0.00623878,0.21540115,0.03217668,0.00005374
-4.89544772,0.49055042,0.07943603,0.20373716,0.00551072,0.18939732,0.02813141,0.00004705
-4.88944472,0.42953879,0.07014342,0.17899682,0.00486167,0.16595847,0.02444056,0.00004095
-4.88344172,0.37535691,0.06204628,0.15719309,0.00429563,0.14517495,0.02111035,0.00003548
-4.87743872,0.32813004,0.05518745,0.13840503,0.00381575,0.12709925,0.01814000,0.00003062
-4.87143572,0.28790562,0.04960076,0.12268422,0.00342468,0.11175443,0.01552290,0.00002636
-4.86543272,0.25467529,0.04531456,0.11006427,0.00312476,0.09914263,0.01324785,0.00002270
-4.85942971,0.22839606,0.04235514,0.10056969,0.00291835,0.08925318,0.01130024,0.00001961
-4.85342671,0.20900950,0.04074950,0.09422394,0.00280800,0.08206994,0.00966322,0.00001707
-4.84742371,0.19645798,0.04052766,0.09105602,0.00279665,0.07757746,0.00831867,0.00001506
-4.84142071,0.19069741,0.04172407,0.09110535,0.00288778,0.07576578,0.00724818,0.00001354
-4.83541771,0.19170572,0.04437820,0.09442469,0.00308545,0.07663349,0.00643367,0.00001249
-4.82941471,0.19948687,0.04853412,0.10108080,0.00339428,0.08018908,0.00585804,0.00001189
-4.82341171,0.21407013,0.05423911,0.11115288,0.00381937,0.08645037,0.00550552,0.00001171
-4.81740870,0.23550472,0.06154128,0.12472863,0.00436617,0.09544217,0.00536185,0.00001194
-4.81140570,0.26385000,0.07048628,0.14189819,0.00504020,0.10719211,0.00541437,0.00001256
-4.80540270,0.29916163,0.08111312,0.16274595,0.00584672,0.12172504,0.00565187,0.00001354
-4.79939970,0.34147435,0.09344942,0.18734073,0.00679042,0.13905593,0.00606442,0.00001488
-4.79339670,0.39078211,0.10750612,0.21572457,0.00787492,0.15918193,0.00664298,0.00001656
-4.78739370,0.44701654,0.12327195,0.24790061,0.00910236,0.18207371,0.00737901,0.00001856
-4.78139070,0.51002482,0.14070806,0.28382077,0.01047290,0.20766663,0.00826399,0.00002086
-4.77538769,0.57954821,0.15974280,0.32337369,0.01198423,0.23585231,0.00928898,0.00002345
-4.76938469,0.65520236,0.18026740,0.36637374,0.01363117,0.26647083,0.01044406,0.00002629
-4.76338169,0.73646084,0.20213239,0.41255168,0.01540529,0.29930445,0.01171796,0.00002937
-4.75737869,0.82264298,0.22514552,0.46154778,0.01729456,0.33407293,0.01309763,0.00003264
-4.75137569,0.91290716,0.24907101,0.51290788,0.01928326,0.37043127,0.01456799,0.00003608
-4.74537269,1.00625061,0.27363074,0.56608312,0.02135186,0.40796988,0.01611168,0.00003962
-4.73936968,1.10151611,0.29850715,0.62043348,0.02347718,0.44621778,0.01770906,0.00004323
-4.73336668,1.19740634,0.32334819,0.67523561,0.02563266,0.48464866,0.01933824,0.00004686
-4.72736368,1.29250559,0.34777410,0.72969491,0.02778880,0.52268999,0.02097532,0.00005044
-4.72136068,1.38530859,0.37138593,0.78296158,0.02991383,0.55973496,0.02259476,0.00005391
-4.71535768,1.47425579,0.39377558,0.83415040,0.03197450,0.59515686,0.02416981,0.00005723
-4.70935468,1.55777374,0.41453691,0.88236349,0.03393702,0.62832562,0.02567321,0.00006031
-4.70335168,1.63431930,0.43327768,0.92671537,0.03576818,0.65862556,0.02707780,0.00006311
-4.69734867,1.70242574,0.44963156,0.96635915,0.03743651,0.68547406,0.02835736,0.00006558
-4.69134567,1.76074898,0.46326998,1.00051289,0.03891355,0.70833998,0.02948738,0.00006765
-4.68534267,1.80811166,0.47391307,1.02848494,0.04017511,0.72676126,0.03044587,0.00006930
-4.67933967,1.84354333,0.48133926,1.04969703,0.04120256,0.74036079,0.03121416,0.00007048
-4.67333667,1.86631461,0.48539309,1.06370410,0.04198406,0.74885983,0.03177758,0.00007117
-4.66733367,1.87596395,0.48599087,1.07020983,0.04251571,0.75208837,0.03212611,0.00007136
-4.66133067,1.87231545,0.48312380,1.06907721,0.04280259,0.74999188,0.03225482,0.00007104
-4.65532766,1.85548722,0.47685858,1.06033353,0.04285974,0.74263426,0.03216428,0.00007023
-4.64932466,1.82588963,0.46733535,1.04416958,0.04271294,0.73019675,0.03186068,0.00006893
-4.64332166,1.78421385,0.45476309,1.02093315,0.04239944,0.71297294,0.03135594,0.00006720
-4.63731866,1.73141113,0.43941283,0.99111705,0.04196850,0.69136019,0.03066753,0.00006505
-4.63131566,1.66866399,0.42160882,0.95534234,0.04148184,0.66584786,0.02981827,0.00006254
-4.62531266,1.59735082,0.40171825,0.91433756,0.04101403,0.63700296,0.02883593,0.00005973
-4.61930965,1.51900553,0.38013996,0.86891495,0.04065273,0.60545397,0.02775277,0.00005667
-4.61330665,1.43527419,0.35729261,0.81994469,0.04049882,0.57187351,0.02660502,0.00005344
-4.60730365,1.34787065,0.33360296,0.76832856,0.04066649,0.53696070,0.02543233,0.00005008
-4.60130065,1.25853287,0.30949451,0.71497377,0.04128320,0.50142390,0.02427721,0.00004668
-4.59529765,1.16898190,0.28537724,0.66076846,0.04248940,0.46596455,0.02318449,0.00004330
-4.58929465,1.08088468,0.26163849,0.60655937,0.04443817,0.43126250,0.02220090,0.00004000
-4.58329165,0.99582195,0.23863551,0.55313276,0.04729446,0.39796343,0.02137460,0.00003683
-4.57728864,0.91526185,0.21668960,0.50119889,0.05123409,0.36666849,0.02075497,0.00003386
-4.57128564,0.84053966,0.19608207,0.45138047,0.05644223,0.33792625,0.02039238,0.00003113
-4.56528264,0.77284359,0.17705190,0.40420519,0.06311142,0.31222691,0.02033813,0.00002868
-4.55927964,0.71320628,0.15979500,0.36010210,0.07143890,0.28999866,0.02064451,0.00002656
-4.55327664,0.66250133,0.14446486,0.31940180,0.08162331,0.27160578,0.02136499,0.00002479
-4.54727364,0.62144404,0.13117436,0.28233967,0.09386062,0.25734822,0.02255451,0.00002339
-4.54127064,0.59059559,0.11999852,0.24906190,0.10833934,0.24746219,0.02426994,0.00002239
-4.53526763,0.57036934,0.11097785,0.21963362,0.12523497,0.24212143,0.02657062,0.00002180
-4.52926463,0.56103877,0.10412202,0.19404845,0.14470381,0.24143874,0.02951906,0.00002162
-4.52326163,0.56274590,0.09941374,0.17223896,0.16687623,0.24546757,0.03318178,0.00002185
-4.51725863,0.57550979,0.09681252,0.15408750,0.19184967,0.25420334,0.03763024,0.00002249
-4.51125563,0.59923469,0.09625822,0.13943687,0.21968145,0.26758448,0.04294190,0.00002352
-4.50525263,0.63371751,0.09767425,0.12810047,0.25038190,0.28549322,0.04920143,0.00002494
-4.49924962,0.67865482,0.10097045,0.11987164,0.28390799,0.30775606,0.05650192,0.00002672
-4.49324662,0.73364946,0.10604552,0.11453206,0.32015783,0.33414436,0.06494614,0.00002884
-4.48724362,0.79821713,0.11278916,0.11185900,0.35896658,0.36437514,0.07464780,0.00003127
-4.48124062,0.87179345,0.12108384,0.11163148,0.40010392,0.39811250,0.08573261,0.00003397
-4.47523762,0.95374181,0.13080641,0.11363537,0.44327355,0.43496991,0.09833915,0.00003691
-4.46923462,1.04336263,0.14182953,0.11766748,0.48811491,0.47451375,0.11261933,0.00004005
-4.46323162,1.13990408,0.15402298,0.12353884,0.53420738,0.51626837,0.12873826,0.00004335
-4.45722861,1.24257463,0.16725502,0.13107717,0.58107695,0.55972274,0.14687345,0.00004675
-4.45122561,1.35055722,0.18139371,0.14012872,0.62820539,0.60433894,0.16721305,0.00005022
-4.44522261,1.46302480,0.19630824,0.15055960,0.67504172,0.64956220,0.18995297,0.00005370
-4.43921961,1.57915682,0.21187027,0.16225657,0.72101564,0.69483258,0.21529280,0.00005716
-4.43321661,1.69815575,0.22795519,0.17512745,0.76555254,0.73959772,0.24343027,0.00006055
-4.42721361,1.81926301,0.24444330,0.18910095,0.80808954,0.78332636,0.27455429,0.00006383
-4.42121061,1.94177305,0.26122071,0.20412609,0.84809182,0.82552200,0.30883652,0.00006696
-4.41520760,2.06504470,0.27818002,0.22017102,0.88506861,0.86573609,0.34642161,0.00006993
-4.40920460,2.18850881,0.29522058,0.23722119,0.91858813,0.90358007,0.38741631,0.00007269
-4.40320160,2.31167116,0.31224828,0.25527682,0.94829069,0.93873556,0.43187768,0.00007524
-4.39719860,2.43411024,0.32917495,0.27434957,0.97389925,0.97096208,0.47980095,0.00007757
-4.39119560,2.55546942,0.34591722,0.29445845,0.99522699,1.00010176,0.53110756,0.00007968
-4.38519260,2.67544357,0.36239487,0.31562491,1.01218133,1.02608059,0.58563386,0.00008156
-4.37918959,2.79376059,0.37852896,0.33786719,1.02476424,1.04890607,0.64312133,0.00008324
-4.37318659,2.91015863,0.39423956,0.36119413,1.03306867,1.06866108,0.70320899,0.00008474
-4.36718359,3.02436030,0.40944347,0.38559848,1.03727123,1.08549423,0.76542866,0.00008606
-4.36118059,3.13604533,0.42405198,0.41105015,1.03762158,1.09960710,0.82920376,0.00008724
-4.35517759,3.24482358,0.43796894,0.43748949,1.03442887,1.11123884,0.89385219,0.00008830
-4.34917459,3.35021025,0.45108928,0.46482118,1.02804598,1.12064906,0.95859370,0.00008927
-4.34317159,3.45160534,0.46329821,0.49290890,1.01885246,1.12809980,1.02256186,0.00009018
-4.33716858,3.54827923,0.47447124,0.52157131,1.00723689,1.13383755,1.08482067,0.00009104
-4.33116558,3.63936589,0.48447512,0.55057957,0.99357976,1.13807652,1.14438550,0.00009186
-4.32516258,3.72386500,0.49316975,0.57965682,0.97823756,1.14098387,1.20024773,0.00009266
-4.31915958,3.80065382,0.50041113,0.60847981,0.96152912,1.14266803,1.25140244,0.00009344
-4.31315658,3.86850875,0.50605517,0.63668289,0.94372471,1.14317070,1.29687794,0.00009418
-4.30715358,3.92613635,0.50996222,0.66386424,0.92503850,1.14246308,1.33576612,0.00009489
