energy_ev,total_up,Ag_p_up,Ag_d_up,Ge_p_up,Ge_d_up,Te_p_up,Te_d_up
-6.00000000,2.54925163,0.11261975,2.39204311,0.02050090,0.00000000,0.11461132,0.00000000
-5.99399700,2.41530632,0.10830439,2.26848272,0.01983574,0.00000000,0.10690358,0.00000000
-5.98799400,2.28051426,0.10486809,2.14298235,0.01925028,0.00000000,0.09995355,0.00000000
-5.98199100,2.14641032,0.10241465,2.01694630,0.01875801,0.00000000,0.09385570,0.00000000
-5.97598799,2.01454383,0.10104268,1.89180882,0.01837257,0.00000000,0.08869238,0.00000000
-5.96998499,1.88643676,0.10084267,1.76899480,0.01810718,0.00000000,0.08453215,0.00000000
-5.96398199,1.76354505,0.10189398,1.64988328,0.01797410,0.00000000,0.08142839,0.00000000
-5.95797899,1.64722449,0.10426216,1.53577478,0.01798416,0.00000000,0.07941839,0.00000000
-5.95197599,1.53870157,0.10799651,1.42786319,0.01814628,0.00000000,0.07852269,0.00000000
-5.94597299,1.43905014,0.11312793,1.32721288,0.01846710,0.00000000,0.07874490,0.00000000
-5.93996998,1.34917403,0.11966723,1.23474131,0.01895065,0.00000000,0.08007177,0.00000000
-5.93396698,1.26979587,0.12760397,1.15120714,0.01959812,0.00000000,0.08247367,0.00000000
-5.92796398,1.20145183,0.13690573,1.07720403,0.02040776,0.00000000,0.08590539,0.00000000
-5.92196098,1.14449216,0.14751813,1.01315943,0.02137489,0.00000000,0.09030731,0.00000000
-5.91595798,1.09908688,0.15936537,0.95933829,0.02249196,0.00000000,0.09560692,0.00000000
-5.90995498,1.06523615,0.17235153,0.91585079,0.02374882,0.00000000,0.10172065,0.00000000
-5.90395198,1.04278450,0.18636243,0.88266358,0.02513303,0.00000000,0.10855605,0.00000000
-5.89794897,1.03143802,0.20126826,0.85961356,0.02663029,0.00000000,0.11601425,0.00000000
-5.89194597,1.03078368,0.21692654,0.84642358,0.02822499,0.00000000,0.12399269,0.00000000
-5.88594297,1.04030983,0.23318574,0.84271900,0.02990072,0.00000000,0.13238796,0.00000000
-5.87993997,1.05942679,0.24988905,0.84804445,0.03164092,0.00000000,0.14109875,0.00000000
-5.87393697,1.08748689,0.26687835,0.86187995,0.03342946,0.00000000,0.15002881,0.00000000
-5.86793397,1.12380283,0.28399817,0.88365578,0.03525123,0.00000000,0.15908969,0.00000000
-5.86193097,1.16766382,0.30109935,0.91276549,0.03709264,0.00000000,0.16820324,0.00000000
