energy_ev,total_up,C_s_up,C_p_up,Li_s_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.42971486,1.36305480,0.01500314,0.12706853,0.19835227,0.00653946,0.74046788,0.43792253,0.26590899
-5.42371186,1.27502063,0.01462789,0.12387032,0.18099172,0.00591638,0.69092096,0.42681505,0.24502588
-5.41770885,1.19952016,0.01423173,0.12231013,0.16572193,0.00534880,0.64750235,0.42138121,0.22678548
-5.41170585,1.13757350,0.01381693,0.12254117,0.15265640,0.00484119,0.61070730,0.42200990,0.21139746
-5.40570285,1.09004094,0.01338626,0.12471007,0.14187417,0.00439671,0.58094449,0.42907558,0.19903135
-5.39969985,1.05761753,0.01294301,0.12895336,0.13342128,0.00401730,0.55853462,0.44292716,0.18981698
-5.39369685,1.04082705,0.01249102,0.13539350,0.12731259,0.00370370,0.54370891,0.46387440,0.18384514
-5.38769385,1.04001476,0.01203458,0.14413432,0.12353342,0.00345563,0.53660703,0.49217225,0.18116829
-5.38169085,1.05533874,0.01157837,0.15525621,0.12204118,0.00327183,0.53727440,0.52800352,0.18180116
-5.37568784,1.08675989,0.01112729,0.16881105,0.12276668,0.00315021,0.54565883,0.57146056,0.18572110
-5.36968484,1.13403115,0.01068632,0.18481712,0.12561524,0.00308792,0.56160670,0.62252672,0.19286826
-5.36368184,1.19668670,0.01026030,0.20325421,0.13046762,0.00308146,0.58485916,0.68105864,0.20314549
-5.35767884,1.27403232,0.00985378,0.22405924,0.13718076,0.00312674,0.61504875,0.74677020,0.21641831
-5.35167584,1.36513806,0.00947078,0.24712254,0.14558855,0.00321922,0.65169714,0.81921937,0.23251488
-5.34567284,1.46883489,0.00911464,0.27228524,0.15550273,0.00335392,0.69421466,0.89779894,0.25122627
-5.33966983,1.58371645,0.00878784,0.29933789,0.16671414,0.00352554,0.74190227,0.98173203,0.27230732
-5.33366683,1.70814735,0.00849193,0.32802060,0.17899438,0.00372852,0.79395662,1.07007336,0.29547813
-5.32766383,1.84027892,0.00822743,0.35802485,0.19209809,0.00395716,0.84947856,1.16171675,0.32042643
-5.32166083,1.97807317,0.00799377,0.38899720,0.20576595,0.00420568,0.90748558,1.25540926,0.34681112
-5.31565783,2.11933504,0.00778939,0.42054466,0.21972839,0.00446834,0.96692812,1.34977200,0.37426670
-5.30965483,2.26175273,0.00761176,0.45224195,0.23371004,0.00473957,1.02670962,1.44332735,0.40240903
-5.30365183,2.40294535,0.00745749,0.48364034,0.24743492,0.00501409,1.08570995,1.53453189,0.43084190
-5.29764882,2.54051636,0.00732251,0.51427778,0.26063210,0.00528704,1.14281144,1.62181403,0.45916464
-5.29164582,2.67211122,0.00720225,0.54369010,0.27304173,0.00555413,1.19692677,1.70361516,0.48698028
-5.28564282,2.79547697,0.00709181,0.57142276,0.28442127,0.00581173,1.24702746,1.77843259,0.51390403
-5.27963982,2.90852123,0.00698619,0.59704282,0.29455149,0.00605707,1.29217190,1.84486273,0.53957184
-5.27363682,3.00936816,0.00688051,0.62015049,0.30324213,0.00628826,1.33153162,1.90164254,0.56364856
-5.26763382,3.09640881,0.00677018,0.64038985,0.31033686,0.00650444,1.36441449,1.94768757,0.58583531
-5.26163082,3.16834335,0.00665108,0.65745832,0.31571726,0.00670577,1.39028385,1.98212479,0.60587594
-5.25562781,3.22421337,0.00651972,0.67111445,0.31930563,0.00689348,1.40877248,2.00431875,0.62356196
-5.24962481,3.26342253,0.00637334,0.68118360,0.32106656,0.00706981,1.41969072,2.01388989,0.63873597
-5.24362181,3.28574451,0.00620998,0.68756145,0.32100689,0.00723794,1.42302828,2.01072420,0.65129332
-5.23761881,3.29131814,0.00602856,0.69021517,0.31917440,0.00740190,1.41894962,1.99497378,0.66118198
-5.23161581,3.28062975,0.00582881,0.68918209,0.31565492,0.00756632,1.40778312,1.96704835,0.66840064
-5.22561281,3.25448381,0.00561131,0.68456629,0.31056829,0.00773632,1.39000449,1.92759817,0.67299516
-5.21960980,3.21396342,0.00537736,0.67653304,0.30406308,0.00791719,1.36621532,1.87748936,0.67505365
-5.21360680,3.16038269,0.00512892,0.66530158,0.29631058,0.00811420,1.33711778,1.81777261,0.67470043
-5.20760380,3.09523339,0.00486851,0.65113657,0.28749812,0.00833228,1.30348670,1.74964711,0.67208920
-5.20160080,3.02012850,0.00459907,0.63433866,0.27782219,0.00857578,1.26614043,1.67442108,0.66739583
-5.19559780,2.93674545,0.00432380,0.61523460,0.26748163,0.00884823,1.22591179,1.59347088,0.66081115
-5.18959480,2.84677156,0.00404609,0.59416736,0.25667108,0.00915210,1.18362047,1.50820035,0.65253411
-5.18359180,2.75185417,0.00376936,0.57148674,0.24557520,0.00948862,1.14004811,1.42000215,0.64276564
-5.17758879,2.65355735,0.00349693,0.54754070,0.23436362,0.00985768,1.09591693,1.33022238,0.63170343
-5.17158579,2.55332680,0.00323198,0.52266791,0.22318701,0.01025775,1.05187288,1.24012984,0.61953793
-5.16558279,2.45246398,0.00297740,0.49719145,0.21217426,0.01068591,1.00847359,1.15089082,0.60644962
-5.15957979,2.35210979,0.00273578,0.47141417,0.20143081,0.01113788,0.96618152,1.06354980,0.59260756
-5.15357679,2.25323783,0.00250935,0.44561538,0.19103820,0.01160819,0.92536202,0.97901656,0.57816926
-5.14757379,2.15665650,0.00229996,0.42004908,0.18105467,0.01209039,0.88628613,0.89805944,0.56328157
-5.14157079,2.06301889,0.00210907,0.39494354,0.17151672,0.01257727,0.84913746,0.82130433,0.54808256
-5.13556778,1.97283898,0.00193777,0.37050208,0.16244147,0.01306119,0.81402229,0.74923896,0.53270399
-5.12956478,1.88651249,0.00178679,0.34690473,0.15382959,0.01353438,0.78098224,0.68222152,0.51727417
-5.12356178,1.80434053,0.00165655,0.32431071,0.14566862,0.01398926,0.75000828,0.62049276,0.50192077
-5.11755878,1.72655419,0.00154716,0.30286125,0.13793646,0.01441876,0.72105526,0.56419059,0.48677351
-5.11155578,1.65333829,0.00145852,0.28268273,0.13060478,0.01481661,0.69405607,0.51336610,0.47196609
-5.10555278,1.58485280,0.00139032,0.26388962,0.12364233,0.01517758,0.66893453,0.46800022,0.45763755
-5.09954977,1.52125055,0.00134209,0.24658722,0.11701774,0.01549764,0.64561636,0.42801994,0.44393244
-5.09354677,1.46269036,0.00131326,0.23087388,0.11070199,0.01577413,0.62403785,0.39331360,0.43100008
-5.08754377,1.40934502,0.00130318,0.21684264,0.10467022,0.01600575,0.60415182,0.36374444,0.41899257
-5.08154077,1.36140379,0.00131119,0.20458207,0.09890302,0.01619254,0.58593073,0.33916212,0.40806182
-5.07553777,1.31906978,0.00133659,0.19417636,0.09338710,0.01633578,0.56936729,0.31941188,0.39835555
-5.06953477,1.28255262,0.00137877,0.18570465,0.08811546,0.01643784,0.55447253,0.30434120,0.39001253
-5.06353177,1.25205727,0.00143718,0.17923951,0.08308696,0.01650191,0.54127195,0.29380404,0.38315738
-5.05752876,1.22776999,0.00151139,0.17484476,0.07830566,0.01653177,0.52980022,0.28766272,0.37789502
-5.05152576,1.20984267,0.00160112,0.17257278,0.07377967,0.01653148,0.52009501,0.28578777,0.37430532
-5.04552276,1.19837682,0.00170634,0.17246133,0.06951994,0.01650516,0.51219059,0.28805598,0.37243809
-5.03951976,1.19340837,0.00182727,0.17453011,0.06553886,0.01645662,0.50611174,0.29434709,0.37230887
-5.03351676,1.19489458,0.00196444,0.17877735,0.06184891,0.01638923,0.50186861,0.30453954,0.37389574
-5.02751376,1.20270403,0.00211880,0.18517651,0.05846143,0.01630564,0.49945290,0.31850561,0.37713736
-5.02151076,1.21661044,0.00229173,0.19367335,0.05538543,0.01620773,0.49883565,0.33610649,0.38193252
-5.01550775,1.23629098,0.00248513,0.20418361,0.05262681,0.01609649,0.49996691,0.35718755,0.38814123
-5.00950475,1.26132931,0.00270146,0.21659147,0.05018769,0.01597207,0.50277733,0.38157425,0.39558743
-5.00350175,1.29122339,0.00294380,0.23074893,0.04806604,0.01583382,0.50718141,0.40906891,0.40406327
-4.99749875,1.32539764,0.00321584,0.24647633,0.04625569,0.01568043,0.51308238,0.43944859,0.41333478
-4.99149575,1.36321915,0.00352192,0.26356395,0.04474645,0.01551010,0.52037820,0.47246429,0.42314884
-4.98549275,1.40401695,0.00386698,0.28177496,0.04352459,0.01532080,0.52896828,0.50784144,0.43324109
-4.97948974,1.44710360,0.00425649,0.30084945,0.04257344,0.01511042,0.53876049,0.54528182,0.44334455
-4.97348674,1.49179786,0.00469634,0.32050960,0.04187415,0.01487710,0.54967786,0.58446674,0.45319853
-4.96748374,1.53744761,0.00519275,0.34046588,0.04140656,0.01461936,0.56166455,0.62506142,0.46255750
-4.96148074,1.58345164,0.00575200,0.36042403,0.04115012,0.01433636,0.57469064,0.66672033,0.47119967
-4.95547774,1.62927953,0.00638028,0.38009255,0.04108474,0.01402806,0.58875537,0.70909329,0.47893471
-4.94947474,1.67448862,0.00708336,0.39919048,0.04119167,0.01369525,0.60388866,0.75183205,0.48561057
-4.94347174,1.71873736,0.00786637,0.41745519,0.04145425,0.01333969,0.62015067,0.79459703,0.49111887
-4.93746873,1.76179452,0.00873342,0.43464976,0.04185857,0.01296405,0.63762956,0.83706398,0.49539900
-4.93146573,1.80354400,0.00968733,0.45056974,0.04239392,0.01257188,0.65643744,0.87893022,0.49844039
-4.92546273,1.84398509,0.01072929,0.46504897,0.04305321,0.01216748,0.67670478,0.91992023,0.50028328
-4.91945973,1.88322836,0.01185861,0.47796423,0.04383308,0.01175576,0.69857369,0.95979036,0.50101773
-4.91345673,1.92148747,0.01307245,0.48923842,0.04473400,0.01134208,0.72219033,0.99833247,0.50078103
-4.90745373,1.95906744,0.01436566,0.49884239,0.04576011,0.01093202,0.74769691,1.03537640,0.49975367
-4.90145073,1.99634990,0.01573061,0.50679498,0.04691895,0.01053119,0.77522366,1.07079121,0.49815401
-4.89544772,2.03377609,0.01715724,0.51316166,0.04822107,0.01014503,0.80488129,1.10448504,0.49623185
-4.88944472,2.07182822,0.01863305,0.51805152,0.04967951,0.00977865,0.83675400,1.13640392,0.49426114
-4.88344172,2.11100996,0.02014331,0.52161295,0.05130917,0.00943663,0.87089356,1.16652921,0.49253217
-4.87743872,2.15182671,0.02167127,0.52402806,0.05312614,0.00912291,0.90731446,1.19487416,0.49134338
-4.87143572,2.19476621,0.02319855,0.52550613,0.05514686,0.00884070,0.94599030,1.22147950,0.49099306
-4.86543272,2.24028005,0.02470555,0.52627634,0.05738734,0.00859244,0.98685138,1.24640831,0.49177129
-4.85942971,2.28876646,0.02617194,0.52657995,0.05986228,0.00837976,1.02978349,1.26974034,0.49395215
-4.85342671,2.34055483,0.02757722,0.52666236,0.06258416,0.00820350,1.07462775,1.29156601,0.49778660
-4.84742371,2.39589209,0.02890129,0.52676511,0.06556240,0.00806376,1.12118141,1.31198015,0.50349603
-4.84142071,2.45493142,0.03012500,0.52711822,0.06880246,0.00796002,1.16919950,1.33107594,0.51126672
-4.83541771,2.51772327,0.03123070,0.52793305,0.07230509,0.00789115,1.21839720,1.34893896,0.52124534
-4.82941471,2.58420914,0.03220276,0.52939582,0.07606559,0.00785559,1.26845290,1.36564175,0.53353548
-4.82341171,2.65421810,0.03302798,0.53166199,0.08007327,0.00785145,1.31901197,1.38123901,0.54819550
-4.81740870,2.72746645,0.03369592,0.53485173,0.08431099,0.00787661,1.36969116,1.39576364,0.56523749
-4.81140570,2.80356059,0.03419916,0.53904644,0.08875492,0.00792888,1.42008384,1.40922387,0.58462759
-4.80540270,2.88200332,0.03453342,0.54428655,0.09337458,0.00800608,1.46976611,1.42160148,0.60628758
-4.79939970,2.96220369,0.03469758,0.55057052,0.09813301,0.00810615,1.51830382,1.43285143,0.63009770
-4.79339670,3.04349035,0.03469361,0.55785525,0.10298732,0.00822726,1.56526066,1.44290294,0.65590061
-4.78739370,3.12512832,0.03452636,0.56605776,0.10788942,0.00836787,1.61020726,1.45166198,0.68350649
-4.78139070,3.20633894,0.03420332,0.57505809,0.11278709,0.00852683,1.65273120,1.45901522,0.71269899
-4.77538769,3.28632238,0.03373427,0.58470351,0.11762519,0.00870339,1.69244791,1.46483535,0.74324190
-4.76938469,3.36428219,0.03313090,0.59481369,0.12234717,0.00889725,1.72901186,1.46898749,0.77488631
-4.76338169,3.43945090,0.03240640,0.60518686,0.12689666,0.00910861,1.76212798,1.47133657,0.80737784
-4.75737869,3.51111554,0.03157501,0.61560665,0.13121918,0.00933811,1.79156257,1.47175515,0.84046385
-4.75137569,3.57864209,0.03065166,0.62584936,0.13526381,0.00958685,1.81715317,1.47013143,0.87390009
-4.74537269,3.64149734,0.02965152,0.63569139,0.13898488,0.00985633,1.83881683,1.46637695,0.90745652
-4.73936968,3.69926707,0.02858969,0.64491658,0.14234337,0.01014840,1.85655606,1.46043342,0.94092210
-4.73336668,3.75166923,0.02748085,0.65332301,0.14530819,0.01046515,1.87046199,1.45227839,0.97410809
-4.72736368,3.79856126,0.02633904,0.66072911,0.14785711,0.01080883,1.88071418,1.44192921,1.00684983
-4.72136068,3.83994074,0.02517740,0.66697867,0.14997729,0.01118171,1.88757687,1.42944499,1.03900680
-4.71535768,3.87593910,0.02400805,0.67194460,0.15166550,0.01158594,1.89139143,1.41492643,1.07046098
-4.70935468,3.90680833,0.02284195,0.67553123,0.15292786,0.01202342,1.89256516,1.39851322,1.10111351
-4.70335168,3.93290121,0.02168885,0.67767508,0.15377918,0.01249559,1.89155682,1.38037932,1.13088005
-4.69734867,3.95464603,0.02055723,0.67834411,0.15424197,0.01300334,1.88885931,1.36072613,1.15968490
-4.69134567,3.97251699,0.01945430,0.67753549,0.15434509,0.01354682,1.88498028,1.33977398,1.18745450
-4.68534267,3.98700192,0.01838605,0.67527214,0.15412215,0.01412532,1.88042165,1.31775241,1.21411063
-4.67933967,3.99856929,0.01735721,0.67159820,0.15360980,0.01473714,1.87565898,1.29488982,1.23956389
-4.67333667,4.00763632,0.01637140,0.66657385,0.15284589,0.01537956,1.87112170,1.27140305,1.26370794
-4.66733367,4.01454015,0.01543111,0.66026977,0.15186765,0.01604872,1.86717539,1.24748764,1.28641498
-4.66133067,4.01951404,0.01453783,0.65276165,0.15071013,0.01673969,1.86410689,1.22330930,1.30753301
-4.65532766,4.02266985,0.01369211,0.64412504,0.14940462,0.01744646,1.86211314,1.19899717,1.32688490
-4.64932466,4.02398813,0.01289366,0.63443102,0.14797757,0.01816204,1.86129430,1.17463926,1.34426989
-4.64332166,4.02331640,0.01214143,0.62374278,0.14644966,0.01887855,1.86165147,1.15028048,1.35946714
-4.63731866,4.02037581,0.01143377,0.61211343,0.14483536,0.01958742,1.86308917,1.12592316,1.37224158
-4.63131566,4.01477574,0.01076847,0.59958507,0.14314277,0.02027951,1.86542224,1.10153026,1.38235167
-4.62531266,4.00603557,0.01014293,0.58618919,0.14137381,0.02094538,1.86838688,1.07703085,1.38955866
-4.61930965,3.99361220,0.00955428,0.57194819,0.13952482,0.02157544,1.87165503,1.05232764,1.39363697
-4.61330665,3.97693178,0.00899946,0.55687804,0.13758733,0.02216023,1.87485131,1.02730596,1.39438507
-4.60730365,3.95542368,0.00847537,0.54099159,0.13554907,0.02269060,1.87757154,1.00184373,1.39163624
-4.60130065,3.92855476,0.00797895,0.52430248,0.13339519,0.02315793,1.87940185,0.97582162,1.38526863
-4.59529765,3.89586192,0.00750730,0.50682915,0.13110949,0.02355433,1.87993734,0.94913306,1.37521401
-4.58929465,3.85698134,0.00705775,0.48859873,0.12867567,0.02387277,1.87879942,0.92169319,1.36146475
-4.58329165,3.81167255,0.00662793,0.46965052,0.12607860,0.02410728,1.87565095,0.89344655,1.34407856
-4.57728864,3.75983651,0.00621581,0.45003867,0.12330542,0.02425303,1.87020863,0.86437288,1.32318084
-4.57128564,3.70152665,0.00581973,0.42983412,0.12034654,0.02430644,1.86225218,0.83449093,1.29896436
-4.56528264,3.63695281,0.00543843,0.40912540,0.11719646,0.02426523,1.85163005,0.80386009,1.27168641
-4.55927964,3.56647792,0.00507100,0.38801840,0.11385438,0.02412848,1.83826168,0.77257981,1.24166359
-4.55327664,3.49060821,0.00471690,0.36663521,0.11032468,0.02389665,1.82213657,0.74078709,1.20926433
-4.54727364,3.40997763,0.00437590,0.34511182,0.10661709,0.02357157,1.80331032,0.70865213,1.17489985
-4.54127064,3.32532761,0.00404806,0.32359523,0.10274674,0.02315643,1.78189834,0.67637257,1.13901370
-4.53526763,3.23748355,0.00373362,0.30223985,0.09873402,0.02265577,1.75806770,0.64416672,1.10207056
-4.52926463,3.14732928,0.00343300,0.28120349,0.09460423,0.02207537,1.73202768,0.61226611,1.06454475
-4.52326163,3.05578090,0.00314672,0.26064326,0.09038714,0.02142224,1.70401983,0.58090792,1.02690897
-4.51725863,2.96376121,0.00287534,0.24071146,0.08611633,0.02070451,1.67430784,0.55032751,0.98962359
-4.51125563,2.87217573,0.00261944,0.22155179,0.08182848,0.01993127,1.64316806,0.52075141,0.95312701
-4.50525263,2.78189127,0.00237953,0.20329581,0.07756257,0.01911254,1.61088072,0.49239120,0.91782715
-4.49924962,2.69371753,0.00215604,0.18606013,0.07335897,0.01825899,1.57772242,0.46543819,0.88409451
-4.49324662,2.60839200,0.00194932,0.16994405,0.06925849,0.01738185,1.54395988,0.44005923,0.85225657
