energy_ev,total_up,As_p_up,As_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-6.00000000,0.07753724,0.03209507,0.00000000,0.00000000,0.01360697,0.01787393,0.01564383
-5.99399700,0.07631140,0.03158766,0.00000000,0.00000000,0.01339185,0.01759135,0.01539651
-5.98799400,0.07456559,0.03086501,0.00000000,0.00000000,0.01308547,0.01718891,0.01504428
-5.98199100,0.07233650,0.02994232,0.00000000,0.00000000,0.01269429,0.01667505,0.01459454
-5.97598799,0.06967010,0.02883862,0.00000000,0.00000000,0.01222637,0.01606039,0.01405657
-5.96998499,0.06662011,0.02757613,0.00000000,0.00000000,0.01169113,0.01535731,0.01344121
-5.96398199,0.06324617,0.02617955,0.00000000,0.00000000,0.01109904,0.01457955,0.01276048
-5.95797899,0.05961191,0.02467522,0.00000000,0.00000000,0.01046126,0.01374177,0.01202724
-5.95197599,0.05578300,0.02309031,0.00000000,0.00000000,0.00978933,0.01285913,0.01125472
-5.94597299,0.05182516,0.02145204,0.00000000,0.00000000,0.00909477,0.01194677,0.01045619
-5.93996998,0.04780237,0.01978688,0.00000000,0.00000000,0.00838881,0.01101943,0.00964456
-5.93396698,0.04377521,0.01811992,0.00000000,0.00000000,0.00768209,0.01009109,0.00883204
-5.92796398,0.03979946,0.01647423,0.00000000,0.00000000,0.00698439,0.00917460,0.00802990
-5.92196098,0.03592497,0.01487046,0.00000000,0.00000000,0.00630446,0.00828145,0.00724819
-5.91595798,0.03219482,0.01332643,0.00000000,0.00000000,0.00564986,0.00742159,0.00649560
-5.90995498,0.02864485,0.01185699,0.00000000,0.00000000,0.00502688,0.00660325,0.00577936
-5.90395198,0.02530339,0.01047385,0.00000000,0.00000000,0.00444049,0.00583299,0.00510519
-5.89794897,0.02219134,0.00918568,0.00000000,0.00000000,0.00389436,0.00511562,0.00447730
-5.89194597,0.01932251,0.00799818,0.00000000,0.00000000,0.00339092,0.00445433,0.00389849
-5.88594297,0.01670409,0.00691432,0.00000000,0.00000000,0.00293143,0.00385078,0.00337020
-5.87993997,0.01433732,0.00593463,0.00000000,0.00000000,0.00251611,0.00330526,0.00289269
-5.87393697,0.01221833,0.00505751,0.00000000,0.00000000,0.00214428,0.00281690,0.00246517
-5.86793397,0.01033894,0.00427955,0.00000000,0.00000000,0.00181452,0.00238383,0.00208599
-5.86193097,0.00868762,0.00359599,0.00000000,0.00000000,0.00152480,0.00200340,0.00175283
-5.85592796,0.00725028,0.00300099,0.00000000,0.00000000,0.00127266,0.00167242,0.00146284
-5.84992496,0.00601121,0.00248804,0.00000000,0.00000000,0.00105536,0.00138729,0.00121287
-5.84392196,0.00495380,0.00205026,0.00000000,0.00000000,0.00087000,0.00114426,0.00099955
-5.83791896,0.00406132,0.00168071,0.00000000,0.00000000,0.00071368,0.00093956,0.00081952
-5.83191596,0.00331753,0.00137266,0.00000000,0.00000001,0.00058357,0.00076956,0.00066950
-5.82591296,0.00270728,0.00111982,0.00000000,0.00000001,0.00047706,0.00063093,0.00054645
-5.81990995,0.00221699,0.00091655,0.00000000,0.00000002,0.00039184,0.00052076,0.00044763
-5.81390695,0.00183516,0.00075804,0.00000000,0.00000002,0.00032596,0.00043667,0.00037073
-5.80790395,0.00155273,0.00064050,0.00000000,0.00000004,0.00027794,0.00037696,0.00031394
-5.80190095,0.00136350,0.00056133,0.00000000,0.00000005,0.00024682,0.00034067,0.00027603
-5.79589795,0.00126452,0.00051922,0.00000000,0.00000008,0.00023228,0.00032777,0.00025644
-5.78989495,0.00125654,0.00051440,0.00000000,0.00000012,0.00023465,0.00033920,0.00025533
-5.78389195,0.00134437,0.00054875,0.00000000,0.00000017,0.00025508,0.00037709,0.00027374
-5.77788894,0.00153747,0.00062604,0.00000000,0.00000025,0.00029557,0.00044487,0.00031362
-5.77188594,0.00185039,0.00075214,0.00000000,0.00000036,0.00035911,0.00054746,0.00037799
-5.76588294,0.00230343,0.00093525,0.00000000,0.00000051,0.00044979,0.00069143,0.00047104
-5.75987994,0.00292323,0.00118615,0.00000000,0.00000073,0.00057292,0.00088526,0.00059825
-5.75387694,0.00374349,0.00151850,0.00000000,0.00000103,0.00073519,0.00113946,0.00076659
-5.74787394,0.00480557,0.00194911,0.00000000,0.00000144,0.00094474,0.00146686,0.00098459
-5.74187094,0.00615920,0.00249819,0.00000000,0.00000201,0.00121135,0.00188278,0.00126251
-5.73586793,0.00786302,0.00318957,0.00000000,0.00000277,0.00154650,0.00240517,0.00161246
-5.72986493,0.00998502,0.00405095,0.00000000,0.00000380,0.00196348,0.00305479,0.00204852
-5.72386193,0.01260277,0.00511393,0.00000000,0.00000517,0.00247742,0.00385525,0.00258675
-5.71785893,0.01580346,0.00641407,0.00000000,0.00000699,0.00310526,0.00483300,0.00324525
-5.71185593,0.01968347,0.00799073,0.00000000,0.00000937,0.00386570,0.00601719,0.00404406
-5.70585293,0.02434763,0.00988676,0.00000000,0.00001248,0.00477900,0.00743944,0.00500504
-5.69984992,0.02990796,0.01214803,0.00000000,0.00001651,0.00586674,0.00913341,0.00615162
-5.69384692,0.03648185,0.01482271,0.00000000,0.00002167,0.00715144,0.01113425,0.00750842
-5.68784392,0.04418968,0.01796028,0.00000000,0.00002824,0.00865607,0.01347779,0.00910084
-5.68184092,0.05315176,0.02161035,0.00000000,0.00003654,0.01040342,0.01619965,0.01095438
-5.67583792,0.06348472,0.02582121,0.00000000,0.00004694,0.01241540,0.01933407,0.01309396
-5.66983492,0.07529734,0.03063809,0.00000000,0.00005988,0.01471217,0.02291257,0.01554307
-5.66383192,0.08868579,0.03610134,0.00000000,0.00007582,0.01731125,0.02696259,0.01832280
-5.65782891,0.10372864,0.04224434,0.00000000,0.00009532,0.02022644,0.03150581,0.02145081
-5.65182591,0.12048152,0.04909133,0.00000000,0.00011898,0.02346687,0.03655662,0.02494027
-5.64582291,0.13897188,0.05665531,0.00000000,0.00014744,0.02703592,0.04212048,0.02879873
-5.63981991,0.15919387,0.06493594,0.00000000,0.00018139,0.03093025,0.04819237,0.03302708
-5.63381691,0.18110379,0.07391762,0.00000000,0.00022157,0.03513895,0.05475545,0.03761859
-5.62781391,0.20461622,0.08356792,0.00000000,0.00026870,0.03964281,0.06177992,0.04255802
-5.62181091,0.22960116,0.09383634,0.00000000,0.00032352,0.04441384,0.06922221,0.04782105
-5.61580790,0.25588252,0.10465360,0.00000000,0.00038673,0.04941506,0.07702463,0.05337382
-5.60980490,0.28323794,0.11593155,0.00000000,0.00045898,0.05460053,0.08511539,0.05917286
-5.60380190,0.31140044,0.12756364,0.00000000,0.00054081,0.05991582,0.09340923,0.06516530
-5.59779890,0.34006165,0.13942619,0.00000000,0.00063267,0.06529875,0.10180854,0.07128941
-5.59179590,0.36887694,0.15138033,0.00000000,0.00073482,0.07068055,0.11020504,0.07747558
-5.58579290,0.39747221,0.16327462,0.00000000,0.00084735,0.07598730,0.11848201,0.08364754
-5.57978989,0.42545228,0.17494834,0.00000000,0.00097011,0.08114174,0.12651691,0.08972400
-5.57378689,0.45241058,0.18623529,0.00000000,0.00110272,0.08606530,0.13418450,0.09562048
-5.56778389,0.47793990,0.19696807,0.00000000,0.00124447,0.09068032,0.14136013,0.10125150
-5.56178089,0.50164376,0.20698261,0.00000000,0.00139442,0.09491238,0.14792328,0.10653274
-5.55577789,0.52314799,0.21612276,0.00000000,0.00155126,0.09869268,0.15376102,0.11138342
-5.54977489,0.54211210,0.22424496,0.00000000,0.00171344,0.10196023,0.15877150,0.11572864
-5.54377189,0.55823991,0.23122248,0.00000000,0.00187907,0.10466401,0.16286696,0.11950151
-5.53776888,0.57128902,0.23694934,0.00000000,0.00204605,0.10676474,0.16597653,0.12264522
-5.53176588,0.58107876,0.24134365,0.00000000,0.00221204,0.10823638,0.16804839,0.12511473
-5.52576288,0.58749623,0.24435017,0.00000000,0.00237454,0.10906713,0.16905135,0.12687817
-5.51975988,0.59050019,0.24594204,0.00000000,0.00253094,0.10926005,0.16897573,0.12791782
-5.51375688,0.59012266,0.24612170,0.00000000,0.00267860,0.10883312,0.16783358,0.12823067
-5.50775388,0.58646810,0.24492073,0.00000000,0.00281494,0.10781881,0.16565807,0.12782845
-5.50175088,0.57971028,0.24239892,0.00000000,0.00293751,0.10626321,0.16250234,0.12673732
-5.49574787,0.57008693,0.23864232,0.00000000,0.00304403,0.10422461,0.15843759,0.12499698
-5.48974487,0.55789237,0.23376061,0.00000000,0.00313256,0.10177173,0.15355073,0.12265948
-5.48374187,0.54346848,0.22788371,0.00000000,0.00320146,0.09898166,0.14794162,0.11978763
-5.47773887,0.52719426,0.22115781,0.00000000,0.00324952,0.09593745,0.14171990,0.11645309
-5.47173587,0.50947453,0.21374108,0.00000000,0.00327600,0.09272558,0.13500183,0.11273429
-5.46573287,0.49072796,0.20579907,0.00000000,0.00328060,0.08943335,0.12790691,0.10871415
-5.45972986,0.47137513,0.19750002,0.00000000,0.00326356,0.08614632,0.12055480,0.10447777
-5.45372686,0.45182678,0.18901033,0.00000000,0.00322556,0.08294578,0.11306225,0.10011013
-5.44772386,0.43247287,0.18049016,0.00000000,0.00316777,0.07990646,0.10554050,0.09569388
-5.44172086,0.41367258,0.17208949,0.00000000,0.00309177,0.07709451,0.09809296,0.09130728
-5.43571786,0.39574582,0.16394471,0.00000000,0.00299951,0.07456580,0.09081340,0.08702245
-5.42971486,0.37896631,0.15617571,0.00000000,0.00289325,0.07236459,0.08378459,0.08290383
-5.42371186,0.36355659,0.14888382,0.00000000,0.00277547,0.07052267,0.07707745,0.07900702
-5.41770885,0.34968503,0.14215043,0.00000000,0.00264881,0.06905891,0.07075071,0.07537806
-5.41170585,0.33746494,0.13603644,0.00000000,0.00251602,0.06797935,0.06485104,0.07205302
-5.40570285,0.32695586,0.13058259,0.00000000,0.00237985,0.06727770,0.05941359,0.06905812
-5.39969985,0.31816695,0.12581050,0.00000000,0.00224301,0.06693635,0.05446299,0.06641017
-5.39369685,0.31106236,0.12172458,0.00000000,0.00210812,0.06692780,0.05001465,0.06411753
-5.38769385,0.30556842,0.11831464,0.00000000,0.00197767,0.06721649,0.04607634,0.06218135
-5.38169085,0.30158246,0.11555907,0.00000000,0.00185400,0.06776096,0.04265000,0.06059724
-5.37568784,0.29898281,0.11342855,0.00000000,0.00173929,0.06851630,0.03973367,0.05935709
-5.36968484,0.29763978,0.11189021,0.00000000,0.00163555,0.06943677,0.03732352,0.05845126
-5.36368184,0.29742715,0.11091184,0.00000000,0.00154466,0.07047849,0.03541583,0.05787074
-5.35767884,0.29823368,0.11046630,0.00000000,0.00146838,0.07160218,0.03400896,0.05760944
-5.35167584,0.29997423,0.11053569,0.00000000,0.00140839,0.07277575,0.03310509,0.05766633
-5.34567284,0.30259993,0.11111520,0.00000000,0.00136630,0.07397666,0.03271180,0.05804753
-5.33966983,0.30610710,0.11221650,0.00000000,0.00134375,0.07519397,0.03284333,0.05876797
-5.33366683,0.31054418,0.11387039,0.00000000,0.00134233,0.07642998,0.03352153,0.05985277
-5.32766383,0.31601662,0.11612857,0.00000000,0.00136371,0.07770135,0.03477633,0.06133819
-5.32166083,0.32268909,0.11906451,0.00000000,0.00140958,0.07903962,0.03664587,0.06327189
-5.31565783,0.33078494,0.12277314,0.00000000,0.00148167,0.08049114,0.03917601,0.06571279
-5.30965483,0.34058273,0.12736943,0.00000000,0.00158170,0.08211630,0.04241944,0.06873010
-5.30365183,0.35240967,0.13298579,0.00000000,0.00171138,0.08398814,0.04643420,0.07240178
-5.29764882,0.36663220,0.13976828,0.00000000,0.00187231,0.08619022,0.05128174,0.07681239
-5.29164582,0.38364380,0.14787173,0.00000000,0.00206592,0.08881405,0.05702445,0.08205023
-5.28564282,0.40385040,0.15745393,0.00000000,0.00229337,0.09195578,0.06372280,0.08820402
-5.27963982,0.42765373,0.16866899,0.00000000,0.00255545,0.09571268,0.07143217,0.09535907
-5.27363682,0.45543330,0.18166008,0.00000000,0.00285248,0.10017910,0.08019934,0.10359317
-5.26763382,0.48752746,0.19655190,0.00000000,0.00318417,0.10544239,0.09005893,0.11297228
-5.26163082,0.52421435,0.21344301,0.00000000,0.00354954,0.11157870,0.10102984,0.12354618
-5.25562781,0.56569342,0.23239846,0.00000000,0.00394682,0.11864891,0.11311184,0.13534429
-5.24962481,0.61206830,0.25344290,0.00000000,0.00437334,0.12669484,0.12628242,0.14837186
-5.24362181,0.66333178,0.27655466,0.00000000,0.00482554,0.13573587,0.14049424,0.16260657
-5.23761881,0.71935349,0.30166080,0.00000000,0.00529891,0.14576609,0.15567312,0.17799593
-5.23161581,0.77987106,0.32863375,0.00000000,0.00578800,0.15675218,0.17171681,0.19445545
-5.22561281,0.84448515,0.35728941,0.00000000,0.00628651,0.16863206,0.18849469,0.21186777
-5.21960980,0.91265885,0.38738719,0.00000000,0.00678734,0.18131442,0.20584837,0.23008288
-5.21360680,0.98372160,0.41863176,0.00000000,0.00728278,0.19467918,0.22359337,0.24891941
-5.20760380,1.05687780,0.45067694,0.00000000,0.00776462,0.20857893,0.24152180,0.26816708
-5.20160080,1.13121991,0.48313125,0.00000000,0.00822443,0.22284124,0.25940600,0.28759017
-5.19559780,1.20574590,0.51556540,0.00000000,0.00865371,0.23727195,0.27700315,0.30693214
-5.18959480,1.27938047,0.54752126,0.00000000,0.00904421,0.25165928,0.29406058,0.32592100
-5.18359180,1.35099956,0.57852218,0.00000000,0.00938814,0.26577857,0.31032178,0.34427548
-5.17758879,1.41945731,0.60808430,0.00000000,0.00967844,0.27939770,0.32553275,0.36171176
-5.17158579,1.48361469,0.63572857,0.00000000,0.00990901,0.29228285,0.33944858,0.37795052
-5.16558279,1.54236893,0.66099293,0.00000000,0.01007493,0.30420455,0.35184006,0.39272404
-5.15957979,1.59468258,0.68344451,0.00000000,0.01017263,0.31494374,0.36249990,0.40578324
-5.15357679,1.63961154,0.70269113,0.00000000,0.01020000,0.32429769,0.37124859,0.41690430
-5.14757379,1.67633091,0.71839203,0.00000000,0.01015654,0.33208560,0.37793945,0.42589470
-5.14157079,1.70415788,0.73026728,0.00000000,0.01004332,0.33815363,0.38246293,0.43259848
-5.13556778,1.72257099,0.73810563,0.00000000,0.00986297,0.34237930,0.38474975,0.43690058
-5.12956478,1.73122506,0.74177062,0.00000000,0.00961966,0.34467500,0.38477312,0.43873004
-5.12356178,1.72996139,0.74120465,0.00000000,0.00931891,0.34499058,0.38254961,0.43806215
-5.11755878,1.71881304,0.73643107,0.00000000,0.00896748,0.34331492,0.37813900,0.43491926
-5.11155578,1.69800491,0.72755412,0.00000000,0.00857315,0.33967643,0.37164292,0.42937050
-5.10555278,1.66794889,0.71475679,0.00000000,0.00814451,0.33414246,0.36320255,0.42153027
-5.09954977,1.62923420,0.69829678,0.00000000,0.00769074,0.32681770,0.35299522,0.41155563
-5.09354677,1.58261344,0.67850068,0.00000000,0.00722137,0.31784159,0.34123043,0.39964275
-5.08754377,1.52898475,0.65575654,0.00000000,0.00674608,0.30738484,0.32814504,0.38602247
-5.08154077,1.46937077,0.63050515,0.00000000,0.00627445,0.29564527,0.31399814,0.37095512
-5.07553777,1.40489518,0.60323028,0.00000000,0.00581581,0.28284297,0.29906557,0.35472489
-5.06953477,1.33675742,0.57444821,0.00000000,0.00537908,0.26921510,0.28363428,0.33763375
-5.06353177,1.26620642,0.54469676,0.00000000,0.00497262,0.25501038,0.26799677,0.31999517
-5.05752876,1.19451408,0.51452424,0.00000000,0.00460413,0.24048348,0.25244566,0.30212782
