energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.87993997,4.19412057,0.04868880,0.01940290,1.27234514,0.62618096,0.12849086,2.60918367,0.60759766,0.09321363
-5.87393697,4.09656757,0.04834570,0.01869284,1.25052774,0.63085575,0.12185479,2.54447410,0.58908507,0.08851801
-5.86793397,3.99566440,0.04794605,0.01798567,1.22588535,0.63366939,0.11540109,2.47787609,0.57001818,0.08410734
-5.86193097,3.89109868,0.04748241,0.01728038,1.19852086,0.63444854,0.10913968,2.40923957,0.55044561,0.07996156
-5.85592796,3.78256163,0.04694585,0.01657602,1.16854609,0.63304126,0.10307639,2.33841224,0.53041420,0.07605647
-5.84992496,3.66977305,0.04632658,0.01587178,1.13608218,0.62932255,0.09721350,2.26525424,0.50996994,0.07236514
-5.84392196,3.55250550,0.04561452,0.01516710,1.10126084,0.62319940,0.09155046,2.18965234,0.48915900,0.06885927
-5.83791896,3.43060694,0.04480002,0.01446172,1.06422622,0.61461518,0.08608451,2.11153347,0.46802888,0.06551046
-5.83191596,3.30402096,0.04387453,0.01375576,1.02513713,0.60355328,0.08081133,2.03087688,0.44662966,0.06229142
-5.82591296,3.17280371,0.04283124,0.01304971,0.98416938,0.59003957,0.07572571,1.94772451,0.42501518,0.05917695
-5.81990995,3.03713664,0.04166569,0.01234449,0.94151795,0.57414372,0.07082206,1.86218887,0.40324414,0.05614479
-5.81390695,2.89733438,0.04037616,0.01164138,0.89739863,0.55597920,0.06609498,1.77445828,0.38138093,0.05317627
-5.80790395,2.75384727,0.03896406,0.01094207,0.85204874,0.53570182,0.06153967,1.68479878,0.35949624,0.05025676
-5.80190095,2.60725805,0.03743409,0.01024858,0.80572695,0.51350690,0.05715229,1.59355277,0.33766717,0.04737593
-5.79589795,2.45827295,0.03579424,0.00956323,0.75871178,0.48962507,0.05293013,1.50113423,0.31597703,0.04452776
-5.78989495,2.30770715,0.03405567,0.00888856,0.71129883,0.46431691,0.04887182,1.40802051,0.29451455,0.04171037
-5.78389195,2.15646539,0.03223237,0.00822728,0.66379680,0.43786647,0.04497724,1.31474134,0.27337268,0.03892574
-5.77788894,2.00551848,0.03034079,0.00758217,0.61652234,0.41057410,0.04124749,1.22186518,0.25264700,0.03617924
-5.77188594,1.85587677,0.02839928,0.00695603,0.56979404,0.38274879,0.03768466,1.12998374,0.23243376,0.03347900
-5.76588294,1.70856180,0.02642749,0.00635156,0.52392574,0.35470027,0.03429161,1.03969539,0.21282760,0.03083530
-5.75987994,1.56457753,0.02444570,0.00577134,0.47921968,0.32673136,0.03107159,0.95158818,0.19391928,0.02825985
-5.75387694,1.42488235,0.02247422,0.00521767,0.43595960,0.29913065,0.02802797,0.86622328,0.17579327,0.02576508
-5.74787394,1.29036327,0.02053273,0.00469261,0.39440433,0.27216600,0.02516380,0.78411961,0.15852557,0.02336348
-5.74187094,1.16181319,0.01863971,0.00419782,0.35478213,0.24607898,0.02248157,0.70574038,0.14218170,0.02106696
-5.73586793,1.03991237,0.01681195,0.00373460,0.31728605,0.22108042,0.01998284,0.63148197,0.12681508,0.01888634
-5.72986493,0.92521459,0.01506415,0.00330385,0.28207050,0.19734721,0.01766799,0.56166564,0.11246579,0.01683086
-5.72386193,0.81813837,0.01340864,0.00290601,0.24924919,0.17502047,0.01553609,0.49653226,0.09915990,0.01490788
-5.71785893,0.71896339,0.01185517,0.00254111,0.21889447,0.15420489,0.01358475,0.43624008,0.08690913,0.01312268
-5.71185593,0.62783180,0.01041089,0.00220880,0.19103798,0.13496938,0.01181007,0.38086552,0.07571118,0.01147829
-5.70585293,0.54475415,0.00908033,0.00190831,0.16567266,0.11734873,0.01020671,0.33040664,0.06555037,0.00997555
-5.69984992,0.46961921,0.00786553,0.00163857,0.14275572,0.10134622,0.00876793,0.28478895,0.05639879,0.00861319
-5.69384692,0.40220685,0.00676628,0.00139818,0.12221263,0.08693693,0.00748578,0.24387319,0.04821766,0.00738796
-5.68784392,0.34220342,0.00578031,0.00118552,0.10394164,0.07407162,0.00635127,0.20746440,0.04095903,0.00629490
-5.68184092,0.28921839,0.00490363,0.00099879,0.08781882,0.06268082,0.00535461,0.17532196,0.03456758,0.00532758
-5.67583792,0.24280176,0.00413084,0.00083604,0.07370316,0.05267912,0.00448539,0.14716997,0.02898245,0.00447842
-5.66983492,0.20246123,0.00345543,0.00069525,0.06144172,0.04396940,0.00373289,0.12270757,0.02413914,0.00373898
-5.66383192,0.16767862,0.00287011,0.00057436,0.05087441,0.03644674,0.00308626,0.10161875,0.01997126,0.00310025
-5.65782891,0.13792490,0.00236713,0.00047136,0.04183852,0.03000213,0.00253475,0.08358138,0.01641211,0.00255292
-5.65182591,0.11267349,0.00193850,0.00038424,0.03417258,0.02452567,0.00206789,0.06827518,0.01339612,0.00208768
-5.64582291,0.09141160,0.00157623,0.00031112,0.02771973,0.01990930,0.00167566,0.05538853,0.01086005,0.00169536
-5.63981991,0.07364936,0.00127257,0.00025022,0.02233041,0.01604903,0.00134863,0.04462392,0.00874391,0.00136716
-5.63381691,0.05892692,0.00102011,0.00019986,0.01786441,0.01284672,0.00107803,0.03570221,0.00699178,0.00109478
-5.62781391,0.04681935,0.00081192,0.00015856,0.01419234,0.01021125,0.00085582,0.02836557,0.00555217,0.00087052
-5.62181091,0.03693984,0.00064161,0.00012492,0.01119652,0.00805940,0.00067474,0.02237937,0.00437846,0.00068733
-5.61580790,0.02894107,0.00050341,0.00009775,0.00877136,0.00631624,0.00052829,0.01753298,0.00342887,0.00053886
-5.60980490,0.02251526,0.00039216,0.00007596,0.00682335,0.00491520,0.00041076,0.01363979,0.00266651,0.00041948
-5.60380190,0.01739308,0.00030331,0.00005861,0.00527070,0.00379792,0.00031715,0.01053654,0.00205915,0.00032424
-5.59779890,0.01334163,0.00023292,0.00004492,0.00404271,0.00291389,0.00024316,0.00808207,0.00157900,0.00024885
-5.59179590,0.01016186,0.00017758,0.00003419,0.00307898,0.00221984,0.00018514,0.00615572,0.00120233,0.00018964
-5.58579290,0.00768550,0.00013443,0.00002585,0.00232847,0.00167918,0.00013997,0.00465555,0.00090909,0.00014350
-5.57978989,0.00577192,0.00010104,0.00001941,0.00174849,0.00126131,0.00010509,0.00349632,0.00068257,0.00010783
-5.57378689,0.00430478,0.00007541,0.00001450,0.00130376,0.00094087,0.00007836,0.00260753,0.00050894,0.00008047
-5.56778389,0.00318889,0.00005588,0.00001077,0.00096539,0.00069713,0.00005803,0.00193152,0.00037690,0.00005967
-5.56178089,0.00234718,0.00004114,0.00000799,0.00070998,0.00051330,0.00004271,0.00142159,0.00027731,0.00004398
-5.55577789,0.00171795,0.00003009,0.00000594,0.00051874,0.00037591,0.00003126,0.00104034,0.00020284,0.00003228
-5.54977489,0.00125239,0.00002189,0.00000447,0.00037681,0.00027434,0.00002280,0.00075817,0.00014770,0.00002365
-5.54377189,0.00091237,0.00001587,0.00000348,0.00027249,0.00020030,0.00001662,0.00055200,0.00010737,0.00001740
-5.53776888,0.00066865,0.00001151,0.00000287,0.00019672,0.00014743,0.00001221,0.00040405,0.00007836,0.00001300
-5.53176588,0.00049931,0.00000841,0.00000260,0.00014260,0.00011102,0.00000915,0.00030101,0.00005804,0.00001006
-5.52576288,0.00038850,0.00000628,0.00000267,0.00010494,0.00008768,0.00000718,0.00023321,0.00004450,0.00000831
-5.51975988,0.00032550,0.00000492,0.00000309,0.00007997,0.00007520,0.00000609,0.00019409,0.00003641,0.00000760
-5.51375688,0.00030409,0.00000417,0.00000392,0.00006507,0.00007238,0.00000578,0.00017974,0.00003296,0.00000785
-5.50775388,0.00032206,0.00000395,0.00000526,0.00005858,0.00007896,0.00000623,0.00018867,0.00003378,0.00000911
-5.50175088,0.00038116,0.00000424,0.00000725,0.00005969,0.00009566,0.00000748,0.00022173,0.00003892,0.00001151
-5.49574787,0.00048713,0.00000505,0.00001010,0.00006833,0.00012414,0.00000965,0.00028209,0.00004888,0.00001528
-5.48974487,0.00065010,0.00000645,0.00001410,0.00008517,0.00016720,0.00001297,0.00037551,0.00006457,0.00002078
-5.48374187,0.00088517,0.00000856,0.00001964,0.00011163,0.00022890,0.00001774,0.00051064,0.00008744,0.00002851
-5.47773887,0.00121337,0.00001155,0.00002721,0.00014994,0.00031483,0.00002440,0.00069953,0.00011954,0.00003917
-5.47173587,0.00166275,0.00001567,0.00003747,0.00020326,0.00043244,0.00003353,0.00095834,0.00016358,0.00005363
-5.46573287,0.00226988,0.00002123,0.00005126,0.00027580,0.00059142,0.00004589,0.00130813,0.00022316,0.00007305
-5.45972986,0.00308162,0.00002864,0.00006963,0.00037304,0.00080418,0.00006244,0.00177589,0.00030288,0.00009887
-5.45372686,0.00415714,0.00003842,0.00009393,0.00050196,0.00108641,0.00008442,0.00239574,0.00040855,0.00013293
-5.44772386,0.00557028,0.00005120,0.00012581,0.00067126,0.00145773,0.00011335,0.00321026,0.00054747,0.00017749
-5.44172086,0.00741221,0.00006777,0.00016732,0.00089173,0.00194236,0.00015114,0.00427202,0.00072863,0.00023531
-5.43571786,0.00979417,0.00008907,0.00022095,0.00117650,0.00256994,0.00020011,0.00564522,0.00096305,0.00030976
-5.42971486,0.01285054,0.00011625,0.00028968,0.00154144,0.00337630,0.00026308,0.00740738,0.00126407,0.00040487
-5.42371186,0.01674182,0.00015063,0.00037711,0.00200548,0.00440434,0.00034339,0.00965114,0.00164767,0.00052541
-5.41770885,0.02165765,0.00019380,0.00048743,0.00259098,0.00570481,0.00044505,0.01248598,0.00213279,0.00067700
-5.41170585,0.02781949,0.00024756,0.00062554,0.00332403,0.00733707,0.00057270,0.01603979,0.00274165,0.00086611
-5.40570285,0.03548294,0.00031399,0.00079710,0.00423475,0.00936975,0.00073172,0.02046023,0.00350003,0.00110018
-5.39969985,0.04493943,0.00039541,0.00100851,0.00535746,0.01188124,0.00092827,0.02591572,0.00443750,0.00138758
-5.39369685,0.05651695,0.00049440,0.00126695,0.00673084,0.01495987,0.00116924,0.03259591,0.00558760,0.00173765
-5.38769385,0.07057964,0.00061380,0.00158036,0.00839789,0.01870386,0.00146233,0.04071148,0.00698789,0.00216065
-5.38169085,0.08752602,0.00075663,0.00195735,0.01040580,0.02322084,0.00181591,0.05049315,0.00867995,0.00266762
-5.37568784,0.10778549,0.00092612,0.00240717,0.01280558,0.02862689,0.00223903,0.06218976,0.01070919,0.00327032
-5.36968484,0.13181300,0.00112560,0.00293948,0.01565163,0.03504511,0.00274119,0.07606524,0.01312456,0.00398097
-5.36368184,0.16008172,0.00135843,0.00356424,0.01900097,0.04260360,0.00333227,0.09239447,0.01597803,0.00481204
-5.35767884,0.19307366,0.00162795,0.00429144,0.02291240,0.05143280,0.00402222,0.11145797,0.01932399,0.00577589
-5.35167584,0.23126817,0.00193736,0.00513078,0.02744538,0.06166233,0.00482081,0.13353543,0.02321844,0.00688446
-5.34567284,0.27512874,0.00228960,0.00609138,0.03265885,0.07341722,0.00573732,0.15889816,0.02771801,0.00814881
-5.33966983,0.32508817,0.00268724,0.00718140,0.03860991,0.08681368,0.00678014,0.18780074,0.03287891,0.00957870
-5.33366683,0.38153271,0.00313236,0.00840762,0.04535246,0.10195458,0.00795640,0.22047204,0.03875579,0.01118212
-5.32766383,0.44478583,0.00362644,0.00977505,0.05293589,0.11892467,0.00927152,0.25710600,0.04540051,0.01296481
-5.32166083,0.51509225,0.00417024,0.01128650,0.06140392,0.13778587,0.01072880,0.29785271,0.05286102,0.01492987
-5.31565783,0.59260331,0.00476372,0.01294221,0.07079371,0.15857285,0.01232904,0.34281014,0.06118025,0.01707736
-5.30965483,0.67736445,0.00540601,0.01473954,0.08113526,0.18128916,0.01407011,0.39201716,0.07039527,0.01940401
-5.30365183,0.76930599,0.00609533,0.01667266,0.09245139,0.20590407,0.01594670,0.44544851,0.08053657,0.02190305
-5.29764882,0.86823802,0.00682908,0.01873242,0.10475820,0.23235071,0.01795011,0.50301210,0.09162777,0.02456422
-5.29164582,0.97385037,0.00760384,0.02090627,0.11806629,0.26052539,0.02006811,0.56454926,0.10368565,0.02737386
-5.28564282,1.08571844,0.00841555,0.02317837,0.13238261,0.29028859,0.02228497,0.62983836,0.11672054,0.03031528
-5.27963982,1.20331510,0.00925966,0.02552978,0.14771320,0.32146768,0.02458166,0.69860199,0.13073726,0.03336927
-5.27363682,1.32602918,0.01013133,0.02793886,0.16406651,0.35386140,0.02693616,0.77051781,0.14573638,0.03651480
-5.26763382,1.45318997,0.01102575,0.03038182,0.18145757,0.38724619,0.02932392,0.84523293,0.16171596,0.03972996
-5.26163082,1.58409751,0.01193840,0.03283332,0.19991252,0.42138410,0.03171851,0.92238155,0.17867359,0.04299295
-5.25562781,1.71805730,0.01286544,0.03526732,0.21947366,0.45603217,0.03409239,1.00160511,0.19660862,0.04628331
-5.24962481,1.85441827,0.01380396,0.03765792,0.24020453,0.49095284,0.03641773,1.08257423,0.21552459,0.04958311
-5.24362181,1.99261216,0.01475238,0.03998028,0.26219488,0.52592495,0.03866741,1.16501137,0.23543153,0.05287821
-5.23761881,2.13219209,0.01571073,0.04221162,0.28556511,0.56075476,0.04081592,1.24871291,0.25634809,0.05615945
-5.23161581,2.27286834,0.01668087,0.04433209,0.31046983,0.59528653,0.04284040,1.33356949,0.27830326,0.05942368
-5.22561281,2.41453860,0.01766665,0.04632558,0.33710030,0.62941175,0.04472149,1.41958295,0.30133750,0.06267461
-5.21960980,2.55731074,0.01867401,0.04818047,0.36568512,0.66307666,0.04644409,1.50687884,0.32550312,0.06592338
-5.21360680,2.70151569,0.01971093,0.04989015,0.39648909,0.69628732,0.04799806,1.59571291,0.35086377,0.06918876
-5.20760380,2.84770873,0.02078723,0.05145328,0.42980986,0.72911174,0.04937859,1.68647076,0.37749293,0.07249701
-5.20160080,2.99665800,0.02191434,0.05287393,0.46597207,0.76167877,0.05058645,1.77965986,0.40547125,0.07588128
-5.19559780,3.14931925,0.02310482,0.05416137,0.50531908,0.79417339,0.05162791,1.87589334,0.43488285,0.07938059
-5.18959480,3.30679706,0.02437186,0.05532964,0.54820210,0.82682847,0.05251444,1.97586578,0.46581052,0.08303838
-5.18359180,3.47029306,0.02572859,0.05639683,0.59496699,0.85991309,0.05326220,2.08032126,0.49832994,0.08690068
-5.17758879,3.64104277,0.02718737,0.05738421,0.64593898,0.89371777,0.05389121,2.19001465,0.53250321,0.09101393
-5.17158579,3.82024321,0.02875899,0.05831507,0.70140574,0.92853714,0.05442437,2.30566748,0.56837169,0.09542254
-5.16558279,4.00897429,0.03045185,0.05921350,0.76159939,0.96465088,0.05488638,2.42792011,0.60594866,0.10016630
-5.15957979,4.20811746,0.03227119,0.06010306,0.82667814,1.00230362,0.05530249,2.55728239,0.64521209,0.10527779
-5.15357679,4.41827546,0.03421830,0.06100544,0.89670835,1.04168504,0.05569726,2.69408507,0.68609772,0.11077979
-5.14757379,4.63969756,0.03628997,0.06193913,0.97164785,1.08291096,0.05609335,2.83843457,0.72849313,0.11668296
-5.14157079,4.87221414,0.03847792,0.06291828,1.05133154,1.12600668,0.05651042,2.99017359,0.77223291,0.12298390
-5.13556778,5.11518486,0.04076853,0.06395172,1.13545992,1.17089347,0.05696421,3.14884998,0.81709544,0.12966360
-5.12956478,5.36746389,0.04314270,0.06504216,1.22359161,1.21737916,0.05746582,3.31369600,0.86280163,0.13668652
-5.12356178,5.62738492,0.04557601,0.06618577,1.31514034,1.26515354,0.05802128,3.48361979,0.90901568,0.14400027
-5.11755878,5.89276823,0.04803905,0.06737202,1.40937702,1.31378908,0.05863144,3.65721019,0.95534829,0.15153603
-5.11155578,6.16095059,0.05049801,0.06858382,1.50543728,1.36274720,0.05929210,3.83275573,1.00136215,0.15920970
-5.10555278,6.42883808,0.05291552,0.06979811,1.60233434,1.41139019,0.05999452,4.00827742,1.04657983,0.16692368
-5.09954977,6.69298046,0.05525165,0.07098664,1.69897726,1.45899837,0.06072618,4.18157498,1.09049379,0.17456938
-5.09354677,6.94966460,0.05746509,0.07211704,1.79419395,1.50479182,0.06147184,4.35028468,1.13257836,0.18203028
-5.08754377,7.19502371,0.05951445,0.07315424,1.88675825,1.54795607,0.06221470,4.51194691,1.17230311,0.18918540
-5.08154077,7.42515767,0.06135964,0.07406188,1.97542030,1.58767037,0.06293781,4.66408071,1.20914731,0.19591312
-5.07553777,7.63625959,0.06296321,0.07480397,2.05893876,1.62313753,0.06362542,4.80426202,1.24261481,0.20209513
-5.06953477,7.82474294,0.06429172,0.07534643,2.13611395,1.65361376,0.06426440,4.93020258,1.27224871,0.20762034
-5.06353177,7.98736349,0.06531688,0.07565870,2.20582039,1.67843727,0.06484547,5.03982551,1.29764529,0.21238859
-5.05752876,8.12133066,0.06601665,0.07571512,2.26703748,1.69705418,0.06536433,5.13133463,1.31846649,0.21631405
-5.05152576,8.22440309,0.06637604,0.07549615,2.31887710,1.70904046,0.06582245,5.20327404,1.33445041,0.21932798
-5.04552276,8.29496408,0.06638767,0.07498930,2.36060707,1.71411899,0.06622759,5.25457549,1.34541936,0.22138103
-5.03951976,8.33207366,0.06605213,0.07418976,2.39166951,1.71217077,0.06659397,5.28459139,1.35128513,0.22244465
-5.03351676,8.33549503,0.06537793,0.07310070,2.41169356,1.70323982,0.06694201,5.29311213,1.35205117,0.22251183
-5.02751376,8.30569454,0.06438126,0.07173324,2.42050210,1.68753159,0.06729779,5.28036716,1.34781162,0.22159698
-5.02151076,8.24381565,0.06308543,0.07010603,2.41811242,1.66540501,0.06769197,5.24701008,1.33874737,0.21973508
-5.01550775,8.15162857,0.06152012,0.06824453,2.40473100,1.63735854,0.06815856,5.19408874,1.32511915,0.21698012
-5.00950475,8.03145842,0.05972031,0.06618007,2.38074306,1.60401110,0.06873332,5.12300211,1.30725822,0.21340286
-5.00350175,7.88609590,0.05772518,0.06394860,2.34669742,1.56607873,0.06945193,5.03544629,1.28555492,0.20908819
-4.99749875,7.71869483,0.05557685,0.06158934,2.30328760,1.52434823,0.07034816,4.93335234,1.26044587,0.20413205
-4.99149575,7.53266171,0.05331902,0.05914334,2.25133019,1.47964893,0.07145189,4.81881904,1.23240011,0.19863815
-4.98549275,7.33154246,0.05099568,0.05665197,2.19174141,1.43282416,0.07278729,4.69404379,1.20190507,0.19271470
-4.97948974,7.11891135,0.04864987,0.05415555,2.12551293,1.38470339,0.07437115,4.56125453,1.16945287,0.18647108
-4.97348674,6.89826684,0.04632248,0.05169201,2.05368780,1.33607649,0.07621147,4.42264572,1.13552740,0.18001489
-4.96748374,6.67293827,0.04405121,0.04929583,1.97733744,1.28767100,0.07830642,4.28032076,1.10059288,0.17344920
-4.96148074,6.44600674,0.04186977,0.04699706,1.89754014,1.24013329,0.08064362,4.13624270,1.06508404,0.16687022
-4.95547774,6.22024240,0.03980714,0.04482079,1.81536177,1.19401424,0.08319996,3.99219483,1.02939840,0.16036553
-4.94947474,5.99805956,0.03788710,0.04278666,1.73183890,1.14975968,0.08594183,3.84975193,0.99389070,0.15401271
-4.94347174,5.78148995,0.03612798,0.04090886,1.64796447,1.10770576,0.08882580,3.71026223,0.95886948,0.14787852
-4.93746873,5.57217344,0.03454252,0.03919623,1.56467616,1.06807907,0.09179977,3.57484006,0.92459588,0.14201859
-4.93146573,5.37136514,0.03313795,0.03765267,1.48284709,1.03100117,0.09480446,3.44436809,0.89128432,0.13647749
-4.92546273,5.17995645,0.03191624,0.03627774,1.40327885,0.99649691,0.09777522,3.31950810,0.85910492,0.13128923
-4.91945973,4.99850776,0.03087446,0.03506741,1.32669641,0.96450593,0.10064409,3.20071878,0.82818735,0.12647810
-4.91345673,4.82728983,0.03000521,0.03401486,1.25374460,0.93489649,0.10334200,3.08827865,0.79862563,0.12205968
-4.90745373,4.66633085,0.02929722,0.03311142,1.18498583,0.90748096,0.10580098,2.98231265,0.77048362,0.11804206
-4.90145073,4.51546606,0.02873592,0.03234746,1.12089874,0.88203194,0.10795633,2.88282025,0.74380088,0.11442708
-4.89544772,4.37438742,0.02830406,0.03171318,1.06187738,0.85829841,0.10974865,2.78970380,0.71859832,0.11121166
-4.88944472,4.24269058,0.02798241,0.03119936,1.00823080,0.83602121,0.11112561,2.70279537,0.69488359,0.10838894
-4.88344172,4.11991735,0.02775036,0.03079802,0.96018288,0.81494715,0.11204350,2.62188116,0.67265586,0.10594947
-4.87743872,4.00559199,0.02758657,0.03050276,0.91787225,0.79484139,0.11246831,2.54672248,0.65190970,0.10388209
-4.87143572,3.89925054,0.02746954,0.03030911,0.88135235,0.77549777,0.11237658,2.47707270,0.63263819,0.10217476
-4.86543272,3.80046262,0.02737818,0.03021458,0.85059174,0.75674679,0.11175575,2.41269020,0.61483492,0.10081510
-4.85942971,3.70884581,0.02729233,0.03021853,0.82547483,0.73846128,0.11060416,2.35334708,0.59849517,0.09979091
-4.85342671,3.62407337,0.02719317,0.03032197,0.80580313,0.72055975,0.10893078,2.29883435,0.58361623,0.09909032
-4.84742371,3.54587601,0.02706363,0.03052709,0.79129741,0.70300763,0.10675449,2.24896394,0.57019701,0.09870201
-4.84142071,3.47403915,0.02688875,0.03083679,0.78160102,0.68581654,0.10410320,2.20356843,0.55823717,0.09861522
-4.83541771,3.40839708,0.02665589,0.03125406,0.77628458,0.66904197,0.10101272,2.16249937,0.54773603,0.09881972
-4.82941471,3.34882547,0.02635496,0.03178135,0.77485229,0.65277970,0.09752548,2.12562507,0.53869134,0.09930581
-4.82341171,3.29523383,0.02597852,0.03241998,0.77675011,0.63716123,0.09368919,2.09282868,0.53109834,0.10006427
-4.81740870,3.24755922,0.02552182,0.03316948,0.78137580,0.62234867,0.08955542,2.06400745,0.52494918,0.10108650
-4.81140570,3.20576226,0.02498280,0.03402716,0.78809087,0.60852934,0.08517824,2.03907365,0.52023286,0.10236461
-4.80540270,3.16982632,0.02436199,0.03498766,0.79623430,0.59591044,0.08061288,2.01795748,0.51693593,0.10389172
-4.79939970,3.13976030,0.02366231,0.03604273,0.80513772,0.58471395,0.07591452,2.00061235,0.51504384,0.10566235
-4.79339670,3.11560486,0.02288890,0.03718110,0.81414177,0.57517196,0.07113719,1.98702206,0.51454304,0.10767295
-4.78739370,3.09744188,0.02204883,0.03838854,0.82261299,0.56752257,0.06633277,1.97720968,0.51542371,0.10992244
-4.78139070,3.08540612,0.02115077,0.03964810,0.82996080,0.56200633,0.06155018,1.97124744,0.51768288,0.11241288
-4.77538769,3.07969797,0.02020467,0.04094052,0.83565374,0.55886317,0.05683472,1.96926660,0.52132781,0.11515011
-4.76938469,3.08059577,0.01922138,0.04224468,0.83923438,0.55832976,0.05222749,1.97146638,0.52637925,0.11814432
-4.76338169,3.08846596,0.01821229,0.04353830,0.84033218,0.56063704,0.04776505,1.97812063,0.53287429,0.12141047
-4.75737869,3.10376921,0.01718901,0.04479865,0.83867363,0.56600774,0.04347911,1.98958115,0.54086842,0.12496850
-4.75137569,3.12706088,0.01616298,0.04600328,0.83408905,0.57465354,0.03939645,2.00627638,0.55043648,0.12884327
-4.74537269,3.15898406,0.01514522,0.04713081,0.82651580,0.58677174,0.03553881,2.02870452,0.56167213,0.13306409
-4.73936968,3.20025405,0.01414606,0.04816164,0.81599747,0.60254111,0.03192304,2.05742030,0.57468559,0.13766384
-4.73336668,3.25163333,0.01317492,0.04907863,0.80267904,0.62211661,0.02856118,2.09301499,0.58959952,0.14267770
-4.72736368,3.31389686,0.01224017,0.04986760,0.78679816,0.64562308,0.02546071,2.13608954,0.60654285,0.14814131
-4.72136068,3.38778806,0.01134901,0.05051774,0.76867281,0.67314768,0.02262485,2.18722139,0.62564277,0.15408856
-4.71535768,3.47396657,0.01050743,0.05102185,0.74868595,0.70473130,0.02005288,2.24692579,0.64701490,0.16054897
-4.70935468,3.57294965,0.00972019,0.05137636,0.72726770,0.74035904,0.01774048,2.31561301,0.67075212,0.16754477
-4.70335168,3.68504970,0.00899087,0.05158125,0.70487603,0.77995027,0.01568022,2.39354337,0.69691241,0.17508782
-4.69734867,3.81031109,0.00832189,0.05163974,0.68197664,0.82334873,0.01386187,2.48078223,0.72550645,0.18317643
-4.69134567,3.94844971,0.00771466,0.05155783,0.65902319,0.87031319,0.01227292,2.57715753,0.75648548,0.19179245
-4.68534267,4.09879929,0.00716965,0.05134381,0.63643857,0.92050959,0.01089897,2.68222246,0.78973029,0.20089861
-4.67933967,4.26026809,0.00668648,0.05100756,0.61459820,0.97350511,0.00972414,2.79522597,0.82504212,0.21043642
-4.67333667,4.43130994,0.00626410,0.05055991,0.59381609,1.02876524,0.00873154,2.91509360,0.86213609,0.22032481
-4.66733367,4.60991249,0.00590084,0.05001194,0.57433412,1.08565418,0.00790356,3.04042066,0.90063800,0.23045960
-4.66133067,4.79360551,0.00559451,0.04937438,0.55631515,1.14343943,0.00722233,3.16947959,0.94008478,0.24071403
-4.65532766,4.97949051,0.00534254,0.04865705,0.53984004,1.20130063,0.00667000,3.30024215,0.97992920,0.25094034
-4.64932466,5.16429241,0.00514201,0.04786842,0.52490857,1.25834306,0.00622904,3.43041704,1.01954870,0.26097249
-4.64332166,5.34443234,0.00498969,0.04701535,0.51144424,1.31361553,0.00588254,3.55750195,1.05825854,0.27062992
