energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,9.07862049,0.10852752,0.10680231,0.09645327,0.64323984,0.82988475,7.00567724
-5.99399700,8.63307401,0.10577985,0.10452989,0.09254504,0.64073890,0.82056274,6.59183106
-5.98799400,8.20670379,0.10295493,0.10180326,0.08849787,0.63707209,0.80944286,6.20047754
-5.98199100,7.79994890,0.10010223,0.09867178,0.08434618,0.63241913,0.79676771,5.83142403
-5.97598799,7.41337538,0.09726710,0.09519164,0.08012883,0.62698829,0.78279692,5.48452759
-5.96998499,7.04761781,0.09448999,0.09142376,0.07588794,0.62100935,0.76779825,5.15965941
-5.96398199,6.70331904,0.09180583,0.08743182,0.07166762,0.61472575,0.75203889,4.85666934
-5.95797899,6.38107131,0.08924365,0.08328013,0.06751268,0.60838630,0.73577745,4.57535260
-5.95197599,6.08136126,0.08682656,0.07903179,0.06346743,0.60223657,0.71925693,4.31542055
-5.94597299,5.80452103,0.08457184,0.07474694,0.05957448,0.59651035,0.70269880,4.07647647
-5.93996998,5.55068708,0.08249131,0.07048138,0.05587368,0.59142144,0.68629836,3.85799755
-5.93396698,5.31976779,0.08059182,0.06628531,0.05240116,0.58715601,0.67022152,3.65932314
-5.92796398,5.11142058,0.07887584,0.06220258,0.04918855,0.58386587,0.65460279,3.47964958
-5.92196098,4.92503856,0.07734211,0.05827006,0.04626228,0.58166268,0.63954450,3.31803111
-5.91595798,4.75974692,0.07598626,0.05451745,0.04364312,0.58061350,0.62511711,3.17338652
-5.90995498,4.61440822,0.07480139,0.05096729,0.04134578,0.58073772,0.61136038,3.04451069
-5.90395198,4.48763633,0.07377860,0.04763522,0.03937871,0.58200550,0.59828535,2.93009040
-5.89794897,4.37781803,0.07290735,0.04453042,0.03774407,0.58433788,0.58587676,2.82872347
-5.89194597,4.28314162,0.07217571,0.04165627,0.03643777,0.58760845,0.57409601,2.73894060
-5.88594297,4.20163152,0.07157051,0.03901099,0.03544966,0.59164687,0.56288437,2.65922901
-5.87993997,4.13118809,0.07107738,0.03658850,0.03476392,0.59624386,0.55216650,2.58805733
-5.87393697,4.06963179,0.07068064,0.03437916,0.03435945,0.60115786,0.54185410,2.52390123
-5.86793397,4.01475063,0.07036326,0.03237062,0.03421049,0.60612303,0.53184982,2.46526906
-5.86193097,3.96435011,0.07010668,0.03054857,0.03428725,0.61085856,0.52205139,2.41072733
-5.85592796,3.91630452,0.06989082,0.02889754,0.03455677,0.61507891,0.51235594,2.35892545
-5.84992496,3.86860861,0.06969401,0.02740156,0.03498375,0.61850476,0.50266459,2.30861930
-5.84392196,3.81942835,0.06949318,0.02604484,0.03553157,0.62087442,0.49288728,2.25869339
-5.83791896,3.76714963,0.06926408,0.02481232,0.03616330,0.62195514,0.48294775,2.20818103
-5.83191596,3.71042365,0.06898176,0.02369031,0.03684288,0.62155422,0.47278872,2.15628215
-5.82591296,3.64820759,0.06862110,0.02266690,0.03753616,0.61952933,0.46237710,2.10237831
-5.81990995,3.57979934,0.06815758,0.02173252,0.03821210,0.61579771,0.45170904,2.04604448
-5.81390695,3.50486517,0.06756813,0.02088034,0.03884386,0.61034405,0.44081478,1.98705711
-5.80790395,3.42345931,0.06683201,0.02010668,0.03940984,0.60322657,0.42976306,1.92539816
-5.80190095,3.33603450,0.06593187,0.01941143,0.03989458,0.59458123,0.41866491,1.86125492
-5.79589795,3.24344321,0.06485459,0.01879840,0.04028961,0.58462375,0.40767662,1.79501531
-5.78989495,3.14692902,0.06359224,0.01827566,0.04059407,0.57364949,0.39700181,1.72725870
-5.78389195,3.04810841,0.06214277,0.01785583,0.04081514,0.56203109,0.38689230,1.65874241
-5.77788894,2.94894334,0.06051065,0.01755636,0.04096829,0.55021390,0.37764795,1.59038407
-5.77188594,2.85170516,0.05870720,0.01739974,0.04107724,0.53870946,0.36961504,1.52324040
-5.76588294,2.75893099,0.05675074,0.01741362,0.04117377,0.52808707,0.36318355,1.45848273
-5.75987994,2.67337361,0.05466651,0.01763093,0.04129725,0.51896382,0.35878306,1.39737014
-5.75387694,2.59794615,0.05248630,0.01808978,0.04149391,0.51199325,0.35687745,1.34122068
-5.74787394,2.53566298,0.05024788,0.01883336,0.04181597,0.50785300,0.35795849,1.29138156
-5.74187094,2.48957813,0.04799415,0.01990963,0.04232058,0.50723176,0.36253831,1.24919897
-5.73586793,2.46272251,0.04577222,0.02137084,0.04306852,0.51081570,0.37114100,1.21598817
-5.72986493,2.45804111,0.04363218,0.02327292,0.04412287,0.51927482,0.38429334,1.19300451
-5.72386193,2.47833127,0.04162592,0.02567459,0.04554754,0.53324929,0.40251481,1.18141578
-5.71785893,2.52618271,0.03980575,0.02863631,0.04740572,0.55333611,0.42630705,1.18227646
-5.71185593,2.60392019,0.03822303,0.03221897,0.04975831,0.58007626,0.45614280,1.19650402
-5.70585293,2.71354929,0.03692685,0.03648231,0.05266236,0.61394238,0.49245449,1.22485749
-5.69984992,2.85670571,0.03596262,0.04148317,0.05616952,0.65532727,0.53562267,1.26791863
-5.69384692,3.03460854,0.03537087,0.04727347,0.06032453,0.70453317,0.58596427,1.32607544
-5.68784392,3.24801802,0.03518602,0.05389811,0.06516381,0.76176205,0.64372103,1.39950837
-5.68184092,3.49719798,0.03543530,0.06139265,0.07071416,0.82710692,0.70904816,1.48817910
-5.67583792,3.78188377,0.03613779,0.06978100,0.07699153,0.90054438,0.78200359,1.59182202
-5.66983492,4.10125625,0.03730364,0.07907311,0.08400003,0.98192839,0.86253792,1.70993854
-5.66383192,4.45392264,0.03893340,0.08926282,0.09173109,1.07098566,0.95048560,1.84179432
-5.65782891,4.83790523,0.04101755,0.10032594,0.10016276,1.16731254,1.04555738,1.98641975
-5.65182591,5.25063893,0.04353627,0.11221863,0.10925936,1.27037389,1.14733468,2.14261390
-5.64582291,5.68897884,0.04645937,0.12487624,0.11897131,1.37950386,1.25526604,2.30895213
-5.63981991,6.14921872,0.04974655,0.13821276,0.12923527,1.49390906,1.36866607,2.48379791
-5.63381691,6.62712147,0.05334777,0.15212080,0.13997460,1.61267400,1.48671723,2.66531886
-5.62781391,7.11796213,0.05720410,0.16647237,0.15110014,1.73476914,1.60847469,2.85150740
-5.62181091,7.61658387,0.06124860,0.18112030,0.16251125,1.85906164,1.73287439,3.04020597
-5.61580790,8.11746696,0.06540769,0.19590047,0.17409735,1.98432866,1.85874458,3.22913686
-5.60980490,8.61481013,0.06960261,0.21063470,0.18573955,2.10927335,1.98482050,3.41593640
-5.60380190,9.10262330,0.07375119,0.22513432,0.19731281,2.23254329,2.10976250,3.59819308
-5.59779890,9.57483019,0.07776975,0.23920426,0.20868819,2.35275112,2.23217685,3.77348897
-5.59179590,10.02537855,0.08157521,0.25264754,0.21973541,2.46849714,2.35063927,3.93944367
-5.58579290,10.44835564,0.08508717,0.26527006,0.23032556,2.57839330,2.46372040,4.09375969
-5.57978989,10.83810583,0.08823005,0.27688540,0.24033390,2.68108825,2.57001273,4.23426822
-5.57378689,11.18934727,0.09093515,0.28731960,0.24964269,2.77529269,2.66815831,4.35897388
-5.56778389,11.49728407,0.09314251,0.29641561,0.25814399,2.85980466,2.75687644,4.46609731
-5.56178089,11.75771073,0.09480260,0.30403724,0.26574233,2.93353387,2.83499066,4.55411408
-5.55577789,11.96710563,0.09587767,0.31007265,0.27235714,2.99552458,2.90145414,4.62178876
-5.54977489,12.12271043,0.09634273,0.31443694,0.27792492,3.04497634,2.95537298,4.66820307
-5.54377189,12.22259301,0.09618618,0.31707406,0.28240108,3.08126206,2.99602645,4.69277691
-5.53776888,12.26569169,0.09541000,0.31795778,0.28576125,3.10394265,3.02288375,4.69528174
-5.53176588,12.25183940,0.09402949,0.31709180,0.28800222,3.11277805,3.03561674,4.67584562
-5.52576288,12.18176671,0.09207261,0.31450907,0.28914229,3.10773395,3.03410815,4.63494970
-5.51975988,12.05708366,0.08957897,0.31027020,0.28922100,3.08898413,3.01845511,4.57341621
-5.51375688,11.88024057,0.08659843,0.30446127,0.28829837,3.05690804,2.98896765,4.49238817
-5.50775388,11.65446898,0.08318946,0.29719101,0.28645348,3.01208364,2.94616238,4.39330137
-5.50175088,11.38370419,0.07941732,0.28858756,0.28378244,2.95527555,2.89075111,4.27784942
-5.49574787,11.07249147,0.07535209,0.27879479,0.28039588,2.88741861,2.82362506,4.14794290
-5.48974487,10.72587857,0.07106667,0.26796860,0.27641587,2.80959730,2.74583461,4.00566363
-5.48374187,10.34929743,0.06663482,0.25627300,0.27197249,2.72302133,2.65856539,3.85321556
-5.47773887,9.94843830,0.06212931,0.24387637,0.26720000,2.62899815,2.56311118,3.69287346
-5.47173587,9.52911984,0.05762025,0.23094778,0.26223280,2.52890305,2.46084445,3.52693114
-5.46573287,9.09715890,0.05317359,0.21765364,0.25720139,2.42414767,2.35318528,3.35765033
-5.45972986,8.65824356,0.04884993,0.20415466,0.25222831,2.31614793,2.24156961,3.18721207
-5.45372686,8.21781313,0.04470357,0.19060312,0.24742428,2.20629233,2.12741786,3.01767161
-5.44772386,7.78094874,0.04078183,0.17714064,0.24288483,2.09591172,2.01210476,2.85091836
-5.44172086,7.35227742,0.03712464,0.16389633,0.23868732,1.98625148,1.89693139,2.68864186
-5.43571786,6.93589267,0.03376437,0.15098539,0.23488866,1.87844705,1.78310036,2.53230465
-5.42971486,6.53529357,0.03072593,0.13850813,0.23152388,1.77350370,1.67169489,2.38312284
-5.42371186,6.15334415,0.02802695,0.12654944,0.22860538,1.67228122,1.56366230,2.24205461
-5.41770885,5.79225357,0.02567819,0.11517862,0.22612323,1.57548384,1.45980259,2.10979693
-5.41170585,5.45357734,0.02368406,0.10444959,0.22404627,1.48365581,1.36076213,1.98679011
-5.40570285,5.13823868,0.02204312,0.09440147,0.22232414,1.39718248,1.26703262,1.87322985
-5.39969985,4.84656829,0.02074872,0.08505935,0.22088998,1.31629672,1.17895500,1.76908602
-5.39369685,4.57836020,0.01978957,0.07643540,0.21966387,1.24109006,1.09672800,1.67412703
-5.38769385,4.33294081,0.01915036,0.06853013,0.21855671,1.17152783,1.02042059,1.58794872
-5.38169085,4.10924731,0.01881225,0.06133376,0.21747437,1.10746755,0.94998759,1.51000633
-5.37568784,3.90591197,0.01875346,0.05482774,0.21632202,1.04867925,0.88528757,1.43964819
-5.36968484,3.72134827,0.01894969,0.04898625,0.21500824,0.99486691,0.82610193,1.37614957
-5.36368184,3.55383493,0.01937459,0.04377774,0.21344890,0.94568976,0.77215436,1.31874547
-5.35767884,3.40159462,0.02000016,0.03916634,0.21157050,0.90078245,0.72312962,1.26666100
-5.35167584,3.26286413,0.02079713,0.03511323,0.20931293,0.85977322,0.67869085,1.21913837
-5.34567284,3.13595368,0.02173534,0.03157785,0.20663145,0.82229928,0.63849469,1.17545961
-5.33966983,3.01929384,0.02278416,0.02851895,0.20349786,0.78801901,0.60220376,1.13496463
-5.33366683,2.91146919,0.02391286,0.02589550,0.19990089,0.75662048,0.56949616,1.09706420
-5.32766383,2.81123875,0.02509105,0.02366739,0.19584576,0.72782649,0.54007181,1.06124806
-5.32166083,2.71754393,0.02628913,0.02179594,0.19135308,0.70139617,0.51365589,1.02708828
-5.31565783,2.62950543,0.02747877,0.02024433,0.18645711,0.67712360,0.48999950,0.99423853
-5.30965483,2.54641116,0.02863338,0.01897777,0.18120361,0.65483390,0.46887810,0.96242994
-5.30365183,2.46769731,0.02972869,0.01796368,0.17564737,0.63437768,0.45008816,0.93146424
-5.29764882,2.39292537,0.03074320,0.01717169,0.16984960,0.61562439,0.43344272,0.90120521
-5.29164582,2.32175742,0.03165874,0.01657362,0.16387542,0.59845542,0.41876651,0.87156922
-5.28564282,2.25393219,0.03246094,0.01614348,0.15779150,0.58275770,0.40589108,0.84251572
-5.27963982,2.18924401,0.03313967,0.01585737,0.15166398,0.56841832,0.39465074,0.81403833
