energy_ev,total_up,As_p_up,As_d_up,Au_p_up,Au_d_up,Te_p_up,Te_d_up
-6.00000000,4.40002873,0.10798341,0.00000000,0.84219583,3.82910477,0.29982834,0.00000000
-5.99399700,4.32757727,0.10707692,0.00000000,0.83836542,3.75768614,0.29881204,0.00000000
-5.98799400,4.23564715,0.10581530,0.00000000,0.83038651,3.66987890,0.29607270,0.00000000
-5.98199100,4.12498270,0.10418909,0.00000000,0.81829532,3.56640443,0.29164280,0.00000000
-5.97598799,3.99672862,0.10219742,0.00000000,0.80221580,3.44831713,0.28559122,0.00000000
-5.96998499,3.85239651,0.09984777,0.00000000,0.78235537,3.31697387,0.27802110,0.00000000
-5.96398199,3.69381987,0.09715558,0.00000000,0.75899795,3.17399404,0.26906670,0.00000000
-5.95797899,3.52309982,0.09414366,0.00000000,0.73249467,3.02121211,0.25888918,0.00000000
-5.95197599,3.34254409,0.09084134,0.00000000,0.70325269,2.86062475,0.24767172,0.00000000
-5.94597299,3.15460196,0.08728362,0.00000000,0.67172272,2.69433502,0.23561413,0.00000000
-5.93996998,2.96179807,0.08351020,0.00000000,0.63838584,2.52449581,0.22292714,0.00000000
-5.93396698,2.76666767,0.07956446,0.00000000,0.60374008,2.35325499,0.20982675,0.00000000
-5.92796398,2.57169590,0.07549249,0.00000000,0.56828741,2.18270422,0.19652876,0.00000000
-5.92196098,2.37926312,0.07134211,0.00000000,0.53252152,2.01483322,0.18324373,0.00000000
-5.91595798,2.19159801,0.06716197,0.00000000,0.49691681,1.85149078,0.17017254,0.00000000
-5.90995498,2.01073944,0.06300077,0.00000000,0.46191891,1.69435361,0.15750262,0.00000000
-5.90395198,1.83850783,0.05890649,0.00000000,0.42793679,1.54490324,0.14540499,0.00000000
-5.89794897,1.67648596,0.05492577,0.00000000,0.39533680,1.40441117,0.13403204,0.00000000
-5.89194597,1.52600885,0.05110335,0.00000000,0.36443831,1.27393186,0.12351614,0.00000000
-5.88594297,1.38816183,0.04748157,0.00000000,0.33551119,1.15430275,0.11396892,0.00000000
-5.87993997,1.26378574,0.04409998,0.00000000,0.30877480,1.04615043,0.10548122,0.00000000
-5.87393697,1.15348773,0.04099493,0.00000000,0.28439827,0.94990162,0.09812348,0.00000000
-5.86793397,1.05765629,0.03819926,0.00000000,0.26250205,0.86579786,0.09194658,0.00000000
-5.86193097,0.97647901,0.03574199,0.00000000,0.24316026,0.79391249,0.08698294,0.00000000
-5.85592796,0.90996150,0.03364799,0.00000000,0.22640378,0.73416873,0.08324774,0.00000000
-5.84992496,0.85794639,0.03193767,0.00000000,0.21222378,0.68635781,0.08074021,0.00000000
-5.84392196,0.82013130,0.03062670,0.00000000,0.20057555,0.65015616,0.07944488,0.00000000
-5.83791896,0.79608503,0.02972573,0.00000000,0.19138240,0.62514111,0.07933269,0.00000000
-5.83191596,0.78526146,0.02924009,0.00000000,0.18453968,0.61080448,0.08036202,0.00000000
-5.82591296,0.78701119,0.02916960,0.00000000,0.17991855,0.60656410,0.08247958,0.00000000
-5.81990995,0.80059087,0.02950833,0.00000000,0.17736983,0.61177311,0.08562110,0.00000000
-5.81390695,0.82517070,0.03024458,0.00000000,0.17672758,0.62572739,0.08971207,0.00000000
-5.80790395,0.85984073,0.03136090,0.00000000,0.17781268,0.64767160,0.09466834,0.00000000
-5.80190095,0.90361675,0.03283421,0.00000000,0.18043622,0.67680431,0.10039683,0.00000000
-5.79589795,0.95544648,0.03463620,0.00000000,0.18440302,0.71228291,0.10679636,0.00000000
-5.78989495,1.01421716,0.03673385,0.00000000,0.18951510,0.75322899,0.11375870,0.00000000
-5.78389195,1.07876506,0.03909019,0.00000000,0.19557525,0.79873479,0.12116981,0.00000000
-5.77788894,1.14788779,0.04166526,0.00000000,0.20239075,0.84787131,0.12891151,0.00000000
-5.77188594,1.22035977,0.04441731,0.00000000,0.20977724,0.89969840,0.13686340,0.00000000
-5.76588294,1.29495105,0.04730421,0.00000000,0.21756268,0.95327717,0.14490514,0.00000000
-5.75987994,1.37044941,0.05028493,0.00000000,0.22559142,1.00768463,0.15291910,0.00000000
-5.75387694,1.44568538,0.05332129,0.00000000,0.23372827,1.06203044,0.16079319,0.00000000
-5.74787394,1.51955935,0.05637963,0.00000000,0.24186238,1.11547531,0.16842389,0.00000000
-5.74187094,1.59106984,0.05943247,0.00000000,0.24991088,1.16725028,0.17571933,0.00000000
-5.73586793,1.65934170,0.06246015,0.00000000,0.25782203,1.21667624,0.18260220,0.00000000
-5.72986493,1.72365262,0.06545215,0.00000000,0.26557767,1.26318255,0.18901249,0.00000000
-5.72386193,1.78345660,0.06840818,0.00000000,0.27319478,1.30632369,0.19490974,0.00000000
-5.71785893,1.83840274,0.07133885,0.00000000,0.28072586,1.34579302,0.20027474,0.00000000
-5.71185593,1.88834783,0.07426584,0.00000000,0.28825808,1.38143228,0.20511045,0.00000000
-5.70585293,1.93336153,0.07722166,0.00000000,0.29591090,1.41323631,0.20944212,0.00000000
-5.69984992,1.97372317,0.08024864,0.00000000,0.30383218,1.44135188,0.21331647,0.00000000
-5.69384692,2.00990956,0.08339750,0.00000000,0.31219265,1.46607053,0.21679982,0.00000000
-5.68784392,2.04257369,0.08672522,0.00000000,0.32117886,1.48781486,0.21997536,0.00000000
-5.68184092,2.07251464,0.09029249,0.00000000,0.33098478,1.50711889,0.22293944,0.00000000
-5.67583792,2.10063959,0.09416059,0.00000000,0.34180215,1.52460262,0.22579709,0.00000000
-5.66983492,2.12791930,0.09838804,0.00000000,0.35381007,1.54094200,0.22865693,0.00000000
-5.66383192,2.15533881,0.10302699,0.00000000,0.36716418,1.55683523,0.23162565,0.00000000
-5.65782891,2.18384566,0.10811962,0.00000000,0.38198585,1.57296709,0.23480239,0.00000000
-5.65182591,2.21429787,0.11369462,0.00000000,0.39835197,1.58997277,0.23827317,0.00000000
-5.64582291,2.24741443,0.11976414,0.00000000,0.41628586,1.60840312,0.24210574,0.00000000
-5.63981991,2.28373084,0.12632111,0.00000000,0.43574984,1.62869300,0.24634511,0.00000000
-5.63381691,2.32356209,0.13333731,0.00000000,0.45663997,1.65113437,0.25100996,0.00000000
-5.62781391,2.36697515,0.14076232,0.00000000,0.47878330,1.67585585,0.25609026,0.00000000
-5.62181091,2.41377291,0.14852333,0.00000000,0.50193804,1.70280967,0.26154608,0.00000000
-5.61580790,2.46349043,0.15652597,0.00000000,0.52579680,1.73176711,0.26730787,0.00000000
-5.60980490,2.51540428,0.16465621,0.00000000,0.54999289,1.76232268,0.27327816,0.00000000
-5.60380190,2.56855467,0.17278324,0.00000000,0.57410962,1.79390718,0.27933456,0.00000000
-5.59779890,2.62177965,0.18076316,0.00000000,0.59769229,1.82580892,0.28533413,0.00000000
-5.59179590,2.67375974,0.18844354,0.00000000,0.62026236,1.85720239,0.29111874,0.00000000
