energy_ev,total_up,B_p_up,B_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-6.00000000,1.28953034,0.16049938,0.00000000,0.76068590,0.45263795,0.47486335,0.00000000
-5.99399700,1.28115284,0.15874049,0.00000000,0.76993867,0.44363282,0.47515166,0.00000000
-5.98799400,1.27074752,0.15656494,0.00000000,0.77726316,0.43416602,0.47475450,0.00000000
-5.98199100,1.25826697,0.15394207,0.00000000,0.78258710,0.42426079,0.47367876,0.00000000
-5.97598799,1.24379286,0.15085473,0.00000000,0.78594408,0.41397163,0.47198719,0.00000000
-5.96998499,1.22754122,0.14730041,0.00000000,0.78747829,0.40338541,0.46980010,0.00000000
-5.96398199,1.20986313,0.14329194,0.00000000,0.78744530,0.39262156,0.46729507,0.00000000
-5.95797899,1.19124056,0.13885762,0.00000000,0.78620846,0.38183116,0.46470437,0.00000000
-5.95197599,1.17227692,0.13404093,0.00000000,0.78423078,0.37119492,0.46231021,0.00000000
-5.94597299,1.15368259,0.12889964,0.00000000,0.78206263,0.36091994,0.46043761,0.00000000
-5.93996998,1.13625560,0.12350445,0.00000000,0.78032528,0.35123532,0.45944533,0.00000000
-5.93396698,1.12085806,0.11793716,0.00000000,0.77969117,0.34238665,0.45971489,0.00000000
-5.92796398,1.10838925,0.11228854,0.00000000,0.78086136,0.33462970,0.46163816,0.00000000
-5.92196098,1.09975625,0.10665584,0.00000000,0.78454116,0.32822327,0.46560404,0.00000000
-5.91595798,1.09584339,0.10114022,0.00000000,0.79141496,0.32342179,0.47198453,0.00000000
-5.90995498,1.09748172,0.09584404,0.00000000,0.80212113,0.32046768,0.48112103,0.00000000
-5.90395198,1.10541969,0.09086827,0.00000000,0.81722819,0.31958394,0.49331124,0.00000000
-5.89794897,1.12029633,0.08630998,0.00000000,0.83721305,0.32096717,0.50879724,0.00000000
-5.89194597,1.14261794,0.08226006,0.00000000,0.86244240,0.32478140,0.52775530,0.00000000
-5.88594297,1.17273912,0.07880123,0.00000000,0.89315773,0.33115275,0.55028770,0.00000000
-5.87993997,1.21084891,0.07600632,0.00000000,0.92946463,0.34016530,0.57641706,0.00000000
-5.87393697,1.25696224,0.07393696,0.00000000,0.97132677,0.35185810,0.60608312,0.00000000
-5.86793397,1.31091698,0.07264245,0.00000000,1.01856450,0.36622345,0.63914231,0.00000000
-5.86193097,1.37237626,0.07215910,0.00000000,1.07085803,0.38320634,0.67536970,0.00000000
-5.85592796,1.44083579,0.07250972,0.00000000,1.12775495,0.40270499,0.71446353,0.00000000
-5.84992496,1.51563550,0.07370333,0.00000000,1.18868142,0.42457242,0.75605176,0.00000000
-5.84392196,1.59597465,0.07573516,0.00000000,1.25295652,0.44861872,0.79970025,0.00000000
-5.83791896,1.68092969,0.07858669,0.00000000,1.31980897,0.47461396,0.84492243,0.00000000
-5.83191596,1.76947384,0.08222582,0.00000000,1.38839540,0.50229161,0.89118964,0.00000000
-5.82591296,1.86049754,0.08660718,0.00000000,1.45781946,0.53135211,0.93794194,0.00000000
-5.81990995,1.95282908,0.09167247,0.00000000,1.52715091,0.56146667,0.98459888,0.00000000
-5.81390695,2.04525456,0.09735091,0.00000000,1.59544416,0.59228115,1.03056992,0.00000000
-5.80790395,2.13653702,0.10355980,0.00000000,1.66175567,0.62341995,1.07526414,0.00000000
-5.80190095,2.22543418,0.11020527,0.00000000,1.72515991,0.65448999,1.11809922,0.00000000
-5.79589795,2.31071502,0.11718313,0.00000000,1.78476361,0.68508487,1.15850948,0.00000000
-5.78989495,2.39117500,0.12438001,0.00000000,1.83971835,0.71478923,1.19595306,0.00000000
-5.78389195,2.46565058,0.13167483,0.00000000,1.88923153,0.74318353,1.22991838,0.00000000
-5.77788894,2.53303301,0.13894045,0.00000000,1.93257600,0.76984933,1.25992996,0.00000000
-5.77188594,2.59228211,0.14604572,0.00000000,1.96909853,0.79437520,1.28555388,0.00000000
-5.76588294,2.64244021,0.15285787,0.00000000,1.99822757,0.81636326,1.30640307,0.00000000
-5.75987994,2.68264665,0.15924515,0.00000000,2.01948055,0.83543649,1.32214254,0.00000000
-5.75387694,2.71215284,0.16507972,0.00000000,2.03247088,0.85124664,1.33249479,0.00000000
-5.74787394,2.73033803,0.17024076,0.00000000,2.03691483,0.86348258,1.33724527,0.00000000
-5.74187094,2.73672529,0.17461761,0.00000000,2.03263836,0.87187901,1.33624809,0.00000000
-5.73586793,2.73099739,0.17811289,0.00000000,2.01958358,0.87622507,1.32943152,0.00000000
-5.72986493,2.71301192,0.18064544,0.00000000,1.99781476,0.87637259,1.31680338,0.00000000
-5.72386193,2.68281469,0.18215302,0.00000000,1.96752339,0.87224360,1.29845570,0.00000000
-5.71785893,2.64065073,0.18259449,0.00000000,1.92903183,0.86383663,1.27456855,0.00000000
-5.71185593,2.58697182,0.18195155,0.00000000,1.88279505,0.85123145,1.24541245,0.00000000
-5.70585293,2.52243978,0.18022976,0.00000000,1.82939997,0.83459192,1.21134913,0.00000000
-5.69984992,2.44792478,0.17745895,0.00000000,1.76956189,0.81416665,1.17283024,0.00000000
-5.69384692,2.36449822,0.17369277,0.00000000,1.70411778,0.79028734,1.13039388,0.00000000
-5.68784392,2.27341978,0.16900757,0.00000000,1.63401600,0.76336461,1.08465858,0.00000000
-5.68184092,2.17611887,0.16350059,0.00000000,1.56030271,0.73388160,1.03631500,0.00000000
-5.67583792,2.07417054,0.15728743,0.00000000,1.48410488,0.70238518,0.98611520,0.00000000
-5.66983492,1.96926674,0.15049904,0.00000000,1.40661031,0.66947528,0.93485993,0.00000000
-5.66383192,1.86318342,0.14327822,0.00000000,1.32904518,0.63579267,0.88338398,0.00000000
-5.65782891,1.75774482,0.13577594,0.00000000,1.25264971,0.60200538,0.83254039,0.00000000
-5.65182591,1.65478582,0.12814735,0.00000000,1.17865272,0.56879457,0.78318361,0.00000000
-5.64582291,1.55611369,0.12054799,0.00000000,1.10824583,0.53683989,0.73615242,0.00000000
-5.63981991,1.46347045,0.11312997,0.00000000,1.04255817,0.50680520,0.69225295,0.00000000
-5.63381691,1.37849677,0.10603854,0.00000000,0.98263234,0.47932467,0.65224230,0.00000000
-5.62781391,1.30269856,0.09940892,0.00000000,0.92940241,0.45498988,0.61681325,0.00000000
-5.62181091,1.23741696,0.09336369,0.00000000,0.88367448,0.43433802,0.58658039,0.00000000
-5.61580790,1.18380235,0.08801055,0.00000000,0.84611046,0.41784150,0.56206796,0.00000000
-5.60980490,1.14279284,0.08344068,0.00000000,0.81721539,0.40589908,0.54369958,0.00000000
-5.60380190,1.11509747,0.07972757,0.00000000,0.79732856,0.39882845,0.53179011,0.00000000
-5.59779890,1.10118433,0.07692638,0.00000000,0.78661860,0.39686062,0.52653964,0.00000000
-5.59179590,1.10127340,0.07507368,0.00000000,0.78508267,0.40013571,0.52802976,0.00000000
-5.58579290,1.11533425,0.07418771,0.00000000,0.79254946,0.40870039,0.53622198,0.00000000
-5.57978989,1.14308830,0.07426885,0.00000000,0.80868611,0.42250691,0.55095851,0.00000000
-5.57378689,1.18401564,0.07530044,0.00000000,0.83300867,0.44141358,0.57196518,0.00000000
-5.56778389,1.23736609,0.07724984,0.00000000,0.86489573,0.46518684,0.59885663,0.00000000
-5.56178089,1.30217445,0.08006965,0.00000000,0.90360512,0.49350484,0.63114368,0.00000000
-5.55577789,1.37727976,0.08369901,0.00000000,0.94829295,0.52596263,0.66824290,0.00000000
-5.54977489,1.46134837,0.08806502,0.00000000,0.99803469,0.56207895,0.70948819,0.00000000
-5.54377189,1.55290046,0.09308430,0.00000000,1.05184773,0.60130460,0.75414446,0.00000000
-5.53776888,1.65034000,0.09866443,0.00000000,1.10871473,0.64303248,0.80142302,0.00000000
-5.53176588,1.75198732,0.10470563,0.00000000,1.16760730,0.68660911,0.85049858,0.00000000
-5.52576288,1.85611412,0.11110225,0.00000000,1.22750914,0.73134761,0.90052752,0.00000000
-5.51975988,1.96097994,0.11774448,0.00000000,1.28743812,0.77654188,0.95066699,0.00000000
-5.51375688,2.06486949,0.12451997,0.00000000,1.34646658,0.82148173,1.00009431,0.00000000
-5.50775388,2.16612974,0.13131549,0.00000000,1.40373918,0.86546858,1.04802618,0.00000000
-5.50175088,2.26320577,0.13801862,0.00000000,1.45848778,0.90783137,1.09373704,0.00000000
-5.49574787,2.35467425,0.14451940,0.00000000,1.51004293,0.94794200,1.13657592,0.00000000
-5.48974487,2.43927353,0.15071201,0.00000000,1.55784157,0.98523008,1.17598120,0.00000000
-5.48374187,2.51592904,0.15649641,0.00000000,1.60143076,1.01919608,1.21149256,0.00000000
-5.47773887,2.58377333,0.16177983,0.00000000,1.64046757,1.04942267,1.24275974,0.00000000
-5.47173587,2.64215972,0.16647829,0.00000000,1.67471517,1.07558358,1.26954771,0.00000000
-5.46573287,2.69066920,0.17051786,0.00000000,1.70403551,1.09744969,1.29173782,0.00000000
-5.45972986,2.72911009,0.17383592,0.00000000,1.72837919,1.11489194,1.30932510,0.00000000
-5.45372686,2.75751074,0.17638202,0.00000000,1.74777305,1.12788105,1.32241159,0.00000000
-5.44772386,2.77610526,0.17811871,0.00000000,1.76230636,1.13648392,1.33119615,0.00000000
-5.44172086,2.78531320,0.17902200,0.00000000,1.77211620,1.14085681,1.33596100,0.00000000
-5.43571786,2.78571381,0.17908159,0.00000000,1.77737313,1.14123576,1.33705582,0.00000000
-5.42971486,2.77801621,0.17830080,0.00000000,1.77826756,1.13792438,1.33487993,0.00000000
-5.42371186,2.76302647,0.17669625,0.00000000,1.77499774,1.13127984,1.32986339,0.00000000
-5.41770885,2.74161334,0.17429720,0.00000000,1.76775979,1.12169735,1.32244796,0.00000000
-5.41170585,2.71467362,0.17114469,0.00000000,1.75674008,1.10959413,1.31306856,0.00000000
-5.40570285,2.68309895,0.16729035,0.00000000,1.74211031,1.09539326,1.30213613,0.00000000
-5.39969985,2.64774503,0.16279509,0.00000000,1.72402510,1.07950835,1.29002251,0.00000000
-5.39369685,2.60940446,0.15772756,0.00000000,1.70262213,1.06232940,1.27704801,0.00000000
-5.38769385,2.56878423,0.15216249,0.00000000,1.67802437,1.04421069,1.26347186,0.00000000
-5.38169085,2.52648840,0.14617894,0.00000000,1.65034412,1.02546087,1.24948615,0.00000000
-5.37568784,2.48300659,0.13985862,0.00000000,1.61968826,1.00633586,1.23521298,0.00000000
-5.36968484,2.43870829,0.13328409,0.00000000,1.58616428,0.98703456,1.22070517,0.00000000
-5.36368184,2.39384315,0.12653723,0.00000000,1.54988647,0.96769754,1.20595005,0.00000000
-5.35767884,2.34854684,0.11969768,0.00000000,1.51098194,0.94840865,1.19087612,0.00000000
-5.35167584,2.30285214,0.11284160,0.00000000,1.46959593,0.92919940,1.17536229,0.00000000
-5.34567284,2.25670445,0.10604059,0.00000000,1.42589625,0.91005573,1.15924906,0.00000000
-5.33966983,2.20998122,0.09936086,0.00000000,1.38007651,0.89092691,1.14235115,0.00000000
-5.33366683,2.16251406,0.09286271,0.00000000,1.33235813,0.87173599,1.12447116,0.00000000
-5.32766383,2.11411295,0.08660024,0.00000000,1.28299119,0.85239150,1.10541344,0.00000000
-5.32166083,2.06459127,0.08062140,0.00000000,1.23225398,0.83279960,1.08499792,0.00000000
-5.31565783,2.01379077,0.07496816,0.00000000,1.18045173,0.81287634,1.06307312,0.00000000
-5.30965483,1.96160539,0.06967707,0.00000000,1.12791430,0.79255947,1.03952803,0.00000000
-5.30365183,1.90800305,0.06477985,0.00000000,1.07499334,0.77181914,1.01430238,0.00000000
-5.29764882,1.85304439,0.06030417,0.00000000,1.02205886,0.75066722,0.98739486,0.00000000
-5.29164582,1.79689774,0.05627452,0.00000000,0.96949549,0.72916474,0.95886911,0.00000000
-5.28564282,1.73984949,0.05271301,0.00000000,0.91769836,0.70742700,0.92885720,0.00000000
-5.27963982,1.68230936,0.04964020,0.00000000,0.86706883,0.68562628,0.89756038,0.00000000
-5.27363682,1.62481014,0.04707570,0.00000000,0.81800991,0.66399183,0.86524715,0.00000000
-5.26763382,1.56800160,0.04503870,0.00000000,0.77092139,0.64280706,0.83224859,0.00000000
-5.26163082,1.51263857,0.04354822,0.00000000,0.72619474,0.62240402,0.79895106,0.00000000
-5.25562781,1.45956338,0.04262305,0.00000000,0.68420746,0.60315508,0.76578647,0.00000000
-5.24962481,1.40968301,0.04228150,0.00000000,0.64531722,0.58546234,0.73322046,0.00000000
-5.24362181,1.36394151,0.04254072,0.00000000,0.60985536,0.56974466,0.70173870,0.00000000
-5.23761881,1.32328865,0.04341588,0.00000000,0.57812023,0.55642308,0.67183192,0.00000000
-5.23161581,1.28864568,0.04491894,0.00000000,0.55037009,0.54590485,0.64398002,0.00000000
