energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-6.00000000,8.67925263,0.13218531,0.51960011,1.09555798,0.17999285,0.13470815,3.89124256,1.44282470,1.15662410
-5.99399700,8.62402323,0.13007277,0.51588470,1.08557006,0.18041341,0.13487791,3.86680243,1.42851786,1.14941333
-5.98799400,8.53868661,0.12729278,0.51020431,1.07214727,0.18044360,0.13445973,3.82948402,1.41035925,1.13732724
-5.98199100,8.42464126,0.12390068,0.50267244,1.05559630,0.18005613,0.13344842,3.77988323,1.38873920,1.12056746
-5.97598799,8.28392883,0.11996144,0.49343972,1.03628807,0.17924060,0.13185150,3.71888168,1.36412956,1.09942390
-5.96998499,8.11916071,0.11554752,0.48268915,1.01464778,0.17800297,0.12968863,3.64761465,1.33706876,1.07426504
-5.96398199,7.93342468,0.11073654,0.47063019,0.99114259,0.17636435,0.12699062,3.56742980,1.30814392,1.04552602
-5.95797899,7.73017514,0.10560897,0.45749213,0.96626749,0.17435922,0.12379822,3.47983830,1.27797074,1.01369487
-5.95197599,7.51311176,0.10024580,0.44351677,0.94052975,0.17203311,0.12016056,3.38646038,1.24717190,0.97929747
-5.94597299,7.28605167,0.09472639,0.42895086,0.91443259,0.16943993,0.11613353,3.28896774,1.21635489,0.94288190
-5.93996998,7.05280043,0.08912655,0.41403861,0.88845882,0.16663902,0.11177796,3.18902524,1.18609022,0.90500265
-5.93396698,6.81702754,0.08351684,0.39901450,0.86305504,0.16369216,0.10715786,3.08823432,1.15689094,0.86620555
-5.92796398,6.58215158,0.07796132,0.38409671,0.83861719,0.16066063,0.10233867,2.98808073,1.12919434,0.82701365
-5.92196098,6.35123993,0.07251656,0.36948149,0.81547808,0.15760252,0.09738565,2.88988873,1.10334685,0.78791487
-5.91595798,6.12692723,0.06723108,0.35533870,0.79389766,0.15457042,0.09236245,2.79478380,1.07959263,0.74935162
-5.90995498,5.91135585,0.06214517,0.34180860,0.77405627,0.15160957,0.08732987,2.70366537,1.05806664,0.71171286
-5.90395198,5.70614063,0.05729097,0.32900016,0.75605147,0.14875669,0.08234494,2.61719073,1.03879245,0.67532874
-5.89794897,5.51235900,0.05269292,0.31699087,0.73989862,0.14603939,0.07746020,2.53577058,1.02168492,0.64046797
-5.89194597,5.33056640,0.04836844,0.30582800,0.72553503,0.14347628,0.07272334,2.45957640,1.00655780,0.60733783
-5.88594297,5.16083557,0.04432880,0.29553126,0.71282782,0.14107783,0.06817700,2.38855877,0.99313581,0.57608682
-5.87993997,5.00281731,0.04058007,0.28609683,0.70158488,0.13884770,0.06385893,2.32247587,0.98107073,0.54680952
-5.87393697,4.85581919,0.03712420,0.27750225,0.69156857,0.13678473,0.05980230,2.26093022,0.96996074,0.51955347
-5.86793397,4.71889780,0.03396007,0.26971218,0.68251135,0.13488526,0.05603617,2.20341183,0.95937207,0.49432765
-5.86193097,4.59095943,0.03108452,0.26268468,0.67413276,0.13314572,0.05258611,2.14934535,0.94886200,0.47111186
-5.85592796,4.47086399,0.02849322,0.25637744,0.66615662,0.13156531,0.04947488,2.09813868,0.93800193,0.44986680
-5.84992496,4.35752636,0.02618154,0.25075401,0.65832781,0.13014859,0.04672308,2.04923047,0.92639964,0.43054404
-5.84392196,4.25001001,0.02414513,0.24578932,0.65042761,0.12890780,0.04434982,2.00213399,0.91371940,0.41309546
-5.83791896,4.14760777,0.02238044,0.24147440,0.64228686,0.12786473,0.04237324,1.95647494,0.89969910,0.39748174
-5.83191596,4.04990567,0.02088497,0.23782002,0.63379618,0.12705204,0.04081086,1.91202143,0.88416350,0.38367923
-5.82591296,3.95682643,0.01965745,0.23485891,0.62491281,0.12651387,0.03967987,1.86870438,0.86703307,0.37168517
-5.81990995,3.86865030,0.01869771,0.23264652,0.61566360,0.12630565,0.03899704,1.82662729,0.84832780,0.36152067
-5.81390695,3.78601229,0.01800656,0.23126020,0.60614401,0.12649314,0.03877858,1.78606504,0.82816614,0.35323152
-5.80790395,3.70987588,0.01758538,0.23079679,0.59651326,0.12715057,0.03903961,1.74745167,0.80675891,0.34688672
-5.80190095,3.64148465,0.01743567,0.23136871,0.58698568,0.12835804,0.03979356,1.71135794,0.78439871,0.34257476
-5.79589795,3.58229440,0.01755852,0.23309878,0.57781897,0.13019828,0.04105128,1.67845974,0.76144533,0.34039795
-5.78989495,3.53388932,0.01795397,0.23611381,0.56929970,0.13275275,0.04282006,1.64949921,0.73830808,0.34046501
-5.78389195,3.49788658,0.01862038,0.24053744,0.56172706,0.13609741,0.04510252,1.62524055,0.71542578,0.34288234
-5.77788894,3.47583441,0.01955377,0.24648254,0.55539558,0.14029827,0.04789544,1.60642288,0.69324565,0.34774445
-5.77188594,3.46910891,0.02074719,0.25404335,0.55057773,0.14540695,0.05118866,1.59371268,0.67220201,0.35512407
-5.76588294,3.47881505,0.02219017,0.26328806,0.54750734,0.15145645,0.05496406,1.58765822,0.65269600,0.36506240
-5.75987994,3.50569701,0.02386824,0.27425190,0.54636471,0.15845739,0.05919468,1.58864852,0.63507712,0.37756016
-5.75387694,3.55006260,0.02576259,0.28693130,0.54726414,0.16639487,0.06384407,1.59687888,0.61962762,0.39256988
-5.74787394,3.61172571,0.02784982,0.30127935,0.55024454,0.17522621,0.06886599,1.61232486,0.60655035,0.40998979
-5.74187094,3.68996998,0.03010192,0.31720284,0.55526368,0.18487961,0.07420439,1.63472607,0.59596063,0.42965993
-5.73586793,3.78353565,0.03248638,0.33456102,0.56219622,0.19525399,0.07979377,1.66358066,0.58788226,0.45136042
-5.72986493,3.89063052,0.03496650,0.35316636,0.57083575,0.20621990,0.08555995,1.69815090,0.58224803,0.47481244
-5.72386193,4.00896484,0.03750191,0.37278702,0.58090072,0.21762169,0.09142123,1.73747956,0.57890429,0.49968156
-5.71785893,4.13580848,0.04004922,0.39315127,0.59204387,0.22928075,0.09728988,1.78041645,0.57761942,0.52558365
-5.71185593,4.26806811,0.04256292,0.41395360,0.60386476,0.24099985,0.10307396,1.82565393,0.57809552,0.55209303
-5.70585293,4.40238078,0.04499631,0.43486212,0.61592484,0.25256826,0.10867946,1.87176955,0.57998282,0.57875253
-5.69984992,4.53521978,0.04730266,0.45552729,0.62776410,0.26376772,0.11401253,1.91727412,0.58289588,0.60508512
-5.69384692,4.66300803,0.04943633,0.47559129,0.63891880,0.27437880,0.11898185,1.96066288,0.58643089,0.63060657
-5.68784392,4.78223402,0.05135403,0.49469785,0.64893913,0.28418748,0.12350103,2.00046736,0.59018313,0.65483862
-5.68184092,4.88956522,0.05301597,0.51250211,0.65740620,0.29299178,0.12749083,2.03530588,0.59376382,0.67732215
-5.67583792,4.98195422,0.05438697,0.52868005,0.66394751,0.30060799,0.13088131,2.06393029,0.59681566,0.69762977
-5.66983492,5.05673319,0.05543749,0.54293719,0.66825020,0.30687643,0.13361357,2.08526707,0.59902640,0.71537731
-5.66383192,5.11169300,0.05614444,0.55501622,0.67007159,0.31166641,0.13564122,2.09845123,0.60013991,0.73023381
-5.65782891,5.14514422,0.05649189,0.56470331,0.66924665,0.31488017,0.13693146,2.10285162,0.59996453,0.74192961
-5.65182591,5.15595795,0.05647140,0.57183290,0.66569207,0.31645580,0.13746564,2.09808700,0.59837832,0.75026233
-5.64582291,5.14358577,0.05608230,0.57629085,0.65940702,0.31636882,0.13723946,2.08403239,0.59533133,0.75510050
-5.63981991,5.10805870,0.05533156,0.57801592,0.65047066,0.31463257,0.13626264,2.06081598,0.59084500,0.75638489
-5.63381691,5.04996643,0.05423354,0.57699971,0.63903658,0.31129734,0.13455826,2.02880693,0.58500879,0.75412753
-5.62781391,4.97041852,0.05280939,0.57328501,0.62532482,0.30644828,0.13216164,1.98859524,0.57797462,0.74840867
-5.62181091,4.87099026,0.05108634,0.56696286,0.60961168,0.30020227,0.12911895,1.94096473,0.56994936,0.73937177
-5.61580790,4.75365630,0.04909682,0.55816849,0.59221812,0.29270385,0.12548561,1.88686075,0.56118598,0.72721706
-5.60980490,4.62071544,0.04687736,0.54707639,0.57349722,0.28412044,0.12132449,1.82735416,0.55197386,0.71219379
-5.60380190,4.47471024,0.04446750,0.53389478,0.55382139,0.27463701,0.11670402,1.76360331,0.54262869,0.69459169
-5.59779890,4.31834492,0.04190865,0.51885967,0.53356984,0.26445052,0.11169632,1.69681575,0.53348255,0.67473200
-5.59179590,4.15440500,0.03924289,0.50222885,0.51311686,0.25376426,0.10637539,1.62821107,0.52487458,0.65295840
-5.58579290,3.98568153,0.03651191,0.48427595,0.49282139,0.24278236,0.10081540,1.55898643,0.51714254,0.62962817
-5.57978989,3.81490258,0.03375599,0.46528480,0.47301816,0.23170466,0.09508917,1.49028590,0.51061560,0.60510394
