energy_ev,total_up,total_down,As_p_up,As_p_down,As_d_up,As_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,0.80773028,-0.86418236,0.36832589,-0.48495570,0.00000000,-0.00000000,0.34944117,-0.39476721,0.29410247,-0.31149433,0.05149974,-0.02961667,0.08568251,-0.07299336
-5.99399700,0.84135315,-0.85805086,0.38412214,-0.48451440,0.00000000,-0.00000000,0.37322982,-0.40038221,0.30733335,-0.31185398,0.05195132,-0.02799514,0.08996196,-0.07071714
-5.98799400,0.88047355,-0.85070219,0.40236737,-0.48324757,0.00000000,-0.00000000,0.40061376,-0.40484610,0.32271807,-0.31157162,0.05241989,-0.02648727,0.09501845,-0.06839728
-5.98199100,0.92574628,-0.84214219,0.42335918,-0.48113627,0.00000000,-0.00000000,0.43192389,-0.40811747,0.34053879,-0.31063697,0.05292215,-0.02509593,0.10092967,-0.06604961
-5.97598799,0.97781274,-0.83235861,0.44738880,-0.47815379,0.00000000,-0.00000000,0.46746870,-0.41015840,0.36107648,-0.30903711,0.05347572,-0.02382011,0.10777056,-0.06368769
-5.96998499,1.03727301,-0.82132368,0.47472825,-0.47426705,0.00000000,-0.00000000,0.50751955,-0.41093462,0.38459980,-0.30675698,0.05409807,-0.02265539,0.11561004,-0.06132296
-5.96398199,1.10465482,-0.80899793,0.50561605,-0.46943867,0.00000000,-0.00000000,0.55229484,-0.41041614,0.41135256,-0.30378021,0.05480539,-0.02159464,0.12450764,-0.05896493
-5.95797899,1.18038075,-0.79533506,0.54024230,-0.46362964,0.00000000,-0.00000000,0.60194377,-0.40857833,0.44154027,-0.30009041,0.05561149,-0.02062860,0.13450973,-0.05662157
-5.95197599,1.26473506,-0.78028777,0.57873358,-0.45680263,0.00000000,-0.00000000,0.65653043,-0.40540360,0.47531638,-0.29567275,0.05652658,-0.01974664,0.14564581,-0.05429962
-5.94597299,1.35783192,-0.76381429,0.62113853,-0.44892562,0.00000000,-0.00000000,0.71601898,-0.40088346,0.51276870,-0.29051584,0.05755634,-0.01893741,0.15792494,-0.05200510
-5.93996998,1.45958658,-0.74588536,0.66741492,-0.43997582,0.00000000,-0.00000000,0.78026094,-0.39502083,0.55390684,-0.28461383,0.05870094,-0.01818951,0.17133246,-0.04974371
-5.93396698,1.56969129,-0.72649126,0.71741885,-0.42994368,0.00000000,-0.00000000,0.84898516,-0.38783267,0.59865123,-0.27796853,0.05995452,-0.01749211,0.18582729,-0.04752139
-5.92796398,1.68759761,-0.70564862,0.77089699,-0.41883665,0.00000000,-0.00000000,0.92179151,-0.37935246,0.64682450,-0.27059153,0.06130473,-0.01683552,0.20133990,-0.04534482
-5.92196098,1.81250638,-0.68340656,0.82748230,-0.40668267,0.00000000,-0.00000000,0.99814880,-0.36963258,0.69814571,-0.26250609,0.06273276,-0.01621161,0.21777122,-0.04322187
-5.91595798,1.94336668,-0.65985180,0.88669387,-0.39353293,0.00000000,-0.00000000,1.07739737,-0.35874619,0.75222810,-0.25374872,0.06421355,-0.01561423,0.23499245,-0.04116208
-5.90995498,2.07888440,-0.63511243,0.94794121,-0.37946389,0.00000000,-0.00000000,1.15875697,-0.34678858,0.80858065,-0.24437032,0.06571639,-0.01503944,0.25284610,-0.03917703
