energy_ev,total_up,Ga_p_up,Ga_d_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up
-6.00000000,1.55376176,0.25309913,0.00000000,0.79697884,0.50569053,0.76722850,0.00000000
-5.99399700,1.58789040,0.26088393,0.00000000,0.80126294,0.52281548,0.78107863,0.00000000
-5.98799400,1.61574525,0.26784805,0.00000000,0.80125870,0.53820987,0.79171464,0.00000000
-5.98199100,1.63696439,0.27388269,0.00000000,0.79702418,0.55164307,0.79903159,0.00000000
-5.97598799,1.65126742,0.27888843,0.00000000,0.78868591,0.56290505,0.80296406,0.00000000
-5.96998499,1.65845722,0.28277686,0.00000000,0.77643298,0.57181001,0.80348500,0.00000000
-5.96398199,1.65842099,0.28547235,0.00000000,0.76050968,0.57819992,0.80060430,0.00000000
-5.95797899,1.65113039,0.28691370,0.00000000,0.74120707,0.58194784,0.79436704,0.00000000
-5.95197599,1.63664101,0.28705566,0.00000000,0.71885381,0.58296103,0.78485172,0.00000000
-5.94597299,1.61509118,0.28587037,0.00000000,0.69380667,0.58118352,0.77216836,0.00000000
-5.93996998,1.58670006,0.28334840,0.00000000,0.66644120,0.57659822,0.75645674,0.00000000
-5.93396698,1.55176498,0.27949961,0.00000000,0.63714267,0.56922831,0.73788457,0.00000000
-5.92796398,1.51065788,0.27435350,0.00000000,0.60629780,0.55913789,0.71664565,0.00000000
-5.92196098,1.46382085,0.26795917,0.00000000,0.57428722,0.54643163,0.69295799,0.00000000
-5.91595798,1.41176051,0.26038476,0.00000000,0.54147912,0.53125356,0.66706169,0.00000000
-5.90995498,1.35504122,0.25171645,0.00000000,0.50822378,0.51378478,0.63921659,0.00000000
-5.90395198,1.29427716,0.24205684,0.00000000,0.47484937,0.49424021,0.60969961,0.00000000
-5.89794897,1.23012309,0.23152294,0.00000000,0.44165864,0.47286438,0.57880155,0.00000000
-5.89194597,1.16326407,0.22024374,0.00000000,0.40892678,0.44992637,0.54682364,0.00000000
-5.88594297,1.09440424,0.20835739,0.00000000,0.37689992,0.42571409,0.51407349,0.00000000
-5.87993997,1.02425494,0.19600810,0.00000000,0.34579463,0.40052796,0.48086077,0.00000000
-5.87393697,0.95352240,0.18334297,0.00000000,0.31579785,0.37467440,0.44749260,0.00000000
-5.86793397,0.88289549,0.17050873,0.00000000,0.28706755,0.34845918,0.41426878,0.00000000
-5.86193097,0.81303398,0.15764854,0.00000000,0.25973366,0.32218096,0.38147711,0.00000000
-5.85592796,0.74455749,0.14489903,0.00000000,0.23389948,0.29612532,0.34938883,0.00000000
-5.84992496,0.67803588,0.13238763,0.00000000,0.20964337,0.27055928,0.31825460,0.00000000
-5.84392196,0.61398120,0.12023027,0.00000000,0.18702069,0.24572685,0.28830101,0.00000000
-5.83791896,0.55284158,0.10852958,0.00000000,0.16606595,0.22184537,0.25972780,0.00000000
-5.83191596,0.49499737,0.09737355,0.00000000,0.14679529,0.19910310,0.23270610,0.00000000
-5.82591296,0.44075951,0.08683477,0.00000000,0.12920903,0.17765781,0.20737755,0.00000000
-5.81990995,0.39037030,0.07697014,0.00000000,0.11329456,0.15763665,0.18385446,0.00000000
-5.81390695,0.34400642,0.06782121,0.00000000,0.09902927,0.13913702,0.16222107,0.00000000
-5.80790395,0.30178398,0.05941482,0.00000000,0.08638379,0.12222850,0.14253567,0.00000000
-5.80190095,0.26376551,0.05176431,0.00000000,0.07532524,0.10695561,0.12483364,0.00000000
-5.79589795,0.22996836,0.04487095,0.00000000,0.06582060,0.09334137,0.10913121,0.00000000
-5.78989495,0.20037423,0.03872568,0.00000000,0.05784010,0.08139126,0.09542976,0.00000000
-5.78389195,0.17493939,0.03331101,0.00000000,0.05136055,0.07109763,0.08372046,0.00000000
-5.77788894,0.15360511,0.02860297,0.00000000,0.04636851,0.06244416,0.07398907,0.00000000
-5.77188594,0.13630791,0.02457312,0.00000000,0.04286322,0.05541027,0.06622062,0.00000000
-5.76588294,0.12298915,0.02119042,0.00000000,0.04085914,0.04997525,0.06040382,0.00000000
-5.75987994,0.11360357,0.01842304,0.00000000,0.04038812,0.04612203,0.05653497,0.00000000
-5.75387694,0.10812650,0.01623990,0.00000000,0.04150086,0.04384030,0.05462118,0.00000000
-5.74787394,0.10655930,0.01461210,0.00000000,0.04426778,0.04312896,0.05468269,0.00000000
-5.74187094,0.10893296,0.01351397,0.00000000,0.04877903,0.04399777,0.05675426,0.00000000
-5.73586793,0.11530954,0.01292396,0.00000000,0.05514363,0.04646820,0.06088548,0.00000000
-5.72986493,0.12578142,0.01282519,0.00000000,0.06348769,0.05057335,0.06713987,0.00000000
-5.72386193,0.14046841,0.01320579,0.00000000,0.07395156,0.05635701,0.07559288,0.00000000
-5.71785893,0.15951266,0.01405898,0.00000000,0.08668603,0.06387188,0.08632875,0.00000000
-5.71185593,0.18307157,0.01538290,0.00000000,0.10184754,0.07317705,0.09943626,0.00000000
-5.70585293,0.21130902,0.01718029,0.00000000,0.11959246,0.08433483,0.11500362,0.00000000
-5.69984992,0.24438504,0.01945798,0.00000000,0.14007067,0.09740692,0.13311258,0.00000000
-5.69384692,0.28244456,0.02222626,0.00000000,0.16341843,0.11245041,0.15383194,0.00000000
-5.68784392,0.32560543,0.02549818,0.00000000,0.18975099,0.12951337,0.17721089,0.00000000
-5.68184092,0.37394646,0.02928873,0.00000000,0.21915502,0.14863055,0.20327229,0.00000000
-5.67583792,0.42749578,0.03361405,0.00000000,0.25168130,0.16981920,0.23200625,0.00000000
-5.66983492,0.48622028,0.03849063,0.00000000,0.28733785,0.19307528,0.26336448,0.00000000
-5.66383192,0.55001644,0.04393449,0.00000000,0.32608400,0.21837019,0.29725544,0.00000000
-5.65782891,0.61870326,0.04996043,0.00000000,0.36782560,0.24564819,0.33354083,0.00000000
