energy_ev,total_up,As_p_up,As_d_up,S_s_up,S_p_up,Ta_p_up,Ta_d_up
-6.00000000,5.80660393,0.51340342,0.00000000,0.06154969,3.71262614,2.77094135,1.85846616
-5.99399700,5.80906421,0.51023054,0.00000000,0.06200673,3.72199824,2.76710529,1.85331855
-5.98799400,5.81385940,0.50708985,0.00000000,0.06267296,3.73277625,2.76372550,1.85023680
-5.98199100,5.82063187,0.50397851,0.00000000,0.06355401,3.74467493,2.76067837,1.84914500
-5.97598799,5.82921071,0.50090232,0.00000000,0.06465058,3.75755220,2.75792319,1.85005224
-5.96998499,5.83960962,0.49787570,0.00000000,0.06595824,3.77140696,2.75550326,1.85304818
-5.96398199,5.85201208,0.49492084,0.00000000,0.06746746,3.78636785,2.75354109,1.85829310
-5.95797899,5.86674508,0.49206624,0.00000000,0.06916358,3.80267391,2.75222824,1.86600302
-5.95197599,5.88424335,0.48934459,0.00000000,0.07102704,3.82064842,2.75181047,1.87643079
-5.94597299,5.90500655,0.48679032,0.00000000,0.07303369,3.84066771,2.75256920,1.88984444
-5.93996998,5.92955198,0.48443696,0.00000000,0.07515523,3.86312670,2.75480039,1.90650388
-5.93396698,5.95836588,0.48231447,0.00000000,0.07735980,3.88840325,2.75879211,1.92663733
-5.92796398,5.99185598,0.48044685,0.00000000,0.07961275,3.91682327,2.76480213,1.95041868
-5.92196098,6.03030808,0.47885010,0.00000000,0.08187741,3.94862841,2.77303663,1.97794695
-5.91595798,6.07384898,0.47753073,0.00000000,0.08411612,3.98394814,2.78363125,2.00922895
-5.90995498,6.12241763,0.47648493,0.00000000,0.08629122,4.02277726,2.79663541,2.04416587
-5.90395198,6.17574588,0.47569849,0.00000000,0.08836617,4.06496032,2.81200063,2.08254455
-5.89794897,6.23334979,0.47514736,0.00000000,0.09030659,4.11018317,2.82957342,2.12403370
-5.89194597,6.29453174,0.47479904,0.00000000,0.09208138,4.15797229,2.84909318,2.16818537
-5.88594297,6.35839316,0.47461450,0.00000000,0.09366366,4.20770160,2.87019493,2.21444145
-5.87993997,6.42385721,0.47455073,0.00000000,0.09503165,4.25860658,2.89241714,2.26214502
-5.87393697,6.48970031,0.47456363,0.00000000,0.09616938,4.30980476,2.91521397,2.31055615
-5.86793397,6.55459109,0.47461122,0.00000000,0.09706723,4.36032189,2.93797179,2.35887123
-5.86193097,6.61713514,0.47465695,0.00000000,0.09772222,4.40912254,2.96002908,2.40624548
-5.85592796,6.67592350,0.47467293,0.00000000,0.09813806,4.45514384,2.98069909,2.45181735
-5.84992496,6.72958315,0.47464307,0.00000000,0.09832502,4.49733106,2.99929443,2.49473421
-5.84392196,6.77682727,0.47456572,0.00000000,0.09829946,4.53467355,3.01515248,2.53417819
-5.83791896,6.81650336,0.47445605,0.00000000,0.09808324,4.56623966,3.02766085,2.56939119
-5.83191596,6.84763722,0.47434762,0.00000000,0.09770282,4.59120931,3.03628177,2.59969823
-5.82591296,6.86947116,0.47429346,0.00000000,0.09718827,4.60890277,3.04057434,2.62452816
-5.81990995,6.88149466,0.47436626,0.00000000,0.09657208,4.61880480,3.04021387,2.64343104
-5.81390695,6.88346635,0.47465786,0.00000000,0.09588792,4.62058289,3.03500730,2.65609140
-5.80790395,6.87542620,0.47527774,0.00000000,0.09516933,4.61409914,3.02490402,2.66233706
-5.80190095,6.85769728,0.47635087,0.00000000,0.09444843,4.59941507,3.01000140,2.66214303
-5.79589795,6.83087700,0.47801454,0.00000000,0.09375465,4.57678932,2.99054488,2.65563037
-5.78989495,6.79581783,0.48041458,0.00000000,0.09311364,4.54666827,2.96692213,2.64306022
-5.78389195,6.75359827,0.48370081,0.00000000,0.09254622,4.50967002,2.93965171,2.62482301
-5.77788894,6.70548518,0.48802204,0.00000000,0.09206759,4.46656231,2.90936624,2.60142363
-5.77188594,6.65288880,0.49352061,0.00000000,0.09168674,4.41823549,2.87679104,2.57346289
-5.76588294,6.59731249,0.50032675,0.00000000,0.09140609,4.36567161,2.84271869,2.54161635
-5.75987994,6.54029904,0.50855296,0.00000000,0.09122141,4.30991093,2.80798092,2.50661116
-5.75387694,6.48337612,0.51828863,0.00000000,0.09112191,4.25201747,2.77341870,2.46920213
-5.74787394,6.42800286,0.52959507,0.00000000,0.09109075,4.19304482,2.73985209,2.43014783
-5.74187094,6.37552005,0.54250127,0.00000000,0.09110560,4.13400380,2.70805096,2.39018777
-5.73586793,6.32710590,0.55700051,0.00000000,0.09113958,4.07583321,2.67870794,2.35002155
-5.72986493,6.28373912,0.57304804,0.00000000,0.09116222,4.01937464,2.65241478,2.31029066
-5.72386193,6.24617085,0.59055999,0.00000000,0.09114074,3.96535239,2.62964315,2.27156362
-5.71785893,6.21490608,0.60941351,0.00000000,0.09104123,3.91435884,2.61073047,2.23432478
-5.71185593,6.19019530,0.62944823,0.00000000,0.09083004,3.86684566,2.59587157,2.19896707
-5.70585293,6.17203610,0.65046908,0.00000000,0.09047499,3.82312079,2.58511615,2.16578869
-5.69984992,6.16018421,0.67225025,0.00000000,0.08994669,3.78335084,2.57837223,2.13499350
-5.69384692,6.15417315,0.69454024,0.00000000,0.08921959,3.74756845,2.57541498,2.10669491
-5.68784392,6.15334104,0.71706776,0.00000000,0.08827292,3.71568380,2.57590077,2.08092273
-5.68184092,6.15686314,0.73954834,0.00000000,0.08709149,3.68749952,2.57938527,2.05763239
-5.67583792,6.16378844,0.76169132,0.00000000,0.08566620,3.66272805,2.58534506,2.03671606
-5.66983492,6.17307863,0.78320695,0.00000000,0.08399428,3.64101063,2.59320149,2.01801486
-5.66383192,6.18364786,0.80381343,0.00000000,0.08207942,3.62193713,2.60234594,2.00133179
-5.65782891,6.19440181,0.82324354,0.00000000,0.07993150,3.60506596,2.61216548,1.98644472
-5.65182591,6.20427496,0.84125070,0.00000000,0.07756621,3.58994357,2.62206783,1.97311895
-5.64582291,6.21226500,0.85761424,0.00000000,0.07500445,3.57612301,2.63150505,1.96111919
-5.63981991,6.21746377,0.87214385,0.00000000,0.07227155,3.56318153,2.63999507,1.95022051
-5.63381691,6.21908435,0.88468290,0.00000000,0.06939642,3.55073671,2.64714061,1.94021822
-5.62781391,6.21648402,0.89511079,0.00000000,0.06641057,3.53846140,2.65264505,1.93093656
-5.62181091,6.20918326,0.90334428,0.00000000,0.06334716,3.52609727,2.65632508,1.92223627
-5.61580790,6.19688077,0.90933769,0.00000000,0.06024003,3.51346706,2.65811984,1.91402097
-5.60980490,6.17946468,0.91308234,0.00000000,0.05712278,3.50048550,2.65809667,1.90624249
-5.60380190,6.15702035,0.91460500,0.00000000,0.05402797,3.48716880,2.65645340,1.89890515
-5.59779890,6.12983450,0.91396567,0.00000000,0.05098637,3.47364261,2.65351736,1.89206899
-5.59179590,6.09839604,0.91125485,0.00000000,0.04802642,3.46014813,2.64974110,1.88585194
-5.58579290,6.06339322,0.90659018,0.00000000,0.04517375,3.44704598,2.64569508,1.88043084
-5.57978989,6.02570701,0.90011289,0.00000000,0.04245084,3.43481750,2.64205730,1.87604111
-5.57378689,5.98640030,0.89198391,0.00000000,0.03987691,3.42406274,2.63960008,1.87297498
-5.56778389,5.94670250,0.88237992,0.00000000,0.03746780,3.41549484,2.63917400,1.87157793
-5.56178089,5.90798919,0.87148924,0.00000000,0.03523600,3.40993006,2.64168922,1.87224323
-5.55577789,5.87175635,0.85950782,0.00000000,0.03319082,3.40827325,2.64809407,1.87540429
