energy_ev,total_up,S_s_up,S_p_up,Si_p_up,Si_d_up,Y_p_up,Y_d_up
-5.75987994,0.36626949,0.00226610,0.01640457,0.00008311,0.00000000,0.46866873,0.16564514
-5.75387694,0.35494192,0.00192958,0.01628138,0.00006894,0.00000000,0.45729424,0.16180609
-5.74787394,0.34746613,0.00163179,0.01626391,0.00005718,0.00000000,0.45091420,0.15962150
-5.74187094,0.34351900,0.00137045,0.01633594,0.00004747,0.00000000,0.44914795,0.15894622
-5.73586793,0.34275081,0.00114300,0.01648069,0.00003949,0.00000000,0.45157576,0.15962378
-5.72986493,0.34479292,0.00094666,0.01668118,0.00003298,0.00000000,0.45774813,0.16148958
-5.72386193,0.34926518,0.00077857,0.01692062,0.00002771,0.00000000,0.46719478,0.16437417
-5.71785893,0.35578272,0.00063584,0.01718267,0.00002348,0.00000000,0.47943289,0.16810609
-5.71185593,0.36396210,0.00051563,0.01745178,0.00002013,0.00000000,0.49397462,0.17251455
-5.70585293,0.37342660,0.00041519,0.01771340,0.00001750,0.00000000,0.51033373,0.17743171
-5.69984992,0.38381069,0.00033196,0.01795417,0.00001548,0.00000000,0.52803132,0.18269463
-5.69384692,0.39476387,0.00026353,0.01816206,0.00001395,0.00000000,0.54660081,0.18814699
-5.68784392,0.40595371,0.00020772,0.01832652,0.00001282,0.00000000,0.56559220,0.19364040
-5.68184092,0.41706831,0.00016257,0.01843852,0.00001201,0.00000000,0.58457583,0.19903556
-5.67583792,0.42781843,0.00012633,0.01849057,0.00001145,0.00000000,0.60314557,0.20420325
-5.66983492,0.43793905,0.00009747,0.01847677,0.00001107,0.00000000,0.62092178,0.20902504
-5.66383192,0.44719074,0.00007466,0.01839276,0.00001084,0.00000000,0.63755393,0.21339405
-5.65782891,0.45536080,0.00005679,0.01823572,0.00001070,0.00000000,0.65272299,0.21721544
-5.65182591,0.46226409,0.00004288,0.01800431,0.00001062,0.00000000,0.66614361,0.22040690
-5.64582291,0.46774374,0.00003215,0.01769859,0.00001057,0.00000000,0.67756597,0.22289905
-5.63981991,0.47167159,0.00002393,0.01732001,0.00001052,0.00000000,0.68677743,0.22463569
-5.63381691,0.47394837,0.00001769,0.01687127,0.00001046,0.00000000,0.69360369,0.22557393
-5.62781391,0.47450359,0.00001298,0.01635626,0.00001036,0.00000000,0.69790956,0.22568417
-5.62181091,0.47329513,0.00000945,0.01577994,0.00001023,0.00000000,0.69959922,0.22495000
-5.61580790,0.47030842,0.00000684,0.01514824,0.00001006,0.00000000,0.69861592,0.22336779
-5.60980490,0.46555527,0.00000491,0.01446791,0.00000983,0.00000000,0.69494113,0.22094619
-5.60380190,0.45907241,0.00000350,0.01374640,0.00000955,0.00000000,0.68859309,0.21770542
-5.59779890,0.45091956,0.00000248,0.01299166,0.00000923,0.00000000,0.67962492,0.21367639
-5.59179590,0.44117732,0.00000174,0.01221200,0.00000886,0.00000000,0.66812217,0.20889970
-5.58579290,0.42994479,0.00000122,0.01141589,0.00000845,0.00000000,0.65420006,0.20342447
-5.57978989,0.41733695,0.00000084,0.01061183,0.00000802,0.00000000,0.63800038,0.19730714
-5.57378689,0.40348208,0.00000058,0.00980810,0.00000756,0.00000000,0.61968824,0.19061020
-5.56778389,0.38851906,0.00000040,0.00901264,0.00000710,0.00000000,0.59944870,0.18340087
-5.56178089,0.37259469,0.00000027,0.00823289,0.00000665,0.00000000,0.57748330,0.17574988
-5.55577789,0.35586119,0.00000018,0.00747563,0.00000623,0.00000000,0.55400674,0.16773022
-5.54977489,0.33847382,0.00000012,0.00674687,0.00000585,0.00000000,0.52924356,0.15941601
-5.54377189,0.32058855,0.00000008,0.00605178,0.00000555,0.00000000,0.50342490,0.15088140
-5.53776888,0.30236010,0.00000005,0.00539463,0.00000536,0.00000000,0.47678544,0.14219965
-5.53176588,0.28393999,0.00000003,0.00477872,0.00000534,0.00000000,0.44956042,0.13344221
-5.52576288,0.26547488,0.00000002,0.00420646,0.00000553,0.00000000,0.42198273,0.12467793
-5.51975988,0.24710501,0.00000001,0.00367933,0.00000603,0.00000000,0.39428015,0.11597236
-5.51375688,0.22896286,0.00000001,0.00319797,0.00000695,0.00000000,0.36667269,0.10738715
-5.50775388,0.21117191,0.00000001,0.00276227,0.00000845,0.00000000,0.33936998,0.09897944
-5.50175088,0.19384558,0.00000000,0.00237148,0.00001073,0.00000000,0.31256888,0.09080146
-5.49574787,0.17708631,0.00000000,0.00202429,0.00001408,0.00000000,0.28645119,0.08290006
-5.48974487,0.16098486,0.00000000,0.00171900,0.00001886,0.00000000,0.26118165,0.07531643
-5.48374187,0.14561971,0.00000000,0.00145365,0.00002555,0.00000000,0.23690609,0.06808584
-5.47773887,0.13105673,0.00000000,0.00122618,0.00003480,0.00000000,0.21375009,0.06123749
-5.47173587,0.11734911,0.00000001,0.00103452,0.00004742,0.00000000,0.19181786,0.05479446
-5.46573287,0.10453740,0.00000001,0.00087684,0.00006446,0.00000000,0.17119161,0.04877374
-5.45972986,0.09265001,0.00000001,0.00075162,0.00008727,0.00000000,0.15193145,0.04318643
-5.45372686,0.08170381,0.00000002,0.00065782,0.00011754,0.00000000,0.13407564,0.03803800
-5.44772386,0.07170510,0.00000002,0.00059508,0.00015735,0.00000000,0.11764145,0.03332863
-5.44172086,0.06265081,0.00000003,0.00056383,0.00020932,0.00000000,0.10262635,0.02905377
-5.43571786,0.05452989,0.00000004,0.00056547,0.00027662,0.00000000,0.08900971,0.02520467
-5.42971486,0.04732494,0.00000005,0.00060252,0.00036309,0.00000000,0.07675473,0.02176906
-5.42371186,0.04101397,0.00000007,0.00067883,0.00047334,0.00000000,0.06581076,0.01873184
-5.41770885,0.03557225,0.00000010,0.00079969,0.00061281,0.00000000,0.05611567,0.01607583
-5.41170585,0.03097416,0.00000013,0.00097205,0.00078789,0.00000000,0.04759840,0.01378252
-5.40570285,0.02719506,0.00000017,0.00120465,0.00100598,0.00000000,0.04018141,0.01183280
-5.39969985,0.02421300,0.00000022,0.00150819,0.00127552,0.00000000,0.03378318,0.01020765
-5.39369685,0.02201026,0.00000028,0.00189543,0.00160606,0.00000000,0.02832035,0.00888879
-5.38769385,0.02057470,0.00000036,0.00238129,0.00200822,0.00000000,0.02370981,0.00785917
-5.38169085,0.01990075,0.00000046,0.00298291,0.00249366,0.00000000,0.01987041,0.00710344
-5.37568784,0.01999010,0.00000058,0.00371961,0.00307496,0.00000000,0.01672438,0.00660826
-5.36968484,0.02085192,0.00000073,0.00461277,0.00376548,0.00000000,0.01419843,0.00636246
-5.36368184,0.02250270,0.00000091,0.00568567,0.00457911,0.00000000,0.01222451,0.00635714
-5.35767884,0.02496559,0.00000113,0.00696312,0.00552998,0.00000000,0.01074031,0.00658555
-5.35167584,0.02826925,0.00000139,0.00847109,0.00663206,0.00000000,0.00968934,0.00704288
-5.34567284,0.03244626,0.00000169,0.01023604,0.00789874,0.00000000,0.00902094,0.00772592
-5.33966983,0.03753097,0.00000205,0.01228427,0.00934230,0.00000000,0.00868986,0.00863258
-5.33366683,0.04355706,0.00000247,0.01464101,0.01097330,0.00000000,0.00865584,0.00976135
-5.32766383,0.05055460,0.00000295,0.01732942,0.01279999,0.00000000,0.00888296,0.01111063
-5.32166083,0.05854692,0.00000350,0.02036949,0.01482767,0.00000000,0.00933893,0.01267808
-5.31565783,0.06754725,0.00000412,0.02377683,0.01705799,0.00000000,0.00999440,0.01445981
-5.30965483,0.07755531,0.00000481,0.02756138,0.01948842,0.00000000,0.01082215,0.01644976
-5.30365183,0.08855401,0.00000558,0.03172621,0.02211158,0.00000000,0.01179649,0.01863892
-5.29764882,0.10050636,0.00000644,0.03626627,0.02491490,0.00000000,0.01289256,0.02101474
-5.29164582,0.11335283,0.00000736,0.04116735,0.02788018,0.00000000,0.01408593,0.02356064
-5.28564282,0.12700926,0.00000836,0.04640514,0.03098348,0.00000000,0.01535210,0.02625559
-5.27963982,0.14136553,0.00000943,0.05194459,0.03419513,0.00000000,0.01666637,0.02907390
-5.27363682,0.15628512,0.00001056,0.05773959,0.03747991,0.00000000,0.01800368,0.03198521
-5.26763382,0.17160562,0.00001174,0.06373300,0.04079756,0.00000000,0.01933869,0.03495466
-5.26163082,0.18714039,0.00001295,0.06985708,0.04410339,0.00000000,0.02064595,0.03794327
-5.25562781,0.20268132,0.00001419,0.07603440,0.04734920,0.00000000,0.02190023,0.04090858
-5.24962481,0.21800259,0.00001543,0.08217915,0.05048438,0.00000000,0.02307691,0.04380545
-5.24362181,0.23286560,0.00001667,0.08819891,0.05345713,0.00000000,0.02415249,0.04658707
-5.23761881,0.24702468,0.00001787,0.09399683,0.05621590,0.00000000,0.02510510,0.04920609
-5.23161581,0.26023353,0.00001902,0.09947410,0.05871082,0.00000000,0.02591506,0.05161589
-5.22561281,0.27225220,0.00002011,0.10453268,0.06089521,0.00000000,0.02656541,0.05377195
-5.21960980,0.28285417,0.00002110,0.10907824,0.06272700,0.00000000,0.02704239,0.05563311
-5.21360680,0.29183342,0.00002198,0.11302301,0.06417011,0.00000000,0.02733583,0.05716290
-5.20760380,0.29901108,0.00002273,0.11628868,0.06519563,0.00000000,0.02743949,0.05833070
-5.20160080,0.30424143,0.00002334,0.11880900,0.06578279,0.00000000,0.02735122,0.05911276
-5.19559780,0.30741686,0.00002379,0.12053204,0.06591965,0.00000000,0.02707302,0.05949302
-5.18959480,0.30847173,0.00002408,0.12142209,0.06560356,0.00000000,0.02661098,0.05946366
-5.18359180,0.30738480,0.00002420,0.12146095,0.06484126,0.00000000,0.02597508,0.05902538
-5.17758879,0.30418023,0.00002414,0.12064873,0.06364865,0.00000000,0.02517884,0.05818745
-5.17158579,0.29892703,0.00002391,0.11900394,0.06205031,0.00000000,0.02423893,0.05696739
-5.16558279,0.29173705,0.00002352,0.11656305,0.06007872,0.00000000,0.02317463,0.05539044
-5.15957979,0.28276161,0.00002296,0.11337941,0.05777321,0.00000000,0.02200731,0.05348881
-5.15357679,0.27218694,0.00002226,0.10952170,0.05517877,0.00000000,0.02075981,0.05130063
-5.14757379,0.26022867,0.00002143,0.10507190,0.05234468,0.00000000,0.01945586,0.04886885
-5.14157079,0.24712560,0.00002048,0.10012293,0.04932312,0.00000000,0.01811954,0.04624000
-5.13556778,0.23313320,0.00001943,0.09477612,0.04616775,0.00000000,0.01677477,0.04346287
-5.12956478,0.21851691,0.00001831,0.08913858,0.04293230,0.00000000,0.01544488,0.04058731
-5.12356178,0.20354577,0.00001714,0.08332054,0.03966937,0.00000000,0.01415230,0.03766295
-5.11755878,0.18848648,0.00001593,0.07743296,0.03642927,0.00000000,0.01291828,0.03473820
-5.11155578,0.17359818,0.00001471,0.07158528,0.03325910,0.00000000,0.01176282,0.03185923
-5.10555278,0.15912815,0.00001349,0.06588358,0.03020207,0.00000000,0.01070460,0.02906930
-5.09954977,0.14530845,0.00001230,0.06042903,0.02729700,0.00000000,0.00976106,0.02640816
-5.09354677,0.13235358,0.00001115,0.05531684,0.02457802,0.00000000,0.00894855,0.02391171
-5.08754377,0.12045922,0.00001006,0.05063552,0.02207457,0.00000000,0.00828252,0.02161182
-5.08154077,0.10980172,0.00000903,0.04646655,0.01981145,0.00000000,0.00777777,0.01953635
-5.07553777,0.10053852,0.00000809,0.04288432,0.01780915,0.00000000,0.00744866,0.01770933
-5.06953477,0.09280903,0.00000723,0.03995635,0.01608422,0.00000000,0.00730942,0.01615116
-5.06353177,0.08673591,0.00000647,0.03774359,0.01464972,0.00000000,0.00737424,0.01487903
-5.05752876,0.08242651,0.00000581,0.03630083,0.01351573,0.00000000,0.00765747,0.01390722
-5.05152576,0.07997420,0.00000526,0.03567700,0.01268986,0.00000000,0.00817361,0.01324754
-5.04552276,0.07945941,0.00000480,0.03591536,0.01217769,0.00000000,0.00893724,0.01290963
-5.03951976,0.08095019,0.00000446,0.03705344,0.01198314,0.00000000,0.00996286,0.01290120
-5.03351676,0.08450222,0.00000422,0.03912278,0.01210883,0.00000000,0.01126456,0.01322827
-5.02751376,0.09015811,0.00000408,0.04214824,0.01255622,0.00000000,0.01285562,0.01389518
-5.02151076,0.09794603,0.00000404,0.04614714,0.01332577,0.00000000,0.01474798,0.01490461
-5.01550775,0.10787774,0.00000409,0.05112802,0.01441692,0.00000000,0.01695165,0.01625741
-5.00950475,0.11994610,0.00000424,0.05708918,0.01582802,0.00000000,0.01947406,0.01795244
-5.00350175,0.13412224,0.00000448,0.06401715,0.01755624,0.00000000,0.02231939,0.01998626
-4.99749875,0.15035265,0.00000480,0.07188503,0.01959737,0.00000000,0.02548796,0.02235288
-4.99149575,0.16855640,0.00000519,0.08065104,0.02194573,0.00000000,0.02897562,0.02504348
-4.98549275,0.18862285,0.00000565,0.09025718,0.02459403,0.00000000,0.03277337,0.02804617
-4.97948974,0.21041006,0.00000617,0.10062836,0.02753332,0.00000000,0.03686702,0.03134592
-4.97348674,0.23374417,0.00000674,0.11167202,0.03075309,0.00000000,0.04123710,0.03492448
-4.96748374,0.25842003,0.00000735,0.12327835,0.03424135,0.00000000,0.04585903,0.03876061
-4.96148074,0.28420321,0.00000799,0.13532121,0.03798497,0.00000000,0.05070346,0.04283030
-4.95547774,0.31083334,0.00000865,0.14765985,0.04197004,0.00000000,0.05573691,0.04710733
-4.94947474,0.33802907,0.00000932,0.16014139,0.04618233,0.00000000,0.06092260,0.05156382
-4.94347174,0.36549415,0.00001000,0.17260396,0.05060785,0.00000000,0.06622147,0.05617106
-4.93746873,0.39292477,0.00001066,0.18488053,0.05523341,0.00000000,0.07159341,0.06090028
-4.93146573,0.42001756,0.00001130,0.19680323,0.06004709,0.00000000,0.07699848,0.06572357
-4.92546273,0.44647812,0.00001192,0.20820794,0.06503876,0.00000000,0.08239820,0.07061470
-4.91945973,0.47202941,0.00001250,0.21893902,0.07020028,0.00000000,0.08775676,0.07554990
-4.91345673,0.49641970,0.00001306,0.22885389,0.07552562,0.00000000,0.09304204,0.08050838
-4.90745373,0.51942947,0.00001360,0.23782721,0.08101067,0.00000000,0.09822646,0.08547278
-4.90145073,0.54087696,0.00001411,0.24575457,0.08665281,0.00000000,0.10328742,0.09042918
-4.89544772,0.56062192,0.00001464,0.25255522,0.09245010,0.00000000,0.10820754,0.09536695
-4.88944472,0.57856728,0.00001519,0.25817401,0.09840026,0.00000000,0.11297436,0.10027816
-4.88344172,0.59465873,0.00001582,0.26258211,0.10449938,0.00000000,0.11757980,0.10515679
-4.87743872,0.60888207,0.00001657,0.26577674,0.11074040,0.00000000,0.12201916,0.10999762
-4.87143572,0.62125859,0.00001752,0.26777972,0.11711154,0.00000000,0.12628990,0.11479491
-4.86543272,0.63183867,0.00001875,0.26863505,0.12359472,0.00000000,0.13039018,0.11954102
-4.85942971,0.64069417,0.00002037,0.26840565,0.13016401,0.00000000,0.13431727,0.12422495
-4.85342671,0.64791000,0.00002253,0.26716934,0.13678450,0.00000000,0.13806604,0.12883102
-4.84742371,0.65357547,0.00002538,0.26501452,0.14341139,0.00000000,0.14162749,0.13333782
-4.84142071,0.65777610,0.00002914,0.26203565,0.14998964,0.00000000,0.14498761,0.13771735
-4.83541771,0.66058642,0.00003404,0.25832874,0.15645418,0.00000000,0.14812660,0.14193474
-4.82941471,0.66206421,0.00004036,0.25398737,0.16273078,0.00000000,0.15101854,0.14594838
-4.82341171,0.66224673,0.00004843,0.24909912,0.16873753,0.00000000,0.15363156,0.14971060
-4.81740870,0.66114906,0.00005863,0.24374287,0.17438702,0.00000000,0.15592858,0.15316892
-4.81140570,0.65876480,0.00007136,0.23798694,0.17958903,0.00000000,0.15786860,0.15626778
-4.80540270,0.65506894,0.00008711,0.23188813,0.18425374,0.00000000,0.15940839,0.15895069
-4.79939970,0.65002271,0.00010641,0.22549173,0.18829522,0.00000000,0.16050466,0.16116279
-4.79339670,0.64358018,0.00012981,0.21883236,0.19163509,0.00000000,0.16111641,0.16285351
-4.78739370,0.63569584,0.00015792,0.21193559,0.19420606,0.00000000,0.16120747,0.16397930
-4.78139070,0.62633289,0.00019139,0.20482002,0.19595529,0.00000000,0.16074895,0.16450624
-4.77538769,0.61547137,0.00023088,0.19749985,0.19684720,0.00000000,0.15972152,0.16441232
-4.76938469,0.60311571,0.00027705,0.18998757,0.19686567,0.00000000,0.15811733,0.16368934
-4.76338169,0.58930103,0.00033057,0.18229661,0.19601549,0.00000000,0.15594145,0.16234410
-4.75737869,0.57409784,0.00039208,0.17444378,0.19432281,0.00000000,0.15321276,0.16039909
-4.75137569,0.55761471,0.00046217,0.16645136,0.19183475,0.00000000,0.14996413,0.15789227
-4.74537269,0.53999880,0.00054136,0.15834872,0.18861801,0.00000000,0.14624201,0.15487630
-4.73936968,0.52143420,0.00063011,0.15017333,0.18475657,0.00000000,0.14210537,0.15141693
-4.73336668,0.50213832,0.00072875,0.14197134,0.18034871,0.00000000,0.13762401,0.14759087
-4.72736368,0.48235643,0.00083753,0.13379749,0.17550336,0.00000000,0.13287649,0.14348316
-4.72136068,0.46235501,0.00095655,0.12571471,0.17033607,0.00000000,0.12794764,0.13918419
-4.71535768,0.44241426,0.00108582,0.11779323,0.16496479,0.00000000,0.12292599,0.13478667
-4.70935468,0.42282032,0.00122522,0.11010959,0.15950575,0.00000000,0.11790110,0.13038248
-4.70335168,0.40385795,0.00137456,0.10274550,0.15406958,0.00000000,0.11296113,0.12605994
-4.69734867,0.38580398,0.00153358,0.09578677,0.14875799,0.00000000,0.10819065,0.12190134
-4.69134567,0.36892219,0.00170200,0.08932240,0.14366108,0.00000000,0.10366898,0.11798112
-4.68534267,0.35345990,0.00187961,0.08344399,0.13885556,0.00000000,0.09946900,0.11436464
-4.67933967,0.33964651,0.00206627,0.07824539,0.13440381,0.00000000,0.09565666,0.11110775
-4.67333667,0.32769417,0.00226205,0.07382283,0.13035394,0.00000000,0.09229108,0.10825706
-4.66733367,0.31780040,0.00246725,0.07027538,0.12674080,0.00000000,0.08942531,0.10585101
-4.66133067,0.31015264,0.00268253,0.06770571,0.12358781,0.00000000,0.08710763,0.10392157
-4.65532766,0.30493420,0.00290897,0.06622114,0.12090955,0.00000000,0.08538340,0.10249648
-4.64932466,0.30233131,0.00314816,0.06593476,0.11871491,0.00000000,0.08429717,0.10160194
-4.64332166,0.30254066,0.00340221,0.06696665,0.11701061,0.00000000,0.08389506,0.10126551
-4.63731866,0.30577693,0.00367385,0.06944488,0.11580487,0.00000000,0.08422717,0.10151907
-4.63131566,0.31227958,0.00396643,0.07350629,0.11511097,0.00000000,0.08534986,0.10240157
-4.62531266,0.32231842,0.00428390,0.07929676,0.11495057,0.00000000,0.08732769,0.10396150
-4.61930965,0.33619734,0.00463079,0.08697104,0.11535639,0.00000000,0.09023492,0.10625880
-4.61330665,0.35425584,0.00501212,0.09669181,0.11637432,0.00000000,0.09415651,0.10936600
-4.60730365,0.37686791,0.00543329,0.10862810,0.11806456,0.00000000,0.09918826,0.11336865
-4.60130065,0.40443810,0.00589998,0.12295292,0.12050180,0.00000000,0.10543631,0.11836477
-4.59529765,0.43739469,0.00641791,0.13984013,0.12377444,0.00000000,0.11301572,0.12446332
-4.58929465,0.47618003,0.00699269,0.15946066,0.12798261,0.00000000,0.12204837,0.13178178
-4.58329165,0.52123822,0.00762960,0.18197801,0.13323526,0.00000000,0.13265991,0.14044272
-4.57728864,0.57300051,0.00833335,0.20754342,0.13964628,0.00000000,0.14497613,0.15056959
-4.57128564,0.63186897,0.00910785,0.23629053,0.14732974,0.00000000,0.15911870,0.16228180
-4.56528264,0.69819874,0.00995599,0.26833000,0.15639452,0.00000000,0.17520036,0.17568924
-4.55927964,0.77227983,0.01087944,0.30374405,0.16693846,0.00000000,0.19331991,0.19088647
-4.55327664,0.85431880,0.01187848,0.34258119,0.17904227,0.00000000,0.21355699,0.20794677
-4.54727364,0.94442130,0.01295185,0.38485142,0.19276351,0.00000000,0.23596688,0.22691638
-4.54127064,1.04257597,0.01409666,0.43052175,0.20813081,0.00000000,0.26057560,0.24780896
-4.53526763,1.14864040,0.01530834,0.47951256,0.22513867,0.00000000,0.28737536,0.27060082
-4.52926463,1.26232972,0.01658069,0.53169455,0.24374313,0.00000000,0.31632062,0.29522687
-4.52326163,1.38320836,0.01790588,0.58688668,0.26385846,0.00000000,0.34732490,0.32157768
-4.51725863,1.51068537,0.01927460,0.64485489,0.28535518,0.00000000,0.38025855,0.34949781
-4.51125563,1.64401361,0.02067623,0.70531181,0.30805955,0.00000000,0.41494745,0.37878544
-4.50525263,1.78229313,0.02209904,0.76791748,0.33175470,0.00000000,0.45117296,0.40919368
-4.49924962,1.92447876,0.02353043,0.83228102,0.35618344,0.00000000,0.48867306,0.44043330
-4.49324662,2.06939210,0.02495717,0.89796336,0.38105277,0.00000000,0.52714476,0.47217716
-4.48724362,2.21573768,0.02636577,0.96448108,0.40604014,0.00000000,0.56624783,0.50406614
-4.48124062,2.36212337,0.02774269,1.03131132,0.43080110,0.00000000,0.60560985,0.53571654
-4.47523762,2.50708457,0.02907469,1.09789798,0.45497846,0.00000000,0.64483253,0.56672879
-4.46923462,2.64911210,0.03034912,1.16365902,0.47821240,0.00000000,0.68349914,0.59669717
-4.46323162,2.78668308,0.03155419,1.22799522,0.50015136,0.00000000,0.72118313,0.62522037
-4.45722861,2.91829448,0.03267926,1.29030013,0.52046332,0.00000000,0.75745754,0.65191260
-4.45122561,3.04249851,0.03371506,1.34997136,0.53884701,0.00000000,0.79190521,0.67641471
-4.44522261,3.15793913,0.03465391,1.40642306,0.55504254,0.00000000,0.82412940,0.69840519
-4.43921961,3.26338867,0.03548992,1.45909948,0.56884119,0.00000000,0.85376459,0.71761049
-4.43321661,3.35778349,0.03621914,1.50748919,0.58009375,0.00000000,0.88048713,0.73381430
-4.42721361,3.44025763,0.03683966,1.55113980,0.58871707,0.00000000,0.90402544,0.74686548
-4.42121061,3.51017299,0.03735171,1.58967254,0.59469857,0.00000000,0.92416926,0.75668428
-4.41520760,3.56714499,0.03775764,1.62279621,0.59809831,0.00000000,0.94077778,0.76326642
-4.40920460,3.61106221,0.03806191,1.65031987,0.59904855,0.00000000,0.95378599,0.76668510
-4.40320160,3.64209905,0.03827103,1.67216353,0.59775080,0.00000000,0.96320928,0.76709044
-4.39719860,3.66072021,0.03839332,1.68836621,0.59447016,0.00000000,0.96914563,0.76470655
-4.39119560,3.66767631,0.03843878,1.69909072,0.58952751,0.00000000,0.97177544,0.75982616
-4.38519260,3.66399007,0.03841873,1.70462456,0.58328934,0.00000000,0.97135870,0.75280289
-4.37918959,3.65093308,0.03834550,1.70537660,0.57615609,0.00000000,0.96822947,0.74404148
-4.37318659,3.62999315,0.03823199,1.70186918,0.56854898,0.00000000,0.96278779,0.73398624
-4.36718359,3.60283333,0.03809125,1.69472576,0.56089620,0.00000000,0.95548909,0.72310807
-4.36118059,3.57124334,0.03793592,1.68465414,0.55361881,0.00000000,0.94683149,0.71189058
-4.35517759,3.53708532,0.03777777,1.67242582,0.54711692,0.00000000,0.93734128,0.70081575
-4.34917459,3.50223552,0.03762718,1.65885208,0.54175682,0.00000000,0.92755707,0.69034966
-4.34317159,3.46852419,0.03749267,1.64475772,0.53785937,0.00000000,0.91801327,0.68092878
-4.33716858,3.43767609,0.03738046,1.63095337,0.53569027,0.00000000,0.90922335,0.67294737
-4.33116558,3.41125373,0.03729416,1.61820768,0.53545239,0.00000000,0.90166358,0.66674636
-4.32516258,3.39060596,0.03723449,1.60722035,0.53728058,0.00000000,0.89575792,0.66260403
-4.31915958,3.37682369,0.03719920,1.59859736,0.54123885,0.00000000,0.89186454,0.66072897
-4.31315658,3.37070478,0.03718303,1.59282937,0.54732022,0.00000000,0.89026449,0.66125528
-4.30715358,3.37272921,0.03717789,1.59027423,0.55544886,0.00000000,0.89115305,0.66424019
