energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.76588294,4.12360975,0.00630573,0.45864717,0.83625990,0.45579467,0.93044033,2.21850261,0.00196689,1.24358343
-5.75987994,4.06473596,0.00584418,0.44105328,0.82454386,0.45231232,0.90502354,2.19410533,0.00204941,1.22918513
-5.75387694,4.00346925,0.00540154,0.42327802,0.81277264,0.44873850,0.87998916,2.16754733,0.00215520,1.21460892
-5.74787394,3.94013592,0.00498076,0.40543777,0.80096338,0.44506513,0.85541272,2.13901320,0.00228424,1.19991143
-5.74187094,3.87504017,0.00458402,0.38764499,0.78911923,0.44127933,0.83135546,2.10868980,0.00243627,1.18512979
-5.73586793,3.80845612,0.00421274,0.37000564,0.77722876,0.43736493,0.80786138,2.07676027,0.00261066,1.17028180
-5.72986493,3.74062180,0.00386760,0.35261679,0.76526622,0.43330416,0.78495496,2.04339859,0.00280636,1.15536727
-5.72386193,3.67173488,0.00354866,0.33556453,0.75319259,0.42907939,0.76263974,2.00876476,0.00302186,1.14037012
-5.71785893,3.60195045,0.00325541,0.31892230,0.74095736,0.42467468,0.74089788,1.97300102,0.00325512,1.12526107
-5.71185593,3.53138040,0.00298684,0.30274969,0.72850083,0.42007713,0.71969082,1.93622884,0.00350357,1.11000054
-5.70585293,3.46009430,0.00274159,0.28709193,0.71575692,0.41527771,0.69896078,1.89854699,0.00376407,1.09454150
-5.69984992,3.38812153,0.00251801,0.27197984,0.70265610,0.41027174,0.67863346,1.86003050,0.00403296,1.07883205
-5.69384692,3.31545442,0.00231430,0.25743048,0.68912855,0.40505875,0.65862134,1.82073064,0.00430611,1.06281748
-5.68784392,3.24205206,0.00212853,0.24344821,0.67510718,0.39964193,0.63882780,1.78067565,0.00457896,1.04644184
-5.68184092,3.16784473,0.00195882,0.23002635,0.66053041,0.39402704,0.61915161,1.73987236,0.00484663,1.02964884
-5.67583792,3.09273875,0.00180332,0.21714906,0.64534474,0.38822109,0.59949167,1.69830852,0.00510406,1.01238226
-5.66983492,3.01662169,0.00166030,0.20479347,0.62950686,0.38223069,0.57975179,1.65595575,0.00534610,0.99458589
-5.66383192,2.93936789,0.00152819,0.19293199,0.61298529,0.37606041,0.55984510,1.61277313,0.00556766,0.97620336
-5.65782891,2.86084433,0.00140561,0.18153449,0.59576167,0.36971124,0.53969817,1.56871125,0.00576390,0.95717781
-5.65182591,2.78091685,0.00129139,0.17057040,0.57783145,0.36317925,0.51925438,1.52371669,0.00593034,0.93745180
-5.64582291,2.69945673,0.00118453,0.16001056,0.55920424,0.35645470,0.49847655,1.47773685,0.00606301,0.91696758
-5.63981991,2.61634765,0.00108424,0.14982880,0.53990375,0.34952162,0.47734871,1.43072491,0.00615862,0.89566790
-5.63381691,2.53149282,0.00098991,0.14000305,0.51996736,0.34235796,0.45587694,1.38264499,0.00621462,0.87349738
-5.62781391,2.44482233,0.00090108,0.13051616,0.49944545,0.33493629,0.43408927,1.33347704,0.00622932,0.85040456
-5.62181091,2.35630033,0.00081743,0.12135627,0.47840049,0.32722510,0.41203471,1.28322158,0.00620193,0.82634454
-5.61580790,2.26593188,0.00073874,0.11251685,0.45690591,0.31919061,0.38978154,1.23190389,0.00613261,0.80128200
-5.60980490,2.17376901,0.00066486,0.10399636,0.43504489,0.31079889,0.36741481,1.17957754,0.00602244,0.77519464
-5.60380190,2.07991588,0.00059570,0.09579763,0.41290895,0.30201834,0.34503336,1.12632702,0.00587338,0.74807655
-5.59779890,1.98453232,0.00053122,0.08792707,0.39059657,0.29282212,0.32274652,1.07226932,0.00568821,0.71994147
-5.59179590,1.88783582,0.00047136,0.08039371,0.36821157,0.28319067,0.30067040,1.01755428,0.00547042,0.69082557
-5.58579290,1.79010137,0.00041609,0.07320814,0.34586158,0.27311386,0.27892430,0.96236367,0.00522411,0.66078952
-5.57978989,1.69165922,0.00036533,0.06638147,0.32365634,0.26259282,0.25762708,0.90690897,0.00495382,0.62991973
-5.57378689,1.59289037,0.00031899,0.05992435,0.30170598,0.25164130,0.23689377,0.85142776,0.00466440,0.59832845
-5.56778389,1.49421987,0.00027696,0.05384602,0.28011933,0.24028635,0.21683253,0.79617909,0.00436086,0.56615285
-5.56178089,1.39610818,0.00023908,0.04815360,0.25900210,0.22856851,0.19754195,0.74143764,0.00404821,0.53355291
-5.55577789,1.29904077,0.00020518,0.04285147,0.23845522,0.21654119,0.17910890,0.68748725,0.00373132,0.50070820
-5.54977489,1.20351654,0.00017505,0.03794082,0.21857313,0.20426958,0.16160684,0.63461390,0.00341482,0.46781382
-5.54377189,1.11003538,0.00014845,0.03341945,0.19944224,0.19182896,0.14509469,0.58309840,0.00310294,0.43507552
-5.53776888,1.01908549,0.00012513,0.02928163,0.18113950,0.17930251,0.12961623,0.53320928,0.00279948,0.40270428
-5.53176588,0.93113103,0.00010484,0.02551826,0.16373123,0.16677891,0.11519993,0.48519606,0.00250770,0.37091068
-5.52576288,0.84660053,0.00008731,0.02211702,0.14727210,0.15434961,0.10185930,0.43928320,0.00223031,0.33989926
-5.51975988,0.76587664,0.00007227,0.01906276,0.13180445,0.14210613,0.08959363,0.39566495,0.00196945,0.30986314
-5.51375688,0.68928756,0.00005946,0.01633785,0.11735788,0.13013737,0.07838902,0.35450138,0.00172669,0.28097915
-5.50775388,0.61710045,0.00004862,0.01392270,0.10394917,0.11852715,0.06821971,0.31591561,0.00150303,0.25340366
-5.50175088,0.54951705,0.00003951,0.01179623,0.09158254,0.10735197,0.05904964,0.27999228,0.00129899,0.22726926
-5.49574787,0.48667154,0.00003192,0.00993637,0.08025011,0.09667924,0.05083401,0.24677743,0.00111463,0.20268240
-5.48974487,0.42863061,0.00002563,0.00832058,0.06993279,0.08656587,0.04352104,0.21627943,0.00094959,0.17972205
-5.48374187,0.37539567,0.00002046,0.00692625,0.06060129,0.07705729,0.03705363,0.18847116,0.00080319,0.15843928
-5.47773887,0.32690683,0.00001623,0.00573112,0.05221735,0.06818703,0.03137103,0.16329301,0.00067451,0.13885787
-5.47173587,0.28304851,0.00001280,0.00471368,0.04473518,0.05997663,0.02641034,0.14065669,0.00056239,0.12097568
-5.46573287,0.24365622,0.00001004,0.00385336,0.03810291,0.05243602,0.02210792,0.12044952,0.00046555,0.10476677
-5.45972986,0.20852428,0.00000783,0.00313086,0.03226411,0.04556426,0.01840067,0.10253911,0.00038264,0.09018407
-5.45372686,0.17741397,0.00000607,0.00252822,0.02715926,0.03935052,0.01522705,0.08677811,0.00031225,0.07716243
-5.44772386,0.15006185,0.00000468,0.00202901,0.02272725,0.03377531,0.01252797,0.07300896,0.00025299,0.06562200
-5.44172086,0.12618803,0.00000360,0.00161830,0.01890663,0.02881187,0.01024754,0.06106835,0.00020354,0.05547158
-5.43571786,0.10550390,0.00000276,0.00128273,0.01563684,0.02442758,0.00833353,0.05079150,0.00016261,0.04661206
-5.42971486,0.08771935,0.00000212,0.00101047,0.01285927,0.02058550,0.00673774,0.04201581,0.00012903,0.03893961
-5.42371186,0.07254920,0.00000163,0.00079112,0.01051810,0.01724574,0.00541626,0.03458424,0.00010171,0.03234864
-5.41770885,0.05971873,0.00000128,0.00061568,0.00856097,0.01436681,0.00432948,0.02834802,0.00007971,0.02673450
-5.41170585,0.04896839,0.00000104,0.00047639,0.00693955,0.01190688,0.00344211,0.02316895,0.00006216,0.02199576
-5.40570285,0.04005752,0.00000089,0.00036669,0.00560989,0.00982486,0.00272304,0.01892116,0.00004832,0.01803609
-5.39969985,0.03276737,0.00000082,0.00028104,0.00453263,0.00808127,0.00214514,0.01549254,0.00003757,0.01476583
-5.39369685,0.02690317,0.00000083,0.00021485,0.00367307,0.00663906,0.00168508,0.01278567,0.00002939,0.01210311
-5.38769385,0.02229566,0.00000093,0.00016435,0.00300117,0.00546419,0.00132300,0.01071851,0.00002336,0.00997467
-5.38169085,0.01880198,0.00000112,0.00012649,0.00249145,0.00452608,0.00104226,0.00922487,0.00001913,0.00831632
-5.37568784,0.01630614,0.00000141,0.00009886,0.00212279,0.00379791,0.00082916,0.00825469,0.00001646,0.00707320
-5.36968484,0.01471911,0.00000183,0.00007959,0.00187818,0.00325682,0.00067269,0.00777419,0.00001520,0.00619969
-5.36368184,0.01397865,0.00000240,0.00006730,0.00174450,0.00288397,0.00056424,0.00776599,0.00001524,0.00565923
-5.35767884,0.01404902,0.00000317,0.00006102,0.00171217,0.00266455,0.00049741,0.00822919,0.00001658,0.00542389
-5.35167584,0.01492046,0.00000418,0.00006014,0.00177489,0.00258767,0.00046782,0.00917950,0.00001926,0.00547393
-5.34567284,0.01660870,0.00000549,0.00006440,0.00192927,0.00264625,0.00047295,0.01064934,0.00002341,0.00579708
-5.33966983,0.01915435,0.00000717,0.00007384,0.00217457,0.00283681,0.00051200,0.01268795,0.00002923,0.00638793
-5.33366683,0.02262229,0.00000930,0.00008878,0.00251232,0.00315924,0.00058587,0.01536150,0.00003699,0.00724712
-5.32766383,0.02710087,0.00001198,0.00010980,0.00294604,0.00361659,0.00069701,0.01875318,0.00004701,0.00838058
-5.32166083,0.03270110,0.00001533,0.00013779,0.00348093,0.00421473,0.00084952,0.02296306,0.00005972,0.00979865
-5.31565783,0.03955556,0.00001949,0.00017385,0.00412353,0.00496214,0.00104904,0.02810794,0.00007560,0.01151525
-5.30965483,0.04781711,0.00002458,0.00021939,0.00488140,0.00586954,0.00130285,0.03432079,0.00009521,0.01354704
-5.30365183,0.05765730,0.00003080,0.00027608,0.00576289,0.00694961,0.00161988,0.04174993,0.00011918,0.01591254
-5.29764882,0.06926424,0.00003830,0.00034586,0.00677674,0.00821667,0.00201078,0.05055776,0.00014821,0.01863134
-5.29164582,0.08284020,0.00004730,0.00043095,0.00793188,0.00968633,0.00248794,0.06091899,0.00018307,0.02172329
-5.28564282,0.09859842,0.00005798,0.00053384,0.00923713,0.01137516,0.00306552,0.07301822,0.00022457,0.02520782
-5.27963982,0.11675958,0.00007057,0.00065728,0.01070096,0.01330035,0.00375950,0.08704693,0.00027355,0.02910331
-5.27363682,0.13754739,0.00008528,0.00080430,0.01233130,0.01547936,0.00458763,0.10319969,0.00033089,0.03342658
-5.26763382,0.16118379,0.00010231,0.00097814,0.01413535,0.01792961,0.00556944,0.12166974,0.00039744,0.03819250
-5.26163082,0.18788335,0.00012186,0.00118226,0.01611945,0.02066810,0.00672609,0.14264376,0.00047404,0.04341378
-5.25562781,0.21784726,0.00014411,0.00142029,0.01828904,0.02371112,0.00808025,0.16629608,0.00056146,0.04910088
-5.24962481,0.25125682,0.00016919,0.00169599,0.02064863,0.02707395,0.00965591,0.19278229,0.00066037,0.05526211
-5.24362181,0.28826672,0.00019722,0.00201323,0.02320181,0.03077053,0.01147812,0.22223247,0.00077132,0.06190391
-5.23761881,0.32899806,0.00022823,0.00237589,0.02595143,0.03481321,0.01357264,0.25474422,0.00089472,0.06903118
-5.23161581,0.37353163,0.00026222,0.00278784,0.02889967,0.03921251,0.01596558,0.29037571,0.00103074,0.07664785
-5.22561281,0.42190146,0.00029912,0.00325287,0.03204828,0.04397685,0.01868293,0.32913900,0.00117937,0.08475742
-5.21960980,0.47408893,0.00033876,0.00377463,0.03539879,0.04911235,0.02175008,0.37099402,0.00134031,0.09336358
-5.21360680,0.53001784,0.00038089,0.00435661,0.03895277,0.05462266,0.02519125,0.41584342,0.00151302,0.10247082
-5.20760380,0.58955060,0.00042518,0.00500202,0.04271206,0.06050875,0.02902891,0.46352864,0.00169667,0.11208486
-5.20160080,0.65248568,0.00047123,0.00571385,0.04667895,0.06676873,0.03328321,0.51382746,0.00189014,0.12221304
-5.19559780,0.71855685,0.00051850,0.00649476,0.05085642,0.07339775,0.03797134,0.56645338,0.00209204,0.13286446
-5.18959480,0.78743393,0.00056642,0.00734708,0.05524817,0.08038778,0.04310701,0.62105686,0.00230075,0.14404982
-5.18359180,0.85872554,0.00061433,0.00827283,0.05985870,0.08772756,0.04869985,0.67722862,0.00251441,0.15578105
-5.17758879,0.93198355,0.00066150,0.00927367,0.06469317,0.09540239,0.05475495,0.73450508,0.00273099,0.16807056
-5.17158579,1.00670934,0.00070718,0.01035095,0.06975727,0.10339408,0.06127246,0.79237573,0.00294835,0.18093018
-5.16558279,1.08236167,0.00075059,0.01150567,0.07505685,0.11168080,0.06824724,0.85029234,0.00316427,0.19436987
-5.15957979,1.15836584,0.00079094,0.01273855,0.08059754,0.12023708,0.07566865,0.90767975,0.00337654,0.20839609
-5.15357679,1.23412395,0.00082747,0.01404997,0.08638419,0.12903367,0.08352045,0.96394777,0.00358300,0.22301000
-5.14757379,1.30902578,0.00085948,0.01544002,0.09242023,0.13803763,0.09178079,1.01850384,0.00378164,0.23820559
-5.14157079,1.38245995,0.00088631,0.01690845,0.09870696,0.14721231,0.10042231,1.07076599,0.00397060,0.25396774
-5.13556778,1.45382490,0.00090742,0.01845463,0.10524281,0.15651747,0.10941236,1.12017547,0.00414825,0.27027037
-5.12956478,1.52253926,0.00092235,0.02007753,0.11202255,0.16590944,0.11871331,1.16620860,0.00431324,0.28707478
-5.12356178,1.58805131,0.00093080,0.02177559,0.11903650,0.17534132,0.12828292,1.20838746,0.00446448,0.30432830
-5.11755878,1.64984711,0.00093259,0.02354667,0.12626987,0.18476331,0.13807477,1.24628889,0.00460119,0.32196327
-5.11155578,1.70745709,0.00092766,0.02538789,0.13370206,0.19412305,0.14803873,1.27955154,0.00472285,0.33989652
-5.10555278,1.76046103,0.00091614,0.02729547,0.14130625,0.20336603,0.15812143,1.30788089,0.00482920,0.35802931
-5.09954977,1.80849129,0.00089826,0.02926463,0.14904895,0.21243611,0.16826673,1.33105190,0.00492022,0.37624787
-5.09354677,1.85123436,0.00087441,0.03128935,0.15688989,0.22127600,0.17841612,1.34890968,0.00499604,0.39442441
-5.08754377,1.88843097,0.00084507,0.03336228,0.16478206,0.22982788,0.18850918,1.36136802,0.00505695,0.41241870
-5.08154077,1.91987490,0.00081086,0.03547456,0.17267191,0.23803394,0.19848384,1.36840631,0.00510328,0.43008014
-5.07553777,1.94541090,0.00077245,0.03761571,0.18049987,0.24583700,0.20827674,1.37006500,0.00513539,0.44725019
-5.06953477,1.96493188,0.00073057,0.03977358,0.18820106,0.25318116,0.21782349,1.36644011,0.00515365,0.46376517
-5.06353177,1.97837602,0.00068600,0.04193431,0.19570622,0.26001235,0.22705889,1.35767714,0.00515833,0.47945935
-5.05752876,1.98572377,0.00063952,0.04408240,0.20294290,0.26627898,0.23591720,1.34396481,0.00514965,0.49416809
-5.05152576,1.98699545,0.00059191,0.04620086,0.20983676,0.27193257,0.24433252,1.32552899,0.00512773,0.50773121
-5.04552276,1.98224933,0.00054391,0.04827138,0.21631323,0.27692833,0.25223910,1.30262705,0.00509261,0.51999619
-5.03951976,1.97158059,0.00049622,0.05027473,0.22229913,0.28122593,0.25957197,1.27554296,0.00504428,0.53082142
-5.03351676,1.95512122,0.00044946,0.05219114,0.22772461,0.28479009,0.26626762,1.24458314,0.00498272,0.54007934
-5.02751376,1.93304076,0.00040418,0.05400080,0.23252509,0.28759150,0.27226491,1.21007316,0.00490791,0.54765928
-5.02151076,1.90554794,0.00036085,0.05568451,0.23664329,0.28960757,0.27750628,1.17235520,0.00481993,0.55347033
-5.01550775,1.87289288,0.00031986,0.05722433,0.24003134,0.29082348,0.28193911,1.13178620,0.00471900,0.55744382
-5.00950475,1.83536986,0.00028148,0.05860433,0.24265283,0.29123318,0.28551738,1.08873637,0.00460556,0.55953573
-5.00350175,1.79332011,0.00024594,0.05981141,0.24448482,0.29084060,0.28820351,1.04358806,0.00448028,0.55972879
-4.99749875,1.74713457,0.00021333,0.06083603,0.24551969,0.28966082,0.28997037,0.99673458,0.00434416,0.55803437
-4.99149575,1.69725609,0.00018373,0.06167302,0.24576690,0.28772129,0.29080337,0.94857884,0.00419854,0.55449409
-4.98549275,1.64418085,0.00015709,0.06232229,0.24525437,0.28506307,0.29070253,0.89953158,0.00404512,0.54918109
-4.97948974,1.58845865,0.00013335,0.06278945,0.24402959,0.28174188,0.28968443,0.85000917,0.00388598,0.54220090
-4.97348674,1.53069179,0.00011239,0.06308624,0.24216036,0.27782893,0.28778395,0.80043073,0.00372356,0.53369182
-4.96748374,1.47153230,0.00009404,0.06323095,0.23973489,0.27341156,0.28505553,0.75121467,0.00356061,0.52382471
-4.96148074,1.41167733,0.00007813,0.06324840,0.23686151,0.26859334,0.28157410,0.70277459,0.00340019,0.51280209
-4.95547774,1.35186249,0.00006444,0.06316993,0.23366760,0.26349368,0.27743518,0.65551472,0.00324557,0.50085640
-4.94947474,1.29285324,0.00005277,0.06303291,0.23029792,0.25824691,0.27275442,0.60982491,0.00310018,0.48824738
-4.94347174,1.23543412,0.00004290,0.06288016,0.22691212,0.25300056,0.26766623,0.56607534,0.00296748,0.47525843
-4.93746873,1.18039606,0.00003463,0.06275898,0.22368161,0.24791296,0.26232163,0.52461119,0.00285093,0.46219198
-4.93146573,1.12852183,0.00002775,0.06271993,0.22078561,0.24315011,0.25688518,0.48574732,0.00275385,0.44936375
-4.92546273,1.08057002,0.00002208,0.06281542,0.21840661,0.23888177,0.25153118,0.44976320,0.00267932,0.43709602
-4.91945973,1.03725766,0.00001744,0.06309803,0.21672520,0.23527689,0.24643907,0.41689816,0.00263011,0.42571005
-4.91345673,0.99924213,0.00001368,0.06361865,0.21591446,0.23249851,0.24178830,0.38734717,0.00260854,0.41551766
-4.90745373,0.96710276,0.00001065,0.06442457,0.21613401,0.23069824,0.23775263,0.36125726,0.00261643,0.40681239
-4.90145073,0.94132273,0.00000824,0.06555753,0.21752401,0.23001053,0.23449436,0.33872453,0.00265500,0.39986032
-4.89544772,0.92227182,0.00000632,0.06705170,0.22019926,0.23054698,0.23215844,0.31979208,0.00272482,0.39489103
-4.88944472,0.91019094,0.00000482,0.06893193,0.22424361,0.23239083,0.23086679,0.30444872,0.00282574,0.39208888
-4.88344172,0.90517885,0.00000365,0.07121212,0.22970500,0.23559212,0.23071316,0.29262859,0.00295687,0.39158520
-4.87743872,0.90718196,0.00000274,0.07389388,0.23659140,0.24016349,0.23175865,0.28421181,0.00311656,0.39345153
-4.87143572,0.91598784,0.00000204,0.07696559,0.24486779,0.24607710,0.23402820,0.27902608,0.00330238,0.39769446
-4.86543272,0.93122294,0.00000151,0.08040186,0.25445442,0.25326281,0.23750814,0.27684945,0.00351120,0.40425225
-4.85942971,0.95235509,0.00000111,0.08416347,0.26522660,0.26160769,0.24214508,0.27741406,0.00373920,0.41299352
-4.85342671,0.97870099,0.00000081,0.08819788,0.27701601,0.27095722,0.24784618,0.28041109,0.00398195,0.42371832
-4.84742371,1.00943893,0.00000059,0.09244021,0.28961377,0.28111797,0.25448075,0.28549677,0.00423452,0.43616149
-4.84142071,1.04362663,0.00000043,0.09681477,0.30277499,0.29186193,0.26188347,0.29229943,0.00449158,0.44999843
-4.83541771,1.08022388,0.00000031,0.10123709,0.31622503,0.30293235,0.26985876,0.30042758,0.00474759,0.46485324
-4.82941471,1.11811956,0.00000022,0.10561640,0.32966708,0.31405091,0.27818656,0.30947876,0.00499688,0.48030887
-4.82341171,1.15616225,0.00000016,0.10985845,0.34279090,0.32492602,0.28662905,0.31904916,0.00523388,0.49591916
-4.81740870,1.19319359,0.00000012,0.11386860,0.35528256,0.33526189,0.29493832,0.32874366,0.00545329,0.51122223
-4.81140570,1.22808318,0.00000010,0.11755509,0.36683458,0.34476819,0.30286452,0.33818608,0.00565020,0.52575490
-4.80540270,1.25976390,0.00000008,0.12083236,0.37715635,0.35316973,0.31016434,0.34702937,0.00582035,0.53906754
-4.79939970,1.28726639,0.00000008,0.12362424,0.38598432,0.36021592,0.31660943,0.35496538,0.00596022,0.55073878
-4.79339670,1.30975129,0.00000008,0.12586693,0.39309147,0.36568959,0.32199457,0.36173389,0.00606719,0.56038960
-4.78739370,1.32653801,0.00000009,0.12751169,0.39829584,0.36941471,0.32614501,0.36713057,0.00613969,0.56769621
-4.78139070,1.33712889,0.00000011,0.12852703,0.40146769,0.37126288,0.32892308,0.37101353,0.00617723,0.57240117
-4.77538769,1.34122773,0.00000014,0.12890040,0.40253492,0.37115815,0.33023347,0.37330822,0.00618051,0.57432238
-4.76938469,1.33875183,0.00000017,0.12863919,0.40148667,0.36908003,0.33002715,0.37401041,0.00615140,0.57335954
-4.76338169,1.32983711,0.00000022,0.12777116,0.39837474,0.36506455,0.32830379,0.37318704,0.00609294,0.56949782
-4.75737869,1.31483580,0.00000028,0.12634409,0.39331298,0.35920342,0.32511241,0.37097488,0.00600926,0.56280863
-4.75137569,1.29430696,0.00000036,0.12442479,0.38647442,0.35164116,0.32055046,0.36757699,0.00590549,0.55344732
-4.74537269,1.26899976,0.00000046,0.12209737,0.37808644,0.34257045,0.31476114,0.36325688,0.00578764,0.54164815
-4.73936968,1.23983041,0.00000058,0.11946101,0.36842398,0.33222589,0.30792916,0.35833066,0.00566242,0.52771644
-4.73336668,1.20785321,0.00000074,0.11662703,0.35780119,0.32087631,0.30027509,0.35315727,0.00553705,0.51201845
-4.72736368,1.17422684,0.00000094,0.11371561,0.34656165,0.30881605,0.29204833,0.34812707,0.00541903,0.49496919
-4.72136068,1.14017701,0.00000118,0.11085207,0.33506759,0.29635555,0.28351927,0.34364917,0.00531596,0.47701874
-4.71535768,1.10695667,0.00000148,0.10816302,0.32368855,0.28381139,0.27497046,0.34013772,0.00523526,0.45863753
-4.70935468,1.07580523,0.00000186,0.10577224,0.31278968,0.27149650,0.26668753,0.33799781,0.00518394,0.44030114
-4.70335168,1.04790799,0.00000233,0.10379670,0.30272022,0.25971049,0.25894987,0.33761120,0.00516839,0.42247514
-4.69734867,1.02435724,0.00000292,0.10234265,0.29380252,0.24873075,0.25202144,0.33932245,0.00519414,0.40560052
-4.69134567,1.00611632,0.00000364,0.10150200,0.28632183,0.23880434,0.24614221,0.34342592,0.00526564,0.39008023
-4.68534267,0.99398773,0.00000454,0.10134904,0.28051736,0.23014120,0.24152021,0.35015403,0.00538614,0.37626718
-4.67933967,0.98858646,0.00000565,0.10193772,0.27657478,0.22290855,0.23832478,0.35966734,0.00555748,0.36445419
-4.67333667,0.99031950,0.00000701,0.10329946,0.27462043,0.21722699,0.23668098,0.37204671,0.00578001,0.35486619
-4.66733367,0.99937208,0.00000870,0.10544169,0.27471742,0.21316804,0.23666559,0.38728803,0.00605252,0.34765484
-4.66133067,1.01570142,0.00001076,0.10834707,0.27686372,0.21075351,0.23830470,0.40529970,0.00637221,0.34289576
-4.65532766,1.03903811,0.00001329,0.11197358,0.28099245,0.20995643,0.24157304,0.42590311,0.00673470,0.34058838
-4.64932466,1.06889524,0.00001637,0.11625536,0.28697414,0.21070361,0.24639505,0.44883636,0.00713409,0.34065852
-4.64332166,1.10458510,0.00002010,0.12110434,0.29462113,0.21287969,0.25264779,0.47376089,0.00756314,0.34296327
