energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.83191596,5.60487383,-5.14176025,0.04815609,-0.03593683,0.54628063,-0.48161250,1.44950785,-1.03751279,0.73995739,-0.34084966,0.07876533,-0.07591316,2.41623882,-2.44695691,1.06401675,-0.89370100,0.47736272,-0.41711594
-5.82591296,5.43023923,-5.14615644,0.04632597,-0.03511935,0.52357306,-0.48428762,1.40152625,-1.05940792,0.71319866,-0.33451925,0.07553765,-0.07703974,2.35262246,-2.45099696,1.05747052,-0.88698747,0.45818057,-0.42496254
-5.81990995,5.26434658,-5.15910077,0.04449382,-0.03448730,0.50121411,-0.48937494,1.35465966,-1.08464463,0.68745788,-0.32947091,0.07252797,-0.07821471,2.29350951,-2.45704154,1.05333920,-0.88199796,0.43929744,-0.43311525
-5.81390695,5.10969520,-5.18043703,0.04267973,-0.03405593,0.47952574,-0.49681217,1.30986476,-1.11295690,0.66303409,-0.32576936,0.06975052,-0.07943137,2.23990535,-2.46503735,1.05213881,-0.87875426,0.42091464,-0.44153850
-5.80790395,4.96842079,-5.20982222,0.04090099,-0.03383786,0.45880206,-0.50648427,1.26800056,-1.14399050,0.64018769,-0.32345568,0.06721288,-0.08068369,2.19264232,-2.47488662,1.05429334,-0.87723185,0.40320976,-0.45019007
-5.80190095,4.84224678,-5.24673794,0.03917192,-0.03384295,0.43930314,-0.51822693,1.22980431,-1.17730982,0.61913631,-0.32254717,0.06491636,-0.08196655,2.15235862,-2.48645027,1.06011716,-0.87736317,0.38633473,-0.45902157
-5.79589795,4.73244659,-5.29050576,0.03750389,-0.03407803,0.42124966,-0.53183080,1.19587184,-1.21240704,0.60005119,-0.32303742,0.06285655,-0.08327575,2.11948258,-2.49955217,1.06980062,-0.87904251,0.37041456,-0.46797887
-5.78989495,4.63981806,-5.34030553,0.03590537,-0.03454688,0.40481859,-0.54704670,1.16664292,-1.24871348,0.58305438,-0.32489680,0.06102397,-0.08460805,2.09422301,-2.51398428,1.08339964,-0.88213189,0.35554680,-0.47700280
-5.78389195,4.56467102,-5.39519582,0.03438218,-0.03525011,0.39014004,-0.56359142,1.14239222,-1.28561273,0.56821675,-0.32807320,0.05940480,-0.08596102,2.07656590,-2.52951224,1.10082964,-0.88646781,0.34180173,-0.48602984
-5.77788894,4.50682887,-5.45413566,0.03293768,-0.03618512,0.37729544,-0.58115398,1.12322621,-1.32245517,0.55555706,-0.33249297,0.05798175,-0.08733283,2.06627796,-2.54588117,1.12186434,-0.89186853,0.32922313,-0.49499280
-5.77188594,4.46564424,-5.51600706,0.03157314,-0.03734613,0.36631700,-0.59940240,1.10908592,-1.35857378,0.54504215,-0.33806214,0.05673488,-0.08872198,2.06291670,-2.56282136,1.14613942,-0.89814155,0.31782965,-0.50382165
-5.76588294,4.44002869,-5.57963809,0.03028815,-0.03872421,0.35718871,-0.61799060,1.09975550,-1.39330048,0.53658838,-0.34466794,0.05564254,-0.09012694,2.06584713,-2.58005402,1.17316115,-0.90509117,0.30761680,-0.51244427
-5.75987994,4.42849572,-5.64382621,0.02908096,-0.04030731,0.34984866,-0.63656566,1.09487618,-1.42598299,0.53006452,-0.35218047,0.05468225,-0.09154574,2.07426443,-2.59729671,1.20231975,-0.91252569,0.29855927,-0.52078734
-5.75387694,4.42921588,-5.70736189,0.02794902,-0.04208039,0.34419285,-0.65477508,1.09396496,-1.45600155,0.52529600,-0.36045484,0.05383162,-0.09297560,2.08722198,-2.61426880,1.23290704,-0.92026425,0.29061370,-0.52877720
-5.74787394,4.44008256,-5.76905259,0.02688928,-0.04402554,0.34008019,-0.67227418,1.09643741,-1.48278520,0.52207057,-0.36933358,0.05306919,-0.09441252,2.10366376,-2.63069682,1.26413787,-0.92814309,0.28372173,-0.53634085
-5.74187094,4.45878617,-5.82774700,0.02589871,-0.04612213,0.33733875,-0.68873339,1.10163345,-1.50582715,0.52014541,-0.37864947,0.05237517,-0.09585095,2.12246022,-2.64631999,1.29517446,-0.93602100,0.27781325,-0.54340705
-5.73586793,4.48289453,-5.88235954,0.02497459,-0.04834706,0.33577294,-0.70384544,1.10884536,-1.52469885,0.51925537,-0.38822871,0.05173217,-0.09728355,2.14244617,-2.66089575,1.32515297,-0.94378407,0.27280968,-0.54990750
-5.72986493,4.50993668,-5.93189494,0.02411487,-0.05067501,0.33517146,-0.71733222,1.11734677,-1.53906234,0.51912234,-0.39789454,0.05112574,-0.09870099,2.16245958,-2.67420563,1.35321113,-0.95134948,0.26862729,-0.55577822
-5.72386193,4.53748725,-5.97547260,0.02331843,-0.05307875,0.33531575,-0.72895125,1.12642154,-1.54868049,0.51946528,-0.40747104,0.05054481,-0.10009194,2.18137971,-2.68606113,1.37851603,-0.95866833,0.26518042,-0.56096097
-5.71785893,4.56324850,-6.01235001,0.02258521,-0.05552951,0.33598863,-0.73850156,1.13539163,-1.55342477,0.52001083,-0.41678730,0.04998197,-0.10144313,2.19816343,-2.69630978,1.40029087,-0.96572748,0.26238453,-0.56540480
-5.71185593,4.58512708,-6.04194467,0.02191642,-0.05799746,0.33698285,-0.74582874,1.14364275,-1.55328015,0.52050381,-0.42568154,0.04943360,-0.10273953,2.21187831,-2.70484093,1.41783990,-0.97255032,0.26015886,-0.56906768
-5.70585293,4.60130296,-6.06385350,0.02131449,-0.06045212,0.33810926,-0.75082908,1.15064705,-1.54834706,0.52071755,-0.43400531,0.04889986,-0.10396475,2.22173133,-2.71159124,1.43057029,-0.97919640,0.25842893,-0.57191809
-5.69984992,4.61028793,-6.07786871,0.02078314,-0.06286294,0.33920423,-0.75345241,1.15598205,-1.53884004,0.52046337,-0.44162741,0.04838450,-0.10510140,2.22709232,-2.71654935,1.43801041,-0.98575998,0.25712853,-0.57393648
-5.69384692,4.61097179,-6.08398898,0.02032721,-0.06519984,0.34013614,-0.75370374,1.15934519,-1.52508306,0.51959896,-0.44843740,0.04789458,-0.10613170,2.22751136,-2.71975934,1.43982359,-0.99236729,0.25620127,-0.57511664
-5.68784392,4.60265477,-6.08242489,0.01995258,-0.06743380,0.34081065,-0.75164319,1.16056364,-1.50750155,0.51803521,-0.45434858,0.04744003,-0.10703803,2.22272952,-2.72132270,1.43581721,-0.99917268,0.25560176,-0.57546673
-5.68184092,4.58506502,-6.07359752,0.01966596,-0.06953741,0.34117447,-0.74738446,1.15959912,-1.48661117,0.51574128,-0.45930011,0.04703314,-0.10780358,2.21268290,-2.72139821,1.42594648,-1.00635347,0.25529629,-0.57500993
-5.67583792,4.55836099,-6.05812955,0.01947469,-0.07148551,0.34121764,-0.74109150,1.15654777,-1.46300365,0.51274744,-0.46325838,0.04668794,-0.10841300,2.19749992,-2.72019946,1.41031329,-1.01410366,0.25526301,-0.57378459
-5.66983492,4.52311867,-6.03682805,0.01938650,-0.07325564,0.34097409,-0.73297353,1.15163503,-1.43732993,0.50914573,-0.46621715,0.04641964,-0.10885301,2.17749206,-2.71798966,1.38915993,-1.02262644,0.25549176,-0.57184388
-5.66383192,4.48030463,-6.01065917,0.01940927,-0.07482858,0.34052051,-0.72327846,1.14520617,-1.41028120,0.50508825,-0.46819676,0.04624395,-0.10911290,2.15313880,-2.71507369,1.36285842,-1.03212576,0.25598342,-0.56925473
-5.65782891,4.43123588,-5.98071459,0.01955076,-0.07618866,0.33997357,-0.71228489,1.13771258,-1.38256824,0.50078300,-0.46924211,0.04617643,-0.10918502,2.12506732,-2.71178719,1.33189572,-1.04279695,0.25674893,-0.56609618
-5.65182591,4.37752834,-5.94817076,0.01981839,-0.07732412,0.33948550,-0.70029286,1.12969467,-1.35489988,0.49648752,-0.46941969,0.04623196,-0.10906509,2.09402788,-2.70848296,1.29685578,-1.05481675,0.25780793,-0.56245705
-5.64582291,4.32103581,-5.91424204,0.02021897,-0.07822721,0.33923829,-0.68761376,1.12176186,-1.32796111,0.49250042,-0.46881350,0.04642414,-0.10875235,2.06086587,-2.70551500,1.25839907,-1.06833299,0.25918714,-0.55843299
-5.63981991,4.26378162,-5.88012926,0.02075851,-0.07889427,0.33943662,-0.67455970,1.11457041,-1.30239185,0.48915105,-0.46752028,0.04676483,-0.10824959,2.02649157,-2.70322079,1.21724056,-1.08345430,0.26091840,-0.55412304
-5.63381691,4.20788544,-5.84696610,0.02144194,-0.07932559,0.34029982,-0.66143277,1.10879993,-1.27876692,0.48678773,-0.46564412,0.04726374,-0.10756306,1.99184864,-2.70190230,1.17412700,-1.10024019,0.26303657,-0.54962576
-5.62781391,4.15548744,-5.81576539,0.02227297,-0.07952520,0.34205307,-0.64851472,1.10512912,-1.25757814,0.48576487,-0.46329078,0.04792805,-0.10670211,1.95788231,-2.70180700,1.12981441,-1.11869211,0.26557717,-0.54503518
-5.62181091,4.10867234,-5.78736824,0.02325381,-0.07950049,0.34491822,-0.63605738,1.10421158,-1.23921936,0.48642947,-0.46056194,0.04876215,-0.10567882,1.92550828,-2.70310947,1.08504641,-1.13874582,0.26857388,-0.54043667
-5.61580790,4.06939561,-5.76239847,0.02438504,-0.07926176,0.34910447,-0.62427439,1.10665231,-1.22397483,0.48910750,-0.45754976,0.04976739,-0.10450743,1.89558309,-2.70589494,1.04053431,-1.16026563,0.27205592,-0.53590302
-5.60980490,4.03941382,-5.74122532,0.02566535,-0.07882163,0.35479929,-0.61333461,1.11298557,-1.21201180,0.49409056,-0.45433204,0.05094190,-0.10320373,1.86887677,-2.71014583,0.99693928,-1.18304095,0.27604541,-0.53149091
-5.60380190,4.02022129,-5.72393663,0.02709141,-0.07819449,0.36215990,-0.60335747,1.12365463,-1.20337757,0.50162345,-0.45096820,0.05228046,-0.10178439,1.84604841,-2.71573215,0.95485723,-1.20678565,0.28055473,-0.52723803
-5.59779890,4.01299477,-5.71032469,0.02865769,-0.07739578,0.37130550,-0.59441068,1.13899394,-1.19800128,0.51189302,-0.44749645,0.05377437,-0.10026630,1.82762519,-2.72240692,0.91480655,-1.23114033,0.28558389,-0.52316097
-5.59179590,4.01854758,-5.69988623,0.03035628,-0.07644142,0.38231079,-0.58651028,1.15921419,-1.19570067,0.52501883,-0.44393214,0.05541142,-0.09866586,1.81398529,-2.72980702,0.87721890,-1.25567795,0.29111821,-0.51925420
-5.58579290,4.03729474,-5.69183753,0.03217682,-0.07534719,0.39520069,-0.57962320,1.18439075,-1.19619346,0.54104585,-0.44026762,0.05717587,-0.09699848,1.80534517,-2.73746027,0.84243313,-1.27991273,0.29712620,-0.51549007
-5.57978989,4.06923002,-5.68514461,0.03410644,-0.07412826,0.40994674,-0.57367219,1.21445559,-1.19911335,0.55993974,-0.43647350,0.05904844,-0.09527803,1.80175138,-2.74479858,0.81069221,-1.30331229,0.30355784,-0.51182005
-5.57378689,4.11391569,-5.67856792,0.03612970,-0.07279874,0.42646525,-0.56854291,1.24919332,-1.20402972,0.58158472,-0.43250128,0.06100643,-0.09351656,1.80307724,-2.75117720,0.78214300,-1.32531261,0.31034341,-0.50817714
-5.56778389,4.17048563,-5.67071991,0.03822869,-0.07137139,0.44461723,-0.56409290,1.28824119,-1.21047077,0.60578427,-0.42828724,0.06302389,-0.09172408,1.80902446,-2.75589940,0.75683869,-1.34533565,0.31739294,-0.50447943
-5.56178089,4.23766168,-5.66013320,0.04038317,-0.06985750,0.46421025,-0.56016197,1.33109349,-1.21794871,0.63226469,-0.42375747,0.06507184,-0.08990852,1.81912977,-2.75824577,0.73474355,-1.36280865,0.32459641,-0.50063459
-5.55577789,4.31378328,-5.64533629,0.04257078,-0.06826685,0.48500209,-0.55658344,1.37711002,-1.22598637,0.66068132,-0.41883351,0.06711865,-0.08807591,1.83277647,-2.75750686,0.71573975,-1.37718464,0.33182476,-0.49654517
-5.54977489,4.39684944,-5.62493322,0.04476739,-0.06660783,0.50670618,-0.55319586,1.42552893,-1.23414378,0.69062738,-0.41343855,0.06913051,-0.08623065,1.84921075,-2.75301772,0.69963591,-1.38796316,0.33893181,-0.49211454
-5.54377189,4.48457223,-5.59768308,0.04694748,-0.06488765,0.52899855,-0.54985426,1.47548326,-1.24204364,0.72164482,-0.40750369,0.07107198,-0.08437595,1.86756246,-2.74419261,0.68617696,-1.39471021,0.34575701,-0.48725287
-5.53776888,4.57444005,-5.56257540,0.04908466,-0.06311270,0.55152609,-0.54644073,1.52602117,-1.24939435,0.75323713,-0.40097384,0.07290671,-0.08251434,1.88686969,-2.73055812,0.67505511,-1.39707658,0.35212914,-0.48188326
-5.53176588,4.66378883,-5.51889697,0.05115221,-0.06128889,0.57391588,-0.54287337,1.57612913,-1.25600947,0.78488320,-0.39381304,0.07459820,-0.08064829,1.90610673,-2.71178281,0.66592146,-1.39481354,0.35787068,-0.47594726
-5.52576288,4.74987870,-5.46628649,0.05312368,-0.05942210,0.59578511,-0.53911338,1.62475746,-1.26182245,0.81605196,-0.38600874,0.07611071,-0.07878080,1.92421439,-2.68770174,0.65839803,-1.38778510,0.36280291,-0.46940979
-5.51975988,4.82997359,-5.40477349,0.05497351,-0.05751858,0.61675133,-0.53516969,1.67084750,-1.26689580,0.84621698,-0.37757493,0.07741016,-0.07691599,1.94013178,-2.65833422,0.65208976,-1.37597612,0.36675142,-0.46226298
-5.51375688,4.90142079,-5.33479897,0.05667766,-0.05558531,0.63644256,-0.53110093,1.71335941,-1.27142384,0.87487056,-0.36855365,0.07846507,-0.07505962,1.95282851,-2.62389361,0.64659633,-1.35949572,0.36955184,-0.45452869
-5.50775388,4.96172757,-5.25721597,0.05821416,-0.05363031,0.65450692,-0.52701446,1.75129987,-1.27572877,0.90153667,-0.35901513,0.07924749,-0.07321946,1.96133609,-2.58478832,0.64152338,-1.33857575,0.37105559,-0.44625963
-5.50175088,5.00863198,-5.17326916,0.05956363,-0.05166288,0.67062137,-0.52306262,1.78374847,-1.28024973,0.92578219,-0.34905621,0.07973383,-0.07140554,1.96477743,-2.54161339,0.63649297,-1.31356425,0.37113534,-0.43753881
-5.49574787,5.04016510,-5.08455403,0.06070968,-0.04969361,0.68449934,-0.51943606,1.80988204,-1.28552517,0.94722616,-0.33879729,0.07990559,-0.06963018,1.96239324,-2.49513291,0.63115293,-1.28491406,0.36968985,-0.42847743
-5.48974487,5.05470258,-4.99295673,0.06163921,-0.04773442,0.69589684,-0.51635468,1.82899599,-1.29216900,0.96554660,-0.32837790,0.07974999,-0.06790787,1.95356439,-2.44625355,0.62518504,-1.25316706,0.36664810,-0.41921116
-5.48374187,5.05100361,-4.90057728,0.06234262,-0.04579834,0.70461706,-0.51405638,1.84052197,-1.30084128,0.98048489,-0.31795112,0.07926035,-0.06625487,1.93782935,-2.39599038,0.61831172,-1.21893465,0.36197238,-0.40989496
-5.47773887,5.02823609,-4.80963922,0.06281379,-0.04389924,0.71051323,-0.51278437,1.84404118,-1.31221468,0.99184761,-0.30767720,0.07843632,-0.06468870,1.91489605,-2.34542625,0.61030128,-1.18287543,0.35566014,-0.40069670
-5.47173587,4.98598776,-4.72239004,0.06305008,-0.04205142,0.71348982,-0.51277333,1.83929307,-1.32693812,0.99950609,-0.29771662,0.07728385,-0.06322733,1.88464792,-2.29566664,0.60097161,-1.14567095,0.34774466,-0.39178981
-5.46573287,4.92426314,-4.64099688,0.06305206,-0.04026912,0.71350212,-0.51423543,1.82617913,-1.34559904,1.00339380,-0.28822301,0.07581503,-0.06188841,1.84714391,-2.24779189,0.59019226,-1.10800075,0.33829437,-0.38334538
-5.45972986,4.84346762,-4.56744262,0.06282325,-0.03856597,0.71055446,-0.51734671,1.80476200,-1.36868622,1.00350219,-0.27933632,0.07404762,-0.06068820,1.80261272,-2.20280919,0.57788508,-1.07051769,0.32741084,-0.37552394
-5.45372686,4.74437980,-4.50342727,0.06236977,-0.03695445,0.70469710,-0.52223448,1.77525989,-1.39655478,0.99987513,-0.27117656,0.07200454,-0.05964060,1.75144189,-2.16160655,0.56402347,-1.03382476,0.31522571,-0.36846749
-5.44772386,4.62811448,-4.45027970,0.06169990,-0.03544528,0.69602232,-0.52896658,1.73803710,-1.42939522,0.99260288,-0.26383834,0.06971306,-0.05875615,1.69416222,-2.12491101,0.54863037,-0.99845440,0.30189653,-0.36229209
-5.44172086,4.49607841,-4.40888393,0.06082370,-0.03404691,0.68465982,-0.53754287,1.69359088,-1.46720809,0.98181562,-0.25738667,0.06720407,-0.05804113,1.63142878,-2.09325317,0.53177525,-0.96485109,0.28760189,-0.35708141
-5.43571786,4.34992149,-4.37962395,0.05975257,-0.03276510,0.67077171,-0.54788949,1.64253568,-1.50978579,0.96767745,-0.25185400,0.06451111,-0.05749672,1.56399922,-2.06693975,0.51357031,-0.93335810,0.27253596,-0.35288154
-5.42971486,4.19148615,-4.36234979,0.05849890,-0.03160255,0.65454754,-0.55985629,1.58558532,-1.55670252,0.95038097,-0.24723877,0.06166956,-0.05711848,1.49271084,-2.04603577,0.49416605,-0.90420871,0.25690283,-0.34969745
-5.42371186,4.02275708,-4.35636671,0.05707577,-0.03055871,0.63619945,-0.57321750,1.52353405,-1.60731339,0.93014282,-0.24350543,0.05871573,-0.05689594,1.41845731,-2.03035703,0.47374653,-0.87752233,0.24091083,-0.34749112
-5.41770885,3.84581385,-4.36044840,0.05549670,-0.02962967,0.61595767,-0.58767581,1.45723723,-1.66076288,0.90720047,-0.24058599,0.05568610,-0.05681256,1.34216621,-2.01947359,0.45252450,-0.85330546,0.22476722,-0.34618169
-5.41170585,3.66278798,-4.37287364,0.05377551,-0.02880826,0.59406654,-0.60286961,1.38759225,-1.71600282,0.88181011,-0.23838289,0.05261664,-0.05684590,1.26477830,-2.01272405,0.43073654,-0.83145729,0.20867326,-0.34564747
-5.40570285,3.47582575,-4.39148489,0.05192620,-0.02808425,0.57078105,-0.61838322,1.31552048,-1.77181921,0.85424580,-0.23677310,0.04954227,-0.05696814,1.18722918,-2.00923998,0.40863850,-0.81177961,0.19282015,-0.34572981
-5.39969985,3.28705777,-4.41376634,0.04996298,-0.02744473,0.54636397,-0.63375961,1.24195058,-1.82686712,0.82479951,-0.23561324,0.04649642,-0.05714685,1.11043404,-2.00797954,0.38650113,-0.79399032,0.17738566,-0.34623869
-5.39369685,3.09857529,-4.43693772,0.04790023,-0.02687456,0.52108343,-0.64851515,1.16780352,-1.87971217,0.79378194,-0.23474536,0.04351076,-0.05734601,1.03527560,-2.00776860,0.36460630,-0.77773997,0.16253183,-0.34695978
-5.38769385,2.91241318,-4.45805967,0.04575263,-0.02635700,0.49521100,-0.66215572,1.09397965,-1.92887710,0.76152361,-0.23400328,0.04061510,-0.05752724,0.96259549,-2.00734754,0.34324345,-0.76263021,0.14840349,-0.34766253
-5.38169085,2.73053889,-4.47414593,0.04353518,-0.02587431,0.46901998,-0.67419345,1.02134775,-1.97289134,0.72837606,-0.23321898,0.03783735,-0.05765119,0.89318890,-2.00542153,0.32270660,-0.74823357,0.13512786,-0.34810912
-5.37568784,2.55484640,-4.48227717,0.04126329,-0.02540845,0.44278387,-0.68416347,0.95073601,-2.01034144,0.69471263,-0.23222892,0.03520363,-0.05767896,0.82780209,-2.00071196,0.30329164,-0.73411336,0.12281481,-0.34806372
-5.36968484,2.38715397,-4.47971144,0.03895278,-0.02494181,0.41677489,-0.69163982,0.88292492,-2.03992028,0.66092856,-0.23088001,0.03273843,-0.05757364,0.76713239,-1.99200679,0.28529389,-0.71984298,0.11155804,-0.34730159
-5.36368184,2.22920424,-4.46398640,0.03661991,-0.02445783,0.39126234,-0.69625001,0.81864171,-2.06047287,0.62744011,-0.22903481,0.03046482,-0.05730164,0.71183010,-1.97820738,0.26900586,-0.70502377,0.10143671,-0.34561775
-5.35767884,2.08266550,-4.43300889,0.03428130,-0.02394167,0.36651082,-0.69768742,0.75855620,-2.07103665,0.59468251,-0.22657606,0.02840474,-0.05683407,0.66250153,-1.95836997,0.25471503,-0.68930064,0.09251751,-0.34283471
-5.35167584,1.94913259,-4.38512827,0.03195380,-0.02338065,0.34277808,-0.69572128,0.70327761,-2.07087470,0.56310660,-0.22341013,0.02657918,-0.05614773,0.61971265,-1.93173998,0.24270151,-0.67237500,0.08485700,-0.33880897
-5.34567284,1.83012650,-4.31919074,0.02965435,-0.02276474,0.32031271,-0.69020365,0.65335225,-2.05950043,0.53317405,-0.21946947,0.02500844,-0.05522607,0.58399259,-1.89777774,0.23323551,-0.65401459,0.07850398,-0.33343602
-5.33966983,1.72709158,-4.23457271,0.02739974,-0.02208683,0.29935145,-0.68107332,0.60926167,-2.03669279,0.50535139,-0.21471386,0.02371225,-0.05405969,0.55583637,-1.85617497,0.22657446,-0.63405985,0.07350172,-0.32665362
