energy_ev,total_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.80190095,1.00456159,0.04132410,0.00073374,0.06535876,0.43469622,0.41123716,0.16354220
-5.79589795,0.99532077,0.04142259,0.00070207,0.06632800,0.43414626,0.41020063,0.15996800
-5.78989495,0.98887418,0.04176037,0.00067163,0.06746197,0.43499808,0.40957273,0.15691454
-5.78389195,0.98469436,0.04230974,0.00064235,0.06870786,0.43702633,0.40910067,0.15429168
-5.77788894,0.98222404,0.04303803,0.00061411,0.07001077,0.43999214,0.40853358,0.15200583
-5.77188594,0.98089336,0.04390843,0.00058680,0.07131520,0.44364955,0.40763089,0.14996310
-5.76588294,0.98013594,0.04488104,0.00056029,0.07256637,0.44775140,0.40616981,0.14807204
-5.75987994,0.97940343,0.04591381,0.00053448,0.07371154,0.45205444,0.40395169,0.14624612
-5.75387694,0.97817828,0.04696370,0.00050925,0.07470128,0.45632357,0.40080724,0.14440577
-5.74787394,0.97598440,0.04798770,0.00048451,0.07549048,0.46033537,0.39660030,0.14248002
-5.74187094,0.97239581,0.04894394,0.00046020,0.07603943,0.46388076,0.39123033,0.14040769
-5.73586793,0.96704311,0.04979269,0.00043626,0.07631454,0.46676707,0.38463345,0.13813817
-5.72986493,0.95961786,0.05049736,0.00041266,0.07628898,0.46881946,0.37678215,0.13563182
-5.72386193,0.94987509,0.05102534,0.00038940,0.07594316,0.46988196,0.36768393,0.13285991
-5.71785893,0.93763403,0.05134876,0.00036649,0.07526494,0.46981821,0.35737880,0.12980436
-5.71185593,0.92277732,0.05144511,0.00034395,0.07424968,0.46851197,0.34593598,0.12645711
-5.70585293,0.90524894,0.05129769,0.00032184,0.07290010,0.46586764,0.33344992,0.12281938
-5.69984992,0.88505113,0.05089590,0.00030021,0.07122591,0.46181062,0.32003597,0.11890061
-5.69384692,0.86224039,0.05023533,0.00027912,0.06924338,0.45628791,0.30582568,0.11471750
-5.68784392,0.83692297,0.04931771,0.00025864,0.06697461,0.44926852,0.29096214,0.11029281
-5.68184092,0.80924984,0.04815067,0.00023883,0.06444678,0.44074401,0.27559546,0.10565430
-5.67583792,0.77941136,0.04674729,0.00021977,0.06169129,0.43072887,0.25987843,0.10083357
-5.66983492,0.74763179,0.04512558,0.00020151,0.05874279,0.41926079,0.24396264,0.09586507
-5.66383192,0.71416364,0.04330780,0.00018410,0.05563821,0.40640054,0.22799503,0.09078508
-5.65782891,0.67928199,0.04131968,0.00016758,0.05241577,0.39223158,0.21211497,0.08563088
-5.65182591,0.64327875,0.03918957,0.00015199,0.04911403,0.37685915,0.19645187,0.08043992
-5.64582291,0.60645706,0.03694757,0.00013735,0.04577101,0.36040879,0.18112338,0.07524912
-5.63981991,0.56912564,0.03462467,0.00012366,0.04242329,0.34302436,0.16623401,0.07009431
-5.63381691,0.53159332,0.03225187,0.00011093,0.03910537,0.32486542,0.15187442,0.06500963
-5.62781391,0.49416382,0.02985942,0.00009914,0.03584900,0.30610408,0.13812096,0.06002717
-5.62181091,0.45713067,0.02747608,0.00008829,0.03268272,0.28692148,0.12503572,0.05517654
-5.61580790,0.42077259,0.02512852,0.00007834,0.02963150,0.26750385,0.11266688,0.05048458
-5.60980490,0.38534929,0.02284083,0.00006927,0.02671650,0.24803841,0.10104935,0.04597515
-5.60380190,0.35109777,0.02063413,0.00006103,0.02395496,0.22870924,0.09020559,0.04166891
-5.59779890,0.31822936,0.01852633,0.00005360,0.02136027,0.20969336,0.08014660,0.03758325
-5.59179590,0.28692742,0.01653200,0.00004693,0.01894205,0.19115699,0.07087313,0.03373222
-5.58579290,0.25734585,0.01466237,0.00004099,0.01670637,0.17325238,0.06237682,0.03012658
-5.57978989,0.22960846,0.01292541,0.00003572,0.01465609,0.15611518,0.05464152,0.02677383
-5.57378689,0.20380921,0.01132603,0.00003111,0.01279115,0.13986250,0.04764457,0.02367841
-5.56778389,0.18001320,0.00986634,0.00002710,0.01110907,0.12459172,0.04135809,0.02084190
-5.56178089,0.15825857,0.00854596,0.00002367,0.00960529,0.11038003,0.03575026,0.01826328
-5.55577789,0.13855897,0.00736237,0.00002079,0.00827367,0.09728476,0.03078657,0.01593924
-5.54977489,0.12090675,0.00631134,0.00001843,0.00710691,0.08534433,0.02643098,0.01386459
-5.54377189,0.10527645,0.00538723,0.00001659,0.00609701,0.07457988,0.02264704,0.01203261
-5.53776888,0.09162875,0.00458347,0.00001524,0.00523563,0.06499733,0.01939895,0.01043549
-5.53176588,0.07991441,0.00389284,0.00001438,0.00451450,0.05658979,0.01665252,0.00906474
-5.52576288,0.07007833,0.00330783,0.00001401,0.00392573,0.04934026,0.01437600,0.00791162
-5.51975988,0.06206329,0.00282096,0.00001413,0.00346212,0.04322438,0.01254082,0.00696750
-5.51375688,0.05581342,0.00242500,0.00001475,0.00311734,0.03821307,0.01112226,0.00622424
-5.50775388,0.05127717,0.00211320,0.00001589,0.00288616,0.03427510,0.01009988,0.00567445
-5.50175088,0.04840969,0.00187948,0.00001757,0.00276452,0.03137927,0.00945793,0.00531176
-5.49574787,0.04717453,0.00171853,0.00001981,0.00274966,0.02949628,0.00918549,0.00513095
-5.48974487,0.04754453,0.00162589,0.00002263,0.00284005,0.02860009,0.00927656,0.00512808
-5.48374187,0.04950203,0.00159807,0.00002606,0.00303541,0.02866883,0.00972991,0.00530044
-5.47773887,0.05303816,0.00163251,0.00003013,0.00333656,0.02968514,0.01054877,0.00564647
-5.47173587,0.05815143,0.00172761,0.00003484,0.00374528,0.03163601,0.01174035,0.00616562
-5.46573287,0.06484559,0.00188271,0.00004022,0.00426411,0.03451207,0.01331520,0.00685807
-5.45972986,0.07312687,0.00209807,0.00004627,0.00489610,0.03830649,0.01528636,0.00772440
-5.45372686,0.08300063,0.00237483,0.00005300,0.00564455,0.04301334,0.01766838,0.00876524
-5.44772386,0.09446774,0.00271495,0.00006038,0.00651265,0.04862573,0.02047621,0.00998081
-5.44172086,0.10752065,0.00312122,0.00006840,0.00750322,0.05513364,0.02372393,0.01137047
-5.43571786,0.12213949,0.00359723,0.00007702,0.00861830,0.06252165,0.02742340,0.01293221
-5.42971486,0.13828827,0.00414736,0.00008617,0.00985888,0.07076659,0.03158293,0.01466224
-5.42371186,0.15591150,0.00477681,0.00009578,0.01122456,0.07983537,0.03620589,0.01655452
-5.41770885,0.17493131,0.00549163,0.00010578,0.01271325,0.08968293,0.04128938,0.01860037
-5.41170585,0.19524538,0.00629877,0.00011604,0.01432097,0.10025060,0.04682308,0.02078818
-5.40570285,0.21672572,0.00720619,0.00012646,0.01604164,0.11146489,0.05278820,0.02310320
-5.39969985,0.23921851,0.00822289,0.00013691,0.01786700,0.12323685,0.05915675,0.02552744
-5.39369685,0.26254511,0.00935904,0.00014724,0.01978658,0.13546200,0.06589104,0.02803969
-5.38769385,0.28650425,0.01062608,0.00015731,0.02178775,0.14802104,0.07294361,0.03061574
-5.38169085,0.31087533,0.01203670,0.00016697,0.02385590,0.16078121,0.08025742,0.03322862
-5.37568784,0.33542289,0.01360494,0.00017608,0.02597468,0.17359843,0.08776659,0.03584912
-5.36968484,0.35990207,0.01534611,0.00018448,0.02812636,0.18632001,0.09539739,0.03844635
-5.36368184,0.38406473,0.01727670,0.00019205,0.03029217,0.19878810,0.10306979,0.04098843
-5.35767884,0.40766627,0.01941417,0.00019868,0.03245286,0.21084353,0.11069916,0.04344328
-5.35167584,0.43047253,0.02177663,0.00020427,0.03458914,0.22233003,0.11819845,0.04577949
-5.34567284,0.45226680,0.02438245,0.00020873,0.03668223,0.23309868,0.12548041,0.04796717
-5.33966983,0.47285628,0.02724968,0.00021203,0.03871440,0.24301229,0.13246004,0.04997881
-5.33366683,0.49207794,0.03039538,0.00021414,0.04066942,0.25194966,0.13905698,0.05179015
-5.32766383,0.50980332,0.03383487,0.00021507,0.04253301,0.25980945,0.14519780,0.05338085
-5.32166083,0.52594211,0.03758083,0.00021485,0.04429316,0.26651344,0.15081811,0.05473511
-5.31565783,0.54044423,0.04164238,0.00021354,0.04594045,0.27200911,0.15586431,0.05584219
-5.30965483,0.55330035,0.04602409,0.00021125,0.04746811,0.27627137,0.16029499,0.05669662
-5.30365183,0.56454086,0.05072507,0.00020808,0.04887212,0.27930331,0.16408178,0.05729837
-5.29764882,0.57423312,0.05573810,0.00020419,0.05015108,0.28113600,0.16720984,0.05765271
-5.29164582,0.58247741,0.06104886,0.00019972,0.05130601,0.28182724,0.16967762,0.05776997
-5.28564282,0.58940155,0.06663536,0.00019485,0.05234008,0.28145939,0.17149634,0.05766505
-5.27963982,0.59515452,0.07246766,0.00018976,0.05325821,0.28013628,0.17268882,0.05735683
-5.27363682,0.59989945,0.07850772,0.00018463,0.05406666,0.27797946,0.17328805,0.05686742
-5.26763382,0.60380622,0.08470974,0.00017965,0.05477252,0.27512379,0.17333534,0.05622133
-5.26163082,0.60704401,0.09102063,0.00017500,0.05538328,0.27171264,0.17287832,0.05544459
-5.25562781,0.60977428,0.09738095,0.00017084,0.05590636,0.26789289,0.17196887,0.05456382
-5.24962481,0.61214423,0.10372604,0.00016732,0.05634866,0.26380994,0.17066093,0.05360537
-5.24362181,0.61428120,0.10998751,0.00016456,0.05671623,0.25960284,0.16900854,0.05259449
-5.23761881,0.61628811,0.11609484,0.00016268,0.05701398,0.25539989,0.16706397,0.05155456
-5.23161581,0.61824003,0.12197721,0.00016175,0.05724544,0.25131463,0.16487622,0.05050647
-5.22561281,0.62018207,0.12756530,0.00016183,0.05741263,0.24744261,0.16248973,0.04946815
-5.21960980,0.62212851,0.13279314,0.00016292,0.05751607,0.24385886,0.15994353,0.04845415
-5.21360680,0.62406319,0.13759983,0.00016501,0.05755476,0.24061620,0.15727070,0.04747545
-5.20760380,0.62594101,0.14193105,0.00016807,0.05752632,0.23774442,0.15449820,0.04653942
-5.20160080,0.62769051,0.14574038,0.00017202,0.05742716,0.23525040,0.15164711,0.04564983
-5.19559780,0.62921742,0.14899028,0.00017675,0.05725270,0.23311903,0.14873306,0.04480710
-5.18959480,0.63040896,0.15165273,0.00018215,0.05699767,0.23131497,0.14576703,0.04400861
-5.18359180,0.63113887,0.15370964,0.00018806,0.05665639,0.22978522,0.14275632,0.04324909
-5.17758879,0.63127292,0.15515278,0.00019433,0.05622311,0.22846229,0.13970572,0.04252112
-5.17158579,0.63067489,0.15598359,0.00020078,0.05569235,0.22726795,0.13661873,0.04181572
-5.16558279,0.62921282,0.15621264,0.00020724,0.05505925,0.22611742,0.13349895,0.04112289
-5.15957979,0.62676543,0.15585895,0.00021354,0.05431993,0.22492381,0.13035142,0.04043230
-5.15357679,0.62322851,0.15494921,0.00021950,0.05347180,0.22360276,0.12718395,0.03973387
-5.14757379,0.61852122,0.15351696,0.00022499,0.05251391,0.22207700,0.12400837,0.03901838
-5.14157079,0.61259205,0.15160173,0.00022986,0.05144718,0.22028076,0.12084172,0.03827810
-5.13556778,0.60542421,0.14924828,0.00023403,0.05027473,0.21816377,0.11770721,0.03750724
-5.12956478,0.59704040,0.14650599,0.00023741,0.04900197,0.21569484,0.11463503,0.03670247
-5.12356178,0.58750651,0.14342823,0.00023999,0.04763682,0.21286466,0.11166287,0.03586324
-5.11755878,0.57693422,0.14007197,0.00024175,0.04618969,0.20968791,0.10883623,0.03499209
-5.11155578,0.56548214,0.13649740,0.00024275,0.04467347,0.20620436,0.10620832,0.03409478
-5.10555278,0.55335541,0.13276763,0.00024306,0.04310342,0.20247902,0.10383965,0.03318033
-5.09954977,0.54080350,0.12894844,0.00024280,0.04149688,0.19860125,0.10179721,0.03226090
-5.09354677,0.52811621,0.12510792,0.00024214,0.03987298,0.19468276,0.10015331,0.03135157
-5.08754377,0.51561777,0.12131613,0.00024125,0.03825220,0.19085458,0.09898390,0.03046996
-5.08154077,0.50365911,0.11764451,0.00024033,0.03665585,0.18726309,0.09836665,0.02963572
-5.07553777,0.49260852,0.11416527,0.00023961,0.03510545,0.18406514,0.09837855,0.02886993
-5.06953477,0.48284072,0.11095044,0.00023930,0.03362214,0.18142247,0.09909329,0.02819438
-5.06353177,0.47472496,0.10807088,0.00023964,0.03222598,0.17949555,0.10057844,0.02763073
-5.05752876,0.46861221,0.10559504,0.00024082,0.03093526,0.17843719,0.10289242,0.02719975
-5.05152576,0.46482223,0.10358751,0.00024304,0.02976590,0.17838599,0.10608155,0.02692035
-5.04552276,0.46363069,0.10210763,0.00024647,0.02873085,0.17945995,0.11017719,0.02680881
-5.03951976,0.46525721,0.10120788,0.00025121,0.02783957,0.18175057,0.11519311,0.02687790
-5.03351676,0.46985457,0.10093238,0.00025734,0.02709772,0.18531760,0.12112329,0.02713619
-5.02751376,0.47749981,0.10131547,0.00026490,0.02650684,0.19018468,0.12794025,0.02758739
-5.02151076,0.48818756,0.10238037,0.00027387,0.02606430,0.19633622,0.13559400,0.02822992
-5.01550775,0.50182606,0.10413821,0.00028416,0.02576335,0.20371550,0.14401179,0.02905660
-5.00950475,0.51823614,0.10658713,0.00029565,0.02559339,0.21222426,0.15309862,0.03005449
-5.00350175,0.53715333,0.10971195,0.00030817,0.02554028,0.22172392,0.16273873,0.03120508
-4.99749875,0.55823321,0.11348396,0.00032149,0.02558690,0.23203823,0.17279786,0.03248451
-4.99149575,0.58105986,0.11786130,0.00033538,0.02571383,0.24295754,0.18312645,0.03386414
-4.98549275,0.60515718,0.12278961,0.00034954,0.02590000,0.25424448,0.19356348,0.03531130
-4.97948974,0.63000278,0.12820310,0.00036369,0.02612355,0.26564080,0.20394105,0.03679011
-4.97348674,0.65504390,0.13402595,0.00037753,0.02636267,0.27687533,0.21408942,0.03826260
-4.96748374,0.67971475,0.14017410,0.00039077,0.02659635,0.28767256,0.22384224,0.03968983
-4.96148074,0.70345461,0.14655721,0.00040312,0.02680522,0.29776156,0.23304193,0.04103313
-4.95547774,0.72572603,0.15308092,0.00041436,0.02697221,0.30688505,0.24154482,0.04225532
-4.94947474,0.74603221,0.15964915,0.00042427,0.02708318,0.31480793,0.24922590,0.04332192
-4.94347174,0.76393295,0.16616656,0.00043269,0.02712738,0.32132512,0.25598294,0.04420228
-4.93746873,0.77905846,0.17254089,0.00043952,0.02709774,0.32626840,0.26173968,0.04487056
-4.93146573,0.79112040,0.17868527,0.00044471,0.02699109,0.32951169,0.26644809,0.04530651
-4.92546273,0.79991969,0.18452032,0.00044826,0.02680814,0.33097484,0.27008943,0.04549612
-4.91945973,0.80535074,0.18997592,0.00045024,0.02655333,0.33062555,0.27267410,0.04543194
-4.91345673,0.80740200,0.19499275,0.00045077,0.02623453,0.32847946,0.27424027,0.04511319
-4.90745373,0.80615281,0.19952336,0.00044998,0.02586269,0.32459833,0.27485135,0.04454567
-4.90145073,0.80176664,0.20353280,0.00044810,0.02545121,0.31908653,0.27459235,0.04374131
-4.89544772,0.79448132,0.20699881,0.00044532,0.02501546,0.31208594,0.27356540,0.04271761
-4.88944472,0.78459652,0.20991149,0.00044188,0.02457209,0.30376957,0.27188456,0.04149684
-4.88344172,0.77245924,0.21227257,0.00043802,0.02413835,0.29433416,0.26967023,0.04010509
-4.87743872,0.75844813,0.21409413,0.00043397,0.02373154,0.28399230,0.26704340,0.03857126
-4.87143572,0.74295710,0.21539711,0.00042992,0.02336835,0.27296422,0.26412005,0.03692595
-4.86543272,0.72637943,0.21620935,0.00042604,0.02306437,0.26146981,0.26100602,0.03520035
-4.85942971,0.70909270,0.21656356,0.00042247,0.02283365,0.24972123,0.25779245,0.03342527
-4.85342671,0.69144555,0.21649511,0.00041928,0.02268840,0.23791623,0.25455223,0.03163012
-4.84742371,0.67374659,0.21603987,0.00041653,0.02263875,0.22623278,0.25133748,0.02984211
-4.84142071,0.65625601,0.21523221,0.00041419,0.02269268,0.21482482,0.24817818,0.02808562
-4.83541771,0.63918013,0.21410313,0.00041220,0.02285600,0.20381955,0.24508201,0.02638166
-4.82941471,0.62266895,0.21267879,0.00041046,0.02313251,0.19331609,0.24203546,0.02474759
-4.82341171,0.60681661,0.21097944,0.00040882,0.02352414,0.18338551,0.23900597,0.02319700
-4.81740870,0.59166470,0.20901877,0.00040711,0.02403128,0.17407219,0.23594506,0.02173971
-4.81140570,0.57720774,0.20680371,0.00040515,0.02465301,0.16539615,0.23279219,0.02038199
-4.80540270,0.56340071,0.20433472,0.00040274,0.02538749,0.15735628,0.22947921,0.01912688
-4.79939970,0.55016782,0.20160655,0.00039968,0.02623218,0.14993421,0.22593503,0.01797457
-4.79339670,0.53741203,0.19860930,0.00039580,0.02718418,0.14309834,0.22209027,0.01692287
-4.78739370,0.52502477,0.19532981,0.00039094,0.02824043,0.13680808,0.21788175,0.01596775
-4.78139070,0.51289513,0.19175330,0.00038497,0.02939777,0.13101783,0.21325641,0.01510379
-4.77538769,0.50091823,0.18786505,0.00037781,0.03065309,0.12568055,0.20817456,0.01432468
-4.76938469,0.48900223,0.18365212,0.00036941,0.03200318,0.12075081,0.20261240,0.01362366
-4.76338169,0.47707368,0.17910495,0.00035977,0.03344462,0.11618715,0.19656347,0.01299387
-4.75737869,0.46508111,0.17421884,0.00034894,0.03497357,0.11195370,0.19003923,0.01242865
-4.75137569,0.45299675,0.16899503,0.00033701,0.03658538,0.10802105,0.18306870,0.01192174
-4.74537269,0.44081647,0.16344164,0.00032408,0.03827432,0.10436651,0.17569718,0.01146744
-4.73936968,0.42855811,0.15757410,0.00031032,0.04003312,0.10097362,0.16798429,0.01106062
-4.73336668,0.41625855,0.15141534,0.00029590,0.04185268,0.09783130,0.16000127,0.01069679
-4.72736368,0.40396968,0.14499554,0.00028102,0.04372166,0.09493257,0.15182805,0.01037200
-4.72136068,0.39175387,0.13835161,0.00026588,0.04562636,0.09227310,0.14354993,0.01008280
-4.71535768,0.37967918,0.13152636,0.00025069,0.04755050,0.08984972,0.13525428,0.00982607
-4.70935468,0.36781477,0.12456743,0.00023564,0.04947531,0.08765902,0.12702738,0.00959899
-4.70335168,0.35622678,0.11752612,0.00022092,0.05137972,0.08569620,0.11895159,0.00939891
-4.69734867,0.34497503,0.11045603,0.00020670,0.05324075,0.08395416,0.11110283,0.00922326
-4.69134567,0.33411071,0.10341174,0.00019312,0.05503406,0.08242309,0.10354875,0.00906954
-4.68534267,0.32367515,0.09644749,0.00018030,0.05673471,0.08109038,0.09634732,0.00893527
-4.67933967,0.31369980,0.08961596,0.00016834,0.05831803,0.07994099,0.08954610,0.00881801
-4.67333667,0.30420721,0.08296715,0.00015731,0.05976064,0.07895819,0.08318204,0.00871546
-4.66733367,0.29521295,0.07654747,0.00014727,0.06104151,0.07812460,0.07728185,0.00862545
-4.66133067,0.28672828,0.07039893,0.00013823,0.06214304,0.07742342,0.07186272,0.00854614
-4.65532766,0.27876327,0.06455865,0.00013021,0.06305206,0.07683985,0.06693346,0.00847603
-4.64932466,0.27133001,0.05905841,0.00012320,0.06376082,0.07636243,0.06249584,0.00841413
-4.64332166,0.26444575,0.05392450,0.00011720,0.06426764,0.07598424,0.05854605,0.00836002
-4.63731866,0.25813552,0.04917764,0.00011218,0.06457749,0.07570402,0.05507612,0.00831393
-4.63131566,0.25243413,0.04483311,0.00010812,0.06470218,0.07552676,0.05207534,0.00827679
-4.62531266,0.24738712,0.04090089,0.00010500,0.06466032,0.07546405,0.04953139,0.00825020
-4.61930965,0.24305078,0.03738599,0.00010279,0.06447686,0.07553394,0.04743131,0.00823643
-4.61330665,0.23949090,0.03428870,0.00010148,0.06418238,0.07576034,0.04576210,0.00823829
-4.60730365,0.23678047,0.03160497,0.00010104,0.06381206,0.07617196,0.04451111,0.00825902
-4.60130065,0.23499634,0.02932670,0.00010146,0.06340432,0.07680092,0.04366602,0.00830214
-4.59529765,0.23421495,0.02744210,0.00010273,0.06299934,0.07768092,0.04321463,0.00837120
-4.58929465,0.23450746,0.02593594,0.00010482,0.06263731,0.07884533,0.04314438,0.00846961
-4.58329165,0.23593456,0.02478983,0.00010771,0.06235675,0.08032503,0.04344171,0.00860038
-4.57728864,0.23854123,0.02398248,0.00011139,0.06219274,0.08214637,0.04409129,0.00876589
-4.57128564,0.24235177,0.02348988,0.00011580,0.06217531,0.08432917,0.04507531,0.00896768
-4.56528264,0.24736563,0.02328559,0.00012091,0.06232800,0.08688504,0.04637272,0.00920627
-4.55927964,0.25355401,0.02334092,0.00012666,0.06266675,0.08981611,0.04795871,0.00948101
-4.55327664,0.26085778,0.02362527,0.00013297,0.06319901,0.09311413,0.04980425,0.00979001
-4.54727364,0.26918678,0.02410635,0.00013975,0.06392337,0.09676012,0.05187601,0.01013006
-4.54127064,0.27842062,0.02475065,0.00014691,0.06482946,0.10072466,0.05413644,0.01049672
-4.53526763,0.28841095,0.02552380,0.00015432,0.06589837,0.10496863,0.05654417,0.01088435
-4.52926463,0.29898524,0.02639107,0.00016186,0.06710336,0.10944446,0.05905472,0.01128630
-4.52326163,0.30995178,0.02731794,0.00016941,0.06841103,0.11409795,0.06162136,0.01169513
-4.51725863,0.32110574,0.02827065,0.00017681,0.06978270,0.11887023,0.06419630,0.01210279
-4.51125563,0.33223587,0.02921687,0.00018394,0.07117601,0.12370014,0.06673190,0.01250098
-4.50525263,0.34313166,0.03012624,0.00019065,0.07254669,0.12852649,0.06918206,0.01288140
-4.49924962,0.35359030,0.03097103,0.00019683,0.07385036,0.13329043,0.07150349,0.01323607
-4.49324662,0.36342328,0.03172664,0.00020234,0.07504425,0.13793741,0.07365698,0.01355758
-4.48724362,0.37246223,0.03237209,0.00020709,0.07608876,0.14241896,0.07560849,0.01383938
-4.48124062,0.38056351,0.03289035,0.00021099,0.07694892,0.14669391,0.07732996,0.01407598
-4.47523762,0.38761160,0.03326864,0.00021399,0.07759537,0.15072907,0.07879997,0.01426310
-4.46923462,0.39352083,0.03349846,0.00021603,0.07800524,0.15449944,0.08000391,0.01439776
-4.46323162,0.39823566,0.03357560,0.00021709,0.07816247,0.15798771,0.08093403,0.01447834
-4.45722861,0.40172938,0.03349992,0.00021717,0.07805797,0.16118333,0.08158897,0.01450452
-4.45122561,0.40400148,0.03327506,0.00021630,0.07768932,0.16408110,0.08197321,0.01447723
-4.44522261,0.40507385,0.03290799,0.00021451,0.07706024,0.16667942,0.08209611,0.01439846
-4.43921961,0.40498619,0.03240846,0.00021186,0.07617985,0.16897834,0.08197087,0.01427112
-4.43321661,0.40379086,0.03178844,0.00020840,0.07506167,0.17097763,0.08161335,0.01409879
-4.42721361,0.40154778,0.03106146,0.00020422,0.07372260,0.17267490,0.08104090,0.01388555
-4.42121061,0.39831935,0.03024196,0.00019939,0.07218189,0.17406401,0.08027119,0.01363570
-4.41520760,0.39416620,0.02934474,0.00019400,0.07046007,0.17513395,0.07932121,0.01335360
-4.40920460,0.38914363,0.02838435,0.00018812,0.06857805,0.17586815,0.07820644,0.01304345
-4.40320160,0.38329918,0.02737465,0.00018185,0.06655633,0.17624442,0.07694023,0.01270914
-4.39719860,0.37667141,0.02632847,0.00017524,0.06441442,0.17623542,0.07553349,0.01235419
-4.39119560,0.36928984,0.02525729,0.00016838,0.06217049,0.17580984,0.07399460,0.01198160
-4.38519260,0.36117608,0.02417116,0.00016131,0.05984109,0.17493393,0.07232965,0.01159394
-4.37918959,0.35234590,0.02307863,0.00015410,0.05744124,0.17357358,0.07054281,0.01119325
-4.37318659,0.34281213,0.02198680,0.00014680,0.05498453,0.17169662,0.06863698,0.01078122
-4.36718359,0.33258805,0.02090152,0.00013943,0.05248344,0.16927527,0.06661457,0.01035918
-4.36118059,0.32169100,0.01982757,0.00013205,0.04994969,0.16628855,0.06447831,0.00992825
-4.35517759,0.31014599,0.01876890,0.00012467,0.04739467,0.16272451,0.06223210,0.00948945
-4.34917459,0.29798885,0.01772896,0.00011733,0.04482984,0.15858217,0.05988185,0.00904381
-4.34317159,0.28526895,0.01671097,0.00011006,0.04226711,0.15387291,0.05743613,0.00859248
-4.33716858,0.27205105,0.01571818,0.00010288,0.03971917,0.14862146,0.05490680,0.00813678
-4.33116558,0.25841637,0.01475412,0.00009581,0.03719966,0.14286613,0.05230936,0.00767832
-4.32516258,0.24446267,0.01382280,0.00008889,0.03472338,0.13665860,0.04966314,0.00721902
-4.31915958,0.23030351,0.01292890,0.00008214,0.03230621,0.13006298,0.04699134,0.00676108
-4.31315658,0.21606666,0.01207783,0.00007559,0.02996511,0.12315443,0.04432081,0.00630705
-4.30715358,0.20189178,0.01127584,0.00006927,0.02771789,0.11601732,0.04168174,0.00585970
