energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Mg_p_up,Mg_d_up,Se_s_up,Se_p_up
-5.54977489,0.91040194,0.00110705,0.10163251,0.08805891,0.21537193,0.23057373,0.00000000,0.05925995,0.54824040
-5.54377189,0.93151426,0.00105617,0.10445713,0.08914373,0.22588890,0.24338348,0.00000000,0.05827771,0.56191136
-5.53776888,0.95213171,0.00100338,0.10761329,0.08993560,0.23694336,0.25578199,0.00000000,0.05714435,0.57478479
-5.53176588,0.97214040,0.00094939,0.11111734,0.09041386,0.24849995,0.26760537,0.00000000,0.05587011,0.58674323
-5.52576288,0.99139036,0.00089484,0.11497168,0.09056008,0.26050161,0.27869004,0.00000000,0.05446428,0.59766268
-5.51975988,1.00969937,0.00084032,0.11916382,0.09035902,0.27286924,0.28887704,0.00000000,0.05293530,0.60741679
-5.51375688,1.02685840,0.00078634,0.12366594,0.08979958,0.28550227,0.29801655,0.00000000,0.05129106,0.61588135
-5.50775388,1.04263848,0.00073331,0.12843505,0.08887566,0.29827992,0.30597216,0.00000000,0.04953920,0.62293901
-5.50175088,1.05679841,0.00068163,0.13341369,0.08758689,0.31106315,0.31262495,0.00000000,0.04768748,0.62848388
-5.49574787,1.06909320,0.00063157,0.13853116,0.08593921,0.32369743,0.31787701,0.00000000,0.04574415,0.63242569
-5.48974487,1.07928254,0.00058340,0.14370526,0.08394521,0.33601602,0.32165444,0.00000000,0.04371826,0.63469348
-5.48374187,1.08713920,0.00053731,0.14884451,0.08162426,0.34784385,0.32390957,0.00000000,0.04161994,0.63523844
-5.47773887,1.09245696,0.00049347,0.15385075,0.07900248,0.35900183,0.32462238,0.00000000,0.03946055,0.63403592
-5.47173587,1.09505778,0.00045202,0.15862207,0.07611243,0.36931144,0.32380118,0.00000000,0.03725276,0.63108662
-5.46573287,1.09479822,0.00041309,0.16305595,0.07299267,0.37859955,0.32148238,0.00000000,0.03501051,0.62641682
-5.45972986,1.09157479,0.00037681,0.16705249,0.06968722,0.38670330,0.31772961,0.00000000,0.03274883,0.62007795
-5.45372686,1.08532849,0.00034334,0.17051774,0.06624494,0.39347491,0.31263207,0.00000000,0.03048365,0.61214548
-5.44772386,1.07604837,0.00031284,0.17336684,0.06271891,0.39878626,0.30630249,0.00000000,0.02823142,0.60271744
-5.44172086,1.06377434,0.00028555,0.17552707,0.05916589,0.40253320,0.29887459,0.00000000,0.02600877,0.59191268
-5.43571786,1.04859931,0.00026174,0.17694058,0.05564587,0.40463940,0.29050040,0.00000000,0.02383205,0.57986922
-5.42971486,1.03067089,0.00024177,0.17756677,0.05222185,0.40505976,0.28134754,0.00000000,0.02171698,0.56674273
-5.42371186,1.01019270,0.00022611,0.17738427,0.04895979,0.40378314,0.27159660,0.00000000,0.01967820,0.55270550
-5.41770885,0.98742551,0.00021534,0.17639245,0.04592888,0.40083457,0.26143883,0.00000000,0.01772892,0.53794596
-5.41170585,0.96268828,0.00021019,0.17461247,0.04320200,0.39627675,0.25107416,0.00000000,0.01588064,0.52266875
-5.40570285,0.93635922,0.00021155,0.17208779,0.04085644,0.39021088,0.24070978,0.00000000,0.01414295,0.50709561
-5.39969985,0.90887681,0.00022055,0.16888419,0.03897491,0.38277684,0.23055915,0.00000000,0.01252334,0.49146685
-5.39369685,0.88074074,0.00023852,0.16508941,0.03764666,0.37415279,0.22084166,0.00000000,0.01102719,0.47604339
-5.38769385,0.85251277,0.00026709,0.16081224,0.03696872,0.36455407,0.21178260,0.00000000,0.00965780,0.46110922
-5.38169085,0.82481720,0.00030817,0.15618123,0.03704718,0.35423163,0.20361359,0.00000000,0.00841646,0.44697403
-5.37568784,0.79834081,0.00036405,0.15134316,0.03799831,0.34346979,0.19657331,0.00000000,0.00730261,0.43397585
-5.36968484,0.77383192,0.00043735,0.14646102,0.03994963,0.33258363,0.19090815,0.00000000,0.00631412,0.42248328
-5.36368184,0.75209833,0.00053111,0.14171187,0.04304048,0.32191573,0.18687286,0.00000000,0.00544746,0.41289704
-5.35767884,0.73400370,0.00064878,0.13728432,0.04742221,0.31183249,0.18473074,0.00000000,0.00469801,0.40565067
-5.35167584,0.72046204,0.00079427,0.13337586,0.05325784,0.30271984,0.18475340,0.00000000,0.00406031,0.40120973
-5.34567284,0.71242991,0.00097188,0.13018987,0.06072092,0.29497842,0.18721957,0.00000000,0.00352836,0.40006963
-5.33966983,0.71089609,0.00118637,0.12793246,0.06999364,0.28901812,0.19241307,0.00000000,0.00309582,0.40275151
-5.33366683,0.71686829,0.00144290,0.12680895,0.08126404,0.28525196,0.20061958,0.00000000,0.00275625,0.40979613
-5.32766383,0.73135685,0.00174698,0.12702017,0.09472233,0.28408920,0.21212223,0.00000000,0.00250330,0.42175565
-5.32166083,0.75535529,0.00210441,0.12875840,0.11055620,0.28592775,0.22719588,0.00000000,0.00233083,0.43918326
-5.31565783,0.78981772,0.00252123,0.13220300,0.12894533,0.29114584,0.24610016,0.00000000,0.00223305,0.46262066
-5.30965483,0.83563350,0.00300362,0.13751581,0.15005497,0.30009290,0.26907137,0.00000000,0.00220454,0.49258362
-5.30365183,0.89359929,0.00355777,0.14483623,0.17402900,0.31307987,0.29631344,0.00000000,0.00224033,0.52954593
-5.29764882,0.96438935,0.00418974,0.15427622,0.20098240,0.33036903,0.32798818,0.00000000,0.00233588,0.57392202
-5.29164582,1.04852474,0.00490539,0.16591517,0.23099357,0.35216354,0.36420508,0.00000000,0.00248703,0.62604872
-5.28564282,1.14634243,0.00571014,0.17979489,0.26409675,0.37859704,0.40501133,0.00000000,0.00269000,0.68616697
-5.27963982,1.25796540,0.00660887,0.19591486,0.30027473,0.40972361,0.45038209,0.00000000,0.00294132,0.75440376
-5.27363682,1.38327514,0.00760574,0.21422795,0.33945250,0.44550850,0.50021188,0.00000000,0.00323772,0.83075537
-5.26763382,1.52188774,0.00870400,0.23463693,0.38149184,0.48582019,0.55430731,0.00000000,0.00357611,0.91507241
-5.26163082,1.67313497,0.00990588,0.25699190,0.42618752,0.53042411,0.61238174,0.00000000,0.00395350,1.00704751
-5.25562781,1.83605176,0.01121239,0.28108898,0.47326510,0.57897863,0.67405222,0.00000000,0.00436689,1.10620636
-5.24962481,2.00937107,0.01262320,0.30667045,0.52238091,0.63103368,0.73883913,0.00000000,0.00481327,1.21190271
-5.24362181,2.19152733,0.01413649,0.33342657,0.57312416,0.68603247,0.80616873,0.00000000,0.00528953,1.32331792
-5.23761881,2.38066903,0.01574885,0.36099918,0.62502127,0.74331658,0.87537879,0.00000000,0.00579241,1.43946534
-5.23161581,2.57468089,0.01745517,0.38898716,0.67754263,0.80213458,0.94572732,0.00000000,0.00631850,1.55919998
-5.22561281,2.77121554,0.01924856,0.41695377,0.73011143,0.86165421,1.01640432,0.00000000,0.00686419,1.68123320
-5.21960980,2.96773442,0.02112028,0.44443570,0.78211447,0.92097811,1.08654627,0.00000000,0.00742564,1.80415261
-5.21360680,3.16155678,0.02305972,0.47095367,0.83291465,0.97916253,1.15525295,0.00000000,0.00799879,1.92644648
-5.20760380,3.34991584,0.02505438,0.49602431,0.88186468,1.03523893,1.22160622,0.00000000,0.00857934,2.04653236
-5.20160080,3.53002019,0.02708990,0.51917284,0.92832153,1.08823739,1.28469005,0.00000000,0.00916276,2.16278900
-5.19559780,3.69911867,0.02915007,0.53994618,0.97166127,1.13721147,1.34361125,0.00000000,0.00974427,2.27359069
-5.18959480,3.85456640,0.03121697,0.55792598,1.01129353,1.18126335,1.39752005,0.00000000,0.01031885,2.37734304
-5.18359180,3.99388985,0.03327106,0.57274103,1.04667524,1.21956837,1.44563010,0.00000000,0.01088128,2.47251899
-5.17758879,4.11484844,0.03529138,0.58407846,1.07732318,1.25139817,1.48723687,0.00000000,0.01142612,2.55769400
-5.17158579,4.21549059,0.03725575,0.59169342,1.10282480,1.27614120,1.52173422,0.00000000,0.01194780,2.63157921
-5.16558279,4.29420216,0.03914110,0.59541653,1.12284702,1.29332003,1.54862822,0.00000000,0.01244059,2.69305156
-5.15957979,4.34974556,0.04092377,0.59515910,1.13714293,1.30260460,1.56754816,0.00000000,0.01289872,2.74117989
-5.15357679,4.38128824,0.04257990,0.59091553,1.14555590,1.30382085,1.57825420,0.00000000,0.01331641,2.77524626
-5.14757379,4.38841968,0.04408594,0.58276311,1.14802149,1.29695452,1.58064162,0.00000000,0.01368801,2.79476176
-5.14157079,4.37115638,0.04541906,0.57085891,1.14456681,1.28214978,1.57474158,0.00000000,0.01400805,2.79947653
-5.13556778,4.32993512,0.04655774,0.55543420,1.13530780,1.25970298,1.56071847,0.00000000,0.01427137,2.78938366
-5.12956478,4.26559482,0.04748231,0.53678642,1.12044443,1.23005184,1.53886414,0.00000000,0.01447328,2.76471707
-5.12356178,4.17934806,0.04817548,0.51526927,1.10025423,1.19376033,1.50958917,0.00000000,0.01460968,2.72594340
-5.11755878,4.07274355,0.04862290,0.49128118,1.07508434,1.15150037,1.47341162,0.00000000,0.01467717,2.67374853
-5.11155578,3.94762113,0.04881364,0.46525279,1.04534248,1.10403069,1.43094373,0.00000000,0.01467322,2.60901901
-5.10555278,3.80606107,0.04874059,0.43763400,1.01148708,1.05217413,1.38287687,0.00000000,0.01459627,2.53281924
-5.09954977,3.65032947,0.04840086,0.40888094,0.97401702,0.99679404,1.32996537,0.00000000,0.01444583,2.44636509
-5.09354677,3.48282171,0.04779595,0.37944362,0.93346101,0.93877082,1.27300963,0.00000000,0.01422255,2.35099477
-5.08754377,3.30600580,0.04693190,0.34975453,0.89036710,0.87897942,1.21283889,0.00000000,0.01392829,2.24813786
-5.08154077,3.12236709,0.04581921,0.32021857,0.84529237,0.81826856,1.15029419,0.00000000,0.01356607,2.13928336
-5.07553777,2.93435608,0.04447275,0.29120472,0.79879308,0.75744219,1.08621176,0.00000000,0.01314012,2.02594752
-5.06953477,2.74434042,0.04291137,0.26303956,0.75141528,0.69724388,1.02140736,0.00000000,0.01265572,1.90964241
-5.06353177,2.55456215,0.04115750,0.23600268,0.70368624,0.63834424,0.95666168,0.00000000,0.01211915,1.79184589
-5.05752876,2.36710103,0.03923661,0.21032413,0.65610657,0.58133159,0.89270717,0.00000000,0.01153755,1.67397368
-5.05152576,2.18384424,0.03717649,0.18618367,0.60914326,0.52670602,0.83021657,0.00000000,0.01091870,1.55735418
-5.04552276,2.00646311,0.03500660,0.16371171,0.56322367,0.47487652,0.76979314,0.00000000,0.01027087,1.44320650
-5.03951976,1.83639651,0.03275730,0.14299177,0.51873056,0.42616105,0.71196299,0.00000000,0.00960259,1.33262214
-5.03351676,1.67484113,0.03045900,0.12406411,0.47599821,0.38078923,0.65716934,0.00000000,0.00892244,1.22655069
-5.02751376,1.52274822,0.02814152,0.10693034,0.43530972,0.33890723,0.60576910,0.00000000,0.00823886,1.12578969
-5.02151076,1.38082636,0.02583331,0.09155859,0.39689541,0.30058446,0.55803147,0.00000000,0.00755992,1.03097874
-5.01550775,1.24954983,0.02356084,0.07788917,0.36093252,0.26582162,0.51413889,0.00000000,0.00689317,0.94259792
-5.00950475,1.12917190,0.02134810,0.06584020,0.32754603,0.23455968,0.47418992,0.00000000,0.00624550,0.86097033
-5.00350175,1.01974240,0.01921615,0.05531321,0.29681066,0.20668941,0.43820431,0.00000000,0.00562297,0.78626854
-4.99749875,0.92112882,0.01718283,0.04619842,0.26875401,0.18206112,0.40612980,0.00000000,0.00503080,0.71852461
-4.99149575,0.83304023,0.01526260,0.03837955,0.24336057,0.16049422,0.37785059,0.00000000,0.00447326,0.65764324
-4.98549275,0.75505312,0.01346649,0.03173809,0.22057671,0.14178644,0.35319721,0.00000000,0.00395370,0.60341750
-4.97948974,0.68663850,0.01180214,0.02615694,0.20031629,0.12572241,0.33195741,0.00000000,0.00347453,0.55554661
-4.97348674,0.62718940,0.01027398,0.02152344,0.18246682,0.11208151,0.31388775,0.00000000,0.00303733,0.51365511
-4.96748374,0.57604788,0.00888348,0.01773168,0.16689582,0.10064479,0.29872555,0.00000000,0.00264284,0.47731267
-4.96148074,0.53253107,0.00762945,0.01468429,0.15345735,0.09120097,0.28620067,0.00000000,0.00229115,0.44605399
-4.95547774,0.49595528,0.00650841,0.01229354,0.14199832,0.08355136,0.27604688,0.00000000,0.00198169,0.41939805
-4.94947474,0.46565767,0.00551495,0.01048205,0.13236443,0.07751380,0.26801224,0.00000000,0.00171345,0.39686610
-4.94347174,0.44101498,0.00464216,0.00918289,0.12440549,0.07292550,0.26186827,0.00000000,0.00148502,0.37799782
-4.93746873,0.42145874,0.00388200,0.00833944,0.11798005,0.06964491,0.25741744,0.00000000,0.00129471,0.36236523
-4.93146573,0.40648682,0.00322564,0.00790481,0.11295903,0.06755256,0.25449883,0.00000000,0.00114067,0.34958393
-4.92546273,0.39567092,0.00266385,0.00784108,0.10922843,0.06655104,0.25299164,0.00000000,0.00102092,0.33932143
-4.91945973,0.38866014,0.00218724,0.00811822,0.10669088,0.06656397,0.25281656,0.00000000,0.00093348,0.33130246
-4.91345673,0.38518065,0.00178655,0.00871298,0.10526614,0.06753438,0.25393483,0.00000000,0.00087638,0.32531130
-4.90745373,0.38503157,0.00145282,0.00960756,0.10489056,0.06942224,0.25634523,0.00000000,0.00084772,0.32119116
-4.90145073,0.38807770,0.00117758,0.01078829,0.10551560,0.07220147,0.26007899,0.00000000,0.00084562,0.31884092
-4.89544772,0.39423935,0.00095293,0.01224423,0.10710542,0.07585654,0.26519301,0.00000000,0.00086833,0.31820969
-4.88944472,0.40348002,0.00077165,0.01396578,0.10963392,0.08037867,0.27176169,0.00000000,0.00091410,0.31928938
-4.88344172,0.41579253,0.00062719,0.01594337,0.11308123,0.08576196,0.27986776,0.00000000,0.00098124,0.32210597
-4.87743872,0.43118441,0.00051374,0.01816622,0.11742993,0.09199948,0.28959257,0.00000000,0.00106804,0.32671001
-4.87143572,0.44966324,0.00042615,0.02062119,0.12266128,0.09907946,0.30100635,0.00000000,0.00117274,0.33316670
-4.86543272,0.47122271,0.00035996,0.02329184,0.12875163,0.10698194,0.31415895,0.00000000,0.00129352,0.34154629
-4.85942971,0.49583006,0.00031128,0.02615762,0.13566917,0.11567577,0.32907139,0.00000000,0.00142841,0.35191504
-4.85342671,0.52341551,0.00027682,0.02919338,0.14337131,0.12511627,0.34572882,0.00000000,0.00157531,0.36432731
-4.84742371,0.55386420,0.00025375,0.03236902,0.15180283,0.13524358,0.36407520,0.00000000,0.00173196,0.37881891
-4.84142071,0.58701081,0.00023969,0.03564954,0.16089482,0.14598185,0.38400985,0.00000000,0.00189589,0.39540200
-4.83541771,0.62263732,0.00023263,0.03899529,0.17056456,0.15723927,0.40538623,0.00000000,0.00206447,0.41406150
-4.82941471,0.66047366,0.00023090,0.04236262,0.18071638,0.16890888,0.42801282,0.00000000,0.00223492,0.43475316
-4.82341171,0.70020126,0.00023310,0.04570473,0.19124342,0.18087032,0.45165623,0.00000000,0.00240432,0.45740298
-4.81740870,0.74145913,0.00023805,0.04897286,0.20203016,0.19299223,0.47604623,0.00000000,0.00256969,0.48190775
-4.81140570,0.78385205,0.00024478,0.05211773,0.21295579,0.20513535,0.50088249,0.00000000,0.00272802,0.50813666
-4.80540270,0.82696043,0.00025249,0.05509117,0.22389799,0.21715602,0.52584272,0.00000000,0.00287637,0.53593345
-4.79939970,0.87035106,0.00026051,0.05784790,0.23473720,0.22891012,0.55059176,0.00000000,0.00301191,0.56511880
-4.79339670,0.91358831,0.00026831,0.06034740,0.24536103,0.24025705,0.57479112,0.00000000,0.00313204,0.59549285
-4.78739370,0.95624516,0.00027546,0.06255581,0.25566860,0.25106369,0.59810863,0.00000000,0.00323447,0.62683738
-4.78139070,0.99791336,0.00028164,0.06444777,0.26557476,0.26120815,0.62022771,0.00000000,0.00331727,0.65891768
-4.77538769,1.03821251,0.00028662,0.06600811,0.27501388,0.27058307,0.64085577,0.00000000,0.00337897,0.69148384
-4.76938469,1.07679751,0.00029025,0.06723334,0.28394308,0.27909843,0.65973155,0.00000000,0.00341861,0.72427165
-4.76338169,1.11336436,0.00029247,0.06813292,0.29234491,0.28668370,0.67663112,0.00000000,0.00343580,0.75700305
-4.75737869,1.14765414,0.00029332,0.06873014,0.30022924,0.29328929,0.69137225,0.00000000,0.00343073,0.78938644
-4.75137569,1.17945523,0.00029289,0.06906266,0.30763438,0.29888728,0.70381727,0.00000000,0.00340421,0.82111702
-4.74537269,1.20860403,0.00029135,0.06918266,0.31462750,0.30347144,0.71387432,0.00000000,0.00335763,0.85187748
-4.73936968,1.23498442,0.00028894,0.06915651,0.32130416,0.30705653,0.72149721,0.00000000,0.00329296,0.88133930
-4.73336668,1.25852622,0.00028599,0.06906405,0.32778722,0.30967715,0.72668387,0.00000000,0.00321270,0.90916500
-4.72736368,1.27920297,0.00028283,0.06899741,0.33422488,0.31138594,0.72947385,0.00000000,0.00311980,0.93501149
-4.72136068,1.29702949,0.00027990,0.06905938,0.34078818,0.31225152,0.72994495,0.00000000,0.00301761,0.95853471
-4.71535768,1.31205915,0.00027762,0.06936140,0.34766769,0.31235614,0.72820920,0.00000000,0.00290976,0.97939552
-4.70935468,1.32438136,0.00027648,0.07002113,0.35506966,0.31179309,0.72440858,0.00000000,0.00280011,0.99726691
-4.70335168,1.33411894,0.00027697,0.07115968,0.36321141,0.31066413,0.71871043,0.00000000,0.00269259,1.01184210
-4.69734867,1.34142568,0.00027958,0.07289854,0.37231615,0.30907681,0.71130287,0.00000000,0.00259111,1.02284348
-4.69134567,1.34648367,0.00028479,0.07535619,0.38260706,0.30714185,0.70239026,0.00000000,0.00249950,1.03003174
-4.68534267,1.34950031,0.00029305,0.07864456,0.39430080,0.30497057,0.69218870,0.00000000,0.00242134,1.03321487
-4.67933967,1.35070469,0.00030476,0.08286529,0.40760035,0.30267235,0.68092163,0.00000000,0.00235988,1.03225642
-4.67333667,1.35034317,0.00032029,0.08810602,0.42268739,0.30035216,0.66881550,0.00000000,0.00231800,1.02708254
-4.66733367,1.34867378,0.00033992,0.09443663,0.43971419,0.29810813,0.65609542,0.00000000,0.00229806,1.01768737
-4.66133067,1.34595949,0.00036383,0.10190564,0.45879545,0.29602918,0.64298089,0.00000000,0.00230189,1.00413617
-4.65532766,1.34246029,0.00039214,0.11053696,0.48000005,0.29419267,0.62968142,0.00000000,0.00233069,0.98656623
-4.64932466,1.33842409,0.00042483,0.12032696,0.50334335,0.29266224,0.61639225,0.00000000,0.00238505,0.96518503
-4.64332166,1.33407697,0.00046177,0.13124218,0.52878016,0.29148570,0.60329015,0.00000000,0.00246486,0.94026591
