energy_ev,total_up,Re_p_up,Re_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-6.00000000,0.79241283,0.20541535,0.31520239,0.19951283,0.00017103,0.31080314,0.00000000
-5.99399700,0.80970652,0.22420886,0.31439381,0.20832097,0.00018680,0.31168713,0.00000000
-5.98799400,0.84810659,0.24832350,0.32210842,0.22211458,0.00020714,0.32129016,0.00000000
-5.98199100,0.90734423,0.27779071,0.33823409,0.24077933,0.00023212,0.33954404,0.00000000
-5.97598799,0.98711833,0.31261895,0.36265876,0.26418048,0.00026185,0.36637989,0.00000000
-5.96998499,1.08708652,0.35278624,0.39527110,0.29215911,0.00029637,0.40172536,0.00000000
-5.96398199,1.20685118,0.39823241,0.43595855,0.32452773,0.00033572,0.44549880,0.00000000
-5.95797899,1.34594173,0.44885150,0.48460315,0.36106586,0.00037992,0.49760104,0.00000000
-5.95197599,1.50379521,0.50448497,0.54107580,0.40151594,0.00042891,0.55790531,0.00000000
-5.94597299,1.67973672,0.56491611,0.60522947,0.44558026,0.00048262,0.62624622,0.00000000
-5.93996998,1.87296146,0.62986633,0.67689197,0.49291907,0.00054090,0.70240838,0.00000000
-5.93396698,2.08252001,0.69899356,0.75585879,0.54315032,0.00060358,0.78611565,0.00000000
-5.92796398,2.30730812,0.77189313,0.84188654,0.59585126,0.00067039,0.87702162,0.00000000
-5.92196098,2.54606196,0.84810128,0.93468736,0.65056197,0.00074104,0.97470206,0.00000000
-5.91595798,2.79735967,0.92710129,1.03392464,0.70679085,0.00081515,1.07864981,0.00000000
-5.90995498,3.05962929,1.00833213,1.13921020,0.76402185,0.00089232,1.18827270,0.00000000
-5.90395198,3.33116318,1.09119931,1.25010314,0.82172329,0.00097206,1.30289460,0.00000000
-5.89794897,3.61013826,1.17508753,1.36611021,0.87935782,0.00105387,1.42175980,0.00000000
-5.89194597,3.89464142,1.25937460,1.48668778,0.93639315,0.00113721,1.54404063,0.00000000
-5.88594297,4.18269897,1.34344596,1.61124508,0.99231305,0.00122151,1.66884805,0.00000000
-5.87993997,4.47230879,1.42670922,1.73914873,1.04662812,0.00130619,1.79524490,0.00000000
-5.87393697,4.76147393,1.50860794,1.86972816,1.09888585,0.00139066,1.92226114,0.00000000
-5.86793397,5.04823609,1.58863410,2.00228167,1.14867947,0.00147435,2.04891063,0.00000000
-5.86193097,5.33070768,1.66633864,2.13608316,1.19565536,0.00155672,2.17420863,0.00000000
-5.85592796,5.60710129,1.74133957,2.27038903,1.23951853,0.00163724,2.29718933,0.00000000
-5.84992496,5.87575538,1.81332743,2.40444528,1.28003621,0.00171544,2.41692278,0.00000000
