energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.48974487,1.92980405,0.00056163,0.15743659,0.35487848,0.52536743,0.32417253,0.56338009,0.00902675,0.89320598
-5.48374187,1.86904481,0.00051848,0.14603136,0.33389834,0.51516889,0.30944433,0.54983288,0.00950978,0.86292738
-5.47773887,1.81506880,0.00048362,0.13560365,0.31424906,0.50666365,0.29618953,0.53829299,0.00998199,0.83545612
-5.47173587,1.76734259,0.00045563,0.12612496,0.29596994,0.49966223,0.28427087,0.52856383,0.01043233,0.81062078
-5.46573287,1.72520623,0.00043322,0.11755270,0.27906874,0.49394613,0.27353639,0.52040761,0.01084990,0.78819504
-5.45972986,1.68790720,0.00041523,0.10983336,0.26352500,0.48927745,0.26382510,0.51355750,0.01122427,0.76791035
-5.45372686,1.65463856,0.00040062,0.10290606,0.24929428,0.48540943,0.25497314,0.50773108,0.01154576,0.74947040
-5.44772386,1.62457902,0.00038847,0.09670636,0.23631329,0.48209734,0.24682043,0.50264453,0.01180576,0.73256650
-5.44172086,1.59693326,0.00037802,0.09117016,0.22450529,0.47910910,0.23921738,0.49802671,0.01199697,0.71689310
-5.43571786,1.57097033,0.00036859,0.08623759,0.21378571,0.47623521,0.23203146,0.49363268,0.01211365,0.70216247
-5.42971486,1.54605822,0.00035967,0.08185674,0.20406751,0.47329737,0.22515332,0.48925578,0.01215179,0.68811802
-5.42371186,1.52169302,0.00035083,0.07798713,0.19526603,0.47015528,0.21850231,0.48473783,0.01210921,0.67454522
-5.41770885,1.49752116,0.00034175,0.07460279,0.18730318,0.46671137,0.21203113,0.47997699,0.01198566,0.66127978
-5.41170585,1.47335394,0.00033224,0.07169497,0.18011062,0.46291314,0.20572947,0.47493283,0.01178279,0.64821260
-5.40570285,1.44917368,0.00032216,0.06927437,0.17363198,0.45875297,0.19962656,0.46962857,0.01150404,0.63529133
-5.39969985,1.42513142,0.00031147,0.06737287,0.16782402,0.45426554,0.19379261,0.46415027,0.01115456,0.62251849
-5.39369685,1.40153679,0.00030021,0.06604471,0.16265665,0.44952287,0.18833906,0.45864330,0.01074098,0.60994641
-5.38769385,1.37884049,0.00028844,0.06536719,0.15811206,0.44462751,0.18341775,0.45330604,0.01027116,0.59766934
-5.38169085,1.35761088,0.00027632,0.06544081,0.15418293,0.43970413,0.17921902,0.44838156,0.00975395,0.58581339
-5.37568784,1.33850596,0.00026398,0.06638883,0.15087008,0.43489004,0.17596882,0.44414731,0.00919887,0.57452486
-5.36968484,1.32224226,0.00025160,0.06835634,0.14817956,0.43032535,0.17392499,0.44090378,0.00861580,0.56395773
-5.36368184,1.30956245,0.00023938,0.07150862,0.14611957,0.42614319,0.17337261,0.43896233,0.00801468,0.55426129
-5.35767884,1.30120318,0.00022750,0.07602899,0.14469737,0.42246062,0.17461872,0.43863294,0.00740524,0.54556829
-5.35167584,1.29786463,0.00021613,0.08211589,0.14391633,0.41937079,0.17798626,0.44021238,0.00679673,0.53798474
-5.34567284,1.30018302,0.00020542,0.08997924,0.14377341,0.41693669,0.18380730,0.44397315,0.00619770,0.53158154
-5.33966983,1.30870699,0.00019550,0.09983612,0.14425717,0.41518691,0.19241567,0.45015374,0.00561583,0.52638865
-5.33366683,1.32387863,0.00018646,0.11190550,0.14534632,0.41411345,0.20413893,0.45895031,0.00505777,0.52239190
-5.32766383,1.34601920,0.00017837,0.12640228,0.14700903,0.41367184,0.21928964,0.47051006,0.00452909,0.51953259
-5.32166083,1.37531980,0.00017125,0.14353045,0.14920287,0.41378329,0.23815608,0.48492635,0.00403421,0.51770973
-5.31565783,1.41183652,0.00016510,0.16347558,0.15187546,0.41433879,0.26099246,0.50223554,0.00357640,0.51678481
-5.30965483,1.45548970,0.00015988,0.18639669,0.15496560,0.41520486,0.28800872,0.52241548,0.00315785,0.51658848
-5.30365183,1.50606645,0.00015552,0.21241767,0.15840498,0.41623044,0.31936013,0.54538541,0.00277971,0.51692890
-5.29764882,1.56322601,0.00015193,0.24161855,0.16212016,0.41725465,0.35513694,0.57100720,0.00244217,0.51760100
-5.29164582,1.62650700,0.00014900,0.27402689,0.16603480,0.41811475,0.39535448,0.59908766,0.00214462,0.51839625
-5.28564282,1.69533604,0.00014661,0.30960968,0.17007199,0.41865409,0.43994401,0.62938173,0.00188576,0.51911216
-5.27963982,1.76903733,0.00014462,0.34826607,0.17415648,0.41872945,0.48874492,0.66159651,0.00166368,0.51956124
-5.27363682,1.84684281,0.00014290,0.38982156,0.17821683,0.41821743,0.54149862,0.69539575,0.00147604,0.51957878
-5.26763382,1.92790284,0.00014132,0.43402382,0.18218722,0.41701975,0.59784481,0.73040507,0.00132019,0.51902927
-5.26163082,2.01129749,0.00013976,0.48054075,0.18600906,0.41506715,0.65732048,0.76621767,0.00119324,0.51781113
-5.25562781,2.09604870,0.00013811,0.52896110,0.18963222,0.41232186,0.71936215,0.80240055,0.00109221,0.51585974
-5.24962481,2.18113355,0.00013628,0.57879791,0.19301589,0.40877863,0.78331168,0.83850144,0.00101408,0.51314873
-5.24362181,2.26549921,0.00013418,0.62949488,0.19612915,0.40446447,0.84842576,0.87405636,0.00095591,0.50968978
-5.23761881,2.34807970,0.00013175,0.68043584,0.19895129,0.39943715,0.91388932,0.90859785,0.00091484,0.50553089
-5.23161581,2.42781483,0.00012898,0.73095715,0.20147179,0.39378276,0.97883244,0.94166399,0.00088820,0.50075367
-5.22561281,2.50367127,0.00012582,0.78036272,0.20369019,0.38761251,1.04235063,0.97280800,0.00087352,0.49546969
-5.21960980,2.57466564,0.00012229,0.82794127,0.20561577,0.38105906,1.10352776,1.00160842,0.00086858,0.48981638
-5.21360680,2.63988917,0.00011840,0.87298531,0.20726717,0.37427256,1.16146104,1.02767963,0.00087138,0.48395258
-5.20760380,2.69853311,0.00011419,0.91481101,0.20867190,0.36741659,1.21528692,1.05068230,0.00088021,0.47805409
-5.20160080,2.74991404,0.00010969,0.95277826,0.20986586,0.36066424,1.26420709,1.07033361,0.00089364,0.47230939
-5.19559780,2.79349788,0.00010497,0.98631013,0.21089268,0.35419431,1.30751329,1.08641660,0.00091049,0.46691550
-5.18959480,2.82892126,0.00010007,1.01491064,0.21180320,0.34818787,1.34460995,1.09878834,0.00092987,0.46207431
-5.18359180,2.85600897,0.00009506,1.03818031,0.21265460,0.34282503,1.37503341,1.10738625,0.00095113,0.45798914
-5.17758879,2.87478611,0.00009001,1.05582854,0.21350968,0.33828203,1.39846696,1.11223235,0.00097386,0.45486152
-5.17158579,2.88548396,0.00008498,1.06768228,0.21443573,0.33472853,1.41475069,1.11343482,0.00099789,0.45288831
-5.16558279,2.88853861,0.00008003,1.07369058,0.21550340,0.33232513,1.42388588,1.11118669,0.00102322,0.45225881
-5.15957979,2.88458180,0.00007520,1.07392480,0.21678528,0.33122097,1.42603336,1.10576145,0.00105005,0.45315196
-5.15357679,2.87442393,0.00007056,1.06857435,0.21835425,0.33155143,1.42150602,1.09750559,0.00107869,0.45573352
-5.14757379,2.85902955,0.00006613,1.05793830,0.22028169,0.33343588,1.41075579,1.08682812,0.00110958,0.46015312
-5.14157079,2.83948599,0.00006196,1.04241318,0.22263550,0.33697543,1.39435552,1.07418743,0.00114318,0.46654120
-5.13556778,2.81696636,0.00005806,1.02247757,0.22547794,0.34225075,1.37297677,1.06007599,0.00118001,0.47500603
-5.12956478,2.79268838,0.00005446,0.99867429,0.22886353,0.34931998,1.34736443,1.04500334,0.00122056,0.48563050
-5.12356178,2.76787084,0.00005117,0.97159090,0.23283688,0.35821678,1.31830941,1.02947822,0.00126527,0.49846923
-5.11755878,2.74368951,0.00004819,0.94183961,0.23743070,0.36894860,1.28662062,1.01399051,0.00131447,0.51354573
-5.11155578,2.72123456,0.00004551,0.91003732,0.24266394,0.38149519,1.25309749,0.99899377,0.00136838,0.53084993
-5.10555278,2.70147130,0.00004312,0.87678676,0.24854035,0.39580763,1.21850430,0.98488921,0.00142705,0.55033619
-5.09954977,2.68520591,0.00004102,0.84265944,0.25504726,0.41180764,1.18354725,0.97201173,0.00149034,0.57192182
-5.09354677,2.67305776,0.00003918,0.80818111,0.26215491,0.42938755,1.14885523,0.96061868,0.00155795,0.59548629
-5.08754377,2.66543914,0.00003757,0.77382015,0.26981617,0.44841072,1.11496491,0.95088180,0.00162934,0.62087116
-5.08154077,2.66254328,0.00003617,0.73997910,0.27796687,0.46871265,1.08231055,0.94288256,0.00170379,0.64788079
-5.07553777,2.66434096,0.00003496,0.70698966,0.28652650,0.49010256,1.05121870,0.93661124,0.00178038,0.67628385
-5.06953477,2.67058539,0.00003389,0.67511086,0.29539950,0.51236569,1.02190759,0.93196946,0.00185801,0.70581563
-5.06353177,2.68082507,0.00003295,0.64453031,0.30447699,0.53526603,0.99449102,0.92877621,0.00193546,0.73618116
-5.05752876,2.69442382,0.00003210,0.61536812,0.31363888,0.55854968,0.96898612,0.92677684,0.00201136,0.76705902
-5.05152576,2.71058668,0.00003131,0.58768303,0.32275636,0.58194864,0.94532432,0.92565460,0.00208428,0.79810591
-5.04552276,2.72839081,0.00003056,0.56148028,0.33169464,0.60518504,0.92336480,0.92504430,0.00215275,0.82896184
-5.03951976,2.74681975,0.00002982,0.53672055,0.34031592,0.62797578,0.90290961,0.92454720,0.00221532,0.85925596
-5.03351676,2.76479975,0.00002907,0.51332957,0.34848251,0.65003743,0.88371959,0.92374681,0.00227058,0.88861283
-5.02751376,2.78123690,0.00002828,0.49120772,0.35605991,0.67109149,0.86553028,0.92222464,0.00231722,0.91665925
-5.02151076,2.79505362,0.00002746,0.47023935,0.36292002,0.69086973,0.84806725,0.91957558,0.00235407,0.94303132
-5.01550775,2.80522347,0.00002657,0.45030124,0.36894409,0.70911963,0.83106010,0.91542217,0.00238012,0.96738182
-5.00950475,2.81080318,0.00002562,0.43127012,0.37402559,0.72560980,0.81425473,0.90942739,0.00239457,0.98938756
-5.00350175,2.81096099,0.00002461,0.41302884,0.37807278,0.74013520,0.79742346,0.90130553,0.00239685,1.00875671
-4.99749875,2.80500060,0.00002353,0.39547124,0.38101098,0.75252202,0.78037292,0.89083092,0.00238662,1.02523573
-4.99149575,2.79238009,0.00002239,0.37850565,0.38278442,0.76263200,0.76294942,0.87784424,0.00236379,1.03861573
-4.98549275,2.77272551,0.00002119,0.36205701,0.38335762,0.77036611,0.74504199,0.86225639,0.00232850,1.04873794
-4.97948974,2.74583864,0.00001995,0.34606776,0.38271622,0.77566717,0.72658314,0.84404986,0.00228116,1.05549816
-4.97348674,2.71169903,0.00001867,0.33049769,0.38086727,0.77852151,0.70754753,0.82327768,0.00222238,1.05884965
-4.96748374,2.67046020,0.00001737,0.31532281,0.37783889,0.77895924,0.68794888,0.80006011,0.00215299,1.05880453
-4.96148074,2.62244027,0.00001606,0.30053354,0.37367927,0.77705318,0.66783540,0.77457927,0.00207398,1.05543328
-4.95547774,2.56810732,0.00001476,0.28613236,0.36845511,0.77291629,0.64728405,0.74707189,0.00198651,1.04886235
-4.94947474,2.50806010,0.00001348,0.27213116,0.36224938,0.76669766,0.62639410,0.71782069,0.00189182,1.03926974
-4.94347174,2.44300473,0.00001222,0.25854839,0.35515868,0.75857709,0.60528024,0.68714448,0.00179126,1.02687880
-4.93746873,2.37372824,0.00001101,0.24540627,0.34729003,0.74875845,0.58406566,0.65538750,0.00168622,1.01195026
-4.93146573,2.30107002,0.00000986,0.23272811,0.33875746,0.73746206,0.56287529,0.62290843,0.00157808,0.99477281
-4.92546273,2.22589222,0.00000876,0.22053592,0.32967830,0.72491636,0.54182971,0.59006927,0.00146823,0.97565279
-4.91945973,2.14905024,0.00000774,0.20884833,0.32016956,0.71134938,0.52103977,0.55722467,0.00135797,0.95490316
-4.91345673,2.07136463,0.00000678,0.19767898,0.31034433,0.69698017,0.50060208,0.52471192,0.00124856,0.93283253
-4.90745373,1.99359538,0.00000591,0.18703531,0.30030850,0.68201088,0.48059579,0.49284204,0.00114112,0.90973459
-4.90145073,1.91641978,0.00000511,0.17691783,0.29015794,0.66661974,0.46108034,0.46189221,0.00103668,0.88587867
-4.89544772,1.84041470,0.00000439,0.16731984,0.27997615,0.65095535,0.44209452,0.43209970,0.00093613,0.86150163
-4.88944472,1.76604394,0.00000374,0.15822760,0.26983267,0.63513260,0.42365663,0.40365757,0.00084021,0.83680180
-4.88344172,1.69365112,0.00000317,0.14962081,0.25978207,0.61923040,0.40576569,0.37671221,0.00074953,0.81193497
-4.87743872,1.62345830,0.00000266,0.14147355,0.24986382,0.60329140,0.38840361,0.35136262,0.00066453,0.78701284
-4.87143572,1.55557014,0.00000222,0.13375530,0.24010272,0.58732362,0.37153803,0.32766152,0.00058554,0.76210379
-4.86543272,1.48998316,0.00000184,0.12643230,0.23051016,0.57130391,0.35512583,0.30561802,0.00051274,0.73723594
-4.85942971,1.42659956,0.00000151,0.11946888,0.22108581,0.55518304,0.33911684,0.28520174,0.00044619,0.71240223
-4.85342671,1.36524455,0.00000124,0.11282894,0.21181986,0.53889209,0.32345777,0.26634807,0.00038584,0.68756723
-4.84742371,1.30568626,0.00000100,0.10647723,0.20269555,0.52234975,0.30809596,0.24896429,0.00033155,0.66267511
-4.84142071,1.24765698,0.00000081,0.10038068,0.19369184,0.50547006,0.29298289,0.23293626,0.00028308,0.63765841
-4.83541771,1.19087467,0.00000065,0.09450941,0.18478612,0.48817017,0.27807724,0.21813521,0.00024016,0.61244688
-4.82941471,1.13506346,0.00000051,0.08883758,0.17595672,0.47037778,0.26334727,0.20442460,0.00020244,0.58697612
-4.82341171,1.07997229,0.00000040,0.08334407,0.16718525,0.45203754,0.24877268,0.19166640,0.00016954,0.56119530
-4.81740870,1.02539063,0.00000032,0.07801274,0.15845846,0.43311653,0.23434552,0.17972685,0.00014106,0.53507368
-4.81140570,0.97116076,0.00000025,0.07283259,0.14976965,0.41360807,0.22007061,0.16848131,0.00011661,0.50860558
-4.80540270,0.91718617,0.00000019,0.06779760,0.14111961,0.39353411,0.20596503,0.15781815,0.00009576,0.48181352
-4.79939970,0.86343583,0.00000015,0.06290632,0.13251699,0.37294586,0.19205715,0.14764153,0.00007812,0.45474961
-4.79339670,0.80994447,0.00000011,0.05816138,0.12397820,0.35192280,0.17838501,0.13787310,0.00006330,0.42749496
-4.78739370,0.75680913,0.00000008,0.05356873,0.11552671,0.33057023,0.16499435,0.12845273,0.00005096,0.40015750
-4.78139070,0.70418240,0.00000006,0.04913691,0.10719217,0.30901550,0.15193629,0.11933810,0.00004075,0.37286826
-4.77538769,0.65226314,0.00000005,0.04487615,0.09900898,0.28740324,0.13926494,0.11050364,0.00003236,0.34577642
-4.76938469,0.60128514,0.00000003,0.04079759,0.09101477,0.26588988,0.12703494,0.10193868,0.00002553,0.31904360
-4.76338169,0.55150473,0.00000003,0.03691239,0.08324879,0.24463777,0.11529908,0.09364510,0.00002001,0.29283760
-4.75737869,0.50318798,0.00000002,0.03323105,0.07575013,0.22380926,0.10410621,0.08563473,0.00001557,0.26732605
-4.75137569,0.45659819,0.00000001,0.02976277,0.06855620,0.20356111,0.09349938,0.07792656,0.00001203,0.24267032
-4.74537269,0.41198433,0.00000001,0.02651490,0.06170124,0.18403928,0.08351436,0.07054394,0.00000924,0.21901995
-4.73936968,0.36957106,0.00000001,0.02349255,0.05521506,0.16537460,0.07417855,0.06351202,0.00000704,0.19650783
-4.73336668,0.32955041,0.00000000,0.02069838,0.04912212,0.14767925,0.06551031,0.05685541,0.00000533,0.17524644
-4.72736368,0.29207570,0.00000000,0.01813244,0.04344080,0.13104427,0.05751872,0.05059622,0.00000401,0.15532506
-4.72136068,0.25725757,0.00000000,0.01579220,0.03818306,0.11553806,0.05020362,0.04475250,0.00000300,0.13680817
-4.71535768,0.22516218,0.00000000,0.01367266,0.03335428,0.10120588,0.04355611,0.03933715,0.00000223,0.11973491
-4.70935468,0.19581142,0.00000000,0.01176653,0.02895351,0.08807030,0.03755922,0.03435721,0.00000165,0.10411955
-4.70335168,0.16918488,0.00000000,0.01006455,0.02497380,0.07613240,0.03218890,0.02981361,0.00000121,0.08995291
-4.69734867,0.14522337,0.00000000,0.00855578,0.02140280,0.06537365,0.02741507,0.02570121,0.00000089,0.07720439
-4.69134567,0.12383347,0.00000000,0.00722799,0.01822353,0.05575834,0.02320281,0.02200923,0.00000067,0.06582469
-4.68534267,0.10489302,0.00000000,0.00606799,0.01541514,0.04723626,0.01951362,0.01872185,0.00000051,0.05574884
-4.67933967,0.08825695,0.00000001,0.00506201,0.01295381,0.03974563,0.01630656,0.01581900,0.00000041,0.04689942
-4.67333667,0.07376334,0.00000001,0.00419606,0.01081362,0.03321604,0.01353944,0.01327730,0.00000035,0.03918989
-4.66733367,0.06123930,0.00000001,0.00345622,0.00896738,0.02757131,0.01116984,0.01107096,0.00000035,0.03252770
-4.66133067,0.05050655,0.00000002,0.00282891,0.00738741,0.02273216,0.00915600,0.00917281,0.00000038,0.02681733
-4.65532766,0.04138643,0.00000003,0.00230113,0.00604622,0.01861859,0.00745763,0.00755517,0.00000047,0.02196292
-4.64932466,0.03370435,0.00000004,0.00186065,0.00491714,0.01515202,0.00603654,0.00619075,0.00000062,0.01787058
-4.64332166,0.02729350,0.00000005,0.00149614,0.00397477,0.01225699,0.00485710,0.00505345,0.00000084,0.01445035
