energy_ev,total_up,Ge_p_up,Ge_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,2.06961201,0.51430154,0.00000000,0.87556470,0.00000000,0.50763856,0.53376317
-5.99399700,2.09572375,0.52898161,0.00000000,0.87920242,0.00000000,0.51657544,0.55135662
-5.98799400,2.13081396,0.54370137,0.00000000,0.88867252,0.00000000,0.52680412,0.57028643
-5.98199100,2.17444427,0.55834787,0.00000000,0.90378839,0.00000000,0.53818106,0.59036851
-5.97598799,2.22598788,0.57280326,0.00000000,0.92424416,0.00000000,0.55053508,0.61138683
-5.96998499,2.28464533,0.58694688,0.00000000,0.94962331,0.00000000,0.56367189,0.63309778
-5.96398199,2.34946451,0.60065779,0.00000000,0.97940957,0.00000000,0.57737911,0.65523539
-5.95797899,2.41936425,0.61381766,0.00000000,1.01299982,0.00000000,0.59143207,0.67751754
-5.95197599,2.49316075,0.62631380,0.00000000,1.04971882,0.00000000,0.60559973,0.69965263
-5.94597299,2.56959612,0.63804214,0.00000000,1.08883521,0.00000000,0.61965083,0.72134662
-5.93996998,2.64736800,0.64891003,0.00000000,1.12957858,0.00000000,0.63335984,0.74231022
-5.93396698,2.72515955,0.65883859,0.00000000,1.17115706,0.00000000,0.64651258,0.76226579
-5.92796398,2.80166861,0.66776438,0.00000000,1.21277501,0.00000000,0.65891118,0.78095375
-5.92196098,2.87563528,0.67564040,0.00000000,1.25365038,0.00000000,0.67037837,0.79813834
-5.91595798,2.94586701,0.68243623,0.00000000,1.29303111,0.00000000,0.68076079,0.81361229
-5.90995498,3.01126033,0.68813721,0.00000000,1.33021035,0.00000000,0.68993118,0.82720044
-5.90395198,3.07081887,0.69274285,0.00000000,1.36453973,0.00000000,0.69778958,0.83876207
-5.89794897,3.12366698,0.69626450,0.00000000,1.39544066,0.00000000,0.70426338,0.84819193
-5.89194597,3.16905899,0.69872238,0.00000000,1.42241311,0.00000000,0.70930629,0.85542002
-5.88594297,3.20638402,0.70014231,0.00000000,1.44504186,0.00000000,0.71289645,0.86041025
-5.87993997,3.23516675,0.70055232,0.00000000,1.46300002,0.00000000,0.71503377,0.86315803
-5.87393697,3.25506450,0.69997947,0.00000000,1.47605005,0.00000000,0.71573673,0.86368722
-5.86793397,3.26586140,0.69844706,0.00000000,1.48404228,0.00000000,0.71503890,0.86204650
-5.86193097,3.26746034,0.69597258,0.00000000,1.48691131,0.00000000,0.71298539,0.85830555
-5.85592796,3.25987357,0.69256654,0.00000000,1.48467063,0.00000000,0.70962950,0.85255124
-5.84992496,3.24321260,0.68823226,0.00000000,1.47740589,0.00000000,0.70502975,0.84488413
-5.84392196,3.21767835,0.68296676,0.00000000,1.46526715,0.00000000,0.69924744,0.83541544
-5.83791896,3.18355182,0.67676253,0.00000000,1.44846069,0.00000000,0.69234490,0.82426452
-5.83191596,3.14118580,0.66961026,0.00000000,1.42724064,0.00000000,0.68438434,0.81155702
-5.82591296,3.09099783,0.66150210,0.00000000,1.40190080,0.00000000,0.67542747,0.79742368
-5.81990995,3.03346409,0.65243534,0.00000000,1.37276684,0.00000000,0.66553559,0.78199953
-5.81390695,2.96911433,0.64241601,0.00000000,1.34018915,0.00000000,0.65477012,0.76542355
-5.80790395,2.89852705,0.63146226,0.00000000,1.30453626,0.00000000,0.64319345,0.74783844
-5.80190095,2.82232484,0.61960706,0.00000000,1.26618888,0.00000000,0.63086977,0.72939034
-5.79589795,2.74116894,0.60689997,0.00000000,1.22553449,0.00000000,0.61786577,0.71022838
-5.78989495,2.65575294,0.59340788,0.00000000,1.18296242,0.00000000,0.60425109,0.69050372
-5.78389195,2.56679497,0.57921442,0.00000000,1.13885919,0.00000000,0.59009827,0.67036811
-5.77788894,2.47502828,0.56441814,0.00000000,1.09360406,0.00000000,0.57548226,0.64997185
-5.77188594,2.38119023,0.54912954,0.00000000,1.04756471,0.00000000,0.56047932,0.62946118
-5.76588294,2.28600983,0.53346710,0.00000000,1.00109308,0.00000000,0.54516549,0.60897515
-5.75987994,2.19019428,0.51755247,0.00000000,0.95452119,0.00000000,0.52961469,0.58864221
-5.75387694,2.09441504,0.50150543,0.00000000,0.90815725,0.00000000,0.51389654,0.56857667
-5.74787394,1.99929428,0.48543858,0.00000000,0.86228204,0.00000000,0.49807419,0.54887532
-5.74187094,1.90539226,0.46945252,0.00000000,0.81714574,0.00000000,0.48220228,0.52961446
-5.73586793,1.81319665,0.45363156,0.00000000,0.77296543,0.00000000,0.46632525,0.51084762
-5.72986493,1.72311439,0.43804051,0.00000000,0.72992333,0.00000000,0.45047619,0.49260421
-5.72386193,1.63546657,0.42272253,0.00000000,0.68816600,0.00000000,0.43467637,0.47488920
-5.71785893,1.55048690,0.40769848,0.00000000,0.64780462,0.00000000,0.41893548,0.45768400
-5.71185593,1.46832375,0.39296748,0.00000000,0.60891624,0.00000000,0.40325264,0.44094859
-5.70585293,1.38904575,0.37850890,0.00000000,0.57154611,0.00000000,0.38761817,0.42462465
-5.69984992,1.31265058,0.36428553,0.00000000,0.53571104,0.00000000,0.37201592,0.40863980
-5.69384692,1.23907642,0.35024769,0.00000000,0.50140337,0.00000000,0.35642613,0.39291246
-5.68784392,1.16821544,0.33633798,0.00000000,0.46859568,0.00000000,0.34082854,0.37735728
-5.68184092,1.09992833,0.32249641,0.00000000,0.43724573,0.00000000,0.32520555,0.36189066
-5.67583792,1.03405915,0.30866558,0.00000000,0.40730149,0.00000000,0.30954525,0.34643614
-5.66983492,0.97044962,0.29479548,0.00000000,0.37870600,0.00000000,0.29384411,0.33092928
-5.66383192,0.90895205,0.28084773,0.00000000,0.35140177,0.00000000,0.27810909,0.31532188
-5.65782891,0.84944024,0.26679898,0.00000000,0.32533453,0.00000000,0.26235913,0.29958510
-5.65182591,0.79181799,0.25264336,0.00000000,0.30045625,0.00000000,0.24662587,0.28371165
-5.64582291,0.73602475,0.23839376,0.00000000,0.27672722,0.00000000,0.23095359,0.26771658
-5.63981991,0.68203859,0.22408209,0.00000000,0.25411732,0.00000000,0.21539843,0.25163713
-5.63381691,0.62987631,0.20975847,0.00000000,0.23260632,0.00000000,0.20002690,0.23553131
-5.62781391,0.57959121,0.19548951,0.00000000,0.21218352,0.00000000,0.18491384,0.21947557
-5.62181091,0.53126890,0.18135587,0.00000000,0.19284667,0.00000000,0.17014000,0.20356183
-5.61580790,0.48502148,0.16744929,0.00000000,0.17460043,0.00000000,0.15578938,0.18789380
-5.60980490,0.44098100,0.15386935,0.00000000,0.15745457,0.00000000,0.14194651,0.17258323
-5.60380190,0.39929247,0.14072011,0.00000000,0.14142199,0.00000000,0.12869381,0.15774598
-5.59779890,0.36010710,0.12810700,0.00000000,0.12651683,0.00000000,0.11610926,0.14349842
-5.59179590,0.32357623,0.11613395,0.00000000,0.11275278,0.00000000,0.10426446,0.12995411
-5.58579290,0.28984631,0.10490106,0.00000000,0.10014162,0.00000000,0.09322307,0.11722121
-5.57978989,0.25905508,0.09450281,0.00000000,0.08869224,0.00000000,0.08303989,0.10540035
-5.57378689,0.23132924,0.08502687,0.00000000,0.07840999,0.00000000,0.07376035,0.09458333
-5.56778389,0.20678337,0.07655354,0.00000000,0.06929649,0.00000000,0.06542061,0.08485247
-5.56178089,0.18552010,0.06915576,0.00000000,0.06134976,0.00000000,0.05804799,0.07628058
-5.55577789,0.16763130,0.06289943,0.00000000,0.05456469,0.00000000,0.05166187,0.06893145
-5.54977489,0.15319985,0.05784424,0.00000000,0.04893367,0.00000000,0.04627468,0.06286073
-5.54377189,0.14230173,0.05404445,0.00000000,0.04444738,0.00000000,0.04189318,0.05811700
-5.53776888,0.13500793,0.05154982,0.00000000,0.04109552,0.00000000,0.03851964,0.05474289
-5.53176588,0.13138589,0.05040628,0.00000000,0.03886742,0.00000000,0.03615289,0.05277607
-5.52576288,0.13150004,0.05065624,0.00000000,0.03775246,0.00000000,0.03478927,0.05224992
-5.51975988,0.13541111,0.05233855,0.00000000,0.03774021,0.00000000,0.03442313,0.05319377
-5.51375688,0.14317415,0.05548781,0.00000000,0.03882017,0.00000000,0.03504706,0.05563256
-5.50775388,0.15483496,0.06013307,0.00000000,0.04098123,0.00000000,0.03665170,0.05958598
-5.50175088,0.17042507,0.06629595,0.00000000,0.04421066,0.00000000,0.03922511,0.06506685
-5.49574787,0.18995535,0.07398812,0.00000000,0.04849292,0.00000000,0.04275183,0.07207901
-5.48974487,0.21340848,0.08320830,0.00000000,0.05380812,0.00000000,0.04721159,0.08061464
-5.48374187,0.24073071,0.09393891,0.00000000,0.06013035,0.00000000,0.05257774,0.09065118
-5.47773887,0.27182332,0.10614247,0.00000000,0.06742606,0.00000000,0.05881565,0.10214813
-5.47173587,0.30653441,0.11975811,0.00000000,0.07565248,0.00000000,0.06588107,0.11504369
-5.46573287,0.34465147,0.13469828,0.00000000,0.08475632,0.00000000,0.07371857,0.12925179
-5.45972986,0.38589557,0.15084605,0.00000000,0.09467291,0.00000000,0.08226041,0.14465947
-5.45372686,0.42991752,0.16805309,0.00000000,0.10532581,0.00000000,0.09142565,0.16112509
-5.44772386,0.47629684,0.18613876,0.00000000,0.11662718,0.00000000,0.10111995,0.17847742
-5.44172086,0.52454359,0.20489038,0.00000000,0.12847873,0.00000000,0.11123592,0.19651584
-5.43571786,0.57410376,0.22406481,0.00000000,0.14077357,0.00000000,0.12165418,0.21501197
-5.42971486,0.62436805,0.24339155,0.00000000,0.15339867,0.00000000,0.13224517,0.23371250
-5.42371186,0.67468403,0.26257730,0.00000000,0.16623810,0.00000000,0.14287164,0.25234351
-5.41770885,0.72437152,0.28131184,0.00000000,0.17917673,0.00000000,0.15339180,0.27061608
-5.41170585,0.77274045,0.29927527,0.00000000,0.19210439,0.00000000,0.16366298,0.28823301
-5.40570285,0.81911073,0.31614615,0.00000000,0.20492008,0.00000000,0.17354570,0.30489658
-5.39969985,0.86283307,0.33161046,0.00000000,0.21753615,0.00000000,0.18290791,0.32031684
-5.39369685,0.90330992,0.34537083,0.00000000,0.22988204,0.00000000,0.19162919,0.33422025
-5.38769385,0.94001524,0.35715571,0.00000000,0.24190738,0.00000000,0.19960475,0.34635818
-5.38169085,0.97251230,0.36672817,0.00000000,0.25358420,0.00000000,0.20674890,0.35651493
-5.37568784,1.00046826,0.37389365,0.00000000,0.26490783,0.00000000,0.21299786,0.36451483
-5.36968484,1.02366470,0.37850659,0.00000000,0.27589666,0.00000000,0.21831168,0.37022806
-5.36368184,1.04200353,0.38047537,0.00000000,0.28659031,0.00000000,0.22267514,0.37357491
-5.35767884,1.05550765,0.37976540,0.00000000,0.29704640,0.00000000,0.22609758,0.37452818
-5.35167584,1.06431630,0.37640026,0.00000000,0.30733595,0.00000000,0.22861156,0.37311371
-5.34567284,1.06867523,0.37046062,0.00000000,0.31753757,0.00000000,0.23027051,0.36940886
-5.33966983,1.06892216,0.36208132,0.00000000,0.32773069,0.00000000,0.23114531,0.36353906
-5.33366683,1.06546818,0.35144637,0.00000000,0.33798820,0.00000000,0.23132017,0.35567265
-5.32766383,1.05877618,0.33878245,0.00000000,0.34836897,0.00000000,0.23088784,0.34601423
-5.32166083,1.04933743,0.32435097,0.00000000,0.35891052,0.00000000,0.22994463,0.33479681
-5.31565783,1.03764760,0.30843931,0.00000000,0.36962256,0.00000000,0.22858523,0.32227326
-5.30965483,1.02418352,0.29135142,0.00000000,0.38048163,0.00000000,0.22689795,0.30870739
-5.30365183,1.00938207,0.27339836,0.00000000,0.39142730,0.00000000,0.22496036,0.29436512
-5.29764882,0.99362218,0.25488917,0.00000000,0.40236039,0.00000000,0.22283581,0.27950619
-5.29164582,0.97721098,0.23612238,0.00000000,0.41314319,0.00000000,0.22057087,0.26437666
-5.28564282,0.96037489,0.21737855,0.00000000,0.42360205,0.00000000,0.21819385,0.24920268
-5.27963982,0.94325578,0.19891407,0.00000000,0.43353208,0.00000000,0.21571459,0.23418559
-5.27363682,0.92591255,0.18095640,0.00000000,0.44270405,0.00000000,0.21312535,0.21949851
-5.26763382,0.90832774,0.16370080,0.00000000,0.45087294,0.00000000,0.21040285,0.20528460
-5.26163082,0.89041863,0.14730864,0.00000000,0.45778803,0.00000000,0.20751128,0.19165684
-5.25562781,0.87205216,0.13190714,0.00000000,0.46320379,0.00000000,0.20440607,0.17869914
-5.24962481,0.85306255,0.11759050,0.00000000,0.46689129,0.00000000,0.20103830,0.16646888
