energy_ev,total_up,In_p_up,In_d_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.57378689,1.49487563,0.20206663,0.00430826,0.93751959,1.05725053,0.19333308,0.00000000
-5.56778389,1.51399929,0.20153644,0.00452152,0.91938447,1.08917531,0.18162920,0.00000000
-5.56178089,1.53824312,0.20137238,0.00475917,0.90282180,1.12587767,0.16973997,0.00000000
-5.55577789,1.56820257,0.20163900,0.00502333,0.88839461,1.16763621,0.15787202,0.00000000
-5.54977489,1.60436624,0.20238669,0.00531589,0.87659017,1.21465289,0.14621801,0.00000000
-5.54377189,1.64710123,0.20365071,0.00563844,0.86780808,1.26704473,0.13495237,0.00000000
-5.53776888,1.69664282,0.20545109,0.00599222,0.86235187,1.32483796,0.12422801,0.00000000
-5.53176588,1.75308892,0.20779348,0.00637807,0.86042442,1.38796506,0.11417401,0.00000000
-5.52576288,1.81639949,0.21067083,0.00679645,0.86212699,1.45626481,0.10489433,0.00000000
-5.51975988,1.88640088,0.21406595,0.00724737,0.86746187,1.52948554,0.09646747,0.00000000
-5.51375688,1.96279498,0.21795460,0.00773042,0.87633817,1.60729142,0.08894708,0.00000000
-5.50775388,2.04517258,0.22230913,0.00824478,0.88858044,1.68927184,0.08236338,0.00000000
-5.50175088,2.13303061,0.22710240,0.00878927,0.90393939,1.77495342,0.07672515,0.00000000
-5.49574787,2.22579230,0.23231178,0.00936236,0.92210440,1.86381436,0.07202233,0.00000000
-5.48974487,2.32282964,0.23792297,0.00996225,0.94271698,1.95530066,0.06822899,0.00000000
-5.48374187,2.42348715,0.24393356,0.01058691,0.96538468,2.04884356,0.06530648,0.00000000
-5.47773887,2.52710598,0.25035602,0.01123419,0.98969501,2.14387765,0.06320667,0.00000000
-5.47173587,2.63304761,0.25722009,0.01190186,1.01522869,2.23985896,0.06187517,0.00000000
-5.46573287,2.74071596,0.26457428,0.01258769,1.04157193,2.33628223,0.06125434,0.00000000
-5.45972986,2.84957724,0.27248667,0.01328952,1.06832750,2.43269683,0.06128608,0.00000000
-5.45372686,2.95917670,0.28104465,0.01400533,1.09512404,2.52872043,0.06191427,0.00000000
-5.44772386,3.06915144,0.29035381,0.01473326,1.12162380,2.62404991,0.06308677,0.00000000
-5.44172086,3.17923889,0.30053597,0.01547167,1.14752840,2.71846892,0.06475700,0.00000000
-5.43571786,3.28928029,0.31172630,0.01621910,1.17258277,2.81185143,0.06688510,0.00000000
-5.42971486,3.39921893,0.32406971,0.01697431,1.19657713,2.90416114,0.06943852,0.00000000
-5.42371186,3.50909302,0.33771657,0.01773623,1.21934721,2.99544628,0.07239223,0.00000000
-5.41770885,3.61902313,0.35281787,0.01850386,1.24077275,3.08582978,0.07572846,0.00000000
-5.41170585,3.72919449,0.36951986,0.01927627,1.26077435,3.17549504,0.07943600,0.00000000
-5.40570285,3.83983453,0.38795846,0.02005242,1.27930902,3.26466736,0.08350921,0.00000000
-5.39969985,3.95118636,0.40825339,0.02083112,1.29636451,3.35359175,0.08794666,0.00000000
-5.39369685,4.06347909,0.43050229,0.02161088,1.31195271,3.44250773,0.09274960,0.00000000
-5.38769385,4.17689594,0.45477486,0.02238978,1.32610241,3.53162204,0.09792019,0.00000000
-5.38169085,4.29154155,0.48110735,0.02316538,1.33885173,3.62108043,0.10345974,0.00000000
-5.37568784,4.40740990,0.50949737,0.02393460,1.35024054,3.71093965,0.10936684,0.00000000
-5.36968484,4.52435425,0.53989931,0.02469363,1.36030324,3.80114117,0.11563569,0.00000000
-5.36368184,4.64206083,0.57222062,0.02543789,1.36906223,3.89148779,0.12225444,0.00000000
-5.35767884,4.76002768,0.60631894,0.02616196,1.37652239,3.98162477,0.12920391,0.00000000
-5.35167584,4.87755028,0.64200050,0.02685961,1.38266688,4.07102655,0.13645648,0.00000000
-5.34567284,4.99371492,0.67901985,0.02752385,1.38745454,4.15899026,0.14397537,0.00000000
-5.33966983,5.10740114,0.71708104,0.02814699,1.39081901,4.24463695,0.15171437,0.00000000
-5.33366683,5.21729353,0.75584040,0.02872078,1.39266963,4.32692094,0.15961786,0.00000000
-5.32766383,5.32190335,0.79491111,0.02923657,1.39289428,4.40464760,0.16762134,0.00000000
-5.32166083,5.41959953,0.83386927,0.02968549,1.39136375,4.47649934,0.17565234,0.00000000
-5.31565783,5.50864839,0.87226163,0.03005871,1.38793774,4.54106909,0.18363169,0.00000000
-5.30965483,5.58726083,0.90961478,0.03034767,1.38247193,4.59690024,0.19147515,0.00000000
-5.30365183,5.65364530,0.94544541,0.03054433,1.37482581,4.64253166,0.19909523,0.00000000
-5.29764882,5.70606442,0.97927148,0.03064147,1.36487081,4.67654587,0.20640328,0.00000000
-5.29164582,5.74289301,1.01062384,0.03063291,1.35249829,4.69761847,0.21331156,0.00000000
-5.28564282,5.76267484,1.03905789,0.03051377,1.33762674,4.70456660,0.21973543,0.00000000
-5.27963982,5.76417568,1.06416470,0.03028067,1.32020794,4.69639418,0.22559530,0.00000000
-5.27363682,5.74643003,1.08558133,0.02993193,1.30023158,4.67233188,0.23081851,0.00000000
-5.26763382,5.70877946,1.10299973,0.02946763,1.27772805,4.63186989,0.23534088,0.00000000
-5.26163082,5.65090058,1.11617395,0.02888976,1.25276925,4.57478187,0.23910796,0.00000000
-5.25562781,5.57282145,1.12492529,0.02820217,1.22546745,4.50113902,0.24207588,0.00000000
-5.24962481,5.47492553,1.12914531,0.02741056,1.19597212,4.41131355,0.24421188,0.00000000
-5.24362181,5.35794321,1.12879652,0.02652237,1.16446517,4.30597139,0.24549441,0.00000000
-5.23761881,5.22293132,1.12391085,0.02554660,1.13115471,4.18605468,0.24591288,0.00000000
-5.23161581,5.07124182,1.11458607,0.02449361,1.09626793,4.05275482,0.24546714,0.00000000
-5.22561281,4.90448128,1.10098049,0.02337489,1.06004346,3.90747758,0.24416671,0.00000000
-5.21960980,4.72446329,1.08330617,0.02220274,1.02272377,3.75180200,0.24202983,0.00000000
-5.21360680,4.53315606,1.06182123,0.02098999,0.98454801,3.58743499,0.23908244,0.00000000
-5.20760380,4.33262790,1.03682159,0.01974971,0.94574579,3.41616391,0.23535715,0.00000000
-5.20160080,4.12499289,1.00863260,0.01849484,0.90653220,3.23980913,0.23089227,0.00000000
-5.19559780,3.91235911,0.97760106,0.01723798,0.86710430,3.06017865,0.22573093,0.00000000
-5.18959480,3.69678160,0.94408783,0.01599105,0.82763925,2.87902655,0.21992039,0.00000000
-5.18359180,3.48022143,0.90846140,0.01476512,0.78829399,2.69801671,0.21351151,0.00000000
-5.17758879,3.26451227,0.87109252,0.01357018,0.74920648,2.51869278,0.20655835,0.00000000
-5.17158579,3.05133495,0.83234999,0.01241503,0.71049814,2.34245526,0.19911797,0.00000000
-5.16558279,2.84220026,0.79259752,0.01130716,0.67227729,2.17054567,0.19125031,0.00000000
-5.15957979,2.63843960,0.75219159,0.01025272,0.63464319,2.00403778,0.18301809,0.00000000
-5.15357679,2.44120284,0.71148008,0.00925649,0.59769031,1.84383535,0.17448680,0.00000000
-5.14757379,2.25146238,0.67080145,0.00832196,0.56151249,1.69067561,0.16572459,0.00000000
-5.14157079,2.07002208,0.63048426,0.00745139,0.52620663,1.54513743,0.15680203,0.00000000
-5.13556778,1.89752989,0.59084670,0.00664588,0.49187560,1.40765314,0.14779177,0.00000000
-5.12956478,1.73449276,0.55219597,0.00590555,0.45863025,1.27852283,0.13876805,0.00000000
-5.12356178,1.58129268,0.51482737,0.00522964,0.42659032,1.15793015,0.12980592,0.00000000
-5.11755878,1.43820272,0.47902296,0.00461668,0.39588436,1.04595846,0.12098047,0.00000000
-5.11155578,1.30540229,0.44504973,0.00406463,0.36664849,0.94260674,0.11236570,0.00000000
-5.10555278,1.18299093,0.41315735,0.00357101,0.33902438,0.84780440,0.10403344,0.00000000
-5.09954977,1.07100039,0.38357559,0.00313306,0.31315652,0.76142483,0.09605210,0.00000000
-5.09354677,0.96940476,0.35651155,0.00274781,0.28918901,0.68329715,0.08848546,0.00000000
-5.08754377,0.87812878,0.33214687,0.00241227,0.26726221,0.61321633,0.08139151,0.00000000
-5.08154077,0.79705457,0.31063512,0.00212344,0.24750938,0.55095166,0.07482135,0.00000000
-5.07553777,0.72602712,0.29209973,0.00187840,0.23005379,0.49625372,0.06881827,0.00000000
-5.06953477,0.66485897,0.27663241,0.00167439,0.21500621,0.44886018,0.06341707,0.00000000
-5.06353177,0.61333450,0.26429252,0.00150884,0.20246329,0.40850070,0.05864353,0.00000000
-5.05752876,0.57121424,0.25510733,0.00137938,0.19250666,0.37490118,0.05451424,0.00000000
-5.05152576,0.53823959,0.24907347,0.00128385,0.18520310,0.34778773,0.05103660,0.00000000
-5.04552276,0.51413814,0.24615939,0.00122034,0.18060554,0.32689045,0.04820915,0.00000000
-5.03951976,0.49862982,0.24630903,0.00118714,0.17875504,0.31194733,0.04602213,0.00000000
-5.03351676,0.49143373,0.24944651,0.00118277,0.17968360,0.30270821,0.04445823,0.00000000
-5.02751376,0.49227586,0.25548167,0.00120593,0.18341759,0.29893885,0.04349364,0.00000000
-5.02151076,0.50089713,0.26431639,0.00125551,0.18998175,0.30042511,0.04309911,0.00000000
-5.01550775,0.51706170,0.27585119,0.00133056,0.19940337,0.30697692,0.04324124,0.00000000
-5.00950475,0.54056495,0.28999212,0.00143027,0.21171661,0.31843202,0.04388379,0.00000000
-5.00350175,0.57124070,0.30665722,0.00155394,0.22696641,0.33465907,0.04498900,0.00000000
-4.99749875,0.60896720,0.32578253,0.00170100,0.24521201,0.35555988,0.04651892,0.00000000
-4.99149575,0.65367114,0.34732694,0.00187096,0.26652954,0.38107057,0.04843659,0.00000000
-4.98549275,0.70532931,0.37127576,0.00206337,0.29101351,0.41116109,0.05070718,0.00000000
-4.97948974,0.76396735,0.39764259,0.00227788,0.31877697,0.44583322,0.05329893,0.00000000
-4.97348674,0.82965517,0.42646910,0.00251411,0.34995002,0.48511650,0.05618385,0.00000000
-4.96748374,0.90249879,0.45782273,0.00277174,0.38467659,0.52906220,0.05933825,0.00000000
-4.96148074,0.98262844,0.49179198,0.00305037,0.42310933,0.57773512,0.06274297,0.00000000
-4.95547774,1.07018314,0.52847959,0.00334960,0.46540259,0.63120349,0.06638334,0.00000000
-4.94947474,1.16529186,0.56799340,0.00366891,0.51170360,0.68952703,0.07024884,0.00000000
-4.94347174,1.26805193,0.61043553,0.00400766,0.56214204,0.75274354,0.07433257,0.00000000
-4.93746873,1.37850551,0.65589006,0.00436505,0.61681810,0.82085464,0.07863032,0.00000000
-4.93146573,1.49661487,0.70440985,0.00474005,0.67578980,0.89381102,0.08313953,0.00000000
-4.92546273,1.62223796,0.75600318,0.00513140,0.73905964,0.97149809,0.08785807,0.00000000
-4.91945973,1.75510529,0.81062084,0.00553755,0.80656152,1.05372273,0.09278278,0.00000000
-4.91345673,1.89479962,0.86814453,0.00595660,0.87814833,1.14020189,0.09790811,0.00000000
-4.90745373,2.04073985,0.92837724,0.00638633,0.95358112,1.23055396,0.10322465,0.00000000
-4.90145073,2.19217029,0.99103640,0.00682414,1.03252035,1.32429346,0.10871784,0.00000000
-4.89544772,2.34815646,1.05575030,0.00726707,1.11452005,1.42082973,0.11436684,0.00000000
-4.88944472,2.50758826,1.12205838,0.00771183,1.19902533,1.51947015,0.12014360,0.00000000
-4.88344172,2.66919096,1.18941548,0.00815482,1.28537387,1.61942795,0.12601231,0.00000000
-4.87743872,2.83154419,1.25720028,0.00859218,1.37280154,1.71983467,0.13192921,0.00000000
-4.87143572,2.99310845,1.32472765,0.00901990,1.46045242,1.81975710,0.13784278,0.00000000
-4.86543272,3.15225854,1.39126456,0.00943387,1.54739308,1.91821793,0.14369439,0.00000000
-4.85942971,3.30732256,1.45604895,0.00983003,1.63263086,2.01421961,0.14941933,0.00000000
-4.85342671,3.45662495,1.51831062,0.01020441,1.71513561,2.10677017,0.15494826,0.00000000
-4.84742371,3.59853169,1.57729342,0.01055335,1.79386427,2.19490998,0.16020897,0.00000000
-4.84142071,3.73149556,1.63227745,0.01087353,1.86778727,2.27773815,0.16512845,0.00000000
-4.83541771,3.85409934,1.68260037,0.01116210,1.93591588,2.35443725,0.16963506,0.00000000
-4.82941471,3.96509471,1.72767669,0.01141680,1.99732935,2.42429516,0.17366085,0.00000000
-4.82341171,4.06343518,1.76701415,0.01163599,2.05120065,2.48672282,0.17714382,0.00000000
-4.81740870,4.14830115,1.80022641,0.01181872,2.09681988,2.54126717,0.18003000,0.00000000
-4.81140570,4.21911612,1.82704153,0.01196472,2.13361413,2.58761852,0.18227537,0.00000000
-4.80540270,4.27555335,1.84730582,0.01207440,2.16116313,2.62561199,0.18384736,0.00000000
-4.79939970,4.31753272,1.86098324,0.01214881,2.17920992,2.65522329,0.18472600,0.00000000
-4.79339670,4.34520836,1.86815033,0.01218955,2.18766612,2.67655897,0.18490460,0.00000000
-4.78739370,4.35894796,1.86898738,0.01219866,2.18661172,2.68984195,0.18438989,0.00000000
-4.78139070,4.35930529,1.86376635,0.01217854,2.17628940,2.69539346,0.18320178,0.00000000
-4.77538769,4.34698764,1.85283659,0.01213176,2.15709379,2.69361236,0.18137255,0.00000000
-4.76938469,4.32282048,1.83660914,0.01206098,2.12955624,2.68495337,0.17894566,0.00000000
-4.76338169,4.28771135,1.81554076,0.01196878,2.09432604,2.66990558,0.17597425,0.00000000
-4.75737869,4.24261526,1.79011856,0.01185756,2.05214878,2.64897249,0.17251928,0.00000000
-4.75137569,4.18850367,1.76084617,0.01172944,2.00384323,2.62265493,0.16864766,0.00000000
-4.74537269,4.12633850,1.72823208,0.01158618,1.95027750,2.59143766,0.16443009,0.00000000
-4.73936968,4.05705266,1.69278071,0.01142912,1.89234582,2.55578054,0.15993913,0.00000000
-4.73336668,3.98153770,1.65498646,0.01125920,1.83094667,2.51611438,0.15524728,0.00000000
-4.72736368,3.90063876,1.61533075,0.01107695,1.76696319,2.47284159,0.15042522,0.00000000
-4.72136068,3.81515648,1.57428187,0.01088256,1.70124654,2.42634123,0.14554038,0.00000000
-4.71535768,3.72585501,1.53229711,0.01067593,1.63460250,2.37697766,0.14065572,0.00000000
-4.70935468,3.63347459,1.48982664,0.01045681,1.56778156,2.32511186,0.13582887,0.00000000
-4.70335168,3.53874725,1.44731835,0.01022486,1.50147251,2.27111425,0.13111147,0.00000000
-4.69734867,3.44241351,1.40522282,0.00997979,1.43629920,2.21537758,0.12654892,0.00000000
-4.69134567,3.34523822,1.36399748,0.00972150,1.37282009,2.15832868,0.12218023,0.00000000
-4.68534267,3.24802350,1.32410935,0.00945012,1.31152995,2.10043770,0.11803813,0.00000000
-4.67933967,3.15161719,1.28603546,0.00916616,1.25286317,2.04222383,0.11414931,0.00000000
-4.67333667,3.05691542,1.25026060,0.00887054,1.19719781,1.98425657,0.11053470,0.00000000
-4.66733367,2.96485826,1.21727197,0.00856464,1.14485988,1.92715214,0.10720981,0.00000000
-4.66133067,2.87641813,1.18755054,0.00825030,1.09612707,1.87156466,0.10418504,0.00000000
-4.65532766,2.79258112,1.16155957,0.00792980,1.05123152,1.81817244,0.10146590,0.00000000
-4.64932466,2.71432172,1.13973024,0.00760581,1.01036126,1.76765981,0.09905324,0.00000000
-4.64332166,2.64257230,1.12244543,0.00728132,0.97366002,1.72069542,0.09694333,0.00000000
-4.63731866,2.57818880,1.11002207,0.00695955,0.94122564,1.67790807,0.09512794,0.00000000
-4.63131566,2.52191463,1.10269326,0.00664381,0.91310693,1.63986149,0.09359432,0.00000000
-4.62531266,2.47434488,1.10059113,0.00633742,0.88929961,1.60702935,0.09232521,0.00000000
-4.61930965,2.43589303,1.10373141,0.00604355,0.86974162,1.57977222,0.09129891,0.00000000
-4.61330665,2.40676231,1.11200095,0.00576514,0.85430845,1.55831763,0.09048937,0.00000000
-4.60730365,2.38692371,1.12514902,0.00550478,0.84280913,1.54274460,0.08986642,0.00000000
-4.60130065,2.37610218,1.14278322,0.00526464,0.83498340,1.53297369,0.08939615,0.00000000
-4.59529765,2.37377220,1.16437062,0.00504637,0.83050083,1.52876316,0.08904141,0.00000000
-4.58929465,2.37916358,1.18924455,0.00485109,0.82896224,1.52971183,0.08876253,0.00000000
-4.58329165,2.39127745,1.21661698,0.00467934,0.82990377,1.53526845,0.08851819,0.00000000
-4.57728864,2.40891219,1.24559644,0.00453111,0.83280400,1.54474747,0.08826639,0.00000000
-4.57128564,2.43069831,1.27521086,0.00440585,0.83709380,1.55735045,0.08796559,0.00000000
-4.56528264,2.45514087,1.30443467,0.00430253,0.84216908,1.57219223,0.08757587,0.00000000
-4.55927964,2.48066775,1.33221903,0.00421967,0.84740580,1.58833060,0.08706010,0.00000000
-4.55327664,2.50568146,1.35752410,0.00415544,0.85217680,1.60479835,0.08638513,0.00000000
-4.54727364,2.52861245,1.37935194,0.00410774,0.85586983,1.62063595,0.08552275,0.00000000
-4.54127064,2.54797145,1.39677876,0.00407427,0.85790585,1.63492381,0.08445065,0.00000000
-4.53526763,2.56239860,1.40898498,0.00405262,0.85775695,1.64681241,0.08315308,0.00000000
-4.52926463,2.57070735,1.41528200,0.00404034,0.85496289,1.65554932,0.08162134,0.00000000
-4.52326163,2.57192141,1.41513439,0.00403504,0.84914562,1.66050192,0.07985401,0.00000000
-4.51725863,2.56530315,1.40817667,0.00403444,0.84002096,1.66117512,0.07785693,0.00000000
-4.51125563,2.55037280,1.39422400,0.00403641,0.82740702,1.65722351,0.07564295,0.00000000
-4.50525263,2.52691773,1.37327636,0.00403904,0.81122895,1.64845763,0.07323146,0.00000000
-4.49924962,2.49499183,1.34551628,0.00404065,0.79151976,1.63484445,0.07064778,0.00000000
-4.49324662,2.45490557,1.31130022,0.00403983,0.76841733,1.61650238,0.06792231,0.00000000
-4.48724362,2.40720726,1.27114420,0.00403544,0.74215770,1.59369112,0.06508970,0.00000000
-4.48124062,2.35265706,1.22570443,0.00402662,0.71306513,1.56679724,0.06218787,0.00000000
-4.47523762,2.29219474,1.17575391,0.00401276,0.68153934,1.53631610,0.05925708,0.00000000
-4.46923462,2.22690307,1.12215600,0.00399354,0.64804064,1.50283124,0.05633895,0.00000000
-4.46323162,2.15796831,1.06583621,0.00396885,0.61307354,1.46699190,0.05347563,0.00000000
-4.45722861,2.08663951,1.00775340,0.00393881,0.57716973,1.42948979,0.05070893,0.00000000
-4.45122561,2.01418809,0.94887134,0.00390374,0.54087099,1.39103591,0.04807960,0.00000000
-4.44522261,1.94186923,0.89013181,0.00386411,0.50471271,1.35233822,0.04562668,0.00000000
-4.43921961,1.87088610,0.83243002,0.00382052,0.46920875,1.31408078,0.04338690,0.00000000
-4.43321661,1.80235806,0.77659299,0.00377369,0.43483788,1.27690505,0.04139416,0.00000000
-4.42721361,1.73729341,0.72336157,0.00372437,0.40203232,1.24139362,0.03967902,0.00000000
-4.42121061,1.67656731,0.67337612,0.00367339,0.37116863,1.20805683,0.03826831,0.00000000
-4.41520760,1.62090506,0.62716631,0.00362153,0.34256091,1.17732236,0.03718466,0.00000000
-4.40920460,1.57087081,0.58514467,0.00356960,0.31645648,1.14952793,0.03644612,0.00000000
-4.40320160,1.52686155,0.54760402,0.00351830,0.29303378,1.12491704,0.03606572,0.00000000
-4.39719860,1.48910617,0.51471823,0.00346827,0.27240255,1.10363777,0.03605111,0.00000000
-4.39119560,1.45766930,0.48654620,0.00342006,0.25460577,1.08574425,0.03640420,0.00000000
-4.38519260,1.43245924,0.46303843,0.00337409,0.23962337,1.07120091,0.03712084,0.00000000
-4.37918959,1.41323979,0.44404594,0.00333063,0.22737723,1.05988896,0.03819062,0.00000000
-4.37318659,1.39964533,0.42933096,0.00328985,0.21773736,1.05161502,0.03959674,0.00000000
-4.36718359,1.39119858,0.41857920,0.00325175,0.21052887,1.04612149,0.04131602,0.00000000
-4.36118059,1.38733059,0.41141298,0.00321622,0.20553955,1.04309840,0.04331915,0.00000000
-4.35517759,1.38740236,0.40740528,0.00318304,0.20252783,1.04219633,0.04557104,0.00000000
-4.34917459,1.39072760,0.40609401,0.00315189,0.20123093,1.04304011,0.04803147,0.00000000
-4.34317159,1.39659598,0.40699639,0.00312236,0.20137302,1.04524282,0.05065595,0.00000000
-4.33716858,1.40429639,0.40962315,0.00309402,0.20267326,1.04841981,0.05339679,0.00000000
-4.33116558,1.41313948,0.41349217,0.00306641,0.20485356,1.05220216,0.05620438,0.00000000
-4.32516258,1.42247901,0.41814135,0.00303910,0.20764593,1.05624934,0.05902867,0.00000000
-4.31915958,1.43173128,0.42314044,0.00301169,0.21079930,1.06026050,0.06182075,0.00000000
-4.31315658,1.44039212,0.42810156,0.00298385,0.21408575,1.06398399,0.06453454,0.00000000
-4.30715358,1.44805075,0.43268815,0.00295537,0.21730589,1.06722484,0.06712848,0.00000000
