energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.73586793,2.17888871,1.28289519,0.73465511,0.01825810,0.22475066,0.32969638,0.07350108,0.03631867,1.13668303
-5.72986493,2.30446725,1.36157668,0.78019576,0.01906063,0.23787192,0.36428345,0.07668462,0.03778524,1.20345882
-5.72386193,2.42964473,1.43909871,0.82574261,0.01984891,0.25169629,0.40079486,0.07983150,0.03916368,1.26958670
-5.71785893,2.55326417,1.51462842,0.87086724,0.02061472,0.26618314,0.43906012,0.08291731,0.04043372,1.33440345
-5.71185593,2.67411950,1.58733023,0.91511950,0.02134958,0.28126790,0.47886175,0.08591740,0.04157580,1.39723430
-5.70585293,2.79098395,1.65638804,0.95803702,0.02204495,0.29686144,0.51993484,0.08880790,0.04257167,1.45741058
-5.69984992,2.90264147,1.72102802,0.99915591,0.02269240,0.31285041,0.56196800,0.09156687,0.04340503,1.51428851
-5.69384692,3.00792027,1.78054102,1.03802223,0.02328394,0.32909852,0.60460580,0.09417555,0.04406207,1.56726847
-5.68784392,3.10572730,1.83430393,1.07420404,0.02381221,0.34544880,0.64745293,0.09661972,0.04453209,1.61581428
-5.68184092,3.19508277,1.88179907,1.10730354,0.02427076,0.36172689,0.69008003,0.09889104,0.04480793,1.65947167
-5.67583792,3.27515355,1.92263104,1.13696911,0.02465430,0.37774524,0.73203120,0.10098837,0.04488632,1.69788545
-5.66983492,3.34528452,1.95654049,1.16290696,0.02495893,0.39330808,0.77283320,0.10291906,0.04476814,1.73081484
-5.66383192,3.40502702,1.98341426,1.18489198,0.02518236,0.40821721,0.81200596,0.10470008,0.04445856,1.75814659
-5.65782891,3.45416343,2.00329185,1.20277754,0.02532408,0.42227822,0.84907425,0.10635902,0.04396697,1.77990526
-5.65182591,3.49272725,2.01636786,1.21650407,0.02538551,0.43530698,0.88358008,0.10793487,0.04330692,1.79626075
-5.64582291,3.52101807,2.02299060,1.22610601,0.02537010,0.44713630,0.91509549,0.10947852,0.04249578,1.80753245
-5.63981991,3.53961069,2.02365683,1.23171702,0.02528340,0.45762228,0.94323506,0.11105311,0.04155445,1.81419007
-5.63381691,3.54935797,2.01900295,1.23357305,0.02513308,0.46665018,0.96766771,0.11273387,0.04050685,1.81685096
-5.62781391,3.55138697,2.00979284,1.23201324,0.02492885,0.47413965,0.98812734,0.11460779,0.03937942,1.81627383
-5.62181091,3.54708796,1.99690264,1.22747822,0.02468241,0.48004882,1.00442157,0.11677280,0.03820057,1.81334871
-5.61580790,3.53809612,1.98130288,1.22050588,0.02440730,0.48437726,1.01643833,0.11933660,0.03700001,1.80908339
-5.60980490,3.52626564,1.96403832,1.21172420,0.02411868,0.48716752,1.02414991,0.12241507,0.03580821,1.80458607
-5.60380190,3.51363643,1.94620578,1.20184130,0.02383307,0.48850520,1.02761406,0.12613030,0.03465572,1.80104459
-5.59779890,3.50239348,1.92893052,1.19163261,0.02356803,0.48851744,1.02697225,0.13060811,0.03357258,1.79970217
-5.59179590,3.49481944,1.91334137,1.18192516,0.02334179,0.48736988,1.02244495,0.13597534,0.03258774,1.80183019
-5.58579290,3.49324097,1.90054532,1.17357943,0.02317283,0.48526221,1.01432414,0.14235664,0.03172847,1.80869814
-5.57978989,3.49997010,1.89160175,1.16746879,0.02307937,0.48242244,1.00296342,0.14987102,0.03101983,1.82154145
-5.57378689,3.51724153,1.88749702,1.16445715,0.02307887,0.47910011,0.98876602,0.15862821,0.03048418,1.84152772
-5.56778389,3.54714784,1.88911993,1.16537529,0.02318751,0.47555871,0.97217139,0.16872476,0.03014068,1.86972223
-5.56178089,3.59157407,1.89723850,1.17099658,0.02341961,0.47206760,0.95364082,0.18024022,0.03000490,1.90705362
-5.55577789,3.65213398,1.91247884,1.18201273,0.02378707,0.46889389,0.93364284,0.19323324,0.03008837,1.95428073
-5.54977489,3.73010999,1.93530668,1.19901048,0.02429887,0.46629426,0.91263888,0.20773801,0.03039826,2.01196183
-5.54377189,3.82639918,1.96601208,1.22245001,0.02496058,0.46450746,0.89106998,0.22376089,0.03093711,2.08042729
-5.53776888,3.94146749,2.00469802,1.25264592,0.02577395,0.46374743,0.86934492,0.24127761,0.03170261,2.15975691
-5.53176588,4.07531422,2.05127324,1.28975162,0.02673658,0.46419739,0.84783024,0.26023098,0.03268741,2.24976305
-5.52576288,4.22744872,2.10544989,1.33374778,0.02784174,0.46600513,0.82684257,0.28052935,0.03387916,2.34998041
-5.51975988,4.39688069,2.16674609,1.38443549,0.02907830,0.46927943,0.80664342,0.30204594,0.03526053,2.45966349
-5.51375688,4.58212523,2.23449376,1.44143457,0.03043078,0.47408797,0.78743647,0.32461902,0.03680940,2.57779210
-5.50775388,4.78122319,2.30785143,1.50418734,0.03187963,0.48045634,0.76936752,0.34805310,0.03849923,2.70308539
-5.50175088,4.99177676,2.38582204,1.57196789,0.03340162,0.48836844,0.75252668,0.37212121,0.04029947,2.83402431
-5.49574787,5.21099975,2.46727523,1.64389672,0.03497040,0.49776795,0.73695282,0.39656811,0.04217622,2.96888229
-5.48974487,5.43578135,2.55097353,1.71896046,0.03655721,0.50856083,0.72263982,0.42111453,0.04409293,3.10576329
-5.48374187,5.66276159,2.63560176,1.79603609,0.03813176,0.52061864,0.70954417,0.44546233,0.04601130,3.24264640
-5.47773887,5.88841620,2.71979871,1.87391891,0.03966314,0.53378256,0.69759368,0.46930043,0.04789219,3.37743566
-5.47173587,6.10914826,2.80219022,1.95135344,0.04112087,0.54786791,0.68669656,0.49231145,0.04969673,3.50801346
-5.46573287,6.32138344,2.88142251,2.02706618,0.04247597,0.56266900,0.67675071,0.51417872,0.05138736,3.63229595
-5.45972986,6.52166588,2.95619475,2.09979916,0.04370199,0.57796423,0.66765246,0.53459366,0.05292892,3.74828839
-5.45372686,6.70675124,3.02528991,2.16834326,0.04477604,0.59352121,0.65930467,0.55326311,0.05428973,3.85413883
-5.44772386,6.87369386,3.08760284,2.23156999,0.04567970,0.60910193,0.65162351,0.56991653,0.05544253,3.94818798
-5.44172086,7.01992515,3.14216485,2.28846093,0.04639976,0.62446775,0.64454390,0.58431273,0.05636540,4.02901383
-5.43571786,7.14332046,3.18816406,2.33813371,0.04692886,0.63938432,0.63802323,0.59624595,0.05704243,4.09546926
-5.42971486,7.24225260,3.22496105,2.37986385,0.04726590,0.65362622,0.63204334,0.60555109,0.05746426,4.14671161
-5.42371186,7.31563015,3.25209951,2.41310171,0.04741616,0.66698143,0.62661061,0.61210788,0.05762846,4.18222318
-5.41770885,7.36291972,3.26931181,2.43748430,0.04739132,0.67925547,0.62175442,0.61584389,0.05753957,4.20182207
-5.41170585,7.38415179,3.27651953,2.45284149,0.04720907,0.69027519,0.61752387,0.61673622,0.05720906,4.20566325
-5.40570285,7.37991021,3.27382923,2.45919678,0.04689263,0.69989226,0.61398334,0.61481183,0.05665496,4.19422997
-5.39969985,7.35130634,3.26152394,2.45676260,0.04646996,0.70798618,0.61120681,0.61014663,0.05590134,4.16831593
-5.39369685,7.29993882,3.24005079,2.44593062,0.04597280,0.71446671,0.60927166,0.60286309,0.05497761,4.12899919
-5.38769385,7.22784092,3.21000541,2.42725745,0.04543560,0.71927584,0.60825209,0.59312674,0.05391766,4.07760872
-5.38169085,7.13741732,3.17211391,2.40144637,0.04489423,0.72238891,0.60821277,0.58114154,0.05275883,4.01568491
-5.37568784,7.03137268,3.12721287,2.36932572,0.04438473,0.72381508,0.60920299,0.56714430,0.05154090,3.94493544
-5.36968484,6.91263433,3.07622829,2.33182486,0.04394191,0.72359687,0.61125172,0.55139835,0.05030493,3.86718802
-5.36368184,6.78427165,3.02015390,2.28994829,0.04359809,0.72180879,0.61436398,0.53418667,0.04909214,3.78434147
-5.35767884,6.64941457,2.96002971,2.24474899,0.04338188,0.71855510,0.61851868,0.51580475,0.04794283,3.69831675
-5.35167584,6.51117361,2.89692104,2.19730153,0.04331699,0.71396651,0.62366818,0.49655329,0.04689532,3.61100924
-5.34567284,6.37256374,2.83189887,2.14867596,0.04342136,0.70819614,0.62973955,0.47673112,0.04598498,3.52424380
-5.33966983,6.23643411,2.76602160,2.09991308,0.04370637,0.70141460,0.63663766,0.45662843,0.04524337,3.43973366
-5.33366683,6.10540571,2.70031893,2.05200175,0.04417634,0.69380445,0.64424986,0.43652054,0.04469751,3.35904438
-5.32766383,5.98181825,2.63577786,2.00585901,0.04482827,0.68555427,0.65245203,0.41666242,0.04436930,3.28356373
-5.32166083,5.86768804,2.57333123,1.96231324,0.04565182,0.67685242,0.66111588,0.39728406,0.04427497,3.21447813
-5.31565783,5.76467742,2.51384896,1.92209102,0.04662965,0.66788085,0.67011689,0.37858680,0.04442487,3.15275635
-5.30965483,5.67407675,2.45813184,1.88580787,0.04773791,0.65880927,0.67934266,0.36074069,0.04482319,3.09914052
-5.30365183,5.59679899,2.40690815,1.85396305,0.04894710,0.64978975,0.68870124,0.34388294,0.04546804,3.05414469
-5.29764882,5.53338670,2.36083269,1.82693838,0.05022303,0.64095225,0.69812875,0.32811743,0.04635148,3.01806067
-5.29164582,5.48403097,2.32048813,1.80500113,0.05152804,0.63240102,0.70759616,0.31351520,0.04745985,2.99097057
-5.28564282,5.44860101,2.28638812,1.78831044,0.05282238,0.62421232,0.71711460,0.30011600,0.04877412,2.97276544
-5.27963982,5.42668289,2.25898190,1.77692711,0.05406557,0.61643330,0.72673883,0.28793053,0.05027046,2.96316901
-5.27363682,5.41762564,2.23865944,1.77082588,0.05521790,0.60908235,0.73656865,0.27694346,0.05192086,2.96176522
-5.26763382,5.42059212,2.22575669,1.76990979,0.05624183,0.60215056,0.74674797,0.26711699,0.05369387,2.96802822
-5.26163082,5.43461234,2.22056003,1.77402548,0.05710333,0.59560463,0.75746135,0.25839475,0.05555548,2.98135333
-5.25562781,5.45863637,2.22330917,1.78297882,0.05777303,0.58939057,0.76892808,0.25070586,0.05746994,3.00108731
-5.24962481,5.49158410,2.23419772,1.79654977,0.05822724,0.58343840,0.78139371,0.24396906,0.05940079,3.02655645
-5.24362181,5.53238931,2.25337092,1.81450566,0.05844863,0.57766730,0.79511939,0.23809659,0.06131174,3.05709093
-5.23761881,5.58003571,2.28092001,1.83661206,0.05842678,0.57199104,0.81036920,0.23299783,0.06316761,3.09204426
-5.23161581,5.63358305,2.31687303,1.86264062,0.05815826,0.56632338,0.82739595,0.22858243,0.06493526,3.13080690
-5.22561281,5.69218223,2.36118218,1.89237339,0.05764661,0.56058306,0.84642599,0.22476291,0.06658433,3.17281329
-5.21960980,5.75507859,2.41370810,1.92560339,0.05690190,0.55469821,0.86764360,0.22145670,0.06808796,3.21754229
-5.21360680,5.82160388,2.47420183,1.96213144,0.05594010,0.54860991,0.89117570,0.21858749,0.06942330,3.26451125
-5.20760380,5.89115781,2.54228551,2.00175967,0.05478222,0.54227473,0.91707769,0.21608605,0.07057195,3.31326439
-5.20160080,5.96318087,2.61743317,2.04428216,0.05345327,0.53566609,0.94532107,0.21389039,0.07152014,3.36335683
-5.19559780,6.03712115,2.69895321,2.08947365,0.05198114,0.52877460,0.97578365,0.21194556,0.07225880,3.41433556
-5.18959480,6.11239775,2.78597423,2.13707731,0.05039538,0.52160718,1.00824304,0.21020298,0.07278339,3.46571938
-5.18359180,6.18836444,2.87743594,2.18679271,0.04872602,0.51418531,1.04237405,0.20861956,0.07309366,3.51697958
-5.17758879,6.26427666,2.97208685,2.23826529,0.04700241,0.50654234,1.07775024,0.20715675,0.07319319,3.56752342
-5.17158579,6.33926524,3.06848994,2.29107831,0.04525221,0.49872039,1.11385014,0.20577947,0.07308887,3.61668206
-5.16558279,6.41231955,3.16503741,2.34474856,0.04350054,0.49076679,1.15006791,0.20445529,0.07279026,3.66370472
-5.15957979,6.48228245,3.25997508,2.39872644,0.04176925,0.48273052,1.18572843,0.20315371,0.07230896,3.70775988
-5.15357679,6.54785820,3.35143623,2.45240106,0.04007649,0.47465884,1.22010623,0.20184579,0.07165791,3.74794435
-5.14757379,6.60763400,3.43748444,2.50511048,0.03843641,0.46659430,1.25244770,0.20050402,0.07085081,3.78330022
-5.14157079,6.66011446,3.51616393,2.55615695,0.03685913,0.45857244,1.28199559,0.19910258,0.06990146,3.81283898
-5.13556778,6.70376763,3.58555585,2.60482653,0.03535088,0.45062015,1.30801482,0.19761786,0.06882336,3.83557192
-5.12956478,6.73708003,3.64383787,2.65041224,0.03391430,0.44275493,1.32981841,0.19602917,0.06762923,3.85054506
-5.12356178,6.75861777,3.68934470,2.69223956,0.03254893,0.43498500,1.34679231,0.19431972,0.06633081,3.85687664
-5.11755878,6.76708993,3.72062647,2.72969283,0.03125172,0.42731012,1.35841795,0.19247761,0.06493862,3.85379493
-5.11155578,6.76141055,3.73650207,2.76224107,0.03001769,0.41972327,1.36429138,0.19049683,0.06346198,3.84067407
-5.10555278,6.74075526,3.73610474,2.78946172,0.02884060,0.41221280,1.36413814,0.18837824,0.06190901,3.81706568
-5.09954977,6.70460917,3.71891759,2.81106095,0.02771354,0.40476506,1.35782303,0.18613023,0.06028674,3.78272421
-5.09354677,6.65280299,3.68479688,2.82688920,0.02662956,0.39736719,1.34535450,0.18376932,0.05860136,3.73762454
-5.08754377,6.58553531,3.63398213,2.83695118,0.02558223,0.39001004,1.32688327,0.18132032,0.05685836,3.68197058
-5.08154077,6.50337963,3.56709212,2.84140970,0.02456602,0.38269090,1.30269560,0.17881628,0.05506283,3.61619458
-5.07553777,6.40727596,3.48510733,2.84058309,0.02357670,0.37541597,1.27320141,0.17629806,0.05321972,3.54094694
-5.06953477,6.29850754,3.38933937,2.83493650,0.02261155,0.36820240,1.23891811,0.17381366,0.05133397,3.45707749
-5.06353177,6.17866419,3.28138926,2.82506747,0.02166946,0.36107979,1.20045094,0.17141719,0.04941082,3.36560917
-5.05752876,6.04959457,3.16309649,2.81168673,0.02075098,0.35409111,1.15847097,0.16916764,0.04745586,3.26770584
-5.05152576,5.91334998,3.03648148,2.79559510,0.01985819,0.34729300,1.11369180,0.16712745,0.04547519,3.16463610
-5.04552276,5.77212289,2.90368419,2.77765784,0.01899456,0.34075542,1.06684616,0.16536091,0.04347545,3.05773503
-5.03951976,5.62818323,2.76690177,2.75877757,0.01816473,0.33456067,1.01866350,0.16393245,0.04146388,2.94836602
-5.03351676,5.48381548,2.62832793,2.73986693,0.01737416,0.32880184,0.96984943,0.16290485,0.03944822,2.83788446
-5.02751376,5.34125920,2.49009668,2.72182211,0.01662884,0.32358074,0.92106793,0.16233742,0.03743670,2.72760493
-5.02151076,5.20265527,2.35423238,2.70549810,0.01593494,0.31900537,0.87292678,0.16228415,0.03543797,2.61877326
-5.01550775,5.06999947,2.22260802,2.69168639,0.01529848,0.31518702,0.82596667,0.16279192,0.03346095,2.51254421
-5.00950475,4.94510450,2.09691269,2.68109566,0.01472494,0.31223712,0.78065397,0.16389868,0.03151474,2.40996531
-5.00350175,4.82957103,1.97862900,2.67433564,0.01421900,0.31026395,0.73737728,0.16563184,0.02960851,2.31196701
-4.99749875,4.72476776,1.86902056,2.67190441,0.01378425,0.30936925,0.69644732,0.16800664,0.02775139,2.21935871
-4.99149575,4.63182021,1.76912914,2.67417908,0.01342296,0.30964504,0.65809983,0.17102487,0.02595233,2.13283018
-4.98549275,4.55160774,1.67978082,2.68140980,0.01313594,0.31117054,0.62250098,0.17467369,0.02422002,2.05295771
-4.97948974,4.48476780,1.60160004,2.69371693,0.01292238,0.31400962,0.58975468,0.17892488,0.02256279,1.98021387
-4.97348674,4.43170677,1.53503038,2.71109142,0.01277986,0.31820872,0.55991123,0.18373443,0.02098856,1.91498016
-4.96748374,4.39261657,1.48036046,2.73339817,0.01270434,0.32379542,0.53297681,0.18904269,0.01950475,1.85756150
-4.96148074,4.36749621,1.43775370,2.76038239,0.01269029,0.33077792,0.50892316,0.19477504,0.01811825,1.80820183
-4.95547774,4.35617767,1.40728030,2.79167896,0.01273079,0.33914535,0.48769711,0.20084317,0.01683541,1.76710001
-4.94947474,4.35835549,1.38895002,2.82682479,0.01281778,0.34886912,0.46922962,0.20714712,0.01566200,1.73442544
-4.94347174,4.37361940,1.38274436,2.86527408,0.01294235,0.35990525,0.45344391,0.21357794,0.01460330,1.71033289
-4.93746873,4.40148945,1.38864698,2.90641632,0.01309498,0.37219768,0.44026269,0.22002101,0.01366407,1.69497613
-4.93146573,4.44145269,1.40667099,2.94959690,0.01326594,0.38568248,0.42961416,0.22636000,0.01284863,1.68852008
-4.92546273,4.49300056,1.43688223,2.99413981,0.01344564,0.40029273,0.42143679,0.23248121,0.01216100,1.69115101
-4.91945973,4.55566583,1.47941750,3.03937182,0.01362495,0.41596396,0.41568285,0.23827837,0.01160492,1.70308467
-4.91345673,4.62905757,1.53449706,3.08464743,0.01379558,0.43263971,0.41232071,0.24365744,0.01118402,1.72457193
-4.90745373,4.71289276,1.60243056,3.12937368,0.01395041,0.45027706,0.41133584,0.24854134,0.01090193,1.75590168
-4.90145073,4.80702273,1.68361622,3.17303353,0.01408374,0.46885161,0.41273060,0.25287442,0.01076242,1.79740064
-4.89544772,4.91145272,1.77853268,3.21520700,0.01419154,0.48836168,0.41652293,0.25662621,0.01076949,1.84942984
-4.88944472,5.02635308,1.88772368,3.25558866,0.01427162,0.50883125,0.42274379,0.25979444,0.01092751,1.91237749
-4.88344172,5.15206047,2.01177566,3.29400054,0.01432369,0.53031143,0.43143371,0.26240698,0.01124127,1.98664812
-4.87743872,5.28906831,2.15128879,3.33039968,0.01434937,0.55288015,0.44263830,0.26452257,0.01171606,2.07264800
-4.87143572,5.43800579,2.30684215,3.36487947,0.01435217,0.57663988,0.45640303,0.26623022,0.01235764,2.17076691
-4.86543272,5.59960544,2.47895412,3.39766472,0.01433729,0.60171337,0.47276728,0.26764721,0.01317220,2.28135674
-4.85942971,5.77466011,2.66803927,3.42910036,0.01431144,0.62823737,0.49175800,0.26891575,0.01416625,2.40470732
-4.85342671,5.96397045,2.87436331,3.45963413,0.01428251,0.65635457,0.51338312,0.27019823,0.01534644,2.54102026
-4.84742371,6.16828503,3.09799789,3.48979409,0.01425933,0.68620398,0.53762498,0.27167144,0.01671930,2.69038176
-4.84142071,6.38823531,3.33877693,3.52016196,0.01425122,0.71791009,0.56443410,0.27351980,0.01829096,2.85273545
-4.83541771,6.62426858,3.59625664,3.55134347,0.01426763,0.75157146,0.59372348,0.27592784,0.02006673,3.02785625
-4.82941471,6.87658167,3.86968095,3.58393726,0.01431775,0.78724904,0.62536375,0.27907244,0.02205073,3.21532669
-4.82341171,7.14505888,4.15795410,3.61850370,0.01441014,0.82495501,0.65917953,0.28311489,0.02424536,3.41451657
-4.81740870,7.42921696,4.45962200,3.65553507,0.01455235,0.86464265,0.69494697,0.28819334,0.02665087,3.62456722
-4.81140570,7.72816009,4.77286350,3.69542854,0.01475058,0.90619784,0.73239289,0.29441581,0.02926483,3.84438115
-4.80540270,8.04054720,5.09549262,3.73846284,0.01500947,0.94943270,0.77119548,0.30185420,0.03208161,4.07261791
-4.79939970,8.36457347,5.42497208,3.78477968,0.01533183,0.99408182,0.81098664,0.31053942,0.03509200,4.30769651
-4.79339670,8.69796722,5.75843819,3.83437038,0.01571853,1.03980146,0.85135597,0.32045802,0.03828277,4.54780481
-4.78739370,9.03800285,6.09273694,3.88706807,0.01616839,1.08617184,0.89185626,0.33155039,0.04163641,4.79091575
-4.78139070,9.38152972,6.42447029,3.94254545,0.01667823,1.13270260,0.93201038,0.34371062,0.04513091,5.03481031
-4.77538769,9.72501625,6.75005154,4.00031793,0.01724287,1.17884146,0.97131935,0.35678813,0.04873972,5.27710661
-4.76938469,10.06460812,7.06576852,4.05975176,0.01785531,1.22398559,1.00927132,0.37059093,0.05243183,5.51529477
-4.76338169,10.39619881,7.36785253,4.12007659,0.01850694,1.26749561,1.04535126,0.38489047,0.05617205,5.74677641
-4.75737869,10.71551044,7.65255146,4.18040195,0.01918773,1.30871147,1.07905100,0.39942783,0.05992141,5.96890837
-4.75137569,11.01818267,7.91620474,4.23973699,0.01988659,1.34696983,1.10987938,0.41392118,0.06363777,6.17904923
-4.74537269,11.29986707,8.15531841,4.29701281,0.02059168,1.38162209,1.13737217,0.42807402,0.06727657,6.37460803
-4.73936968,11.55632449,8.36663796,4.35110696,0.02129079,1.41205262,1.16110165,0.44158408,0.07079174,6.55309386
-4.73336668,11.78352280,8.54721727,4.40086951,0.02197169,1.43769621,1.18068538,0.45415248,0.07413674,6.71216544
-4.72736368,11.97773254,8.69448176,4.44515014,0.02262254,1.45805443,1.19579422,0.46549279,0.07726568,6.84967962
-4.72136068,12.13561784,8.80628418,4.48282596,0.02323226,1.47270996,1.20615921,0.47533978,0.08013448,6.96373760
-4.71535768,12.25432052,8.88095175,4.51282943,0.02379084,1.48133868,1.21157726,0.48345738,0.08270215,7.05272799
-4.70935468,12.33153492,8.91732350,4.53417596,0.02428972,1.48371895,1.21191556,0.48964577,0.08493188,7.11536543
-4.70335168,12.36557156,8.91477698,4.54599069,0.02472200,1.47973785,1.20711453,0.49374713,0.08679218,7.15072396
-4.69734867,12.35540767,8.87324364,4.54753364,0.02508267,1.46939422,1.19718941,0.49565013,0.08825786,7.15826387
-4.69134567,12.30072303,8.79321282,4.53822278,0.02536877,1.45279853,1.18223024,0.49529278,0.08931080,7.13785120
-4.68534267,12.20191968,8.67572395,4.51765404,0.02557945,1.43016958,1.16240044,0.49266370,0.08994059,7.08976900
-4.67933967,12.06012449,8.52234736,4.48561756,0.02571598,1.40182832,1.13793382,0.48780173,0.09014487,7.01471951
-4.67333667,11.87717390,8.33515416,4.44210938,0.02578165,1.36818902,1.10913022,0.48079398,0.08992943,6.91381681
-4.66733367,11.65558064,8.11667567,4.38733780,0.02578163,1.32974823,1.07634975,0.47177233,0.08930803,6.78856953
-4.66133067,11.39848271,7.86985354,4.32172384,0.02572272,1.28707183,1.04000577,0.46090863,0.08830198,6.64085358
-4.65532766,11.10957549,7.59798155,4.24589529,0.02561310,1.24078082,1.00055674,0.44840872,0.08693943,6.47287518
-4.64932466,10.79302840,7.30464056,4.16067426,0.02546191,1.19153609,0.95849716,0.43450551,0.08525446,6.28712489
-4.64332166,10.45338823,6.99362799,4.06705819,0.02527896,1.14002286,0.91434773,0.41945148,0.08328593,6.08632346
