energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-6.00000000,1.15213016,0.00503072,0.13928008,0.62524848,0.00000000,1.07473648,0.42762704,0.50901975,0.00000000
-5.99399700,1.13853672,0.00529993,0.13810354,0.61166250,0.00000000,1.04950518,0.42705538,0.49331464,0.00000000
-5.98799400,1.12799661,0.00560508,0.13736012,0.59789323,0.00000000,1.02624497,0.42826341,0.47777557,0.00000000
-5.98199100,1.12112463,0.00594621,0.13709515,0.58428316,0.00000000,1.00531590,0.43158476,0.46265989,0.00000000
-5.97598799,1.11851787,0.00632266,0.13734913,0.57117356,0.00000000,0.98706097,0.43734591,0.44823117,0.00000000
-5.96998499,1.12072309,0.00673302,0.13815433,0.55888944,0.00000000,0.97178292,0.44585031,0.43474645,0.00000000
-5.96398199,1.12820490,0.00717505,0.13953172,0.54772556,0.00000000,0.95972208,0.45736245,0.42244392,0.00000000
-5.95797899,1.14131643,0.00764568,0.14148828,0.53793426,0.00000000,0.95103684,0.47209241,0.41153142,0.00000000
-5.95197599,1.16027410,0.00814096,0.14401498,0.52971569,0.00000000,0.94578771,0.49018178,0.40217656,0.00000000
-5.94597299,1.18513767,0.00865624,0.14708546,0.52321110,0.00000000,0.94392618,0.51169148,0.39449878,0.00000000
-5.93996998,1.21579677,0.00918615,0.15065558,0.51849919,0.00000000,0.94528894,0.53659219,0.38856392,0.00000000
-5.93396698,1.25196456,0.00972487,0.15466391,0.51559587,0.00000000,0.94959797,0.56475780,0.38438128,0.00000000
-5.92796398,1.29317906,0.01026624,0.15903301,0.51445730,0.00000000,0.95646648,0.59596238,0.38190355,0.00000000
-5.92196098,1.33881204,0.01080399,0.16367170,0.51498586,0.00000000,0.96541058,0.62988086,0.38102935,0.00000000
-5.91595798,1.38808524,0.01133204,0.16847806,0.51703867,0.00000000,0.97586598,0.66609358,0.38160829,0.00000000
-5.90995498,1.44009332,0.01184464,0.17334298,0.52043817,0.00000000,0.98720911,0.70409466,0.38344827,0.00000000
-5.90395198,1.49383253,0.01233671,0.17815436,0.52498408,0.00000000,0.99878150,0.74330400,0.38632460,0.00000000
-5.89794897,1.54823398,0.01280398,0.18280148,0.53046607,0.00000000,1.00991636,0.78308250,0.38999059,0.00000000
-5.89194597,1.60220007,0.01324322,0.18717948,0.53667640,0.00000000,1.01996604,0.82275013,0.39418890,0.00000000
-5.88594297,1.65464258,0.01365234,0.19119383,0.54342206,0.00000000,1.02832921,0.86160605,0.39866340,0.00000000
-5.87993997,1.70452095,0.01403048,0.19476439,0.55053560,0.00000000,1.03447646,0.89895018,0.40317072,0.00000000
-5.87393697,1.75087908,0.01437802,0.19782906,0.55788434,0.00000000,1.03797328,0.93410534,0.40749133,0.00000000
-5.86793397,1.79287926,0.01469652,0.20034676,0.56537761,0.00000000,1.03849930,0.96643906,0.41143936,0.00000000
-5.86193097,1.82983183,0.01498859,0.20229972,0.57297161,0.00000000,1.03586329,0.99538438,0.41487104,0.00000000
-5.85592796,1.86121963,0.01525771,0.20369481,0.58067208,0.00000000,1.03001303,1.02045855,0.41769133,0.00000000
-5.84992496,1.88671608,0.01550799,0.20456408,0.58853455,0.00000000,1.02104000,1.04127914,0.41985845,0.00000000
-5.84392196,1.90619651,0.01574386,0.20496435,0.59666247,0.00000000,1.00917857,1.05757677,0.42138635,0.00000000
-5.83791896,1.91974230,0.01596976,0.20497582,0.60520340,0.00000000,0.99479995,1.06920397,0.42234483,0.00000000
-5.83191596,1.92763779,0.01618984,0.20469999,0.61434354,0.00000000,0.97840110,1.07613992,0.42285757,0.00000000
-5.82591296,1.93036024,0.01640762,0.20425664,0.62430090,0.00000000,0.96058920,1.07849083,0.42309796,0.00000000
-5.81990995,1.92856319,0.01662572,0.20378029,0.63531747,0.00000000,0.94206219,1.07648597,0.42328305,0.00000000
-5.81390695,1.92305403,0.01684561,0.20341599,0.64765072,0.00000000,0.92358622,1.07046960,0.42366572,0.00000000
-5.80790395,1.91476660,0.01706743,0.20331476,0.66156457,0.00000000,0.90597073,1.06088914,0.42452551,0.00000000
-5.80190095,1.90472974,0.01728988,0.20362867,0.67732024,0.00000000,0.89004208,1.04827995,0.42615819,0.00000000
-5.79589795,1.89403291,0.01751022,0.20450587,0.69516703,0.00000000,0.87661655,1.03324758,0.42886461,0.00000000
-5.78989495,1.88379004,0.01772430,0.20608549,0.71533322,0.00000000,0.86647354,1.01644785,0.43293900,0.00000000
-5.78389195,1.87510258,0.01792672,0.20849272,0.73801716,0.00000000,0.86032989,0.99856573,0.43865727,0.00000000
-5.77788894,1.86902308,0.01811106,0.21183419,0.76337870,0.00000000,0.85881587,0.98029368,0.44626544,0.00000000
-5.77188594,1.86652009,0.01827016,0.21619369,0.79153102,0.00000000,0.86245375,0.96231012,0.45596868,0.00000000
-5.76588294,1.86844558,0.01839645,0.22162839,0.82253298,0.00000000,0.87163943,0.94525880,0.46792136,0.00000000
-5.75987994,1.87550566,0.01848233,0.22816579,0.85638213,0.00000000,0.88662776,0.92972968,0.48221825,0.00000000
-5.75387694,1.88823553,0.01852054,0.23580138,0.89300860,0.00000000,0.90752184,0.91624179,0.49888738,0.00000000
-5.74787394,1.90697922,0.01850456,0.24449715,0.93227014,0.00000000,0.93426687,0.90522862,0.51788464,0.00000000
-5.74187094,1.93187489,0.01842894,0.25418113,0.97394853,0.00000000,0.96664856,0.89702635,0.53909056,0.00000000
-5.73586793,1.96284613,0.01828956,0.26474781,1.01774769,0.00000000,1.00429633,0.89186521,0.56230931,0.00000000
-5.72986493,1.99959951,0.01808395,0.27605982,1.06329384,0.00000000,1.04669123,0.88986412,0.58727019,0.00000000
-5.72386193,2.04162870,0.01781134,0.28795049,1.11013799,0.00000000,1.09317841,0.89102868,0.61363154,0.00000000
-5.71785893,2.08822510,0.01747285,0.30022756,1.15776086,0.00000000,1.14298384,0.89525252,0.64098721,0.00000000
-5.71185593,2.13849478,0.01707139,0.31267784,1.20558052,0.00000000,1.19523468,0.90232187,0.66887537,0.00000000
-5.70585293,2.19138142,0.01661162,0.32507263,1.25296269,0.00000000,1.24898283,0.91192321,0.69678961,0.00000000
-5.69984992,2.24569449,0.01609976,0.33717393,1.29923352,0.00000000,1.30323078,0.92365359,0.72419184,0.00000000
-5.69384692,2.30014203,0.01554337,0.34874106,1.34369460,0.00000000,1.35695884,0.93703354,0.75052680,0.00000000
-5.68784392,2.35336687,0.01495108,0.35953751,1.38563981,0.00000000,1.40915292,0.95152189,0.77523759,0.00000000
-5.68184092,2.40398517,0.01433222,0.36933780,1.42437329,0.00000000,1.45883162,0.96653221,0.79778169,0.00000000
-5.67583792,2.45062594,0.01369651,0.37793399,1.45922796,0.00000000,1.50507180,0.98145027,0.81764689,0.00000000
-5.66983492,2.49197010,0.01305374,0.38514169,1.48958382,0.00000000,1.54703159,0.99565211,0.83436653,0.00000000
-5.66383192,2.52678786,0.01241335,0.39080516,1.51488512,0.00000000,1.58396997,1.00852197,0.84753338,0.00000000
-5.65782891,2.55397273,0.01178422,0.39480148,1.53465575,0.00000000,1.61526222,1.01946974,0.85681166,0.00000000
-5.65182591,2.57257136,0.01117433,0.39704341,1.54851209,0.00000000,1.64041079,1.02794726,0.86194660,0.00000000
-5.64582291,2.58180779,0.01059056,0.39748102,1.55617274,0.00000000,1.65905131,1.03346305,0.86277131,0.00000000
-5.63981991,2.58110161,0.01003853,0.39610193,1.55746477,0.00000000,1.67095360,1.03559504,0.85921055,0.00000000
-5.63381691,2.57007935,0.00952248,0.39293019,1.55232621,0.00000000,1.67601816,1.03400095,0.85128131,0.00000000
-5.62781391,2.54857904,0.00904523,0.38802400,1.54080476,0.00000000,1.67426834,1.02842602,0.83909029,0.00000000
-5.62181091,2.51664798,0.00860816,0.38147225,1.52305298,0.00000000,1.66583906,1.01870811,0.82282845,0.00000000
-5.61580790,2.47453428,0.00821131,0.37339026,1.49932023,0.00000000,1.65096279,1.00477983,0.80276291,0.00000000
-5.60980490,2.42267276,0.00785347,0.36391487,1.46994197,0.00000000,1.62995378,0.98666811,0.77922668,0.00000000
-5.60380190,2.36166627,0.00753230,0.35319912,1.43532708,0.00000000,1.60319146,0.96449113,0.75260680,0.00000000
-5.59779890,2.29226342,0.00724454,0.34140692,1.39594380,0.00000000,1.57110406,0.93845296,0.72333143,0.00000000
-5.59179590,2.21533407,0.00698621,0.32870775,1.35230523,0.00000000,1.53415310,0.90883624,0.69185658,0.00000000
-5.58579290,2.13184363,0.00675279,0.31527193,1.30495495,0.00000000,1.49281970,0.87599339,0.65865305,0.00000000
-5.57978989,2.04282753,0.00653946,0.30126625,1.25445342,0.00000000,1.44759305,0.84033669,0.62419415,0.00000000
-5.57378689,1.94936673,0.00634132,0.28685054,1.20136578,0.00000000,1.39896157,0.80232768,0.58894476,0.00000000
-5.56778389,1.85256545,0.00615355,0.27217488,1.14625132,0.00000000,1.34740660,0.76246656,0.55335200,0.00000000
-5.56178089,1.75353152,0.00597163,0.25737771,1.08965496,0.00000000,1.29339887,0.72128175,0.51783794,0.00000000
-5.55577789,1.65336019,0.00579149,0.24258477,1.03210077,0.00000000,1.23739721,0.67932028,0.48279433,0.00000000
-5.54977489,1.55312145,0.00560961,0.22790874,0.97408751,0.00000000,1.17984923,0.63713918,0.44857954,0.00000000
-5.54377189,1.45385103,0.00542317,0.21344956,0.91608600,0.00000000,1.12119341,0.59529822,0.41551749,0.00000000
-5.53776888,1.35654494,0.00523006,0.19929520,0.85853813,0.00000000,1.06186208,0.55435424,0.38389845,0.00000000
-5.53176588,1.26215722,0.00502898,0.18552286,0.80185699,0.00000000,1.00228463,0.51485706,0.35398145,0.00000000
-5.52576288,1.17160057,0.00481938,0.17220033,0.74642802,0.00000000,0.94289055,0.47734701,0.32599790,0.00000000
-5.51975988,1.08574907,0.00460148,0.15938747,0.69261067,0.00000000,0.88411170,0.44235414,0.30015606,0.00000000
-5.51375688,1.00544264,0.00437622,0.14713757,0.64074015,0.00000000,0.82638357,0.41039860,0.27664603,0.00000000
-5.50775388,0.93149234,0.00414518,0.13549867,0.59112928,0.00000000,0.77014526,0.38199228,0.25564476,0.00000000
-5.50175088,0.86468593,0.00391050,0.12451448,0.54406984,0.00000000,0.71583808,0.35764109,0.23732082,0.00000000
-5.49574787,0.80579298,0.00367476,0.11422522,0.49983354,0.00000000,0.66390269,0.33784762,0.22183846,0.00000000
