energy_ev,total_up,Bi_p_up,Bi_d_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-5.52576288,1.00743208,0.65539419,0.00289326,0.00000210,0.19524387,0.51881219,0.37231190
-5.51975988,0.98160018,0.63915225,0.00283316,0.00000204,0.19126330,0.50474664,0.36175566
-5.51375688,0.95023861,0.61920407,0.00275673,0.00000215,0.18608530,0.48793663,0.34928688
-5.50775388,0.91392232,0.59592984,0.00266546,0.00000246,0.17980713,0.46866936,0.33512610
-5.50175088,0.87332725,0.56977488,0.00256125,0.00000300,0.17255030,0.44728185,0.31952728
-5.49574787,0.82921157,0.54123729,0.00244638,0.00000380,0.16445625,0.42415113,0.30277138
-5.48974487,0.78239550,0.51085466,0.00232350,0.00000494,0.15568172,0.39968361,0.28515946
-5.48374187,0.73374076,0.47919050,0.00219549,0.00000650,0.14639382,0.37430443,0.26700585
-5.47773887,0.68413057,0.44682089,0.00206546,0.00000858,0.13676514,0.34844690,0.24863151
-5.47173587,0.63445102,0.41432196,0.00193669,0.00001131,0.12696909,0.32254282,0.23035798
-5.46573287,0.58557453,0.38225883,0.00181259,0.00001486,0.11717561,0.29701377,0.21250218
-5.45972986,0.53834605,0.35117609,0.00169663,0.00001942,0.10754743,0.27226383,0.19537216
-5.45372686,0.49357228,0.32159044,0.00159237,0.00002522,0.09823694,0.24867382,0.17926396
-5.44772386,0.45201407,0.29398528,0.00150343,0.00003255,0.08938380,0.22659724,0.16445958
-5.44172086,0.41438195,0.26880740,0.00143347,0.00004173,0.08111319,0.20635778,0.15122606
-5.43571786,0.38133447,0.24646556,0.00138618,0.00005314,0.07353481,0.18824838,0.13981549
-5.42971486,0.35347883,0.22733067,0.00136534,0.00006720,0.06674246,0.17253153,0.13046573
-5.42371186,0.33137332,0.21173718,0.00137476,0.00008439,0.06081408,0.15944064,0.12340173
-5.41770885,0.31553060,0.19998518,0.00141834,0.00010525,0.05581232,0.14918202,0.11883695
-5.41170585,0.30642122,0.19234285,0.00150002,0.00013035,0.05178523,0.14193719,0.11697472
-5.40570285,0.30447643,0.18904862,0.00162377,0.00016031,0.04876721,0.13786506,0.11800918
-5.39969985,0.31008961,0.19031263,0.00179359,0.00019579,0.04677992,0.13710374,0.12212543
-5.39369685,0.32361565,0.19631709,0.00201339,0.00023748,0.04583309,0.13977158,0.12949874
-5.38769385,0.34536765,0.20721527,0.00228698,0.00028603,0.04592518,0.14596718,0.14029251
-5.38169085,0.37561086,0.22312877,0.00261793,0.00034213,0.04704384,0.15576830,0.15465495
-5.37568784,0.41455351,0.24414324,0.00300946,0.00040639,0.04916608,0.16922952,0.17271429
-5.36968484,0.46233484,0.27030235,0.00346431,0.00047938,0.05225821,0.18637863,0.19457280
-5.36368184,0.51901068,0.30160050,0.00398454,0.00056156,0.05627561,0.20721206,0.22029951
-5.35767884,0.58453717,0.33797445,0.00457140,0.00065328,0.06116237,0.23168942,0.24992215
-5.35167584,0.65875358,0.37929442,0.00522516,0.00075473,0.06685083,0.25972746,0.28341849
-5.34567284,0.74136510,0.42535521,0.00594488,0.00086590,0.07326134,0.29119404,0.32070764
-5.33966983,0.83192696,0.47586813,0.00672834,0.00098660,0.08030202,0.32590238,0.36164174
-5.33366683,0.92983104,0.53045419,0.00757182,0.00111637,0.08786899,0.36360609,0.40599870
-5.32766383,1.03429617,0.58863954,0.00847005,0.00125450,0.09584686,0.40399564,0.45347646
-5.32166083,1.14436348,0.64985351,0.00941617,0.00140002,0.10410981,0.44669654,0.50368944
-5.31565783,1.25889764,0.71343009,0.01040171,0.00155168,0.11252314,0.49126973,0.55616758
-5.30965483,1.37659496,0.77861301,0.01141663,0.00170797,0.12094539,0.53721454,0.61035850
-5.30365183,1.49599881,0.84456488,0.01244951,0.00186712,0.12923106,0.58397437,0.66563297
-5.29764882,1.61552259,0.91038037,0.01348773,0.00202715,0.13723374,0.63094524,0.72129395
-5.29164582,1.73347997,0.97510323,0.01451770,0.00218590,0.14480970,0.67748707,0.77658917
-5.28564282,1.84812191,1.03774693,0.01552525,0.00234106,0.15182180,0.72293755,0.83072695
-5.27963982,1.95767926,1.09731817,0.01649600,0.00249027,0.15814341,0.76662824,0.88289501
-5.27363682,2.06040981,1.15284260,0.01741578,0.00263114,0.16366244,0.80790224,0.93228162
-5.26763382,2.15464783,1.20339170,0.01827108,0.00276137,0.16828505,0.84613298,0.97809833
-5.26163082,2.23885429,1.24810988,0.01904953,0.00287877,0.17193899,0.88074327,1.01960356
-5.25562781,2.31166555,1.28624056,0.01974037,0.00298136,0.17457634,0.91122380,1.05612580
-5.24962481,2.37193839,1.31715010,0.02033481,0.00306746,0.17617556,0.93715029,1.08708574
-5.24362181,2.41878928,1.34034851,0.02082646,0.00313571,0.17674260,0.95819847,1.11201600
-5.23761881,2.45162589,1.35550588,0.02121156,0.00318514,0.17631117,0.97415605,1.13057775
-5.23161581,2.47016922,1.36246386,0.02148922,0.00321521,0.17494190,0.98493119,1.14257323
-5.22561281,2.47446519,1.36124135,0.02166149,0.00322581,0.17272063,0.99055673,1.14795345
-5.21960980,2.46488472,1.35203424,0.02173333,0.00321733,0.16975562,0.99119004,1.14682083
-5.21360680,2.44211214,1.33520899,0.02171250,0.00319055,0.16617403,0.98710816,1.13942616
-5.20760380,2.40712226,1.31129035,0.02160927,0.00314671,0.16211761,0.97869853,1.12616031
-5.20160080,2.36114671,1.28094355,0.02143605,0.00308740,0.15773783,0.96644529,1.10754061
-5.19559780,2.30563108,1.24495181,0.02120694,0.00301454,0.15319070,0.95091197,1.08419263
-5.18959480,2.24218456,1.20419006,0.02093721,0.00293029,0.14863138,0.93272090,1.05682806
-5.18359180,2.17252411,1.15959597,0.02064265,0.00283698,0.14420886,0.91253054,1.02621966
-5.17758879,2.09841571,1.11213954,0.02033897,0.00273703,0.14006095,0.89101137,0.99317428
-5.17158579,2.02161506,1.06279244,0.02004120,0.00263287,0.13630971,0.86882154,0.95850526
-5.16558279,1.94381037,1.01249845,0.01976304,0.00252685,0.13305756,0.84658331,0.92300532
-5.15957979,1.86656955,0.96214617,0.01951634,0.00242115,0.13038419,0.82486133,0.88742118
-5.15357679,1.79129403,0.91254498,0.01931066,0.00231775,0.12834440,0.80414357,0.85243091
-5.14757379,1.71918111,0.86440521,0.01915287,0.00221835,0.12696696,0.78482600,0.81862507
-5.14157079,1.65119607,0.81832309,0.01904694,0.00212432,0.12625455,0.76720140,0.78649222
-5.13556778,1.58805516,0.77477104,0.01899381,0.00203671,0.12618468,0.75145293,0.75640948
-5.12956478,1.53021980,0.73409327,0.01899147,0.00195619,0.12671173,0.73765263,0.72863829
-5.12356178,1.47790176,0.69650682,0.01903508,0.00188311,0.12776976,0.72576496,0.70332542
-5.11755878,1.43107883,0.66210749,0.01911730,0.00181748,0.12927624,0.71565489,0.68050894
-5.11155578,1.38951976,0.63088035,0.01922868,0.00175902,0.13113638,0.70710040,0.66012877
-5.10555278,1.35281693,0.60271385,0.01935819,0.00170722,0.13324786,0.69980847,0.64204095
-5.09954977,1.32042491,0.57741700,0.01949379,0.00166136,0.13550584,0.69343386,0.62603494
-5.09354677,1.29170281,0.55473827,0.01962302,0.00162063,0.13780801,0.68759967,0.61185281
-5.08754377,1.26595832,0.53438558,0.01973366,0.00158415,0.14005936,0.68191868,0.59920947
-5.08154077,1.24249100,0.51604620,0.01981432,0.00155104,0.14217665,0.67601439,0.58781261
-5.07553777,1.22063305,0.49940564,0.01985496,0.00152051,0.14409213,0.66954081,0.57738164
-5.06953477,1.19978542,0.48416479,0.01984742,0.00149194,0.14575656,0.66219994,0.56766450
-5.06353177,1.17944778,0.47005454,0.01978576,0.00146489,0.14714127,0.65375632,0.55845163
-5.05752876,1.15924122,0.45684737,0.01966652,0.00143920,0.14823915,0.64404791,0.54958656
-5.05152576,1.13892280,0.44436566,0.01948886,0.00141501,0.14906466,0.63299298,0.54097262
-5.04552276,1.11839163,0.43248635,0.01925452,0.00139282,0.14965267,0.62059269,0.53257572
-5.03951976,1.09768677,0.42114225,0.01896776,0.00137349,0.15005628,0.60692958,0.52442316
-5.03351676,1.07697727,0.41032002,0.01863501,0.00135833,0.15034382,0.59216210,0.51659879
-5.02751376,1.05654556,0.40005527,0.01826463,0.00134904,0.15059496,0.57651568,0.50923492
-5.02151076,1.03676532,0.39042532,0.01786635,0.00134778,0.15089638,0.56027095,0.50250170
-5.01550775,1.01807534,0.38154016,0.01745088,0.00135714,0.15133695,0.54374988,0.49659465
-5.00950475,1.00095127,0.37353226,0.01702932,0.00138019,0.15200296,0.52730066,0.49172111
-5.00350175,0.98587665,0.36654598,0.01661266,0.00142041,0.15297337,0.51128215,0.48808659
-4.99749875,0.97331523,0.36072721,0.01621128,0.00148172,0.15431554,0.49604876,0.48588176
-4.99149575,0.96368591,0.35621381,0.01583450,0.00156845,0.15608150,0.48193647,0.48527085
-4.98549275,0.95734172,0.35312742,0.01549021,0.00168532,0.15830512,0.46925081,0.48638212
-4.97948974,0.95455386,0.35156695,0.01518459,0.00183736,0.16100011,0.45825704,0.48930096
-4.97348674,0.95550146,0.35160426,0.01492194,0.00202988,0.16415922,0.44917310,0.49406589
-4.96748374,0.96026742,0.35328180,0.01470459,0.00226838,0.16775440,0.44216548,0.50066757
-4.96148074,0.96884024,0.35661253,0.01453299,0.00255844,0.17173808,0.43734784,0.50905098
-4.95547774,0.98112152,0.36158188,0.01440579,0.00290561,0.17604551,0.43478249,0.51912030
-4.94947474,0.99693827,0.36815137,0.01432016,0.00331525,0.18059785,0.43448410,0.53074625
-4.94347174,1.01605927,0.37626376,0.01427205,0.00379236,0.18530602,0.43642553,0.54377540
-4.93746873,1.03821408,0.38584916,0.01425660,0.00434137,0.19007500,0.44054510,0.55804074
-4.93146573,1.06311357,0.39683169,0.01426854,0.00496595,0.19480840,0.44675474,0.57337285
-4.92546273,1.09047072,0.40913630,0.01430262,0.00566873,0.19941294,0.45494866,0.58961105
-4.91945973,1.12002028,0.42269518,0.01435401,0.00645111,0.20380278,0.46501183,0.60661383
-4.91345673,1.15153629,0.43745350,0.01441873,0.00731301,0.20790334,0.47682797,0.62426785
-4.90745373,1.18484661,0.45337417,0.01449395,0.00825262,0.21165448,0.49028667,0.64249527
-4.90145073,1.21984356,0.47044127,0.01457827,0.00926626,0.21501290,0.50528932,0.66125872
-4.89544772,1.25649046,0.48866212,0.01467192,0.01034819,0.21795367,0.52175382,0.68056399
-4.88944472,1.29482372,0.50806797,0.01477685,0.01149054,0.22047081,0.53961797,0.70046002
-4.88344172,1.33495075,0.52871324,0.01489675,0.01268324,0.22257705,0.55884157,0.72103659
-4.87743872,1.37704375,0.55067349,0.01503697,0.01391413,0.22430265,0.57940741,0.74241954
-4.87143572,1.42133009,0.57404225,0.01520433,0.01516902,0.22569357,0.60132128,0.76476406
-4.86543272,1.46807967,0.59892696,0.01540689,0.01643196,0.22680900,0.62461116,0.78824626
-4.85942971,1.51759005,0.62544406,0.01565361,0.01768551,0.22771853,0.64932572,0.81305344
-4.85342671,1.57016991,0.65371359,0.01595395,0.01891116,0.22849892,0.67553231,0.83937349
-4.84742371,1.62612150,0.68385327,0.01631745,0.02008973,0.22923092,0.70331451,0.86738384
-4.84142071,1.68572269,0.71597238,0.01675326,0.02120193,0.22999601,0.73276906,0.89724026
-4.83541771,1.74920892,0.75016529,0.01726962,0.02222886,0.23087336,0.76400229,0.92906602
-4.82941471,1.81675571,0.78650492,0.01787344,0.02315263,0.23193702,0.79712589,0.96294152
-4.82341171,1.88846168,0.82503598,0.01856975,0.02395683,0.23325344,0.83225167,0.99889477
-4.81740870,1.96433275,0.86576811,0.01936134,0.02462710,0.23487937,0.86948545,1.03689296
-4.81140570,2.04426741,0.90866902,0.02024837,0.02515157,0.23686003,0.90891964,1.07683520
-4.80540270,2.12804354,0.95365763,0.02122801,0.02552122,0.23922775,0.95062471,1.11854682
-4.79939970,2.21530717,1.00059740,0.02229430,0.02573018,0.24200082,0.99463940,1.16177522
-4.79339670,2.30556331,1.04929016,0.02343793,0.02577587,0.24518267,1.04095999,1.20618770
-4.78739370,2.39816972,1.09947064,0.02464630,0.02565906,0.24876134,1.08952880,1.25137128
-4.78139070,2.49233387,1.15080209,0.02590359,0.02538379,0.25270913,1.14022257,1.29683481
-4.77538769,2.58711397,1.20287349,0.02719097,0.02495720,0.25698257,1.19284124,1.34201369
-4.76938469,2.68142450,1.25519874,0.02848700,0.02438921,0.26152256,1.24709789,1.38627710
-4.76338169,2.77404693,1.30721829,0.02976801,0.02369216,0.26625490,1.30261059,1.42893807
-4.75737869,2.86364600,1.35830356,0.03100876,0.02288037,0.27109105,1.35889717,1.46926634
-4.75137569,2.94879183,1.40776453,0.03218305,0.02196962,0.27592934,1.41537350,1.50650374
-4.74537269,3.02798778,1.45486062,0.03326450,0.02097665,0.28065654,1.47135604,1.53988211
-4.73936968,3.09970369,1.49881485,0.03422729,0.01991865,0.28514995,1.52606918,1.56864304
-4.73336668,3.16241394,1.53883107,0.03504702,0.01881276,0.28927989,1.57865764,1.59205919
-4.72736368,3.21463896,1.57411393,0.03570144,0.01767564,0.29291267,1.62820381,1.60945612
-4.72136068,3.25498914,1.60389086,0.03617125,0.01652304,0.29591398,1.67374991,1.62023417
-4.71535768,3.28220924,1.62743540,0.03644071,0.01536953,0.29815258,1.71432407,1.62388918
-4.70935468,3.29522144,1.64409087,0.03649821,0.01422822,0.29950422,1.74896973,1.62003130
-4.70335168,3.29316532,1.65329336,0.03633672,0.01311062,0.29985564,1.77677684,1.60840097
-4.69734867,3.27543246,1.65459296,0.03595398,0.01202650,0.29910849,1.79691381,1.58888112
-4.69134567,3.24169423,1.64767218,0.03535265,0.01098393,0.29718295,1.80865844,1.56150508
-4.68534267,3.19192111,1.63236071,0.03454019,0.00998927,0.29402097,1.81142653,1.52645962
-4.67933967,3.12639239,1.60864552,0.03352862,0.00904729,0.28958890,1.80479660,1.48408286
-4.67333667,3.04569571,1.57667591,0.03233413,0.00816130,0.28387929,1.78852952,1.43485714
-4.66733367,2.95071612,1.53676304,0.03097650,0.00733328,0.27691200,1.76258187,1.37939694
-4.66133067,2.84261517,1.48937399,0.02947848,0.00656409,0.26873421,1.72711245,1.31843251
-4.65532766,2.72280075,1.43512047,0.02786499,0.00585365,0.25941964,1.68248156,1.25278987
-4.64932466,2.59288927,1.37474273,0.02616242,0.00520108,0.24906679,1.62924283,1.18336804
-4.64332166,2.45466151,1.30908934,0.02439778,0.00460495,0.23779632,1.56812836,1.11111462
-4.63731866,2.31001460,1.23909393,0.02259793,0.00406335,0.22574781,1.50002759,1.03700068
-4.63131566,2.16091184,1.16574966,0.02078889,0.00357413,0.21307589,1.42596116,0.96199615
-4.62531266,2.00933284,1.09008291,0.01899517,0.00313497,0.19994602,1.34705094,0.88704673
-4.61930965,1.85722599,1.01312702,0.01723927,0.00274351,0.18653012,1.26448773,0.81305310
-4.61330665,1.70646510,0.93589747,0.01554125,0.00239746,0.17300224,1.17949818,0.74085334
-4.60730365,1.55881183,0.85936919,0.01391841,0.00209468,0.15953438,1.09331233,0.67120901
-4.60130065,1.41588517,0.78445710,0.01238517,0.00183327,0.14629284,1.00713325,0.60479526
-4.59529765,1.27913868,0.71200032,0.01095301,0.00161160,0.13343496,0.92211000,0.54219499
-4.58929465,1.14984594,0.64275044,0.00963053,0.00142842,0.12110664,0.83931473,0.48389716
-4.58329165,1.02909399,0.57736419,0.00842362,0.00128287,0.10944047,0.75972477,0.43029870
-4.57728864,0.91778447,0.51640022,0.00733572,0.00117456,0.09855466,0.68421005,0.38170973
-4.57128564,0.81664144,0.46031990,0.00636810,0.00110357,0.08855259,0.61352579,0.33836140
-4.56528264,0.72622478,0.40949152,0.00552020,0.00107053,0.07952314,0.54831044,0.30041575
-4.55927964,0.64694797,0.36419744,0.00479002,0.00107661,0.07154139,0.48908818,0.26797668
-4.55327664,0.57909856,0.32464342,0.00417445,0.00112353,0.06466992,0.43627541,0.24110150
-4.54727364,0.52286000,0.29096924,0.00366963,0.00121360,0.05896030,0.39019033,0.21981210
-4.54127064,0.47833325,0.26326005,0.00327123,0.00134965,0.05445466,0.35106464,0.20410527
-4.53526763,0.44555678,0.24155749,0.00297476,0.00153503,0.05118739,0.31905626,0.19396144
-4.52926463,0.42452379,0.22586995,0.00277573,0.00177355,0.04918650,0.29426223,0.18935147
-4.52326163,0.41519569,0.21618136,0.00266983,0.00206937,0.04847480,0.27673076,0.19024109
-4.51725863,0.41751094,0.21245801,0.00265306,0.00242696,0.04907061,0.26647157,0.19659287
-4.51125563,0.43138909,0.21465305,0.00272171,0.00285090,0.05098800,0.26346402,0.20836556
-4.50525263,0.45672961,0.22270845,0.00287235,0.00334577,0.05423647,0.26766235,0.22551097
-4.49924962,0.49340578,0.23655441,0.00310182,0.00391597,0.05882017,0.27899794,0.24796860
-4.49324662,0.54125420,0.25610629,0.00340707,0.00456553,0.06473646,0.29737840,0.27565836
-4.48724362,0.60006043,0.28125935,0.00378503,0.00529789,0.07197415,0.32268374,0.30847188
-4.48124062,0.66954197,0.31188174,0.00423245,0.00611570,0.08051135,0.35475985,0.34626297
-4.47523762,0.74932950,0.34780611,0.00474573,0.00702062,0.09031303,0.39340997,0.38883781
-4.46923462,0.83894794,0.38882058,0.00532077,0.00801306,0.10132861,0.43838473,0.43594554
-4.46323162,0.93779848,0.43465974,0.00595276,0.00909206,0.11348961,0.48937164,0.48727009
-4.45722861,1.04514315,0.48499622,0.00663608,0.01025508,0.12670759,0.54598484,0.54242358
-4.45122561,1.16009318,0.53943372,0.00736419,0.01149786,0.14087260,0.60775620,0.60094221
-4.44522261,1.28160243,0.59750201,0.00812956,0.01281436,0.15585222,0.67412850,0.66228488
-4.43921961,1.40846687,0.65865463,0.00892368,0.01419671,0.17149152,0.74445174,0.72583510
-4.43321661,1.53933085,0.72226956,0.00973707,0.01563520,0.18761380,0.81798312,0.79090629
-4.42721361,1.67270072,0.78765343,0.01055942,0.01711837,0.20402249,0.89389148,0.85675066
-4.42121061,1.80696580,0.85404934,0.01137970,0.01863315,0.22050403,0.97126647,0.92257140
-4.41520760,1.94042654,0.92064824,0.01218645,0.02016503,0.23683183,1.04913261,0.98753813
-4.40920460,2.07132908,0.98660388,0.01296795,0.02169829,0.25277117,1.12646818,1.05080492
-4.40320160,2.19790545,1.05105077,0.01371261,0.02321635,0.26808500,1.20222852,1.11153046
-4.39719860,2.31841786,1.11312472,0.01440925,0.02470205,0.28254039,1.27537316,1.16889962
-4.39119560,2.43120575,1.17198529,0.01504748,0.02613804,0.29591546,1.34489590,1.22214553
-4.38519260,2.53473353,1.22683927,0.01561805,0.02750719,0.30800651,1.40985665,1.27057139
-4.37918959,2.62763748,1.27696434,0.01611319,0.02879296,0.31863511,1.46941399,1.31357109
-4.37318659,2.70876958,1.32173192,0.01652693,0.02997983,0.32765474,1.52285695,1.35064789
-4.36718359,2.77723663,1.36062831,0.01685538,0.03105363,0.33495691,1.56963460,1.38143023
-4.36118059,2.83243294,1.39327317,0.01709696,0.03200194,0.34047630,1.60938231,1.40568415
-4.35517759,2.87406508,1.41943454,0.01725253,0.03281435,0.34419473,1.64194321,1.42332175
-4.34917459,2.90216766,1.43903975,0.01732548,0.03348275,0.34614391,1.66738389,1.43440525
-4.34317159,2.91710926,1.45218159,0.01732175,0.03400149,0.34640657,1.68600351,1.43914656
-4.33716858,2.91958816,1.45911955,0.01724968,0.03436755,0.34511618,1.69833564,1.43790221
-4.33116558,2.91061788,1.46027583,0.01711990,0.03458053,0.34245502,1.70514267,1.43116382
-4.32516258,2.89150285,1.45622627,0.01694504,0.03464268,0.33865077,1.70740268,1.41954447
-4.31915958,2.86380504,1.44768643,0.01673941,0.03455880,0.33397169,1.70628914,1.40376119
-4.31315658,2.82930250,1.43549323,0.01651858,0.03433606,0.32872048,1.70314396,1.38461444
-4.30715358,2.78994121,1.42058273,0.01629898,0.03398377,0.32322710,1.69944474,1.36296486
