energy_ev,total_up,B_p_up,B_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.65182591,0.67876350,0.29505499,0.00000000,0.00968843,0.01303470,0.21583447,0.45131554
-5.64582291,0.60337767,0.25795400,0.00000000,0.00841202,0.01527614,0.19320663,0.39702104
-5.63981991,0.53873391,0.22518417,0.00000000,0.00726154,0.01810054,0.17456133,0.34938801
-5.63381691,0.48482748,0.19665140,0.00000000,0.00623198,0.02158485,0.15990258,0.30832996
-5.62781391,0.44157488,0.17221968,0.00000000,0.00531716,0.02581096,0.14921728,0.27369720
-5.62181091,0.40883108,0.15172066,0.00000000,0.00451006,0.03086458,0.14248052,0.24528996
-5.61580790,0.38640399,0.13496235,0.00000000,0.00380308,0.03683367,0.13965959,0.22287016
-5.60980490,0.37406580,0.12173677,0.00000000,0.00318821,0.04380652,0.14071637,0.20617145
-5.60380190,0.37156058,0.11182626,0.00000000,0.00265734,0.05186939,0.14560811,0.19490721
-5.59779890,0.37860833,0.10500846,0.00000000,0.00220238,0.06110382,0.15428661,0.18877652
-5.59179590,0.39490545,0.10105996,0.00000000,0.00181544,0.07158363,0.16669589,0.18746806
-5.58579290,0.42012209,0.09975869,0.00000000,0.00148897,0.08337171,0.18276865,0.19066214
-5.57978989,0.45389696,0.10088516,0.00000000,0.00121586,0.09651676,0.20242168,0.19803111
-5.57378689,0.49583025,0.10422285,0.00000000,0.00098953,0.11105002,0.22555061,0.20923858
-5.56778389,0.54547557,0.10955783,0.00000000,0.00080396,0.12698218,0.25202452,0.22393778
-5.56178089,0.60233186,0.11667804,0.00000000,0.00065374,0.14430072,0.28168059,0.24176958
-5.55577789,0.66583607,0.12537228,0.00000000,0.00053409,0.16296759,0.31431946,0.26236073
-5.54977489,0.73535770,0.13542938,0.00000000,0.00044087,0.18291774,0.34970153,0.28532248
-5.54377189,0.81019577,0.14663753,0.00000000,0.00037056,0.20405830,0.38754468,0.31025039
-5.53776888,0.88957921,0.15878418,0.00000000,0.00032024,0.22626877,0.42752366,0.33672524
-5.53176588,0.97267077,0.17165641,0.00000000,0.00028760,0.24940210,0.46927145,0.36431559
-5.52576288,1.05857509,0.18504209,0.00000000,0.00027089,0.27328695,0.51238265,0.39258191
-5.51975988,1.14635074,0.19873166,0.00000000,0.00026892,0.29773083,0.55641893,0.42108240
-5.51375688,1.23502614,0.21252060,0.00000000,0.00028103,0.32252435,0.60091654,0.44938037
-5.50775388,1.32361896,0.22621248,0.00000000,0.00030711,0.34744629,0.64539556,0.47705284
-5.50175088,1.41115821,0.23962246,0.00000000,0.00034754,0.37226947,0.68937075,0.50370026
-5.49574787,1.49670834,0.25258107,0.00000000,0.00040327,0.39676707,0.73236337,0.52895669
-5.48974487,1.57939438,0.26493807,0.00000000,0.00047573,0.42071949,0.77391380,0.55250014
-5.48374187,1.65842691,0.27656617,0.00000000,0.00056692,0.44392110,0.81359418,0.57406249
-5.47773887,1.73312589,0.28736441,0.00000000,0.00067939,0.46618705,0.85102067,0.59343844
-5.47173587,1.80294229,0.29726102,0.00000000,0.00081624,0.48735953,0.88586481,0.61049313
-5.46573287,1.86747629,0.30621548,0.00000000,0.00098114,0.50731342,0.91786338,0.62516777
-5.45972986,1.92649143,0.31421973,0.00000000,0.00117834,0.52596112,0.94682637,0.63748306
-5.45372686,1.97992370,0.32129836,0.00000000,0.00141262,0.54325620,0.97264265,0.64754005
-5.44772386,2.02788513,0.32750771,0.00000000,0.00168931,0.55919579,0.99528309,0.65551826
-5.44172086,2.07066148,0.33293388,0.00000000,0.00201420,0.57382160,1.01480086,0.66167100
-5.43571786,2.10870374,0.33768959,0.00000000,0.00239346,0.58721935,1.03132891,0.66631783
-5.42971486,2.14261371,0.34191010,0.00000000,0.00283358,0.59951662,1.04507461,0.66983454
-5.42371186,2.17312364,0.34574813,0.00000000,0.00334117,0.61087917,1.05631164,0.67264061
-5.41770885,2.20107061,0.34936805,0.00000000,0.00392280,0.62150561,1.06536941,0.67518483
-5.41170585,2.22736612,0.35293942,0.00000000,0.00458480,0.63162061,1.07262034,0.67792923
-5.40570285,2.25296178,0.35663017,0.00000000,0.00533301,0.64146680,1.07846531,0.68133201
-5.39969985,2.27881207,0.36059960,0.00000000,0.00617249,0.65129542,1.08331786,0.68583006
-5.39369685,2.30583528,0.36499137,0.00000000,0.00710723,0.66135618,1.08758753,0.69182146
-5.38769385,2.33487382,0.36992690,0.00000000,0.00813983,0.67188636,1.09166302,0.69964882
-5.38169085,2.36665539,0.37549918,0.00000000,0.00927119,0.68309978,1.09589570,0.70958388
-5.37568784,2.40175628,0.38176749,0.00000000,0.01050022,0.69517575,1.10058414,0.72181413
-5.36968484,2.44056830,0.38875306,0.00000000,0.01182352,0.70824870,1.10596011,0.73643179
-5.36368184,2.48327083,0.39643596,0.00000000,0.01323519,0.72239873,1.11217689,0.75342590
-5.35767884,2.52980931,0.40475340,0.00000000,0.01472661,0.73764363,1.11930012,0.77267767
-5.35167584,2.57988141,0.41359954,0.00000000,0.01628640,0.75393285,1.12730195,0.79395960
-5.34567284,2.63293194,0.42282693,0.00000000,0.01790035,0.77114366,1.13605860,0.81693843
-5.33966983,2.68815721,0.43224961,0.00000000,0.01955154,0.78908006,1.14535175,0.84118209
-5.33366683,2.74451928,0.44164777,0.00000000,0.02122051,0.80747450,1.15487382,0.86617042
-5.32766383,2.80077017,0.45077399,0.00000000,0.02288560,0.82599257,1.16423700,0.89130951
-5.32166083,2.85548545,0.45936075,0.00000000,0.02452334,0.84424077,1.17298600,0.91594923
-5.31565783,2.90710655,0.46712903,0.00000000,0.02610896,0.86177709,1.18061390,0.93940334
-5.30965483,2.95399023,0.47379776,0.00000000,0.02761700,0.87812416,1.18658070,0.96097160
-5.30365183,2.99446365,0.47909357,0.00000000,0.02902195,0.89278457,1.19033378,0.97996289
-5.29764882,3.02688285,0.48276069,0.00000000,0.03029900,0.90525768,1.19132947,0.99571867
-5.29164582,3.04969231,0.48457036,0.00000000,0.03142472,0.91505743,1.18905480,1.00763571
-5.28564282,3.06148309,0.48432956,0.00000000,0.03237776,0.92173029,1.18304847,1.01518717
-5.27963982,3.06104705,0.48188845,0.00000000,0.03313960,0.92487253,1.17292020,1.01794135
-5.27363682,3.04742481,0.47714640,0.00000000,0.03369503,0.92414623,1.15836736,1.01557702
-5.26763382,3.01994518,0.47005618,0.00000000,0.03403276,0.91929316,1.13918845,1.00789507
-5.26163082,2.97825451,0.46062626,0.00000000,0.03414569,0.91014588,1.11529250,0.99482574
-5.25562781,2.92233445,0.44892099,0.00000000,0.03403124,0.89663572,1.08670422,0.97643126
-5.24962481,2.85250764,0.43505883,0.00000000,0.03369140,0.87879714,1.05356460,0.95290396
-5.24362181,2.76943097,0.41920852,0.00000000,0.03313264,0.85676835,1.01612705,0.92455984
-5.23761881,2.67407697,0.40158368,0.00000000,0.03236577,0.83078815,0.97474922,0.89182804
-5.23161581,2.56770430,0.38243579,0.00000000,0.03140549,0.80118932,0.92988119,0.85523677
-5.22561281,2.45181879,0.36204616,0.00000000,0.03027002,0.76838864,0.88205033,0.81539637
-5.21960980,2.32812696,0.34071711,0.00000000,0.02898041,0.73287429,0.83184392,0.77298020
-5.21360680,2.19848402,0.31876278,0.00000000,0.02755999,0.69519103,0.77989019,0.72870422
-5.20760380,2.06483877,0.29650000,0.00000000,0.02603356,0.65592389,0.72683859,0.68330624
-5.20160080,1.92917762,0.27423954,0.00000000,0.02442678,0.61568115,0.67334043,0.63752536
-5.19559780,1.79346987,0.25227807,0.00000000,0.02276537,0.57507705,0.62003039,0.59208257
-5.18959480,1.65961637,0.23089109,0.00000000,0.02107448,0.53471519,0.56750976,0.54766297
-5.18359180,1.52940299,0.21032705,0.00000000,0.01937806,0.49517299,0.51633195,0.50490026
-5.17758879,1.40446045,0.19080275,0.00000000,0.01769836,0.45698774,0.46699073,0.46436360
-5.17158579,1.28623135,0.17250001,0.00000000,0.01605545,0.42064467,0.41991131,0.42654730
-5.16558279,1.17594483,0.15556378,0.00000000,0.01446693,0.38656723,0.37544449,0.39186328
-5.15957979,1.07459925,0.14010145,0.00000000,0.01294769,0.35510979,0.33386387,0.36063626
-5.15357679,0.98295248,0.12618322,0.00000000,0.01150981,0.32655274,0.29536571,0.33310155
-5.14757379,0.90151954,0.11384363,0.00000000,0.01016251,0.30110005,0.26007141,0.30940525
-5.14157079,0.83057685,0.10308372,0.00000000,0.00891228,0.27887892,0.22803205,0.28960657
-5.13556778,0.77017232,0.09387400,0.00000000,0.00776299,0.25994167,0.19923471,0.27368197
-5.12956478,0.72014039,0.08615776,0.00000000,0.00671615,0.24426926,0.17361001,0.26153084
-5.12356178,0.68012113,0.07985481,0.00000000,0.00577113,0.23177652,0.15104052,0.25298246
-5.11755878,0.64958255,0.07486530,0.00000000,0.00492551,0.22231857,0.13136966,0.24780394
-5.11155578,0.62784523,0.07107370,0.00000000,0.00417535,0.21569832,0.11441056,0.24570898
-5.10555278,0.61410860,0.06835262,0.00000000,0.00351554,0.21167474,0.09995482,0.24636716
-5.09954977,0.60747814,0.06656668,0.00000000,0.00294009,0.20997161,0.08778072,0.24941369
-5.09354677,0.60699292,0.06557612,0.00000000,0.00244245,0.21028663,0.07766078,0.25445938
-5.08754377,0.61165299,0.06524027,0.00000000,0.00201573,0.21230060,0.06936861,0.26110076
-5.08154077,0.62044610,0.06542084,0.00000000,0.00165296,0.21568656,0.06268481,0.26893008
-5.07553777,0.63237331,0.06598495,0.00000000,0.00134731,0.22011850,0.05740216,0.27754528
-5.06953477,0.64647316,0.06680797,0.00000000,0.00109221,0.22527982,0.05332990,0.28655950
-5.06353177,0.66184393,0.06777614,0.00000000,0.00088155,0.23087094,0.05029727,0.29561012
-5.05752876,0.67766365,0.06878893,0.00000000,0.00070970,0.23661630,0.04815637,0.30436719
-5.05152576,0.69320755,0.06976114,0.00000000,0.00057169,0.24227031,0.04678442,0.31254089
-5.04552276,0.70786260,0.07062481,0.00000000,0.00046317,0.24762233,0.04608559,0.31988810
-5.03951976,0.72113893,0.07133078,0.00000000,0.00038053,0.25250038,0.04599234,0.32621771
-5.03351676,0.73267800,0.07185006,0.00000000,0.00032088,0.25677373,0.04646653,0.33139466
-5.02751376,0.74225725,0.07217481,0.00000000,0.00028209,0.26035417,0.04750032,0.33534262
-5.02151076,0.74979155,0.07231916,0.00000000,0.00026282,0.26319597,0.04911688,0.33804527
-5.01550775,0.75533122,0.07231962,0.00000000,0.00026250,0.26529471,0.05137112,0.33954610
-5.00950475,0.75905720,0.07223534,0.00000000,0.00028139,0.26668492,0.05435026,0.33994701
-5.00350175,0.76127348,0.07214803,0.00000000,0.00032059,0.26743681,0.05817445,0.33940558
-4.99749875,0.76239723,0.07216161,0.00000000,0.00038203,0.26765215,0.06299737,0.33813140
-4.99149575,0.76294726,0.07240171,0.00000000,0.00046855,0.26745952,0.06900676,0.33638143
-4.98549275,0.76353114,0.07301486,0.00000000,0.00058388,0.26700922,0.07642478,0.33445479
-4.97948974,0.76483158,0.07416747,0.00000000,0.00073268,0.26646802,0.08550826,0.33268706
-4.97348674,0.76759244,0.07604459,0.00000000,0.00092057,0.26601387,0.09654855,0.33144433
-4.96748374,0.77260485,0.07884833,0.00000000,0.00115406,0.26583092,0.10987089,0.33111709
-4.96148074,0.78069352,0.08279607,0.00000000,0.00144060,0.26610487,0.12583315,0.33211419
-4.95547774,0.79270357,0.08811820,0.00000000,0.00178848,0.26701884,0.14482364,0.33485673
-4.94947474,0.80948769,0.09505551,0.00000000,0.00220674,0.26874975,0.16725785,0.33977210
-4.94347174,0.83189366,0.10385597,0.00000000,0.00270504,0.27146527,0.19357390,0.34728791
-4.93746873,0.86075183,0.11477107,0.00000000,0.00329351,0.27532128,0.22422644,0.35782584
-4.93146573,0.89686236,0.12805136,0.00000000,0.00398248,0.28045974,0.25967884,0.37179524
-4.92546273,0.94098179,0.14394142,0.00000000,0.00478218,0.28700693,0.30039358,0.38958624
-4.91945973,0.99380857,0.16267407,0.00000000,0.00570247,0.29507177,0.34682078,0.41156248
-4.91345673,1.05596740,0.18446386,0.00000000,0.00675236,0.30474425,0.39938487,0.43805306
-4.90745373,1.12799205,0.20950001,0.00000000,0.00793966,0.31609377,0.45846956,0.46934389
-4.90145073,1.21030675,0.23793881,0.00000000,0.00927047,0.32916718,0.52440148,0.50566841
-4.89544772,1.30320640,0.26989571,0.00000000,0.01074873,0.34398672,0.59743275,0.54719776
-4.88944472,1.40683595,0.30543740,0.00000000,0.01237572,0.36054760,0.67772309,0.59403072
-4.88344172,1.52116977,0.34457403,0.00000000,0.01414964,0.37881536,0.76532217,0.64618374
-4.87743872,1.64599177,0.38725210,0.00000000,0.01606521,0.39872320,0.86015293,0.70358140
-4.87143572,1.78087752,0.43334825,0.00000000,0.01811332,0.42016932,0.96199661,0.76604796
-4.86543272,1.92517954,0.48266441,0.00000000,0.02028085,0.44301465,1.07048057,0.83330051
-4.85942971,2.07801710,0.53492470,0.00000000,0.02255052,0.46708102,1.18506957,0.90494425
-4.85342671,2.23827183,0.58977437,0.00000000,0.02490100,0.49215032,1.30506143,0.98047063
-4.84742371,2.40459038,0.64678116,0.00000000,0.02730702,0.51796465,1.42958765,1.05925873
-4.84142071,2.57539497,0.70543920,0.00000000,0.02973982,0.54422799,1.55761969,1.14058035
-4.83541771,2.74890268,0.76517571,0.00000000,0.03216766,0.57060931,1.68798096,1.22360919
-4.82941471,2.92315369,0.82536028,0.00000000,0.03455650,0.59674753,1.81936487,1.30743403
-4.82341171,3.09604824,0.88531683,0.00000000,0.03687084,0.62225818,1.95035839,1.39107604
-4.81740870,3.26539183,0.94433781,0.00000000,0.03907473,0.64674177,2.07947093,1.47350971
-4.81140570,3.42894743,1.00170034,0.00000000,0.04113276,0.66979377,2.20516752,1.55368704
-4.80540270,3.58449313,1.05668378,0.00000000,0.04301122,0.69101578,2.32590531,1.63056411
-4.79939970,3.72988323,1.10858798,0.00000000,0.04467914,0.71002765,2.44017223,1.70312920
-4.79339670,3.86311051,1.15675180,0.00000000,0.04610943,0.72648007,2.54652625,1.77043141
-4.78739370,3.98236706,1.20057086,0.00000000,0.04727977,0.74006697,2.64363387,1.83160850
-4.78139070,4.08610125,1.23951416,0.00000000,0.04817353,0.75053743,2.73030637,1.88591298
-4.77538769,4.17306817,1.27313849,0.00000000,0.04878039,0.75770635,2.80553228,1.93273502
-4.76938469,4.24237139,1.30110048,0.00000000,0.04909680,0.76146338,2.86850503,1.97162145
-4.76338169,4.29349411,1.32316534,0.00000000,0.04912622,0.76177981,2.91864460,2.00228966
-4.75737869,4.32631819,1.33921232,0.00000000,0.04887914,0.75871288,2.95561255,2.02463595
-4.75137569,4.34113029,1.34923645,0.00000000,0.04837273,0.75240736,2.97931992,2.03873781
-4.74537269,4.33861482,1.35334665,0.00000000,0.04763045,0.74309436,2.98992807,2.04485006
-4.73936968,4.31983412,1.35176024,0.00000000,0.04668125,0.73108723,2.98784258,2.04339500
-4.73336668,4.28619683,1.34479430,0.00000000,0.04555871,0.71677489,2.97370083,2.03494704
-4.72736368,4.23941614,1.33285419,0.00000000,0.04429997,0.70061280,2.94835413,2.02021269
-4.72136068,4.18145967,1.31641990,0.00000000,0.04294461,0.68311199,2.91284527,2.00000661
-4.71535768,4.11449358,1.29603072,0.00000000,0.04153339,0.66482658,2.86838271,1.97522514
-4.70935468,4.04082314,1.27226914,0.00000000,0.04010708,0.64634037,2.81631259,1.94681837
-4.70335168,3.96283245,1.24574443,0.00000000,0.03870524,0.62825304,2.75808952,1.91576207
-4.69734867,3.88292555,1.21707679,0.00000000,0.03736515,0.61116626,2.69524726,1.88303063
-4.69134567,3.80347105,1.18688248,0.00000000,0.03612081,0.59567050,2.62937009,1.84957220
-4.68534267,3.72675195,1.15576047,0.00000000,0.03500216,0.58233260,2.56206544,1.81628682
-4.67933967,3.65492188,1.12428108,0.00000000,0.03403437,0.57168448,2.49493808,1.78400826
-4.67333667,3.58996850,1.09297671,0.00000000,0.03323741,0.56421324,2.42956613,1.75348995
-4.66733367,3.53368414,1.06233477,0.00000000,0.03262582,0.56035255,2.36747873,1.72539516
-4.66133067,3.48764358,1.03279287,0.00000000,0.03220854,0.56047548,2.31013507,1.70029123
-4.65532766,3.45318802,1.00473597,0.00000000,0.03198910,0.56488848,2.25890451,1.67864753
-4.64932466,3.43141451,0.97849529,0.00000000,0.03196581,0.57382652,2.21504741,1.66083655
-4.64332166,3.42316947,0.95434873,0.00000000,0.03213218,0.58744910,2.17969623,1.64713732
-4.63731866,3.42904519,0.93252221,0.00000000,0.03247745,0.60583705,2.15383679,1.63774058
-4.63131566,3.44937813,0.91319183,0.00000000,0.03298712,0.62898982,2.13828941,1.63275459
-4.62531266,3.48424816,0.89648626,0.00000000,0.03364360,0.65682344,2.13369045,1.63221123
-4.61930965,3.53347813,0.88248922,0.00000000,0.03442690,0.68916883,2.14047417,1.63607135
-4.61330665,3.59663348,0.87124174,0.00000000,0.03531521,0.72577081,2.15885602,1.64422938
-4.60730365,3.67302217,0.86274409,0.00000000,0.03628556,0.76628777,2.18881784,1.65651659
-4.60130065,3.76169543,0.85695737,0.00000000,0.03731439,0.81029238,2.23009627,1.67270318
-4.59529765,3.86145023,0.85380479,0.00000000,0.03837804,0.85727351,2.28217531,1.69249940
-4.58929465,3.97083472,0.85317268,0.00000000,0.03945318,0.90663973,2.34428429,1.71555594
-4.58329165,4.08815784,0.85491157,0.00000000,0.04051718,0.95772478,2.41540224,1.74146426
-4.57728864,4.21150439,0.85883749,0.00000000,0.04154840,1.00979508,2.49426960,1.76975738
-4.57128564,4.33875686,0.86473374,0.00000000,0.04252637,1.06205976,2.57940775,1.79991180
-4.56528264,4.46762471,0.87235325,0.00000000,0.04343201,1.11368307,2.66914666,1.83135116
-4.55927964,4.59568169,0.88142198,0.00000000,0.04424769,1.16379927,2.76166050,1.86345215
-4.55327664,4.72041116,0.89164317,0.00000000,0.04495729,1.21152981,2.85501049,1.89555296
-4.54727364,4.83925878,0.90270270,0.00000000,0.04554633,1.25600241,2.94719391,1.92696456
-4.54127064,4.94969145,0.91427538,0.00000000,0.04600193,1.29637158,3.03619778,1.95698461
-4.53526763,5.04926085,0.92603212,0.00000000,0.04631293,1.33184001,3.12005539,1.98491376
-4.52926463,5.13566928,0.93764775,0.00000000,0.04646989,1.36167996,3.19690334,2.01007382
-4.52326163,5.20683551,0.94880907,0.00000000,0.04646524,1.38525400,3.26503708,2.03182718
-4.51725863,5.26095759,0.95922305,0.00000000,0.04629329,1.40203415,3.32296241,2.04959647
-4.51125563,5.29657017,0.96862446,0.00000000,0.04595042,1.41161861,3.36944084,2.06288360
-4.50525263,5.31259333,0.97678294,0.00000000,0.04543512,1.41374537,3.40352685,2.07128730
-4.49924962,5.30837087,0.98350883,0.00000000,0.04474818,1.40830201,3.42459543,2.07451806
-4.49324662,5.28369579,0.98865772,0.00000000,0.04389274,1.39533121,3.43235871,2.07240979
-4.48724362,5.23882190,0.99213334,0.00000000,0.04287438,1.37503169,3.42687115,2.06492744
-4.48124062,5.17446057,0.99388869,0.00000000,0.04170117,1.34775438,3.40852307,2.05217015
-4.47523762,5.09176272,0.99392549,0.00000000,0.04038363,1.31399396,3.37802303,2.03436969
-4.46923462,4.99228676,0.99229179,0.00000000,0.03893471,1.27437615,3.33637011,2.01188421
-4.46323162,4.87795363,0.98907806,0.00000000,0.03736961,1.22964102,3.28481734,1.98518749
-4.45722861,4.75099088,0.98441192,0.00000000,0.03570558,1.18062322,3.22482815,1.95485426
-4.45122561,4.61386818,0.97845183,0.00000000,0.03396171,1.12822963,3.15802778,1.92154211
-4.44522261,4.46922677,0.97138001,0.00000000,0.03215851,1.07341550,3.08615179,1.88597095
-4.43921961,4.31980563,0.96339496,0.00000000,0.03031761,1.01715968,3.01099371,1.84890076
-4.43321661,4.16836723,0.95470401,0.00000000,0.02846126,0.96044013,2.93435394,1.81110861
-4.42721361,4.01762542,0.94551603,0.00000000,0.02661198,0.90421023,2.85799156,1.77336594
-4.42121061,3.87017786,0.93603479,0.00000000,0.02479202,0.84937672,2.78358059,1.73641678
-4.41520760,3.72844511,0.92645303,0.00000000,0.02302295,0.79677999,2.71267195,1.70095783
-4.40920460,3.59461784,0.91694743,0.00000000,0.02132524,0.74717703,2.64666177,1.66762089
-4.40320160,3.47061342,0.90767466,0.00000000,0.01971786,0.70122757,2.58676665,1.63695814
-4.39719860,3.35804266,0.89876837,0.00000000,0.01821796,0.65948351,2.53400592,1.60943063
-4.39119560,3.25818682,0.89033731,0.00000000,0.01684063,0.62238177,2.48919072,1.58540006
-4.38519260,3.17198496,0.88246427,0.00000000,0.01559864,0.59024059,2.45291956,1.56512382
-4.37918959,3.10003098,0.87520599,0.00000000,0.01450236,0.56325904,2.42557969,1.54875338
-4.37318659,3.04257994,0.86859364,0.00000000,0.01355967,0.54151967,2.40735363,1.53633556
-4.36718359,2.99956243,0.86263406,0.00000000,0.01277600,0.52499385,2.39823014,1.52781654
-4.36118059,2.97060616,0.85731136,0.00000000,0.01215438,0.51354962,2.39801861,1.52304827
-4.35517759,2.95506359,0.85258896,0.00000000,0.01169556,0.50696160,2.40636643,1.52179685
-4.34917459,2.95204433,0.84841188,0.00000000,0.01139817,0.50492258,2.42277818,1.52375246
-4.34317159,2.96045115,0.84470921,0.00000000,0.01125890,0.50705629,2.44663628,1.52854053
-4.33716858,2.97901838,0.84139678,0.00000000,0.01127274,0.51293116,2.47722212,1.53573371
-4.33116558,3.00635147,0.83837983,0.00000000,0.01143314,0.52207429,2.51373726,1.54486415
-4.32516258,3.04096662,0.83555574,0.00000000,0.01173224,0.53398556,2.55532396,1.55543600
-4.31915958,3.08132916,0.83281679,0.00000000,0.01216105,0.54815122,2.60108451,1.56693743
-4.31315658,3.12588987,0.83005272,0.00000000,0.01270962,0.56405667,2.65009891,1.57885215
-4.30715358,3.17311809,0.82715323,0.00000000,0.01336714,0.58119808,2.70144041,1.59066996
