energy_ev,total_up,Bi_p_up,Bi_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-6.00000000,3.97681432,0.31120156,0.00327951,0.02475252,2.69268952,1.78826959,1.57185137
-5.99399700,3.94485581,0.31648825,0.00323378,0.02354591,2.66634130,1.80144924,1.55027588
-5.98799400,3.92004029,0.32261905,0.00320223,0.02250142,2.64310921,1.81917135,1.52889100
-5.98199100,3.90280480,0.32969056,0.00318479,0.02161480,2.62330681,1.84133836,1.50798765
-5.97598799,3.89353821,0.33780137,0.00318126,0.02088038,2.60722225,1.86782727,1.48785657
-5.96998499,3.89258969,0.34704909,0.00319137,0.02029131,2.59512592,1.89849876,1.46879113
-5.96398199,3.90027750,0.35752667,0.00321477,0.01983971,2.58727907,1.93320594,1.45109082
-5.95797899,3.91689679,0.36931814,0.00325107,0.01951694,2.58394238,1.97180249,1.43506476
-5.95197599,3.94272535,0.38249385,0.00329988,0.01931373,2.58538354,2.01414925,1.42103462
-5.94597299,3.97802622,0.39710541,0.00336080,0.01922033,2.59188279,2.06011909,1.40933648
-5.93996998,4.02304612,0.41318052,0.00343345,0.01922670,2.60373553,2.10959924,1.40032086
-5.93396698,4.07800933,0.43071785,0.00351746,0.01932251,2.62125136,2.16249117,1.39435066
-5.92796398,4.14310646,0.44968236,0.00361252,0.01949731,2.64474891,2.21870755,1.39179659
-5.92196098,4.21847864,0.47000119,0.00371831,0.01974053,2.67454653,2.27816663,1.39302993
-5.91595798,4.30419744,0.49156052,0.00383451,0.02004150,2.71094873,2.34078408,1.39841273
-5.90995498,4.40024163,0.51420361,0.00396081,0.02038951,2.75422900,2.40646302,1.40828564
-5.90395198,4.50647220,0.53773025,0.00409685,0.02077383,2.80460975,2.47508264,1.42295380
-5.89794897,4.62260711,0.56189784,0.00424222,0.02118373,2.86224031,2.54648637,1.44267147
-5.89194597,4.74819774,0.58642421,0.00439641,0.02160854,2.92717440,2.62047034,1.46762594
-5.88594297,4.88260867,0.61099225,0.00455882,0.02203775,2.99934829,2.69677321,1.49792183
-5.87993997,5.02500267,0.63525627,0.00472873,0.02246107,3.07856099,2.77506794,1.53356640
-5.87393697,5.17433234,0.65885003,0.00490526,0.02286864,3.16445800,2.85495657,1.57445689
-5.86793397,5.32933951,0.68139614,0.00508742,0.02325117,3.25651961,2.93596829,1.62037060
-5.86193097,5.48856333,0.70251657,0.00527404,0.02360012,3.35405478,3.01756151,1.67095856
-5.85592796,5.65035710,0.72184391,0.00546384,0.02390795,3.45620132,3.09912973,1.72574305
-5.84992496,5.81291381,0.73903281,0.00565541,0.02416832,3.56193276,3.18001138,1.78411976
-5.84392196,5.97429950,0.75377126,0.00584721,0.02437632,3.67007176,3.25950319,1.84536431
-5.83791896,6.13249341,0.76579111,0.00603765,0.02452863,3.77931003,3.33687634,1.90864341
-5.83191596,6.28543318,0.77487741,0.00622509,0.02462372,3.88823384,3.41139497,1.97303026
-5.82591296,6.43106346,0.78087610,0.00640786,0.02466192,3.99535439,3.48233567,2.03752375
-5.81990995,6.56738568,0.78369964,0.00658431,0.02464546,4.09914180,3.54900742,2.10107078
-5.81390695,6.69250711,0.78333048,0.00675285,0.02457849,4.19806137,3.61077059,2.16259109
-5.80790395,6.80468707,0.77982188,0.00691196,0.02446694,4.29061085,3.66705429,2.22100345
-5.80190095,6.90237843,0.77329641,0.00706024,0.02431836,4.37535708,3.71737100,2.27525256
-5.79589795,6.98426298,0.76394190,0.00719642,0.02414169,4.45097086,3.76132807,2.32433542
-5.78989495,7.04927919,0.75200516,0.00731939,0.02394695,4.51625852,3.79863522,2.36732646
-5.78389195,7.09664182,0.73778375,0.00742820,0.02374491,4.57018940,3.82910817,2.40340043
-5.77788894,7.12585263,0.72161621,0.00752210,0.02354669,4.61191808,3.85266795,2.43185225
-5.77188594,7.13670240,0.70387108,0.00760050,0.02336338,4.64080092,3.86933643,2.45211338
-5.76588294,7.12926454,0.68493535,0.00766301,0.02320563,4.65640650,3.87922819,2.46376401
-5.75987994,7.10388095,0.66520269,0.00770941,0.02308330,4.65851974,3.88253938,2.46654085
-5.75387694,7.06114122,0.64506211,0.00773966,0.02300512,4.64713999,3.87953429,2.46034054
-5.74787394,7.00185624,0.62488726,0.00775387,0.02297842,4.62247337,3.87053029,2.44521839
-5.74187094,6.92702772,0.60502700,0.00775231,0.02300889,4.58491995,3.85588201,2.42138307
-5.73586793,6.83781477,0.58579738,0.00773538,0.02310049,4.53505648,3.83596556,2.38918721
-5.72986493,6.73549924,0.56747525,0.00770359,0.02325532,4.47361552,3.81116349,2.34911475
-5.72386193,6.62145083,0.55029378,0.00765757,0.02347370,4.40146189,3.78185106,2.30176528
-5.71785893,6.49709338,0.53443970,0.00759801,0.02375418,4.31956739,3.74838457,2.24783628
-5.71185593,6.36387327,0.52005242,0.00752572,0.02409374,4.22898473,3.71109192,2.18810378
-5.70585293,6.22323076,0.50722473,0.00744155,0.02448796,4.13082150,3.67026574,2.12340213
-5.69984992,6.07657492,0.49600511,0.00734640,0.02493124,4.02621506,3.62615923,2.05460361
-5.69384692,5.92526259,0.48640113,0.00724125,0.02541705,3.91630901,3.57898464,1.98259845
-5.68784392,5.77058157,0.47838400,0.00712708,0.02593822,3.80223184,3.52891422,1.90827577
-5.68184092,5.61373806,0.47189378,0.00700496,0.02648714,3.68507818,3.47608353,1.83250599
-5.67583792,5.45584821,0.46684505,0.00687595,0.02705604,3.56589299,3.42059650,1.75612508
-5.66983492,5.29793364,0.46313283,0.00674120,0.02763714,3.44565888,3.36253226,1.67992093
-5.66383192,5.14092042,0.46063849,0.00660185,0.02822287,3.32528657,3.30195297,1.60462203
-5.65782891,4.98564112,0.45923538,0.00645911,0.02880596,3.20560850,3.23891242,1.53088861
-5.65182591,4.83283948,0.45879417,0.00631424,0.02937957,3.08737532,3.17346507,1.45930632
-5.64582291,4.68317710,0.45918760,0.00616852,0.02993729,2.97125519,3.10567488,1.39038234
-5.63981991,4.53724171,0.46029472,0.00602329,0.03047322,2.85783539,3.03562394,1.32454375
-5.63381691,4.39555636,0.46200435,0.00587996,0.03098198,2.74762597,2.96342026,1.26213825
-5.62781391,4.25858911,0.46421796,0.00573994,0.03145864,2.64106511,2.88920476,1.20343669
-5.62181091,4.12676275,0.46685170,0.00560474,0.03189878,2.53852558,2.81315699,1.14863738
-5.61580790,4.00046395,0.46983785,0.00547587,0.03229844,2.44032210,2.73549958,1.09787182
-5.60980490,3.88005165,0.47312544,0.00535487,0.03265414,2.34671899,2.65650118,1.05121154
-5.60380190,3.76586409,0.47668033,0.00524333,0.03296288,2.25793785,2.57647784,1.00867572
-5.59779890,3.65822436,0.48048459,0.00514280,0.03322220,2.17416487,2.49579269,0.97023933
-5.59179590,3.55744415,0.48453532,0.00505484,0.03343019,2.09555743,2.41485400,0.93584136
-5.58579290,3.46382557,0.48884299,0.00498096,0.03358560,2.02224979,2.33411152,0.90539293
