energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.90995498,0.57617969,-1.34474425,0.00461358,-0.01551640,0.10425962,-0.14473148,0.45800248,-1.06277112,0.21329409,-0.32791262,0.15085694,-0.49797944,0.00000000,-0.00000000,0.00447582,-0.01363303,0.24034335,-0.71134812
-5.90395198,0.60037305,-1.25750191,0.00385717,-0.01369519,0.11572544,-0.14488610,0.47217837,-0.97767243,0.23555469,-0.32353065,0.14884807,-0.45457568,0.00000000,-0.00000000,0.00386596,-0.01206638,0.24020486,-0.65143744
-5.89794897,0.63165193,-1.17522747,0.00320250,-0.01200419,0.12851928,-0.14474545,0.49092343,-0.89882764,0.26051066,-0.31868806,0.14849486,-0.41399119,0.00000000,-0.00000000,0.00334606,-0.01061383,0.24282998,-0.59548664
-5.89194597,0.66910567,-1.09838477,0.00264056,-0.01044922,0.14252367,-0.14425439,0.51345793,-0.82683825,0.28789747,-0.31333951,0.14949704,-0.37654574,0.00000000,-0.00000000,0.00290719,-0.00928081,0.24777343,-0.54389519
-5.88594297,0.71174017,-1.02726674,0.00216215,-0.00903276,0.15759137,-0.14336150,0.53896128,-0.76211053,0.31739576,-0.30743960,0.15155254,-0.34246921,0.00000000,-0.00000000,0.00254029,-0.00806979,0.25457702,-0.49693745
-5.87993997,0.75848834,-0.96200855,0.00175816,-0.00775428,0.17354504,-0.14202202,0.56658477,-0.70486182,0.34863095,-0.30094759,0.15436309,-0.31190333,0.00000000,-0.00000000,0.00223640,-0.00698053,0.26277750,-0.45476731
-5.87393697,0.80822251,-0.90260415,0.00141974,-0.00661069,0.19017801,-0.14020064,0.59546518,-0.65513129,0.38117488,-0.29383177,0.15763969,-0.28490548,0.00000000,-0.00000000,0.00198687,-0.00601048,0.27191431,-0.41742565
-5.86793397,0.85976923,-0.84892510,0.00113852,-0.00559675,0.20725612,-0.13787383,0.62473926,-0.61279412,0.41454955,-0.28607354,0.16110770,-0.26145438,0.00000000,-0.00000000,0.00178349,-0.00515513,0.28153732,-0.38484996
-5.86193097,0.91192656,-0.80074064,0.00090667,-0.00470553,0.22452081,-0.13503157,0.65355884,-0.57757835,0.44823323,-0.27767062,0.16451156,-0.24145709,0.00000000,-0.00000000,0.00161865,-0.00440838,0.29121423,-0.35688563
-5.85592796,0.96348376,-0.75773804,0.00071704,-0.00392884,0.24169347,-0.13167865,0.68110647,-0.54908374,0.48166904,-0.26863950,0.16761907,-0.22475718,0.00000000,-0.00000000,0.00148539,-0.00376297,0.30053787,-0.33329834
-5.84992496,1.01324305,-0.71954255,0.00056315,-0.00325764,0.25848100,-0.12783515,0.70661099,-0.52680175,0.51427569,-0.25901696,0.17022506,-0.21114360,0.00000000,-0.00000000,0.00137746,-0.00321078,0.30913295,-0.31378710
-5.84392196,1.06004314,-0.68573626,0.00043926,-0.00268240,0.27458241,-0.12353647,0.72936284,-0.51013631,0.54546036,-0.24886067,0.17215450,-0.20036009,0.00000000,-0.00000000,0.00128937,-0.00274318,0.31666237,-0.29799751
-5.83791896,1.10278357,-0.65587559,0.00034030,-0.00219345,0.28969629,-0.11883270,0.74872849,-0.49842468,0.57463313,-0.23824880,0.17326478,-0.19211472,0.00000000,-0.00000000,0.00121636,-0.00235133,0.32283268,-0.28553490
-5.83191596,1.14044933,-0.62950712,0.00026191,-0.00178121,0.30352896,-0.11378751,0.76416342,-0.49095821,0.60122258,-0.22727892,0.17344726,-0.18608951,0.00000000,-0.00000000,0.00115441,-0.00202641,0.32739874,-0.27597716
-5.82591296,1.17213465,-0.60618167,0.00020032,-0.00143644,0.31580278,-0.10847672,0.77522323,-0.48700250,0.62469184,-0.21606621,0.17262791,-0.18194976,0.00000000,-0.00000000,0.00110021,-0.00175982,0.33016723,-0.26888692
-5.81990995,1.19706492,-0.58546671,0.00015237,-0.00115038,0.32626459,-0.10298646,0.78157245,-0.48581682,0.64455454,-0.20474118,0.17076709,-0.17935314,0.00000000,-0.00000000,0.00105108,-0.00154337,0.33099898,-0.26382305
-5.81390695,1.21461598,-0.56695709,0.00011542,-0.00091492,0.33469351,-0.09741133,0.78299036,-0.48667261,0.66038973,-0.19344714,0.16785836,-0.17795819,0.00000000,-0.00000000,0.00100500,-0.00136939,0.32980995,-0.26035131
-5.80790395,1.22432956,-0.55028440,0.00008730,-0.00072262,0.34090815,-0.09185244,0.77937394,-0.48887062,0.67185529,-0.18233751,0.16392660,-0.17743223,0.00000000,-0.00000000,0.00096048,-0.00123079,0.32657084,-0.25805398
-5.80190095,1.22592438,-0.53512484,0.00006626,-0.00056680,0.34477248,-0.08641552,0.77073738,-0.49175680,0.67869906,-0.17157327,0.15902515,-0.17745855,0.00000000,-0.00000000,0.00091654,-0.00112118,0.32130530,-0.25653858
-5.79589795,1.21930210,-0.52120587,0.00005092,-0.00044152,0.34620045,-0.08120923,0.75720843,-0.49473636,0.68076711,-0.16132053,0.15323246,-0.17774282,0.00000000,-0.00000000,0.00087267,-0.00103483,0.31408682,-0.25544535
-5.78989495,1.20454786,-0.50831167,0.00004023,-0.00034157,0.34515883,-0.07634364,0.73902140,-0.49728610,0.67800886,-0.15174843,0.14664812,-0.17801846,0.00000000,-0.00000000,0.00082874,-0.00096672,0.30503434,-0.25445365
-5.78389195,1.18192531,-0.49628720,0.00003343,-0.00026244,0.34166829,-0.07192893,0.71650749,-0.49896452,0.67047858,-0.14302738,0.13938855,-0.17805117,0.00000000,-0.00000000,0.00078502,-0.00091250,0.29430690,-0.25328708
-5.77788894,1.15186628,-0.48504111,0.00003000,-0.00020029,0.33580259,-0.06807438,0.69008234,-0.49941958,0.65833345,-0.13532756,0.13158250,-0.17764229,0.00000000,-0.00000000,0.00074208,-0.00086849,0.28209738,-0.25171724
-5.77188594,1.11495549,-0.47454695,0.00002970,-0.00015187,0.32768599,-0.06488747,0.66023183,-0.49839385,0.64182797,-0.12881772,0.12336658,-0.17663108,0.00000000,-0.00000000,0.00070084,-0.00083163,0.26862572,-0.24956617
-5.76588294,1.07191113,-0.46484296,0.00003250,-0.00011445,0.31748893,-0.06247315,0.62749632,-0.49572696,0.62130525,-0.12366408,0.11488091,-0.17489593,0.00000000,-0.00000000,0.00066247,-0.00079942,0.25413181,-0.24670735
-5.75987994,1.02356194,-0.45602980,0.00003861,-0.00008579,0.30542222,-0.06093315,0.59245423,-0.49135510,0.59718548,-0.12002926,0.10626517,-0.17235439,0.00000000,-0.00000000,0.00062849,-0.00076990,0.23886840,-0.24306529
-5.75387694,0.97082215,-0.44826653,0.00004846,-0.00006407,0.29173006,-0.06036518,0.55570557,-0.48530765,0.56995209,-0.11807105,0.09765513,-0.16896210,0.00000000,-0.00000000,0.00060072,-0.00074159,0.22309432,-0.23861370
-5.74787394,0.91466518,-0.44176427,0.00006277,-0.00004781,0.27668220,-0.06086208,0.51785599,-0.47770090,0.54013647,-0.11794081,0.08917976,-0.16471076,0.00000000,-0.00000000,0.00058133,-0.00071342,0.20706818,-0.23337233
-5.74187094,0.85609730,-0.43677782,0.00008251,-0.00003586,0.26056559,-0.06251058,0.47950212,-0.46872917,0.50830169,-0.11978145,0.08095903,-0.15962515,0.00000000,-0.00000000,0.00057293,-0.00068472,0.19104299,-0.22740258
-5.73586793,0.79613256,-0.43359516,0.00010899,-0.00002731,0.24367593,-0.06538984,0.44121854,-0.45865337,0.47502623,-0.12372475,0.07310255,-0.15375938,0.00000000,-0.00000000,0.00057859,-0.00065513,0.17526166,-0.22080200
-5.72986493,0.73576973,-0.43252494,0.00014384,-0.00002151,0.22630950,-0.06956960,0.40354702,-0.44778760,0.44088820,-0.12988804,0.06570879,-0.14719250,0.00000000,-0.00000000,0.00060194,-0.00062459,0.15995365,-0.21369794
-5.72386193,0.67597244,-0.43388230,0.00018914,-0.00001798,0.20875558,-0.07510786,0.36698806,-0.43648411,0.40645085,-0.13837019,0.05886521,-0.14002372,0.00000000,-0.00000000,0.00064731,-0.00059330,0.14533289,-0.20624051
-5.71785893,0.61765292,-0.43797342,0.00024737,-0.00001641,0.19128972,-0.08204824,0.33199518,-0.42511715,0.37224987,-0.14924686,0.05264897,-0.13236730,0.00000000,-0.00000000,0.00071978,-0.00056167,0.13159689,-0.19859515
-5.71185593,0.56166006,-0.44507918,0.00032155,-0.00001668,0.17416814,-0.09041708,0.29897178,-0.41406646,0.33878282,-0.16256532,0.04712825,-0.12434753,0.00000000,-0.00000000,0.00082533,-0.00053032,0.11892708,-0.19093507
-5.70585293,0.50877179,-0.45543877,0.00041526,-0.00001879,0.15762345,-0.10022022,0.26827065,-0.40370083,0.30650111,-0.17833887,0.04236410,-0.11609370,0.00000000,-0.00000000,0.00097099,-0.00050005,0.10749034,-0.18343390
-5.69984992,0.45969192,-0.46923368,0.00053266,-0.00002289,0.14186160,-0.11143980,0.24019575,-0.39436244,0.27580464,-0.19654120,0.03841262,-0.10773554,0.00000000,-0.00000000,0.00116491,-0.00047186,0.09744141,-0.17625869
-5.69384692,0.41505109,-0.48657302,0.00067857,-0.00002932,0.12706025,-0.12403124,0.21500619,-0.38635266,0.24703891,-0.21710101,0.03532742,-0.09939904,0.00000000,-0.00000000,0.00141652,-0.00044693,0.08892624,-0.16956378
-5.68784392,0.37541141,-0.50748082,0.00085850,-0.00003854,0.11336839,-0.13792042,0.19292179,-0.37991973,0.22049480,-0.23989720,0.03316211,-0.09120298,0.00000000,-0.00000000,0.00173657,-0.00042665,0.08208589,-0.16348546
-5.68184092,0.34127415,-0.53188608,0.00107863,-0.00005124,0.10090714,-0.15300161,0.17412993,-0.37524895,0.19641044,-0.26475514,0.03197281,-0.08325608,0.00000000,-0.00000000,0.00213725,-0.00041267,0.07706082,-0.15813793
-5.67583792,0.31308964,-0.55961631,0.00134583,-0.00006830,0.08977150,-0.16913606,0.15879318,-0.37245560,0.17497501,-0.29144431,0.03182041,-0.07565501,0.00000000,-0.00000000,0.00263217,-0.00040689,0.07399529,-0.15361051
-5.66983492,0.29126861,-0.59039502,0.00166762,-0.00009086,0.08003289,-0.18615166,0.14705718,-0.37158109,0.15633402,-0.31967764,0.03277252,-0.06848312,0.00000000,-0.00000000,0.00323635,-0.00041158,0.07304157,-0.14996621
-5.66383192,0.27619397,-0.62384379,0.00205206,-0.00012034,0.07174224,-0.20384382,0.13905837,-0.37259226,0.14059557,-0.34911306,0.03490500,-0.06181006,0.00000000,-0.00000000,0.00396614,-0.00042943,0.07436378,-0.14724192
-5.65782891,0.26823213,-0.65948899,0.00250770,-0.00015849,0.06493339,-0.22197764,0.13493100,-0.37538407,0.12783717,-0.37935722,0.03830283,-0.05569203,0.00000000,-0.00000000,0.00483902,-0.00046359,0.07814099,-0.14544988
-5.65182591,0.26774299,-0.69677342,0.00304337,-0.00020743,0.05962660,-0.24029153,0.13481313,-0.37978542,0.11811272,-0.40997175,0.04306038,-0.05017284,0.00000000,-0.00000000,0.00587339,-0.00051783,0.08456932,-0.14458067
-5.64582291,0.27508773,-0.73507258,0.00366803,-0.00026971,0.05583192,-0.25850219,0.13885115,-0.38556801,0.11145901,-0.44048188,0.04928096,-0.04528548,0.00000000,-0.00000000,0.00708819,-0.00059656,0.09386295,-0.14460738
-5.63981991,0.29063378,-0.77371522,0.00439050,-0.00034834,0.05355224,-0.27631102,0.14720265,-0.39245777,0.10790173,-0.47038745,0.05707548,-0.04105418,0.00000000,-0.00000000,0.00850252,-0.00070500,0.10625366,-0.14549095
-5.63381691,0.31475638,-0.81200771,0.00521917,-0.00044687,0.05278601,-0.29341167,0.16003730,-0.40014847,0.10746029,-0.49917586,0.06656036,-0.03749696,0.00000000,-0.00000000,0.01013503,-0.00084926,0.12198879,-0.14718632
-5.62781391,0.34783634,-0.84926110,0.00616170,-0.00056938,0.05352923,-0.30949854,0.17753572,-0.40831694,0.11015157,-0.52633681,0.07785453,-0.03462825,0.00000000,-0.00000000,0.01200339,-0.00103642,0.14132758,-0.14964926
-5.62181091,0.39025372,-0.88482023,0.00722461,-0.00072056,0.05577695,-0.32427599,0.19988626,-0.41663936,0.11599215,-0.55137800,0.09107575,-0.03246187,0.00000000,-0.00000000,0.01412349,-0.00127464,0.16453569,-0.15284355
-5.61580790,0.44237762,-0.91809342,0.00841295,-0.00090572,0.05952408,-0.33746781,0.22727969,-0.42480787,0.12499922,-0.57384149,0.10633604,-0.03101380,0.00000000,-0.00000000,0.01650872,-0.00157323,0.19187798,-0.15674819
-5.60980490,0.50455196,-0.94858164,0.00972985,-0.00113077,0.06476553,-0.34882662,0.25990198,-0.43254684,0.13718991,-0.59331974,0.12373656,-0.03030507,0.00000000,-0.00000000,0.01916914,-0.00194271,0.22360964,-0.16136438
-5.60380190,0.57707796,-0.97590590,0.01117615,-0.00140222,0.07149575,-0.35814274,0.29792538,-0.43962821,0.15257931,-0.60947087,0.14336199,-0.03036430,0.00000000,-0.00000000,0.02211063,-0.00239482,0.25996566,-0.16672189
-5.59779890,0.66019356,-0.99983137,0.01275003,-0.00172716,0.07970768,-0.36525217,0.34149805,-0.44588521,0.17117723,-0.62203222,0.16527452,-0.03123005,0.00000000,-0.00000000,0.02533404,-0.00294246,0.30114913,-0.17288461
-5.59179590,0.75405081,-1.02028727,0.01444665,-0.00211313,0.08939132,-0.37004318,0.39073256,-0.45122387,0.19298386,-0.63083167,0.18950774,-0.03295267,0.00000000,-0.00000000,0.02883447,-0.00359970,0.34731839,-0.17995489
-5.58579290,0.85869190,-1.03738130,0.01625792,-0.00256808,0.10053185,-0.37246134,0.44569380,-0.45563186,0.21798464,-0.63579611,0.21606060,-0.03559585,0.00000000,-0.00000000,0.03260050,-0.00438156,0.39857362,-0.18807653
-5.57978989,0.97402498,-1.05140777,0.01817225,-0.00310018,0.11310751,-0.37251261,0.50638660,-0.45918426,0.24614457,-0.63695653,0.24489176,-0.03923744,0.00000000,-0.00000000,0.03661373,-0.00530389,0.45494334,-0.19743603
-5.57378689,1.09980082,-1.06284886,0.02017450,-0.00371766,0.12708738,-0.37026427,0.57274359,-0.46204599,0.27740212,-0.63444959,0.27591445,-0.04396982,0.00000000,-0.00000000,0.04084831,-0.00638305,0.51637118,-0.20826215
-5.56778389,1.23559145,-1.07236852,0.02224599,-0.00442861,0.14242903,-0.36584382,0.64461386,-0.46447071,0.31166334,-0.62851526,0.30899233,-0.04989952,0.00000000,-0.00000000,0.04527080,-0.00763563,0.58270373,-0.22082340
-5.56178089,1.38077200,-1.08079908,0.02436461,-0.00524067,0.15907637,-0.35943559,0.72175286,-0.46679615,0.34879607,-0.61949084,0.34393634,-0.05714614,0.00000000,-0.00000000,0.04984025,-0.00907799,0.65367995,-0.23542358
-5.55577789,1.53450681,-1.08912059,0.02650515,-0.00616081,0.17695755,-0.35127538,0.80381399,-0.46943607,0.38862492,-0.60780129,0.38050302,-0.06584049,0.00000000,-0.00000000,0.05450850,-0.01072578,0.72892280,-0.25239527
-5.54977489,1.69574075,-1.09843365,0.02863970,-0.00719496,0.19598320,-0.34164329,0.89034245,-0.47286886,0.43092700,-0.59394650,0.41839434,-0.07612198,0.00000000,-0.00000000,0.05922082,-0.01259341,0.80793368,-0.27209136
-5.54377189,1.86319683,-1.10992618,0.03073817,-0.00834774,0.21604497,-0.33085499,0.98077159,-0.47762334,0.47542882,-0.57848566,0.45725926,-0.08813519,0.00000000,-0.00000000,0.06391677,-0.01469343,0.89009028,-0.29487462
-5.53776888,2.03538057,-1.12483545,0.03276897,-0.00962202,0.23701448,-0.31925179,1.07442227,-0.48426197,0.52180446,-0.56201971,0.49669714,-0.10202565,0.00000000,-0.00000000,0.06853139,-0.01703586,0.97464818,-0.32110578
-5.53176588,2.21059174,-1.14440622,0.03469978,-0.01101869,0.25874273,-0.30719002,1.17050527,-0.49336212,0.56967530,-0.54517224,0.53626294,-0.11793485,0.00000000,-0.00000000,0.07299658,-0.01962756,1.06074670,-0.35113000
-5.52576288,2.38694358,-1.16984669,0.03649836,-0.01253628,0.28106005,-0.29502995,1.26812721,-0.50549585,0.61861135,-0.52856974,0.57547432,-0.13599459,0.00000000,-0.00000000,0.07724270,-0.02247147,1.14741902,-0.38526242
-5.51975988,2.56238941,-1.20228342,0.03813348,-0.01417066,0.30377652,-0.28312485,1.36629973,-0.52120894,0.66813423,-0.51282193,0.61382035,-0.15632071,0.00000000,-0.00000000,0.08120039,-0.02556602,1.23360674,-0.42377296
-5.51375688,2.73475633,-1.24271683,0.03957576,-0.01591485,0.32668303,-0.27181049,1.46395217,-0.54099970,0.71772202,-0.49850281,0.65077182,-0.17900641,0.00000000,-0.00000000,0.08480234,-0.02890450,1.31817864,-0.46687090
-5.50775388,2.90178518,-1.29197883,0.04079860,-0.01775881,0.34955293,-0.26139550,1.55994736,-0.56529838,0.76681565,-0.48613314,0.68579269,-0.20411523,0.00000000,-0.00000000,0.08798528,-0.03247452,1.39995322,-0.51468971
-5.50175088,3.06117586,-1.35069403,0.04177892,-0.01968935,0.37214425,-0.25215285,1.65310054,-0.59444766,0.81482712,-0.47616497,0.71835251,-0.23167403,0.00000000,-0.00000000,0.09069174,-0.03625762,1.47772462,-0.56727282
-5.49574787,3.21063679,-1.41924590,0.04249797,-0.02169012,0.39420255,-0.24431283,1.74220076,-0.62868516,0.86114901,-0.46896862,0.74793938,-0.26166614,0.00000000,-0.00000000,0.09287181,-0.04022901,1.55029102,-0.62456068
-5.48974487,3.34793694,-1.49774929,0.04294186,-0.02374176,0.41546440,-0.23805760,1.82603450,-0.66812836,0.90516549,-0.46482263,0.77407296,-0.29402504,0.00000000,-0.00000000,0.09448463,-0.04435742,1.61648471,-0.68637990
-5.48374187,3.47095899,-1.58603027,0.04310202,-0.02582201,0.43566139,-0.23351753,1.90341081,-0.71276272,0.94626423,-0.46390680,0.79631714,-0.32862875,0.00000000,-0.00000000,0.09549972,-0.04860528,1.67520280,-0.75243496
-5.47773887,3.57775171,-1.68361456,0.04297548,-0.02790611,0.45452467,-0.23076938,1.97318743,-0.76243347,0.98384916,-0.46629860,0.81429197,-0.36529545,0.00000000,-0.00000000,0.09589786,-0.05292894,1.72543745,-0.82230306
-5.47173587,3.66657989,-1.78972492,0.04256497,-0.02996720,0.47178996,-0.22983627,2.03429711,-0.81684158,1.01735368,-0.47197293,0.82768423,-0.40378047,0.00000000,-0.00000000,0.09567178,-0.05727930,1.76630444,-0.89543258
-5.46573287,3.73597003,-1.90328833,0.04187879,-0.03197682,0.48720297,-0.23068945,2.08577331,-0.87554424,1.04625381,-0.48080524,0.83625649,-0.44377508,0.00000000,-0.00000000,0.09482629,-0.06160247,1.79706912,-0.97114557
-5.45972986,3.78475026,-2.02295298,0.04093056,-0.03390557,0.50052492,-0.23325176,2.12677461,-0.93796014,1.07008111,-0.49257776,0.83985411,-0.48490721,0.00000000,-0.00000000,0.09337819,-0.06584080,1.81716846,-1.04864455
-5.45372686,3.81208293,-2.14711494,0.03973877,-0.03572374,0.51153834,-0.23740249,2.15660695,-1.00337958,1.08843478,-0.50698864,0.83840999,-0.52674453,0.00000000,-0.00000000,0.09135567,-0.06993403,1.82622861,-1.12702370
-5.44772386,3.81748875,-2.27395419,0.03832615,-0.03740211,0.52005264,-0.24298361,2.17474294,-1.07097946,1.10099257,-0.52366367,0.83194691,-0.56879970,0.00000000,-0.00000000,0.08879746,-0.07382064,1.82407691,-1.20528456
-5.44172086,3.80086150,-2.40147903,0.03671903,-0.03891265,0.52590948,-0.24980701,2.18083754,-1.13984270,1.10752015,-0.54217014,0.82057724,-0.61053817,0.00000000,-0.00000000,0.08575155,-0.07743931,1.81074809,-1.28235577
-5.43571786,3.76247288,-2.52757790,0.03494643,-0.04022934,0.52898765,-0.25766254,2.17473958,-1.20898175,1.10787854,-0.56203236,0.80450025,-0.65138818,0.00000000,-0.00000000,0.08227377,-0.08073049,1.78648433,-1.35711678
-5.42971486,3.70296711,-2.65007681,0.03303929,-0.04132886,0.52920729,-0.26632640,2.15649843,-1.27736553,1.10202921,-0.58274827,0.78399683,-0.69075292,0.00000000,-0.00000000,0.07842606,-0.08363798,1.75172915,-1.42842457
-5.42371186,3.62334564,-2.76680081,0.03102952,-0.04219129,0.52653321,-0.27556984,2.12636569,-1.34394875,1.09003683,-0.60380665,0.75942214,-0.72802455,0.00000000,-0.00000000,0.07427472,-0.08611051,1.70711540,-1.49514283
-5.41770885,3.52494252,-2.87563729,0.02894918,-0.04280070,0.52097712,-0.28516753,2.08479168,-1.40770286,1.07206919,-0.62470419,0.73119623,-0.76259956,0.00000000,-0.00000000,0.06988851,-0.08810323,1.65344793,-1.55617256
-5.41170585,3.40939117,-2.97459873,0.02682962,-0.04314561,0.51259872,-0.29490551,2.03241657,-1.46764715,1.04839451,-0.64496189,0.69979312,-0.79389512,0.00000000,-0.00000000,0.06533682,-0.08957901,1.59168159,-1.61048304
-5.40570285,3.27858402,-3.06188262,0.02470076,-0.04321937,0.50150545,-0.30458826,1.97005668,-1.52287890,1.01937603,-0.66414013,0.66572878,-0.82136567,0.00000000,-0.00000000,0.06068792,-0.09050967,1.52289558,-1.65714192
-5.39969985,3.13462633,-3.13592617,0.02259041,-0.04302039,0.48785083,-0.31404469,1.89868606,-1.57260125,0.98546399,-0.68185186,0.62954835,-0.84451918,0.00000000,-0.00000000,0.05600739,-0.09087678,1.44826511,-1.69534331
-5.39369685,2.97978593,-3.19545344,0.02052378,-0.04255214,0.47183157,-0.32313280,1.81941416,-1.61614750,0.94718541,-0.69777335,0.59181321,-0.86293243,0.00000000,-0.00000000,0.05135664,-0.09067237,1.36903155,-1.72443271
-5.38769385,2.81644065,-3.23951288,0.01852304,-0.04182311,0.45368325,-0.33174267,1.73346025,-1.65300067,0.90513179,-0.71165215,0.55308826,-0.87626461,0.00000000,-0.00000000,0.04679183,-0.08989916,1.28647225,-1.74392764
-5.38169085,2.64702526,-3.26750371,0.01660705,-0.04084652,0.43367492,-0.33979787,1.64212542,-1.68280741,0.85994533,-0.72331183,0.51392994,-0.88426864,0.00000000,-0.00000000,0.04236289,-0.08857054,1.20187110,-1.75353308
-5.37568784,2.47397967,-3.27918987,0.01479123,-0.03963999,0.41210279,-0.34725512,1.54676324,-1.70538541,0.81230409,-0.73265346,0.47487522,-0.88679972,0.00000000,-0.00000000,0.03811292,-0.08671024,1.11649083,-1.75315101
-5.36968484,2.29970001,-3.27470090,0.01308753,-0.03822493,0.38928305,-0.35410212,1.44875009,-1.72072411,0.76290660,-0.73965367,0.43643207,-0.88382070,0.00000000,-0.00000000,0.03407785,-0.08435163,1.03154798,-1.74288359
-5.36368184,2.12649412,-3.25451973,0.01150448,-0.03662602,0.36554435,-0.36035393,1.34945601,-1.72897836,0.71245651,-0.74435948,0.39907142,-0.87540393,0.00000000,-0.00000000,0.03028630,-0.08153674,0.94819125,-1.72302979
-5.35767884,1.95654242,-3.21945798,0.01004745,-0.03487041,0.34122008,-0.36604782,1.25021722,-1.73045560,0.66164770,-0.74688024,0.36322102,-0.86172960,0.00000000,-0.00000000,0.02675975,-0.07831504,0.86748361,-1.69407564
-5.35167584,1.79186528,-3.17061997,0.00871883,-0.03298706,0.31664074,-0.37123712,1.15231105,-1.72559700,0.61115054,-0.74737701,0.32926099,-0.84308059,0.00000000,-0.00000000,0.02351286,-0.07474204,0.79038862,-1.65667848
-5.34567284,1.63429725,-3.10935730,0.00751842,-0.03100590,0.29212675,-0.37598419,1.05693397,-1.71495366,0.56159951,-0.74605009,0.29752118,-0.81983399,0.00000000,-0.00000000,0.02055400,-0.07087769,0.71776080,-1.61164603
