energy_ev,total_up,Pb_p_up,Pb_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-6.00000000,0.21481916,0.02188517,0.00001609,0.10563389,0.05422105,0.00196961,0.12630889
-5.99399700,0.22704193,0.02115156,0.00001925,0.12140134,0.05704380,0.00218615,0.13497656
-5.98799400,0.24253341,0.02071043,0.00002289,0.13871407,0.06071798,0.00244563,0.14563220
-5.98199100,0.26140054,0.02057938,0.00002706,0.15753469,0.06527835,0.00275061,0.15834041
-5.97598799,0.28368901,0.02077050,0.00003180,0.17778727,0.07074490,0.00310306,0.17312942
-5.96998499,0.30937939,0.02129028,0.00003716,0.19935461,0.07712180,0.00350425,0.18998835
-5.96398199,0.33838454,0.02213956,0.00004319,0.22207678,0.08439669,0.00395459,0.20886542
-5.95797899,0.37054851,0.02331352,0.00004992,0.24575101,0.09254031,0.00445361,0.22966689
-5.95197599,0.40564709,0.02480178,0.00005740,0.27013317,0.10150646,0.00499982,0.25225715
-5.94597299,0.44339026,0.02658852,0.00006566,0.29494093,0.11123241,0.00559063,0.27645996
-5.93996998,0.48342643,0.02865271,0.00007473,0.31985860,0.12163981,0.00622241,0.30206086
-5.93396698,0.52534872,0.03096838,0.00008466,0.34454361,0.13263595,0.00689035,0.32881082
-5.92796398,0.56870302,0.03350503,0.00009545,0.36863449,0.14411557,0.00758861,0.35643116
-5.92196098,0.61299779,0.03622810,0.00010714,0.39176009,0.15596304,0.00831031,0.38461945
-5.91595798,0.65771525,0.03909950,0.00011975,0.41354977,0.16805488,0.00904768,0.41305647
-5.90995498,0.70232370,0.04207827,0.00013328,0.43364403,0.18026260,0.00979217,0.44141379
-5.90395198,0.74629041,0.04512132,0.00014775,0.45170539,0.19245569,0.01053464,0.46936185
-5.89794897,0.78909461,0.04818422,0.00016316,0.46742874,0.20450470,0.01126558,0.49657805
-5.89194597,0.83024014,0.05122204,0.00017951,0.48055095,0.21628419,0.01197528,0.52275474
-5.88594297,0.86926707,0.05419020,0.00019680,0.49085912,0.22767554,0.01265415,0.54760649
-5.87993997,0.90576179,0.05704532,0.00021499,0.49819723,0.23856938,0.01329287,0.57087649
-5.87393697,0.93936531,0.05974611,0.00023407,0.50247068,0.24886763,0.01388271,0.59234179
-5.86793397,0.96977910,0.06225404,0.00025400,0.50364876,0.25848496,0.01441568,0.61181702
-5.86193097,0.99676856,0.06453411,0.00027473,0.50176466,0.26734969,0.01488474,0.62915659
-5.85592796,1.02016387,0.06655539,0.00029618,0.49691331,0.27540412,0.01528398,0.64425525
-5.84992496,1.03985825,0.06829149,0.00031827,0.48924700,0.28260418,0.01560874,0.65704698
-5.84392196,1.05580407,0.06972090,0.00034089,0.47896910,0.28891868,0.01585567,0.66750254
-5.83791896,1.06800690,0.07082719,0.00036392,0.46632620,0.29432794,0.01602277,0.67562570
-5.83191596,1.07651818,0.07159911,0.00038720,0.45159913,0.29882229,0.01610942,0.68144853
-5.82591296,1.08142696,0.07203058,0.00041056,0.43509324,0.30240019,0.01611629,0.68502622
-5.81990995,1.08285135,0.07212053,0.00043380,0.41712846,0.30506646,0.01604532,0.68643151
-5.81390695,1.08093018,0.07187277,0.00045668,0.39802962,0.30683053,0.01589959,0.68574950
-5.80790395,1.07581564,0.07129572,0.00047898,0.37811742,0.30770496,0.01568321,0.68307279
-5.80190095,1.06766707,0.07040215,0.00050043,0.35770049,0.30770434,0.01540122,0.67849768
-5.79589795,1.05664657,0.06920893,0.00052075,0.33706874,0.30684465,0.01505943,0.67212123
-5.78989495,1.04291646,0.06773670,0.00053967,0.31648822,0.30514310,0.01466433,0.66403975
-5.78389195,1.02663873,0.06600969,0.00055690,0.29619773,0.30261851,0.01422296,0.65434845
-5.77788894,1.00797652,0.06405542,0.00057216,0.27640702,0.29929218,0.01374285,0.64314243
-5.77188594,0.98709727,0.06190453,0.00058521,0.25729656,0.29518924,0.01323193,0.63051884
-5.76588294,0.96417737,0.05959060,0.00059579,0.23901882,0.29034029,0.01269849,0.61657993
-5.75987994,0.93940783,0.05714992,0.00060371,0.22170074,0.28478329,0.01215114,0.60143683
-5.75387694,0.91300048,0.05462139,0.00060878,0.20544720,0.27856554,0.01159883,0.58521372
