energy_ev,total_up,B_p_up,B_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.63981991,1.35419077,0.00161496,0.00000000,0.03458006,0.79218519,0.55615872,0.36147390
-5.63381691,1.31813389,0.00164746,0.00000000,0.03455706,0.76466748,0.52887737,0.35315201
-5.62781391,1.28386206,0.00169839,0.00000000,0.03445050,0.73824018,0.50334553,0.34478553
-5.62181091,1.25130024,0.00176697,0.00000000,0.03426000,0.71287423,0.47967991,0.33635883
-5.61580790,1.22036212,0.00185245,0.00000000,0.03398601,0.68853062,0.45797351,0.32785740
-5.60980490,1.19095792,0.00195410,0.00000000,0.03362989,0.66516583,0.43829567,0.31926996
-5.60380190,1.16300076,0.00207117,0.00000000,0.03319394,0.64273661,0.42069170,0.31059024
-5.59779890,1.13641176,0.00220290,0.00000000,0.03268142,0.62120414,0.40518245,0.30181853
-5.59179590,1.11112333,0.00234847,0.00000000,0.03209652,0.60053728,0.39176370,0.29296279
-5.58579290,1.08708099,0.00250699,0.00000000,0.03144430,0.58071481,0.38040552,0.28403936
-5.57978989,1.06424351,0.00267745,0.00000000,0.03073064,0.56172681,0.37105181,0.27507320
-5.57378689,1.04258176,0.00285873,0.00000000,0.02996208,0.54357503,0.36362008,0.26609771
-5.56778389,1.02207630,0.00304954,0.00000000,0.02914572,0.52627242,0.35800162,0.25715411
-5.56178089,1.00271422,0.00324845,0.00000000,0.02828906,0.50984188,0.35406232,0.24829039
-5.55577789,0.98448551,0.00345382,0.00000000,0.02739977,0.49431441,0.35164408,0.23956002
-5.54977489,0.96737920,0.00366388,0.00000000,0.02648560,0.47972682,0.35056708,0.23102031
-5.54377189,0.95137986,0.00387665,0.00000000,0.02555410,0.46611915,0.35063272,0.22273066
-5.53776888,0.93646447,0.00409005,0.00000000,0.02461256,0.45353192,0.35162749,0.21475071
-5.53176588,0.92260023,0.00430185,0.00000000,0.02366776,0.44200354,0.35332746,0.20713847
-5.52576288,0.90974315,0.00450977,0.00000000,0.02272591,0.43156776,0.35550338,0.19994856
-5.51975988,0.89783776,0.00471149,0.00000000,0.02179256,0.42225147,0.35792625,0.19323058
-5.51375688,0.88681781,0.00490471,0.00000000,0.02087249,0.41407292,0.36037304,0.18702772
-5.50775388,0.87660790,0.00508725,0.00000000,0.01996975,0.40704026,0.36263243,0.18137563
-5.50175088,0.86712589,0.00525704,0.00000000,0.01908765,0.40115063,0.36451028,0.17630159
-5.49574787,0.85828592,0.00541223,0.00000000,0.01822880,0.39638962,0.36583455,0.17182398
-5.48974487,0.85000173,0.00555126,0.00000000,0.01739516,0.39273125,0.36645947,0.16795210
-5.48374187,0.84219010,0.00567286,0.00000000,0.01658818,0.39013829,0.36626882,0.16468631
-5.47773887,0.83477420,0.00577617,0.00000000,0.01580887,0.38856305,0.36517802,0.16201840
-5.47173587,0.82768660,0.00586073,0.00000000,0.01505791,0.38794845,0.36313514,0.15993236
-5.46573287,0.82087189,0.00592654,0.00000000,0.01433574,0.38822947,0.36012067,0.15840529
-5.45972986,0.81428877,0.00597409,0.00000000,0.01364270,0.38933482,0.35614610,0.15740857
-5.45372686,0.80791160,0.00600435,0.00000000,0.01297908,0.39118899,0.35125159,0.15690921
-5.44772386,0.80173156,0.00601885,0.00000000,0.01234520,0.39371446,0.34550264,0.15687136
-5.44172086,0.79575727,0.00601961,0.00000000,0.01174148,0.39683420,0.33898619,0.15725788
-5.43571786,0.79001530,0.00600917,0.00000000,0.01116843,0.40047429,0.33180628,0.15803198
-5.42971486,0.78455039,0.00599060,0.00000000,0.01062673,0.40456675,0.32407958,0.15915891
-5.42371186,0.77942565,0.00596746,0.00000000,0.01011718,0.40905236,0.31593097,0.16060755
-5.41770885,0.77472282,0.00594377,0.00000000,0.00964072,0.41388350,0.30748951,0.16235192
-5.41170585,0.77054252,0.00592403,0.00000000,0.00919840,0.41902685,0.29888490,0.16437253
-5.40570285,0.76700456,0.00591312,0.00000000,0.00879137,0.42446576,0.29024451,0.16665753
-5.39969985,0.76424822,0.00591632,0.00000000,0.00842083,0.43020223,0.28169132,0.16920347
-5.39369685,0.76243231,0.00593920,0.00000000,0.00808803,0.43625832,0.27334246,0.17201587
-5.38769385,0.76173500,0.00598760,0.00000000,0.00779421,0.44267683,0.26530860,0.17510923
-5.38169085,0.76235306,0.00606754,0.00000000,0.00754059,0.44952108,0.25769395,0.17850671
-5.37568784,0.76450044,0.00618513,0.00000000,0.00732833,0.45687382,0.25059683,0.18223932
-5.36968484,0.76840609,0.00634652,0.00000000,0.00715850,0.46483506,0.24411059,0.18634461
-5.36368184,0.77431069,0.00655770,0.00000000,0.00703204,0.47351895,0.23832481,0.19086497
-5.35767884,0.78246249,0.00682451,0.00000000,0.00694974,0.48304967,0.23332654,0.19584552
-5.35167584,0.79311203,0.00715240,0.00000000,0.00691219,0.49355642,0.22920145,0.20133165
-5.34567284,0.80650602,0.00754639,0.00000000,0.00691972,0.50516787,0.22603479,0.20736630
-5.33966983,0.82288037,0.00801090,0.00000000,0.00697239,0.51800600,0.22391201,0.21398721
-5.33366683,0.84245265,0.00854960,0.00000000,0.00706993,0.53217978,0.22291903,0.22122402
-5.32766383,0.86541436,0.00916532,0.00000000,0.00721166,0.54777902,0.22314210,0.22909559
-5.32166083,0.89192305,0.00985992,0.00000000,0.00739650,0.56486843,0.22466727,0.23760751
-5.31565783,0.92209492,0.01063413,0.00000000,0.00762286,0.58348245,0.22757956,0.24675001
-5.30965483,0.95599797,0.01148749,0.00000000,0.00788869,0.60362097,0.23196180,0.25649634
-5.30365183,0.99364617,0.01241827,0.00000000,0.00819139,0.62524619,0.23789337,0.26680167
-5.29764882,1.03499480,0.01342335,0.00000000,0.00852785,0.64828073,0.24544877,0.27760268
-5.29164582,1.07993716,0.01449821,0.00000000,0.00889440,0.67260726,0.25469626,0.28881776
-5.28564282,1.12830291,0.01563690,0.00000000,0.00928692,0.69806948,0.26569659,0.30034793
-5.27963982,1.17985794,0.01683201,0.00000000,0.00970082,0.72447460,0.27850182,0.31207834
-5.27363682,1.23430594,0.01807476,0.00000000,0.01013114,0.75159711,0.29315443,0.32388049
-5.26763382,1.29129149,0.01935498,0.00000000,0.01057259,0.77918376,0.30968650,0.33561483
-5.26163082,1.35040466,0.02066127,0.00000000,0.01101972,0.80695950,0.32811921,0.34713396
-5.25562781,1.41118694,0.02198111,0.00000000,0.01146696,0.83463420,0.34846242,0.35828604
-5.24962481,1.47313830,0.02330099,0.00000000,0.01190877,0.86190985,0.37071426,0.36891851
-5.24362181,1.53572522,0.02460664,0.00000000,0.01233973,0.88848793,0.39486088,0.37888189
-5.23761881,1.59838940,0.02588325,0.00000000,0.01275472,0.91407681,0.42087595,0.38803355
-5.23161581,1.66055705,0.02711570,0.00000000,0.01314894,0.93839883,0.44872010,0.39624140
-5.22561281,1.72164837,0.02828890,0.00000000,0.01351808,0.96119678,0.47834003,0.40338734
-5.21960980,1.78108718,0.02938801,0.00000000,0.01385838,0.98223976,0.50966744,0.40937035
-5.21360680,1.83831038,0.03039886,0.00000000,0.01416669,1.00132812,0.54261757,0.41410926
-5.20760380,1.89277713,0.03130817,0.00000000,0.01444052,1.01829741,0.57708751,0.41754498
-5.20160080,1.94397757,0.03210393,0.00000000,0.01467806,1.03302132,0.61295425,0.41964228
-5.19559780,1.99144088,0.03277573,0.00000000,0.01487819,1.04541354,0.65007273,0.42039099
-5.18959480,2.03474273,0.03331497,0.00000000,0.01504049,1.05542863,0.68827386,0.41980665
-5.18359180,2.07351195,0.03371519,0.00000000,0.01516519,1.06306191,0.72736280,0.41793064
-5.17758879,2.10743631,0.03397224,0.00000000,0.01525313,1.06834858,0.76711772,0.41482969
-5.17158579,2.13626759,0.03408447,0.00000000,0.01530575,1.07136202,0.80728929,0.41059497
-5.16558279,2.15982575,0.03405286,0.00000000,0.01532504,1.07221172,0.84760097,0.40534064
-5.15957979,2.17800233,0.03388105,0.00000000,0.01531347,1.07104065,0.88775053,0.39920205
-5.15357679,2.19076314,0.03357534,0.00000000,0.01527403,1.06802250,0.92741281,0.39233351
-5.14757379,2.19815014,0.03314465,0.00000000,0.01521014,1.06335879,0.96624380,0.38490585
-5.14157079,2.20028265,0.03260039,0.00000000,0.01512567,1.05727605,1.00388630,0.37710370
-5.13556778,2.19735781,0.03195627,0.00000000,0.01502496,1.05002297,1.03997677,0.36912260
-5.12956478,2.18965024,0.03122806,0.00000000,0.01491279,1.04186786,1.07415355,0.36116603
-5.12356178,2.17751083,0.03043332,0.00000000,0.01479441,1.03309600,1.10606600,0.35344237
-5.11755878,2.16136443,0.02959111,0.00000000,0.01467553,1.02400721,1.13538445,0.34616177
-5.11155578,2.14170646,0.02872153,0.00000000,0.01456235,1.01491328,1.16181027,0.33953310
-5.10555278,2.11909797,0.02784544,0.00000000,0.01446147,1.00613514,1.18508598,0.33376079
-5.09954977,2.09415915,0.02698395,0.00000000,0.01437995,0.99799979,1.20500464,0.32904176
-5.09354677,2.06756104,0.02615806,0.00000000,0.01432512,0.99083658,1.22141812,0.32556230
-5.08754377,2.04001522,0.02538816,0.00000000,0.01430457,0.98497287,1.23424384,0.32349489
-5.08154077,2.01226151,0.02469358,0.00000000,0.01432592,0.98072888,1.24346945,0.32299513
-5.07553777,1.98505363,0.02409218,0.00000000,0.01439671,0.97841166,1.24915516,0.32419851
-5.06953477,1.95914301,0.02359989,0.00000000,0.01452410,0.97830825,1.25143351,0.32721732
-5.06353177,1.93526100,0.02323030,0.00000000,0.01471468,0.98067805,1.25050636,0.33213753
-5.05752876,1.91410000,0.02299427,0.00000000,0.01497417,0.98574461,1.24663915,0.33901586
-5.05152576,1.89629401,0.02289960,0.00000000,0.01530713,0.99368716,1.24015263,0.34787706
-5.04552276,1.88239933,0.02295076,0.00000000,0.01571668,1.00463217,1.23141223,0.35871150
-5.03951976,1.87287629,0.02314868,0.00000000,0.01620422,1.01864538,1.22081553,0.37147324
-5.03351676,1.86807277,0.02349057,0.00000000,0.01676923,1.03572486,1.20877841,0.38607873
-5.02751376,1.86821044,0.02396994,0.00000000,0.01740902,1.05579540,1.19572033,0.40240630
-5.02151076,1.87337461,0.02457662,0.00000000,0.01811866,1.07870493,1.18204957,0.42029646
-5.01550775,1.88350829,0.02529696,0.00000000,0.01889087,1.10422321,1.16814899,0.43955340
-5.00950475,1.89841106,0.02611404,0.00000000,0.01971607,1.13204328,1.15436299,0.45994739
-5.00350175,1.91774323,0.02700814,0.00000000,0.02058249,1.16178575,1.14098636,0.48121857
-4.99749875,1.94103522,0.02795714,0.00000000,0.02147635,1.19300614,1.12825545,0.50308172
-4.99149575,1.96770205,0.02893714,0.00000000,0.02238216,1.22520516,1.11634217,0.52523224
-4.98549275,1.99706263,0.02992311,0.00000000,0.02328306,1.25784155,1.10535099,0.54735302
-4.97948974,2.02836289,0.03088955,0.00000000,0.02416124,1.29034738,1.09531917,0.56912211
-4.97348674,2.06080209,0.03181125,0.00000000,0.02499843,1.32214491,1.08622013,0.59022097
-4.96748374,2.09356091,0.03266404,0.00000000,0.02577643,1.35266455,1.07796967,0.61034285
-4.96148074,2.12583025,0.03342544,0.00000000,0.02647756,1.38136308,1.07043488,0.62920119
-4.95547774,2.15683933,0.03407536,0.00000000,0.02708526,1.40774133,1.06344511,0.64653754
-4.94947474,2.18588177,0.03459668,0.00000000,0.02758453,1.43136045,1.05680441,0.66212875
-4.94347174,2.21233857,0.03497570,0.00000000,0.02796238,1.45185606,1.05030496,0.67579309
-4.93746873,2.23569683,0.03520253,0.00000000,0.02820825,1.46894967,1.04374057,0.68739503
-4.93146573,2.25556351,0.03527126,0.00000000,0.02831425,1.48245672,1.03691992,0.69684848
-4.92546273,2.27167377,0.03518012,0.00000000,0.02827543,1.49229095,1.02967853,0.70411835
-4.91945973,2.28389363,0.03493136,0.00000000,0.02808987,1.49846500,1.02188941,0.70922035
-4.91345673,2.29221713,0.03453108,0.00000000,0.02775872,1.50108724,1.01347150,0.71221909
-4.90745373,2.29675850,0.03398893,0.00000000,0.02728610,1.50035510,1.00439603,0.71322456
-4.90145073,2.29773997,0.03331767,0.00000000,0.02667897,1.49654530,0.99469041,0.71238719
-4.89544772,2.29547623,0.03253268,0.00000000,0.02594686,1.49000162,0.98443963,0.70989173
-4.88944472,2.29035658,0.03165139,0.00000000,0.02510154,1.48112091,0.97378546,0.70595026
-4.88344172,2.28282585,0.03069269,0.00000000,0.02415667,1.47033799,0.96292343,0.70079461
-4.87743872,2.27336536,0.02967632,0.00000000,0.02312737,1.45811029,0.95209799,0.69466853
-4.87143572,2.26247470,0.02862231,0.00000000,0.02202979,1.44490292,0.94159610,0.68782004
-4.86543272,2.25065540,0.02755036,0.00000000,0.02088066,1.43117478,0.93173960,0.68049405
-4.85942971,2.23839681,0.02647944,0.00000000,0.01969687,1.41736614,0.92287671,0.67292565
-4.85342671,2.22616487,0.02542727,0.00000000,0.01849505,1.40388813,0.91537279,0.66533420
-4.84742371,2.21439357,0.02441004,0.00000000,0.01729117,1.39111431,0.90960077,0.65791832
-4.84142071,2.20347902,0.02344211,0.00000000,0.01610027,1.37937417,0.90593128,0.65085195
-4.83541771,2.19377583,0.02253583,0.00000000,0.01493612,1.36894872,0.90472267,0.64428130
-4.82941471,2.18559506,0.02170141,0.00000000,0.01381102,1.36006761,0.90631095,0.63832291
-4.82341171,2.17920331,0.02094690,0.00000000,0.01273566,1.35290776,0.91099978,0.63306245
-4.81740870,2.17482206,0.02027816,0.00000000,0.01171899,1.34759290,0.91905042,0.62855445
-4.81140570,2.17262690,0.01969894,0.00000000,0.01076816,1.34419387,0.93067194,0.62482262
-4.80540270,2.17274594,0.01921096,0.00000000,0.00988855,1.34272928,0.94601161,0.62186089
-4.79939970,2.17525736,0.01881404,0.00000000,0.00908379,1.34316638,0.96514573,0.61963485
-4.79339670,2.18018576,0.01850617,0.00000000,0.00835584,1.34542202,0.98807125,0.61808377
-4.78739370,2.18749773,0.01828370,0.00000000,0.00770511,1.34936375,1.01469833,0.61712303
-4.78139070,2.19709688,0.01814145,0.00000000,0.00713057,1.35481118,1.04484433,0.61664699
-4.77538769,2.20881892,0.01807287,0.00000000,0.00662994,1.36153775,1.07822977,0.61653235
-4.76938469,2.22242753,0.01807016,0.00000000,0.00619983,1.36927334,1.11447642,0.61664191
-4.76338169,2.23761180,0.01812444,0.00000000,0.00583590,1.37770790,1.15310826,0.61682889
-4.75737869,2.25398600,0.01822589,0.00000000,0.00553303,1.38649649,1.19355546,0.61694167
-4.75137569,2.27109227,0.01836392,0.00000000,0.00528551,1.39526581,1.23516174,0.61682893
-4.74537269,2.28840692,0.01852740,0.00000000,0.00508719,1.40362252,1.27719520,0.61634516
-4.73936968,2.30535039,0.01870480,0.00000000,0.00493163,1.41116325,1.31886265,0.61535633
-4.73336668,2.32130106,0.01888446,0.00000000,0.00481226,1.41748612,1.35932713,0.61374552
-4.72736368,2.33561252,0.01905481,0.00000000,0.00472253,1.42220344,1.39772827,0.61141838
-4.72136068,2.34763375,0.01920462,0.00000000,0.00465601,1.42495523,1.43320488,0.60830810
-4.71535768,2.35673138,0.01932329,0.00000000,0.00460655,1.42542276,1.46491894,0.60437952
-4.70935468,2.36231296,0.01940105,0.00000000,0.00456836,1.42334166,1.49208024,0.59963234
-4.70335168,2.36385000,0.01942929,0.00000000,0.00453612,1.41851357,1.51397045,0.59410288
-4.69734867,2.36089959,0.01940071,0.00000000,0.00450506,1.41081593,1.52996583,0.58786452
-4.69134567,2.35312330,0.01930957,0.00000000,0.00447102,1.40020895,1.53955734,0.58102633
-4.68534267,2.34030220,0.01915182,0.00000000,0.00443048,1.38673944,1.54236740,0.57373013
-4.67933967,2.32234716,0.01892523,0.00000000,0.00438063,1.37054094,1.53816245,0.56614584
-4.67333667,2.29930363,0.01862939,0.00000000,0.00431936,1.35183014,1.52686058,0.55846527
-4.66733367,2.27135064,0.01826575,0.00000000,0.00424523,1.33089943,1.50853404,0.55089468
-4.66133067,2.23879389,0.01783752,0.00000000,0.00415751,1.30810602,1.48340640,0.54364619
-4.65532766,2.20205331,0.01734952,0.00000000,0.00405605,1.28385799,1.45184441,0.53692874
-4.64932466,2.16164579,0.01680804,0.00000000,0.00394130,1.25859797,1.41434509,0.53093867
-4.64332166,2.11816384,0.01622056,0.00000000,0.00381420,1.23278527,1.37151855,0.52585069
-4.63731866,2.07225157,0.01559551,0.00000000,0.00367612,1.20687739,1.32406736,0.52180947
-4.63131566,2.02457906,0.01494196,0.00000000,0.00352876,1.18131182,1.27276349,0.51892241
-4.62531266,1.97581674,0.01426936,0.00000000,0.00337405,1.15648916,1.21842375,0.51725392
-4.61930965,1.92661096,0.01358721,0.00000000,0.00321410,1.13275839,1.16188498,0.51682146
-4.61330665,1.87756218,0.01290479,0.00000000,0.00305106,1.11040505,1.10397986,0.51759372
-4.60730365,1.82920668,0.01223096,0.00000000,0.00288711,1.08964289,1.04551447,0.51949082
-4.60130065,1.78200286,0.01157390,0.00000000,0.00272433,1.07060943,0.98724837,0.52238673
-4.59529765,1.73632256,0.01094101,0.00000000,0.00256467,1.05336554,0.92987785,0.52611368
-4.58929465,1.69244771,0.01033874,0.00000000,0.00240994,1.03789896,0.87402293,0.53046843
-4.58329165,1.65057228,0.00977262,0.00000000,0.00226173,1.02413152,0.82021825,0.53522004
-4.57728864,1.61080911,0.00924719,0.00000000,0.00212143,1.01192954,0.76890803,0.54011885
-4.57128564,1.57320106,0.00876608,0.00000000,0.00199021,1.00111681,0.72044484,0.54490618
-4.56528264,1.53773565,0.00833206,0.00000000,0.00186909,0.99148929,0.67509198,0.54932438
-4.55927964,1.50436210,0.00794718,0.00000000,0.00175887,0.98283086,0.63302892,0.55312679
-4.55327664,1.47300977,0.00761289,0.00000000,0.00166024,0.97492916,0.59435936,0.55608706
-4.54727364,1.44360676,0.00733016,0.00000000,0.00157379,0.96759069,0.55912110,0.55800769
-4.54127064,1.41609774,0.00709963,0.00000000,0.00150002,0.96065448,0.52729732,0.55872725
-4.53526763,1.39045980,0.00692173,0.00000000,0.00143942,0.95400374,0.49882843,0.55812613
-4.52926463,1.36671571,0.00679678,0.00000000,0.00139246,0.94757477,0.47362400,0.55613063
-4.52326163,1.34494370,0.00672510,0.00000000,0.00135963,0.94136312,0.45157426,0.55271529
-4.51725863,1.32528358,0.00670701,0.00000000,0.00134146,0.93542651,0.43256072,0.54790343
-4.51125563,1.30793868,0.00674291,0.00000000,0.00133852,0.92988465,0.41646563,0.54176601
-4.50525263,1.29317385,0.00683325,0.00000000,0.00135141,0.92491611,0.40317994,0.53441882
-4.49924962,1.28130958,0.00697852,0.00000000,0.00138076,0.92075237,0.39260986,0.52601835
-4.49324662,1.27271270,0.00717917,0.00000000,0.00142719,0.91766963,0.38468167,0.51675640
-4.48724362,1.26778404,0.00743558,0.00000000,0.00149130,0.91597856,0.37934511,0.50685377
-4.48124062,1.26694391,0.00774797,0.00000000,0.00157361,0.91601283,0.37657525,0.49655326
-4.47523762,1.27061586,0.00811634,0.00000000,0.00167453,0.91811661,0.37637301,0.48611234
-4.46923462,1.27920961,0.00854036,0.00000000,0.00179431,0.92263183,0.37876454,0.47579561
-4.46323162,1.29310385,0.00901935,0.00000000,0.00193302,0.92988563,0.38379948,0.46586747
-4.45722861,1.31262956,0.00955220,0.00000000,0.00209046,0.94017834,0.39154844,0.45658512
-4.45122561,1.33805454,0.01013733,0.00000000,0.00226615,0.95377262,0.40209960,0.44819213
-4.44522261,1.36956970,0.01077269,0.00000000,0.00245933,0.97088388,0.41555481,0.44091284
-4.43921961,1.40727749,0.01145571,0.00000000,0.00266886,0.99167238,0.43202500,0.43494754
-4.43321661,1.45118301,0.01218334,0.00000000,0.00289330,1.01623712,0.45162530,0.43046876
-4.42721361,1.50118780,0.01295206,0.00000000,0.00313084,1.04461167,0.47446962,0.42761850
-4.42121061,1.55708672,0.01375789,0.00000000,0.00337935,1.07676189,0.50066509,0.42650662
-4.41520760,1.61856768,0.01459639,0.00000000,0.00363637,1.11258564,0.53030604,0.42721020
-4.40920460,1.68521447,0.01546275,0.00000000,0.00389918,1.15191425,0.56346803,0.42977394
-4.40320160,1.75651222,0.01635174,0.00000000,0.00416484,1.19451566,0.60020166,0.43421141
-4.39719860,1.83185549,0.01725775,0.00000000,0.00443020,1.24009903,0.64052644,0.44050700
-4.39119560,1.91055867,0.01817481,0.00000000,0.00469201,1.28832059,0.68442492,0.44861860
-4.38519260,1.99186817,0.01909657,0.00000000,0.00494698,1.33879051,0.73183708,0.45848050
-4.37918959,2.07497624,0.02001630,0.00000000,0.00519181,1.39108041,0.78265525,0.47000667
-4.37318659,2.15903583,0.02092689,0.00000000,0.00542331,1.44473142,0.83671980,0.48309400
-4.36718359,2.24317612,0.02182087,0.00000000,0.00563845,1.49926236,0.89381573,0.49762541
-4.36118059,2.32651827,0.02269040,0.00000000,0.00583442,1.55417795,0.95367032,0.51347271
-4.35517759,2.40819103,0.02352729,0.00000000,0.00600871,1.60897664,1.01595223,0.53049896
-4.34917459,2.48734567,0.02432311,0.00000000,0.00615917,1.66315817,1.08027190,0.54856042
-4.34317159,2.56317010,0.02506920,0.00000000,0.00628403,1.71623041,1.14618366,0.56750792
-4.33716858,2.63490173,0.02575683,0.00000000,0.00638198,1.76771564,1.21318947,0.58718774
-4.33116558,2.70183896,0.02637732,0.00000000,0.00645217,1.81715614,1.28074428,0.60744206
-4.32516258,2.76335103,0.02692221,0.00000000,0.00649427,1.86411913,1.34826314,0.62810905
-4.31915958,2.81888631,0.02738347,0.00000000,0.00650841,1.90820106,1.41512971,0.64902288
-4.31315658,2.86797896,0.02775373,0.00000000,0.00649524,1.94903147,1.48070625,0.67001368
-4.30715358,2.91025393,0.02802647,0.00000000,0.00645589,1.98627645,1.54434463,0.69090775
