energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.42371186,5.07025389,0.10134680,0.00000000,0.01143283,0.74465960,3.14344143,2.04487639,0.03409148,2.47447463
-5.41770885,5.14517142,0.09974150,0.00000000,0.01037853,0.75895128,3.17548955,2.08559847,0.03427887,2.50088743
-5.41170585,5.19882343,0.09822530,0.00000000,0.00947427,0.76948786,3.19383943,2.11688257,0.03434245,2.51783199
-5.40570285,5.22891813,0.09673748,0.00000000,0.00869721,0.77597505,3.19738344,2.13778821,0.03426326,2.52419754
-5.39969985,5.23385803,0.09522634,0.00000000,0.00802624,0.77822384,3.18546476,2.14765577,0.03402738,2.51921034
-5.39369685,5.21279086,0.09365075,0.00000000,0.00744231,0.77615688,3.15790078,2.14612731,0.03362625,2.50245846
-5.38769385,5.16563351,0.09198116,0.00000000,0.00692869,0.76981088,3.11498867,2.13315681,0.03305690,2.47390298
-5.38169085,5.09306812,0.09020013,0.00000000,0.00647105,0.75933519,3.05749302,2.10900913,0.03232194,2.43387533
-5.37568784,4.99651083,0.08830232,0.00000000,0.00605751,0.74498638,2.98661630,2.07424799,0.03142939,2.38306107
-5.36968484,4.87805496,0.08629401,0.00000000,0.00567859,0.72711923,2.90395357,2.02971350,0.03039237,2.32247117
-5.36368184,4.74039150,0.08419217,0.00000000,0.00532706,0.70617461,2.81143377,1.97649022,0.02922857,2.25340220
-5.35767884,4.58671083,0.08202316,0.00000000,0.00499778,0.68266476,2.71125030,1.91586744,0.02795969,2.17738766
-5.35167584,4.42059039,0.07982114,0.00000000,0.00468749,0.65715664,2.60578416,1.84929337,0.02661076,2.09614251
-5.34567284,4.24587334,0.07762632,0.00000000,0.00439458,0.63025422,2.49752291,1.77832543,0.02520937,2.01150374
-5.33966983,4.06654364,0.07548301,0.00000000,0.00411879,0.60258045,2.38897912,1.70457870,0.02378492,1.92536938
-5.33366683,3.88660272,0.07343777,0.00000000,0.00386102,0.57475956,2.28261145,1.62967479,0.02236787,1.83963860
-5.32766383,3.70995262,0.07153754,0.00000000,0.00362303,0.54740052,2.18075146,1.55519320,0.02098900,1.75615528
-5.32166083,3.54028990,0.06982802,0.00000000,0.00340726,0.52108219,2.08553878,1.48262688,0.01967874,1.67665692
-5.31565783,3.38101372,0.06835215,0.00000000,0.00321656,0.49634059,1.99886667,1.41334363,0.01846655,1.60273072
-5.30965483,3.23515069,0.06714895,0.00000000,0.00305406,0.47365877,1.92233946,1.34855452,0.01738042,1.53577779
-5.30365183,3.10529806,0.06625263,0.00000000,0.00292296,0.45345913,1.85724275,1.28928996,0.01644637,1.47698636
-5.29764882,2.99358574,0.06569196,0.00000000,0.00282639,0.43609867,1.80452657,1.23638387,0.01568816,1.42731412
-5.29164582,2.90165695,0.06549000,0.00000000,0.00276733,0.42186660,1.76480118,1.19046591,0.01512689,1.38747941
-5.28564282,2.83066605,0.06566408,0.00000000,0.00274844,0.41098442,1.73834461,1.15196124,0.01478086,1.35796076
-5.27963982,2.78129188,0.06622598,0.00000000,0.00277204,0.40360798,1.72512067,1.12109726,0.01466532,1.33900371
-5.27363682,2.75376413,0.06718241,0.00000000,0.00284002,0.39983123,1.72480570,1.09791621,0.01479233,1.33063382
-5.26763382,2.74789989,0.06853549,0.00000000,0.00295377,0.39969107,1.73682228,1.08229252,0.01517066,1.33267452
-5.26163082,2.76314763,0.07028345,0.00000000,0.00311417,0.40317317,1.76037778,1.07395379,0.01580567,1.34476836
-5.25562781,2.79863572,0.07242127,0.00000000,0.00332154,0.41021812,1.79450576,1.07250399,0.01669923,1.36640050
-5.24962481,2.85322281,0.07494137,0.00000000,0.00357564,0.42072760,1.83810834,1.07744773,0.01784965,1.39692300
-5.24362181,2.92554779,0.07783414,0.00000000,0.00387563,0.43457039,1.88999756,1.08821459,0.01925162,1.43557893
-5.23761881,3.01407739,0.08108850,0.00000000,0.00422007,0.45158793,1.94893439,1.10418241,0.02089617,1.48152548
-5.23161581,3.11715009,0.08469223,0.00000000,0.00460696,0.47159930,2.01366399,1.12469891,0.02277072,1.53385535
-5.22561281,3.23301540,0.08863221,0.00000000,0.00503375,0.49440553,2.08294630,1.14910098,0.02485910,1.59161616
-5.21960980,3.35986805,0.09289456,0.00000000,0.00549732,0.51979341,2.15558142,1.17673138,0.02714164,1.65382752
-5.21360680,3.49587727,0.09746459,0.00000000,0.00599410,0.54753864,2.23042943,1.20695261,0.02959543,1.71949606
-5.20760380,3.63921137,0.10232669,0.00000000,0.00652006,0.57740862,2.30642484,1.23915803,0.03219451,1.78762840
-5.20160080,3.78805855,0.10746410,0.00000000,0.00707083,0.60916487,2.38258591,1.27278030,0.03491025,1.85724256
-5.19559780,3.94064445,0.11285870,0.00000000,0.00764172,0.64256537,2.45801941,1.30729752,0.03771179,1.92737809
-5.18959480,4.09524765,0.11849069,0.00000000,0.00822785,0.67736677,2.53192170,1.34223736,0.04056654,1.99710542
-5.18359180,4.25021368,0.12433833,0.00000000,0.00882423,0.71332660,2.60357681,1.37717941,0.04344077,2.06553465
-5.17758879,4.40396837,0.13037773,0.00000000,0.00942582,0.75020562,2.67235252,1.41175638,0.04630025,2.13182428
-5.17158579,4.55503091,0.13658266,0.00000000,0.01002764,0.78777010,2.73769520,1.44565418,0.04911090,2.19518981
-5.16558279,4.70202688,0.14292446,0.00000000,0.01062488,0.82579418,2.79912421,1.47861136,0.05183948,2.25491242
-5.15957979,4.84370100,0.14937201,0.00000000,0.01121292,0.86406198,2.85622649,1.51041788,0.05445426,2.31034748
-5.15357679,4.97892940,0.15589183,0.00000000,0.01178741,0.90236950,2.90865172,1.54091349,0.05692558,2.36093275
-5.14757379,5.10673070,0.16244820,0.00000000,0.01234432,0.94052602,2.95610829,1.56998565,0.05922647,2.40619582
-5.14157079,5.22627511,0.16900340,0.00000000,0.01287994,0.97835484,2.99836019,1.59756689,0.06133302,2.44576042
-5.13556778,5.33689092,0.17551796,0.00000000,0.01339093,1.01569333,3.03522478,1.62363163,0.06322478,2.47935104
-5.12956478,5.43806723,0.18195098,0.00000000,0.01387428,1.05239195,3.06657098,1.64819229,0.06488498,2.50679546
-5.12356178,5.52945262,0.18826048,0.00000000,0.01432726,1.08831249,3.09231782,1.67129454,0.06630061,2.52802481
-5.11755878,5.61084900,0.19440373,0.00000000,0.01474747,1.12332525,3.11243277,1.69301170,0.06746244,2.54307081
-5.11155578,5.68220055,0.20033760,0.00000000,0.01513272,1.15730551,3.12692972,1.71343824,0.06836490,2.55206003
-5.10555278,5.74357797,0.20601893,0.00000000,0.01548105,1.19012934,3.13586605,1.73268242,0.06900587,2.55520536
-5.09954977,5.79515837,0.21140489,0.00000000,0.01579066,1.22166908,3.13933893,1.75085825,0.06938639,2.55279462
-5.09354677,5.83720188,0.21645332,0.00000000,0.01605994,1.25178876,3.13748043,1.76807693,0.06951037,2.54517704
-5.08754377,5.87002586,0.22112319,0.00000000,0.01628742,1.28033992,3.13045192,1.78443817,0.06938420,2.53274787
-5.08154077,5.89397832,0.22537495,0.00000000,0.01647184,1.30715817,3.11843759,1.80002172,0.06901644,2.51593197
-5.07553777,5.90941194,0.22917110,0.00000000,0.01661215,1.33206088,3.10163779,1.81487950,0.06841747,2.49516722
-5.06953477,5.91666031,0.23247666,0.00000000,0.01670758,1.35484630,3.08026231,1.82902881,0.06759919,2.47088836
-5.06353177,5.91601776,0.23525984,0.00000000,0.01675775,1.37529449,3.05452430,1.84244698,0.06657478,2.44351223
-5.05752876,5.90772422,0.23749270,0.00000000,0.01676270,1.39317007,3.02463522,1.85506796,0.06535851,2.41342514
-5.05152576,5.89195598,0.23915190,0.00000000,0.01672308,1.40822696,2.99080125,1.86678093,0.06396559,2.38097289
-5.04552276,5.86882298,0.24021946,0.00000000,0.01664015,1.42021507,2.95322151,1.87743139,0.06241207,2.34645399
-5.03951976,5.83837297,0.24068357,0.00000000,0.01651598,1.42888851,2.91208838,1.88682467,0.06071479,2.31011625
-5.03351676,5.80060220,0.24053937,0.00000000,0.01635342,1.43401529,2.86758991,1.89473178,0.05889132,2.27215693
-5.02751376,5.75547206,0.23978958,0.00000000,0.01615626,1.43538790,2.81991422,1.90089762,0.05695997,2.23272621
-5.02151076,5.70293073,0.23844513,0.00000000,0.01592914,1.43283419,2.76925575,1.90505111,0.05493975,2.19193370
-5.01550775,5.64293838,0.23652557,0.00000000,0.01567763,1.42622823,2.71582286,1.90691688,0.05285030,2.14985748
-5.00950475,5.57549451,0.23405923,0.00000000,0.01540811,1.41550028,2.65984617,1.90622813,0.05071181,2.10655505
-5.00350175,5.50066567,0.23108324,0.00000000,0.01512768,1.40064550,2.60158733,1.90273999,0.04854495,2.06207546
-4.99749875,5.41861196,0.22764314,0.00000000,0.01484402,1.38173077,2.54134712,1.89624288,0.04637063,2.01647188
-4.99149575,5.32961065,0.22379237,0.00000000,0.01456519,1.35889926,2.47947258,1.88657529,0.04420984,1.96981389
-4.98549275,5.23407549,0.21959137,0.00000000,0.01429946,1.33237245,2.41636232,1.87363538,0.04208335,1.92219858
-4.97948974,5.13257057,0.21510644,0.00000000,0.01405500,1.30244921,2.35246957,1.85739092,0.04001148,1.87376019
-4.97348674,5.02581791,0.21040843,0.00000000,0.01383969,1.26950226,2.28830244,1.83788709,0.03801371,1.82467736
-4.96748374,4.91469817,0.20557121,0.00000000,0.01366084,1.23397167,2.22442118,1.81525189,0.03610842,1.77517795
-4.96148074,4.80024443,0.20067009,0.00000000,0.01352498,1.19635599,2.16143229,1.78969882,0.03431256,1.72554099
-4.95547774,4.68362922,0.19578011,0.00000000,0.01343760,1.15720106,2.09997955,1.76152670,0.03264129,1.67609577
-4.94947474,4.56614535,0.19097447,0.00000000,0.01340303,1.11708714,2.04073208,1.73111673,0.03110782,1.62721816
-4.94347174,4.44918129,0.18632299,0.00000000,0.01342428,1.07661477,1.98437003,1.69892672,0.02972311,1.57932427
-4.93746873,4.33419215,0.18189081,0.00000000,0.01350296,1.03638987,1.93156819,1.66548283,0.02849577,1.53286193
-4.93146573,4.22266753,0.17773718,0.00000000,0.01363929,0.99700873,1.88297837,1.63136891,0.02743195,1.48830021
-4.92546273,4.11609735,0.17391467,0.00000000,0.01383212,0.95904341,1.83921106,1.59721404,0.02653533,1.44611768
-4.91945973,4.01593695,0.17046857,0.00000000,0.01407906,0.92302798,1.80081743,1.56367837,0.02580719,1.40678976
-4.91345673,3.92357282,0.16743656,0.00000000,0.01437659,0.88944619,1.76827218,1.53143788,0.02524652,1.37077577
-4.90745373,3.84028979,0.16484873,0.00000000,0.01472031,0.85872075,1.74195821,1.50116838,0.02485022,1.33850620
-4.90145073,3.76724097,0.16272773,0.00000000,0.01510516,0.83120473,1.72215362,1.47352928,0.02461333,1.31037060
-4.89544772,3.70542087,0.16108922,0.00000000,0.01552563,0.80717507,1.70902184,1.44914735,0.02452925,1.28670666
-4.88944472,3.65564257,0.15994239,0.00000000,0.01597610,0.78682839,1.70260519,1.42860107,0.02459010,1.26779062
-4.88344172,3.61851912,0.15929057,0.00000000,0.01645099,0.77027910,1.70282218,1.41240570,0.02478693,1.25382940
-4.87743872,3.59444946,0.15913187,0.00000000,0.01694507,0.75755977,1.70946885,1.40099956,0.02511001,1.24495465
-4.87143572,3.58360892,0.15945976,0.00000000,0.01745355,0.74862341,1.72222385,1.39473158,0.02554906,1.24121866
-4.86543272,3.58594411,0.16026352,0.00000000,0.01797224,0.74334779,1.74065728,1.39385054,0.02609346,1.24259225
-4.85942971,3.60117205,0.16152864,0.00000000,0.01849763,0.74154124,1.76424274,1.39849612,0.02673234,1.24896461
-4.85342671,3.62878331,0.16323695,0.00000000,0.01902684,0.74294975,1.79237214,1.40869195,0.02745468,1.26014481
-4.84742371,3.66804881,0.16536666,0.00000000,0.01955755,0.74726517,1.82437258,1.42434084,0.02824934,1.27586497
-4.84142071,3.71803008,0.16789225,0.00000000,0.02008790,0.75413405,1.85952448,1.44522236,0.02910501,1.29578480
-4.83541771,3.77759260,0.17078415,0.00000000,0.02061627,0.76316688,1.89708042,1.47099296,0.03001013,1.31949740
-4.82941471,3.84542216,0.17400842,0.00000000,0.02114106,0.77394753,1.93628353,1.50118867,0.03095279,1.34653598
-4.82341171,3.92004399,0.17752639,0.00000000,0.02166046,0.78604253,1.97638497,1.53523060,0.03192058,1.37638143
-4.81740870,3.99984449,0.18129428,0.00000000,0.02217219,0.79901008,2.01665967,1.57243328,0.03290050,1.40847047
-4.81140570,4.08309552,0.18526297,0.00000000,0.02267329,0.81240854,2.05641976,1.61201580,0.03387883,1.44220430
-4.80540270,4.16798110,0.18937790,0.00000000,0.02315993,0.82580426,2.09502524,1.65311584,0.03484112,1.47695751
-4.79939970,4.25262639,0.19357923,0.00000000,0.02362729,0.83877881,2.13189170,1.69480637,0.03577216,1.51208730
-4.79339670,4.33512862,0.19780218,0.00000000,0.02406950,0.85093526,2.16649483,1.73611484,0.03665606,1.54694271
-4.78739370,4.41358980,0.20197772,0.00000000,0.02447968,0.86190375,2.19837189,1.77604448,0.03747645,1.58087392
-4.78139070,4.48615072,0.20603356,0.00000000,0.02485006,0.87134619,2.22712036,1.81359732,0.03821669,1.61324154
-4.77538769,4.55102558,0.20989537,0.00000000,0.02517221,0.87896017,2.25239408,1.84779837,0.03886025,1.64342567
-4.76938469,4.60653675,0.21348827,0.00000000,0.02543725,0.88448199,2.27389749,1.87772020,0.03939108,1.67083482
-4.76338169,4.65114864,0.21673858,0.00000000,0.02563631,0.88768903,2.29137847,1.90250734,0.03979406,1.69491445
-4.75737869,4.68349992,0.21957568,0.00000000,0.02576084,0.88840136,2.30462056,1.92139953,0.04005559,1.71515508
-4.75137569,4.70243311,0.22193388,0.00000000,0.02580306,0.88648263,2.31343515,1.93375309,0.04016399,1.73109995
-4.74537269,4.70702050,0.22375440,0.00000000,0.02575642,0.88184036,2.31765428,1.93905960,0.04011006,1.74235180
-4.73936968,4.69658552,0.22498716,0.00000000,0.02561594,0.87442565,2.31712474,1.93696114,0.03988754,1.74857908
-4.73336668,4.67071872,0.22559241,0.00000000,0.02537857,0.86423220,2.31170398,1.92726133,0.03949344,1.74952104
-4.72736368,4.62928763,0.22554212,0.00000000,0.02504349,0.85129497,2.30125801,1.90993186,0.03892835,1.74499190
-4.72136068,4.57244007,0.22482107,0.00000000,0.02461228,0.83568815,2.28566179,1.88511397,0.03819658,1.73488374
-4.71535768,4.50060047,0.22342749,0.00000000,0.02408898,0.81752277,2.26480188,1.85311485,0.03730619,1.71916825
-4.70935468,4.41445936,0.22137338,0.00000000,0.02348008,0.79694388,2.23858145,1.81439897,0.03626889,1.69789707
-4.70335168,4.31495605,0.21868437,0.00000000,0.02279435,0.77412722,2.20692720,1.76957453,0.03509974,1.67120081
-4.69734867,4.20325508,0.21539912,0.00000000,0.02204266,0.74927565,2.16979785,1.71937568,0.03381682,1.63928660
-4.69134567,4.08071710,0.21156837,0.00000000,0.02123754,0.72261517,2.12719347,1.66464094,0.03244065,1.60243435
-4.68534267,3.94886503,0.20725360,0.00000000,0.02039284,0.69439080,2.07916522,1.60628868,0.03099365,1.56099155
-4.67933967,3.80934661,0.20252530,0.00000000,0.01952325,0.66486213,2.02582452,1.54529072,0.02949942,1.51536687
-4.67333667,3.66389447,0.19746110,0.00000000,0.01864376,0.63429884,1.96735111,1.48264468,0.02798205,1.46602247
-4.66733367,3.51428495,0.19214356,0.00000000,0.01776918,0.60297609,1.90399928,1.41934649,0.02646539,1.41346530
-4.66133067,3.36229695,0.18665796,0.00000000,0.01691361,0.57117000,1.83610157,1.35636365,0.02497233,1.35823746
-4.65532766,3.20967197,0.18108989,0.00000000,0.01609005,0.53915315,1.76406971,1.29461041,0.02352418,1.30090586
-4.64932466,3.05807656,0.17552303,0.00000000,0.01530993,0.50719029,1.68839220,1.23492559,0.02214007,1.24205131
-4.64332166,2.90906813,0.17003692,0.00000000,0.01458283,0.47553428,1.60962876,1.17805366,0.02083648,1.18225744
