energy_ev,total_up,Pd_p_up,Pd_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-5.77788894,3.60105444,2.22055378,2.90727938,0.82575640,0.02324748,0.01432128,0.13938135
-5.77188594,3.47326367,2.09628787,2.81351758,0.80038453,0.02219973,0.01363248,0.12881292
-5.76588294,3.34983402,1.97939010,2.72200605,0.77649531,0.02116000,0.01292912,0.11928075
-5.75987994,3.23096555,1.86982618,2.63296684,0.75404148,0.02012972,0.01221471,0.11077581
-5.75387694,3.11686756,1.76754435,2.54663438,0.73296947,0.01911110,0.01149306,0.10328317
-5.74787394,3.00775972,1.67248409,2.46325378,0.71322308,0.01810716,0.01076825,0.09678296
-5.74187094,2.90386745,1.58458010,2.38307492,0.69474577,0.01712172,0.01004459,0.09125094
-5.73586793,2.80541238,1.50376186,2.30634316,0.67748137,0.01615929,0.00932656,0.08665887
-5.72986493,2.71259889,1.42994911,2.23328754,0.66137347,0.01522499,0.00861871,0.08297444
-5.72386193,2.62559817,1.36304417,2.16410757,0.64636382,0.01432434,0.00792557,0.08016112
-5.71785893,2.54453135,1.30292195,2.09895980,0.63238998,0.01346308,0.00725158,0.07817773
-5.71185593,2.46945341,1.24941893,2.03794553,0.61938263,0.01264696,0.00660095,0.07697799
-5.70585293,2.40033918,1.20232226,1.98110065,0.60726299,0.01188155,0.00597758,0.07651004
-5.69984992,2.33707300,1.16136005,1.92838859,0.59594060,0.01117199,0.00538501,0.07671614
-5.69384692,2.27944293,1.12619409,1.87969710,0.58531192,0.01052288,0.00482629,0.07753243
-5.68784392,2.22714026,1.09641557,1.83483922,0.57525986,0.00993808,0.00430400,0.07888907
-5.68184092,2.17976460,1.07154471,1.79355861,0.56565448,0.00942062,0.00382018,0.08071055
-5.67583792,2.13683432,1.05103438,1.75553884,0.55635485,0.00897265,0.00337632,0.08291641
-5.66983492,2.09780194,1.03427790,1.72041622,0.54721211,0.00859536,0.00297340,0.08542227
-5.66383192,2.06207350,1.02062072,1.68779541,0.53807343,0.00828904,0.00261190,0.08814116
-5.65782891,2.02903073,1.00937545,1.65726662,0.52878685,0.00805307,0.00229185,0.09098506
-5.65182591,1.99805474,0.99983954,1.62842360,0.51920649,0.00788599,0.00201287,0.09386675
-5.64582291,1.96854979,0.99131471,1.60088106,0.50919803,0.00778561,0.00177427,0.09670169
-5.63981991,1.93996560,0.98312711,1.57429050,0.49864392,0.00774905,0.00157505,0.09940997
-5.63381691,1.91181712,0.97464715,1.54835366,0.48744816,0.00777289,0.00141404,0.10191817
-5.62781391,1.88370044,0.96530805,1.52283253,0.47554019,0.00785322,0.00128990,0.10416117
-5.62181091,1.85530419,0.95462217,1.49755568,0.46287790,0.00798577,0.00120118,0.10608355
-5.61580790,1.82641580,0.94219435,1.47242055,0.44944924,0.00816592,0.00114639,0.10764089
-5.60980490,1.79692266,0.92773166,1.44739162,0.43527277,0.00838886,0.00112401,0.10880057
-5.60380190,1.76680808,0.91104932,1.42249500,0.42039670,0.00864957,0.00113251,0.10954231
-5.59779890,1.73614299,0.89207245,1.39780980,0.40489690,0.00894291,0.00117034,0.10985819
-5.59179590,1.70507369,0.87083396,1.37345706,0.38887371,0.00926364,0.00123598,0.10975242
-5.58579290,1.67380715,0.84746878,1.34958718,0.37244797,0.00960650,0.00132787,0.10924072
-5.57978989,1.64259457,0.82220485,1.32636675,0.35575637,0.00996618,0.00144445,0.10834937
-5.57378689,1.61171460,0.79535151,1.30396573,0.33894645,0.01033747,0.00158408,0.10711406
-5.56778389,1.58145734,0.76728605,1.28254594,0.32217160,0.01071521,0.00174511,0.10557861
-5.56178089,1.55211000,0.73843890,1.26225147,0.30558613,0.01109445,0.00192576,0.10379348
-5.55577789,1.52394513,0.70927840,1.24320179,0.28934079,0.01147047,0.00212418,0.10181434
-5.54977489,1.49721197,0.68029557,1.22548780,0.27357885,0.01183891,0.00233845,0.09970061
-5.54377189,1.47213120,0.65198955,1.20917090,0.25843298,0.01219583,0.00256652,0.09751403
-5.53776888,1.44889308,0.62485401,1.19428518,0.24402276,0.01253788,0.00280628,0.09531738
-5.53176588,1.42765875,0.59936489,1.18084213,0.23045314,0.01286231,0.00305554,0.09317325
-5.52576288,1.40856415,0.57596954,1.16883763,0.21781359,0.01316713,0.00331209,0.09114290
-5.51975988,1.39172595,0.55507742,1.15826027,0.20617789,0.01345120,0.00357366,0.08928530
-5.51375688,1.37724850,0.53705213,1.14910050,0.19560462,0.01371422,0.00383806,0.08765613
-5.50775388,1.36523111,0.52220481,1.14135952,0.18613788,0.01395681,0.00410308,0.08630690
-5.50175088,1.35577459,0.51078858,1.13505739,0.17780849,0.01418052,0.00436663,0.08528416
-5.49574787,1.34898646,0.50299405,1.13023945,0.17063511,0.01438773,0.00462669,0.08462860
-5.48974487,1.34498399,0.49894555,1.12698050,0.16462551,0.01458162,0.00488138,0.08437427
-5.48374187,1.34389467,0.49869821,1.12538638,0.15977765,0.01476605,0.00512892,0.08454779
-5.47773887,1.34585389,0.50223563,1.12559258,0.15608054,0.01494540,0.00536765,0.08516758
-5.47173587,1.35099978,0.50946848,1.12775994,0.15351489,0.01512438,0.00559603,0.08624311
-5.46573287,1.35946538,0.52023384,1.13206749,0.15205347,0.01530785,0.00581261,0.08777432
-5.45972986,1.37136865,0.53429575,1.13870290,0.15166123,0.01550059,0.00601601,0.08975109
-5.45372686,1.38680079,0.55134698,1.14785083,0.15229519,0.01570706,0.00620490,0.09215297
-5.44772386,1.40581375,0.57101234,1.15968002,0.15390420,0.01593121,0.00637794,0.09494902
-5.44172086,1.42840760,0.59285372,1.17432960,0.15642865,0.01617628,0.00653382,0.09809802
-5.43571786,1.45451865,0.61637696,1.19189561,0.15980013,0.01644460,0.00667118,0.10154897
-5.42971486,1.48400914,0.64104073,1.21241818,0.16394130,0.01673743,0.00678865,0.10524182
-5.42371186,1.51665913,0.66626729,1.23587037,0.16876582,0.01705492,0.00688482,0.10910863
-5.41770885,1.55216138,0.69145498,1.26214906,0.17417862,0.01739595,0.00695831,0.11307499
-5.41170585,1.59011948,0.71599230,1.29106863,0.18007644,0.01775822,0.00700773,0.11706170
-5.40570285,1.63004967,0.73927299,1.32235770,0.18634864,0.01813819,0.00703179,0.12098674
-5.39969985,1.67138645,0.76071188,1.35565931,0.19287847,0.01853122,0.00702934,0.12476738
-5.39369685,1.71349197,0.77976073,1.39053468,0.19954459,0.01893169,0.00699943,0.12832237
-5.38769385,1.75566896,0.79592357,1.42647066,0.20622294,0.01933311,0.00694138,0.13157420
-5.38169085,1.79717703,0.80877093,1.46289059,0.21278890,0.01972842,0.00685486,0.13445125
-5.37568784,1.83725176,0.81795240,1.49916864,0.21911969,0.02011011,0.00673997,0.13688986
-5.36968484,1.87512611,0.82320688,1.53464705,0.22509695,0.02047056,0.00659726,0.13883613
-5.36368184,1.91005369,0.82437030,1.56865599,0.23060946,0.02080225,0.00642780,0.14024750
-5.35767884,1.94133300,0.82138035,1.60053548,0.23555587,0.02109805,0.00623322,0.14109399
-5.35167584,1.96833211,0.81427814,1.62965871,0.23984738,0.02135152,0.00601569,0.14135907
-5.34567284,1.99051303,0.80320670,1.65545611,0.24341043,0.02155712,0.00577791,0.14104022
-5.33966983,2.00745486,0.78840660,1.67743931,0.24618901,0.02171051,0.00552309,0.14014908
-5.33366683,2.01887513,0.77020862,1.69522425,0.24814682,0.02180875,0.00525489,0.13871127
-5.32766383,2.02464830,0.74902420,1.70855233,0.24926901,0.02185049,0.00497734,0.13676581
-5.32166083,2.02482077,0.72533377,1.71730894,0.24956344,0.02183617,0.00469477,0.13436433
-5.31565783,2.01962160,0.69967358,1.72153819,0.24906137,0.02176807,0.00441169,0.13156993
-5.30965483,2.00946808,0.67262145,1.72145311,0.24781759,0.02165042,0.00413268,0.12845583
-5.30365183,1.99496565,0.64478208,1.71744050,0.24590978,0.02148937,0.00386232,0.12510382
-5.29764882,1.97690158,0.61677205,1.71005969,0.24343715,0.02129294,0.00360503,0.12160253
-5.29164582,1.95623203,0.58920528,1.70003481,0.24051833,0.02107089,0.00336500,0.11804557
-5.28564282,1.93406243,0.56267904,1.68824034,0.23728845,0.02083451,0.00314607,0.11452954
-5.27963982,1.91162123,0.53776090,1.67567978,0.23389553,0.02059635,0.00295167,0.11115202
-5.27363682,1.89022745,0.51497683,1.66345806,0.23049618,0.02036991,0.00278472,0.10800946
-5.26763382,1.87125275,0.49480071,1.65274801,0.22725071,0.02016922,0.00264756,0.10519506
-5.26163082,1.85607909,0.47764529,1.64475211,0.22431796,0.02000844,0.00254195,0.10279670
-5.25562781,1.84605318,0.46385480,1.64066065,0.22184972,0.01990136,0.00246897,0.10089491
-5.24962481,1.84243953,0.45369930,1.64160787,0.21998531,0.01986093,0.00242905,0.09956095
-5.24362181,1.84637373,0.44737094,1.64862780,0.21884627,0.01989880,0.00242195,0.09885508
-5.23761881,1.85881799,0.44498214,1.66261179,0.21853149,0.02002481,0.00244673,0.09882499
-5.23161581,1.88052101,0.44656590,1.68426950,0.21911313,0.02024664,0.00250184,0.09950458
-5.22561281,1.91198403,0.45207825,1.71409540,0.22063337,0.02056945,0.00258507,0.10091304
-5.21960980,1.95343495,0.46140298,1.75234245,0.22310229,0.02099557,0.00269368,0.10305434
-5.21360680,2.00481209,0.47435864,1.79900439,0.22649703,0.02152442,0.00282441,0.10591718
-5.20760380,2.06575860,0.49070780,1.85380799,0.23076233,0.02215240,0.00297354,0.10947540
-5.20160080,2.13562853,0.51016844,1.91621574,0.23581240,0.02287298,0.00313702,0.11368895
-5.19559780,2.21350445,0.53242730,1.98543942,0.24153428,0.02367692,0.00331055,0.11850527
-5.18959480,2.29822651,0.55715478,2.06046419,0.24779229,0.02455254,0.00348966,0.12386127
-5.18359180,2.38843190,0.58402107,2.14008243,0.25443378,0.02548617,0.00366985,0.12968566
-5.17758879,2.48260313,0.61271278,2.22293595,0.26129553,0.02646262,0.00384671,0.13590165
-5.17158579,2.57912336,0.64294961,2.30756494,0.26821082,0.02746579,0.00401603,0.14242993
-5.16558279,2.67633612,0.67449998,2.39246131,0.27501672,0.02847925,0.00417393,0.14919176
-5.15957979,2.77260684,0.70719518,2.47612423,0.28156114,0.02948688,0.00431695,0.15611204
-5.15357679,2.86638327,0.74094079,2.55711505,0.28770950,0.03047346,0.00444217,0.16312225
-5.14757379,2.95625189,0.77572488,2.63410913,0.29335044,0.03142523,0.00454731,0.17016308
-5.14157079,3.04098746,0.81162205,2.70594214,0.29840045,0.03233036,0.00463076,0.17718653
-5.13556778,3.11959342,0.84879277,2.77164845,0.30280695,0.03317930,0.00469164,0.18415750
-5.12956478,3.19133089,0.88747761,2.83048993,0.30654991,0.03396508,0.00472985,0.19105462
-5.12356178,3.25573499,0.92798611,2.88197368,0.30964163,0.03468338,0.00474599,0.19787030
-5.11755878,3.31261763,0.97068046,2.92585808,0.31212485,0.03533254,0.00474139,0.20460997
-5.11155578,3.36205658,1.01595426,2.96214683,0.31406915,0.03591339,0.00471801,0.21129046
-5.10555278,3.40437163,1.06420706,2.99107158,0.31556599,0.03642897,0.00467834,0.21793766
-5.09954977,3.44008901,1.11581566,3.01306416,0.31672244,0.03688415,0.00462532,0.22458342
-5.09354677,3.46989620,1.17110334,3.02872009,0.31765402,0.03728515,0.00456217,0.23126198
-5.08754377,3.49458946,1.23030850,3.03875540,0.31847716,0.03763900,0.00449228,0.23800603
-5.08154077,3.51501715,1.29355423,3.04395919,0.31930140,0.03795302,0.00441905,0.24484255
-5.07553777,3.53202173,1.36082052,3.04514452,0.32022205,0.03823422,0.00434575,0.25178878
-5.06953477,3.54638378,1.43192079,3.04310021,0.32131358,0.03848885,0.00427534,0.25884852
-5.06353177,3.55877093,1.50648412,3.03854624,0.32262404,0.03872187,0.00421041,0.26600892
-5.05752876,3.56969449,1.58394471,3.03209478,0.32417098,0.03893665,0.00415304,0.27323801
-5.05152576,3.57947593,1.66353951,3.02421906,0.32593896,0.03913469,0.00410469,0.28048321
-5.04552276,3.58822506,1.74431471,3.01523122,0.32787888,0.03931547,0.00406622,0.28767083
-5.03951976,3.59583077,1.82514139,3.00527032,0.32990915,0.03947647,0.00403780,0.29470676
-5.03351676,3.60196475,1.90474001,2.99430060,0.33191859,0.03961322,0.00401894,0.30147825
-5.02751376,3.60609780,1.98171329,2.98212004,0.33377098,0.03971956,0.00400855,0.30785686
-5.02151076,3.60752762,2.05458602,2.96837813,0.33531097,0.03978793,0.00400498,0.31370231
-5.01550775,3.60541655,2.12185059,2.95260202,0.33637110,0.03980977,0.00400611,0.31886724
-5.00950475,3.59883707,2.18201613,2.93422909,0.33677949,0.03977598,0.00400949,0.32320251
-5.00350175,3.58682271,2.23365920,2.91264437,0.33636781,0.03967737,0.00401244,0.32656293
-4.99749875,3.56842168,2.27547380,2.88722071,0.33497923,0.03950521,0.00401220,0.32881301
-4.99149575,3.54275057,2.30631842,2.85735963,0.33247578,0.03925164,0.00400604,0.32983250
-4.98549275,3.50904569,2.32525795,2.82253107,0.32874495,0.03891017,0.00399144,0.32952156
-4.97948974,3.46670960,2.33159862,2.78231019,0.32370504,0.03847607,0.00396617,0.32780508
-4.97348674,3.41535107,2.32491433,2.73640968,0.31730918,0.03794667,0.00392840,0.32463616
-4.96748374,3.35481686,2.30506325,2.68470665,0.30954779,0.03732166,0.00387683,0.31999852
-4.96148074,3.28521435,2.27219412,2.62726305,0.30044940,0.03660323,0.00381071,0.31390767
-4.95547774,3.20692449,2.22674200,2.56433922,0.29007987,0.03579619,0.00372989,0.30641090
-4.94947474,3.12060501,2.16941398,2.49640054,0.27854014,0.03490802,0.00363487,0.29758611
-4.94347174,3.02718431,2.10116558,2.42411713,0.26596257,0.03394875,0.00352675,0.28753950
-4.93746873,2.92784666,2.02316929,2.34835721,0.25250622,0.03293089,0.00340722,0.27640231
-4.93146573,2.82400971,1.93677662,2.27017447,0.23835126,0.03186925,0.00327850,0.26432676
-4.92546273,2.71729551,1.84347573,2.19079020,0.22369287,0.03078068,0.00314327,0.25148149
-4.91945973,2.60949624,1.74484639,2.11157101,0.20873484,0.02968382,0.00300461,0.23804649
-4.91345673,2.50253588,1.64251435,2.03400258,0.19368325,0.02859878,0.00286587,0.22420806
-4.90745373,2.39842894,1.53810686,1.95966040,0.17874046,0.02754676,0.00273060,0.21015378
-4.90145073,2.29923747,1.43321107,1.89017796,0.16409967,0.02654975,0.00260245,0.19606773
-4.89544772,2.20702714,1.32933668,1.82721295,0.14994016,0.02563004,0.00248507,0.18212621
-4.88944472,2.12382327,1.22788390,1.77241208,0.13642351,0.02480985,0.00238201,0.16849399
-4.88344172,2.05156748,1.13011751,1.72737498,0.12369062,0.02411090,0.00229667,0.15532129
-4.87743872,1.99207567,1.03714733,1.69361757,0.11185989,0.02355392,0.00223222,0.14274136
-4.87143572,1.94699781,0.94991536,1.67253565,0.10102624,0.02315819,0.00219152,0.13086895
-4.86543272,1.91778022,0.86918923,1.66536921,0.09126107,0.02294111,0.00217714,0.11979934
-4.85942971,1.90563092,0.79556153,1.67316823,0.08261306,0.02291769,0.00219126,0.10960815
-4.85342671,1.91148887,0.72945459,1.69676089,0.07510966,0.02310012,0.00223573,0.10035173
-4.84742371,1.93599774,0.67112963,1.73672506,0.06875909,0.02349739,0.00231200,0.09206803
-4.84142071,1.97948519,0.62069983,1.79336425,0.06355283,0.02411482,0.00242122,0.08477800
-4.83541771,2.04194848,0.57814606,1.86668903,0.05946834,0.02495385,0.00256418,0.07848719
-4.82941471,2.12304732,0.54333480,1.95640509,0.05647193,0.02601173,0.00274140,0.07318773
-4.82341171,2.22210470,0.51603718,2.06190877,0.05452166,0.02728138,0.00295317,0.06886036
-4.81740870,2.33811624,0.49594845,2.18229108,0.05357008,0.02875135,0.00319956,0.06547657
-4.81140570,2.46976850,0.48270722,2.31635052,0.05356685,0.03040587,0.00348049,0.06300072
-4.80540270,2.61546616,0.47591387,2.46261493,0.05446098,0.03222506,0.00379578,0.06139201
-4.79939970,2.77336772,0.47514755,2.61937226,0.05620278,0.03418525,0.00414517,0.06060637
-4.79339670,2.94142878,0.47998121,2.78470936,0.05874533,0.03625936,0.00452837,0.06059811
-4.78739370,3.11745175,0.48999447,2.95655774,0.06204559,0.03841751,0.00494505,0.06132124
-4.78139070,3.29914017,0.50478378,3.13274476,0.06606488,0.04062765,0.00539487,0.06273064
-4.77538769,3.48415557,0.52396982,3.31104819,0.07076903,0.04285627,0.00587744,0.06478270
-4.76938469,3.67017473,0.54720176,3.48925191,0.07612796,0.04506920,0.00639230,0.06743581
-4.76338169,3.85494463,0.57415848,3.66520042,0.08211480,0.04723241,0.00693889,0.07065032
-4.75737869,4.03633293,0.60454683,3.83684968,0.08870467,0.04931282,0.00751646,0.07438831
-4.75137569,4.21237157,0.63809692,4.00231209,0.09587304,0.05127907,0.00812400,0.07861293
-4.74537269,4.38129175,0.67455494,4.15989347,0.10359385,0.05310223,0.00876018,0.08328754
-4.73936968,4.54154875,0.71367389,4.30812083,0.11183753,0.05475644,0.00942323,0.08837457
-4.73336668,4.69183593,0.75520281,4.44575954,0.12056889,0.05621936,0.01011092,0.09383432
-4.72736368,4.83108761,0.79887525,4.57181988,0.12974514,0.05747264,0.01082042,0.09962363
-4.72136068,4.95847159,0.84439764,4.68555316,0.13931416,0.05850209,0.01154832,0.10569463
-4.71535768,5.07337228,0.89143869,4.78643822,0.14921305,0.05929786,0.01229060,0.11199368
-4.70935468,5.17536644,0.93962030,4.87416012,0.15936722,0.05985435,0.01304262,0.11846049
-4.70335168,5.26419369,0.98851115,4.94858270,0.16969005,0.06017008,0.01379921,0.12502762
-4.69734867,5.33972432,1.03762336,5.00971758,0.18008322,0.06024746,0.01455471,0.13162043
-4.69134567,5.40192702,1.08641301,5.05769184,0.19043767,0.06009239,0.01530317,0.13815746
-4.68534267,5.45083912,1.13428470,5.09271696,0.20063540,0.05971389,0.01603843,0.14455138
-4.67933967,5.48654146,1.18060036,5.11506109,0.21055186,0.05912362,0.01675435,0.15071041
-4.67333667,5.50913976,1.22469202,5.12502652,0.22005897,0.05833542,0.01744502,0.15654029
-4.66733367,5.51875353,1.26587825,5.12293359,0.22902855,0.05736481,0.01810489,0.16194661
-4.66133067,5.51551310,1.30348347,5.10911184,0.23733617,0.05622859,0.01872905,0.16683753
-4.65532766,5.49956442,1.33685928,5.08389822,0.24486504,0.05494438,0.01931331,0.17112672
-4.64932466,5.47108087,1.36540676,5.04764209,0.25150985,0.05353028,0.01985441,0.17473629
-4.64332166,5.43028043,1.38859845,5.00071566,0.25718033,0.05200454,0.02035003,0.17759977
-4.63731866,5.37744644,1.40599894,4.94352837,0.26180431,0.05038535,0.02079887,0.17966482
-4.63131566,5.31294962,1.41728288,4.87654347,0.26533017,0.04869055,0.02120057,0.18089551
-4.62531266,5.23726913,1.42224931,4.80029466,0.26772844,0.04693756,0.02155568,0.18127426
-4.61930965,5.15101048,1.42083163,4.71540104,0.26899259,0.04514321,0.02186544,0.18080302
-4.61330665,5.05491847,1.41310249,4.62257853,0.26913882,0.04332363,0.02213166,0.17950396
-4.60730365,4.94988366,1.39927349,4.52264656,0.26820503,0.04149425,0.02235643,0.17741931
-4.60130065,4.83694152,1.37968951,4.41652901,0.26624886,0.03966969,0.02254190,0.17461064
-4.59529765,4.71726402,1.35481819,4.30524911,0.26334513,0.03786377,0.02269005,0.17115742
-4.58929465,4.59214394,1.32523499,4.18991836,0.25958261,0.03608940,0.02280242,0.16715500
-4.58329165,4.46297281,1.29160480,4.07172023,0.25506052,0.03435864,0.02287995,0.16271214
-4.57728864,4.33121378,1.25466083,3.95188953,0.24988480,0.03268260,0.02292281,0.15794812
-4.57128564,4.19837112,1.21518215,3.83168885,0.24416442,0.03107144,0.02293035,0.15298961
-4.56528264,4.06595802,1.17397060,3.71238350,0.23800796,0.02953437,0.02290102,0.14796743
-4.55927964,3.93546470,1.13182840,3.59521652,0.23152050,0.02807959,0.02283251,0.14301324
-4.55327664,3.80832820,1.08953710,3.48138496,0.22480109,0.02671435,0.02272182,0.13825639
-4.54727364,3.68590547,1.04783874,3.37201879,0.21794078,0.02544489,0.02256548,0.13382082
-4.54127064,3.56945053,1.00741972,3.26816309,0.21102124,0.02427653,0.02235980,0.12982233
-4.53526763,3.46009640,0.96889761,3.17076407,0.20411406,0.02321364,0.02210110,0.12636600
-4.52926463,3.35884180,0.93281116,3.08065900,0.19728058,0.02225970,0.02178608,0.12354396
-4.52326163,3.26654254,0.89961333,2.99856972,0.19057218,0.02141735,0.02141206,0.12143350
-4.51725863,3.18390680,0.86966708,2.92509947,0.18403100,0.02068841,0.02097728,0.12009538
-4.51125563,3.11149374,0.84324384,2.86073205,0.17769087,0.02007392,0.02048113,0.11957254
-4.50525263,3.04971442,0.82052392,2.80583278,0.17157836,0.01957419,0.01992433,0.11988908
-4.49924962,2.99883436,0.80159881,2.76065048,0.16571394,0.01918876,0.01930904,0.12104951
-4.49324662,2.95897693,0.78647489,2.72531988,0.16011298,0.01891648,0.01863896,0.12303832
-4.48724362,2.93012719,0.77507814,2.69986408,0.15478663,0.01875544,0.01791925,0.12581994
-4.48124062,2.91213601,0.76725990,2.68419697,0.14974257,0.01870300,0.01715648,0.12933903
-4.47523762,2.90472463,0.76280339,2.67812576,0.14498557,0.01875577,0.01635848,0.13352111
-4.46923462,2.90748991,0.76143095,2.68135399,0.14051780,0.01890960,0.01553414,0.13827381
-4.46323162,2.91991113,0.76281218,2.69348557,0.13633912,0.01915956,0.01469319,0.14348840
-4.45722861,2.94135871,0.76657283,2.71403066,0.13244725,0.01950001,0.01384593,0.14904202
-4.45122561,2.97110584,0.77230467,2.74241382,0.12883791,0.01992462,0.01300303,0.15480025
-4.44522261,3.00834347,0.77957631,2.77798533,0.12550505,0.02042644,0.01217523,0.16062035
-4.43921961,3.05219903,0.78794491,2.82003583,0.12244114,0.02099803,0.01137316,0.16635484
-4.43321661,3.10175904,0.79696869,2.86781446,0.11963767,0.02163161,0.01060713,0.17185544
-4.42721361,3.15609511,0.80622003,2.92055029,0.11708577,0.02231919,0.00988701,0.17697743
-4.42121061,3.21429294,0.81529875,2.97747652,0.11477698,0.02305282,0.00922212,0.18158393
-4.41520760,3.27548286,0.82384530,3.03785640,0.11270422,0.02382478,0.00862117,0.18555034
-4.40920460,3.33887100,0.83155320,3.10100978,0.11086275,0.02462778,0.00809222,0.18876844
-4.40320160,3.40376908,0.83818034,3.16633892,0.10925131,0.02545521,0.00764275,0.19115021
-4.39719860,3.46962147,0.84355852,3.23335199,0.10787304,0.02630127,0.00727961,0.19263103
-4.39119560,3.53602774,0.84760072,3.30168292,0.10673640,0.02716117,0.00700914,0.19317224
-4.38519260,3.60275927,0.85030573,3.37110618,0.10585584,0.02803121,0.00683718,0.19276277
-4.37918959,3.66976879,0.85175976,3.44154559,0.10525217,0.02890885,0.00676908,0.19141998
-4.37318659,3.73719212,0.85213490,3.51307643,0.10495267,0.02979269,0.00680980,0.18918938
-4.36718359,3.80534180,0.85168434,3.58592052,0.10499071,0.03068243,0.00696379,0.18614353
-4.36118059,3.87469279,0.85073456,3.66043457,0.10540512,0.03157875,0.00723502,0.18237986
-4.35517759,3.94586105,0.84967468,3.73709230,0.10623907,0.03248315,0.00762686,0.17801778
-4.34917459,4.01957588,0.84894343,3.81646136,0.10753871,0.03339775,0.00814197,0.17319500
-4.34317159,4.09664766,0.84901433,3.89917621,0.10935137,0.03432507,0.00878211,0.16806327
-4.33716858,4.17793253,0.85037955,3.98590849,0.11172370,0.03526780,0.00954800,0.16278385
-4.33116558,4.26429567,0.85353316,4.07733627,0.11469956,0.03622858,0.01043910,0.15752263
-4.32516258,4.35657491,0.85895439,4.17411371,0.11831787,0.03720976,0.01145339,0.15244534
-4.31915958,4.45554609,0.86709148,4.27684224,0.12261050,0.03821321,0.01258716,0.14771287
-4.31315658,4.56189142,0.87834656,4.38604441,0.12760030,0.03924020,0.01383482,0.14347690
-4.30715358,4.67617161,0.89306217,4.50214098,0.13329931,0.04029126,0.01518878,0.13987593
