energy_ev,total_up,Al_p_up,Al_d_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up
-6.00000000,0.93759144,0.06517398,0.00000000,0.32736971,0.12302613,0.02617079,0.30086649
-5.99399700,0.95947757,0.06539500,0.00000000,0.33182786,0.12832439,0.02757714,0.31637073
-5.98799400,0.98278716,0.06564964,0.00000000,0.33679543,0.13386370,0.02903356,0.33267327
-5.98199100,1.00693552,0.06593685,0.00000000,0.34211025,0.13950868,0.03050664,0.34934624
-5.97598799,1.03126079,0.06624881,0.00000000,0.34758260,0.14511607,0.03196136,0.36594660
-5.96998499,1.05504161,0.06657122,0.00000000,0.35300047,0.15053835,0.03336205,0.38202714
-5.96398199,1.07751814,0.06688397,0.00000000,0.35813607,0.15562780,0.03467331,0.39714800
-5.95797899,1.09791585,0.06716212,0.00000000,0.36275333,0.16024062,0.03586097,0.41088835
-5.95197599,1.11547107,0.06737711,0.00000000,0.36661606,0.16424114,0.03689316,0.42285785
-5.94597299,1.12945719,0.06749819,0.00000000,0.36949649,0.16750599,0.03774114,0.43270740
-5.93996998,1.13921056,0.06749395,0.00000000,0.37118375,0.16992786,0.03838025,0.44013891
-5.93396698,1.14415464,0.06733387,0.00000000,0.37149195,0.17141885,0.03879065,0.44491355
-5.92796398,1.14382156,0.06698996,0.00000000,0.37026742,0.17191330,0.03895788,0.44685821
-5.92196098,1.13786998,0.06643813,0.00000000,0.36739488,0.17136977,0.03887332,0.44586982
-5.91595798,1.12609839,0.06565956,0.00000000,0.36280215,0.16977231,0.03853442,0.44191736
-5.90995498,1.10845345,0.06464172,0.00000000,0.35646321,0.16713076,0.03794472,0.43504154
-5.90395198,1.08503278,0.06337922,0.00000000,0.34839961,0.16348029,0.03711365,0.42535202
-5.89794897,1.05608242,0.06187430,0.00000000,0.33868001,0.15887994,0.03605617,0.41302240
-5.89194597,1.02198890,0.06013705,0.00000000,0.32741806,0.15341052,0.03479221,0.39828320
-5.88594297,0.98326665,0.05818531,0.00000000,0.31476869,0.14717171,0.03334595,0.38141316
-5.87993997,0.94054114,0.05604432,0.00000000,0.30092296,0.14027867,0.03174499,0.36272921
-5.87393697,0.89452879,0.05374601,0.00000000,0.28610191,0.13285831,0.03001945,0.34257561
-5.86793397,0.84601453,0.05132815,0.00000000,0.27054950,0.12504524,0.02820102,0.32131275
-5.86193097,0.79582798,0.04883330,0.00000000,0.25452511,0.11697775,0.02632198,0.29930604
-5.85592796,0.74481930,0.04630757,0.00000000,0.23829582,0.10879385,0.02441434,0.27691526
-5.84992496,0.69383552,0.04379936,0.00000000,0.22212895,0.10062762,0.02250896,0.25448499
-5.84392196,0.64369845,0.04135799,0.00000000,0.20628481,0.09260590,0.02063480,0.23233611
-5.83791896,0.59518449,0.03903240,0.00000000,0.19101023,0.08484540,0.01881833,0.21075891
-5.83191596,0.54900717,0.03686982,0.00000000,0.17653282,0.07745047,0.01708303,0.19000774
-5.82591296,0.50580260,0.03491458,0.00000000,0.16305614,0.07051131,0.01544901,0.17029742
-5.81990995,0.46611810,0.03320700,0.00000000,0.15075587,0.06410280,0.01393284,0.15180119
-5.81390695,0.43040399,0.03178235,0.00000000,0.13977697,0.05828386,0.01254739,0.13465038
-5.80790395,0.39900839,0.03067002,0.00000000,0.13023179,0.05309734,0.01130194,0.11893530
-5.80190095,0.37217492,0.02989284,0.00000000,0.12219908,0.04857027,0.01020225,0.10470744
-5.79589795,0.35004296,0.02946642,0.00000000,0.11572379,0.04471455,0.00925077,0.09198258
-5.78989495,0.33265010,0.02939885,0.00000000,0.11081767,0.04152793,0.00844693,0.08074461
-5.78389195,0.31993648,0.02969037,0.00000000,0.10746040,0.03899514,0.00778742,0.07094982
-5.77788894,0.31175079,0.03033332,0.00000000,0.10560130,0.03708924,0.00726655,0.06253143
-5.77188594,0.30785742,0.03131219,0.00000000,0.10516146,0.03577309,0.00687654,0.05540417
-5.76588294,0.30794479,0.03260383,0.00000000,0.10603626,0.03500076,0.00660794,0.04946869
-5.75987994,0.31163438,0.03417788,0.00000000,0.10809818,0.03471907,0.00644986,0.04461578
-5.75387694,0.31849061,0.03599732,0.00000000,0.11119995,0.03486906,0.00639037,0.04073012
-5.74787394,0.32803112,0.03801914,0.00000000,0.11517785,0.03538744,0.00641674,0.03769374
-5.74187094,0.33973763,0.04019527,0.00000000,0.11985529,0.03620799,0.00651571,0.03538894
-5.73586793,0.35306718,0.04247356,0.00000000,0.12504659,0.03726295,0.00667376,0.03370077
-5.72986493,0.36746358,0.04479895,0.00000000,0.13056082,0.03848431,0.00687734,0.03251910
-5.72386193,0.38236905,0.04711472,0.00000000,0.13620587,0.03980512,0.00711309,0.03174023
-5.71785893,0.39723585,0.04936386,0.00000000,0.14179242,0.04116067,0.00736802,0.03126820
-5.71185593,0.41153776,0.05149043,0.00000000,0.14713802,0.04248963,0.00762971,0.03101568
-5.70585293,0.42478100,0.05344097,0.00000000,0.15207094,0.04373516,0.00788653,0.03090465
-5.69984992,0.43651462,0.05516591,0.00000000,0.15643390,0.04484583,0.00812774,0.03086679
-5.69384692,0.44633981,0.05662078,0.00000000,0.16008738,0.04577652,0.00834369,0.03084362
-5.68784392,0.45391802,0.05776746,0.00000000,0.16291258,0.04648909,0.00852594,0.03078655
-5.68184092,0.45897749,0.05857510,0.00000000,0.16481380,0.04695296,0.00866735,0.03065663
-5.67583792,0.46131811,0.05902093,0.00000000,0.16572022,0.04714550,0.00876223,0.03042429
-5.66983492,0.46081426,0.05909084,0.00000000,0.16558698,0.04705216,0.00880630,0.03006884
-5.66383192,0.45741560,0.05877958,0.00000000,0.16439549,0.04666651,0.00879684,0.02957793
-5.65782891,0.45114582,0.05809083,0.00000000,0.16215307,0.04598993,0.00873257,0.02894686
